duration_D,app,har,source,t08,t11,Generated_Var_4,Generated_Var_6,Generated_Var_9,effort_D
0.4280146,0.79017365,0.86060184,1.7124342,0.28261063,0.9749462,0.77476573,0.7711793,-0.11281614,0.3442824
-0.008379506,0.40609142,0.69690984,1.2267326,-0.028807577,0.41714603,0.19633572,0.21701176,0.44383666,-0.09463685
0.31879923,0.77994627,0.81745267,1.7062938,0.24257962,0.70409995,0.48120087,0.5960686,-0.120052144,0.20746686
0.3865937,0.84897435,0.7795755,1.5593362,0.3014772,0.6147461,0.4642469,0.5271191,-0.026205577,0.20774087
0.06494147,0.37649179,0.5997583,0.9150081,-0.0438696,0.53215903,0.33612514,0.37266442,0.38258773,-0.006333689
0.08032734,0.35036653,0.55329645,0.82468265,-0.02117766,0.42839855,0.2515881,0.2988826,0.36076364,-0.020401489
0.23061392,0.57965106,0.6775013,1.217338,0.1872144,0.4941715,0.33592445,0.42182198,0.092989475,0.09959209
0.24226588,0.62224543,0.7596511,1.4324081,0.20266542,0.6110774,0.40542173,0.50809324,0.032535207,0.1254121
0.28508106,0.69464195,0.6634457,1.2050556,0.18548064,0.44908443,0.33685797,0.41003278,0.12587021,0.106374696
0.36959922,0.7755845,0.82027805,1.572974,0.267648,0.77660143,0.5524602,0.62376076,-0.07326466,0.24252403
0.34139958,0.6940688,0.7790704,1.3557335,0.055055253,0.9244731,0.7208127,0.70168096,0.092347905,0.23276609
0.2383498,0.6502998,0.66274554,1.1628863,0.1323755,0.4710187,0.32912648,0.38063464,0.16196191,0.08741599
0.31759307,0.6628802,0.6965889,1.2532247,0.18484339,0.57490945,0.4121922,0.49241742,0.060296938,0.15143612
0.024635756,0.2890779,0.5315871,0.75543416,-0.086815484,0.37775937,0.20453626,0.22032097,0.45342413,-0.076142706
0.41632652,1.0171939,0.9928675,2.1330266,0.4231063,0.6576227,0.45023024,0.5427783,-0.09060546,0.21466646
0.31980753,0.6398657,0.8194545,1.4392225,-0.018381272,1.0132731,0.7475894,0.7271591,0.12648174,0.22094734
0.24500611,0.63109636,0.8570141,1.6215959,0.3073839,0.6634319,0.4150369,0.53604275,0.04848756,0.130175
0.3477245,0.9480978,1.0401274,2.1923954,0.3924018,0.7403527,0.4819573,0.6065561,-0.047293372,0.20573273
0.2816486,0.7140063,0.7795694,1.5792584,0.26726535,0.56849754,0.3728645,0.47046477,-0.026720695,0.14899549
0.18997113,0.6466967,0.8394147,1.6299757,0.2847688,0.58994865,0.36595798,0.4700136,0.106808096,0.10527288
0.36403272,0.6934481,0.83599424,1.529747,0.27401313,0.8956007,0.6750675,0.71678495,-0.058616593,0.28016552
0.48030356,1.2005597,1.2194824,2.7455828,0.52564716,0.87131065,0.6019624,0.6992804,-0.19759403,0.2910944
0.4632024,0.84296215,0.86941355,1.6428492,0.14788106,1.102098,0.89515144,0.8678561,0.015008044,0.33987588
0.6367171,1.3029158,1.1829357,2.5095172,0.4882814,0.9185004,0.7358824,0.80578166,-0.21694049,0.36879942
0.45009044,0.89201295,0.8443061,1.5974591,0.2388465,0.79473686,0.6762064,0.6393861,-0.04773,0.26765913
0.21126133,0.78575975,1.0923557,2.2224205,0.36832348,0.80348533,0.43973786,0.61813164,0.12609084,0.107484825
0.0038753413,0.26888174,0.5565431,0.80812436,-0.1306239,0.47252026,0.26783523,0.29574347,0.47451934,-0.087874815
0.25995347,0.80859286,0.9851968,2.0795708,0.31440207,0.7242641,0.43307224,0.5729747,-0.02765929,0.1527192
0.11464822,0.39131737,0.6135636,0.9845133,-0.09942646,0.5687213,0.36502138,0.40745002,0.25947037,0.010515362
0.0314657,0.38841993,0.62832105,1.0756512,-0.0010843435,0.3964615,0.17914557,0.2300444,0.371659,-0.05788406
0.2666277,0.68928784,0.82308775,1.555783,0.27136487,0.58177686,0.36917275,0.4949102,0.032036133,0.13653035
0.058496185,0.36005935,0.54879683,0.8176889,-0.1212681,0.46106565,0.31231686,0.28600416,0.34380132,-0.029684037
0.44451332,1.0535693,1.152813,2.4264054,0.46714985,0.90553534,0.6253809,0.7391761,-0.13020635,0.29036155
0.2591544,0.55834407,0.85191506,1.5424472,0.11185381,0.947758,0.665129,0.70717496,0.06063652,0.21683337
0.23726386,0.58895475,0.6482075,1.1836772,0.18036355,0.46618086,0.31788418,0.41153336,0.09945528,0.09458471
0.23757055,0.7578092,0.9384066,1.877917,0.3061785,0.6745715,0.40224344,0.57101804,0.048552193,0.12353269
0.29910064,0.77319515,0.93644965,1.8810822,0.2829399,0.7651735,0.49837327,0.62767607,-0.065640226,0.17763403
0.32263523,0.61768645,0.80789953,1.514157,0.14222537,0.94882345,0.70555925,0.72214043,0.006268144,0.26726338
-0.1883031,0.18920508,0.7347384,0.76378036,-0.4248229,0.746024,0.49530146,0.3253992,0.82233554,-0.19295147
0.47514668,0.88703746,0.9319912,1.764148,0.22788234,1.1642251,0.9697795,0.9012667,-0.01397631,0.3693594
0.2665833,0.57770103,0.67011154,1.1336361,0.09792276,0.63004565,0.44075337,0.483063,0.09012718,0.12960069
0.10589884,0.38325134,0.67715245,0.9211327,-0.15196525,0.75783116,0.51741403,0.4648824,0.37910822,0.024970435
-0.019377558,0.29857528,0.7363375,1.2142228,0.027651101,0.5947561,0.32552746,0.3629142,0.26109222,-0.03127645
0.41436675,1.1771464,1.233466,2.8078907,0.49671033,0.8685549,0.5742612,0.67800707,-0.13296945,0.2533808
0.22030728,0.65673125,0.7519829,1.430952,0.25812078,0.47651896,0.29404026,0.41870558,0.12219141,0.0971895
0.28997892,0.7157499,0.86561465,1.6754984,0.29945338,0.66521055,0.43727213,0.5575691,0.019046873,0.16297996
0.28733477,0.63676,0.7225235,1.3228711,0.1946102,0.63912857,0.44882774,0.52477545,0.0010786426,0.17266726
0.29682028,0.79918504,0.8825542,1.7592225,0.3024216,0.6047316,0.393327,0.5210601,0.005462815,0.15382756
0.23357856,0.6225741,0.77541256,1.4465921,0.24952874,0.5466331,0.3468659,0.46121082,0.08676189,0.10814104
0.198265,0.67891514,0.8919352,1.7882981,0.23672438,0.67060983,0.3900707,0.50863874,0.044159643,0.09759119
0.39372382,1.1844567,1.2686692,2.8398943,0.53607225,0.9096488,0.5902814,0.6899655,0.011864164,0.23545831
0.2465409,0.6384049,0.7403165,1.3713183,0.20052807,0.5779223,0.38327986,0.4771908,0.049778122,0.12011786
-0.022071384,0.3478407,1.0468904,1.2459967,-0.49773082,1.2494967,0.9005418,0.6750732,0.8051441,-0.08680717
0.20096706,0.5726163,0.6935603,1.2695056,0.1890227,0.45722532,0.2849364,0.3751264,0.11340302,0.0756312
0.07076733,0.38413998,0.579515,0.93158126,0.0120210005,0.40279862,0.21923564,0.27785063,0.29682472,-0.017453697
-0.023876902,0.32637167,0.6152818,0.79203045,-0.25540847,0.62006366,0.42803538,0.32996768,0.5091206,-0.08921019
-0.044558533,0.27528742,0.56649244,0.7992379,-0.14335163,0.39317936,0.21575102,0.2001537,0.5943164,-0.13125381
0.10808605,0.39728788,0.6296533,0.9250355,-0.15301152,0.71401024,0.5185421,0.44889927,0.23539793,0.056349494
0.31497213,0.64886653,0.7532948,1.291273,0.08696838,0.8258316,0.60363954,0.61705256,0.07124645,0.19180968
0.27102664,0.7362752,0.8616944,1.7749871,0.28093284,0.6652472,0.42296377,0.53788644,0.0060958085,0.14760117
0.559496,1.328614,1.3963286,3.125282,0.6160339,1.026739,0.7111602,0.8474081,-0.22749619,0.34159195
0.53636056,1.215648,1.1725162,2.7217484,0.5352847,1.1443071,0.8968431,0.9522859,-0.31884784,0.43340376
0.2632126,0.6744761,0.83621025,1.639746,0.22980797,0.69785506,0.45789114,0.5797937,-0.00070564763,0.156934
0.19083048,0.5869615,0.6116088,1.0142944,0.020772532,0.4099408,0.30067372,0.30521694,0.43896377,-0.015735999
-0.008532966,0.27808782,0.57850033,0.88650495,-0.077489376,0.48122212,0.273203,0.29096404,0.37280762,-0.05653634
0.3632271,0.74257976,0.78457385,1.4655639,0.1994166,0.8028012,0.58235085,0.6510982,-0.035946187,0.24274474
0.30191928,0.7413495,0.7229407,1.3736755,0.2522105,0.44659826,0.32292503,0.38520148,0.13295883,0.11574362
0.48182812,1.1771877,1.30253,2.866267,0.5134456,1.0393614,0.70460904,0.8504862,-0.22283861,0.32030612
0.64925826,1.3310529,1.2572598,2.9117675,0.54272956,1.3437113,1.101538,1.1207663,-0.3660205,0.5521462
0.34289622,0.66388816,0.79673207,1.3631064,0.040007107,0.9622997,0.75594175,0.69049597,0.10105891,0.22975811
0.25851446,0.57784045,0.6415696,1.131992,0.114612445,0.5109673,0.34425592,0.414239,0.14118347,0.095080115
0.015437679,0.37236995,0.7226446,1.2420003,0.05584817,0.45994774,0.22049478,0.25600472,0.40054366,-0.06907292
0.11699279,0.45131695,0.6007316,0.9437486,-0.08408703,0.5013434,0.3420714,0.3501149,0.36171204,-0.020419456
0.32368255,0.8249547,0.96928436,2.0146124,0.30425587,0.79332757,0.52915263,0.67846113,-0.112748764,0.18802848
0.440501,0.932013,0.84002405,1.6845086,0.3118123,0.70000976,0.56521344,0.5839892,-0.07633043,0.2600042
0.6210644,1.0831699,0.9749789,1.9587059,0.30226767,1.2113006,1.0721267,1.0024425,-0.05770651,0.4111082
0.287177,0.62208074,0.73907703,1.313983,0.21402055,0.6482578,0.44499582,0.5305899,0.03296152,0.16338173
0.0767025,0.38001764,0.65716153,0.88260734,-0.1719394,0.6744318,0.46562162,0.41452703,0.40074387,-0.016551074
0.32000363,0.68717253,0.7086788,1.3116708,0.18554182,0.6327469,0.48160708,0.53465235,0.0024824855,0.19071698
0.37043476,0.7673436,0.84034,1.6321428,0.24289557,0.8627447,0.6163388,0.7087186,-0.054139093,0.26557782
0.29685777,0.6666243,0.6387975,1.1233745,0.21059257,0.37236387,0.28175494,0.343791,0.15806696,0.11407136
0.48526672,1.1449063,1.032947,2.2092912,0.46984398,0.6332927,0.4923379,0.5237367,-0.058868222,0.25086972
0.08447897,0.37733868,0.57643366,0.9084444,0.008842635,0.44261888,0.2774374,0.33514822,0.32111624,0.015158144
0.25592247,0.6517102,0.86687356,1.6678635,0.27901,0.6904113,0.4369344,0.5721448,0.026263645,0.13784626
0.057995304,0.34966677,0.56017566,0.84558797,-0.05043285,0.46894446,0.2939213,0.31927356,0.34097287,-0.01860756
0.57225263,1.059886,1.0436258,2.0866497,0.23216932,1.3697067,1.1729932,1.0728755,-0.0500401,0.4267854
0.3425829,0.7216263,0.7769634,1.453899,0.24801815,0.7194907,0.5026967,0.59952027,-0.03351502,0.21321866
0.19486485,0.5845961,0.60291064,1.0534681,0.07142033,0.3297059,0.20205177,0.23173039,0.37442318,-0.0053500934
0.2229662,0.61294246,0.6927413,1.2908902,0.19529575,0.42517486,0.26230872,0.34698588,0.12163033,0.081436016
0.05451192,0.37313828,0.7600707,0.99756813,-0.29439184,0.8894759,0.6270231,0.5042561,0.5001735,-0.011539317
0.20859946,0.7145327,0.90844756,1.8187083,0.32275966,0.6615053,0.37156934,0.516115,0.15203355,0.09446193
0.2277453,0.5158376,0.6822445,1.1388545,-0.009297471,0.7870371,0.5726291,0.5591024,0.08007421,0.1531058
0.50377816,1.1608269,1.1867164,2.6128612,0.49102467,1.0027499,0.7051841,0.83332664,-0.2074662,0.3428305
0.581303,1.1924207,1.1935599,2.6301818,0.46257025,1.1184069,0.86180264,0.9402933,-0.31162712,0.41774276
0.31649038,0.8302621,0.9139922,1.9049554,0.32686436,0.6907657,0.44758958,0.5866609,-0.058583207,0.19183543
0.4198618,1.0619642,1.1994294,2.594578,0.47666302,0.94132906,0.6144672,0.7732526,-0.11964132,0.2579799
0.35491058,0.84905446,0.7387897,1.3875843,0.21839502,0.41585976,0.3051701,0.45431048,0.2759635,0.081276484
0.38767964,0.792351,0.8246702,1.502242,0.1631172,0.8189131,0.6261804,0.6894311,0.02186753,0.20644952
-0.020714164,0.28793475,0.65447295,1.0089371,-0.004617811,0.49964035,0.27630734,0.32384664,0.459892,-0.07106056
0.36917028,0.9380097,0.9434708,1.9351041,0.37663662,0.57294434,0.39830315,0.4774228,-9.465381e-06,0.18599232
0.27494276,0.68129843,0.75298816,1.4143828,0.20748845,0.605311,0.43663052,0.50700223,0.0039305375,0.1677339
0.16510202,0.4569414,0.65617335,1.0115979,-0.08009252,0.7253678,0.47825825,0.48069945,0.29035655,0.068383865
0.18157448,0.4759067,0.6133236,1.0226388,0.014249583,0.57123446,0.39135736,0.4218895,0.11861305,0.07817248
0.38590893,0.99179476,1.089202,2.3543346,0.43303153,0.8378165,0.5497996,0.6977439,-0.10847863,0.26007688
0.06695964,0.33712366,0.5446996,0.73926675,-0.049333777,0.3830081,0.24228239,0.2539488,0.46594915,-0.053280704
0.25880784,0.61962867,0.67022246,1.201861,0.19989105,0.46552503,0.32429662,0.39762607,0.11657972,0.10860975
0.1469236,0.42475957,0.65509886,1.0320451,-0.072600804,0.70436287,0.46364418,0.47517946,0.24931912,0.07405818
0.44384247,0.8463697,0.97881013,1.744433,0.084981546,1.2062329,0.94779265,0.9153128,0.090846606,0.3363574
0.20517296,0.5816609,0.88152647,1.6577153,0.28310588,0.7120039,0.452848,0.57941103,0.07712023,0.12832129
0.3833015,1.0358652,1.2567297,2.749788,0.5086395,0.98897266,0.62976325,0.8188805,-0.11959514,0.25553688
0.3106681,0.64083,0.75541526,1.3517432,0.09615831,0.8242258,0.59783477,0.64149785,0.023017706,0.2139079
-0.011508832,0.3448871,0.5948173,0.7699434,-0.21816742,0.4663781,0.3164273,0.23659816,0.6116575,-0.123362474
0.13750271,0.42302796,0.5651042,0.9073109,0.0143845035,0.45066878,0.2813975,0.3264434,0.23798524,0.024897635
0.725223,1.2042743,1.261447,2.4671512,0.15407355,1.7678201,1.5201604,1.3530381,0.050878514,0.5283526
0.27842426,0.81415725,0.95103383,1.9499611,0.28112304,0.67519546,0.38883644,0.5107454,-0.0021223943,0.12116162
0.35112137,0.90747726,1.0066606,2.1195493,0.32670388,0.80702055,0.5206058,0.64391774,-0.057658,0.19105935
0.31078923,0.6737746,0.71491313,1.3245264,0.22605559,0.6308604,0.43889615,0.520208,0.013792715,0.17631014
0.352319,0.9666325,1.1766269,2.5683687,0.46704602,0.93615264,0.59006083,0.7763564,-0.100813165,0.24139875
0.38286382,0.7920322,0.9633722,1.8842249,0.33864245,0.9278292,0.6536587,0.7631084,-0.122661665,0.2794717
0.17567658,0.5938205,0.73532724,1.3909857,0.22814552,0.49327016,0.30275154,0.4000124,0.14702794,0.083265565
0.58901393,1.1493812,0.994853,2.0482662,0.34098208,0.9672204,0.8124419,0.86129004,-0.17104062,0.38072604
0.18983181,0.5379319,0.82090133,1.2220668,-0.1641939,0.99761206,0.7299321,0.6483524,0.35425255,0.11881865
0.08037677,0.37622264,0.5537399,0.76748824,-0.047505185,0.3710156,0.22918463,0.24396771,0.50946397,-0.053450853
0.36167789,0.77732337,0.88416237,1.7391888,0.26316828,0.8846912,0.65529287,0.70245546,-0.12640274,0.26454535
0.620046,1.0626485,1.0196168,2.0265355,0.18538481,1.3592631,1.1620665,1.0784447,-0.028684191,0.44756785
0.26761317,0.61870706,0.6794112,1.2067754,0.20349552,0.48739976,0.33257344,0.42026672,0.094593436,0.11585923
0.24217546,0.579593,0.6583438,1.167679,0.14605452,0.55753917,0.39221597,0.45732462,0.064113446,0.11980533
0.23197365,0.52353334,0.6464724,1.1425266,0.03258673,0.6824661,0.50673705,0.53790116,0.035780944,0.15294251
0.14858794,0.475637,0.64455473,1.1101762,0.10147896,0.5223094,0.35059837,0.39499587,0.1581369,0.07139866
0.27891076,0.7066737,0.91249555,1.4778934,-0.17284979,1.0907522,0.8397027,0.7595721,0.33828688,0.16887262
0.054222517,0.4399175,0.8032371,1.0561509,-0.2997847,0.8968526,0.659071,0.52253485,0.5758126,-0.02916386
0.5967173,1.0888659,1.0810046,2.2901642,0.3226036,1.1681188,0.945483,0.9824432,-0.22485325,0.42403236
0.19853297,0.5474551,0.61406404,1.0797645,0.11387632,0.43682086,0.29463562,0.38157022,0.15687211,0.050461512
0.28518683,0.84097725,0.905538,1.8922646,0.3296471,0.5424193,0.3348821,0.42789868,0.051228505,0.12791753
0.30989653,0.9123657,1.0195206,2.192698,0.30316824,0.741866,0.47884893,0.5448455,-0.036682874,0.1423831
0.18857148,0.51360846,0.63140285,1.0729853,0.13219249,0.4715551,0.30988714,0.3893282,0.16027343,0.06760489
0.10207823,0.490655,0.7204881,1.2915766,0.10413945,0.5316341,0.31283408,0.37615827,0.17783397,0.030017462
0.38230172,0.99643064,1.2035887,2.6151338,0.45176485,0.97831243,0.6206108,0.8195706,-0.13211545,0.26734194
0.39329872,1.0404474,1.1468283,2.4405677,0.41206887,0.83026624,0.5570034,0.66179883,-0.11672806,0.23363185
0.07483917,0.38040417,0.6158727,0.8554339,-0.1563421,0.62661624,0.42323735,0.38719508,0.37420407,0.0005272003
0.19049108,0.6172786,0.7250612,1.3717251,0.19316632,0.43198115,0.2646621,0.3484888,0.1550486,0.057914786
0.24358836,0.6011281,0.74642646,1.3622919,0.23802881,0.5681046,0.37533498,0.48340562,0.07393976,0.11940535
0.14481743,0.46047717,0.5911461,0.98976624,0.060229894,0.46791053,0.29891998,0.3733287,0.23391275,0.058089472
0.17138453,0.5625823,1.0481077,1.5259396,-0.3138491,1.3885347,1.0246454,0.8598997,0.55404675,0.13078384
0.28962415,0.9523876,1.0116967,2.2610135,0.40377614,0.5861673,0.35670212,0.41485336,0.17998625,0.09665161
0.3787152,0.83697706,0.96300805,1.9568067,0.31146175,0.899316,0.6068678,0.7418347,-0.12087247,0.27243793
0.2299926,0.5441821,0.62907785,1.0676038,0.15680417,0.47788918,0.3308275,0.40321127,0.12891051,0.09040606
0.24186265,0.5839026,0.74859,1.3645813,0.22988069,0.60842186,0.39488554,0.50321114,0.08060734,0.1244888
0.22814554,0.5995955,0.6577475,1.2106571,0.16692859,0.45628694,0.31236196,0.40352115,0.107068025,0.086696394
0.2695369,0.63833714,0.82052547,1.5257764,0.25364843,0.6823695,0.44120228,0.5673526,0.041366275,0.14743912
0.3541641,0.6808031,0.7823766,1.4817171,0.15470171,0.87578475,0.65538096,0.69081795,-0.050500438,0.26361388
0.3059005,0.76566464,0.7280249,1.3680801,0.22696027,0.43303612,0.3124096,0.37012184,0.15375641,0.097991504
0.3539517,0.67118776,0.7411141,1.3647938,0.11484604,0.89396316,0.7213811,0.703524,-0.030428976,0.2751893
0.35385534,0.69439924,0.77157795,1.4003543,0.15816958,0.8826625,0.69176084,0.69926465,-0.036706373,0.26233873
0.21653265,0.5234217,0.6176248,1.0304382,0.059000563,0.5234829,0.3552818,0.39748365,0.1506035,0.07326052
0.1426196,0.47001603,0.56713027,0.87093997,-0.015043808,0.40096217,0.28300184,0.28092453,0.34377137,0.003756864
0.043973282,0.38588867,0.5889057,0.9129599,-0.03786838,0.34412685,0.16944641,0.19212532,0.54964346,-0.092065856
0.5410198,1.2515851,1.2012371,2.5722494,0.51731026,0.8902067,0.6534502,0.71804893,-0.07710059,0.29999498
