rely,data,cplx,turn,Generated_Var_2,Generated_Var_7,actual
0.41262004,0.461856,0.24538152,0.3274646,0.19009957,0.5585301,0.020232787
0.19196935,0.2461918,0.19630575,0.272368,0.124725714,0.275298,-0.013332122
0.18072116,0.2598381,0.17954718,0.2743686,0.12242752,0.28536105,-0.009134071
0.2549209,0.25624534,0.26001197,0.28546935,0.20776942,0.3265059,-0.04858699
0.20908633,0.25110632,0.17364243,0.2942788,0.13943592,0.28193188,-0.005142426
0.23500998,0.29775208,0.15823776,0.30062827,0.17108351,0.34812936,0.000490054
0.2429208,0.30730203,0.19614385,0.28027734,0.20110203,0.3696741,-0.013649878
0.25261596,0.2506839,0.19103546,0.32364827,0.08521249,0.316563,-0.00239714
0.26042253,0.3399353,0.15857933,0.36373535,0.17527744,0.3900893,-0.0005553323
0.22387214,0.23824027,0.17220972,0.30950445,0.12848541,0.2763676,0.00036808662
0.27412438,0.3261082,0.194832,0.2646255,0.19112906,0.40130615,0.0046910103
0.24609245,0.32846278,0.21075423,0.3553352,0.14354876,0.41096786,-0.011382383
0.341253,0.39002055,0.2395075,0.27212337,0.24521266,0.49577335,0.019555822
0.21789753,0.32987362,0.19713897,0.28709692,0.11782952,0.34739703,-0.008323766
0.22299713,0.2532484,0.22926696,0.28225923,0.18661785,0.31891656,-0.03517242
0.19019556,0.313419,0.19791085,0.31129915,0.16206747,0.347498,-0.013369522
0.21590164,0.26269844,0.19212571,0.3220945,0.10428132,0.3202034,0.0015263755
0.24899621,0.3071974,0.21326347,0.2916027,0.18956,0.394373,-0.03171725
0.24357876,0.3465232,0.19415884,0.27819335,0.18445645,0.4019887,-0.031167723
0.20957574,0.2636251,0.16409637,0.2804821,0.15556939,0.3022071,-0.012654117
0.23037398,0.24156478,0.23463245,0.28089595,0.18170473,0.30171934,-0.0285905
0.26944137,0.26419574,0.2724822,0.29060888,0.19320557,0.3484782,-0.031634852
0.21593133,0.38925263,0.214173,0.4198081,0.13755617,0.4293785,0.016976345
0.3352691,0.38153377,0.23344754,0.33244684,0.24298902,0.5208019,-0.0026745284
0.25341067,0.31423748,0.2143979,0.26040906,0.18019867,0.38570037,-0.020926133
0.2905203,0.35523045,0.21295257,0.25682247,0.18264934,0.44154203,-0.0076255314
0.8002343,0.53405607,0.45608535,0.40222123,0.435345,0.8929124,0.124842286
0.23364379,0.34314504,0.16012214,0.32257992,0.18826765,0.3838808,-0.0019209208
1.4067941,0.70702744,0.7987202,0.640783,0.67934173,1.4392351,0.2083533
0.71930426,0.510428,0.416687,0.42046827,0.395298,0.8700721,0.095173106
0.21359158,0.2945038,0.15506972,0.3387925,0.053479288,0.30275565,0.020446213
0.21355009,0.28959408,0.17380573,0.2571505,0.14938599,0.34674743,-0.027560469
0.21573833,0.2916726,0.16216724,0.31608415,0.15197062,0.33084032,-0.012253414
0.2492583,0.3038487,0.19036257,0.2852287,0.17184521,0.38061935,-0.021748032
0.21681283,0.31540152,0.16295895,0.32107633,0.14659622,0.3382508,-0.0050185546
0.8470942,0.52603346,0.47905824,0.4377231,0.46408015,0.9352919,0.10329613
0.32987532,0.40585005,0.25083473,0.33619636,0.2620443,0.5337436,-0.014784721
0.21171811,0.26604632,0.18965551,0.28322297,0.14428733,0.31233528,-0.015483241
0.93518496,0.6404453,0.49441096,0.49260637,0.4955806,1.0610875,0.18727371
0.21361439,0.24829039,0.19467095,0.28931722,0.122981206,0.29986644,-0.01721171
1.093126,0.6644623,0.6303521,0.531879,0.51465654,1.2006458,0.16960467
0.23982239,0.35900575,0.17056164,0.28650817,0.21607357,0.41450068,-0.0068822997
0.4202314,0.42692164,0.30001763,0.30146837,0.24587503,0.5978466,0.015235399
0.22930092,0.2977434,0.19299807,0.31088847,0.16759071,0.3527195,-0.015986033
0.2984807,0.3152126,0.23125537,0.30427793,0.2262807,0.4229664,-0.022003904
0.20025522,0.28656945,0.1888425,0.34684497,0.12235953,0.3262434,0.0039466326
0.2395074,0.37355962,0.16450472,0.31672704,0.14372486,0.45922104,-0.005422609
0.30874932,0.3109177,0.23761849,0.28954107,0.24044989,0.41599086,-0.022208072
0.22607245,0.25509754,0.22274446,0.277949,0.17013752,0.3316096,-0.03351131
0.40793183,0.41043803,0.26108834,0.3352931,0.27733123,0.55533206,0.036295895
0.2692638,0.3739763,0.19943196,0.32619607,0.13517939,0.4052583,0.010814988
0.31575656,0.33501476,0.17363387,0.4566446,0.03517502,0.37024722,0.07156017
0.32235008,0.41839242,0.20304327,0.49546772,0.1806596,0.48948556,0.033293236
0.26219207,0.29198042,0.2137675,0.2734311,0.19890866,0.3838649,-0.035640605
0.49614468,0.44005543,0.28681827,0.32127675,0.3281543,0.61404145,0.05914142
0.7362545,0.48501527,0.40957844,0.37162378,0.40148228,0.81056416,0.09045588
0.24068533,0.37758368,0.20416531,0.3465266,0.14464255,0.44096512,-0.004356304
1.6747653,0.83549494,0.92891276,0.70313704,0.7488391,1.6958297,0.29310465
0.2032739,0.362543,0.2075808,0.3623346,0.17200409,0.406553,-0.0016136565
0.3320393,0.40929958,0.23528926,0.32506877,0.25270528,0.5314611,-0.011214453
0.29338667,0.37891167,0.23971686,0.32250994,0.21835068,0.51358503,-0.023805998
2.0660253,1.0992056,1.1231492,0.9090841,0.93899584,2.1479764,0.36005208
0.17505494,0.2949683,0.1721153,0.27472225,0.12316342,0.29838294,-0.0059666354
0.2441989,0.3523571,0.151252,0.33753705,0.18758073,0.40344384,0.0018736785
0.3609402,0.36011353,0.22956902,0.29589546,0.2127239,0.47165164,0.011971526
0.23892671,0.3240933,0.21011469,0.27972716,0.1661285,0.40358314,-0.018698052
0.5660237,0.4276132,0.34180394,0.34013048,0.3076297,0.68738353,0.05209845
0.22607921,0.28505066,0.16899818,0.33211276,0.13908474,0.3209898,0.012725737
0.59163284,0.4641858,0.34458938,0.38723788,0.36187416,0.7359545,0.030752804
0.33272636,0.41062963,0.21208905,0.29604653,0.25701314,0.5017972,0.0015893395
0.25128058,0.30588692,0.21970363,0.28261775,0.20935717,0.3841824,-0.025432572
0.19588542,0.2751277,0.18940322,0.28149557,0.15858814,0.3295195,-0.018111985
0.5660496,0.46742153,0.3258745,0.35168207,0.34271014,0.7030095,0.047864057
0.2782721,0.35194907,0.21877293,0.26202628,0.19751802,0.4270578,-0.0077727595
0.62594336,0.4848315,0.34344625,0.37613824,0.36226434,0.7336606,0.08969851
0.46026295,0.4724877,0.27379888,0.39958844,0.3117634,0.6508062,0.043170847
0.80547917,0.56880087,0.46012622,0.42148632,0.45063525,0.9332888,0.10858271
0.20175815,0.267138,0.1944632,0.30924606,0.11121592,0.3000908,-0.0011738455
0.22878867,0.358147,0.19921099,0.45260158,0.12847959,0.38858727,0.041179825
0.22890244,0.3429783,0.18609776,0.38868576,0.14570084,0.3930258,0.016348224
0.20456132,0.2934404,0.19999713,0.29781523,0.14515129,0.35604474,-0.028740514
0.26698348,0.30831602,0.22979839,0.2962805,0.14876495,0.37619886,-0.017256767
0.25301915,0.3574047,0.22380994,0.2750153,0.19082475,0.449187,-0.011087119
1.1665618,0.655109,0.6596923,0.5559999,0.5843381,1.2386217,0.16691712
0.7060649,0.51103747,0.3754146,0.37302858,0.3788687,0.79263675,0.0978819
0.25834185,0.36067998,0.20814364,0.29079133,0.19996858,0.45471352,-0.010183451
0.283023,0.35316047,0.18913083,0.29262942,0.14438632,0.39258498,0.019884145
0.26887578,0.36108366,0.19838189,0.30723968,0.17545822,0.42967138,-0.0023494777
0.32495946,0.3420183,0.2531235,0.30632225,0.2481778,0.46128625,-0.019038245
0.612269,0.45174256,0.3653889,0.35734007,0.3308177,0.7276164,0.04762902
0.21187213,0.30315903,0.20327146,0.24722525,0.15725707,0.36657274,-0.025503382
0.23120259,0.24857396,0.17486298,0.30900195,0.0979888,0.29376367,0.009999933
0.45835105,0.3751306,0.29534197,0.31231326,0.28923404,0.54728615,0.013213142
0.28829032,0.36120197,0.2150005,0.40528554,0.11683605,0.42733732,0.018058
0.22821544,0.28860536,0.18186447,0.30639797,0.155718,0.3482646,-0.02092645
0.20191829,0.28549698,0.20065527,0.28423882,0.18383716,0.35043436,-0.02945128
0.24801333,0.25827095,0.15568967,0.35796177,0.11499983,0.30919263,0.015646206
0.23125255,0.2659726,0.21450853,0.2627799,0.18282911,0.32640246,-0.038364165
0.6522224,0.46149546,0.3783685,0.3588424,0.36947364,0.7450615,0.0821135
0.1895089,0.2389661,0.19223946,0.272384,0.12172572,0.2643682,-0.026103146
0.31796128,0.31732783,0.2368196,0.29471087,0.24008884,0.43780735,-0.023228515
0.20732045,0.32708013,0.20208538,0.364416,0.16802344,0.37617242,-0.0036314856
0.5412097,0.42922002,0.34764567,0.35241812,0.3236362,0.6861205,0.047228195
0.2766341,0.31978643,0.2090115,0.30573335,0.21626061,0.41534856,-0.015661355
0.41388604,0.3899071,0.25903904,0.3146622,0.2879113,0.5518297,0.015808592
0.2431186,0.26417968,0.17429288,0.37906182,0.043808237,0.32848483,0.027742375
0.31435657,0.42128608,0.23359637,0.33047807,0.204383,0.5561235,-0.014962674
0.27261174,0.41939846,0.16373104,0.34700078,0.10307198,0.44845873,-0.0012480123
0.2726595,0.35938463,0.14435963,0.41819322,0.1266668,0.4036537,0.0228489
0.22768077,0.24896234,0.18053661,0.3318069,0.096239254,0.3066275,-0.016243156
1.0601621,0.6901594,0.587442,0.4850673,0.5354783,1.1353837,0.20678042
0.22162539,0.30450287,0.16123226,0.3207181,0.12462048,0.37439305,-0.016593326
0.2369364,0.33342588,0.18733148,0.330665,0.11917202,0.35246783,0.010963999
0.21380138,0.27638394,0.19390664,0.30892986,0.10370736,0.3456742,-0.013320814
0.35539386,0.35630944,0.23700263,0.3208043,0.25787708,0.5158297,-0.0012209741
0.5243187,0.55073315,0.30383363,0.44024006,0.31703228,0.74275756,0.09866737
0.4818834,0.48438758,0.31052563,0.3678624,0.29051203,0.69123054,0.05822205
0.22321244,0.40520918,0.19983,0.33787206,0.17541352,0.4582222,-0.02730719
0.2456156,0.32700285,0.1998387,0.3242448,0.18815854,0.40407985,-0.023822602
0.24587068,0.28216276,0.20308463,0.27842724,0.16371483,0.35164762,-0.01903138
0.3213401,0.3890825,0.19717108,0.3132701,0.17084375,0.44890612,0.02743427
0.799759,0.527904,0.44676843,0.42097357,0.42010337,0.91769135,0.09486466
0.2372491,0.30031693,0.19254382,0.29450083,0.17973702,0.36396876,-0.015546081
0.52032715,0.48516852,0.2861409,0.36852556,0.34019494,0.63237464,0.10031193
0.19402377,0.262874,0.17409943,0.30798754,0.07776829,0.29687732,-0.002591637
0.25668824,0.47369134,0.23074447,0.3775628,0.17536697,0.5117551,0.036806244
0.40432444,0.3800479,0.24887174,0.28953928,0.27962875,0.51436865,0.0150493765
0.8782085,0.5930929,0.47419295,0.43129194,0.48186493,0.95211804,0.15566178
0.19808719,0.31877646,0.18144614,0.29008323,0.14142661,0.35487255,-0.0039963117
0.26120013,0.35046372,0.2155321,0.3373815,0.18990898,0.43599918,-0.015113938
0.22623281,0.27304393,0.1959771,0.3052067,0.17427337,0.33543667,-0.0103154
0.60993165,0.4615056,0.3428643,0.3676751,0.35353392,0.7321259,0.0828646
0.27286515,0.3073365,0.22655061,0.28806156,0.2120959,0.42759416,-0.023804855
1.3543663,0.7275079,0.765301,0.62004185,0.6645892,1.4075489,0.22109
1.7685874,0.96213555,0.9764226,0.73392946,0.84722173,1.7720983,0.3388989
0.2190583,0.28679037,0.20463364,0.30096185,0.1596773,0.35304296,-0.02985496
0.22856331,0.27394918,0.21687599,0.26846644,0.1829884,0.3417161,-0.031374622
0.26731685,0.33218294,0.20269167,0.3267171,0.1592085,0.4032661,-0.0071694274
0.22210068,0.25419614,0.18607804,0.32682708,0.09336884,0.31586054,6.0393475e-05
2.5346565,1.1765337,1.3256139,1.0317658,1.1340919,2.5189354,0.46568057
0.29085892,0.39246088,0.18791552,0.2940404,0.24272321,0.47767967,-0.0035664868
0.25797117,0.33963972,0.20783159,0.31050435,0.18413141,0.40281832,-0.0058274735
0.31517702,0.3057532,0.25423676,0.29789174,0.24456069,0.42016926,-0.020942528
0.20076618,0.33016035,0.22152945,0.29861248,0.09392829,0.35767564,-0.009122003
0.21217449,0.27473828,0.2149589,0.31233823,0.13694409,0.3350267,-0.019350592
0.27488792,0.38435882,0.20338134,0.36279178,0.13909012,0.46102953,0.009054673
0.3247621,0.36650956,0.23889543,0.33522996,0.2304996,0.47784737,0.012866648
0.2612664,0.34175384,0.19776101,0.3998828,0.07671809,0.4163146,0.0062964684
0.21967685,0.33423895,0.21070115,0.3167532,0.19569108,0.3954058,-0.011943464
0.8879686,0.55420595,0.44917938,0.4314677,0.45747304,0.96305084,0.13408369
0.24661465,0.26944008,0.22231863,0.2983315,0.1941951,0.3454866,-0.019324344
0.2015652,0.2613277,0.1759888,0.30077213,0.1343857,0.2977984,-0.007881074
0.20671701,0.2422601,0.16342516,0.28165996,0.1248683,0.2716906,-0.0052675344
0.18792078,0.22897643,0.18661334,0.2693316,0.095843256,0.24245495,-0.007302394
0.47127742,0.53211147,0.28780386,0.35491374,0.29194057,0.68324506,0.02895188
0.20167217,0.22538942,0.21645662,0.27931136,0.12066436,0.23956743,-0.0041833594
0.28331125,0.34870976,0.1821834,0.42784956,0.020305566,0.38394997,0.03829124
0.28095466,0.37334973,0.20332737,0.3038968,0.21215744,0.44278464,0.0018244584
0.2796263,0.33211854,0.1896577,0.26871008,0.20794761,0.41403523,-0.0170575
0.22983058,0.2649046,0.19669676,0.2571819,0.1759792,0.33132046,-0.02292547
0.20880091,0.28825876,0.1786129,0.3176316,0.10962839,0.34100673,-0.006234021
1.4400191,0.8149564,0.770322,0.6326767,0.7018501,1.5274587,0.24891892
0.46990225,0.4954923,0.28021392,0.370178,0.29974276,0.66746366,0.067607716
0.25192615,0.30609706,0.20454901,0.27883264,0.20501637,0.36904308,-0.015099919
0.63913375,0.54595333,0.3377801,0.43955472,0.38278598,0.79258466,0.087764375
0.29141366,0.46759677,0.2232578,0.38398874,0.14264292,0.5751492,0.011244655
0.73259157,0.5661493,0.4055017,0.41963983,0.3934164,0.9172864,0.09012208
0.63242584,0.499557,0.35402614,0.3590822,0.29760575,0.7267879,0.07720189
1.4310856,0.818842,0.77631027,0.6537272,0.71657497,1.5200921,0.25367746
0.21130922,0.32281804,0.20351587,0.31997994,0.17966187,0.37998247,-0.016451508
0.1789318,0.26366794,0.20130393,0.292789,0.101780064,0.29345965,-0.0102315545
0.51143354,0.41956848,0.30027628,0.32427698,0.28117722,0.6146362,0.032549117
0.2277062,0.28576782,0.18544437,0.2763675,0.17383888,0.34777126,-0.020968128
0.6432626,0.48718432,0.3424107,0.38769686,0.38053685,0.74064076,0.11287861
0.22298566,0.30679667,0.17467986,0.2966748,0.123022355,0.3543477,-0.008665121
0.20497698,0.31636283,0.18363595,0.3194315,0.09890395,0.32518807,0.0015978874
0.7240005,0.4891233,0.39041254,0.3746794,0.3879826,0.77513635,0.12065736
0.2128286,0.2596596,0.2143294,0.29387158,0.17915109,0.32073087,-0.019412857
0.23557803,0.2855439,0.20780933,0.2697887,0.18906114,0.36062872,-0.04029661
0.7644652,0.6159118,0.397884,0.43394092,0.37937355,0.9277892,0.108918056
0.27233753,0.40891394,0.1821976,0.34493494,0.21530037,0.45476416,0.006046537
0.22300461,0.30041003,0.18042882,0.3011662,0.16209394,0.34933183,-0.014593787
0.29450664,0.34079614,0.21942477,0.27410936,0.19262141,0.4233467,-0.009366802
1.0938725,0.69461447,0.60053384,0.50299114,0.54834723,1.210772,0.1886632
0.804411,0.5476094,0.46031976,0.43294197,0.39531726,0.93597126,0.12853943
0.26625842,0.38305753,0.13460568,0.40569317,0.12892725,0.43007538,0.019640028
0.21636197,0.295126,0.15298289,0.32283124,0.13880205,0.33390728,-0.009839073
0.26777077,0.30965635,0.21207659,0.30203855,0.2075202,0.396029,-0.023710463
0.74686134,0.57732797,0.42737606,0.45161822,0.39346737,0.93052375,0.14405985
0.21931264,0.25381234,0.16870062,0.32461107,0.033956636,0.27291146,0.019371796
0.20237605,0.24664941,0.19835262,0.27360633,0.09685935,0.28816816,-0.01943871
0.21305576,0.27957428,0.158041,0.3108531,0.14170167,0.31264505,-0.011645329
1.0429419,0.7372842,0.56828797,0.50610024,0.4908585,1.2072791,0.17632453
0.22850919,0.30678752,0.20420791,0.3068658,0.17119542,0.3907987,-0.027452502
0.20981127,0.2655454,0.19845402,0.27663773,0.17108734,0.31530657,-0.022903591
0.8403144,0.5985053,0.44830003,0.4330419,0.4170186,0.95821047,0.14282778
0.21372771,0.24416634,0.19916494,0.28112057,0.14235178,0.28331223,-0.0032865126
0.38018146,0.40512723,0.24011312,0.3113876,0.2775092,0.53524303,0.005088569
0.35214996,0.4187926,0.23239373,0.33189198,0.2512821,0.5376235,-0.013369528
0.5939087,0.49145427,0.3328349,0.38580298,0.3512262,0.7145504,0.09993994
0.23499587,0.28238466,0.20895545,0.27723518,0.15828943,0.33417717,-0.019621816
0.23621415,0.2707639,0.23509486,0.27860945,0.19824424,0.33144373,-0.036644492
0.2879279,0.30475056,0.22438645,0.27347338,0.2164881,0.4107339,-0.0191743
0.24182774,0.2860356,0.21675408,0.29941377,0.19150095,0.35724065,-0.032014612
0.21104902,0.256957,0.16675928,0.32109073,0.1220342,0.28450096,0.004461552
0.40704378,0.4180784,0.26466048,0.3026343,0.27580678,0.55389196,0.015751578
0.22552332,0.31561503,0.15379556,0.2884393,0.16571414,0.35378942,0.0033500413
0.47841144,0.391417,0.3009162,0.32492527,0.30291542,0.59027684,0.028492857
0.19501737,0.27085972,0.18935622,0.29677963,0.1404579,0.30827734,-0.007273037
0.26800257,0.3557918,0.18702829,0.2929415,0.21086964,0.44675404,-0.017828405
1.7528336,0.90654117,0.96134895,0.80381054,0.83569527,1.8211706,0.28890917
0.77629834,0.7407869,0.39679146,0.49889722,0.41698408,1.0167153,0.09821552
0.19737813,0.27487743,0.17365073,0.26745182,0.129436,0.28333005,-0.019297667
0.4328341,0.43101013,0.293275,0.3661662,0.28526226,0.6110829,-0.002562251
0.56538653,0.46008742,0.3347721,0.33868814,0.32007307,0.6800002,0.05709245
0.23044086,0.40458256,0.20452917,0.44854456,0.08691909,0.45866552,0.027686015
0.22467923,0.27941352,0.19211614,0.3347714,0.11495408,0.3431206,-0.010780797
0.20389938,0.2819985,0.18052183,0.30053845,0.15306005,0.32450894,-0.0074243033
0.74300903,0.5572897,0.39422,0.37822708,0.42476672,0.84752715,0.11603815
0.29137605,0.42403442,0.21312949,0.3287279,0.21919404,0.49419233,0.026305143
0.23243283,0.26798552,0.21582527,0.28706962,0.19208089,0.34424803,-0.029052306
0.22919412,0.2832973,0.17694516,0.31412286,0.1076979,0.2950921,0.010038076
0.20135495,0.27771825,0.19275723,0.31550184,0.14614026,0.32019705,-0.0064886305
0.5918663,0.5095665,0.3350336,0.37605822,0.36013854,0.76031613,0.05096118
0.30551207,0.37700036,0.2160436,0.31150392,0.18716013,0.46449262,0.004380856
0.3919908,0.4159857,0.25540197,0.3174423,0.24586481,0.5740584,0.0068823444
0.194287,0.25004467,0.19232759,0.29231715,0.0974514,0.27730656,-0.005946532
0.302791,0.41093713,0.20487587,0.31374267,0.23466699,0.50337595,-0.0035922574
0.21251449,0.36057448,0.1961081,0.30380452,0.18111086,0.40735382,0.0019489569
0.6778037,0.6258145,0.3764544,0.46074256,0.35767817,0.9113625,0.10457052
0.19991532,0.32829475,0.18522558,0.32816002,0.14793804,0.37013385,-0.012245529
0.27097118,0.3309277,0.21346001,0.29381967,0.20732185,0.4338238,-0.01685287
0.24538484,0.328586,0.2095666,0.30827004,0.18018952,0.38085237,-0.006904345
0.20035276,0.29798558,0.18214022,0.27897555,0.14767307,0.34431195,-0.017313708
0.20788449,0.28934658,0.19648345,0.29184523,0.18089244,0.33947605,-0.019136101
0.18888962,0.28452033,0.18433951,0.30172315,0.12515412,0.31466976,-0.0059331898
0.28023666,0.36392573,0.23820068,0.28453118,0.19658762,0.46423885,-0.008389382
0.30249402,0.35677102,0.21058458,0.28995883,0.21740992,0.45251507,-0.0102037
0.23508137,0.33274016,0.15263765,0.3452522,0.1459245,0.3625268,-0.009386693
0.21458235,0.24602091,0.22084011,0.26656467,0.17440966,0.29909885,-0.04151814
0.28676707,0.2919075,0.24515988,0.2985624,0.22328977,0.38872868,-0.018991474
0.18662548,0.3051448,0.17772481,0.32615304,0.12461981,0.33605263,-0.0025573438
0.24116668,0.3286856,0.19213507,0.27796885,0.15878424,0.42459914,-0.010688367
0.21157154,0.27243567,0.1804378,0.30674067,0.15449765,0.31810552,-0.018497106
0.23762438,0.35949305,0.1841991,0.35447836,0.14999479,0.4401295,-0.023483012
0.6431485,0.55709296,0.34885085,0.43881494,0.35774797,0.84177494,0.088390954
0.32715976,0.42435154,0.17862406,0.3180856,0.17930342,0.4843085,0.030413404
0.21054211,0.2751413,0.1558195,0.28053784,0.16847914,0.34176776,-0.017161023
0.20483813,0.25576493,0.20935506,0.27911544,0.15846674,0.29999727,-0.02222579
0.22236389,0.32323104,0.19766308,0.2784394,0.19667482,0.38266423,-0.015479063
0.22306745,0.29949793,0.20537464,0.27031484,0.20263135,0.37284395,-0.0391701
0.22161129,0.23293963,0.1766689,0.28987575,0.11277512,0.26136944,0.005937113
0.19304192,0.31825015,0.16953993,0.32828975,0.10238552,0.33136505,-0.0077653015
0.19922352,0.27569386,0.1956293,0.32791415,0.13391434,0.3211323,-0.0066241147
0.3399473,0.39138186,0.21336249,0.32110587,0.21211578,0.49034724,0.028001301
0.3052181,0.4293857,0.23254368,0.36197066,0.2460355,0.528039,0.012243379
0.28084296,0.35094994,0.19752403,0.30136418,0.21407725,0.44100896,-0.0014843992
0.18173797,0.29209706,0.20206198,0.27696884,0.13574517,0.31659657,-0.018320344
0.19402936,0.23121023,0.19738953,0.2635439,0.13024496,0.25761914,-0.0155981155
0.19918501,0.22135293,0.21969946,0.2782458,0.117951564,0.23695354,-0.009217973
0.21819402,0.3400998,0.17095962,0.30182543,0.14488429,0.4212685,-0.0048639188
1.249418,0.73845136,0.67634207,0.56073785,0.6099273,1.3479358,0.23245102
0.20941211,0.27259824,0.18767951,0.3062076,0.11668419,0.31217656,-0.0018980643
0.4384713,0.39845034,0.26216364,0.3144215,0.27953723,0.54221797,0.033922642
0.22435945,0.29121828,0.1743386,0.33882123,0.13876949,0.3435352,-0.0050548622
0.213667,0.30032808,0.15817761,0.2882438,0.15381259,0.33589193,-0.013887911
0.22001784,0.2871917,0.1781583,0.30427092,0.14232464,0.32616383,-0.006644902
0.9916854,0.6055356,0.5209652,0.483696,0.49968094,1.0755814,0.17198358
0.24177128,0.32229334,0.19560063,0.26738697,0.2034804,0.39989457,-0.03197016
0.21560708,0.257478,0.21099949,0.28916335,0.1676545,0.3046226,-0.019590128
0.20587882,0.36619854,0.17466709,0.31945115,0.17418623,0.43023768,0.0035138857
0.9414929,0.5728354,0.5298769,0.44846952,0.48336977,0.9917079,0.17057186
0.22417691,0.34716123,0.19783242,0.32533914,0.1908928,0.41885877,-0.021474373
0.24477048,0.34094205,0.20260513,0.33455223,0.18659954,0.41910923,-0.019952301
0.9310087,0.6012483,0.4865072,0.45951244,0.4678852,1.0159787,0.14037782
0.24686694,0.3306857,0.1919215,0.26747042,0.21280746,0.413106,-0.020480912
0.19902349,0.23358229,0.18643363,0.28908348,0.10946685,0.25308043,-0.0029242188
0.28592604,0.35549903,0.21506591,0.27818635,0.18192217,0.47264686,-0.013367183
1.3353024,0.81264293,0.7241655,0.59156644,0.6038689,1.4337634,0.23926313
0.21792245,0.24467364,0.17305857,0.30106264,0.1398238,0.27874178,-0.004368836
0.22195525,0.22904652,0.17636004,0.29629073,0.10512557,0.23519896,0.018271904
0.7143034,0.5375569,0.3759564,0.41686997,0.4127872,0.79845154,0.12421699
0.3106796,0.45309964,0.23296326,0.34943447,0.2047787,0.59025896,-0.014938918
1.3324564,0.7188986,0.7103714,0.5988336,0.64901364,1.3849549,0.2313666
0.80937946,0.5133818,0.47324085,0.40251976,0.4276682,0.88847554,0.1270522
0.45122162,0.45792794,0.26850674,0.3629668,0.2993405,0.6548201,0.02739764
1.3146882,0.7804471,0.6906626,0.59736234,0.6588202,1.4080763,0.22957721
0.24408501,0.36761296,0.20005327,0.33767945,0.1038156,0.43517146,0.00097252475
1.898253,0.9736234,1.0055722,0.7981681,0.84359366,1.9205097,0.38253334
0.20898391,0.30721897,0.16119105,0.34031337,0.13792205,0.34475178,-0.007187344
0.261375,0.28642985,0.24892646,0.28900924,0.21061134,0.36298296,-0.037272383
