Transactions,Entities,PointsAdjust,Effort
0.13434222,0.4689221,0.17709646,0.22888485
0.17581499,0.1496058,0.05954604,0.077347234
0.08709799,0.5114304,0.16498885,0.13483089
0.13541722,0.22351547,0.0969436,0.10403359
0.39826763,0.48779112,0.37792897,0.56563604
0.11748746,0.24003485,0.07451632,0.18892807
0.19586931,0.23225501,0.12946047,0.19356865
0.069175944,0.11033653,-0.0052351505,0.0556782
0.18722011,0.36845776,0.18099223,0.16994467
0.22320217,0.37064305,0.20533262,0.2774437
0.18392219,0.34001794,0.16520643,0.25614175
0.11242975,0.27754882,0.09374684,0.16802484
0.110761315,0.2888157,0.104815364,0.1750646
0.13710214,0.5211451,0.19674592,0.17010894
0.13049495,0.44793853,0.17909028,0.13210014
0.116195306,0.58887553,0.18869902,0.23682773
0.20051995,0.118092015,0.07835214,0.21827838
0.2188422,0.49452075,0.24019687,0.3196185
0.11136809,0.3857393,0.14920434,0.22858056
1.0132037,0.66418076,0.9062488,0.92746526
0.17227578,0.13586782,0.08229423,0.20032999
0.08157162,-0.007805763,-0.07710786,0.044828422
0.1140888,0.55251324,0.17823055,0.22812486
0.24740969,0.3050178,0.19217,0.3825423
0.11903286,0.17419598,0.06881236,0.1374353
0.19406587,0.2742404,0.14756995,0.17577055
0.18266325,0.29081768,0.16807184,0.22879645
0.15698665,0.17099194,0.076776944,0.23450798
0.352524,0.18688422,0.21755125,0.25834462
0.11172968,0.35243952,0.1240588,0.20725024
0.26153597,0.32083175,0.2296748,0.37591
0.5587556,0.64391,0.5650206,0.66568696
0.3034716,0.41597277,0.29743505,0.44232237
0.16265303,0.13118885,0.060358044,0.19493917
0.25028244,0.33878675,0.22732769,0.25778076
0.12785584,0.6456714,0.221626,0.20210457
0.12105502,0.15193914,0.059684336,0.14262249
0.14714205,0.26571023,0.121802635,0.24632952
0.250799,0.24316128,0.16556334,0.32608443
0.16974075,0.24160112,0.107079625,0.10148776
0.057344545,0.058899358,-0.03474652,0.00684331
0.07451065,0.5653499,0.16061136,0.1780305
0.30279875,0.4169412,0.31005716,0.38196746
0.13123281,0.22832198,0.0725244,0.16635728
0.17465904,0.15629604,0.10218495,0.21184453
0.18759756,0.40121794,0.1845701,0.23987329
0.110012874,0.23525386,0.08191843,0.10651711
0.18838713,0.59588224,0.27946407,0.3149047
0.078487575,0.7455866,0.23806395,0.2306807
0.18388481,0.15631527,0.09081459,0.19338512
0.51730335,0.48483086,0.49364507,0.59913063
0.19310074,0.42999172,0.20323995,0.2975221
0.3086959,0.39766875,0.25815046,0.4200289
0.2780774,0.45724586,0.27662706,0.5790728
0.66333747,1.4163444,0.8883866,0.8154276
0.19409354,0.20738499,0.13546637,0.17728494
0.13089666,0.1355255,0.053177,0.09585437
0.28444347,0.4972792,0.28749013,0.4446341
0.35920066,0.33636373,0.28296116,0.5487407
0.11780879,0.4994496,0.18672404,0.21191508
0.16125807,0.12178715,0.04056563,0.15464571
0.16805981,0.18109192,0.09521269,0.17340009
0.4033821,0.119668014,0.2369408,0.24721819
0.1696778,0.23418304,0.11816663,0.2014767
0.32536313,0.4920229,0.3335876,0.433715
0.3259072,0.21626921,0.22176632,0.3477512
0.10625091,0.5003001,0.17069718,0.20059839
0.11389084,0.2407223,0.08784771,0.207061
0.22684059,0.18764457,0.13311443,0.2255098
0.32675236,0.1682696,0.20094903,0.33181804
0.25749287,0.43725634,0.27578682,0.39211068
0.19108249,0.21923624,0.12192117,0.223149
0.12351382,0.16984378,0.068943076,0.13211526
0.06956206,0.75492185,0.22001326,0.27206844
0.14108674,0.22461775,0.09215395,0.17105582
0.417239,0.40925342,0.37070632,0.47775567
0.17038466,0.5909531,0.2021832,0.26690292
0.32990456,0.47891223,0.3276409,0.62971276
0.16096327,0.1667771,0.081471056,0.123276524
0.1348153,0.27419856,0.119882956,0.122309804
0.11621411,0.19684826,0.06449891,0.068998784
0.20180827,0.34644958,0.19168682,0.24819088
0.21554592,0.5938767,0.27112657,0.3523803
0.11128348,0.04816345,-0.0020953193,0.030561892
0.1435847,0.1246729,0.07109574,0.15355983
0.25607505,0.29904985,0.20194627,0.43249348
0.17771158,0.21401203,0.10624349,0.1258782
0.17911243,0.29231915,0.16158447,0.29206145
0.1201804,0.17000462,0.06167307,0.10510205
0.09964673,0.039014455,-0.031198509,0.06637356
0.6223177,0.3715869,0.514709,0.275028
0.16172509,0.20393358,0.10481684,0.13499674
0.36928493,0.58293575,0.41684234,0.4373091
0.18037938,0.52321565,0.22521207,0.29530564
0.29116476,0.26632684,0.20861931,0.37095085
0.3351137,0.489904,0.355322,0.5515066
0.16668841,0.16564555,0.09419818,0.17866543
0.22627155,0.31805834,0.17194046,0.2728544
0.120970994,0.14485008,0.04145639,0.10216345
0.06746361,0.049235456,-0.024896063,0.018120494
0.117825225,0.19569169,0.06569046,0.11712253
0.023681317,0.7417357,0.20199056,0.21095961
0.21278994,0.32930398,0.18903145,0.33737907
0.13954301,0.28602725,0.110400625,0.22707945
0.13855956,0.14537758,0.05981377,0.18696886
0.16943634,0.2528798,0.1204492,0.08019298
0.18061952,0.21425135,0.13553831,0.22314134
0.08050893,0.2072745,0.0059698597,0.14177033
0.3278442,0.40573213,0.30734885,0.50659347
0.13881482,0.19807363,0.08394503,0.2024655
0.16142814,0.14620432,0.069434054,0.09027746
0.40592772,0.3952663,0.31284893,0.64129895
0.11648896,0.1426965,0.029072423,0.055395003
0.16724439,0.123656265,0.080681264,0.14384672
0.06963454,0.7761605,0.25714272,0.17387283
0.118361294,0.13564852,0.062021144,0.08245921
0.32999766,0.11334166,0.18175605,0.30287609
0.29797173,0.31083113,0.23353063,0.40476048
0.37054256,0.2736921,0.2512778,0.5141014
0.14260757,0.37392205,0.1479356,0.28260976
0.09540577,0.4255092,0.15639082,0.18632373
0.34379408,0.19432081,0.21955621,0.29043975
0.20752758,0.5892256,0.26063532,0.355393
0.29112467,0.37860855,0.27784592,0.3028966
0.32360736,0.42552668,0.29673064,0.54608864
0.2158324,0.37065926,0.21244243,0.34265876
0.18907952,0.22291645,0.056574255,0.23738712
0.189565,0.113644734,0.10210848,0.1724776
0.2844068,0.12840074,0.15477481,0.2752019
0.121468514,0.16899191,0.058828905,0.13205361
0.25102976,0.15255684,0.13455251,0.23412633
0.28307557,0.16707076,0.10916011,0.26216397
0.17435841,0.12393197,0.07308406,0.1649496
0.5367329,0.540773,0.5314269,0.6130031
0.11538346,0.58030283,0.21410044,0.2388967
0.32502726,0.474968,0.34298635,0.46969464
0.13932258,0.2520444,0.11664732,0.18377167
0.1242865,0.16467337,0.063876264,0.15720409
0.14937215,0.20676808,0.08223555,0.22799519
0.20789893,0.29874903,0.18359813,0.27616873
0.041930255,0.95347166,0.28959358,0.23846227
0.17332238,0.19028072,0.10463175,0.15467033
0.118226066,0.22223422,0.08746768,0.17923051
0.19066797,0.22013173,0.14454679,0.15886696
0.19982728,0.22001651,0.130526,0.141018
0.38615605,0.43009517,0.36931407,0.32629564
0.106098026,0.1869651,0.07121456,0.11748983
0.4342939,0.24626474,0.28356332,0.40357074
0.23892035,0.39082783,0.22936644,0.3061124
0.21539485,0.35181543,0.21204133,0.30232507
0.23910381,0.40180933,0.22740424,0.122956626
0.133225,0.15852964,0.061551083,0.14883168
0.1597448,0.44312924,0.1676366,0.23200646
0.061873708,0.10779642,-0.008249238,0.07134714
0.17169802,0.26029244,0.11895107,0.1888713
0.18299222,0.27585748,0.14314535,0.27210787
0.21021535,0.3178287,0.19349153,0.26144984
0.21267909,0.07895578,0.10224265,0.18196897
0.21191767,0.26520362,0.16686419,0.14766747
0.24948351,0.6828145,0.3380404,0.3510415
0.2595464,0.38064572,0.25602323,0.3940051
0.09326422,0.7184288,0.25178984,0.21192023
0.12944148,0.13714302,0.05447485,0.1689649
0.30464238,0.2374716,0.20590854,0.38717958
0.14695702,0.24541175,0.118472144,0.16272783
0.14009777,0.6962789,0.2716167,0.29528078
0.17634672,0.15470949,0.074525535,0.2014615
0.17142749,0.15357026,0.101105765,0.17150487
0.10302037,1.04016,0.35740453,0.3308343
0.121818855,0.19810186,0.0732144,0.14473093
0.038621034,0.52457386,0.13690509,0.1461314
0.2199687,0.17978117,0.13033414,0.29038763
0.21656291,0.27986178,0.16167139,0.24072206
0.29759595,0.3641389,0.25682974,0.10286914
0.21252362,0.08794724,0.022860914,0.11834541
0.20961344,0.068544835,0.0907567,0.10699343
0.20000066,0.3017853,0.18169457,0.24782008
0.39444163,0.14859188,0.23297513,0.27558863
0.2274114,0.37390038,0.20532368,0.28496537
0.15486863,0.3818387,0.16646768,0.17663811
0.25183564,0.09738614,0.040656786,0.24164006
0.27359483,0.48882815,0.26798838,0.30428872
0.25723046,0.33926377,0.25296116,0.22110221
0.0705713,0.051453196,-0.053594485,0.09430355
0.19276914,0.10463469,0.085631885,0.17956002
0.25455725,0.26241362,0.17987445,0.3596718
0.26461065,0.33246306,0.22105427,0.44058222
0.2648331,0.34717765,0.23211287,0.4484185
0.44129255,0.5057274,0.43870038,0.51706666
0.16358115,0.29900366,0.13402724,0.28530493
0.07316093,0.16430607,0.038802616,0.087647624
0.3521899,0.5342577,0.36857635,0.66363674
0.1646171,0.03782936,0.058250498,0.10029589
0.15836701,0.18902715,0.08102113,0.14345688
