size_D,duration_D,nlan,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_MIS,app_ProdCont,app_TransPro,har_Mainfrm,har_Mini,har_Multi,har_Network,har_PC,dba_Other,dba_Relatnl,ifc_GUI,source_Inhouse,telonuse_No,Generated_Var_1,Generated_Var_8,Generated_Var_17,effort_D
0.1042944785276073,0.22,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.119590886,0.106021315,0.15367553,0.1193769707341034
0.2816508644729503,0.1,0.6666666666666666,0.75,0.75,0.3333333333333333,1.0,0.75,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.12453895,0.10350017,0.15539166,0.1287731140371726
0.0047406581148912,0.1,0.6666666666666666,0.75,0.25,0.0,0.3333333333333333,0.5,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.07853059,0.106651254,0.1388491,0.0033750059419118
0.0953708867819297,0.44,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.17198637,0.10392452,0.15822825,0.1654228264486381
0.0404350250976017,0.18,0.3333333333333333,0.75,0.75,0.0,0.3333333333333333,0.75,0.6666666666666666,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.103113644,0.11256595,0.14533976,0.0185704552296747
0.4121583937534858,0.48,1.0,0.75,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.0887099,0.11377826,0.13608274,0.0847395858091299
0.1469604015616285,0.18,0.3333333333333333,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.12486359,0.116034605,0.14548689,0.0613680657888482
0.1285554935861684,0.18,0.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.11593371,0.10605416,0.15055004,0.0478046616279254
0.1491912994980479,0.16,0.6666666666666666,0.0,0.75,0.6666666666666666,0.0,0.5,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.16447553,0.1107672,0.15860613,0.0629684207190505
0.0744562186279977,0.2,0.3333333333333333,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.14813447,0.106521666,0.1550938,0.1294386081665636
0.0250976017847183,0.16,0.3333333333333333,0.5,0.75,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.1277608,0.10150808,0.15806991,0.0452694458969117
0.058282208588957,0.1,0.6666666666666666,0.5,0.75,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.14174399,0.110447064,0.14971355,0.0221514474497314
0.1045733407696598,0.52,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.13681659,0.10504955,0.1552675,0.2078401546481595
0.1246514221974344,0.32,0.6666666666666666,0.75,0.25,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.15595734,0.093826756,0.16646054,0.1033417312354423
0.1600669269380925,0.24,1.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.75,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.11113731,0.11236857,0.14083806,0.0987624978212989
0.0435025097601784,0.16,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.11491706,0.11169255,0.14282453,0.0639666619131371
0.158393753485778,0.22,1.0,0.25,0.5,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.14647621,0.111111104,0.14884463,0.1088241352537592
1.0,0.58,0.6666666666666666,0.25,0.75,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.75,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.15193087,0.107321315,0.15901181,0.6163109442094088
