YearEnd,Transactions,Entities,PointsAdjust,Envergure,TeamExp_0,TeamExp_1,TeamExp_2,TeamExp_3,TeamExp_4,TeamExp_?,ManagerExp_0,ManagerExp_1,ManagerExp_2,ManagerExp_3,ManagerExp_4,ManagerExp_5,ManagerExp_7,ManagerExp_?,Language_1,Language_2,Language_3,Generated_Var_1,Generated_Var_2,Generated_Var_4,Generated_Var_7,Generated_Var_8,Effort
0.2,0.1801596351197263,0.2421052631578947,0.183111954459203,0.4042553191489361,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16275331,-0.08408964,-0.02653746,-0.04234411,-0.14188102,0.1505086774386594
0.2,0.1562143671607753,0.2763157894736842,0.1755218216318785,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14416212,-0.07580667,-0.024317201,-0.04194184,-0.13289651,0.3635547576301616
0.2,0.0273660205245153,0.1710526315789473,0.0303605313092979,0.2978723404255319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19700864,-0.08950258,-0.0043831132,-0.03749364,-0.14443621,0.0742070616397366
0.4,0.1744583808437856,0.1421052631578947,0.1423149905123339,0.574468085106383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2501838,-0.12039634,-0.008444566,-0.040181782,-0.16376138,0.1549970077797726
0.4,0.2440136830102622,0.3,0.2571157495256167,0.4893617021276595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24401158,-0.11981094,-0.014801778,-0.041435454,-0.16525218,0.189407540394973
0.4,0.1254275940706955,0.1078947368421052,0.0891840607210626,0.4468085106382978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22654802,-0.11053498,-0.02244185,-0.03974478,-0.16330512,0.0457809694793536
0.4,0.0547320410490307,0.0947368421052631,0.0256166982922201,0.8085106382978723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20421559,-0.10163608,-0.03035004,-0.042349834,-0.16096304,0.1131059245960502
0.6,0.0672748004561003,0.8131578947368421,0.295066413662239,0.3191489361702128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21560198,-0.10477288,-0.02521006,-0.039662335,-0.16078606,0.1235786953919808
0.8,0.0,0.9973684210526316,0.3055028462998102,0.3404255319148936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23748693,-0.11109546,-0.015517026,-0.036962476,-0.16283414,0.1687612208258528
0.6,0.0558722919042189,0.0710526315789473,0.0180265654648956,0.5106382978723404,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2732998,-0.13632709,-0.016013421,-0.04090695,-0.17782257,0.0125673249551166
0.6,0.3523375142531357,0.6894736842105263,0.4876660341555977,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20434582,-0.099492945,-0.027132168,-0.038573805,-0.15667304,0.6166965888689407
0.4,0.0900798175598631,0.4289473684210526,0.1755218216318785,0.6170212765957447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23052824,-0.11402074,-0.011189215,-0.039341692,-0.15723902,0.1980849790544584
0.6,0.338654503990878,0.3289473684210526,0.3462998102466793,0.6808510638297872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23994496,-0.116610914,-0.011885814,-0.040449258,-0.16195834,0.2235188509874326
0.8,0.3363740022805017,0.1868421052631579,0.2931688804554079,0.723404255319149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1756027,-0.088960156,-0.026546918,-0.04184754,-0.14736953,0.4287851585876721
0.6,0.0912200684150513,0.5078947368421053,0.2049335863377609,0.5957446808510638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28716758,-0.09964977,0.024430767,-0.028909743,-0.1695199,0.146918013165769
0.4,0.0877993158494868,0.5868421052631579,0.230550284629981,0.5957446808510638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18391496,-0.09281315,-0.022645138,-0.041083314,-0.1478549,0.1119090365050867
0.6,0.0706955530216647,0.6,0.2210626185958254,0.6808510638297872,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22463828,-0.110177785,-0.01894717,-0.041262712,-0.16102973,0.1280670257330939
0.4,0.1584948688711516,0.8342105263157895,0.3785578747628083,0.723404255319149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19790298,-0.09695582,-0.014556639,-0.03948341,-0.14813222,0.1594853381208857
0.4,0.1220068415051311,0.4289473684210526,0.2020872865275142,0.4680851063829787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24024165,-0.117680095,-0.014680091,-0.041184742,-0.16376735,0.286654697785757
0.4,0.1892816419612314,0.7105263157894737,0.3595825426944971,0.6808510638297872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18889272,-0.09485525,-0.021685045,-0.04097992,-0.14905909,0.1454219030520646
0.6,0.0798175598631698,0.3184210526315789,0.127134724857685,0.4680851063829787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20307848,-0.10148231,-0.03323181,-0.042114224,-0.16176164,0.144524236983842
0.6,0.1550741163055872,0.081578947368421,0.1043643263757115,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17421064,-0.08558321,-0.014578197,-0.037746564,-0.13980705,0.0070103445327861
0.8,0.1881413911060433,0.1868421052631579,0.1698292220113852,0.7659574468085106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19663766,-0.09650545,-0.018577423,-0.03947612,-0.1496136,0.080490724117295
0.4,0.2109464082098061,0.2210526315789473,0.2011385199240986,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20164597,-0.090989396,-0.0030751377,-0.036622696,-0.14471383,0.2504488330341113
1.0,0.1334093500570125,0.1105263157894736,0.0967741935483871,0.7021276595744681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20594734,-0.10172349,-0.019326426,-0.040722102,-0.1539159,0.0044883303411131
0.6,0.1459521094640821,0.2947368421052631,0.1736242884250474,0.6170212765957447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17908677,-0.08511115,-0.02465913,-0.037719164,-0.14483729,0.367145421903052
0.8,0.3192702394526795,0.2131578947368421,0.2884250474383302,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17213461,-0.086744174,-0.019147277,-0.039979644,-0.14129497,0.0380011968880909
0.8,0.2862029646522235,0.3605263157894737,0.3140417457305502,0.4042553191489361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21806115,-0.1095923,-0.014317226,-0.03802322,-0.15398553,0.229802513464991
1.0,0.169897377423033,0.1368421052631579,0.1366223908918406,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21893927,-0.09278105,0.0017118454,-0.0351629,-0.14898458,0.0128665469778575
1.0,0.3340935005701254,0.3631578947368421,0.3548387096774194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20646232,-0.10104589,-0.032718204,-0.03935067,-0.16143458,0.3207660083782166
0.8,0.5039908779931584,0.1078947368421052,0.4041745730550284,0.4893617021276595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19448215,-0.0897373,-0.0057992786,-0.037110023,-0.14325751,0.1741472172351885
0.8,0.7434435575826682,0.3289473684210526,0.683111954459203,0.3829787234042553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17507246,-0.08824368,-0.0198724,-0.040231835,-0.14283946,0.0771992818671454
1.0,0.0627137970353477,0.1236842105263157,0.0426944971537001,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19562364,-0.08996671,-0.0053298995,-0.037024103,-0.14348413,0.0695904932888775
0.6,0.3135689851767388,0.5868421052631579,0.4184060721062618,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2366504,-0.094380185,0.009750761,-0.033478007,-0.15212424,0.827049670855775
0.6,0.1972633979475484,0.3131578947368421,0.2229601518026565,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16008773,-0.08280615,-0.024464708,-0.04173855,-0.13945319,0.263016157989228
0.8,0.1870011402508551,0.8552631578947368,0.4098671726755218,0.2978723404255319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17851743,-0.0891624,-0.032494206,-0.0426825,-0.15240467,0.6172950329144224
1.0,0.2770809578107183,0.0,0.1764705882352941,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2617581,-0.13064942,-0.016844485,-0.04159283,-0.17313185,0.1478156792339916
0.4,0.1391106043329532,0.4552631578947368,0.2258064516129032,0.9787234042553192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19792402,-0.097668335,-0.028814219,-0.04221725,-0.15814596,0.5248354278874925
0.4,0.1106043329532497,0.0842105263157894,0.0683111954459203,0.0212765957446808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17711166,-0.08796275,-0.03226329,-0.040967397,-0.15155464,0.0763016157989228
0.4,0.0992018244013683,0.2657894736842105,0.1242884250474383,0.5106382978723404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20254144,-0.0997276,-0.024448957,-0.04139931,-0.15666032,0.2253141831238779
0.4,0.1220068415051311,0.1710526315789473,0.1091081593927893,0.2765957446808511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17643023,-0.088402316,-0.0323546,-0.04280433,-0.15149754,0.1044284859365649
0.4,0.0877993158494868,0.1105263157894736,0.0588235294117647,0.574468085106383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2067354,-0.10164227,-0.023822743,-0.041346125,-0.15788935,0.1107121484141232
0.4,0.2417331812998859,0.3,0.2552182163187855,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16565913,-0.08423575,-0.032363504,-0.043405026,-0.14718044,0.5936564931178935
0.8,0.0592930444697833,0.2342105263157894,0.079696394686907,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19430068,-0.089700826,-0.0058738887,-0.03712368,-0.1432215,0.0870736086175942
0.6,0.1402508551881414,0.2157894736842105,0.1404174573055028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16116512,-0.08215929,-0.032450274,-0.042192467,-0.14270289,0.132555356074207
0.6,0.041049030786773,1.0,0.340607210626186,0.2340425531914893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22634175,-0.11598714,-0.0148779005,-0.035642393,-0.156472,0.3285457809694793
0.6,0.0524515393386545,0.2763157894736842,0.0891840607210626,0.1489361702127659,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14333197,-0.07794113,-0.026639476,-0.04212385,-0.13305123,0.1166965888689407
0.8,0.1311288483466362,0.1184210526315789,0.0977229601518026,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24644417,-0.09448423,0.0070214197,-0.028574646,-0.15874723,0.0930580490724117
0.8,0.1265678449258837,0.3131578947368421,0.1641366223908918,0.2127659574468085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19073561,-0.094004236,-0.034283437,-0.04171043,-0.15779042,0.1250748055056852
0.8,0.0433295324971493,0.0657894736842105,0.0056925996204933,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26427042,-0.11009851,-6.8478286e-05,-0.029933888,-0.16723147,0.0439856373429084
0.6,0.1334093500570125,0.2631578947368421,0.1518026565464895,0.3829787234042553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14304474,-0.07540378,-0.024707466,-0.04208801,-0.13265583,0.101735487731897
0.6,0.104903078677309,0.1,0.0692599620493358,0.2127659574468085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24107385,-0.11360803,-0.020264681,-0.033662785,-0.16589488,0.056852184320766
0.6,0.0786773090079817,0.2421052631578947,0.0986717267552182,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19305971,-0.08945142,-0.0063841864,-0.03721713,-0.14297512,0.0843806104129264
0.6,0.0684150513112884,0.1763157894736842,0.0664136622390891,0.1914893617021276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2523771,-0.12565058,-0.011685137,-0.037788026,-0.1650242,0.0451825254338719
0.6,0.2109464082098061,0.2368421052631578,0.206831119544592,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18670347,-0.08945385,-0.02396983,-0.038044687,-0.14793867,0.1316576900059844
0.8,0.2451539338654504,0.2710526315789474,0.2476280834914611,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18021575,-0.091912,-0.033434305,-0.042333413,-0.15308054,0.2666068222621185
0.8,0.3580387685290764,0.4657894736842105,0.4117647058823529,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18259177,-0.09175299,-0.027915772,-0.04191111,-0.15099002,0.4622980251346499
0.6,0.0376282782212086,0.0631578947368421,0.0,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18558267,-0.08817046,-0.024544422,-0.03784077,-0.1477943,0.0308198683423099
0.8,0.0741163055872291,0.0947368421052631,0.0417457305502846,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26900673,-0.108873606,0.0050360262,-0.02971292,-0.16674134,0.0855774985038898
0.8,0.104903078677309,0.131578947368421,0.0806451612903225,0.0851063829787234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22108588,-0.10497418,-0.021752689,-0.03660093,-0.15955399,0.026032315978456
0.6,0.1003420752565564,0.0921052631578947,0.0626185958254269,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1691263,-0.08729081,-0.026963864,-0.040658765,-0.14507739,0.0
0.2,0.1425313568985176,0.1842105263157894,0.1309297912713472,0.1702127659574468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17311236,-0.09351994,-0.032439634,-0.039833497,-0.15390517,0.0739078396169958
0.6,0.5393386545039909,0.5789473684210527,0.603415559772296,0.4468085106382978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21576342,-0.110342234,-0.033493448,-0.041846365,-0.16577852,0.3656493117893477
0.2,0.2326111744583808,0.1736842105263158,0.2020872865275142,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17855448,-0.09479757,-0.030338854,-0.044933736,-0.153248,0.0020945541591861
0.2,0.1482326111744583,0.3578947368421052,0.198292220113852,0.3617021276595745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.20928821,-0.10790991,-0.03038026,-0.03837769,-0.16096964,0.1451226810293237
0.6,0.5290763968072976,0.4605263157894737,0.5521821631878557,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1717191,-0.0860378,-0.033977948,-0.04300485,-0.1504173,0.5691202872531418
0.4,0.2508551881413911,0.4263157894736842,0.3083491461100569,0.723404255319149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1885553,-0.09347689,-0.017003309,-0.039863486,-0.14612538,0.0365050867743865
0.0,0.2485746864310148,0.1736842105263158,0.215370018975332,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19269246,-0.09544103,-0.029977802,-0.04215366,-0.1567452,0.0963494913225613
0.6,0.4401368301026225,0.4894736842105263,0.4886148007590132,0.7446808510638298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2532231,-0.12470649,-0.013972752,-0.041784644,-0.16807559,0.3836026331538001
0.6,0.5245153933865451,0.4447368421052631,0.5426944971537002,0.8085106382978723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15531474,-0.08024335,-0.034138806,-0.04410895,-0.14393644,0.2280071813285457
0.4,1.0,0.6157894736842106,1.0,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22173849,-0.10803351,-0.017023265,-0.040641844,-0.15858017,1.0
