size_D,duration_D,app,har,nlan,t01,t03,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,effort_D
0.0680423870607919,0.5,1.0,0.619852032890937,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.6629775,0.31509903,0.77318513,0.6528364,0.5286389,0.61224115,0.1656763480217394
0.8103736754043502,0.2,0.8795232095320975,1.0,1.0,0.75,0.0,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,0.62754256,0.294651,0.7459389,0.75315446,0.80555946,1.0,0.2838966265785679
0.071388733965421,0.2,1.0,1.0,0.0,0.75,0.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.51706123,0.44973925,0.56690127,0.48921102,0.4749372,0.560164,0.1392150338292849
0.0850529838259899,0.48,1.0,0.0991880356339056,0.0,0.75,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.2781007,0.7336492,0.34849095,0.17170876,0.13295144,0.04338094,0.1045934940026302
0.1447295036252091,0.24,1.0,0.619852032890937,1.0,0.25,0.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.69919866,0.3005817,0.6787187,0.7193028,0.73479736,0.6935868,0.1562960498169891
0.1168432794199665,0.18,1.0,0.619852032890937,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.6205216,0.4053887,0.654151,0.5932495,0.50380087,0.6142493,0.071572309106178
0.9258226436140546,0.82,1.0,0.619852032890937,0.6666666666666666,0.75,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.8074575,0.15881337,0.8388244,0.8663902,0.8672362,0.87028563,1.0
0.0571667596207473,0.0,0.8795232095320975,0.619852032890937,0.3333333333333333,0.5,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,0.42250317,0.6390524,0.41440967,0.4091158,0.4079333,0.5258151,0.0169225650045158
0.041271611823759,0.12,0.2389808690832257,1.0,0.6666666666666666,0.0,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.22742985,0.77738523,0.3117849,0.35227856,0.47115552,0.74690384,0.01373770024243
0.0382041271611823,0.16,0.0,0.619852032890937,1.0,0.5,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.24432924,0.6670793,0.36785424,0.3902905,0.578356,0.8971334,0.0184120042464863
0.0945343000557724,0.04,0.8795232095320975,0.619852032890937,0.3333333333333333,0.25,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.3918219,0.6240726,0.41137373,0.4466804,0.54374945,0.75543433,0.0192517944573846
0.1065253764640267,0.48,0.3801766679984392,0.619852032890937,0.3333333333333333,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.2919816,0.6437558,0.38167915,0.35346797,0.4834304,0.67964154,0.0376162634089144
0.0435025097601784,0.04,1.0,0.619852032890937,0.3333333333333333,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.26610103,0.7302973,0.3507155,0.2700695,0.3109657,0.5654582,0.0060211373611573
0.0064138315672058,0.04,1.0,0.619852032890937,0.0,0.5,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.30708113,0.79838014,0.3111146,0.307033,0.328378,0.5699612,0.0102993139072427
0.2208588957055214,0.04,0.0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0,0.4101015,0.39673275,0.70710486,0.34682885,0.22844839,0.76827145,0.0421004262331447
0.4461795872838817,0.14,1.0,1.0,1.0,0.75,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.68694544,0.102044284,1.0,0.54201204,0.23918252,0.4812427,0.1492132908684698
0.2752370329057446,0.08,1.0,1.0,1.0,0.75,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.6452099,0.15959074,0.9446672,0.4964717,0.20635992,0.46125835,0.0985089762481976
0.139431121026213,0.36,0.8795232095320975,0.619852032890937,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,0.3790648,0.6359644,0.44285983,0.34604573,0.3346682,0.5447608,0.0517659362076341
0.5593976575571667,0.54,0.8795232095320975,1.0,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.75,0.9152083,0.12533659,0.8941138,0.9356976,0.84219426,0.8259624,0.2125936841438101
0.0708310094813162,0.44,0.3801766679984392,0.619852032890937,0.3333333333333333,0.25,0.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.30366135,0.6729804,0.36403307,0.35698193,0.46720916,0.6481024,0.0824578916512177
0.3134411600669269,0.36,0.8795232095320975,1.0,0.6666666666666666,0.75,0.0,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,0.6342603,0.32645464,0.68622524,0.6225639,0.57591677,0.6028929,0.1444597613728193
0.0571667596207473,0.06,0.0,0.0991880356339056,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.5,0.0,1.0,0.0,0.115309544,0.34576118,0.8573872,0.0081919158308377
0.0499163413273842,0.2,1.0,0.619852032890937,0.3333333333333333,0.5,0.0,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.4609816,0.55092925,0.48939312,0.4824576,0.5109941,0.6442977,0.0791462661025811
0.0030674846625766,0.04,1.0,0.619852032890937,0.6666666666666666,0.75,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.3482237,0.70688605,0.42651284,0.35966122,0.35540453,0.6114618,0.0075581118980843
0.0699944227551589,0.04,0.0,0.619852032890937,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.25,0.5,0.52090585,0.51218104,0.5162446,0.6639152,0.77985686,0.9693175,0.0744085817052494
0.1042944785276073,0.22,0.8795232095320975,0.619852032890937,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,0.45275265,0.62374675,0.4284778,0.46870384,0.50462675,0.66672945,0.1193769707341034
0.2816508644729503,0.1,1.0,0.0991880356339056,0.6666666666666666,0.75,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.75,0.75,0.62975293,0.41809332,0.6375962,0.48027968,0.27771306,0.0,0.1287731140371726
0.0047406581148912,0.1,0.0,0.0991880356339056,0.6666666666666666,0.75,0.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.2121153,0.5535233,0.4692892,0.40443194,0.561846,0.9797391,0.0033750059419118
0.0953708867819297,0.44,0.8795232095320975,1.0,0.6666666666666666,1.0,0.3333333333333333,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6330771,0.33314562,0.63415414,0.668825,0.71208155,0.73581314,0.1654228264486381
0.0404350250976017,0.18,1.0,0.619852032890937,0.3333333333333333,0.75,0.0,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.36073014,0.71348965,0.41544613,0.36412078,0.33632803,0.55453056,0.0185704552296747
0.4121583937534858,0.48,0.0,0.619852032890937,1.0,0.75,0.0,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.51207286,0.39433458,0.6179502,0.6460083,0.7260145,0.9877644,0.0847395858091299
0.1469604015616285,0.18,0.8795232095320975,1.0,0.3333333333333333,0.25,0.3333333333333333,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,0.55858135,0.45702213,0.5492704,0.5445584,0.529309,0.6199751,0.0613680657888482
0.1285554935861684,0.18,1.0,0.619852032890937,0.0,0.25,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.5,0.31798324,0.7086351,0.35612744,0.30551493,0.34012792,0.5177736,0.0478046616279254
0.1491912994980479,0.16,0.3801766679984392,0.619852032890937,0.6666666666666666,0.0,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5,0.15708338,0.8440317,0.28870344,0.2457388,0.34996742,0.78827643,0.0629684207190505
0.0744562186279977,0.2,0.8795232095320975,0.619852032890937,0.3333333333333333,0.75,1.0,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.52284163,0.47965568,0.58706284,0.4879534,0.4410726,0.556268,0.1294386081665636
0.0250976017847183,0.16,0.8795232095320975,0.619852032890937,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.75,0.5,0.5,0.481052,0.53722566,0.5543584,0.45257992,0.37332737,0.5400184,0.0452694458969117
0.058282208588957,0.1,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.47567624,0.5030738,0.5496625,0.53310347,0.5740301,0.79237425,0.0221514474497314
0.1045733407696598,0.52,1.0,0.619852032890937,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.3426362,0.59840494,0.41945168,0.3652058,0.4405387,0.63863426,0.2078401546481595
0.1246514221974344,0.32,0.3801766679984392,0.0991880356339056,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.4870365,0.50571746,0.6092624,0.37491074,0.2080376,0.20843332,0.1033417312354423
0.1600669269380925,0.24,0.8795232095320975,1.0,1.0,0.25,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.75,0.5,0.5955035,0.3909999,0.6366037,0.65500623,0.6781365,0.80815256,0.0987624978212989
0.0435025097601784,0.16,0.0,0.619852032890937,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.25,0.5,0.55278295,0.4417342,0.4567865,0.64563483,0.8127441,0.76039046,0.0639666619131371
0.158393753485778,0.22,0.8795232095320975,1.0,1.0,0.25,0.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.75,0.6890054,0.31456622,0.68652993,0.7279198,0.7514584,0.790117,0.1088241352537592
1.0,0.58,0.8795232095320975,1.0,0.6666666666666666,0.25,0.3333333333333333,0.75,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.75,0.904682,0.023141911,0.94596815,1.0,1.0,0.9993485,0.6163109442094088
