AFP,Added,N_effort,MI_N_effort_PDR_AFP,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_Duration,MI_N_effort_Output,MI_AFP_PDR_AFP,Effort
60.0,71.0,164.0,377.2,311.6,0.0,164.0,4100.0,138.0,136
73.0,56.0,431.0,2111.9,2327.4,15516.0,431.0,8620.0,357.70000000000005,358
169.0,169.0,580.0,1624.0,1624.0,14500.0,3480.0,8120.0,473.2,481
1351.0,1173.0,3842.0,9220.8,9220.8,1041182.0,30736.0,1725058.0,3242.4,3189
2087.0,2046.0,22500.0,243000.00000000003,247500.0,6817500.0,202500.0,9990000.0,22539.6,22500
253.0,252.0,12601.0,583426.2999999999,583426.2999999999,1348307.0,163813.0,0.0,11713.9,11719
102.0,102.0,244.0,439.2,439.2,2440.0,1220.0,6344.0,183.6,183
115.0,53.0,1786.0,23039.4,25718.4,0.0,8930.0,69654.0,1483.5,1482
288.0,300.0,1251.0,5379.3,5254.2,26271.0,13761.0,232686.0,1238.4,1251
199.0,0.0,1136.0,5339.2,5680.0,87472.0,9088.0,7952.0,935.3,943
163.0,155.0,3234.0,53361.0,55948.2,106722.0,35574.0,45276.0,2689.5,2684
97.0,16.0,729.0,5467.5,4228.2,0.0,6561.0,29889.0,727.5,729
439.0,105.0,3630.0,30129.000000000004,31581.0,68970.0,25410.0,805860.0,3643.7,3630
3113.0,3113.0,42080.0,458672.0,458672.0,10435840.0,1009920.0,25626720.0,33931.700000000004,34085
153.0,143.0,3283.0,61392.1,65660.0,187131.0,9849.0,22981.0,2861.1,2856
670.0,146.0,6936.0,59649.6,61730.4,846192.0,41616.0,672792.0,5762.0,5757
129.0,0.0,631.0,3091.9,2587.1,1893.0,9465.0,58683.0,632.1,631
329.0,206.0,2184.0,14414.4,11793.6,30576.0,17472.0,148512.0,2171.4,2184
5684.0,4943.0,21014.0,77751.8,90360.2,17231480.0,777518.0,9540356.0,21030.8,21014
61.0,72.0,502.0,3413.6,2911.6,12048.0,2008.0,2008.0,414.8,417
267.0,70.0,2683.0,26830.0,21464.0,136833.0,24147.0,356839.0,2670.0,2683
218.0,227.0,6665.0,169291.0,162626.0,373240.0,26660.0,106640.0,5537.2,5532
919.0,884.0,5801.0,30165.2,31325.4,324856.0,34806.0,1369036.0,4778.8,4815
66.0,28.0,296.0,1095.2,1243.2,1776.0,592.0,3552.0,244.2,246
54.0,0.0,827.0,10502.9,10916.4,13232.0,827.0,0.0,685.8,686
245.0,299.0,870.0,1653.0,1392.0,23490.0,11310.0,91350.0,465.5,470
54.0,0.0,476.0,3474.8,3617.6,0.0,952.0,13328.0,394.2,395
151.0,111.0,1241.0,8935.2,10300.3,18615.0,3723.0,67014.0,1087.2,1080
103.0,105.0,1396.0,18985.6,18566.8,37692.0,9772.0,5584.0,1400.8,1396
300.0,138.0,2933.0,28743.4,30796.5,79191.0,29330.0,240506.0,2940.0,2933
249.0,58.0,4551.0,83283.3,83283.3,445998.0,40959.0,18204.0,4556.7,4551
224.0,6.0,3613.0,48414.2,50220.7,0.0,14452.0,75873.0,3001.6,2999
1984.0,1613.0,2540.0,3302.0,4064.0,487680.0,27940.0,2560320.0,2579.2000000000003,2540
58.0,0.0,31.0,12.4,15.5,0.0,62.0,1147.0,23.200000000000003,26
56.0,0.0,540.0,4320.0,4590.0,1620.0,1080.0,0.0,448.0,448
244.0,257.0,1092.0,4040.4,3822.0,48048.0,3276.0,13104.0,902.8,906
12.0,10.0,211.0,3713.6,3418.2,1266.0,2743.0,0.0,211.2,211
1416.0,376.0,1724.0,2068.8,2586.0,0.0,20688.0,744768.0,1699.2,1724
67.0,71.0,1821.0,42975.600000000006,40608.3,0.0,9105.0,47346.0,1581.2,1584
95.0,0.0,178.0,284.8,284.8,5696.0,1246.0,0.0,152.0,148
2376.0,2221.0,30701.0,328500.69999999995,353061.5,19617939.0,736824.0,7153333.0,25423.2,25482
442.0,82.0,683.0,1024.5,956.2,38931.0,3415.0,69666.0,663.0,683
68.0,11.0,3037.0,112672.7,114191.2,57703.0,12148.0,36444.0,2522.8,2521
268.0,248.0,2933.0,31969.7,31969.7,131985.0,26397.0,281568.0,2921.2000000000003,2933
90.0,96.0,595.0,3272.5,3034.5,0.0,1190.0,0.0,495.0,494
72.0,55.0,486.0,3304.8,3304.8,3402.0,3402.0,12150.0,489.6,486
505.0,472.0,4955.0,48559.0,52027.5,89190.0,148650.0,629285.0,4949.0,4955
450.0,356.0,6138.0,83476.8,89614.8,362142.0,42966.0,890010.0,6120.0,6138
230.0,230.0,1748.0,11012.4,9439.2,80408.0,17480.0,66424.0,1449.0,1451
242.0,0.0,375.0,487.5,525.0,1500.0,750.0,29250.0,314.6,311
106.0,7.0,2946.0,68052.6,69820.2,17676.0,5892.0,223896.0,2448.6000000000004,2445
31.0,4.0,237.0,1801.1999999999998,1801.1999999999998,0.0,1422.0,3318.0,235.6,237
1186.0,1235.0,3711.0,11504.1,11133.0,404499.0,33399.0,1135566.0,3676.6,3711
256.0,272.0,2941.0,33821.5,31762.800000000003,0.0,55879.0,582318.0,2944.0,2941
191.0,159.0,2430.0,30861.0,30618.0,36450.0,26730.0,145800.0,2425.7,2430
213.0,186.0,3051.0,36306.9,38747.7,18306.0,30510.0,192213.0,2534.7000000000003,2532
4562.0,3933.0,26408.0,153166.4,176933.6,13151184.0,396120.0,33749424.0,26459.6,26408
141.0,5.0,1499.0,13191.2,13491.0,65956.0,2998.0,49467.0,1240.8000000000002,1244
187.0,201.0,677.0,2031.0,1895.6,11509.0,4062.0,44005.0,561.0,562
128.0,128.0,7180.0,185244.0,185244.0,488240.0,71800.0,0.0,3302.4,3303
194.0,46.0,703.0,1827.8,1968.4,0.0,8436.0,11248.0,504.4,499
869.0,934.0,2078.0,4987.2,4571.6,241048.0,12468.0,623400.0,2085.6,2078
125.0,20.0,2802.0,52117.2,56600.4,92466.0,8406.0,25218.0,2325.0,2326
477.0,172.0,2741.0,15623.7,15075.5,243949.0,16446.0,320697.0,2718.9,2741
717.0,51.0,4272.0,20932.800000000003,19651.2,42720.0,21360.0,55536.0,3513.3,3546
25.0,0.0,140.0,784.0,700.0,0.0,420.0,3920.0,140.0,140
73.0,73.0,1404.0,26956.8,26956.8,4212.0,11232.0,85644.0,1401.6,1404
100.0,28.0,1119.0,10406.7,10071.0,0.0,13428.0,0.0,930.0,929
273.0,318.0,528.0,1003.2,897.6,7920.0,2640.0,96624.0,518.6999999999999,528
587.0,524.0,3748.0,23987.2,26985.6,352312.0,56220.0,446012.0,3756.8,3748
1437.0,1318.0,4900.0,16660.0,18130.0,200900.0,88200.0,754600.0,4885.8,4900
97.0,108.0,1853.0,35392.3,30203.9,5559.0,22236.0,187153.0,1852.7,1853
224.0,195.0,3322.0,42853.8,49165.600000000006,19932.0,43186.0,83050.0,2889.6,2890
321.0,315.0,1076.0,3658.4,3658.4,9684.0,11836.0,49496.0,1091.4,1076
99.0,98.0,2876.0,69311.6,70174.4,54644.0,11504.0,11504.0,2385.9,2387
416.0,318.0,1911.0,7261.799999999999,7835.099999999999,103194.0,11466.0,76440.0,1580.8,1586
71.0,25.0,1201.0,16814.0,18375.3,4804.0,4804.0,25221.0,994.0,997
120.0,12.0,212.0,381.6,381.6,2544.0,1060.0,10176.0,216.0,212
213.0,132.0,1278.0,7668.0,7029.0,3834.0,15336.0,54954.0,1278.0,1278
1634.0,1634.0,7060.0,30358.0,30358.0,1574380.0,84720.0,2732220.0,7026.2,7060
275.0,7.0,702.0,1825.2,1965.6,33696.0,6318.0,7722.0,715.0,702
458.0,458.0,903.0,1806.0,1806.0,67725.0,14448.0,59598.0,916.0,903
218.0,91.0,8151.0,252681.0,275503.8,358644.0,65208.0,961818.0,6758.0,6765
498.0,445.0,8227.0,135745.5,152199.5,57589.0,156313.0,1085964.0,8217.0,8227
143.0,11.0,402.0,924.6,1005.0,0.0,1608.0,26130.0,328.9,334
722.0,622.0,4164.0,24151.2,27898.8,841128.0,37476.0,0.0,4187.599999999999,4164
236.0,268.0,6844.0,198476.0,174522.0,82128.0,102660.0,1314048.0,6844.0,6844
239.0,244.0,1661.0,11460.9,11294.8,29898.0,16610.0,116270.0,1649.1,1661
1882.0,1960.0,6068.0,19417.6,18810.8,1322824.0,60680.0,3574052.0,6022.400000000001,6068
291.0,323.0,6519.0,135595.2,122557.2,0.0,91266.0,189051.0,6052.8,6063
328.0,322.0,665.0,1330.0,1396.5,40565.0,8645.0,47215.0,656.0,665
264.0,267.0,544.0,1142.4,1088.0,27200.0,3264.0,3808.0,554.4,544
270.0,270.0,893.0,2946.9,2946.9,47329.0,5358.0,37506.0,891.0,893
32.0,29.0,352.0,3872.0,4259.2,4224.0,880.0,2464.0,352.0,352
1382.0,1439.0,3344.0,8025.599999999999,7691.2,23408.0,26752.0,819280.0,3316.8,3344
98.0,94.0,487.0,1996.7,2045.4,9253.0,487.0,2435.0,401.8,404
289.0,314.0,5732.0,113493.6,104895.6,0.0,45856.0,573200.0,5722.2,5732
1059.0,954.0,26345.0,569052.0,632280.0,3793680.0,447865.0,6164730.0,22874.4,22920
724.0,530.0,11336.0,147368.0,153036.0,2142504.0,102024.0,136032.0,9412.0,9409
40.0,49.0,285.0,2023.5,1653.0,0.0,1140.0,6270.0,284.0,285
128.0,4.0,1558.0,15735.8,16670.6,37392.0,4674.0,28044.0,1292.8,1293
1248.0,1095.0,15165.0,185013.0,209277.0,2214090.0,181980.0,3973230.0,15225.6,15165
387.0,391.0,3960.0,33660.0,33264.0,265320.0,67320.0,467280.0,3289.5,3287
73.0,19.0,920.0,9660.0,10028.0,0.0,2760.0,59800.0,766.5,764
151.0,32.0,2643.0,38323.5,42288.0,179724.0,7929.0,0.0,2189.5,2194
465.0,443.0,2427.0,10436.1,10921.5,0.0,9708.0,393174.0,1999.5,2014
63.0,62.0,996.0,13047.6,13246.8,8964.0,3984.0,0.0,825.3,827
226.0,92.0,2508.0,27838.8,30597.6,47652.0,25080.0,175560.0,2508.6,2508
115.0,10.0,201.0,341.7,341.7,5628.0,301.5,2211.0,195.5,201
189.0,0.0,563.0,1689.0,1745.3,1689.0,8445.0,63056.0,567.0,563
55.0,58.0,643.0,6237.099999999999,5915.599999999999,3858.0,7073.0,0.0,533.5,534
85.0,12.0,1252.0,15274.4,16276.0,0.0,5008.0,55088.0,1037.0,1039
2143.0,1801.0,52172.0,1053874.4,1252128.0,156516.0,365204.0,34277004.0,43288.6,43303
520.0,430.0,3133.0,18798.0,22870.9,28197.0,25064.0,501280.0,3120.0,3133
113.0,38.0,2070.0,32913.0,36639.0,33120.0,6210.0,70380.0,1796.7,1801
264.0,157.0,3180.0,31800.0,32118.0,82680.0,19080.0,54060.0,2640.0,2639
349.0,342.0,2360.0,16048.0,16048.0,42480.0,9440.0,56640.0,2373.2,2360
229.0,241.0,2897.0,31867.0,30418.5,0.0,14485.0,14485.0,2519.0,2520
172.0,169.0,1788.0,18595.2,18952.8,7152.0,8940.0,71520.0,1788.8,1788
323.0,323.0,1238.0,4704.4,4704.4,65614.0,16094.0,70566.0,1227.4,1238
89.0,24.0,442.0,2210.0,2033.2,7514.0,1768.0,12376.0,445.0,442
878.0,828.0,3742.0,14219.6,15342.2,602462.0,18710.0,1511768.0,3336.4,3368
220.0,224.0,281.0,365.3,365.3,14331.0,843.0,14050.0,286.0,281
150.0,6.0,828.0,3808.8,3808.8,16560.0,2484.0,3312.0,690.0,687
161.0,169.0,220.0,308.0,286.0,6600.0,440.0,8360.0,225.4,220
804.0,957.0,13720.0,194824.0,163268.0,0.0,164640.0,4582480.0,11416.8,11388
272.0,245.0,11172.0,398840.4,443528.4,681492.0,156408.0,223440.0,9710.4,9720
33.0,32.0,145.0,638.0,522.0,0.0,290.0,1015.0,145.20000000000002,145
64.0,65.0,140.0,308.0,308.0,1400.0,420.0,3920.0,140.8,140
277.0,84.0,1265.0,5819.0,6325.0,59455.0,24035.0,139150.0,1274.1999999999998,1265
322.0,179.0,6316.0,102950.8,110530.0,423172.0,82108.0,631600.0,5248.6,5242
164.0,110.0,2791.0,47447.0,50796.2,50238.0,30701.0,156296.0,2788.0,2791
145.0,144.0,894.0,4559.4,4648.8,64368.0,2682.0,8940.0,739.5,742
73.0,0.0,704.0,5632.0,5702.4,8448.0,3520.0,16896.0,584.0,584
245.0,302.0,893.0,3214.8,2679.0,21432.0,6251.0,159847.0,882.0,893
406.0,102.0,6794.0,94436.6,98513.0,849250.0,47558.0,244584.0,5643.400000000001,5639
98.0,28.0,6666.0,376629.0,383961.6,273306.0,33330.0,0.0,5537.0,5533
83.0,15.0,494.0,2420.6000000000004,2470.0,1482.0,1482.0,4940.0,406.7000000000001,410
182.0,0.0,1206.0,6633.0,7718.400000000001,47034.0,6030.0,71154.0,1001.0,1001
820.0,685.0,2552.0,7911.2,6890.400000000001,507848.0,28072.0,250096.0,2542.0,2552
545.0,79.0,8740.0,139840.0,139840.0,1144940.0,96140.0,1975240.0,8720.0,8740
105.0,21.0,198.0,376.2,376.2,0.0,1584.0,1782.0,199.5,198
55.0,9.0,2828.0,120755.6,130088.0,39592.0,2828.0,28280.0,2348.5,2347
62.0,69.0,984.0,12988.8,11611.2,0.0,7872.0,3936.0,818.4,817
109.0,0.0,300.0,690.0,720.0,0.0,300.0,31500.0,250.7,249
436.0,436.0,7762.0,138163.6,138163.6,116430.0,116430.0,2592508.0,7760.8,7762
179.0,188.0,935.0,4020.5,3833.5,5610.0,3740.0,41140.0,769.6999999999999,776
1710.0,1900.0,13130.0,101101.0,90597.0,3059290.0,275730.0,6840730.0,13167.0,13130
128.0,120.0,1890.0,24192.0,25893.0,47250.0,3780.0,28350.0,1638.4,1644
174.0,140.0,13528.0,1051125.6,1306804.7999999998,405840.0,108224.0,94696.0,13519.8,13528
70.0,39.0,743.0,6538.400000000001,6761.3,11145.0,3715.0,2972.0,616.0,617
379.0,379.0,2391.0,15063.3,15063.3,136287.0,16737.0,69339.0,2387.7,2391
258.0,26.0,605.0,1391.5,1391.5,139150.0,3025.0,9680.0,593.4,605
129.0,121.0,2372.0,37952.0,40561.2,92508.0,9488.0,0.0,2064.0,2064
856.0,856.0,2551.0,7653.0,7653.0,188774.0,30612.0,494894.0,2568.0,2551
127.0,25.0,2010.0,26331.0,28140.0,20100.0,14070.0,28140.0,1663.7,1668
381.0,137.0,1817.0,8721.6,9993.5,16353.0,34523.0,194419.0,1828.8,1817
234.0,231.0,5103.0,111245.4,111245.4,474579.0,51030.0,96957.0,5101.2,5103
215.0,82.0,3417.0,45104.4,44762.7,157182.0,27336.0,211854.0,2838.0,2836
1406.0,1326.0,14698.0,155798.8,166087.40000000002,4262420.0,14698.0,1028860.0,14903.6,14938
85.0,22.0,1049.0,12902.7,10385.1,3147.0,13637.0,70283.0,1045.5,1049
59.0,71.0,1278.0,23004.0,19042.2,3834.0,12780.0,40896.0,1062.0,1061
358.0,338.0,16770.0,652353.0,690924.0,1492530.0,150930.0,0.0,13926.2,13919
73.0,0.0,4428.0,222728.4,262580.4,53136.0,30996.0,0.0,3671.9,3675
597.0,609.0,2542.0,10930.6,10676.4,198276.0,15252.0,244032.0,2567.1,2542
276.0,101.0,2244.0,18176.4,19522.8,76296.0,4488.0,269280.0,2235.6,2244
728.0,330.0,9694.0,107603.4,126991.4,145410.0,38776.0,1599510.0,8080.8,8046
59.0,11.0,5958.0,499280.4,535624.2000000001,0.0,35748.0,327690.0,4944.2,4945
98.0,45.0,1582.0,21198.8,22148.0,14238.0,17402.0,50624.0,1313.2,1313
756.0,302.0,3214.0,13820.2,14141.6,408178.0,22498.0,212124.0,3250.8,3214
155.0,47.0,582.0,1804.2,1804.2,0.0,5820.0,19788.0,480.5,483
544.0,107.0,2778.0,11667.6,13612.2,297246.0,11112.0,288912.0,2284.8,2306
813.0,18.0,1634.0,3268.0,3104.6,55556.0,14706.0,1106218.0,1626.0,1634
75.0,94.0,720.0,6912.0,5544.0,21600.0,4320.0,0.0,720.0,720
112.0,119.0,1073.0,10300.8,9657.0,17168.0,13949.0,4292.0,1075.2,1073
211.0,111.0,3566.0,60265.4,60265.4,281714.0,46358.0,114112.0,3565.9,3566
895.0,778.0,780.0,702.0,780.0,173160.0,5460.0,211380.0,805.5,780
74.0,74.0,3995.0,215730.0,215730.0,147815.0,55930.0,27965.0,3996.0,3995
3331.0,2922.0,49034.0,720799.7999999999,823771.2000000001,19564566.0,2059428.0,25448646.0,48965.7,49034
64.0,12.0,472.0,2879.2,2973.6,4248.0,2832.0,8496.0,390.4,392
1402.0,1431.0,17219.0,216959.4,211793.7,3219953.0,396037.0,13844076.0,17665.2,17607
337.0,337.0,657.0,1182.6,1182.6,56502.0,5256.0,13797.0,606.6,591
73.0,39.0,978.0,10855.8,10269.0,65526.0,5868.0,0.0,810.3,812
64.0,47.0,680.0,5984.000000000001,5984.000000000001,11560.0,8160.0,19040.0,563.2,564
1703.0,1481.0,8549.0,42745.0,49584.2,0.0,68392.0,3958187.0,8515.0,8549
151.0,151.0,434.0,1128.4,1128.4,12586.0,1302.0,9114.0,392.6,391
66.0,42.0,2189.0,60197.5,62167.6,13134.0,4378.0,30646.0,1815.0,1817
70.0,74.0,659.0,5074.3,4810.7,1977.0,1977.0,0.0,539.0,540
754.0,213.0,8967.0,88773.3,92360.1,1829268.0,71736.0,1165710.0,7464.6,7443
325.0,136.0,10437.0,278667.9,325634.4,323547.0,62622.0,511413.0,8677.5,8663
168.0,198.0,4622.0,127105.0,107692.6,207990.0,55464.0,32354.0,4620.0,4622
226.0,260.0,915.0,3660.0,3202.5,39345.0,6405.0,45750.0,904.0,915
335.0,353.0,25401.0,1925395.8,1828872.0,1803471.0,304812.0,1803471.0,25393.0,25401
76.0,63.0,686.0,5145.0,5213.599999999999,2058.0,3430.0,34986.0,570.0,569
221.0,53.0,1822.0,12389.6,12936.2,0.0,7288.0,242326.0,1502.8,1512
1010.0,758.0,5053.0,25265.0,30823.3,560883.0,55583.0,1131872.0,5050.0,5053
116.0,130.0,1939.0,32381.3,28891.1,42658.0,19390.0,23268.0,1937.2,1939
39.0,11.0,114.0,330.6,307.8,342.0,114.0,0.0,113.1,114
170.0,108.0,1532.0,13788.0,15779.6,35236.0,12256.0,18384.0,1530.0,1532
179.0,193.0,5690.0,150216.0,139405.0,278810.0,22760.0,0.0,4725.599999999999,4723
166.0,0.0,3580.0,64081.99999999999,64798.00000000001,136040.0,46540.0,0.0,2971.4,2971
354.0,354.0,5841.0,96376.5,96376.5,1016334.0,58410.0,198594.0,5841.0,5841
615.0,627.0,941.0,1411.5,1411.5,69634.0,7528.0,0.0,922.5,941
126.0,135.0,1035.0,8487.0,7969.5,18630.0,8280.0,7245.0,1033.1999999999998,1035
1390.0,1241.0,5597.0,22388.0,25186.5,744401.0,72761.0,2110069.0,5560.0,5597
129.0,94.0,3600.0,83520.0,78120.0,36000.0,28800.0,212400.0,2992.8,2988
203.0,203.0,3219.0,51182.1,51182.1,19314.0,16095.0,154512.0,3227.7000000000003,3219
758.0,648.0,4630.0,28243.0,32873.0,611160.0,69450.0,1444560.0,4623.8,4630
558.0,461.0,4112.0,30428.800000000003,36596.8,234384.0,24672.0,476992.0,4129.2,4112
25.0,22.0,580.0,13456.0,13456.0,2320.0,3480.0,0.0,580.0,580
850.0,320.0,13183.0,170060.7,188516.9,2702515.0,65915.0,4587684.0,10965.0,10942
