MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_rely,MI_loc_vexp,actual
0.0275620792162315,0.0108279596920909,0.0413431188243473,0.0319139864608997,0.0469211586657275,0.0621913582314968,0.0,0.0630238456745157
0.0178219891639518,0.007001495742981,0.0079208840728674,0.0206359874529968,0.0303398148862513,0.0402137191391733,0.0,0.0467873724120378
0.0209103104000405,0.0082147648000159,0.0069701034666801,0.0121059691789708,0.0,0.0153342276266963,0.049465250408698,0.039239606462994
0.0313757600041811,0.0033616885718765,0.0071308545464047,0.0198162694763249,0.0,0.0193081600025729,0.0202424258091491,0.0453831368866343
0.0109326571757539,0.0042949724619033,0.004251588901682,0.0063294331017522,0.0286331497460223,0.0117175658960645,0.0258621997706007,0.0334471349207045
0.0,0.0024237382623995,0.0034275086538984,0.0030615641209258,0.0,0.0039774166357326,0.0020849361396985,0.0072054835397267
0.0061085410295353,0.0035996759638333,0.0015998559839259,0.006062612149614,0.0068565256453968,0.0059071605560342,0.0061929909055197,0.0080831307431038
3.801010752109095e-05,0.0,0.0,4.401170344547369e-05,6.470768304185717e-05,2.7874078848800005e-05,4.4958191691612906e-05,0.0001228706084728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0332699303623155,0.0522813191407815,0.038022777556932,0.0165098902549836,0.0373437993862725,0.0522813191407815,0.0337298833166332,0.0927760858690023
0.2150849446715374,0.0,0.0,0.0533669411591031,0.1569242198368868,0.0675981254681974,0.1090292346261248,0.0610930218270859
0.022183649001997,0.0348600198602811,0.025352741716568,0.0220168546485985,0.0087150049650702,0.0348600198602811,0.0,0.0525798439543272
0.0116516817096946,0.0,0.0016645259585278,0.0057820375401492,0.0,0.0112675603346497,0.0059063824334857,0.0196680738276827
0.0,0.0035996759638333,0.000872648718505,0.006062612149614,0.0044567416695079,0.0,0.0061929909055197,0.0066788952177003
0.0056706329158028,0.0,0.0,0.0013131992015543,0.0,0.0022682531663211,0.0,0.0043092477685819
0.0,0.0054149131299355,0.0,0.0,0.0234646235630538,0.0101078378425462,0.0163029642621714,0.0036071300058802
0.0030930724995288,0.0,0.0,0.0053721785518132,0.0,0.0043620253198483,0.0,0.00053536479406
0.0010025165858687,0.0,0.0,0.0017412130175615,0.0017066651402289,0.0014138054416098,0.0011857723058662,0.0001843059127092
0.0,0.0,0.0,0.0005611492189297,0.0,0.0003417254858867,0.000286608472034,0.0001843059127092
0.0,0.0,0.0,0.0009132428464935,0.0,0.0005783871361126,0.0,8.776472033771834e-06
0.0172312487428948,0.0040616514893966,0.0,0.0147644594491751,0.0270776765959776,0.0075817494468737,0.0,0.0034316005652047
0.0105398860647026,0.0086954060033797,0.0,0.0090310181649136,0.0165626781016756,0.0089183651316715,0.0,0.0067666599380381
0.0113317633047254,0.0093487047263984,0.002266352660945,0.0097095319263647,0.0178070566217113,0.0049859758540791,0.0,0.0071177188193889
0.0130738932327754,0.0030817034048685,0.0,0.011202262201557,0.02054468936579,0.0057525130224212,0.0,0.0087852485058056
0.0281195607932076,0.0066281821869703,0.0,0.0240940236691273,0.0441878812464691,0.0123726067490113,0.0,0.01054054291256
0.0,0.0,0.0,0.0115640750802984,0.0,0.0,0.0118127648669714,0.0026417180821653
0.0,0.0,0.0,0.0635446475808691,0.1868515232437464,0.0804898869357676,0.0,0.1111189124195855
0.0211478735720473,0.0,0.0,0.0122435057522379,0.0,0.0298239242682719,0.0500272278048432,0.0131734845226915
0.0052311410475902,0.0071928189404365,0.0087185684126503,0.0060571106866834,0.0,0.0118036003125112,0.0123747422631166,0.0149287789294459
0.0019052566394947,0.0,0.0,0.0022060866352044,0.0069859410114806,0.0013971882022961,0.0022535293585421,0.0101894840312091
0.0,0.0005805025795966,0.0,0.0008554774857214,0.0025155111782522,0.0010836048152471,0.0034954994040229,0.0030805416838539
0.0,0.0010844758802111,0.0004819892800938,0.0013698642697403,0.0013426844231185,0.0005783871361126,0.0018657649552019,0.0007108942347355
0.0,0.0002258547013864,0.0,0.0006656770146127,0.0,0.0008107604665155,0.0006799926493356,0.0012374825567618
0.0,0.0,0.0,0.0,0.0,0.0007526001289176,0.0,0.0010619531160863
0.0,0.0081727670249647,0.0099063842726845,0.0137646602525721,0.0101186639356706,0.0134117202460959,0.0140606744515522,0.0835607902335419
0.0,0.0049062734098708,0.0021805659599426,0.0061973979914158,0.0060744337455544,0.0050320752921752,0.0084409004901004,0.0202824268700467
0.0,0.0075194683019459,0.0200519154718558,0.0126643676664352,0.0093098178976473,0.0200519154718558,0.0,0.0108916017939108
0.0,0.0019617627368363,0.0016645259585278,0.0086730563102237,0.0,0.007042225209156,0.0059063824334857,0.0056257185736477
0.0,0.0004405099960926,0.0006852377716996,0.0025966905032829,0.0019088766497347,0.0025301086955064,0.0026525333098051,0.0044847772092574
0.0,0.0,0.0,0.0107361049092304,0.0,0.0087173501399734,0.0,0.0038704241668933
0.0,0.0023257434539467,0.0010336637573096,0.0039170416066472,0.0028794918953626,0.0012403965087716,0.0062019825438581,0.0028172475228407
0.0,0.0,0.0,0.0033091299528065,0.0,0.002686900389031,0.0022535293585421,0.0007986589550732
