size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
-0.17519192,0.0883379,0.7303475,0.34735513,0.54316604,0.24380782,0.09301959,0.1098904,-0.24921069,0.36152196,0.5204148,0.37130272,0.3281129,0.35876375,0.4122212,0.5207259,0.14547782,0.4636826,0.5547909,0.3776926,0.5486275,0.30008844,0.10960824,0.39885116,-0.01591171,-0.07162595,0.18240859,0.15902463,0.12308974,0.15572485,0.2946402
-0.28045252,0.015983935,0.9856342,0.43411496,0.73742914,0.74183196,0.48185423,0.6456125,0.10023764,0.26937926,0.7147346,0.48090914,0.5129419,0.6252067,0.7496651,0.7611533,-0.006218033,0.7278184,0.7755695,0.71058446,0.86099505,0.5052332,0.08589646,0.780431,-0.13840733,-0.13546342,0.20202799,0.2822852,0.1792764,0.10289046,0.3510396
-0.582253,-0.10882924,1.4381609,0.61265683,0.95605683,0.54287213,0.2608216,0.17053866,-0.6100746,0.27530745,0.97256476,0.743921,0.5536739,0.8417384,0.89627135,0.992228,0.022648381,0.7969841,0.9296119,0.58695585,1.093987,0.5726886,-0.020129353,0.99076974,-0.29353318,-0.26034445,0.23902461,0.39850459,0.19512063,0.20652413,0.5648206
-0.04354292,0.28876743,0.82088506,0.6228541,0.6490835,0.61741185,0.24619852,0.8107467,0.105578996,0.4674108,0.68067175,0.69699043,0.30108654,0.5931674,0.7329547,1.0752454,0.25488913,0.9532495,0.9381071,1.0246134,1.0535194,0.53614056,0.009784564,0.89496154,0.112378895,0.22984686,0.365324,0.53524,0.48226884,0.310453,0.60674816
-0.21522535,0.025824413,0.830645,0.4168764,0.66632164,0.54050446,0.38762093,0.46615303,0.012570013,0.25343752,0.6036798,0.42039058,0.33721268,0.5205802,0.664799,0.61576045,0.00953418,0.60419065,0.6299779,0.5562813,0.70582825,0.43313754,0.048507307,0.63446444,-0.08011981,-0.06287606,0.17403802,0.22507957,0.18483777,0.059672453,0.32091668
-0.18745998,0.03660074,0.7585187,0.4283049,0.7125508,0.65662605,0.54299456,0.53495467,0.1155478,0.3161483,0.634981,0.3716292,0.32641476,0.51323295,0.70140207,0.540724,0.058135863,0.6173102,0.5796618,0.5310928,0.6613878,0.46412057,0.16935149,0.62043726,-0.10543519,-0.0801013,0.1415185,0.15253663,0.14767882,0.033537313,0.2465889
-0.2864247,-0.038439676,0.9006227,0.43048814,0.750253,0.69625604,0.5270364,0.46312743,-0.010244378,0.22650939,0.65841395,0.4388323,0.3968475,0.61939394,0.7403131,0.5832464,0.0057969466,0.6344247,0.634484,0.5106677,0.74324834,0.47279456,0.14251395,0.69663525,-0.18910727,-0.14308198,0.11455217,0.18038835,0.095805645,0.020578258,0.27370083
-0.29829538,-0.037413828,0.8640153,0.45059493,0.7716139,0.62490386,0.45417145,0.48398393,-0.03755861,0.24819028,0.6957235,0.48374507,0.33902574,0.6111517,0.77411586,0.61505616,-0.05877287,0.6581461,0.6454648,0.5400295,0.7637423,0.49515998,0.087611526,0.72118723,-0.18777859,-0.13936467,0.13919511,0.23000887,0.13569088,0.021878183,0.3294408
-0.4259651,0.018805811,1.0113385,0.45790014,0.71337795,0.22457507,0.0055634156,0.074781746,-0.5178631,0.30294245,0.72259915,0.61326545,0.3735271,0.58594304,0.645035,0.8103206,0.038860764,0.6154198,0.7751162,0.5191526,0.8130464,0.392084,-0.069488496,0.6995179,-0.12549558,-0.14940107,0.2547946,0.33107725,0.2060557,0.18098402,0.47438127
-0.25257736,0.013467945,0.8561411,0.54279345,0.7502493,0.5642705,0.3377252,0.5467308,-0.10480223,0.27297354,0.6888473,0.67626905,0.20527714,0.6644932,0.83295846,0.81966424,-0.055776127,0.7888934,0.77390736,0.7329956,0.94814426,0.53556603,-0.052531943,0.87894183,-0.13747609,-0.024982318,0.22442964,0.3674128,0.2555722,0.07521811,0.47621414
-0.24768534,-0.0063545965,0.80945957,0.40493727,0.6787072,0.49106732,0.32308298,0.3684104,-0.11579277,0.2675215,0.6201732,0.46989888,0.2768531,0.5401777,0.66556656,0.6122695,-0.017655648,0.6057624,0.6265772,0.51280725,0.74420744,0.43369514,0.050419915,0.6675252,-0.13342325,-0.08255808,0.17134093,0.19859172,0.15102577,0.05234369,0.3283245
-0.263426,-0.0052050017,0.86568546,0.39700857,0.6823239,0.49318436,0.34992296,0.31333962,-0.14424422,0.23828179,0.60476136,0.44471884,0.3411517,0.52630275,0.63313556,0.5804078,0.016129637,0.55518675,0.6106235,0.47370097,0.71513546,0.42362234,0.07723662,0.6299177,-0.13498633,-0.10850492,0.14918886,0.16438808,0.11831426,0.05049856,0.3007372
-0.32721496,-0.052367575,1.0203216,0.44575396,0.78626233,0.6979471,0.46854973,0.5047307,-0.027703457,0.21323685,0.69960475,0.5051048,0.43724066,0.6581736,0.7855712,0.6922748,-0.049990438,0.6659359,0.7232879,0.5890183,0.8071646,0.50121415,0.06463902,0.7659719,-0.19508371,-0.16123748,0.16772214,0.24104372,0.1497015,0.054496624,0.35494885
-0.13065706,0.1257934,0.7735602,0.4605692,0.6744936,0.7087999,0.5039419,0.7243481,0.23189129,0.36170793,0.63356525,0.40265477,0.38822126,0.5377034,0.7130908,0.7227886,0.12036273,0.7145807,0.68741584,0.7138887,0.7597386,0.47824055,0.12717986,0.6891465,-0.027937252,0.052655715,0.2118036,0.24855396,0.26728177,0.09840384,0.3188175
-0.49924165,0.11694886,1.3857877,0.78739387,1.0351022,0.19498137,-0.13252309,-0.0415081,-0.9395158,0.5780293,1.0423002,0.9279429,0.384511,0.7839467,0.79571366,1.2630826,0.18057585,0.9358091,1.1939864,0.7827779,1.2276329,0.535898,-0.049497128,1.0167302,-0.12921143,-0.122695014,0.38660845,0.51581746,0.31696898,0.370005,0.8119646
0.04487224,0.38321534,0.7995897,0.6915984,0.718181,0.92019653,0.5562777,1.168702,0.47192025,0.585082,0.73307234,0.6041382,0.42136186,0.66347843,0.8605808,1.1655338,0.39636806,1.054194,0.9212774,1.1946167,1.0230359,0.6157944,0.15164652,0.88686454,0.1345086,0.3279065,0.37907445,0.5637073,0.5314795,0.30715263,0.53495556
-0.28027982,0.007719543,0.95081514,0.5545535,0.8168832,0.66586584,0.5284585,0.5481364,-0.01639809,0.27074006,0.726493,0.52482593,0.33039695,0.6563919,0.8479045,0.70651406,-0.011379998,0.7255492,0.68367714,0.6391126,0.84632206,0.5642584,0.052580014,0.79500794,-0.15687291,-0.09185471,0.1860491,0.2858595,0.17056578,0.046817392,0.37751624
-0.34231037,-0.005081989,0.91455543,0.39465117,0.7289894,0.43925893,0.24174963,0.27032954,-0.24908176,0.29621804,0.6818554,0.5013069,0.39032286,0.5417165,0.6647183,0.66044265,0.006375963,0.6024535,0.67355084,0.5016268,0.77084386,0.44157925,0.054407656,0.6383358,-0.15851876,-0.1567823,0.17280507,0.21977505,0.14504243,0.11091706,0.36286953
-0.20839773,0.026248299,0.8097587,0.41649708,0.66200256,0.584263,0.46445355,0.41517127,0.006726531,0.25116715,0.577564,0.38825783,0.35405248,0.51137626,0.6384493,0.53916115,0.041899,0.57537216,0.59199375,0.48842254,0.6588928,0.4567805,0.12231236,0.6255368,-0.10382916,-0.08466454,0.13168688,0.13920605,0.12565345,0.03248605,0.27014408
-0.1626234,0.05398383,0.8052894,0.4372554,0.6706085,0.64944726,0.5349145,0.49049973,0.09202241,0.29081982,0.5944002,0.363662,0.36663604,0.5067881,0.65598834,0.5590173,0.07802035,0.604844,0.5709142,0.5176617,0.6695637,0.4630103,0.15467249,0.6304931,-0.07877749,-0.059964377,0.14919418,0.13057865,0.14578061,0.042160176,0.23789316
-0.27086374,-0.0037908591,0.7764974,0.3669692,0.63768417,0.5674005,0.4242981,0.41382945,0.00072438177,0.24375129,0.60072803,0.3715295,0.42738825,0.51548177,0.6375908,0.52607644,0.0141287595,0.5567352,0.5434877,0.459424,0.6679089,0.43382195,0.12987608,0.59883857,-0.12891787,-0.13357307,0.14229296,0.1420823,0.08571907,0.027445883,0.21916737
-0.32479885,0.206188,1.0922678,0.5159342,0.78839636,0.19498318,-0.19730523,0.1682492,-0.5507796,0.5129872,0.86968225,0.7402752,0.42421246,0.5857599,0.65826887,1.0922741,0.18616548,0.73544365,1.0172025,0.7704083,1.0972693,0.42283395,-0.022848248,0.78145444,-0.04984996,-0.036717247,0.39972812,0.4440527,0.31456956,0.33654523,0.657122
-0.07159972,0.19298837,0.69287604,0.51258385,0.65173775,0.69657737,0.48111388,0.7971388,0.25512925,0.39872164,0.6287456,0.4671467,0.3352153,0.5582635,0.7141791,0.79637295,0.15619037,0.7857767,0.6929257,0.8192505,0.81314504,0.50452965,0.09815804,0.6925872,0.026779816,0.12851807,0.2559076,0.34791714,0.33540878,0.1365173,0.3768641
-0.1810743,0.0910644,0.795151,0.45686886,0.7157385,0.6836191,0.49151886,0.71645254,0.17225899,0.326712,0.6369899,0.4501403,0.3541311,0.5796449,0.74630433,0.73673344,0.07248443,0.7463976,0.71001136,0.71824193,0.8088955,0.5045925,0.07907291,0.7252728,-0.07245128,0.014354548,0.20916714,0.26088384,0.2628047,0.069624305,0.34996754
-0.21957308,0.015951905,0.73828995,0.45645142,0.7290768,0.6224836,0.4314172,0.58604205,0.049686026,0.3071456,0.66984415,0.51110876,0.24949324,0.629694,0.775667,0.6647072,-0.020396847,0.6979598,0.65426147,0.6177661,0.80298835,0.49048018,0.068066835,0.73202604,-0.14196509,-0.0418748,0.17369933,0.27102402,0.2000502,0.03954514,0.32739818
-0.23828682,0.041007247,0.8315072,0.4382459,0.7353417,0.63721293,0.45019692,0.6325879,0.08741386,0.2963295,0.6454037,0.47472712,0.3311871,0.59293205,0.75418454,0.7061783,0.022880193,0.70931387,0.7128437,0.6657127,0.80032337,0.50009376,0.051697124,0.7382274,-0.103674494,-0.03988559,0.18419147,0.24849007,0.22577006,0.054523364,0.34692067
-0.38210174,-0.0447132,0.9201372,0.49757883,0.81920964,0.5254151,0.3101436,0.4167909,-0.23725498,0.2679451,0.761474,0.6340136,0.29589188,0.6561819,0.84032696,0.76078874,-0.0872993,0.7595226,0.7474438,0.6307681,0.9487092,0.5284458,-0.010880083,0.83700836,-0.21041769,-0.14707337,0.19138786,0.31772733,0.17121743,0.0826609,0.4320261
-0.48203996,-0.05872654,1.2951276,0.57336307,0.9021634,0.50827193,0.2779817,0.2401109,-0.48812166,0.30819976,0.86586076,0.6766154,0.47057235,0.7167501,0.84420514,0.9219033,0.013847372,0.719883,0.8610492,0.5917418,1.0083382,0.5785264,-0.026058212,0.8974802,-0.21343704,-0.20941101,0.2278595,0.3108603,0.19587606,0.17151381,0.52735835
-0.33235162,-0.03781251,0.87216425,0.56726426,0.88716304,0.68792206,0.4448092,0.69294125,-0.047527626,0.28607154,0.8097768,0.7220235,0.22792959,0.8087331,0.9849878,0.87032497,-0.09849743,0.88189656,0.83787006,0.7861953,1.0551286,0.60193735,-0.004446149,0.9847308,-0.24912913,-0.09243019,0.19742346,0.41429326,0.23827516,0.040777087,0.4718385
-0.27482852,0.04540859,0.8994917,0.42254204,0.6534859,0.277355,0.10853769,0.1853253,-0.3259137,0.30832657,0.625191,0.500563,0.30506894,0.472337,0.5706047,0.696857,0.054058854,0.5858025,0.67769134,0.5136523,0.76280254,0.37070677,-0.0034840032,0.63049036,-0.056045197,-0.062636584,0.23177782,0.23931196,0.19244951,0.13345902,0.419432
-0.15647301,0.07410554,0.7799921,0.42529693,0.68810755,0.71984386,0.5591699,0.6291937,0.19692054,0.3211034,0.64535433,0.36801043,0.3820368,0.5524024,0.70203924,0.6282634,0.09530499,0.65419286,0.5995196,0.61312044,0.70280015,0.46021643,0.15882361,0.6548195,-0.08301299,-0.00530231,0.17360874,0.1890433,0.19243762,0.048991665,0.24481696
-0.25237072,-0.010519583,0.77978855,0.48276818,0.7658764,0.627502,0.46713635,0.5571822,0.012663618,0.28368613,0.6945998,0.52717066,0.24199173,0.651175,0.8142472,0.6567187,-0.050667144,0.7014611,0.6519081,0.60119617,0.8231582,0.5126199,0.06962336,0.7627919,-0.18350954,-0.07783911,0.160945,0.2688827,0.17151998,0.016733147,0.3390696
-0.268329,0.07827097,0.82422465,0.34153223,0.63390136,0.31955922,0.14078535,0.12028116,-0.27224156,0.2951397,0.58099663,0.42676747,0.3833785,0.45832145,0.49651507,0.58835894,0.1306,0.5045138,0.60955006,0.4327142,0.621704,0.32227814,0.08190463,0.4971097,-0.103016846,-0.07405652,0.17271805,0.18105009,0.13125174,0.13050042,0.3177938
-0.3835386,0.070328414,1.0417587,0.48933572,0.7481185,0.26786643,0.01804465,-0.00935173,-0.5572295,0.4049204,0.73675585,0.57148206,0.4500153,0.6083798,0.5829294,0.7859949,0.1963146,0.62567055,0.8108938,0.49867958,0.74622136,0.36002225,0.093587354,0.6314296,-0.14487174,-0.11801222,0.23320524,0.31997946,0.1722297,0.23374301,0.46624416
-0.36193356,-0.011672452,0.92907226,0.46827492,0.7423431,0.36896104,0.17694628,0.240677,-0.3585724,0.27519026,0.71178085,0.6193528,0.29558748,0.5865664,0.7250684,0.74976134,-0.0425973,0.6635958,0.71950305,0.56535804,0.8879151,0.4500817,-0.03217946,0.7726036,-0.15974247,-0.11794612,0.21551637,0.3033224,0.17728384,0.12486388,0.44203138
-0.2612072,0.037549954,0.9282346,0.5967086,0.82762206,0.645479,0.40883866,0.59281254,-0.09292749,0.2757794,0.72361624,0.66792625,0.23365042,0.73513776,0.8816185,0.85542375,-0.0059087593,0.8278702,0.81581336,0.7409338,1.0016518,0.57318175,-0.055106863,0.9218383,-0.14316621,0.00468773,0.24228555,0.35749048,0.28374955,0.0837796,0.49471033
-0.2966238,0.052319523,0.94877857,0.5067444,0.74845916,0.39230087,0.15883976,0.3882993,-0.27846274,0.27900565,0.7084739,0.65898037,0.268072,0.6042985,0.75544006,0.89615613,-0.0014575999,0.7586592,0.8496962,0.7279671,0.9940595,0.48739845,-0.10357475,0.8485443,-0.10282477,-0.019956935,0.2890058,0.35941523,0.2937675,0.13559082,0.5508405
-0.54628986,-0.11954027,1.3084993,0.6008057,0.9743181,0.7509395,0.45645565,0.5057572,-0.30282396,0.22165778,0.9704075,0.7585556,0.51949173,0.8737147,1.068182,0.9690411,-0.09530503,0.8593668,0.9216689,0.7371396,1.1720014,0.67081434,-0.0063260943,1.1010749,-0.32667267,-0.2373072,0.21455804,0.40077326,0.17949174,0.11525692,0.5320218
-0.13966945,0.18651849,0.73545563,0.55088586,0.7603172,0.7697705,0.4979215,0.9719515,0.29686737,0.42141056,0.73367345,0.57282746,0.34223968,0.6595135,0.85614294,0.9428569,0.1543937,0.91792595,0.8510478,0.9854718,0.91811144,0.56359357,0.07490496,0.81175894,-0.02748777,0.10097441,0.27698243,0.49088126,0.3933522,0.16245688,0.44661212
-0.20367509,0.093596876,0.908296,0.59013313,0.7975413,0.69629854,0.4522433,0.7226274,0.064322956,0.3233297,0.71963346,0.6100155,0.2792505,0.6990919,0.8737108,0.8844414,0.026709713,0.854347,0.8087968,0.81495184,0.9689966,0.57014763,-0.038157,0.8927337,-0.08933886,0.047134317,0.2639726,0.38286155,0.32835153,0.10607457,0.481223
-0.3532635,-0.0499828,0.91951615,0.42209256,0.73547316,0.39729133,0.23002473,0.2557668,-0.24484351,0.2230835,0.6784573,0.558906,0.31529433,0.58518404,0.68467504,0.68766785,-0.08349944,0.600222,0.68082476,0.5123865,0.773969,0.42439055,-0.049254596,0.7091338,-0.1801821,-0.16118193,0.17653073,0.2780059,0.16203101,0.07354326,0.39142913
-0.30662522,-0.01914592,0.87277764,0.45085773,0.74893427,0.4886925,0.3254979,0.3901627,-0.15992029,0.23503096,0.6551416,0.5473485,0.28134328,0.5858176,0.7401928,0.67861813,-0.06727957,0.63687336,0.68002105,0.54341465,0.79611397,0.47800192,-0.011999361,0.74186176,-0.1630849,-0.11160067,0.17574492,0.23434058,0.18177634,0.034843184,0.38038215
-0.46514985,-0.09070813,1.2102127,0.50580907,0.89918154,0.7215552,0.46375045,0.5223583,-0.17539056,0.20285693,0.82634884,0.6214883,0.5394751,0.7662658,0.9265363,0.85838735,-0.06881192,0.7641767,0.8518435,0.65601146,1.0085651,0.60170925,0.01588136,0.9161339,-0.2580313,-0.20470086,0.16848153,0.30755553,0.16100283,0.07270693,0.46251494
-0.21197088,0.049814507,0.7722229,0.46168435,0.7386875,0.6611568,0.48122594,0.66319084,0.095906794,0.30074766,0.6596213,0.49623814,0.2878976,0.61232454,0.77203935,0.7067549,0.029773178,0.742174,0.68746346,0.68655914,0.7896619,0.51013815,0.06276487,0.74058956,-0.10877473,-0.02411019,0.18297642,0.27164605,0.21978836,0.04582321,0.3491937
-0.2979563,-0.041135572,0.7979173,0.38794214,0.6360321,0.46056727,0.31838888,0.338355,-0.13853277,0.24864869,0.63502944,0.4256464,0.37682092,0.5282302,0.6380422,0.56529266,-0.060596906,0.5555579,0.5661837,0.477739,0.6936299,0.42125836,0.07180764,0.62027484,-0.15458271,-0.16279505,0.15794525,0.19011581,0.08894201,0.039797492,0.282288
-0.3221884,0.00874804,1.0371275,0.5772277,0.8519052,0.61462116,0.41149706,0.5794088,-0.11099057,0.23824592,0.775463,0.6675795,0.29414308,0.719143,0.920107,0.8744529,-0.06459207,0.81131834,0.8456435,0.7806688,1.016573,0.6013571,-0.07000986,0.93627,-0.17583694,-0.08165002,0.24451351,0.38921237,0.25936714,0.08930534,0.519218
-0.32937008,0.052351434,0.98260146,0.5072024,0.8220775,0.69478905,0.45524114,0.7773516,0.04549891,0.2928862,0.7541095,0.6072179,0.3873335,0.72849005,0.9113741,0.923102,-0.015183844,0.8784758,0.8700173,0.8624141,1.0205466,0.6116041,-0.04210481,0.90217775,-0.1286745,-0.042466227,0.2627983,0.3918302,0.31034833,0.09474127,0.49169114
-0.51062363,-0.1042014,1.2719314,0.52777183,0.9766098,0.71671224,0.4645507,0.596437,-0.14032923,0.19917521,0.9081452,0.68669045,0.5436922,0.8382879,1.0122035,0.9330577,-0.15929368,0.8159004,0.9408599,0.7573383,1.0777956,0.6478717,-0.037885204,0.98934805,-0.2871155,-0.24251516,0.20390481,0.39133906,0.20054059,0.08053595,0.51414335
-0.33691162,-0.042972505,1.0435328,0.44079718,0.74283516,0.5533502,0.34613404,0.30658558,-0.23254949,0.25328037,0.6772608,0.47583818,0.44611347,0.58504134,0.6751216,0.6627328,0.032583486,0.61052877,0.66356397,0.47974572,0.7721885,0.46331844,0.08005197,0.68036985,-0.17612308,-0.15456717,0.15636335,0.1998229,0.1168798,0.08753693,0.35345015
-0.24323057,-0.0071312115,0.9407908,0.43103418,0.72177804,0.73470557,0.5617323,0.48680776,0.050643515,0.25298977,0.63568044,0.38854346,0.45009744,0.573969,0.6925167,0.59329426,0.07131854,0.6198266,0.63725257,0.50446475,0.7108994,0.4820709,0.17884547,0.6865144,-0.1323187,-0.116863,0.1363636,0.13188426,0.113367416,0.035574213,0.25670597
0.07865851,0.5060131,0.84057903,0.8185156,0.7886071,0.96641195,0.5295304,1.4100721,0.5237319,0.7035561,0.82161164,0.7656001,0.44427645,0.76548994,0.97393364,1.4661779,0.4646314,1.2608669,1.1333545,1.4744943,1.2559385,0.7137702,0.13625854,1.0524273,0.19486316,0.41591698,0.47210777,0.7615281,0.6948554,0.40833735,0.7085245
-0.26998243,0.02250212,0.9597244,0.4522207,0.74485713,0.69701505,0.536107,0.5602489,0.045776624,0.2980234,0.68736917,0.4062084,0.46051383,0.5761827,0.7511057,0.6698412,0.05620298,0.65740436,0.6854552,0.58784574,0.7698889,0.52639914,0.14389785,0.714305,-0.113786146,-0.0991233,0.17291561,0.1697925,0.16764154,0.056427263,0.31056935
-0.14642157,0.0678792,0.8184285,0.4628561,0.7053172,0.7562768,0.65544343,0.5187528,0.16261731,0.32435322,0.61090183,0.31588143,0.40668058,0.5239334,0.67624664,0.52620727,0.15785068,0.6063362,0.5378328,0.48734367,0.6379875,0.47328863,0.24511677,0.60840356,-0.07858651,-0.04191765,0.13182542,0.087987125,0.13606472,0.03340465,0.19766605
-0.35498276,-0.028308958,1.0640255,0.46319866,0.8233949,0.66471016,0.46612242,0.48256588,-0.12531011,0.24587443,0.74957013,0.5272399,0.4495809,0.67000705,0.82204366,0.7533997,0.006454438,0.7002138,0.78876114,0.6156018,0.91545415,0.5632956,0.068041086,0.8140388,-0.20150924,-0.14871836,0.17095995,0.23136479,0.16732772,0.06619792,0.38688397
-0.20188746,0.021975202,0.6977856,0.3604352,0.62140787,0.4437299,0.3178791,0.3487453,-0.05896511,0.29152313,0.5791236,0.39280793,0.32393673,0.46767116,0.5810689,0.52733463,0.033854578,0.5329341,0.5621442,0.4838649,0.62524825,0.3981967,0.097474486,0.5452343,-0.10481929,-0.09355286,0.16408838,0.15104118,0.113400735,0.06750276,0.24193911
-0.22621536,0.0017960481,0.8493288,0.40805182,0.68225986,0.64502037,0.4890075,0.43557525,0.015858293,0.26826286,0.61422855,0.37756282,0.38601357,0.5409866,0.65709674,0.5390987,0.061717547,0.58186305,0.5751047,0.47557846,0.6657936,0.45492393,0.15810919,0.6192059,-0.12162158,-0.10053016,0.14050004,0.13512215,0.116681986,0.038624883,0.2477361
-0.1803532,0.057942282,0.81718993,0.4381454,0.716449,0.68415624,0.5593197,0.5754884,0.1426118,0.3011249,0.6313831,0.35969332,0.3899426,0.5178493,0.6909466,0.5907636,0.07451065,0.63918555,0.5909495,0.564408,0.67682076,0.47428226,0.16098124,0.62771505,-0.08491408,-0.051570673,0.15685232,0.16092876,0.1605107,0.040300056,0.25720805
-0.24420582,-0.01312729,0.7460353,0.41923213,0.7315086,0.64514035,0.53056836,0.49716556,0.05753341,0.29008466,0.68031114,0.42478707,0.31234863,0.5930606,0.7493505,0.5492356,-0.011770871,0.62705165,0.5836357,0.5114729,0.719978,0.45386767,0.15460221,0.66796535,-0.1835335,-0.11767234,0.124263674,0.18855523,0.114743166,0.0023808703,0.24546814
-0.37859324,-0.09069825,0.97202575,0.43443063,0.80624324,0.6946439,0.4793451,0.48391688,-0.07226272,0.18789603,0.7409214,0.5358101,0.4135177,0.71515393,0.8336289,0.6811691,-0.07336064,0.68906444,0.7270288,0.5725296,0.8656183,0.4968254,0.06960586,0.8060572,-0.25376436,-0.18578474,0.13534312,0.27368328,0.11252024,0.03617792,0.3407236
-0.40225342,-0.05966325,1.1718321,0.52491295,0.8537516,0.7158408,0.49291605,0.4827233,-0.15492363,0.21902552,0.7869314,0.5728028,0.49468356,0.72897786,0.88747835,0.8104735,-0.024660695,0.7269235,0.79208916,0.6342776,0.94790566,0.5849272,0.039922073,0.8752164,-0.2237719,-0.16978642,0.19193855,0.2824136,0.15068805,0.06532348,0.42350867
-0.33344916,-0.043054834,1.0380158,0.4453488,0.77106714,0.62766284,0.4370819,0.43609738,-0.10262552,0.22045709,0.68809026,0.4967183,0.4408998,0.61117846,0.74857163,0.69245094,-0.01861649,0.64092547,0.7060401,0.5584155,0.80537,0.5042181,0.05538788,0.74224126,-0.17668208,-0.15792918,0.15731873,0.22238326,0.13407192,0.053987205,0.35701317
