rely,data,time,stor,turn,acap,pcap,lexp,modp,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_aexp_data,actual
1.0,0.0,0.1666666666666668,1.0,0.7142857142857147,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.026149370220031,0.0,0.0,0.0697316539200826,0.026149370220031,0.052298740440062,0.0747124863429457,0.0139463307840165,0.0,0.0186148971836301
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.0,0.2142857142857144,0.0305046950401561,0.0,0.0,0.0087156271543303,0.0305046950401561,0.0610093900803122,0.056651576503147,0.0162691706880832,0.0,0.0171228969378889
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.0,0.0,0.2631578947368424,0.0,0.0200519154718558,0.0401038309437115,0.0,0.0057291187062445,0.0200519154718558,0.0401038309437116,0.0372392715905893,0.0,0.0,0.0064156010566872
0.6153846153846153,0.0,0.4545454545454546,1.0,0.4642857142857144,0.2,0.0,0.6315789473684218,0.666666666666667,0.0008884862633055,0.0017769725266109,0.0,0.002369296702148,0.0024231443544695,0.0028135398338007,0.0016500459175673,0.0,0.0,0.0047480713702705
1.0,0.0,0.4545454545454546,0.1071428571428572,0.0,0.2,0.2222222222222222,1.0,0.2142857142857144,0.001672444730928,0.0057606429620853,0.0,0.0004778413516937,0.0045612129025309,0.003344889461856,0.0,0.0008919705231615,0.0,0.0048358360906082
1.0,0.272727272727273,0.4545454545454546,1.0,0.0,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.003588787651783,0.0071775753035659,0.0015380518507641,0.0095701004047546,0.0097876026866809,0.007177575303566,0.0,0.0019140200809509,0.1583577712609973,0.0029927769635162
1.0,0.272727272727273,0.4545454545454546,1.0,0.0,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0014111252417205,0.0,0.0006047679607373,0.003763000644588,0.0038485233865104,0.002822250483441,0.0,0.0007526001289175,0.0,0.0002720706330469
0.6153846153846153,1.0,0.4545454545454546,0.3749999999999999,0.7142857142857147,0.2,0.4166666666666667,0.2631578947368424,1.0,0.2770160798592359,0.5540321597184714,0.4353109826359416,0.2770160798592359,0.7554983996160972,0.4155241197888537,0.791474513883532,0.2770160798592359,0.580645161290323,1.0
0.6153846153846153,0.636363636363637,0.1666666666666668,0.3749999999999999,0.2499999999999999,0.0,0.4166666666666667,0.2631578947368424,0.2142857142857144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1847507331378303,0.5787293423789506
1.0,0.636363636363637,0.1666666666666668,0.3749999999999999,0.7142857142857147,0.0,0.527777777777778,0.6315789473684218,1.0,0.2587237156147105,0.0,0.2587237156147105,0.2587237156147105,0.2587237156147105,0.5174474312294212,0.7392106160420309,0.3277167064453001,0.0,0.5611763983114068
0.3846153846153847,1.0,0.090909090909091,0.2499999999999998,0.0,0.2,0.4166666666666667,0.2631578947368424,0.2142857142857144,0.2177836623055347,0.4355673246110692,0.3422314693372684,0.1451891082036897,0.1187910885302916,0.326675493458302,0.0,0.2177836623055347,0.580645161290323,0.2149445765791067
0.6153846153846153,0.272727272727273,0.4090909090909091,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.1010609571261824,0.0,0.0433118387683638,0.0288745591789092,0.2480587129460839,0.1010609571261824,0.1876846346629103,0.0538991771339639,0.0,0.0630238456745157
0.6153846153846153,0.272727272727273,0.1212121212121213,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0653472936011567,0.0,0.0280059829719242,0.0186706553146162,0.0475253044372048,0.0653472936011567,0.1213592595450053,0.0348518899206169,0.0,0.0467873724120378
0.2,0.272727272727273,0.090909090909091,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.0,0.0,0.0766711381334819,0.4003937213637386,0.0328590592000636,0.0219060394667091,0.041820620800081,0.0383355690667409,0.0,0.0766711381334819,0.4134897360703818,0.039239606462994
0.6153846153846153,1.0,0.2272727272727271,0.1071428571428572,0.0,0.2,0.2222222222222222,0.2631578947368424,0.0,0.0313757600041811,0.0627515200083621,0.0493047657208559,0.0089645028583374,0.0427851272784287,0.0627515200083622,0.0,0.0167337386688965,0.580645161290323,0.0453831368866343
0.2923076923076922,0.272727272727273,0.1060606060606061,0.1071428571428572,0.7142857142857147,0.2,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.0400864096444312,0.0801728192888623,0.0171798898476133,0.0114532598984089,0.0255095334100925,0.0200432048222155,0.1145325989840892,0.0213794184770299,0.1583577712609973,0.0334471349207045
0.6153846153846153,0.0,0.5303030303030305,0.3749999999999999,0.0,0.3866666666666667,0.4166666666666667,0.2631578947368424,0.0,0.0064633020330656,0.0129266040661311,0.0,0.0064633020330656,0.0205650519233905,0.0096949530495984,0.0,0.0064633020330656,0.0,0.0072054835397267
0.6153846153846153,0.636363636363637,0.1666666666666668,0.3749999999999999,0.7142857142857147,0.2,0.2222222222222222,0.6315789473684218,0.666666666666667,0.0095991359035556,0.0191982718071111,0.0095991359035556,0.0095991359035556,0.0095991359035556,0.0191982718071112,0.0274261025815874,0.0051195391485629,0.3695014662756604,0.0080831307431038
0.2,0.272727272727273,0.0,0.0,0.4642857142857144,0.5200000000000001,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.000139370394244,0.0007278231699408,5.973016896171428e-05,0.0,0.0,0.000139370394244,0.0002588307321674,7.433087693013334e-05,0.4134897360703818,0.0001228706084728
0.2,0.272727272727273,0.0,0.0,0.4642857142857144,0.3866666666666667,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4134897360703818,0.0
1.0,0.636363636363637,0.7272727272727273,1.0,0.7142857142857147,0.2,0.2222222222222222,0.6315789473684218,0.4285714285714286,0.0522813191407815,0.0,0.0522813191407815,0.139416851042084,0.2281366653415918,0.0522813191407815,0.1493751975450901,0.0278833702084167,0.0,0.0927760858690023
0.2,0.636363636363637,0.0,0.0,0.4642857142857144,0.0,0.4166666666666667,0.2631578947368424,0.666666666666667,0.337990627340987,0.0,0.337990627340987,0.0,0.0,0.1689953136704934,0.6276968793475478,0.337990627340987,0.0,0.0610930218270859
1.0,0.636363636363637,0.7272727272727273,1.0,0.2499999999999999,0.2,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.0348600198602811,0.0,0.0348600198602811,0.0929600529607496,0.1521164502994083,0.0697200397205622,0.0348600198602811,0.0185920105921499,0.0,0.0525798439543272
0.6153846153846153,0.636363636363637,0.090909090909091,0.0,0.0,0.3866666666666667,0.4166666666666667,0.2631578947368424,0.2142857142857144,0.0183097855438058,0.0366195710876115,0.0183097855438058,0.0,0.0099871557511668,0.0183097855438058,0.0,0.0183097855438058,0.3695014662756604,0.0196680738276827
0.0,0.0,0.090909090909091,0.3749999999999999,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.2631578947368424,1.0,0.0095991359035556,0.0095991359035556,0.0,0.0095991359035556,0.0052358923110303,0.0191982718071112,0.0178269666780318,0.0095991359035556,0.0,0.0066788952177003
0.2,0.5000000000000006,0.0,0.0,0.0,0.64,0.6527777777777778,0.0,0.4285714285714286,0.0113412658316057,0.0226825316632113,0.0089109945819759,0.0,0.0,0.0041584641382554,0.0,0.0177679831361822,0.2903225806451618,0.0043092477685819
0.2,0.0,0.0,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0505391892127314,0.0,0.0,0.0144397683464947,0.0,0.0,0.0938584942522155,0.02695423424679,0.0,0.0036071300058802
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0113412658316057,0.0113412658316057,0.0048605424992595,0.0,0.0,0.0170118987474085,0.0,0.0113412658316057,0.0791788856304987,0.00053536479406
0.3846153846153847,0.272727272727273,0.0,0.0,0.4642857142857144,0.0,0.0,0.0,0.2142857142857144,0.0036758941481855,0.0,0.0015753832063652,0.0,0.0,0.0055138412222782,0.0068266605609159,0.0,0.0,0.0001843059127092
0.3846153846153847,0.0,0.0,0.0,0.0,0.2,0.6527777777777778,0.2631578947368424,0.666666666666667,0.0008884862633055,0.0,0.0,0.0,0.0,0.001776972526611,0.0,0.0013919618125119,0.0,0.0001843059127092
0.2,0.0,0.0,0.0,0.0,0.3866666666666667,0.0,0.0,0.2142857142857144,0.002891935680563,0.0,0.0,0.0,0.0,0.002891935680563,0.0,0.0,0.0,8.776472033771834e-06
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.2,0.3194444444444446,0.0,0.3095238095238095,0.0379087472343687,0.0758174944687373,0.0270776765959776,0.010831070638391,0.0,0.0467541215890547,0.1083107063839106,0.0290633728796826,0.2639296187683288,0.0034316005652047
0.3846153846153847,0.454545454545455,0.0,0.3749999999999999,0.7142857142857147,0.2,0.4166666666666667,0.0,0.4285714285714286,0.0231877493423459,0.0463754986846917,0.0165626781016756,0.0231877493423459,0.0,0.0285982241888932,0.0662507124067026,0.0231877493423459,0.2639296187683288,0.0067666599380381
0.2,0.454545454545455,0.090909090909091,0.3749999999999999,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.0,0.666666666666667,0.0249298792703959,0.0498597585407917,0.0178070566217113,0.0249298792703959,0.0135981159656704,0.0307468511001549,0.0712282264868455,0.0249298792703959,0.2639296187683288,0.0071177188193889
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.0,0.4285714285714286,0.028762565112106,0.0575251302242119,0.0205446893657899,0.008217875746316,0.0,0.0354738303049307,0.08217875746316,0.028762565112106,0.2639296187683288,0.0087852485058056
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.3866666666666667,0.2222222222222222,0.0,0.4285714285714286,0.0618630337450567,0.1237260674901133,0.044187881246469,0.0176751524985876,0.0,0.0762977416189032,0.1767515249858764,0.0329936179973635,0.2639296187683288,0.01054054291256
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6315789473684218,0.666666666666667,0.0183097855438058,0.0,0.0,0.0,0.0,0.0366195710876116,0.0,0.0,0.0,0.0026417180821653
0.2,0.0,0.0,0.0,0.4642857142857144,0.64,0.6527777777777778,0.0,0.666666666666667,0.4024494346788383,0.4024494346788383,0.0,0.0,0.0,0.201224717339419,0.747406092974986,0.6305041143301799,0.0,0.1111189124195855
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.0,0.2631578947368424,0.0,0.077542203097507,0.1550844061950139,0.0332323727560744,0.0,0.0,0.0387711015487534,0.0,0.0,0.1583577712609973,0.0131734845226915
0.6153846153846153,0.272727272727273,0.4545454545454546,0.3749999999999999,0.0,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0191808505078308,0.0383617010156615,0.008220364503356,0.0191808505078308,0.0523114104759021,0.0191808505078308,0.0,0.0102297869375097,0.1583577712609973,0.0149287789294459
0.2,0.272727272727273,0.0,0.0,1.0,0.64,1.0,0.0,1.0,0.0069859410114806,0.0139718820229611,0.0029939747192059,0.0,0.0,0.0069859410114806,0.0279437640459224,0.0167662584275534,0.1583577712609973,0.0101894840312091
0.2,0.0,0.0,0.1071428571428572,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.6315789473684218,1.0,0.0054180240762356,0.0108360481524711,0.0,0.0015480068789244,0.0,0.0027090120381177,0.0100620447130089,0.0054180240762356,0.0,0.0030805416838539
0.2,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.0,0.0,0.6315789473684218,0.4285714285714286,0.002891935680563,0.0057838713611259,0.0,0.002891935680563,0.002891935680563,0.0043379035208444,0.0053707376924741,0.0,0.0,0.0007108942347355
0.3846153846153847,0.0,0.0,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.0,0.2142857142857144,0.0021079772129405,0.0,0.0,0.0006022792036972,0.0,0.0021079772129405,0.0,0.0021079772129405,0.0,0.0012374825567618
0.2,0.0,0.0,0.0,0.0,0.2,0.6527777777777778,0.0,0.666666666666667,0.003763000644588,0.0,0.0,0.0,0.0,0.0,0.0,0.0058953676765212,0.0,0.0010619531160863
0.6153846153846153,0.0,0.4545454545454546,0.3749999999999999,0.4642857142857144,0.2,0.4166666666666667,0.6315789473684218,0.666666666666667,0.0217940453999059,0.0217940453999059,0.0,0.0217940453999059,0.0594383056361069,0.0435880907998118,0.0404746557426824,0.0217940453999059,0.0,0.0835607902335419
0.3846153846153847,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.6315789473684218,0.666666666666667,0.0130833957596557,0.0261667915193113,0.0,0.0130833957596557,0.0130833957596557,0.0196250936394835,0.0242977349822177,0.0130833957596557,0.0,0.0202824268700467
1.0,0.0,1.0,0.3749999999999999,0.4642857142857144,0.0,0.0,0.0,0.2142857142857144,0.0200519154718558,0.0,0.0,0.0200519154718558,0.1203114928311347,0.0401038309437116,0.0372392715905893,0.0,0.0,0.0108916017939108
0.3846153846153847,0.0,0.090909090909091,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.2631578947368424,0.2142857142857144,0.0183097855438058,0.0366195710876115,0.0,0.0052313672982302,0.0099871557511668,0.0274646783157086,0.0,0.0183097855438058,0.0,0.0056257185736477
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.6315789473684218,0.666666666666667,0.004111426630198,0.0141615806151264,0.0,0.0011746933229137,0.004111426630198,0.008222853260396,0.0076355065989391,0.0021927608694389,0.0,0.0044847772092574
0.3846153846153847,0.0,0.0,0.0,0.0,0.2,0.2222222222222222,0.2631578947368424,0.0,0.0226651103639309,0.0453302207278617,0.0,0.0,0.0,0.0339976655458963,0.0,0.0120880588607631,0.0,0.0038704241668933
0.2,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.0933333333333334,0.0,1.0,0.2142857142857144,0.0062019825438581,0.0,0.0,0.0062019825438581,0.0062019825438581,0.0124039650877162,0.0115179675814507,0.0,0.0,0.0028172475228407
0.3846153846153847,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2631578947368424,0.0,0.0069859410114806,0.0,0.0,0.0,0.0,0.0104789115172208,0.0,0.0037258352061229,0.0,0.0007986589550732
