AFP,Input,Output,Enquiry,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_AFP_PDR_AFP,Effort
0.0049167736,0.0001383489,0.007606785,0.015088464,0.006751026,0.15700087,0.13327849,0.14885426,0.14085597,0.051448986,0.017337447,-0.0006915292,0.0073888013,0.00065474317,0.0036455884,0.006383614,0.00043816352,0.0047170357,0.0022806055,0.015972052,0.014947889
0.006163616,0.0014746571,-0.0025455616,0.1001296,0.0006562164,0.053782333,0.04807787,0.053928502,0.055493746,0.021401592,0.01968136,-0.0003551453,0.003771295,0.00019987463,0.0022982033,0.004402428,-0.000100929756,0.0032029222,0.0052656904,0.019574609,0.015695212
0.003260551,0.004353228,0.002621672,0.003025175,0.0036523729,0.05625744,0.046424977,0.051076464,0.048682094,0.03650026,0.004864846,-0.0002907752,0.001413956,0.0004865959,-0.0006857888,0.00034127533,0.00016588526,0.0006428282,0.0009883632,0.0058184555,0.0044252547
0.017939568,0.016836466,-0.007699048,0.014964357,0.026245933,0.1388553,0.12974533,0.11904045,0.12167263,0.077560514,0.08501321,0.0015638286,0.033049792,0.0030168206,0.01936921,0.031753913,0.0021738838,0.024224047,0.011663234,0.08927022,0.084351495
0.0047194036,0.0034966194,0.007279889,0.009174705,0.005935643,0.033529703,0.033767067,0.025415445,0.03170196,0.07779764,0.0055880286,-0.00025764585,0.0012668644,0.0005716841,-0.00034122565,0.0018100408,-0.00010104128,-0.00082538463,0.001179393,0.008262902,0.0053243833
0.007949641,0.005871797,0.0061181528,0.04569462,0.0031131208,0.085768625,0.07727957,0.07585081,0.07826187,0.051406015,0.020197593,-0.00015746919,0.0050077047,0.0006160886,0.002572384,0.005172413,0.00012758514,0.0035394183,0.002877742,0.02061075,0.018415298
0.02118907,0.013684392,-0.006949759,0.14568216,0.025518246,0.035056144,0.028682906,0.037069555,0.037005052,0.07292129,0.024474952,0.00032463518,0.002623177,0.0014086828,0.00084285386,0.0012478104,0.0008100086,0.0014751949,0.007584188,0.023808446,0.021179765
0.005238928,0.0019487059,0.020740222,0.0067191725,0.010042041,0.053495765,0.03944553,0.04859937,0.04127073,0.041754965,0.012552968,-0.00020578527,0.0028676863,0.0008970479,0.00022974139,0.0016314266,0.00038761145,0.0029323134,0.0010437601,0.013505664,0.00925203
0.0018930333,0.00027791504,0.009894161,0.008232895,0.005279094,0.08105495,0.06676006,0.07813114,0.071592696,0.043246273,0.0121984435,-0.00022228516,0.004936465,0.00059708755,0.0014636467,0.003948713,0.00013067992,0.0043322747,0.0012394876,0.01196238,0.009121384
0.009602781,0.00627055,-0.0005326783,0.08624282,0.020465761,-0.008926896,-0.015507016,-0.004594974,-0.008965284,0.09875246,0.0018164832,0.0005315031,0.005419897,0.0011134258,-0.00034676725,0.00041595515,0.0007417406,0.0004613176,0.003501641,0.0047883526,0.0036763595
0.0046863663,0.0051255007,0.00424072,0.0089237,0.0033496306,0.059876088,0.051311903,0.055412065,0.053406656,0.036842585,0.011354229,-0.0002017871,0.00267194,0.0003806149,0.0006707343,0.0025383905,0.00017312908,0.0018995078,0.00073491305,0.0118597895,0.009275095
0.00428682,0.0018757228,0.016110912,0.01176452,0.0051186495,0.14876021,0.12457358,0.14322461,0.13011798,0.05887883,0.025774892,-0.0005003716,0.0096265245,0.00023769529,0.0056389184,0.010149352,0.0002566827,0.008959599,0.0012821528,0.022893142,0.01760824
0.0027141692,0.0017129872,0.005237719,0.001074424,0.0011769375,0.07145098,0.060670488,0.07011539,0.066715285,0.017082153,0.008658249,-0.00028807065,0.0033699672,0.00045769126,0.0011543512,0.0032585654,5.8959587e-05,0.003319697,0.0008568113,0.0073867044,0.0043750503
0.0063321814,0.004995979,0.010909619,0.028691392,0.008569109,0.023545332,0.017304631,0.021479366,0.019005433,0.06447657,0.005982482,-0.000133508,0.002447407,0.00031779788,-0.00013453707,0.0011019328,0.00018465635,7.10343e-05,0.0011124146,0.007972373,0.004859145
0.0068216603,0.0024973024,0.03128037,0.017415574,-0.0034946455,0.10819379,0.09350604,0.10030504,0.09676478,0.032225884,0.029917533,7.9598045e-05,0.008894045,0.0006956548,0.0047333986,0.008378352,0.0003733138,0.0077830036,0.00323838,0.028137388,0.025117235
0.0023636185,0.0025193878,-0.015766189,0.008197185,0.0017923755,0.11036871,0.09573553,0.10180534,0.09977637,0.06384458,0.0061359704,-0.0005460224,0.0034737375,0.0004416108,0.0008063506,0.0026958575,0.00012168294,0.002146965,0.0016526358,0.0072629065,0.0060350564
0.031560972,0.018282946,0.035825305,0.043725695,0.046669003,0.032245316,0.027037613,0.031044047,0.030815018,0.042980388,0.039647125,0.0010708874,0.002538664,0.0028814268,0.0016218364,0.0021557661,0.0016550202,0.0033241198,0.0026752385,0.03777858,0.032754328
0.0049285307,0.004538515,0.012131732,0.0026815925,0.0049267495,0.036723997,0.031176373,0.032802075,0.032432776,0.02903907,0.006339631,-0.00031488098,0.00058500166,0.00036419556,-0.00058653625,0.0005936277,4.6682137e-05,1.2187287e-05,0.0006714008,0.007283974,0.0038537239
0.002950579,0.002747802,0.012660531,0.0059973365,0.0065515926,0.03455834,0.028324746,0.029995343,0.028805254,0.03316176,0.005421695,-0.00023975887,0.002275795,0.00052864326,-0.00019196824,0.0019891593,0.00015598,0.0015385845,0.0009362638,0.0076459744,0.003697696
0.0055409074,0.0038236016,0.022568803,0.009936128,0.001438295,0.07881959,0.06667935,0.07403514,0.06914977,0.03410947,0.016792575,-0.00045879092,0.0038355973,6.658863e-05,0.0019180236,0.004003866,4.14619e-05,0.003205107,0.0009965306,0.016312333,0.012066271
0.0029669497,0.004434025,-0.008514484,0.0074885213,0.0020630858,0.090165,0.07623109,0.07994678,0.07715006,0.10953743,0.004204097,-0.00037857378,0.0028467572,0.00041120814,-0.00021481376,0.001215469,0.00018527819,0.00036196457,0.0012462932,0.0061288164,0.0069222143
0.002766898,0.0024566166,0.007204773,0.0020450065,0.0024873242,0.058082573,0.04794743,0.05654294,0.052542266,0.0008226745,0.008385288,-0.00031116966,0.0017303929,0.00040218374,-0.00010082648,0.001038918,0.00015992572,0.0014856062,0.0007146216,0.008773402,0.00610699
0.035025075,0.0183988,0.087844625,0.09109112,0.014879292,0.0914329,0.08523255,0.08669659,0.08958942,0.05926326,0.091062695,0.0021214,0.021755368,0.0026436266,0.013984958,0.021412514,0.0021498827,0.019870287,0.0152492095,0.08492091,0.080504134
0.005209909,0.005219789,0.0082567,0.0023165634,-0.0032142093,0.07872959,0.06943855,0.06861444,0.068801045,0.10329299,0.010007885,-0.0004624169,0.0036661706,-6.784941e-05,0.0013378671,0.0034536438,-1.7871207e-05,0.0010199691,0.00050154293,0.010823767,0.009762489
0.026588,0.023847032,0.021822276,0.11596837,0.016044378,0.040049884,0.035298757,0.029486906,0.033426072,0.1361938,0.019589555,0.00014504418,0.00064168684,0.000724889,0.00042067096,-4.3746375e-05,0.00050239335,-0.0020147462,0.005682716,0.021448774,0.019864738
0.0029570432,0.0021618232,0.009147231,0.0020878455,0.0051069735,0.04805495,0.03981346,0.04434847,0.042080406,0.020818211,0.007881569,-0.0002111923,0.0022457947,0.0005509383,8.8352564e-05,0.0019149987,0.000112510985,0.0020073634,0.0007536755,0.008870248,0.005283877
0.0071272533,0.0054522543,0.0054733884,0.04047978,0.0147048235,0.027116027,0.01835047,0.026788626,0.023373295,0.03766177,0.0055995663,0.00016237958,0.0028598926,0.0011108889,-0.0005827225,0.00014812767,0.00048319425,0.0013134643,0.0024843295,0.006745062,0.0048512975
0.0038070949,0.003230623,0.00996578,0.026418095,0.0047609005,0.022541407,0.016899768,0.021225397,0.020237075,0.001468949,0.0037810355,-0.00012741145,0.0018423458,0.0004790792,-0.0006758273,0.00020567223,0.00012114929,0.0003667944,0.0016346293,0.0051265913,0.0027690837
0.0043495726,0.003172014,0.0074605052,0.015477981,0.0057780906,0.043983333,0.035202455,0.03915727,0.035620794,0.0050549917,0.0069460156,-0.00041955622,0.0012592627,0.00038298557,-0.00039794407,0.0012190458,-0.000115566305,0.0007344587,0.0008493442,0.007184936,0.0036913024
0.002383559,0.0012657503,-0.0065284586,0.00089243986,0.0015432714,0.0822085,0.070095256,0.077920385,0.07474591,0.032581065,0.0060915174,-0.0005357063,0.0022140297,0.0002769304,0.0003298498,0.0019785247,7.2769064e-05,0.0016293977,0.00091401266,0.006819118,0.0038451257
-0.0016376218,-0.0047970368,0.018588362,0.0013625426,0.0043585617,0.13446614,0.106193826,0.12774155,0.112627335,0.07035436,0.010308732,-0.00042594544,0.0056791697,0.0008872171,0.0013055651,0.00328007,0.00020673272,0.0059497016,0.002370574,0.010504451,0.0072294325
0.004763722,0.004314034,0.011179429,0.0040098205,0.0054729343,0.04988706,0.041576836,0.04527638,0.043083515,0.026495319,0.00753644,-0.00037130516,0.0011098445,0.0003538843,-0.00032276614,0.00076930213,5.715032e-05,0.00045768823,0.0006329637,0.008466708,0.005521155
0.003669831,0.0041522183,0.0048015565,0.0041060057,0.0064278254,0.051908962,0.041135386,0.05087852,0.04626596,0.008064851,0.008465649,-2.2330089e-05,0.002196226,0.00083768286,-0.00026865536,0.0009182999,0.0003895237,0.0024515488,0.0011206024,0.008406051,0.006110087
0.0047212504,-0.00032275822,0.026830386,0.009452518,0.006509726,0.07896307,0.063973844,0.07435106,0.06830124,0.041294303,0.014927991,-0.00017901999,0.004310929,0.00085146644,0.0012241983,0.0027916047,0.00023846573,0.003383203,0.002754197,0.01554819,0.012841981
0.0054090377,0.005338503,0.0032026458,0.022588208,0.002290608,0.079054,0.0687977,0.07164414,0.07101293,0.047056645,0.013384389,-0.0001945988,0.0039060765,0.0005562104,0.0013573557,0.0033556414,0.00014589628,0.0027910792,0.0019090505,0.013468291,0.012024831
0.01168637,0.0054394486,-0.0040942766,0.13067424,0.0059731323,0.062304556,0.0577773,0.05887846,0.06305809,0.0563386,0.0253008,-0.00030400965,0.0042906674,0.0003273083,0.0030670047,0.0055019073,3.1083473e-05,0.0032324013,0.0066738958,0.025688874,0.021294363
0.019595662,0.013400302,0.0131208245,0.062207688,0.020096863,0.16988553,0.15505451,0.1482178,0.15168014,0.07663795,0.09942441,0.0018153872,0.041099887,0.0035095839,0.026892789,0.040459268,0.002478531,0.034072977,0.015715765,0.102952406,0.096106514
0.0021918686,0.00078831706,0.008268,0.0041921446,0.0052263453,0.078850634,0.063892424,0.07208449,0.0674305,0.04815682,0.0037132986,-0.00037187734,0.0016238836,0.0007756284,-0.0009310564,-0.00031446962,0.00015889434,0.00072517386,0.0017063668,0.0051439297,0.00415209
0.0026201392,0.0020501986,0.014067013,-0.0030143857,0.00208211,0.05894114,0.047494605,0.054703947,0.049320318,0.06908879,0.009361349,-0.00023398269,0.0027298096,0.00027601665,0.00041937444,0.0023365645,0.00015093741,0.0019501606,0.00027191557,0.010516405,0.0069415933
0.0055726236,0.005531968,0.0011986168,0.018475786,0.007318461,0.13284683,0.11344199,0.119713135,0.1141986,0.085554115,0.018618401,-0.000414168,0.0069309026,0.0005653729,0.0031748954,0.0064211953,0.0003977368,0.0051409486,0.002104892,0.019085627,0.016603444
0.004546031,0.0029861191,0.016192596,-0.004027145,-0.009453712,0.083978534,0.07547368,0.081160195,0.08124264,-0.006135095,0.018395845,-0.0002782388,0.004940969,0.000109370914,0.0027873572,0.0051272097,0.00010731269,0.0041730586,0.00060128665,0.016151702,0.014107877
0.009204771,0.0050721606,0.010379346,0.011898112,0.011387067,0.065854445,0.057551865,0.053739365,0.054854885,0.09914873,0.010949016,-0.00037477282,0.0027471778,0.0007210915,0.0006010965,0.0024066316,0.00024952547,0.00041401107,0.00088487624,0.012637053,0.011901129
0.0042119185,0.0015235115,0.022619866,0.0063503,0.0056307307,0.085862525,0.06940475,0.083666,0.07425463,0.0429727,0.014102388,-0.00045275688,0.0037410466,0.00025459344,0.001483611,0.0032673508,-5.2305404e-07,0.0034464519,0.0008979965,0.012830913,0.008800366
0.0061771567,0.0055417498,0.018047437,0.005224524,0.002605326,0.0561428,0.048297122,0.04943409,0.048821352,0.028985243,0.013746275,-0.00014697481,0.002739616,0.00047050614,0.0007978227,0.0025131002,0.00015461649,0.002043942,0.00089869427,0.013924508,0.011106206
0.012292033,0.006412528,0.013075426,0.09190425,0.012718635,0.055753082,0.04518033,0.053282917,0.050599698,0.09161875,0.020285014,0.00011907716,0.0036154108,0.00096974836,0.0013448272,0.0028771032,0.0004882455,0.003184616,0.0055572544,0.020395592,0.016375318
0.0020926222,-0.00048068818,0.026222534,0.011305481,0.0038474412,0.1456661,0.11882679,0.1463061,0.13069707,0.049676124,0.024314126,-2.8229435e-05,0.008842894,0.0008523058,0.004286853,0.0072465297,0.00022889604,0.009881051,0.0024159397,0.019305868,0.01602507
0.0027156183,0.005890742,-0.022373699,0.0108480565,-0.00041087158,0.1042878,0.090929195,0.09957625,0.09730193,0.02138022,0.012468612,2.404605e-05,0.0047547417,0.000848116,0.0011844839,0.0032781935,0.00052124413,0.003752573,0.0015559817,0.011898829,0.013452837
0.007497859,0.012158442,0.0024173409,0.039083544,0.012014657,0.028210841,0.007657541,0.028225193,0.013259308,-0.014897358,0.012072036,0.0009197941,0.004560694,0.0014574853,-0.0010080423,0.0014244027,0.0008259115,0.005258206,0.0028721485,0.011450166,0.008469192
0.0029807203,0.00050071906,-0.00012439117,0.009477223,0.00026384695,0.053769164,0.04670322,0.05550478,0.054397076,0.0012239255,0.0068261474,-0.0003949263,0.0018966256,0.0002533825,0.000655915,0.002415892,-2.8992305e-05,0.0020131366,0.0010721328,0.0058539044,0.0018807617
0.011174686,0.00835032,0.013295531,0.025581272,0.019746726,0.035921194,0.025285237,0.03743945,0.031158533,0.03333564,0.012912191,0.00015981356,0.0012059149,0.0012040447,-0.0006904918,-0.0002557623,0.0006502337,0.0017894018,0.0021100333,0.012040196,0.008422763
0.0038871756,0.0037768516,0.014265558,0.00090619735,0.0051018987,0.040146925,0.03198159,0.036644377,0.03392716,0.019762348,0.00685885,-0.00022992154,0.0011060569,0.00048709603,-0.00054984505,0.0005701806,0.00012361316,0.0010007797,0.0007157695,0.0075888094,0.0043007475
0.0025178157,0.004691353,-0.017308053,0.006693301,-0.0013548415,0.09528039,0.08294056,0.08843309,0.08766127,0.05214366,0.0055272486,-0.00028992724,0.0034342145,0.00055579736,0.00037178106,0.0019522419,0.00025750307,0.0017715907,0.0015209113,0.0056296713,0.007082735
0.0034350436,0.0030983537,0.013565773,0.011519227,0.003308542,0.032195643,0.025875676,0.029264297,0.028070008,0.011096142,0.005379844,-0.00022847299,0.0013908127,0.00038464833,-0.00052728044,0.0005505547,6.639736e-05,0.00055338256,0.001064296,0.0065508396,0.003595991
0.0044623236,0.0026171468,0.021381294,-0.00656271,-0.0047039697,0.054917105,0.04836992,0.05283371,0.05189549,0.0003437735,0.011646524,-0.00057671627,0.0021461404,-0.00020339165,0.0011533968,0.0026209727,-0.0001119395,0.001420001,8.650008e-06,0.010913282,0.007257218
0.0023594433,0.0014913529,-0.0054108063,0.009566043,0.005086422,0.071007475,0.05717454,0.06847173,0.06275396,0.051615797,0.0057469453,-0.00033177424,0.0029334414,0.00059864053,-0.00014778039,0.001292761,0.0002397914,0.0018684654,0.0013680485,0.0064738425,0.00454434
0.006709474,0.0061842604,0.0034536456,0.009039661,0.011034455,0.04418561,0.03388695,0.045101628,0.03955125,0.015093224,0.006727731,-0.00044374232,0.0018933935,0.0020976765,-0.00074938737,0.0013869102,3.615918e-05,0.0027791276,0.0021574576,0.0074774534,0.0065566027
0.0021067215,0.0029572016,0.0056843557,-0.0014528753,0.00065304665,0.067638,0.055673532,0.06400786,0.059006363,0.057254344,0.011455702,2.355664e-06,0.0038972113,0.00053272967,0.00090331136,0.0032334698,0.0003360894,0.003424819,0.0005880125,0.011862138,0.009325366
0.013263793,0.0025935872,0.036462225,0.009784753,0.018270079,0.040058255,0.035196003,0.032216005,0.033254303,0.0370594,0.021175832,-0.00019558938,0.0028157143,0.001121895,0.0015786901,0.0037043025,0.00040594593,0.0020791488,0.00041684427,0.021498756,0.017568428
0.0029298402,0.004546651,-0.0057560597,0.005965367,0.0015697009,0.07985607,0.068262845,0.0769341,0.07389885,0.00664006,0.0125168655,3.966922e-05,0.003848682,0.0008265198,0.0008871113,0.0028421176,0.0004300184,0.003686491,0.0012402822,0.012000766,0.01114383
0.0046023517,0.0035670288,0.010370169,0.021507086,0.0049941484,0.058352776,0.04877852,0.05336586,0.050594255,0.032088775,0.011890474,-0.0003255324,0.002551013,0.0003792895,0.0007247892,0.0025213237,6.887788e-05,0.00223961,0.0015850769,0.012771234,0.008742284
0.0039252527,0.00069935434,0.014541801,0.0320414,0.011026274,0.030927276,0.02003758,0.03154307,0.026521446,0.014171645,0.0023663845,-1.1226744e-05,0.0021473428,0.0010333465,-0.0011903646,-0.0009789777,0.0003460549,0.0008610892,0.0025366102,0.0039143283,0.0016647354
0.012670006,0.006799685,0.02986643,0.029166512,0.017237362,0.059181638,0.048281483,0.05539618,0.05127638,0.057219252,0.020000968,9.3066716e-05,0.0028144123,0.0011536352,0.0008713818,0.0022885732,0.00055383623,0.0027744998,0.0035524573,0.019662745,0.015091428
0.02328004,0.016357379,0.011441056,0.062859856,0.04196822,0.030647926,0.016369604,0.036248863,0.026138466,0.052621454,0.027237142,0.0012995511,0.0040721977,0.002888897,-0.00014332154,0.00021777535,0.0017911488,0.004367542,0.0055805836,0.024350032,0.022410132
0.013247697,0.012127404,0.01006346,0.03103633,0.020961184,0.027902013,0.019385304,0.026406154,0.021883024,0.062481083,0.011179747,9.450177e-05,0.0011682741,0.0009818516,-0.0007560939,4.7051522e-05,0.00067031744,0.00046392716,0.001814047,0.01148225,0.007995392
0.0016432749,0.00020128768,0.015099892,0.014666498,0.0045930897,0.039796315,0.028961938,0.038713694,0.034208275,0.01650355,0.0043591633,9.7989105e-06,0.002486027,0.00086116546,-0.0006860133,0.00027874782,0.00029346772,0.0019346708,0.0018871558,0.0054751174,0.002965074
-0.0019360706,-0.0044487966,-0.0030014347,0.02982651,-0.0022834484,0.1259239,0.102966085,0.12560922,0.11460698,0.0311492,0.013194402,-0.00033555517,0.006378808,0.00069336186,0.0022686669,0.004715276,0.00024343556,0.0067620096,0.0033675726,0.0119092055,0.009677388
0.010712495,0.008661508,0.022940688,0.04010701,0.01030671,0.06618222,0.057103626,0.061728626,0.0620406,0.077292144,0.020716716,0.0003956391,0.004557263,0.0013862868,0.0014679233,0.0038568857,0.00062298484,0.0036145854,0.0036292896,0.022030018,0.018979812
0.0022782078,0.00028330088,0.0064532063,-0.0031703245,0.002121395,0.047632292,0.038576975,0.048932165,0.045503303,-0.0024955422,0.0072872997,-8.612475e-05,0.0019499629,0.0006378597,-5.8391364e-05,0.0015603872,0.00018777035,0.0024850885,0.00083147816,0.0064381235,0.0029033949
0.002502935,0.0040394077,-0.0012252536,0.00040735118,0.0017956127,0.0566236,0.045890816,0.050162263,0.046921134,0.074105486,-0.00068552233,-0.0006234531,0.00024477975,2.9458199e-05,-0.0015767806,-0.0010609545,4.4484215e-05,-0.001614376,0.0006801988,0.0014726454,0.0007563159
0.0011890708,0.0002359096,0.010346897,-0.010365799,-0.010081915,0.08303694,0.071362264,0.0806243,0.078187674,0.021116104,0.007163529,-0.0005833049,0.003399845,-4.915439e-05,0.0011110671,0.0025415963,-2.4966488e-05,0.0023188293,0.0007601363,0.005681975,0.0047847154
0.016860627,0.005373058,0.020263268,0.1263289,0.018098943,0.07567205,0.063767776,0.07798144,0.07443294,0.08621361,0.03458119,0.00019882596,0.0045677526,0.0012071376,0.0030992886,0.005186007,0.00065591326,0.0058868327,0.007888714,0.032407828,0.025424253
0.024171095,0.008087178,0.04399656,0.111807175,0.02746082,0.059540726,0.048499867,0.06334081,0.05632392,0.1407009,0.042619143,0.00022550905,0.004735288,0.0010370059,0.003850434,0.006290147,0.00093140744,0.005502286,0.0071778456,0.04032954,0.030648125
0.00059505366,-0.002505836,0.013135343,-0.01629599,-0.009257743,0.06424037,0.055586398,0.0681533,0.06641123,-0.02258863,0.007703213,-0.00033738313,0.0033052599,0.00022176618,0.0014874904,0.0034328208,-1.4420948e-06,0.0038774177,0.00054023566,0.0047813985,0.0012891651
0.01756257,0.0068982975,0.023620136,0.10751638,0.018051647,0.07254585,0.06191477,0.071628205,0.068501495,0.11133504,0.03118343,-5.579379e-05,0.0035929566,0.00076274306,0.0026947367,0.004537333,0.00043492124,0.0036579738,0.006169564,0.030051827,0.023302928
0.004476725,0.0044388236,0.013409488,0.0020362055,0.0053965203,0.040490527,0.032969702,0.03648952,0.03433935,0.02282583,0.0071759955,-0.00028050144,0.0010369453,0.00040583755,-0.00044483203,0.0007102404,8.609658e-05,0.0007324037,0.0006022904,0.007985974,0.004675502
0.0029671583,0.005770263,-0.019013856,0.018240102,0.00036088284,0.1053915,0.09033313,0.09489771,0.09275914,0.070751265,0.009820069,0.0001423579,0.005545317,0.0009699705,0.0009972516,0.0035475339,0.00063388294,0.0037408234,0.0023396406,0.01076964,0.012977899
0.00800978,0.004539376,-0.0002700989,0.081612505,0.0050547076,0.07768114,0.069250815,0.07186684,0.073259026,0.046694085,0.023002047,-0.00013953436,0.004905695,0.0005801094,0.0026583471,0.0052127237,0.0001289536,0.003942258,0.0045584193,0.023259398,0.020133136
0.005085971,0.0068555796,0.005467278,0.013137504,0.004808001,0.01788922,0.01462508,0.010797804,0.012491116,0.05095495,0.0033044764,-0.00011562416,0.0010724242,0.00047617173,-0.00097448094,0.001305534,-2.0044507e-05,-0.00037254253,0.0011301636,0.006090704,0.0022201352
0.0076408335,0.008617805,-0.0012615714,0.02249935,0.008482145,0.10432112,0.09191172,0.09180042,0.09151149,0.06298008,0.020690177,0.00015294389,0.006476177,0.0010968909,0.0028715385,0.0062801777,0.00047854776,0.005347286,0.0019761026,0.020889591,0.019072367
0.007772012,0.0030951034,0.013866711,0.009306438,0.011680739,0.06197734,0.051035233,0.052651614,0.050480902,0.073837474,0.010422366,-0.0003869566,0.0025572039,0.00085825764,0.00022291733,0.0016226473,0.00033142813,0.0010710172,0.0010145985,0.011844954,0.010322052
0.0056852167,0.0037835115,0.017480776,0.004585199,0.008051908,0.040115237,0.031438332,0.035569463,0.032289088,0.037618633,0.0076784706,-0.0004137266,0.0012978509,0.00045385235,-0.00031290285,0.0008483079,0.00016140594,0.0006693718,0.00058498315,0.008857825,0.005252475
0.01646764,0.010376147,0.023699231,0.03673574,0.022092618,0.058173798,0.047321353,0.052730147,0.04888219,0.05197294,0.029944394,0.0007925887,0.0060352366,0.0018952944,0.0020698495,0.0045774216,0.0011163026,0.0050542005,0.0052188714,0.029608188,0.026549293
0.027867967,0.016775278,0.06639579,0.043611556,0.019776404,0.06904162,0.062601656,0.06302455,0.0636434,0.056116745,0.061083525,0.0014545982,0.013167308,0.0021969215,0.007957138,0.012731741,0.0016411328,0.01165772,0.00955344,0.05800902,0.05360786
0.0036378372,0.0029862542,0.0058431057,0.0017703138,0.0041934233,0.071904056,0.058873326,0.060657937,0.0573885,0.14422515,0.0050017606,-0.0002771212,0.0031633896,0.0004911164,-5.6796576e-05,0.0018404676,0.00023672864,0.00078638736,0.0008782664,0.007386729,0.006806232
0.0032255165,0.003799145,0.0039847353,0.0063807177,0.0036780178,0.08187045,0.06796515,0.07362478,0.06967355,0.09289562,0.008232909,-0.00010449765,0.0039054968,0.0006976541,0.00056335947,0.0025905487,0.00024705147,0.002562637,0.0013660459,0.008954912,0.008049246
0.002492765,0.0022219801,-0.0035586692,0.008142652,0.0018880907,0.106662296,0.09074808,0.102329485,0.09738017,0.026316531,0.014982966,4.076399e-05,0.005061727,0.0010038657,0.0015170682,0.0037091402,0.00046651321,0.0045679803,0.0016097446,0.014641793,0.014009962
-0.0010762084,0.0005123457,-0.008369885,0.0030726716,0.0007363963,0.12386507,0.10041623,0.11436022,0.10367011,0.09554559,0.0034327786,-0.0007320483,0.0038973892,0.00023928587,0.0001223516,0.0015713195,0.00013204309,0.0024711299,0.0017469834,0.005006063,0.00455432
0.00354324,0.0015264163,0.014328551,0.02838441,0.0036863927,0.025684206,0.020218046,0.024087338,0.023528647,0.0009145178,0.0030876584,-0.00031214673,0.0014417481,0.0003011548,-0.00072554767,-0.00010286196,-9.057927e-06,-0.0005007456,0.0016619497,0.004997636,0.0023700465
