size_D,duration_D,har,dba,nlan,telonuse,t03,t04,t05,t06,t07,t08,t11,t12,t13,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_duration_D_t07,effort_D
0.016695332,-0.11159624,0.36080593,0.6326325,0.510853,0.20705175,0.2638939,0.47777772,0.44338915,0.74007446,0.22810557,0.2265485,0.28340644,0.7154938,0.69539994,0.6448537,0.06891248,0.0035322867,0.16913722,0.0776315,0.10592434,0.14517681,0.1673929,0.10610399,0.059012633,-0.06643769,0.12598827,0.068509996
0.025305431,-0.053937096,0.47643232,0.78325695,0.6352998,0.20334719,0.31801012,0.41685623,0.57081556,0.8581926,0.24286026,0.3705458,0.2618379,0.884143,0.9299215,0.8001032,0.08627575,0.020847546,0.21848075,0.07325655,0.10916641,0.08174142,0.17013691,0.15615988,0.005497098,-0.0756277,0.17580795,0.12349364
0.13737027,-0.085547,0.54107356,0.67643905,0.65579885,0.347553,0.20060143,0.45601052,0.5886845,0.8007184,0.2672818,0.38282788,0.37691438,0.7867846,0.79869336,0.71514904,0.14943717,-0.010911578,0.24071817,0.14944477,0.20380606,0.16845405,0.12473911,0.06986301,0.065373346,-0.056931198,0.107475564,0.10835458
0.14741373,-0.083256826,0.5815568,0.7069076,0.7165877,0.41130668,0.16242772,0.4830823,0.5971231,0.8236664,0.29338035,0.44018385,0.42517322,0.792783,0.7297268,0.7309649,0.1684138,0.028822184,0.21774663,0.11614935,0.1984418,0.15510967,0.111682974,0.07234679,0.053203102,-0.05723136,0.12289104,0.09260638
0.45687506,0.04980117,0.6473864,0.7501829,0.9529298,0.51361597,0.59491706,0.20948578,0.6846873,0.5396004,0.57694614,0.6896966,0.7127526,1.2343386,1.1297913,0.8713355,0.41884658,0.25801492,0.66137314,0.5006179,0.5724625,0.46938312,0.38721776,0.39689207,0.10802066,0.27128762,0.5163924,0.2811376
0.045719005,-0.06912332,0.25651464,0.683298,0.55197126,0.30083656,0.51682466,0.47364473,0.53738534,0.6936672,0.3296363,-0.027548887,0.3448729,0.91199815,0.8526998,0.70532644,0.15852754,0.094326995,0.3091702,0.20600992,0.2174063,0.23241886,0.30579978,0.26167166,0.09201945,-0.015733756,0.20292652,0.12565549
-0.038425032,-0.035349697,0.11912997,0.7350766,0.47535694,0.07491155,0.7959181,0.4698199,0.45884812,0.6895745,0.39785427,-0.14972422,0.25356197,1.0445933,0.9438699,0.7518972,0.08794479,0.17629357,0.39361703,0.17973296,0.19084516,0.30139688,0.45648664,0.4490654,0.12268004,-0.0059001893,0.4017603,0.098608956
0.03363165,-0.10976183,0.49744952,0.70057625,0.5706952,0.24688004,0.114300415,0.5164846,0.5049595,0.85967195,0.23182777,0.39856791,0.31134522,0.6818621,0.68222785,0.6890308,0.0705985,-0.03538318,0.101069085,0.03676838,0.07666372,0.060581252,0.073718786,0.019274335,0.044981778,-0.105223335,0.068636596,0.07675946
0.49241748,0.12444213,0.65300643,0.76287687,0.8848219,0.50143695,0.6027544,0.12939617,0.6806931,0.49615902,0.640949,0.7324049,0.69805604,1.2075197,1.1542695,0.8472079,0.40735272,0.30072564,0.69570506,0.49128345,0.61203694,0.5005138,0.4123611,0.41472745,0.12089448,0.31754112,0.57894695,0.22828767
0.00055956934,-0.1155751,0.34824073,0.63635975,0.48509943,0.18611896,0.26507723,0.46338427,0.43865404,0.71974033,0.21820197,0.22411108,0.26368514,0.70189416,0.70118356,0.6496119,0.057255298,-0.0047477465,0.1535305,0.067742474,0.090411246,0.13392481,0.15915827,0.09957619,0.05567467,-0.08231287,0.1186673,0.071171016
0.0452619,-0.101648636,0.50103086,0.69697773,0.5775889,0.253345,0.11013855,0.5193905,0.5057091,0.86341465,0.23695606,0.39647996,0.3177703,0.6792742,0.67911386,0.6856729,0.07884047,-0.030023286,0.10656252,0.036230262,0.0805852,0.060954962,0.0712086,0.022820164,0.049568605,-0.099093035,0.0738488,0.07968479
0.4243347,0.08361401,0.62120944,0.7546851,0.86461264,0.40672714,0.5952574,0.112658896,0.66590583,0.48528612,0.5580564,0.65769756,0.6135966,1.1844074,1.1419146,0.8378027,0.36459118,0.22603577,0.6481511,0.47328916,0.5207603,0.47184587,0.4011805,0.40503833,0.08427805,0.259736,0.5119725,0.25725594
-0.030734789,-0.052470516,0.124729864,0.63947105,0.41491845,0.07924246,0.6288156,0.42402023,0.39536956,0.6130758,0.31847703,-0.08697911,0.23507614,0.8860105,0.8058183,0.6630037,0.05709555,0.12742858,0.28755528,0.14126202,0.15706238,0.25488853,0.36164904,0.33668473,0.10963258,-0.016030438,0.29729447,0.07856242
0.49512592,0.0747244,0.69399524,0.830603,0.92279404,0.52500767,0.67606723,0.14394966,0.80573606,0.57253057,0.6268374,0.69037867,0.71030885,1.3177279,1.3362498,0.89555365,0.43463638,0.28156704,0.74806905,0.548394,0.61029047,0.49549487,0.45317316,0.42219102,0.13956673,0.25376052,0.49917376,0.27849442
0.1267967,-0.026208263,0.5119207,0.73898214,0.70883954,0.2527496,0.3722465,0.36896837,0.612671,0.8057339,0.28879395,0.40864232,0.3386178,0.95824176,0.97711974,0.80279285,0.14410798,0.030336803,0.32413873,0.17237812,0.2069377,0.18288392,0.23391218,0.22658433,0.035367336,-0.003245879,0.22015753,0.13990381
0.14326172,-0.109757446,0.5645287,0.7241941,0.7315478,0.3988212,0.22322676,0.5016602,0.59363586,0.8322313,0.2910081,0.4351688,0.4258269,0.84026134,0.7716819,0.7421563,0.17495658,0.034869663,0.23754807,0.11873466,0.20344731,0.1860201,0.14540441,0.10007474,0.046716895,-0.051366813,0.14999282,0.09250523
0.4175749,0.043505188,0.69656223,0.7820645,0.96943575,0.5627699,0.47029042,0.2788545,0.6840498,0.64025503,0.55068785,0.7180272,0.70061535,1.1360432,1.048924,0.8624034,0.36604738,0.23840533,0.5782035,0.38794947,0.51542795,0.39107114,0.350231,0.3427965,0.07099393,0.23476242,0.456062,0.22463447
-0.0063421666,-0.08636648,0.47506922,0.6593491,0.5147448,0.17664617,0.19548737,0.436576,0.51537997,0.80301845,0.20050964,0.37694103,0.21465197,0.6909842,0.72462505,0.7002895,0.019659026,-0.039294682,0.11477415,0.026079789,0.054677933,0.06662243,0.09167787,0.044919603,0.009971743,-0.12814243,0.08010671,0.06257739
0.47875258,0.04680102,0.7717967,0.85207266,1.0559852,0.58502805,0.6058259,0.2501329,0.85059285,0.65191823,0.6523157,0.7706379,0.7601316,1.3191767,1.2684412,0.96615946,0.42523348,0.20398779,0.7400175,0.5054714,0.6257442,0.51627344,0.41005355,0.40819263,0.09970926,0.22774993,0.47861812,0.24738556
0.16053924,-0.13964774,0.6327102,0.79145026,0.74068004,0.4752214,0.20551896,0.5822073,0.6862527,0.9529221,0.2680698,0.4104421,0.45216185,0.8649824,0.91762,0.7954574,0.17780454,-0.013608174,0.275565,0.1917259,0.25684616,0.19302025,0.11942226,0.021131456,0.07308264,-0.1105459,0.05686614,0.15024911
0.07880138,-0.11313113,0.5324539,0.6994874,0.62017375,0.31911722,0.12600887,0.5286539,0.5471842,0.8788581,0.2318478,0.3910182,0.35137153,0.72217035,0.73178303,0.702442,0.106006086,-0.03277356,0.15642269,0.0827243,0.13373835,0.10574041,0.07664639,0.013651051,0.054075282,-0.10149394,0.067991085,0.094310954
0.052368,-0.10078925,0.49285144,0.6797662,0.5794476,0.2602168,0.12390888,0.51125896,0.4936035,0.8399607,0.23884657,0.36182204,0.329907,0.6845897,0.66590655,0.67991686,0.07692989,-0.017366441,0.11790214,0.04877214,0.09284641,0.07262573,0.089638025,0.03515304,0.05080947,-0.08392501,0.0836038,0.078873284
0.04096819,-0.103595376,0.49630058,0.69600064,0.5701284,0.24454676,0.11108779,0.5171941,0.5000365,0.8603552,0.234972,0.39694047,0.3109454,0.6757727,0.67846906,0.68374515,0.07388976,-0.032113217,0.10305581,0.03248946,0.07472183,0.05704036,0.07116039,0.021733679,0.04767763,-0.10188321,0.07212113,0.07632173
0.19741455,-0.06622789,0.51575184,0.64878625,0.6889862,0.35063103,0.2819903,0.38433677,0.53934497,0.6750173,0.32037315,0.4661017,0.43093908,0.8387237,0.78272855,0.71495205,0.19668297,0.065803535,0.2838557,0.19441693,0.25746003,0.21474555,0.16861452,0.1503321,0.062331926,0.032223377,0.21551171,0.13566245
0.30258304,0.01598785,0.55509067,0.71995765,0.8321388,0.3792902,0.5205518,0.21806398,0.65137434,0.56994426,0.4272236,0.53699,0.51968795,1.1309162,1.1018689,0.8314561,0.29395145,0.17476913,0.5681642,0.41325265,0.43077186,0.3473392,0.3445475,0.33114523,0.08715479,0.16088848,0.40226075,0.22197261
0.16789283,-0.06245124,0.5482802,0.6761142,0.68270475,0.35710403,0.20668446,0.43015426,0.5723795,0.76051724,0.3040839,0.42005372,0.41011453,0.7928283,0.78794664,0.7036932,0.18176745,0.01221539,0.2604315,0.1617352,0.22600664,0.17070147,0.13445672,0.10381143,0.0694799,-0.019583944,0.14283246,0.11225164
-0.08552426,0.07800697,-0.15699224,1.1656011,0.6575426,0.09583985,1.6541139,0.725055,0.59534854,0.8706109,0.85608846,-0.89566934,0.43588215,1.8101473,1.4710343,1.0743934,0.13319208,0.51002795,0.7801435,0.372782,0.4117333,0.55382246,0.949826,1.0918986,0.29521814,0.114443466,0.9380563,0.23930094
1.0650579,0.36753997,1.1704075,1.252109,1.6589264,0.8995576,1.2923458,-0.050461076,1.1618712,0.5834355,1.2958468,1.5134561,1.395261,2.3132975,2.1510737,1.4370223,0.85994697,0.6957141,1.5192744,1.1132551,1.2840617,1.057837,0.88187295,0.9523852,0.24150762,0.81502604,1.348101,0.54433256
0.020400483,-0.041150697,0.111211956,0.8091001,0.5762203,0.21190943,0.91051215,0.5259549,0.5976787,0.76330584,0.4775331,-0.3386258,0.36857867,1.2210819,1.0941867,0.84042615,0.13151142,0.20818385,0.50676864,0.29825515,0.29156724,0.37598485,0.55007887,0.5086198,0.16034469,0.027165756,0.41448167,0.13804005
0.57321995,0.11347734,0.7140311,0.8219583,1.0345365,0.5259068,0.7370329,0.09715054,0.7757887,0.49683365,0.72335505,0.7817358,0.7988647,1.3994864,1.3560126,0.9283625,0.48848212,0.29485866,0.84605795,0.63740885,0.7050416,0.61488146,0.5002145,0.5051558,0.130504,0.36115652,0.63805586,0.30104464
0.08441195,-0.0953193,0.5297572,0.69868404,0.6315394,0.30519226,0.12496514,0.5092285,0.53500724,0.8590464,0.2548688,0.41659108,0.35869813,0.7161027,0.6914037,0.69837826,0.10776467,-0.00995961,0.14788294,0.06685191,0.119140565,0.089906976,0.08482786,0.041020278,0.0492579,-0.08329143,0.09191701,0.08956979
0.07724342,-0.12301439,0.5236861,0.7056808,0.6420005,0.3434249,0.1490563,0.5334614,0.5608989,0.90038747,0.23132432,0.33154678,0.36502272,0.76367134,0.75132173,0.71736676,0.11263874,-0.035519518,0.17400575,0.113742694,0.13920361,0.12040815,0.10099005,0.030516446,0.05228339,-0.103411876,0.078211114,0.09756853
0.105738945,-0.082166485,0.52080506,0.6715574,0.6218777,0.3076722,0.14275716,0.47068673,0.53163373,0.81513983,0.2619939,0.40137687,0.35973275,0.7237178,0.70204043,0.6899068,0.11944586,0.003940385,0.17185265,0.09252186,0.14529824,0.11603957,0.099565074,0.058359798,0.046112057,-0.059792362,0.11029808,0.09393592
0.029277809,-0.113301404,0.39237672,0.648762,0.53025496,0.22964667,0.24355313,0.4780085,0.47217566,0.7791224,0.22357091,0.25046813,0.2885169,0.72757155,0.7140524,0.66661996,0.08032255,-0.011263831,0.17460561,0.08821845,0.10948822,0.14746305,0.1543533,0.088648774,0.061870266,-0.07875821,0.11468704,0.06472404
0.100994,-0.093117684,0.51310223,0.6515681,0.6394406,0.31675354,0.1654059,0.46528262,0.5139872,0.8023715,0.24522907,0.37328535,0.36541688,0.75442,0.73557156,0.7015142,0.12537795,0.021325327,0.21145582,0.12284449,0.16119689,0.12618539,0.123303734,0.073033415,0.05803941,-0.04650905,0.1257743,0.09453596
0.09118214,-0.086950235,0.5220477,0.69340366,0.6284343,0.299281,0.13381922,0.49762923,0.5376454,0.8484071,0.26176578,0.4261569,0.3563143,0.7185982,0.6949502,0.7001671,0.11202212,-0.011274887,0.16067971,0.06874204,0.13112333,0.0864712,0.08771647,0.044955518,0.047919717,-0.07033715,0.09835126,0.082166776
0.27428108,-0.016008284,0.54946846,0.6480361,0.7571006,0.370478,0.40729928,0.29012096,0.56868076,0.60723597,0.38867018,0.53366935,0.47907847,0.9807536,0.92183137,0.7523101,0.25055984,0.12761898,0.41982728,0.314401,0.3730019,0.31547102,0.2658651,0.24064861,0.07728426,0.12209381,0.31668726,0.1714313
1.1391073,0.3752269,1.2237903,1.3363049,1.7706741,0.92455035,1.3999661,-0.09888192,1.3042271,0.58461183,1.3757331,1.4844459,1.4875616,2.48722,2.4126878,1.5087488,0.9441276,0.67836064,1.7192028,1.2582662,1.3900231,1.1858367,0.9805588,1.0354342,0.26147673,0.8341196,1.3400021,0.5933889
0.052100018,-0.10137701,0.5047715,0.6984721,0.58819854,0.2615969,0.11153029,0.51904464,0.5126488,0.8646231,0.2394565,0.4017674,0.32410282,0.6855585,0.68175185,0.6890503,0.08596013,-0.027843243,0.111843206,0.040064894,0.08759339,0.06399952,0.0724172,0.025853936,0.047660023,-0.09563801,0.07667697,0.08247493
0.039872702,-0.09156158,0.31814456,0.6183153,0.51852685,0.22463472,0.34875882,0.46900266,0.42684823,0.703209,0.25586674,0.1307509,0.3044724,0.7638242,0.70573306,0.6374115,0.078789465,0.05296558,0.21850166,0.12426148,0.14557813,0.19196749,0.21806337,0.16962709,0.08100942,-0.029114498,0.17765093,0.072338276
-0.009682732,-0.051846106,0.15230116,0.66599,0.46560818,0.16404252,0.6572454,0.44820327,0.45745042,0.641161,0.35373363,-0.120850675,0.2780719,0.93631315,0.86528146,0.68782777,0.08972629,0.14295466,0.33749983,0.18200852,0.19602156,0.2766942,0.38037091,0.35981682,0.113852456,-0.008500658,0.30489555,0.10016854
0.12820521,-0.1137321,0.44460028,0.6684875,0.6441443,0.3724411,0.36469215,0.47901273,0.5791564,0.733425,0.3103619,0.24081564,0.41392213,0.8762745,0.8159637,0.72194827,0.16998172,0.060551338,0.28541434,0.20195241,0.23130308,0.2713067,0.22242856,0.16557679,0.0751794,-0.03723014,0.16068295,0.11780208
0.22316244,-0.10411784,0.6514969,0.7542466,0.8009931,0.518006,0.24500729,0.5117071,0.67395175,0.85672194,0.32693723,0.46874526,0.5037174,0.9169843,0.87678254,0.80080587,0.21835342,0.07316136,0.31908217,0.20876306,0.30139336,0.21168983,0.16502696,0.09881766,0.059618283,-0.026913276,0.14458534,0.15026636
0.1286232,-0.06571635,0.5759398,0.71458167,0.6901362,0.3987159,0.1360578,0.4717781,0.5583149,0.81166327,0.2777849,0.45037073,0.41582268,0.7552267,0.70158035,0.724801,0.14987467,0.040111363,0.20384167,0.09940131,0.18390426,0.1128687,0.121350504,0.06355467,0.05084508,-0.031440586,0.12495393,0.1045357
-0.06217978,-0.092892714,0.23870192,0.6116336,0.3873695,0.07825059,0.35944957,0.4071923,0.372333,0.6306741,0.22224453,0.12888815,0.19311827,0.69539356,0.7091307,0.62703943,0.008662617,0.014366303,0.14308302,0.051905,0.05522716,0.10789404,0.20194913,0.15275173,0.04111377,-0.07755735,0.15521908,0.063803956
0.62126046,0.1664842,0.78045714,0.87018454,1.053757,0.57058275,0.7910419,0.07312037,0.8412406,0.5262222,0.81725293,0.85403126,0.8689664,1.4703817,1.426305,0.97688925,0.49716917,0.36241138,0.9362631,0.68049175,0.77200526,0.65798074,0.55185145,0.52812725,0.15294066,0.41907609,0.70329326,0.29678792
0.051748812,-0.08981808,0.4642564,0.6607606,0.5447714,0.208822,0.16001783,0.44593108,0.4820747,0.79191893,0.23680577,0.39579183,0.28348303,0.6934934,0.70131135,0.6661649,0.06487764,-0.020554634,0.13171063,0.053239882,0.08939311,0.07805038,0.09679358,0.050127495,0.034847174,-0.091296986,0.09759166,0.06471705
0.068174355,-0.113145106,0.4926678,0.6866004,0.57222635,0.30768624,0.18114975,0.5080337,0.5443842,0.807503,0.23008728,0.33074906,0.34517145,0.7186316,0.75411224,0.69152904,0.10402079,-0.029432619,0.15186006,0.08742075,0.12939109,0.13441639,0.095825575,0.034143336,0.04229419,-0.097729966,0.06548317,0.1098896
0.042584747,-0.115197994,0.48492098,0.68771446,0.5808439,0.25420034,0.13568144,0.509797,0.50051934,0.8445817,0.22125602,0.3771489,0.31236356,0.69620574,0.7006811,0.68209916,0.082495324,-0.03882806,0.124385096,0.052119993,0.092640325,0.08853378,0.08812593,0.033057146,0.049782317,-0.09672779,0.08447848,0.08032925
0.33093137,-0.030730408,0.6538969,0.7611424,0.8659029,0.48572698,0.45906526,0.33200705,0.76915663,0.73519,0.48914304,0.49497238,0.57631284,1.106004,1.1548634,0.8187315,0.32239014,0.09549366,0.5808628,0.40544727,0.46117738,0.36523968,0.30984652,0.25249302,0.09317912,0.10054657,0.2632238,0.19994742
-0.012419711,-0.032017406,0.11452969,0.6360535,0.427636,0.10240888,0.6561869,0.4320063,0.38908738,0.59934634,0.3527287,-0.1360749,0.25801545,0.897312,0.8032996,0.6489366,0.069778554,0.1637228,0.31353587,0.15872504,0.17527258,0.26189205,0.37593186,0.37395442,0.111383334,0.014268152,0.32977384,0.08027547
0.053525947,-0.100864775,0.50517124,0.6967374,0.58650786,0.26497337,0.11539706,0.5180258,0.51876664,0.8569356,0.23998761,0.40441325,0.3271138,0.68257177,0.6808419,0.68643963,0.08892179,-0.025175313,0.11539141,0.038915258,0.089002326,0.06290518,0.07246523,0.02563776,0.045725424,-0.095757075,0.075943306,0.08254224
-0.05372892,-0.03720702,0.082562946,0.83706784,0.5033146,0.02363838,0.91442615,0.50821155,0.46105894,0.76419574,0.4455557,-0.2191008,0.26655096,1.1539764,1.0693028,0.85077745,0.08434636,0.16488637,0.38752562,0.19840363,0.16730183,0.26686928,0.5091194,0.52208215,0.13219671,0.005509369,0.46702588,0.14018984
0.026134763,-0.10424557,0.5019964,0.72444,0.56726766,0.26622194,0.11259279,0.5094086,0.53654397,0.84339994,0.21760646,0.38086703,0.29765874,0.6772781,0.7234714,0.71064603,0.07499657,-0.036440335,0.10006422,0.028697003,0.07391532,0.050320998,0.049413603,0.0126553625,0.042501815,-0.12776135,0.06713545,0.1074359
0.121292,-0.11873053,0.5714383,0.7230178,0.67295295,0.39198595,0.15771785,0.5345252,0.59926546,0.8909179,0.2432693,0.395702,0.39422548,0.7796442,0.80156094,0.7339574,0.13805346,-0.023962134,0.20946828,0.1336805,0.1961238,0.14995788,0.09625565,0.017129082,0.06337729,-0.09443723,0.066201866,0.116516426
0.106783666,-0.089377634,0.5165784,0.67716306,0.63781685,0.3175621,0.17337641,0.47918344,0.5421572,0.7981303,0.258566,0.3757324,0.36153388,0.74098057,0.7494444,0.68639654,0.14062871,-0.0215451,0.20259063,0.10756165,0.164999,0.13779026,0.11752116,0.06955632,0.06213398,-0.056571282,0.10626907,0.09117596
0.6529169,0.13056563,0.80566967,0.89538807,1.1866163,0.63478035,0.8022221,0.1092683,0.87722105,0.565812,0.79780847,0.93841517,0.9180618,1.5488628,1.4558449,1.0408785,0.54554343,0.34479192,0.9483115,0.6998701,0.8015246,0.67989624,0.5403864,0.556524,0.12911952,0.4131394,0.73404825,0.33122492
0.4768073,0.07310124,0.6554473,0.738872,0.9399995,0.50286305,0.5864956,0.2071165,0.6779319,0.5393907,0.592704,0.7253664,0.6934726,1.2198348,1.1142902,0.867086,0.4152769,0.26188505,0.64661634,0.4835079,0.57820094,0.46565154,0.3838681,0.41032243,0.12064378,0.2876829,0.53530437,0.26343066
0.0014047893,-0.108044975,0.460909,0.7019859,0.5157981,0.18609188,0.12307808,0.4958133,0.4719411,0.8314029,0.21751243,0.39201596,0.25523543,0.653116,0.68901676,0.67925507,0.03372923,-0.04632815,0.07217898,-0.0013650153,0.033107564,0.022554165,0.059893515,0.016698264,0.028000448,-0.12849297,0.06619915,0.06531867
-0.055043567,-0.013841529,0.035390098,0.7776635,0.47948164,0.071499646,0.92911655,0.5011524,0.4285716,0.65655714,0.49105287,-0.32909206,0.3015148,1.1176999,0.97956693,0.7547062,0.08264088,0.24926935,0.4353544,0.20642479,0.2221381,0.3237967,0.5359884,0.57832885,0.1522194,0.04193882,0.5058682,0.122907
0.3991064,0.05675224,0.67959166,0.77350193,0.91219634,0.53059304,0.44964433,0.27138603,0.6968003,0.62110263,0.53508115,0.7326507,0.668524,1.1034323,1.0008782,0.8619632,0.35498062,0.22160795,0.53571343,0.3519006,0.48168743,0.3933814,0.30309552,0.32302904,0.08255349,0.19744717,0.44656795,0.19875069
0.34826523,-0.08654667,0.7684218,0.87994117,0.95954573,0.64182913,0.4425388,0.4582793,0.84877175,0.83649343,0.48090488,0.5607482,0.6394123,1.206278,1.203296,0.95374924,0.39328822,0.13073462,0.5279904,0.3861864,0.49453714,0.3660776,0.29618698,0.23551883,0.116474345,0.060160644,0.2257173,0.30867553
0.49054214,0.10937903,0.6561203,0.7834671,0.9223559,0.43556583,0.6580074,0.09514173,0.6977691,0.49768874,0.6150337,0.6863048,0.673235,1.285598,1.2333412,0.88846093,0.40987322,0.25775763,0.7335951,0.5364885,0.58638144,0.5270821,0.4607675,0.47212052,0.103270486,0.31180978,0.57782686,0.28203386
0.0038871067,0.023126334,0.031807642,0.804138,0.5272034,0.14505316,0.9921988,0.5421779,0.4302685,0.6448244,0.55589396,-0.39995137,0.35552198,1.1933163,0.9916916,0.76045996,0.10740158,0.33728272,0.4867435,0.25531372,0.29984573,0.37873656,0.5700535,0.64909005,0.19005112,0.08796157,0.571008,0.1459741
0.12562089,-0.13186467,0.59164965,0.7242786,0.6996216,0.41787472,0.15481585,0.5448838,0.59692055,0.8835687,0.25367743,0.38706794,0.4247046,0.79563016,0.77483034,0.7358162,0.14415407,0.00025786646,0.20433283,0.14360389,0.19149092,0.16934168,0.107146904,0.03223742,0.06720817,-0.09556322,0.07856636,0.115051284
-0.020358142,-0.04800602,0.0987959,0.663153,0.44498688,0.10589016,0.6952175,0.44938248,0.4060325,0.6286044,0.38178828,-0.16745433,0.26956984,0.946312,0.8230728,0.66505635,0.07083288,0.15518068,0.3267858,0.17754361,0.19082367,0.28351873,0.40539247,0.41048586,0.12678257,0.008726329,0.34369156,0.076161265
-0.025975991,-0.06444077,0.15485784,0.70689297,0.47211722,0.074130364,0.6742791,0.45353585,0.45350686,0.6816339,0.32956934,-0.045989983,0.2523902,0.96769863,0.8960442,0.7493687,0.085929126,0.11953103,0.33218262,0.15707992,0.15905002,0.2690634,0.38392097,0.36078215,0.10995899,-0.027973115,0.32269365,0.10369143
0.8345824,0.26736298,0.9591414,1.0502752,1.3550774,0.72872996,1.0103933,-0.0034466963,0.9566608,0.53610164,1.0220975,1.2238283,1.1195463,1.8385655,1.7104697,1.183896,0.6667038,0.53059936,1.1791309,0.861916,0.99127805,0.8443917,0.70218563,0.74026763,0.17040932,0.6181515,1.0455849,0.43670627
0.15248106,-0.059768293,0.5476573,0.7580746,0.7411887,0.24087858,0.4310845,0.3709557,0.62866217,0.8195223,0.3251807,0.48689255,0.3969133,1.0439556,1.0273039,0.8583488,0.1748981,0.07128344,0.40387166,0.24889094,0.2510916,0.22629979,0.28845584,0.23473065,0.047760468,0.027329786,0.2718259,0.15733728
0.6361482,0.16751271,0.76984763,0.8716002,1.1036315,0.57330066,0.7997506,0.07286091,0.78553057,0.4860004,0.7963254,0.9506421,0.88297707,1.5098169,1.4076145,0.99742264,0.53937817,0.39523208,0.90580976,0.6756014,0.7681076,0.65121394,0.53956467,0.5708173,0.14615797,0.45505285,0.79294324,0.35587808
