rely,data,cplx,turn,acap,aexp,pcap,lexp,modp,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,actual
0.09036323,0.16642773,-0.35096246,0.36785102,0.73244715,0.06321336,1.1945324,-0.18030506,0.7710403,-0.5081393,0.58505,0.08605012,0.2328389,0.32500878,0.5318015,0.032834206,0.23754509,0.045966394,0.1517131
0.16542035,-0.12859096,-0.013523683,0.29559767,0.44599038,0.13563356,0.6749691,-0.0014548525,0.5602502,-0.2788672,0.32731605,0.0035451557,0.07855737,0.1823208,0.32375237,-0.035425533,0.023604184,-0.059748244,0.07077931
0.46464247,-0.14737606,0.11937219,0.45367897,0.2939072,0.17914012,0.45475322,0.28691807,0.48203582,-0.3354174,0.34980828,0.0053487075,0.022979705,0.21825866,0.40253034,-0.121443994,-0.13461332,-0.21845844,0.07860358
0.30865446,-0.25361282,0.12637815,0.3320629,0.36583292,0.17195329,0.5724721,0.12134392,0.49116373,-0.2638703,0.29223746,-0.035143033,0.04071588,0.17111096,0.3102993,-0.13521652,-0.06781286,-0.14196827,0.04238223
0.3942501,-0.16007188,0.096364796,0.45285594,0.3249564,0.14472772,0.51549864,0.20269893,0.5119369,-0.33657113,0.35001144,-0.0054497477,0.028590536,0.21109946,0.3891179,-0.10479695,-0.15213396,-0.21852179,0.05667342
0.38683707,-0.22018015,0.18813285,0.3696761,0.3335811,0.17636067,0.50497216,0.16862969,0.51352876,-0.25396279,0.26508528,-0.014840445,0.027167017,0.15839267,0.3059825,-0.14727211,-0.11539878,-0.17130052,0.040539954
0.25868416,-0.13653083,0.058357738,0.31262273,0.38502288,0.13084576,0.618939,0.088671826,0.5252552,-0.28881976,0.29687387,-0.012782918,0.056278676,0.1755414,0.31290174,-0.103506036,-0.04347026,-0.10351914,0.053698745
0.27567726,-0.18532112,0.20803022,0.2908563,0.28934535,0.19318232,0.41940475,0.16755301,0.44462532,-0.16180776,0.19395073,-0.022483954,0.01802055,0.122480825,0.21494569,-0.10718112,-0.05986154,-0.1145062,0.044450033
-0.05986768,0.043507744,-0.6011965,0.34683692,1.1335462,-0.03275489,1.6791699,-0.44031695,1.0205748,-0.8497636,0.87542963,0.16127282,0.37285054,0.44919056,0.7915376,0.13634562,0.42384505,0.075834766,0.22970155
0.19920366,-0.07596062,-0.0037639737,0.3111631,0.4390546,0.11979867,0.67451817,0.040267937,0.54241204,-0.30117843,0.34253627,-0.005079787,0.10049151,0.19120987,0.3290877,-0.04599976,0.014051802,-0.06543869,0.08052234
0.29595447,-0.30298603,0.04832299,0.37626863,0.3738681,0.17956951,0.55934376,0.16635674,0.504331,-0.35409486,0.3663726,-0.04444789,0.0091686845,0.17555568,0.42169842,-0.13226517,-0.09383774,-0.21121655,0.04772417
0.30289963,-0.10522033,0.23148525,0.32418698,0.29153013,0.19234186,0.40748513,0.18586391,0.4628862,-0.1225531,0.19181217,-0.034464903,0.025331063,0.11344358,0.1970561,-0.09077527,-0.07860318,-0.10520074,0.033351723
0.4383837,-0.24648577,0.1580976,0.4011786,0.29571685,0.18079415,0.44983256,0.24205554,0.476218,-0.3112638,0.29371113,-0.019937621,0.017189236,0.18950868,0.37992892,-0.15827474,-0.124816746,-0.20500785,0.0677156
0.1738652,-0.16917288,-0.028838083,0.2904142,0.48202047,0.11462307,0.73370385,-0.02176217,0.5894649,-0.33683857,0.35291165,0.0061327703,0.08539793,0.20490743,0.35994694,-0.07033709,0.017500777,-0.062457997,0.06675857
0.32665777,-0.22112352,0.22321498,0.3104651,0.30370802,0.19764768,0.4239505,0.15719205,0.4759838,-0.16498205,0.22029093,-0.031200955,0.02496863,0.14635834,0.25507218,-0.12388615,-0.08260286,-0.12716049,0.045064997
-0.19725868,0.7980811,-1.3141677,0.62796724,1.9433304,-0.1788255,2.950254,-0.89955443,1.6515145,-1.3683739,1.554734,0.3952772,0.8660798,0.8030567,1.3095258,0.31801075,1.0222331,0.28305894,0.48775226
0.37434912,-0.27517623,0.121755674,0.34865272,0.30288887,0.17937164,0.458633,0.26159233,0.4527719,-0.32207054,0.31997517,-0.029250069,0.023136409,0.18489662,0.385804,-0.13609366,-0.10021569,-0.19333558,0.060301203
0.294643,-0.18375874,0.16800503,0.30226335,0.31870028,0.17697948,0.48573554,0.15036404,0.45509315,-0.22161812,0.22180109,-0.0100424085,0.014713718,0.14196718,0.24741927,-0.1138243,-0.07360289,-0.119243726,0.04293431
0.28971338,-0.18377379,0.07026588,0.31728438,0.3840265,0.16421336,0.6111474,0.10460317,0.51692754,-0.2786943,0.3048665,-0.023308808,0.03650911,0.17623685,0.32103604,-0.09221767,-0.04253017,-0.12636745,0.043466423
0.08058937,-0.22298393,-0.09639692,0.27145174,0.52708507,0.118853115,0.7765102,-0.05063709,0.59945476,-0.37720874,0.35663977,0.0061397674,0.09101909,0.20422415,0.3685678,-0.042759206,0.03450503,-0.06726566,0.085043
0.17530896,0.056286663,-0.088471696,0.35812074,0.46337438,0.12746236,0.76436985,0.018767096,0.5783843,-0.29839486,0.39839372,0.03314726,0.11715932,0.22225715,0.37652126,-0.027258284,0.06592424,-0.04798786,0.09986691
0.39136177,-0.25133237,0.20598288,0.34171334,0.32815605,0.18886155,0.4838522,0.18844211,0.49503094,-0.24461588,0.26337463,-0.025438366,0.02373547,0.16719045,0.3082404,-0.16197477,-0.11528322,-0.16661918,0.04608823
0.289318,-0.24157956,0.061912462,0.35429263,0.55745584,0.12588239,0.750118,-0.061512046,0.7121807,-0.35610774,0.38789043,0.0024670362,0.083717704,0.21223608,0.44115242,-0.0883417,-0.05391396,-0.13365947,0.08357324
0.33655512,-0.11393909,0.19040976,0.36372632,0.31393006,0.18335873,0.42448854,0.23459229,0.45528442,-0.19541913,0.22059692,-0.025276879,0.011650505,0.14290984,0.25178462,-0.10533661,-0.10349108,-0.14577849,0.03598417
0.28936842,-0.18578464,0.17857337,0.29567188,0.31181306,0.18634841,0.44950658,0.13791764,0.4693101,-0.16550592,0.22620699,-0.021531647,0.021551548,0.13048697,0.24281779,-0.089349724,-0.06540855,-0.10287568,0.056359228
0.35822392,-0.20672375,0.226217,0.33519602,0.31347722,0.18815064,0.45610046,0.17547852,0.4840449,-0.2030457,0.21334042,-0.018647874,0.016254952,0.13951187,0.25431633,-0.13773672,-0.100578025,-0.14536186,0.03810801
0.38133022,-0.16919062,0.13667497,0.40019965,0.29818073,0.17285936,0.4343679,0.26419383,0.4543596,-0.26415536,0.27931833,-0.030421792,0.0065723117,0.17070723,0.3248832,-0.130049,-0.11348492,-0.19615208,0.04689328
0.31942767,-0.24648985,0.094019085,0.36175275,0.33620718,0.17949465,0.5401261,0.16531989,0.48251718,-0.25275186,0.3439043,-0.04962013,0.056927845,0.16387488,0.37337443,-0.11546618,-0.061915807,-0.18541886,0.06116992
0.29237807,-0.22607544,0.18645637,0.31972635,0.29106256,0.17913526,0.3870495,0.18967865,0.44040054,-0.20873879,0.20765397,-0.028742878,0.0097930245,0.12326877,0.2530989,-0.12375045,-0.11019082,-0.13667959,0.034893926
0.20257212,-0.20692009,0.06913696,0.2877254,0.39402205,0.1751289,0.60355705,0.050647274,0.52257806,-0.24943376,0.26959947,-0.012460919,0.035357945,0.15671381,0.27845386,-0.056154177,-0.029911516,-0.0969394,0.041245107
0.13509732,-0.30445907,-0.034935355,0.30622685,0.4657591,0.14160618,0.68923485,0.036317725,0.5631663,-0.37033963,0.34404513,-0.020346167,0.06793352,0.1920482,0.38776797,-0.09570384,-0.026224393,-0.120214105,0.07107851
0.42454076,-0.22915632,0.17291765,0.33408827,0.3128062,0.16167027,0.50509524,0.13593863,0.4775148,-0.26883495,0.28514934,-0.015877867,0.029396525,0.17068404,0.31889454,-0.11201431,-0.11497657,-0.16496623,0.0437742
0.44834265,-0.18157434,0.17878076,0.39703214,0.30081066,0.19041553,0.40864247,0.2893131,0.45474386,-0.2642284,0.29383653,-0.017852144,0.013984732,0.17517662,0.3289055,-0.13759823,-0.116252005,-0.18828009,0.06973751
0.4300365,-0.2426756,0.27924967,0.34653944,0.3466245,0.19926226,0.46743095,0.151723,0.5637928,-0.18029012,0.24818473,-0.023913438,0.04146857,0.1629314,0.30058587,-0.16713442,-0.11390346,-0.15937783,0.050539043
0.2261701,-0.18360803,0.17823882,0.28924552,0.31813154,0.2037843,0.45835721,0.117032364,0.4408397,-0.1501683,0.19768769,-0.016934177,0.028394843,0.11568418,0.21489426,-0.075784214,-0.04788696,-0.10218254,0.034317214
0.2336961,-0.19413522,0.08661497,0.25936672,0.40162718,0.14824215,0.57616764,0.08898837,0.4698034,-0.2902955,0.30181548,-0.016063387,0.06569405,0.1815727,0.3091038,-0.08383148,-0.013488479,-0.08565749,0.08597329
0.3131015,-0.21430907,0.15131994,0.32469398,0.36143458,0.17727336,0.527274,0.0706223,0.52426213,-0.2123514,0.26272535,-0.017432107,0.023901729,0.16153327,0.29620785,-0.08791183,-0.08492027,-0.13446936,0.047063295
0.15990482,-0.1402399,-0.06650564,0.27805358,0.4803882,0.09590349,0.7341082,-0.01978033,0.56568617,-0.34027907,0.37329438,-0.0005857684,0.10093824,0.19505337,0.3638044,-0.02582568,0.04154164,-0.054624747,0.08525336
0.39197168,-0.26840934,0.18026623,0.35086972,0.27975222,0.17917436,0.40974241,0.22187188,0.45548397,-0.26849872,0.26058903,-0.02947071,0.010313472,0.15833728,0.33458886,-0.15904409,-0.1269614,-0.18246979,0.06341426
0.41082436,-0.1706832,0.2784099,0.29577696,0.2337385,0.21248811,0.34768772,0.25043136,0.4046666,-0.14317758,0.21767919,-0.022663577,0.024905859,0.14252967,0.24963492,-0.11218798,-0.07296796,-0.1382765,0.05521887
0.40436637,-0.20650387,0.29589844,0.33334506,0.2966247,0.21560681,0.39043742,0.18739071,0.48672283,-0.121917434,0.21066709,-0.034159616,0.020965071,0.14559102,0.24312901,-0.14317942,-0.10370225,-0.14713168,0.04781374
0.34134218,-0.2030862,0.19888803,0.32688123,0.31548566,0.18363412,0.4750685,0.16208404,0.48553926,-0.21159573,0.2265257,-0.020585863,0.019163327,0.1427215,0.25943124,-0.12286867,-0.09299207,-0.13977975,0.036517773
0.10911908,-0.23483145,-0.085377365,0.28334504,0.57014155,0.10814509,0.8282968,-0.08304306,0.64760196,-0.40664443,0.3778655,0.013626302,0.09415912,0.2190035,0.385365,-0.05616727,0.040719066,-0.06560147,0.08330916
0.38082114,-0.24098077,0.20940733,0.30665898,0.33248124,0.18137425,0.44098717,0.17605174,0.4968611,-0.23889962,0.28787106,-0.028815048,0.03951306,0.15930247,0.32106248,-0.13707064,-0.09782231,-0.14608555,0.07962859
0.5844384,-0.2150324,0.07857968,0.5230586,0.3277246,0.18761931,0.5563152,0.3076423,0.54762584,-0.44220403,0.47098735,-0.0033155102,0.033546716,0.27999306,0.535491,-0.14932445,-0.1601791,-0.26319993,0.117053345
0.24906579,-0.18157199,0.14989643,0.30362517,0.35378116,0.15950665,0.5044746,0.07582513,0.4990589,-0.20790769,0.2340449,-0.0120765995,0.0385241,0.14748946,0.25459525,-0.09014515,-0.074109666,-0.10336287,0.055980336
0.29640526,-0.27279386,0.12428576,0.3432735,0.3217505,0.17080447,0.474195,0.20706466,0.47100788,-0.3013883,0.29952475,-0.048166923,0.012972195,0.16808818,0.3609625,-0.15554094,-0.0969041,-0.19172853,0.047287997
0.44307566,-0.17515135,0.28246534,0.31712323,0.26787585,0.21788472,0.3429718,0.26293585,0.42892247,-0.16129619,0.26225364,-0.015963892,0.03531962,0.14383486,0.2854001,-0.1179851,-0.08649705,-0.14941232,0.08176792
0.341502,-0.15739548,0.26415476,0.3342912,0.28243664,0.21086095,0.38755083,0.1942197,0.4522733,-0.12857908,0.17276184,-0.02170478,0.0044713,0.11668177,0.19223887,-0.11413703,-0.09072043,-0.1214751,0.03423736
0.42696047,-0.23258358,0.103014156,0.4092803,0.36003163,0.15343794,0.5459626,0.21840453,0.5123166,-0.3636838,0.33080652,-0.027454058,0.01816791,0.19586933,0.39038068,-0.16602977,-0.11910713,-0.21272679,0.048108827
0.34867698,-0.18696943,0.22875687,0.33394253,0.30705202,0.19266327,0.44613272,0.16046883,0.4832847,-0.18057767,0.20676278,-0.015091063,0.012955591,0.130217,0.2350907,-0.122555576,-0.105283484,-0.14031154,0.036221292
0.35804963,-0.08249548,0.09443197,0.4142021,0.3403515,0.1558123,0.54042643,0.19497016,0.5040585,-0.26078752,0.35328764,-0.017994815,0.059643768,0.1810506,0.36576486,-0.06724553,-0.0807969,-0.16383575,0.07998629
0.12623945,-0.098205335,-0.063798204,0.2668488,0.4748315,0.10153564,0.72398496,-0.03351797,0.56265926,-0.3226566,0.34025955,0.011671469,0.108458765,0.19254269,0.3206635,-0.027407791,0.049790252,-0.020996027,0.07401213
0.3327033,-0.21693724,0.19028689,0.31119248,0.3817131,0.16211046,0.5338232,0.072813,0.5620265,-0.22025083,0.26138863,-0.017504724,0.046068616,0.15840705,0.30067453,-0.12838666,-0.09012267,-0.1322204,0.045150895
0.03774392,-0.14269444,-0.318389,0.2927534,0.84144634,0.0053570867,1.2305664,-0.2658446,0.8292455,-0.63351613,0.6023229,0.05572004,0.22141011,0.3190849,0.5808201,0.028591486,0.18923908,0.004521355,0.1519321
0.33970627,-0.26255316,0.19200757,0.35074738,0.32368433,0.17281207,0.43413687,0.16793516,0.49293596,-0.23723757,0.25296342,-0.03076029,0.010442732,0.13242753,0.30256104,-0.14400549,-0.13026032,-0.166266,0.038929652
0.48605835,-0.16134655,0.03943722,0.51972634,0.3564083,0.15611787,0.5469236,0.2891683,0.53869253,-0.4206501,0.40137374,-0.0021119453,0.009472527,0.24719875,0.4588626,-0.13887171,-0.13760608,-0.27675542,0.06918733
0.28808317,-0.23098212,0.06975297,0.35817406,0.39466044,0.14683081,0.6142493,0.06827494,0.5574675,-0.30410096,0.32408255,-0.013381353,0.047283277,0.19169767,0.36850014,-0.10030936,-0.06885348,-0.13924834,0.056947578
0.36262608,-0.2008121,0.20648843,0.35001647,0.31209296,0.19358924,0.46978992,0.16644254,0.49028748,-0.20610395,0.2393273,-0.018173197,0.019387335,0.1433733,0.26437864,-0.1274749,-0.10122299,-0.14918718,0.03620478
0.3076118,-0.15921322,0.22851421,0.33304018,0.28719985,0.20472524,0.40331805,0.16125165,0.45518076,-0.12941273,0.2010621,-0.018858893,0.033677846,0.11814314,0.21353745,-0.0915136,-0.08495724,-0.11317025,0.054541346
0.5172993,-0.3784974,-0.038866296,0.5008466,0.41434085,0.18533383,0.7086786,0.24814507,0.5797927,-0.5119364,0.5244994,-0.0510529,0.032185987,0.2673941,0.59094286,-0.18536517,-0.11997594,-0.31170097,0.07686685
0.39689705,-0.27476978,0.06911467,0.41203147,0.3099521,0.16233814,0.50966436,0.22458711,0.45936483,-0.3841044,0.34219283,-0.017556196,0.010214338,0.19957584,0.4124837,-0.13491401,-0.14567527,-0.2231507,0.050713476
0.64225405,-0.304462,0.07344018,0.4941892,0.38709953,0.20716764,0.7272405,0.29285344,0.5765491,-0.43196455,0.5286051,-0.028954009,0.051782332,0.30498093,0.5749518,-0.14438184,-0.09774609,-0.2626651,0.11414023
0.002838567,-0.008288778,-0.41655272,0.33163083,0.8833823,0.019950211,1.311799,-0.29615614,0.8709654,-0.6471154,0.66529113,0.098765045,0.27747282,0.3470174,0.60309845,0.060828943,0.27561456,0.032157566,0.16900715
0.33104992,-0.17287758,0.20339274,0.35452902,0.31903717,0.20103067,0.47749174,0.13679,0.4897511,-0.1986523,0.23600307,-0.009530868,0.03636547,0.14237861,0.2498388,-0.098503076,-0.10874131,-0.14053874,0.04425731
0.28976375,-0.20739532,0.13737091,0.3121907,0.36682558,0.15823825,0.5457585,0.09835198,0.5211016,-0.25237894,0.27193907,-0.01592821,0.04703047,0.16679236,0.30247316,-0.119135685,-0.06129151,-0.11985955,0.049586672
0.3431142,-0.17095801,0.14266503,0.36476964,0.3525085,0.17574632,0.5607314,0.14296496,0.5267886,-0.27646348,0.28869063,-0.014459899,0.037727207,0.1716864,0.32128498,-0.11215617,-0.100863785,-0.15977053,0.04358728
0.41840184,-0.15835786,-0.001023069,0.49855304,0.36889172,0.12567936,0.54896283,0.2800308,0.52741,-0.43499157,0.38417065,-0.005695721,0.013054047,0.23977362,0.4465763,-0.14775537,-0.12312503,-0.25655237,0.06866972
0.3565501,-0.18910757,0.22711797,0.33639258,0.2967881,0.19115323,0.42781276,0.19021681,0.4584707,-0.19352171,0.19815658,-0.015951956,0.0047912747,0.13318193,0.23931947,-0.13460441,-0.105220735,-0.1446001,0.038608547
0.36879236,-0.23940489,0.23559737,0.32189053,0.28108364,0.19532838,0.35889447,0.23811817,0.4461156,-0.20167232,0.23807804,-0.04696829,0.018444274,0.1461237,0.28227183,-0.14548121,-0.11512914,-0.16541983,0.06550524
0.043860458,0.16249502,-0.36164463,0.34784603,0.7644121,0.02754958,1.1939708,-0.21535599,0.7844441,-0.52005047,0.59947354,0.09207429,0.2690077,0.33251897,0.531906,0.039865643,0.27399284,0.061369423,0.17176956
0.3229565,-0.16249126,0.24491179,0.32848567,0.30363932,0.19281,0.42668468,0.13862133,0.48303467,-0.13724649,0.19713451,-0.018233312,0.027478328,0.12331548,0.2142036,-0.105793186,-0.094285935,-0.117204085,0.04384322
0.47354528,-0.26202208,0.14137456,0.3771866,0.31699628,0.18771164,0.54092664,0.20412478,0.4784261,-0.3190478,0.34068394,-0.011676112,0.024142688,0.21352385,0.38017514,-0.1253961,-0.1156718,-0.19793439,0.05696201
0.56696403,-0.32641461,0.16049258,0.4566779,0.35982603,0.17990276,0.5681804,0.24414432,0.5871696,-0.39913616,0.41108033,-0.024112957,0.046183564,0.25002626,0.49481636,-0.19436535,-0.15218097,-0.25275835,0.086929396
0.10079987,0.1999282,-0.27788562,0.38400614,0.6612849,0.06000222,1.0461578,-0.11878868,0.7003187,-0.44379982,0.54314405,0.09226033,0.23232114,0.3179929,0.48955727,0.022529399,0.21996053,0.02951178,0.1643368
0.12560461,0.27151805,-0.5405377,0.5069301,0.96617705,0.059540424,1.5962033,-0.28120282,0.9908148,-0.6874167,0.8203296,0.1391479,0.3204011,0.45072672,0.7872823,0.048189797,0.34375358,0.025946982,0.22677243
0.16855349,-0.21587336,-0.039610982,0.30133393,0.4534026,0.12234773,0.6968854,0.027802624,0.5603368,-0.3638116,0.34755185,-0.020920621,0.06862865,0.20020019,0.37740773,-0.081891924,-0.0051781833,-0.099848464,0.06700572
0.3301692,0.06509247,-0.17601256,0.5190831,0.5045244,0.08822803,0.8190441,0.14818169,0.6190461,-0.45245305,0.4949127,0.03891422,0.11349185,0.30728978,0.5047907,-0.093384,0.028188538,-0.16306753,0.123245776
0.17192987,-0.21246946,0.0042812675,0.29784676,0.47610122,0.15120941,0.6965023,-0.019143343,0.57881266,-0.31290326,0.33755124,0.0065124137,0.068785205,0.18560958,0.35783345,-0.04349577,-0.018373841,-0.09997293,0.06420414
0.44487262,-0.25315037,0.18970098,0.40656322,0.36202884,0.17577916,0.50975215,0.14674643,0.5325475,-0.29055363,0.3343567,-0.021418484,0.03791126,0.20212235,0.39427546,-0.14674503,-0.12626104,-0.20316061,0.045910623
0.05418709,-0.13700405,-0.17788644,0.26036453,0.60411996,0.07568719,0.90141237,-0.12631133,0.64918345,-0.4353478,0.4235913,0.035854846,0.14425856,0.2386655,0.39741522,0.0046345037,0.11091459,-0.006070992,0.10346033
0.09859386,-0.08314268,-0.16679393,0.2946872,0.58384997,0.08357533,0.88952446,-0.11157004,0.65948224,-0.40058196,0.43661588,0.028965507,0.13674332,0.2293033,0.42100877,0.003229464,0.10620566,-0.025798474,0.09942095
0.40606478,-0.1820476,0.23740359,0.34133768,0.26310134,0.21736582,0.36892062,0.2510947,0.43016678,-0.14452383,0.24557136,-0.024133125,0.018372623,0.13669421,0.2621208,-0.101242304,-0.085795425,-0.14363553,0.056593556
0.37973842,-0.19824117,0.19785644,0.3767293,0.31979007,0.19574672,0.4806152,0.14719266,0.49898863,-0.21482025,0.28026983,-0.022865543,0.029503623,0.15650858,0.30148798,-0.11303017,-0.11482842,-0.16352303,0.03999177
0.08639417,-0.30900455,-0.10299666,0.29007208,0.52413255,0.12494156,0.78811634,-0.012067668,0.60906625,-0.42450047,0.38348076,-0.009785704,0.09419873,0.22349535,0.41979602,-0.0760116,0.015317567,-0.10193002,0.08117986
0.016475447,-0.102723375,-0.35480368,0.2916143,0.82038546,0.013071679,1.203538,-0.26104045,0.8077553,-0.61588943,0.6026166,0.07138112,0.22415376,0.3145896,0.57562804,0.048626762,0.22072463,0.024016926,0.14890195
0.32572308,-0.10618747,0.25207865,0.32493043,0.2994881,0.19456652,0.40454936,0.19246699,0.47070456,-0.12049421,0.20497125,-0.04256133,0.03199695,0.11812122,0.20627366,-0.10245778,-0.07679404,-0.10903153,0.034759898
0.41437832,-0.21778002,0.10662494,0.3311413,0.32918885,0.15129979,0.5613677,0.119195834,0.45350224,-0.32007053,0.3205492,-0.006841155,0.0154826045,0.19267884,0.35073128,-0.075405836,-0.11463742,-0.16792053,0.051551085
0.30464065,-0.23286748,0.17137513,0.32233274,0.43291193,0.16348468,0.58685154,0.03993947,0.61474925,-0.23445144,0.28051656,-0.01699896,0.05799663,0.1735275,0.32424173,-0.13353692,-0.06254701,-0.12363416,0.052951027
0.26943064,-0.13271202,-0.040952876,0.3437181,0.43795973,0.13693064,0.6898386,0.055004,0.5211584,-0.32753637,0.3711899,-0.007984307,0.07852293,0.22233172,0.37252107,-0.074114114,0.022812117,-0.107972145,0.05180419
0.32099706,-0.15522316,0.12986355,0.36017406,0.315783,0.16073039,0.46552658,0.21682203,0.4641645,-0.23535636,0.2794894,-0.041135393,0.0335927,0.15996598,0.3133473,-0.12039752,-0.082759455,-0.16007039,0.045845125
0.31597042,-0.29265088,0.08980146,0.34818307,0.5369962,0.12343884,0.72737175,-0.047259085,0.71334404,-0.33656576,0.37400553,-0.025606973,0.09821471,0.22197393,0.4290811,-0.116714545,-0.067438334,-0.15416259,0.05409513
0.5489712,-0.31680846,0.006106496,0.5230465,0.44524115,0.14213814,0.742443,0.1906223,0.6490074,-0.5280844,0.52913326,-0.0107198,0.017167753,0.28555858,0.57167727,-0.15638755,-0.16269992,-0.31595552,0.06962082
0.27505445,-0.17912039,0.20761582,0.30354685,0.31255037,0.19270292,0.44876224,0.12980938,0.47121376,-0.14928587,0.19518656,-0.025088815,0.02405818,0.13016528,0.21081206,-0.10209124,-0.06684299,-0.101049155,0.045825433
0.26365957,-0.21011284,0.0944159,0.30480522,0.40305832,0.14058234,0.5967395,0.04495378,0.54049104,-0.28806794,0.2902268,-0.00877898,0.046600655,0.16845305,0.3173502,-0.10243171,-0.07040131,-0.12060326,0.051181626
0.40460485,-0.22724912,0.2373215,0.35383368,0.3147143,0.20234448,0.45333785,0.15059566,0.5130172,-0.16808884,0.2419792,-0.027174646,0.020597707,0.15251918,0.2761524,-0.12770197,-0.10130942,-0.15632041,0.034009304
0.25078383,-0.04412675,-0.039941564,0.3105263,0.44454372,0.103884935,0.72972524,0.05138162,0.55462706,-0.31085905,0.40394682,-0.0022722557,0.083830535,0.19094816,0.38350612,-0.026652537,0.033051025,-0.061451282,0.103868335
0.58780634,-0.31749636,0.13137779,0.44690287,0.46738657,0.13822004,0.7258205,0.08345173,0.661496,-0.44607928,0.4654979,-0.00609106,0.07202407,0.2812016,0.5373874,-0.15146455,-0.17270891,-0.26483268,0.0689694
0.13240623,-0.13606468,-0.21764506,0.3162017,0.6404112,0.07232323,1.002727,-0.11430431,0.7083891,-0.5019493,0.4908748,0.016889542,0.1353015,0.26984447,0.48607194,-0.045279752,0.1084881,-0.040928088,0.101416945
0.21264781,-0.17719635,0.15729909,0.30074888,0.34365392,0.1953254,0.49300647,0.0812482,0.48065585,-0.17215148,0.20722456,-0.0082170535,0.03485661,0.14154136,0.22277628,-0.07387772,-0.045864888,-0.08936684,0.051826093
0.3432791,-0.11919797,0.18880945,0.30763593,0.30764744,0.17168206,0.4673922,0.18393421,0.47977322,-0.1861017,0.2736753,-0.029483074,0.03248042,0.13088298,0.28124094,-0.0795771,-0.06740374,-0.12696819,0.060105864
0.36093295,-0.25170952,0.13571866,0.34114915,0.4026808,0.15549001,0.6045872,0.096020214,0.5818417,-0.31109595,0.3165092,-0.009594962,0.04282184,0.1847579,0.3648739,-0.1497698,-0.09352267,-0.15741707,0.0447223
0.43922883,-0.25570238,0.17270309,0.40536493,0.37961835,0.1574058,0.53161263,0.12655766,0.56106436,-0.3152943,0.34804407,-0.017015057,0.04212556,0.20579766,0.41538626,-0.14683978,-0.13967474,-0.21078852,0.04941381
0.32335642,-0.25986588,0.17961197,0.34320408,0.30810753,0.17903668,0.3989218,0.20530523,0.4617222,-0.24180597,0.24255638,-0.03246747,0.011973038,0.14103384,0.29506603,-0.1383789,-0.12810667,-0.16067918,0.037541796
