AFP,Input,Output,Enquiry,File,Interface,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Dev.Type,Duration,N_effort,Generated_Var_2,Effort
0.017674262,0.0035414845,0.017145872,0.07954998,0.006903976,0.019268472,0.01254148,0.006305672,0.14640434,0.13050614,0.12541199,0.12829642,0.00056171045,0.13964279,0.05349035,0.6297126,0.05236742
0.032271665,0.015284607,0.054880094,0.09766903,0.022042077,0.024963947,0.02904723,0.015480373,0.05849112,0.051674757,0.054497913,0.058655225,-0.0012572492,0.17073596,0.04147434,0.54990745,0.04610538
0.017429572,0.008403873,0.04641897,0.050617553,0.017374959,0.013859391,0.02056322,0.0076122545,0.06375386,0.055518787,0.044534583,0.052726936,-0.0022425586,0.1080605,0.022987736,0.61554855,0.022259483
-0.004944194,-0.007073108,0.026824445,0.021183768,-0.018773932,0.025698673,0.00063986424,0.0017260872,0.11070499,0.09749929,0.1106627,0.09579654,-0.00050301757,0.118495815,0.025499236,0.6848304,0.024526292
0.008360734,-0.0020456705,0.053098742,-0.0092487,0.010299161,0.017979683,0.01511182,-0.0066737235,0.13009202,0.10408676,0.111004226,0.10563666,-0.0017234059,0.093380414,0.019836074,0.6001339,0.021537893
0.017915944,0.015756732,0.039192166,0.0566081,0.013434187,0.014814605,0.01825346,0.021376535,0.07534063,0.071799904,0.09567474,0.0881602,-0.00025404058,0.13635524,0.051004075,0.55708504,0.043910585
0.046173576,0.042762443,0.063716896,0.06529234,0.054545276,0.01298406,0.0464049,0.037084118,0.109628126,0.11143823,0.101491,0.111935794,-0.0007143682,0.102882415,0.17450234,0.630253,0.15439117
0.018638667,0.012950895,0.0023394404,0.10705669,0.018978886,0.012742771,0.016885296,0.008263767,0.22235954,0.22052768,0.20990413,0.22809407,-0.0006368784,0.10400124,0.12746805,0.56643784,0.113315836
0.021335255,0.012816569,0.0687055,-0.020227138,0.022173453,0.009946391,0.01881755,0.01727309,0.100235224,0.08326466,0.093763225,0.09340584,-0.00047446135,0.055640876,0.031920925,0.63719606,0.03193395
0.022020679,0.019625248,0.0023290701,0.08505483,0.025685072,0.0009280578,0.019232057,0.0244762,0.06634249,0.06351749,0.06843342,0.07103926,-0.00076816604,0.07739616,0.046354473,0.5989765,0.038765915
0.004193248,0.0033529159,0.022861533,0.002051626,-0.018826624,0.005017925,-0.009271983,0.024943948,0.20282497,0.1712094,0.22124273,0.20307642,-0.0019469336,0.010420012,0.018104509,0.65920067,0.010580812
0.0067817867,0.008661481,0.01814885,0.008605785,-0.012275441,-0.00074101624,-0.0020270902,0.019603208,0.22273532,0.19788054,0.1956295,0.18818873,-0.0008947514,0.23181282,0.037303656,0.5906025,0.043676972
0.008165266,0.008374818,0.0012175152,0.021992585,0.024818644,0.009595746,0.011551561,0.004403282,0.09324448,0.075634226,0.07745956,0.07848597,-0.0015164064,0.07465315,0.012572575,0.62832505,0.013319401
0.007016778,-0.0021687467,0.036411285,0.038152643,-0.0021373928,0.015580886,0.009665446,0.0034926645,0.15968376,0.14398757,0.15332049,0.14632875,-0.00026784278,0.13849111,0.0561192,0.5379158,0.046230935
0.0026180688,-0.00014411844,0.011024446,0.010684765,0.026403926,-0.0035276543,0.00743082,0.009395577,0.0769975,0.062198717,0.08554216,0.07943274,-0.0013164179,0.047946565,0.013328109,0.65805984,0.008143345
0.004965272,0.0065818373,0.010645575,0.02186805,0.0027789846,-0.0014178319,0.000210742,0.025741853,0.121641085,0.11459723,0.10030243,0.1034553,-0.0009784764,0.12513277,0.03659066,0.6052843,0.03749637
0.0056032557,0.0033475943,0.01701577,0.036294617,0.005243972,0.0030463869,0.004431222,0.017602284,0.08312924,0.08256559,0.08449544,0.08809505,-0.00039106328,0.11313536,0.036217496,0.5729767,0.03285594
0.023855738,0.014751894,0.04330705,0.09479809,0.01336094,0.0153943775,0.0045036958,0.062532365,0.020411594,0.028328989,0.04823788,0.049979396,-0.0012933612,0.0019970555,0.037407216,0.642527,0.023618998
0.0047692023,-0.0027719755,0.019000415,0.0074964827,0.020701658,0.012474321,0.0042222305,7.810071e-05,0.24675578,0.2177563,0.20226756,0.19708964,-0.00043865386,0.1609411,0.02533828,0.6605958,0.033284277
0.0151975,0.006839456,0.023433425,0.04249474,0.02405924,0.015527535,0.018718526,0.0033018813,0.1452983,0.12798752,0.12945163,0.12760578,-0.0005242033,0.14629588,0.059070922,0.6210413,0.0555647
0.0019739438,-0.0036555175,0.0460172,0.0048278505,-0.017134862,0.009477426,-0.0048720585,0.02307427,0.12113306,0.10238759,0.11526794,0.11301657,-0.0008995915,0.056356452,0.029688744,0.6155528,0.024020476
0.010751593,0.0070430376,0.027487107,0.13077798,-0.0028402451,0.006366604,0.014268292,0.019107834,0.35528183,0.34551695,0.30311313,0.31785816,0.00053301547,0.15509336,0.23539193,0.5393983,0.21604283
0.013770109,0.011213535,0.012343577,0.019161541,0.041300267,0.013725317,0.02067261,0.007131662,0.050597865,0.045782614,0.054096833,0.045120545,-0.0021130163,0.09826479,0.009554554,0.62465423,0.0102614835
-0.0019758549,0.0045440625,0.018716604,-0.014749473,-0.013206456,0.018547393,-0.0051526465,0.035281725,0.04003913,0.035072483,0.037214562,0.023311708,-0.001851541,0.008449145,0.041559834,0.761045,0.032924406
0.04322743,0.038346723,0.04936877,0.07848306,0.06012915,0.020777194,0.051884696,0.011705533,0.20167677,0.19468129,0.18556553,0.20241168,-0.0011510607,0.15404814,0.22414002,0.64918256,0.19815277
0.0066097826,0.007220773,0.00884108,0.044472896,0.006934881,0.009623579,0.0018551201,0.029913962,0.05720234,0.052229296,0.06541023,0.06214443,-0.001262188,0.09553422,0.011803787,0.6262871,0.0072771176
0.0035605691,0.00027489476,-0.014024711,0.09785387,0.0010858774,-0.01428114,0.00021974277,0.0061475374,0.059248433,0.05363617,0.052649587,0.06741144,-0.0013619894,0.047104314,-0.00071758404,0.6648179,-0.0011830903
0.014213744,0.012030518,-0.005237527,0.02718766,0.04610899,0.015952833,0.020880358,0.0052763745,0.1515513,0.13347334,0.15912269,0.15473276,-0.0007792236,0.091029115,0.08329951,0.69273615,0.067894846
0.011924126,0.000849165,0.06893268,-0.009451419,-0.02934011,0.019479647,0.012501836,-0.013242088,0.3968816,0.32699552,0.39337328,0.35352027,-0.0015213611,0.13796078,0.022194384,0.60699666,0.019391097
0.009541096,0.0059731826,0.01317302,0.02606074,0.020200834,0.013218378,0.0040238076,0.026276536,0.104126886,0.09349826,0.11646846,0.10750855,-0.0014930079,0.04171831,0.03568258,0.5920557,0.02130547
0.018978616,0.010427637,0.051473208,0.033885013,0.019879356,0.03222547,0.019360889,0.034158625,0.07230349,0.047740243,0.07469847,0.047762703,-0.0014084168,0.12481588,0.02173046,0.609853,0.022203377
0.01765791,0.0032786336,0.061715137,0.09553784,-0.0023384038,0.017977916,0.019199172,0.014693424,0.14951178,0.13327014,0.14498113,0.13373072,8.272659e-05,0.13046853,0.09548772,0.5232688,0.08244966
0.010886061,0.0062738247,0.04946828,-0.034052756,0.014839321,0.02070664,0.012151504,0.0123642795,0.08670969,0.059925538,0.062353708,0.05352343,-0.0010797558,0.1559995,0.011616278,0.59260106,0.014747422
0.013943977,0.011404688,-0.0024084123,0.063651,0.027232785,-0.0014302643,0.01611976,0.0006119944,0.23375286,0.21239296,0.21120636,0.21099675,-0.0014065839,0.115864694,0.07872856,0.6191797,0.0707532
0.02220085,0.014165318,0.046180848,0.027100673,0.032092217,0.028187413,0.028746484,0.0033666976,0.108534396,0.093189314,0.09309609,0.09413947,-0.0021957569,0.14216813,0.046143755,0.58022195,0.04601775
0.0074691027,-0.00039586797,0.048755568,-0.016431266,0.010513879,0.011287209,0.009850518,0.0058311448,0.103168964,0.082240984,0.09051101,0.08815044,-0.00036105607,0.09406131,0.017945468,0.63739383,0.016528321
0.00043605827,-0.00063989125,0.003856711,-0.0027107191,0.006374158,0.0066278153,0.0010334305,0.005573325,0.15890142,0.13964519,0.13332176,0.13125572,-0.0015684767,0.115562744,0.016148832,0.5981385,0.017686518
0.009979159,0.004219657,0.05124389,0.09427081,-0.01862937,0.013671877,-0.0021038386,0.059636705,0.12685794,0.13094378,0.12387244,0.13212931,-0.00029879622,0.080582544,0.16149566,0.585242,0.13599642
0.043099016,0.0443106,0.043295253,0.077631846,0.069003925,0.014234981,0.046841145,0.030073397,0.11367731,0.10776299,0.092036165,0.10537632,-0.0007163882,0.16969556,0.14942789,0.6523725,0.14017415
0.007123748,0.0076462775,-0.0039525707,0.017821373,0.034355473,-0.014483576,0.0042150524,0.015534725,0.114348635,0.09842476,0.10192465,0.099612966,-0.0014258316,0.026354188,0.01306117,0.65152454,0.0129636135
0.00723421,0.0042421017,0.034928724,0.020241192,-0.004344347,0.014282016,0.006188129,0.012237899,0.12152742,0.10044926,0.11311576,0.10383216,-0.0011415323,0.11632268,0.022255978,0.60831726,0.022727435
0.03312041,0.019974912,0.081601165,0.028350841,0.048412547,0.024601143,0.041662946,0.0007845387,0.06196536,0.045731813,0.044072706,0.043164834,-0.0019779326,0.13161467,0.051111598,0.60386086,0.04961329
0.0039041508,0.004551936,0.05192221,-0.025002152,-0.013813684,0.013644058,-0.007582817,0.043468192,0.2207584,0.18299031,0.24859384,0.21874928,-0.0021900078,0.016879436,0.062461503,0.7076498,0.041690253
0.00023885816,0.00036379136,0.043607008,-0.0123048965,-0.009023987,-0.0006430618,-0.008166433,0.036546536,0.20686477,0.17856559,0.20832467,0.1924983,-0.00016972981,-0.016074656,0.046937,0.6880269,0.03211917
0.027330637,0.0107869785,0.055501904,0.054764286,0.04804133,0.029241648,0.035739377,-0.004794929,0.05470557,0.049747728,0.06680581,0.06760093,-0.0012500715,0.10748761,0.03460371,0.5899482,0.030271737
0.0060231555,0.0023486875,0.016690463,0.004045896,0.028430704,0.0063347872,0.009504419,0.007110253,0.100051224,0.082676,0.090726346,0.085306406,-0.0008013807,0.05984879,0.00999498,0.6418787,0.009557752
0.023315141,0.021024602,-0.007000113,0.056773435,0.059105672,-0.0020240797,0.022361882,0.017766122,0.088432014,0.079265565,0.07169586,0.08070654,-0.002095608,0.068076044,0.03426576,0.625852,0.031754203
0.0036917422,-0.00035787746,0.011190691,0.06865028,0.0009093676,-0.00068519195,0.005913759,0.010032412,0.19880071,0.19693187,0.19095828,0.20026228,-0.0021614805,0.12917379,0.07600747,0.54789764,0.06902397
-0.0025605503,-0.0051528867,0.020944305,-0.0018070317,-0.011983464,0.0099506965,-0.00252569,0.01149172,0.121844694,0.09907931,0.12575656,0.11105971,-0.0018439665,0.08928687,0.01397489,0.6316358,0.010656713
0.0127657605,0.0037737824,-0.008995262,0.11258764,0.005988743,0.016211577,0.011634123,0.012420971,0.40777725,0.37500554,0.36347976,0.3549418,0.00020176265,0.14658785,0.15468702,0.632254,0.14234318
0.010569135,0.0059800427,0.014049274,0.08969526,0.014161173,-0.0023911335,0.011635524,0.010421529,0.07698937,0.07588891,0.06544302,0.07145269,-0.00075193495,0.10528311,0.040968996,0.58322734,0.038829118
0.017677829,0.0132402275,0.0054959245,0.07846205,0.03092841,-0.0093407435,0.018960709,0.0058916323,0.050849035,0.045390762,0.050126296,0.05613964,-0.0008902708,0.041478116,0.015965583,0.63473266,0.013122123
0.005967794,-0.00643579,0.035476428,-0.0029913164,0.04874105,0.015225452,0.018288739,-0.0028995275,0.16720095,0.15044168,0.15959384,0.15140802,-0.0018358026,-0.0003438627,0.06980633,0.7873478,0.05777482
0.003977027,-3.3458695e-05,0.024088278,0.015098672,0.0049967114,-0.0006266786,0.00010246318,0.018519916,0.20167863,0.16930671,0.19946288,0.17919394,-0.0015343986,-0.0012585251,0.032025285,0.6794758,0.02671435
0.008573817,0.009121599,0.033185866,-0.026946483,0.002546737,0.012186119,0.001696121,0.021929793,0.07040684,0.05842396,0.0666292,0.072461985,-0.0009056702,0.11413018,0.011618808,0.6129421,0.011649581
0.01620802,0.013793023,-0.0061811367,0.055750012,0.035378493,0.002591792,0.018546611,-0.0010313988,0.08069791,0.064118505,0.051159963,0.062368687,-0.0010562781,0.098028034,0.0208094,0.6283723,0.027552964
0.017511085,0.00878581,0.039361596,0.027131196,0.013491746,0.026895957,0.017228015,0.010918759,0.38091898,0.33445594,0.33975667,0.3195252,-0.00016758218,0.09345386,0.06829855,0.63319826,0.07176739
0.010701982,0.00765064,0.0055219578,0.03374861,0.026767436,-0.00036472874,0.013308633,0.013641845,0.07046004,0.061612073,0.070303984,0.06441692,-0.0015127119,0.059974577,0.02009156,0.64282525,0.014710216
0.03983862,0.032275155,0.08420142,0.08154488,0.050628424,-0.012546905,0.043616183,0.032999173,0.17069961,0.1712107,0.107751384,0.13038027,0.0004054876,0.13980602,0.19610244,0.6058004,0.1854574
0.01943282,0.0073538646,0.052391075,-0.023079751,0.04377337,0.018860044,0.028036876,-0.00075274333,0.039728772,0.03272262,0.048633795,0.04891863,-0.0013857717,0.05525984,0.013341282,0.65938294,0.007550731
0.012609026,0.0114833545,-0.042017736,0.14254716,0.010728784,0.0025176352,0.0047639753,0.033128694,0.22129333,0.20362437,0.17010446,0.18086433,0.0010228744,0.09210373,0.10706228,0.50065064,0.10601806
0.023115031,0.02469288,-0.008643053,0.060450234,0.050358385,-0.0020768596,0.024826916,0.020324051,0.09544419,0.08598324,0.08600812,0.084593,-0.00077526644,0.1188118,0.06143588,0.6421342,0.052239016
0.003695134,0.004143985,-0.020650493,0.02843049,0.033309832,-0.020044755,0.000766231,0.021227188,0.19806862,0.17394195,0.190207,0.1809561,-0.00086470135,0.038512513,0.032162648,0.6208626,0.025497613
0.007021107,0.0019504763,0.025502466,0.013164977,0.0035864431,0.0065451297,-0.0007305145,0.024250902,0.15173237,0.13318929,0.15236822,0.1450899,-0.0011865096,0.029781688,0.052931767,0.5940465,0.04197321
0.032608587,0.014800815,0.081646696,0.096659735,0.03392925,0.030844199,0.02988313,0.026902452,0.07174723,0.06476248,0.10472507,0.10024424,-0.0009808214,0.05404286,0.06342315,0.56562424,0.04890117
0.016987607,0.013548536,0.036176298,0.029211938,0.018430095,0.01902679,0.018668232,0.020135872,0.09195204,0.0750423,0.094983846,0.08171493,-0.0012491783,0.117111035,0.029695163,0.62304384,0.027283097
0.007537814,0.006211875,-0.008817931,0.035096433,0.030914444,0.0029722317,0.010529163,0.01241935,0.043902013,0.03844025,0.042885907,0.03705663,-0.0011539394,0.074918896,0.0063132793,0.62592375,0.00554252
0.014123706,0.008939199,0.046531625,0.0005149096,0.009768756,0.015559093,0.015739392,0.003769584,0.15968339,0.13469341,0.15857984,0.14968641,-0.0005969675,0.124450415,0.038005058,0.6009531,0.03534738
0.023304373,0.010223789,0.06763785,0.10229593,0.002202116,0.01073403,0.0188183,0.029647931,0.12630042,0.11337522,0.12618537,0.12366009,-0.00096984673,0.1074996,0.10578506,0.5615847,0.09422885
-0.0058264043,-0.011845359,0.037951645,0.0016531001,-0.0239484,0.0023450155,-0.013495371,0.02252657,0.16292095,0.14220169,0.15194075,0.14553946,-0.0014053937,0.031045593,0.019600913,0.6431991,0.020524831
-0.004053369,-0.0013169777,-0.01195859,0.09385678,-0.02688633,-0.01226299,-0.016514136,0.038562,0.113805085,0.10830763,0.10261237,0.10722068,-0.0004323637,0.12627542,0.031699114,0.54322183,0.030406596
0.033263516,0.0122323055,0.0750908,0.078521915,0.048374474,0.02486212,0.04543063,-0.014823137,0.17306396,0.17496371,0.14256147,0.16722831,-0.0009633899,0.15019222,0.10664515,0.589133,0.104380384
0.0030835383,0.0015053749,0.029666983,-0.0023246272,-0.022557862,0.018312866,-0.010804904,0.034563318,0.09436767,0.088300765,0.09693245,0.09860133,-0.0019634925,0.08692943,0.01322538,0.6117232,0.00819326
0.037275195,0.039341792,0.03254967,0.05196308,0.05563221,0.016308155,0.031052379,0.048451386,0.17295447,0.16582762,0.1496504,0.15525195,-0.0022154497,0.14527172,0.19426593,0.6473268,0.17141096
0.0055749826,0.0028709248,0.00021930132,0.025030088,-0.00757163,0.00016804656,-0.001863529,0.013708055,0.39857095,0.33975875,0.39633876,0.3623825,-0.0009997115,0.021659495,0.049166568,0.7147192,0.039506074
0.0070312973,0.0024775956,-0.015145888,0.078925796,0.02287528,-0.0077757356,0.00065254583,0.018000152,0.04738935,0.0471948,0.04934199,0.060371716,-0.0012463508,0.019605506,0.014575485,0.62138903,0.009814413
0.0029275436,0.0058779307,0.037428852,-0.044820588,-0.012730584,0.008715564,-0.006900712,0.04136303,0.10501589,0.09049371,0.06835243,0.06701524,-0.00039618276,0.14273898,0.009412587,0.6480442,0.015765466
0.008233985,0.0067103375,0.011558804,0.015444774,0.0101427995,0.018808862,-0.00061720517,0.033510394,0.13116738,0.12037917,0.13876286,0.13643306,-0.0011954075,0.06388505,0.077603094,0.61931556,0.06038712
0.031542305,0.028231079,0.018772915,0.08783078,0.05019602,0.023017017,0.031996578,0.026086308,0.118976206,0.110903546,0.13100268,0.1310887,-0.0003526155,0.08313911,0.10778118,0.6110137,0.0908147
0.009939892,0.0005694702,-0.0028450685,0.058767643,0.038514726,0.01302655,0.016711593,-0.0037230141,0.27287146,0.25592303,0.23633158,0.23407653,-0.001962305,0.17577912,0.05807314,0.6493999,0.060247377
0.010316924,0.0045880117,-0.009172486,0.031225521,0.03963651,0.0057775984,0.013443133,0.00506616,0.15382633,0.1393922,0.13760592,0.13318923,-0.0014366023,0.077211246,0.039383013,0.6675632,0.036771633
0.015586331,0.011700405,0.039251816,0.0047883093,0.019461282,0.022133771,0.0009302634,0.060864568,0.12171203,0.098319486,0.13517849,0.11951596,-0.0012257788,0.045170754,0.061563086,0.5935092,0.044696935
-0.0139053855,-0.00015325099,0.008348578,-0.019060137,-0.037575252,0.002988217,-0.02636563,0.054730497,0.102983266,0.09366366,0.104185335,0.090969555,-0.004172167,0.087140575,0.032599725,0.69478273,0.021022622
0.03586079,0.025248168,0.08159271,0.06549993,0.03899245,0.016658887,0.033869404,0.042217687,0.08518188,0.08182339,0.09247024,0.09157702,-0.00068011973,0.061774187,0.1076548,0.5981798,0.09203449
0.0109621,0.0077280384,0.027004085,0.00073354365,-0.0019963123,0.00487675,-0.004597566,0.041675262,0.22668986,0.19385311,0.24200414,0.22154012,-0.00068756286,-0.023362448,0.053588226,0.67284954,0.03804704
0.031810828,0.020089773,0.049670707,0.13109837,0.03056544,0.018748123,0.025482513,0.035387114,0.066034146,0.058243133,0.07208359,0.07005164,0.00031509157,0.12775993,0.109082654,0.58047867,0.09382759
0.029801024,0.018870397,0.11738335,0.035157494,0.009599075,0.009745753,0.03423668,0.040128097,0.19860616,0.19709885,0.19090374,0.19603828,0.00010727253,0.038790163,0.24201916,0.55820376,0.21078224
0.022051137,0.0035599936,0.060715575,0.05090865,0.028012153,0.020254726,0.032090317,-0.012597287,0.31309003,0.2899624,0.26199716,0.27351302,-0.0016591586,0.14827351,0.12493275,0.62010336,0.12530561
0.009004461,0.014745606,0.0081101945,0.028926516,-0.0008663703,-0.010966879,-0.0032126196,0.03717999,0.13734777,0.12980267,0.12107625,0.1361767,-0.0025456753,0.08019119,0.050568987,0.63002276,0.04955883
0.0251378,0.0084932055,0.086100146,0.22171961,-0.021162234,0.014488127,-0.0037149042,0.087536864,0.013633865,0.031197693,0.10197648,0.09801011,-0.0006876895,0.000778903,0.09931801,0.52075815,0.07276979
0.00810146,0.0069159027,0.006369957,-0.0039009922,0.015883293,0.012292812,0.0012894103,0.030484296,0.14010124,0.1203613,0.13768144,0.1308505,-0.0014784914,0.11059968,0.04234352,0.66912115,0.033821385
-0.001258459,-0.009588553,0.030260999,0.020970069,-0.012647415,-0.005589224,-0.0064744754,0.006080162,0.22032994,0.18634775,0.22783084,0.20889577,-0.0005983114,0.015842132,0.0146118775,0.7299341,0.0061624157
-0.00060367025,0.004333472,0.01192518,-0.02313087,-0.025473054,-0.0036205398,-0.01896068,0.038907103,0.19591331,0.17498982,0.13273278,0.13819039,-3.453344e-06,0.17650871,0.015929209,0.6253159,0.031755745
0.032779094,0.01910008,0.070066646,0.12704173,0.032706298,0.02297091,0.02322678,0.053157978,0.0071837287,0.00761991,0.04523267,0.03515364,-0.0008675102,0.0604987,0.08410165,0.5711481,0.0655527
0.0048137363,0.0007567331,-0.006587162,0.025170874,0.024528898,0.010167592,0.008436624,0.00010422245,0.24614838,0.21472287,0.21304299,0.19996765,-0.00106603,0.18223527,0.04670702,0.6759758,0.048109032
0.019552995,0.012031766,0.027358472,0.09020095,0.025131218,0.010021517,0.022150237,0.012642313,0.07362811,0.06970887,0.08051037,0.078968644,-0.0011158949,0.11128876,0.033403084,0.5809742,0.030742435
0.022864543,0.014361633,0.025253512,0.07347576,0.03259932,0.0074228817,0.027560186,0.0026760958,0.12627693,0.123500794,0.106385976,0.114818335,-0.00019877218,0.094002746,0.085116126,0.5735718,0.07646069
0.022650296,0.010730604,0.07351954,0.121787086,-0.01303356,0.01980691,-0.005043649,0.08321426,0.015683718,0.027585596,0.058807198,0.060712595,-0.0007860474,0.05396256,0.05727221,0.54175246,0.04481188
0.0067563597,0.005888123,0.017648984,0.02119576,0.0042428076,0.009933389,0.0042022923,0.024715543,0.10074499,0.08564359,0.09969172,0.08924941,-0.0013923692,0.096294105,0.021713987,0.66266,0.014853265
0.004937399,-0.010350026,0.06477007,-0.0143652,0.0016961321,0.011979263,0.008561244,-0.006162513,0.25833198,0.22369963,0.26067203,0.24038988,-0.0016420949,0.058471754,0.03244514,0.55585694,0.022374151
0.017832395,0.008391252,0.02028181,0.016822243,-0.0045475364,0.0018193636,0.0052306247,0.007455159,0.4537821,0.4027013,0.41889936,0.41010678,0.00029350165,0.10839823,0.110253595,0.6089624,0.09912415
0.0016828384,-0.0076698903,0.038723327,0.039367616,-0.031192956,0.027279543,-0.004529169,0.02862037,0.25675645,0.2367441,0.22533539,0.22096285,-2.9844232e-05,0.10969438,0.12634927,0.5521921,0.11451925
0.012633963,0.012006147,0.015691977,0.05252197,0.022193752,0.00130655,0.0073459586,0.028727315,0.088371575,0.084745765,0.08072771,0.086982,-0.0007890165,0.061714157,0.056309327,0.60784054,0.04733783
0.015927404,0.010212889,0.046379745,0.016921258,0.010138944,0.02339407,0.015716285,0.012532834,0.101696655,0.084291846,0.09003199,0.08566913,-0.0009808112,0.13243455,0.032114625,0.6214593,0.035584815
