Transactions,Entities,PointsAdjust,Envergure,Generated_Var_2,Generated_Var_4,Generated_Var_6,Effort
0.096748486,0.3648916,0.22872461,0.7133177,0.6956658,0.4197101,0.71513885,0.15334357
0.25785637,0.30788276,0.34043503,0.56816393,0.93066394,0.23298287,0.9055836,0.12222424
0.14156559,0.19294915,0.23052435,0.62201434,0.75224525,0.38343978,0.81442946,0.12281272
0.42970654,0.53541344,0.56310105,0.9434674,0.25995094,0.6953256,0.34860882,0.75131756
0.196558,0.601709,0.41513914,0.43398955,0.34127316,0.59389,0.31555775,0.2976282
0.2947832,0.22497156,0.34504905,0.49236974,0.95218235,0.24901839,0.9463227,0.18879063
0.16976066,0.39827424,0.30126143,0.7713284,0.7588532,0.2922519,0.7277568,0.26616433
0.09668311,0.113964304,0.13625231,0.32642525,0.82360846,0.1548264,0.9030792,0.04707801
0.13782914,0.16406065,0.17768654,0.3057281,0.68256074,0.39237022,0.62227905,0.046238866
0.13466202,0.4086516,0.26771533,0.66167414,0.55022734,0.4818925,0.5664669,0.17857762
0.16939935,0.23638846,0.21875611,0.6864073,0.56306785,0.44198567,0.5183366,0.19608197
0.07673282,0.21764034,0.17738841,0.47104326,0.58392155,0.4428859,0.6310251,0.089675725
0.13359846,0.31168747,0.25190347,0.68650264,0.69680434,0.35260126,0.66028684,0.18719335
0.1330896,0.22853118,0.215273,0.52854544,0.9530008,0.14648566,0.93683755,0.10518463
0.07770433,0.26627037,0.17888023,0.5444269,0.9184868,0.08492462,0.87929535,0.0874645
0.14442888,0.22435677,0.22032261,0.3999028,0.939777,0.15568955,0.95367384,0.08344388
0.12210882,0.14964476,0.15815975,0.26350316,0.4585059,0.44987836,0.42735708,-0.02465745
0.14447674,0.23593001,0.22348292,0.6771213,0.8341528,0.30834514,0.8495545,0.1350276
0.14119539,0.32888237,0.25034112,0.703961,0.95834273,0.16425933,0.94139224,0.14094204
0.1334548,0.26925492,0.22210172,0.56834364,0.9798679,0.11956727,0.9928075,0.10158667
0.13928553,0.28163275,0.22524583,0.66750526,0.92687786,0.1624185,0.91623104,0.14019509
0.14371267,0.25647736,0.22610302,0.59466857,0.96885216,0.13184819,0.95218855,0.13365334
0.2009794,0.3257644,0.2936342,0.6654208,0.89553475,0.31505153,0.93301576,0.11931859
0.18587886,0.19136721,0.22489953,0.4719795,0.49291646,0.48357034,0.43900803,0.14662902
0.17896771,0.25063106,0.23912364,0.70562273,0.63088244,0.375005,0.58425105,0.21142
0.07862195,0.20008975,0.14890641,0.7509177,0.6645124,0.375999,0.6788231,0.16107233
0.14235048,0.30261838,0.2386279,0.5698148,0.8097948,0.23177744,0.7636418,0.076827675
0.12269235,0.28916305,0.20001177,0.7298109,0.75595987,0.31965882,0.69899833,0.1709039
0.053739943,-0.023020491,0.053971138,0.4014998,0.75026196,0.13705233,0.836326,0.023450825
0.077871226,0.264543,0.1744987,0.15434852,0.46520302,0.50217205,0.41648865,0.008959625
0.09179174,0.13553326,0.15587021,0.19368984,0.60119176,0.48015323,0.61721545,0.04224662
0.1840503,0.22790743,0.250556,0.44030946,0.73113054,0.25668538,0.6181012,0.009321779
0.1742267,0.36332968,0.264322,0.8689173,0.62811816,0.3761413,0.6752171,0.2529918
0.16319422,0.27283466,0.2366144,0.6710144,0.8674756,0.2656613,0.8027921,0.08827384
0.14470877,0.47188425,0.29677978,0.44740692,0.463702,0.54087013,0.41916117,0.21879944
0.36752984,0.5650854,0.5071237,0.95926446,0.3532331,0.6077352,0.39484292,0.6357086
0.09813643,0.009261645,0.10185799,0.4821636,0.72433513,0.1206725,0.7226897,0.025195498
0.5620874,0.5369505,0.6829424,0.69569266,0.040142775,0.8276076,0.08803268,0.77825093
0.096726656,0.25446773,0.17757733,0.1794559,0.38920107,0.58707553,0.36455125,-0.016547678
0.11227816,0.15491109,0.16856815,0.7437916,0.7365909,0.35837728,0.7868865,0.14290343
0.07980582,0.20676671,0.15385973,0.60681677,0.7006257,0.37547725,0.71291876,0.101390556
0.13450804,0.11960563,0.16634129,0.54136074,0.6912295,0.18418138,0.6348822,0.06578232
0.15379417,0.25076705,0.22987416,0.5188822,0.90697676,0.17909437,0.91663474,0.123404786
0.1272286,0.215524,0.18715253,0.6270272,0.8512574,0.17973143,0.75316596,0.097164035
0.1402447,0.13533068,0.19288976,0.67371815,0.67128974,0.18591744,0.614808,0.11184874
0.1637159,0.25180888,0.2400731,0.5754783,0.9272858,0.1481811,0.8847411,0.12330742
0.17841512,0.6841979,0.44335544,0.34885347,0.2905752,0.6509056,0.23870996,0.23165229
0.091274366,0.30255425,0.21174213,0.5052307,0.56914246,0.48253933,0.6192035,0.12336682
0.1853228,0.36613545,0.3274239,0.77779406,0.91464174,0.2979898,0.9230516,0.20587003
0.21007022,0.4657024,0.36006877,0.9100777,0.7608132,0.36830696,0.79580015,0.35531133
0.071179725,0.02586307,0.08073452,0.48720798,0.7747163,0.12942518,0.85588366,0.04982734
0.06824029,0.17387491,0.15757784,-0.19781777,0.40086707,0.62014186,0.45018345,-0.04521004
0.113437906,0.07377878,0.13767464,0.7198771,0.80761653,0.094882086,0.77734977,0.10225238
0.20914176,0.38950762,0.30751866,0.43863338,0.3921761,0.56020105,0.33812138,0.19868758
0.089482784,0.035638396,0.09096507,0.53148913,0.78777385,0.1131448,0.78646857,0.04563443
0.118291005,0.064720914,0.15091188,0.20500323,0.6515742,0.1729103,0.704719,0.030207459
0.20543157,0.18039954,0.2580308,0.26483116,0.81135786,0.30078924,0.80922645,0.12165505
0.3122464,0.40536368,0.39527193,0.8505569,0.48017368,0.5565882,0.48682845,0.48115298
0.19406754,0.424377,0.31038216,0.8329069,0.77826256,0.23163334,0.7744543,0.327867
0.16731656,0.27187318,0.25747332,0.80576324,0.9550029,0.22599253,0.9688868,0.18563248
0.20414807,0.005403161,0.2255581,0.21113218,0.71464586,0.49970895,0.7729345,0.09230001
0.13311578,0.2684331,0.21429394,0.3948344,0.3059725,0.6140568,0.2248005,-0.011145793
0.103166066,0.8511725,0.4232768,0.47326756,0.35031858,0.6706424,0.35124838,0.17448676
0.13529319,0.33896434,0.24389535,0.6865357,0.71314275,0.29410684,0.67080194,0.15301487
0.18382752,0.17582747,0.23364274,0.45251402,0.8124561,0.35176596,0.7608247,0.059231292
0.10786326,0.31050643,0.22223592,0.66443896,0.65545243,0.38889173,0.6943066,0.13825655
0.3278751,0.5850635,0.5019446,0.5967881,0.26187402,0.6468013,0.23673335,0.4735013
0.14374219,0.15971223,0.18681827,0.4503803,0.6238426,0.43613595,0.534971,0.04893453
0.07115076,0.08207349,0.10667989,0.4337615,0.64177334,0.44330183,0.6071137,0.05452342
0.10474287,0.19359587,0.15409176,0.597068,0.8303417,0.17236386,0.81904966,0.09115507
0.18751733,0.28482968,0.2561853,0.64269125,0.9469726,0.16758244,0.91485435,0.12645486
0.10178429,0.32910007,0.22873153,0.74478704,0.9081296,0.14725359,0.8490417,0.15396772
0.121169135,0.2900656,0.21139948,0.8811426,0.7543465,0.38409534,0.79383177,0.2352691
0.21149614,0.26392913,0.30922723,0.5256334,0.9445567,0.20208803,0.9311137,0.13253005
0.17643456,0.16251843,0.21775432,0.4641714,0.82022786,0.2964143,0.79108715,0.10728538
0.06954296,0.34446898,0.20308648,0.60008174,0.6525926,0.3913321,0.6910397,0.108692825
0.47889766,0.0408095,0.4329156,0.8849505,0.2919589,0.6193041,0.19063461,0.3513384
0.19763257,0.2433673,0.25568846,0.6690532,0.494426,0.52488446,0.46919772,0.25907806
0.24584594,0.49696067,0.39360604,0.8331417,0.5936169,0.43419245,0.6026461,0.4206341
0.14562298,0.19387802,0.21121651,0.53826475,0.90222025,0.18362732,0.93163794,0.12079957
0.09587914,0.120000064,0.14011195,0.45346162,0.8522176,0.16431467,0.8892631,0.094357386
0.11425884,0.3391856,0.22334377,0.59810305,0.70783055,0.3598063,0.7184614,0.13128117
0.15504096,0.29873806,0.2483329,0.58382815,0.94105273,0.186879,0.89984065,0.11700487
0.11494325,0.28245503,0.1962703,0.24522647,0.5197855,0.41518953,0.48066643,0.044272874
0.10824019,0.23991919,0.17424875,0.5983721,0.78930867,0.24027771,0.7235167,0.10621874
0.14830214,0.24041809,0.22237635,0.750288,0.50476474,0.43309557,0.5174166,0.2797313
0.11931074,0.19386148,0.19654237,0.47863016,0.82630706,0.1633358,0.804441,0.07425563
0.47376868,0.25765833,0.5067618,0.697939,0.26484752,0.7033923,0.29019943,0.58288723
0.15798993,0.14427751,0.18625806,0.55096275,0.5602742,0.328778,0.5049994,0.09122397
0.13222104,0.23435189,0.20606542,0.3353795,0.71587425,0.32274774,0.6966851,0.08111568
0.31066528,0.2079798,0.33350405,0.59427845,0.51395684,0.44959322,0.49729824,0.26634243
0.22574998,0.73545074,0.48835576,0.5440405,0.25755358,0.6775358,0.20272201,0.33637375
0.14533246,0.25973213,0.2155652,0.5095074,0.9155107,0.15274777,0.8902166,0.10955775
0.14211378,0.22192504,0.2013133,0.3531435,0.7916657,0.24890037,0.77166104,0.090929255
0.031906627,0.025178425,0.073920704,0.5087262,0.8140401,0.18089578,0.9093517,0.0907789
0.18503706,0.30214176,0.261709,0.6027486,0.50004244,0.5190718,0.4599291,0.24039128
0.08971169,0.32322228,0.19361062,0.55393785,0.6927281,0.37409714,0.75981086,0.06641881
0.4309605,0.2641756,0.45637742,0.7282947,0.3557289,0.58340585,0.35285178,0.51005214
0.18606831,0.19492714,0.2288053,0.4029857,0.483377,0.48771104,0.40427735,0.09615137
0.26739264,0.6435996,0.48711428,0.65786636,0.22859061,0.7235389,0.17119843,0.29494613
0.14935955,0.35388443,0.28185222,0.6189075,0.7697338,0.21615715,0.7438436,0.20291218
0.07364719,0.18844749,0.14347154,0.47153848,0.6649438,0.42151558,0.6471319,0.0702986
0.10521254,0.11050993,0.16125683,0.32534394,0.62810594,0.43285903,0.66474336,0.06137168
0.1534907,0.17945811,0.18637088,0.2548392,0.7533657,0.34213188,0.7748514,0.08477068
0.41608375,0.46008304,0.5271631,0.5830791,0.2207827,0.6881715,0.23463267,0.55067354
0.19630885,0.3113991,0.29776058,0.5397977,0.89386255,0.24217339,0.8267355,0.06216586
0.06655044,0.10332726,0.11284762,0.40719184,0.8097777,0.12684055,0.8545208,0.05731957
0.11729334,0.24475124,0.19286889,0.35125983,0.9097676,0.1262829,0.8794462,0.02361716
0.13754268,0.28991517,0.2350539,0.699775,0.60118973,0.44108194,0.57542133,0.2177867
0.16518411,0.27172387,0.26113126,0.61387014,0.8514337,0.2570837,0.9152244,0.13293351
0.18090244,0.38770232,0.29706573,0.8498338,0.7541262,0.36420026,0.71714044,0.26808667
0.29372215,0.27846727,0.33258006,0.71300733,0.39239883,0.565812,0.36590382,0.36938602
0.09144833,0.19859034,0.1638671,0.4999578,0.9199446,0.12173011,0.91493076,0.08200665
0.1260615,0.3861661,0.2616683,0.7548268,0.9209088,0.14574383,0.8935508,0.19501948
