size_D,duration_D,har,telonuse,t01,t04,t07,t09,t11,Generated_Var_1,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,effort_D
-0.095101394,0.0852468,0.5109541,0.24844289,0.27266753,0.47218463,0.3348772,0.5695933,0.4526549,0.50633097,0.439474,0.38956517,0.28148606,0.42023945,0.38813472,0.5447166,0.43987882,0.39705166,0.5910469,0.535928,0.32907626,0.01626921
0.046560332,0.11344343,0.4884845,0.4859345,0.40717626,0.5328076,0.35435095,0.571615,0.66311663,0.10399472,0.5188141,0.47872406,0.45717102,0.16346316,0.12056604,0.6956719,0.57325315,0.18614188,0.3093456,0.2574553,0.13212748,0.04355887
0.02682048,0.06598356,0.4439839,0.4574803,0.38808277,0.46463287,0.3385761,0.55774426,0.6145194,0.17141934,0.48991957,0.4317563,0.40563366,0.23160128,0.19326226,0.6005112,0.50489104,0.21824819,0.33782637,0.2681544,0.16875683,0.022910926
-0.15688436,0.23334278,0.18638285,-0.4830044,0.67378277,0.01396171,0.13090383,0.50617915,0.15808022,0.14261098,0.2095939,-0.15000403,0.40148723,0.70282423,0.49024194,0.76564753,0.17447147,0.866382,0.916986,1.0234652,0.68837374,-0.17372951
-0.07606748,0.08861085,0.47577482,0.26609382,0.2681323,0.4320859,0.31132454,0.5229291,0.44801927,0.4664814,0.40898916,0.3727589,0.30721384,0.37938896,0.38032,0.5571875,0.44517973,0.34126306,0.5723437,0.50300294,0.32689908,-0.005478576
-0.040458344,0.10638466,0.5275364,0.46009633,0.31122506,0.5375819,0.29928607,0.5480077,0.588132,0.31373358,0.4898244,0.41371015,0.3345015,0.2958816,0.26591414,0.63123465,0.49410623,0.2644023,0.49219236,0.40606293,0.24438357,0.014375266
-0.08356223,0.24487673,0.7393082,0.33594227,0.29035506,0.67247134,0.30181062,0.63910365,0.5943731,0.5424333,0.50928545,0.48099607,0.4570031,0.34341908,0.31980836,0.8832865,0.5924134,0.42713565,0.7808703,0.7406223,0.39967275,-0.020637041
-0.08698027,0.20162643,0.64594,0.22903377,0.26799098,0.5514815,0.2960263,0.54390955,0.46156138,0.5125218,0.44839168,0.43278125,0.37563533,0.33368433,0.31672555,0.73934555,0.5274507,0.3852377,0.7050297,0.6265651,0.36822584,-0.025621213
-0.16906145,0.22635762,0.59144765,0.0023267847,0.27383426,0.44654217,0.17892215,0.5329543,0.36045218,0.6291973,0.35369495,0.1774025,0.30558464,0.57116073,0.5168712,0.6936443,0.3589809,0.6475968,0.9916421,0.9664145,0.5881373,-0.12763678
-0.07384001,0.1148512,0.27325708,-0.117687136,0.3112437,0.17369936,0.18018621,0.37454295,0.20255646,0.28049174,0.21658823,0.06419347,0.25237298,0.4189972,0.35422325,0.44926086,0.22931,0.4536336,0.57966757,0.60158056,0.37849447,-0.07460914
-0.16320765,0.16022095,0.618528,0.047263294,0.20929323,0.48888755,0.29121923,0.4832526,0.3280676,0.56733835,0.35895404,0.33442867,0.29246518,0.41788897,0.3682385,0.6985667,0.46978664,0.47370166,0.83031714,0.7527389,0.45233265,-0.09087157
0.02170211,0.07322831,0.3468625,0.38478258,0.6246757,0.304599,0.33306718,0.6639527,0.65512156,-0.1330888,0.50121534,0.3537819,0.58178616,0.2619744,0.17337245,0.8064878,0.53341186,0.36174804,0.37889633,0.3171154,0.2219749,-0.056789998
0.2168443,0.23197988,0.6880388,0.7728037,0.81628954,0.71815175,0.55264366,1.01212,1.1739637,-0.18406166,0.8774382,0.81882256,0.9279192,0.08625692,-0.030136332,1.216514,0.9633028,0.22404742,0.28854302,0.210929,0.09845511,0.07566202
-0.15112843,0.1358655,0.5167464,-0.024483562,0.19540812,0.3942719,0.25493437,0.4228748,0.27145082,0.5237942,0.2958741,0.2369135,0.2549005,0.42026728,0.39225763,0.6016066,0.38113803,0.47202498,0.77652955,0.736789,0.44573665,-0.094779596
-0.15170446,0.15631929,0.5629089,-0.033850674,0.21785519,0.4269804,0.2879312,0.45584637,0.29635575,0.5747523,0.32873952,0.27362376,0.277805,0.43886885,0.40472734,0.6425233,0.41856217,0.4927275,0.8119521,0.7686156,0.4706758,-0.094355255
-0.21877103,0.25578094,0.5427645,-0.4349051,0.33658117,0.22597983,0.21037674,0.43859455,0.12332709,0.71312654,0.20513597,0.015594906,0.2775685,0.73392266,0.63147897,0.6646004,0.26789957,0.8569214,1.2114629,1.274205,0.82773864,-0.18978763
0.06698253,0.21687809,0.55664164,0.37983748,0.38976645,0.5465996,0.35619137,0.5816808,0.56126624,0.16101477,0.5431731,0.51248527,0.4938562,0.1450067,0.091422975,0.7208297,0.6006832,0.1635979,0.32970667,0.26757467,0.14495397,0.08315006
0.032216176,0.4174984,0.83090276,0.17959243,0.38625744,0.7314552,0.3710331,0.62542546,0.5098318,0.42653447,0.5858652,0.66203636,0.6506238,0.16169506,0.08184673,1.0631053,0.7538769,0.29964247,0.66722345,0.62537664,0.35635504,0.039583933
-0.03008272,0.07324926,0.33454335,0.28518665,0.41608825,0.33659354,0.2595174,0.52643144,0.5141807,0.055764534,0.4332846,0.2670154,0.39373097,0.2677501,0.17188081,0.63902295,0.45024514,0.31509748,0.39230877,0.34034917,0.19499151,-0.050619084
-0.12529728,0.16675211,0.6387704,0.12512566,0.24776486,0.5120392,0.31743157,0.5362376,0.42593217,0.62862384,0.41707924,0.37477133,0.35616076,0.41487566,0.4132964,0.7034137,0.49207905,0.49044365,0.8148571,0.7859885,0.45477524,-0.05330218
-0.08271638,0.108434394,0.25872627,-0.049421463,0.32799667,0.20301,0.16317676,0.3677558,0.21004723,0.22886601,0.238465,0.058419846,0.24015713,0.40285385,0.32961524,0.44402596,0.22987452,0.43539783,0.54978263,0.54282206,0.35372055,-0.08023138
-0.075069785,0.12904114,0.5567389,0.30451056,0.28854483,0.5010048,0.33281282,0.56371737,0.48780948,0.46639407,0.4616672,0.40475333,0.3577763,0.34774807,0.3383689,0.6191902,0.5064966,0.38637394,0.6220321,0.5677721,0.30542973,0.0063598044
-0.078572065,0.12915862,0.56129974,0.29157358,0.2967125,0.51325375,0.35418743,0.5814128,0.48297882,0.47157148,0.47516128,0.4374338,0.33311296,0.35893714,0.32649794,0.61688924,0.496258,0.34848624,0.5752549,0.4995419,0.30915347,0.031804424
-0.04144674,0.08935614,0.30441514,0.058032434,0.32739705,0.23488793,0.21693388,0.43357685,0.31126547,0.22030373,0.29810396,0.1577903,0.3157995,0.3402977,0.28067017,0.49359208,0.31295872,0.3645664,0.48741826,0.47783142,0.28356585,-0.04717564
0.17955416,0.20944935,0.7212299,0.7423793,0.86388224,0.7668066,0.59180117,1.0825841,1.2693999,-0.18142371,0.92954934,0.79947037,0.94037,0.06738062,-0.018337943,1.2996738,0.9955923,0.2745183,0.34222162,0.21392363,0.14294112,0.045418065
-0.12045364,0.10435844,0.33276427,0.049323358,0.2921899,0.27557105,0.15495677,0.4148789,0.2809756,0.30745858,0.29047078,0.100948915,0.24575245,0.44707075,0.3673116,0.4853924,0.2627777,0.45204803,0.63234925,0.60344315,0.36237264,-0.08363336
-0.13433954,0.09839858,0.5152823,0.19802065,0.21494336,0.46739304,0.26173085,0.49211293,0.39554006,0.48875597,0.37832868,0.32153988,0.255717,0.40945333,0.3912583,0.5867462,0.4150086,0.43336943,0.6785352,0.6165342,0.35847977,-0.038918387
-0.0817271,0.2820392,0.79228157,0.38505808,0.31861082,0.6947726,0.29514897,0.6697886,0.6343241,0.5512707,0.5334542,0.4951586,0.4973041,0.34934384,0.3371863,0.92125654,0.6289862,0.4817434,0.873855,0.82052445,0.41850677,-0.046653073
-0.20331657,0.21980031,0.56143355,-0.17448626,0.24947987,0.33328837,0.15778586,0.44422078,0.21824203,0.6554639,0.2603272,0.106349126,0.24230972,0.6222916,0.5690821,0.64320743,0.30410638,0.7094914,1.081992,1.0615819,0.6627366,-0.18008237
0.36496446,0.6849881,0.9915893,0.5174745,0.72428316,0.8696662,0.46408588,0.93164206,0.8633075,-0.007826249,0.90089566,1.021278,1.1251676,-0.109292746,-0.21865888,1.3667321,1.0551791,0.10734828,0.3543174,0.32383594,0.18721427,0.254927
-0.13565443,0.14890188,0.30374786,-0.23060541,0.28866228,0.16296485,0.17498629,0.36260206,0.13810974,0.42074916,0.18666728,0.008066742,0.22003564,0.5271263,0.45613146,0.42986673,0.20996132,0.5813775,0.75891674,0.7855321,0.48981023,-0.09763764
-0.08449743,0.12537712,0.21848215,-0.32784328,0.36536172,0.07448122,0.14222866,0.34000748,0.124455005,0.2511456,0.14512311,-0.059770174,0.23925626,0.4803141,0.40523207,0.48853678,0.15975723,0.55827767,0.6784345,0.7468095,0.47880808,-0.122182876
0.014620684,0.31415448,0.687776,0.23498115,0.34660238,0.62551385,0.35294327,0.54981494,0.48994958,0.35169694,0.5274585,0.55780834,0.5350503,0.17473724,0.112140074,0.8572444,0.64981604,0.26066765,0.54038936,0.49835363,0.2644033,0.052628588
0.5292166,0.8929216,1.182337,0.5785426,0.94757056,1.02195,0.57841206,1.1749823,1.0382826,-0.10063049,1.0947473,1.2715924,1.4147364,-0.198586,-0.33836132,1.6550978,1.2754945,0.0893437,0.31521797,0.29280636,0.2064381,0.33169654
-0.064347066,0.20734423,0.6045347,0.18953393,0.28831804,0.5516011,0.3198846,0.53058875,0.4252066,0.43365422,0.47039944,0.44600087,0.39120123,0.28000095,0.23571801,0.69723344,0.5378616,0.324963,0.5949192,0.50853634,0.3043159,0.021516431
-0.07361266,0.09369743,0.5340885,0.32276723,0.28788486,0.50230306,0.31602207,0.5691025,0.5024786,0.4742957,0.4549233,0.4006097,0.30265573,0.38996422,0.35059983,0.57637584,0.45581847,0.3549361,0.5644605,0.49336162,0.3067737,0.026784662
-0.11265242,0.1411952,0.3030168,-0.24683905,0.3027125,0.16039363,0.16869119,0.35189378,0.13936552,0.3988844,0.18180458,-0.0093040615,0.21460596,0.4968942,0.43941313,0.44507587,0.19087516,0.54536116,0.7266799,0.74733615,0.47702724,-0.102139086
-0.12061277,0.1128159,0.5348416,0.17376252,0.24483936,0.47228184,0.30357283,0.5317972,0.41297686,0.5434561,0.40998423,0.34223542,0.29344243,0.42757308,0.4019608,0.5949112,0.43225795,0.45108065,0.6945201,0.6468875,0.3861326,-0.023881337
0.17943963,0.33037826,0.6857674,0.6130251,0.57330257,0.652598,0.3934282,0.77089477,0.83228785,0.028640904,0.7404256,0.7083874,0.78110826,0.07752045,-0.015405521,1.0048567,0.80633855,0.12977903,0.28793824,0.20263004,0.108167894,0.118778795
-0.1398043,0.1524606,0.40099907,-0.17237192,0.25547302,0.27671024,0.18898445,0.39520183,0.17922236,0.4807104,0.22418997,0.08116899,0.22083625,0.50803196,0.4446544,0.50530255,0.2503914,0.54561234,0.8087685,0.7947278,0.50299305,-0.112531334
-0.13652678,0.1636446,0.59519905,0.051069032,0.25180903,0.48940155,0.32970205,0.5054867,0.35495007,0.5734137,0.39069968,0.361381,0.30749205,0.40864497,0.3802597,0.6631086,0.4672099,0.44561368,0.76050496,0.69081473,0.43363675,-0.05750871
0.14531562,0.39738274,0.70992804,0.3618431,0.452202,0.6672156,0.32849428,0.63293827,0.5734908,0.1229315,0.65374124,0.6821594,0.66239125,0.060693126,-0.054791242,0.9294028,0.7197863,0.15454721,0.3579823,0.27996594,0.17050783,0.13938253
-0.121316664,0.12844336,0.3502167,-0.11635402,0.2662033,0.24052617,0.20776461,0.40275633,0.21431427,0.44847286,0.25010705,0.10783552,0.21800601,0.4842955,0.42761672,0.437453,0.26073247,0.5126861,0.6935034,0.6923665,0.43379045,-0.06453442
-0.1155591,0.08669493,0.45538974,0.2150421,0.22914423,0.44018346,0.24170002,0.48483753,0.40258336,0.42490432,0.38610888,0.27921247,0.26667452,0.4085974,0.36553282,0.54731166,0.37530494,0.40930864,0.621042,0.56232905,0.33160254,-0.02528153
-0.15160362,0.20020606,0.41823846,-0.225888,0.33769146,0.23259985,0.2133757,0.42774957,0.1913496,0.5087059,0.22522835,0.053951625,0.25920868,0.56300884,0.486696,0.55716276,0.27871084,0.6350596,0.8609507,0.89190364,0.5532919,-0.098128706
0.015563728,0.14218916,0.49748224,0.42492554,0.3973211,0.5349815,0.32959706,0.54496175,0.64218307,0.16352986,0.49605548,0.4274514,0.47273088,0.15494744,0.16970748,0.72761965,0.5582395,0.23766491,0.4399982,0.38444993,0.18671972,0.00062148273
