data,turn,acap,aexp,pcap,modp,sced,loc,Generated_Var_2,Generated_Var_4,Generated_Var_5,Generated_Var_7,Generated_Var_8,Generated_Var_9,actual
0.9574875,0.58283985,0.50378543,0.4560316,0.6152882,0.45736173,0.11154644,0.3034029,0.4778419,0.008262567,0.70563495,0.09696344,-0.14775485,0.48148134,0.13163875
0.025683157,0.14566876,-0.023956459,0.21894991,-0.1454622,0.19488849,0.19688398,0.08040227,0.44932336,0.24567416,0.48160785,0.095122896,0.1349184,0.25308958,0.050417036
1.5519495,1.1997395,1.0308772,1.138437,1.0599091,1.2774645,0.311577,0.63526064,0.91393864,0.31739062,1.1812661,0.603819,0.18658024,0.92731965,0.4591077
0.71676826,0.654726,0.55350316,0.65802896,0.5385854,0.79812825,0.16552512,0.37269568,0.58211344,0.28142786,0.70081794,0.3438534,0.20613514,0.54632044,0.3240956
0.07202924,0.14869422,0.026595302,0.08489793,0.036660466,0.17088577,0.06956997,0.049238816,0.25573415,0.11903866,0.3097157,-0.01012059,0.0052030347,0.15445063,-0.032071617
0.054295693,0.20561862,0.025152605,0.41020077,-0.09125303,0.57521653,0.39879996,0.1744115,0.92577565,0.5496942,0.80695486,0.4069976,0.43586048,0.6215526,0.24084228
-0.024601012,0.10682128,-0.0071811564,0.1151361,-0.114874646,0.25429994,0.16728087,0.05952534,0.42890072,0.21350181,0.38296568,0.06256443,0.08873461,0.2381857,0.002483393
-0.04763198,0.09856884,-0.07259007,0.053818256,-0.15243608,0.16455033,0.122691676,0.06454499,0.3076324,0.07040704,0.34308016,-0.103633575,-0.09088482,0.13555905,-0.015319461
0.116935804,0.2233104,0.067169935,0.27777502,0.00731406,0.33182907,0.18480377,0.10116221,0.5216807,0.34651256,0.48238015,0.20530197,0.22980808,0.35012403,0.08149007
0.095715374,0.2587394,0.0698947,0.45415178,-0.04563661,0.5974673,0.41946763,0.16060005,0.91633034,0.5499437,0.8027697,0.4162056,0.4499572,0.6252433,0.2567323
0.049546316,0.17345533,0.008042421,0.29245266,-0.12684149,0.35139662,0.27484024,0.13767006,0.63925654,0.3740896,0.60263234,0.21016163,0.25192893,0.40337053,0.13732773
0.03817775,0.17797615,-0.03312604,0.3480194,-0.18060373,0.44479525,0.3696588,0.16827087,0.82378995,0.48791465,0.7742484,0.33643952,0.36993334,0.5428668,0.20504327
0.09134502,0.20793486,0.014931042,0.29383487,-0.08158997,0.31009403,0.25065207,0.110273376,0.608455,0.40617937,0.57211936,0.2579946,0.29503924,0.39278665,0.1192563
0.25323072,0.32396048,0.17681625,0.35585877,0.14140615,0.37396216,0.13179457,0.15943308,0.44064748,0.24201521,0.45393765,0.16329664,0.13760437,0.33495,0.12014733
0.08652205,0.20042503,0.0008840859,0.3093945,-0.1078625,0.35007146,0.2805624,0.13104177,0.6775382,0.4346443,0.63430613,0.28294107,0.31398535,0.43573645,0.15334791
0.18419957,0.19338483,0.07190998,0.2530297,0.017451845,0.22884369,0.109339364,0.1237759,0.371306,0.17358704,0.4476416,0.05552316,0.07687718,0.24135873,0.06518181
-0.015170433,0.0758953,-0.03602413,-0.04647994,-0.025542699,0.1699223,0.03838074,0.03294151,0.17957997,-0.1071529,0.24516359,-0.23897304,-0.26828694,0.046537198,-0.053556208
-0.14106098,0.023781277,-0.0406133,-0.046993613,-0.11207658,0.2259005,0.110029556,0.04236066,0.28707388,-0.038015947,0.2589498,-0.16231468,-0.19157673,0.07514201,-0.08663146
0.22682033,0.28683084,0.13160451,0.3386379,0.06755841,0.34877068,0.15837279,0.1557989,0.47405934,0.26832187,0.4835602,0.17511414,0.17189834,0.3390939,0.12643674
-0.022620715,0.13727605,-0.06789313,0.25491324,-0.26315713,0.3221178,0.29403096,0.1372602,0.6412609,0.33804306,0.63625044,0.16914564,0.20826928,0.38214386,0.12530097
0.21347404,0.29294807,0.11697646,0.30833027,0.074370384,0.30211252,0.13614981,0.12873738,0.45621812,0.26991624,0.45865524,0.17659584,0.16745964,0.3110145,0.08659157
0.3214528,0.30880627,0.13467744,0.28096387,0.13632217,0.16678025,0.07369142,0.11964725,0.3459463,0.180787,0.43348533,0.11325366,0.08648223,0.25855303,0.06063079
0.12502164,0.2468208,0.092375174,0.36555538,-0.010116704,0.40044582,0.23898244,0.12025839,0.63461304,0.37109008,0.56000686,0.22061001,0.23384267,0.40200147,0.13154395
0.10438699,0.24320059,0.10660489,0.35938135,0.043136224,0.46822515,0.27444962,0.1261608,0.6662984,0.47777614,0.5789656,0.35397583,0.38303447,0.49216712,0.15948747
0.9562681,0.87872607,0.80686253,0.8882976,0.82572937,1.1840746,0.27399024,0.520038,0.7142693,0.3824672,0.8664272,0.47960252,0.2811975,0.7487302,0.44043556
0.38357642,0.4359275,0.34477606,0.5075499,0.33312765,0.6155393,0.16712384,0.22918485,0.53358346,0.28744715,0.5505618,0.22625996,0.16943806,0.44880903,0.22104283
0.09595972,0.1870858,0.031798106,0.19216335,-0.008830786,0.19597416,0.12349652,0.072096415,0.37134647,0.21966359,0.38083792,0.08641874,0.104848176,0.23005278,0.015504865
0.09651331,0.23836882,0.026719932,0.41852447,-0.081006646,0.49312782,0.38799638,0.14981483,0.85047966,0.5447159,0.7750933,0.3755099,0.4244415,0.57447696,0.2306759
0.2596063,0.31006837,0.18452671,0.37972194,0.12888543,0.3968335,0.16115502,0.15878397,0.49640703,0.27168447,0.49166548,0.19371115,0.17672713,0.36413243,0.13153286
0.1662997,0.24492316,0.086522825,0.30835178,0.010660015,0.31412578,0.19536375,0.12611274,0.5142466,0.31395692,0.500034,0.20338264,0.22682813,0.3512464,0.11724797
0.7504373,0.5946905,0.441012,0.59528196,0.44557443,0.5706608,0.13556501,0.346336,0.5186387,0.20212868,0.6514855,0.23388791,0.11919555,0.504328,0.25049385
0.55562294,0.5442362,0.4794009,0.6970386,0.4354632,0.87266874,0.24934703,0.3300252,0.7157775,0.41120934,0.7328966,0.37691435,0.293484,0.6447098,0.35927424
0.04505004,0.1770392,0.011956563,0.2735678,-0.11332558,0.32049617,0.25054574,0.08987963,0.6089315,0.35350844,0.5355521,0.1930516,0.22808222,0.37071764,0.09508252
0.3586944,0.31173497,0.076037705,0.42880693,0.033566803,0.24782528,0.20599498,0.17785361,0.6101182,0.3285661,0.65591216,0.26472476,0.21670036,0.43714,0.17774424
1.4981077,1.2646667,1.2548165,1.3271353,1.265379,1.8241673,0.42041886,0.77048534,1.0826074,0.550385,1.2811625,0.7693081,0.45011944,1.1324865,0.6776475
0.33133823,0.2994486,0.13351698,0.31892076,0.096160546,0.18590298,0.12059723,0.1475655,0.41927063,0.2193807,0.514642,0.14350672,0.117743045,0.3078114,0.09465267
0.42427048,0.34239274,0.20735008,0.35498303,0.19207215,0.22373916,0.0967206,0.17915016,0.39280635,0.15664524,0.48827505,0.12489001,0.064520866,0.31379098,0.11771974
0.25770456,0.3253634,0.247406,0.36576295,0.23625317,0.52534765,0.14827566,0.18730323,0.46384412,0.22872621,0.45976663,0.15233427,0.10735783,0.34894148,0.14370723
0.4707312,0.4592489,0.36276954,0.47115982,0.3329896,0.53107363,0.117876396,0.27098396,0.45344085,0.20213455,0.5315303,0.19338216,0.11628537,0.41720688,0.19809869
0.16003016,0.2077303,0.015983714,0.33351672,-0.08540395,0.27818877,0.2533603,0.14646253,0.61232644,0.35930458,0.6299008,0.23922983,0.24038398,0.40837008,0.1574901
0.2000649,0.26043987,0.11513713,0.2655323,0.06877111,0.27106762,0.112795144,0.11183653,0.40704483,0.21606672,0.41971993,0.11689565,0.11670637,0.27624536,0.06371063
1.0208687,0.9117868,0.89823663,1.0309885,0.9590861,1.4151115,0.32696217,0.53223246,0.8867928,0.5201403,0.9858539,0.6138841,0.4132899,0.88209784,0.5326182
0.9154268,0.8543023,0.802472,0.9072552,0.86983687,1.2252741,0.27796257,0.50611347,0.729328,0.41240916,0.8644447,0.49720234,0.29415026,0.7602055,0.46345633
0.1505231,0.25229287,0.12723461,0.35955948,0.0596437,0.4113548,0.20811392,0.12198688,0.5611842,0.32279155,0.50437295,0.19826783,0.20665127,0.38750654,0.11955592
0.17761058,0.29717386,0.12777981,0.45896107,0.1083685,0.6077242,0.33973023,0.17757563,0.8529931,0.57439035,0.7402152,0.46040532,0.4731158,0.6297382,0.25879708
0.08286419,0.19567057,0.007182833,0.32018575,-0.121072784,0.32864872,0.28460428,0.12898415,0.6650845,0.4272349,0.6452253,0.26991338,0.31608436,0.4391598,0.14731108
0.5283716,0.5139846,0.36531547,0.4565336,0.3890667,0.5218985,0.10645051,0.23570274,0.4453526,0.21129286,0.52261513,0.23478253,0.11685604,0.38104078,0.16159487
0.11141514,0.17528734,0.051535025,0.13844919,0.04003121,0.18098566,0.07751089,0.0736818,0.27698064,0.11915687,0.32968038,-0.0002062209,0.009210752,0.17659283,-0.0024894644
0.9076181,0.6423855,0.4619321,0.646842,0.4942891,0.44480553,0.14909658,0.33063143,0.6097712,0.23970217,0.767693,0.31542385,0.13866703,0.5534624,0.2388643
0.14974597,0.21300425,0.0583592,0.16552648,0.054768078,0.19008198,0.08867063,0.07971135,0.32352737,0.17043838,0.36589235,0.05871878,0.063300155,0.21242176,0.006494104
0.08222629,0.124351874,0.07493314,0.066968516,0.08842004,0.18768501,0.051314577,0.079980955,0.12040876,-0.060078382,0.26748878,-0.16969983,-0.20077936,0.08259811,-0.07178523
-0.03702169,0.15537925,-0.10233771,0.28269964,-0.27835009,0.43345362,0.40039885,0.19490637,0.8588727,0.4322608,0.7993169,0.26566452,0.28212088,0.5124217,0.1924856
0.015573792,0.098607376,0.0040509123,-0.021178655,0.031129487,0.14790174,0.01975596,0.031641297,0.11537856,-0.06612586,0.21851993,-0.19919236,-0.21511962,0.042968336,-0.07670657
0.58128476,0.5527743,0.48630595,0.6252416,0.50504065,0.7560996,0.19223353,0.32629842,0.54800034,0.31940454,0.6252148,0.30832008,0.20842719,0.5313003,0.30654314
0.10238684,0.23084724,0.048746943,0.28012604,-0.015332542,0.29885566,0.1980881,0.09285435,0.5283086,0.37299687,0.48609847,0.23947123,0.26471388,0.34875876,0.08282919
-0.027597927,0.13852854,-0.041684195,0.3248691,-0.17728536,0.5434358,0.4081294,0.18748091,0.91979086,0.5077427,0.7956098,0.34353694,0.3876406,0.5687055,0.2240787
0.90486676,0.7519613,0.69011986,0.7682647,0.6627202,0.947057,0.21204662,0.43418747,0.64421797,0.30611432,0.7776457,0.38958207,0.22731873,0.62790465,0.34452108
0.48751727,0.47839278,0.38609645,0.54706055,0.3747941,0.6443325,0.1758669,0.3075508,0.5422367,0.28195426,0.6072259,0.26405874,0.2013895,0.4989126,0.27390137
0.09659949,0.21254039,0.0554517,0.3200572,-0.03076125,0.34358,0.23515132,0.091452055,0.60458094,0.36614034,0.5130108,0.22860779,0.24636832,0.37477762,0.09771137
2.2639575,1.8622466,1.9040155,1.9463892,1.9643523,2.7848125,0.6555316,1.1289319,1.5517662,0.8208403,1.8617607,1.2152469,0.70486754,1.6511581,1.0194367
0.07173799,0.17546403,0.047694523,0.134641,0.018481202,0.21349382,0.08259528,0.09016446,0.3061527,0.11808446,0.3397357,-0.032147344,-0.009281065,0.189372,0.00906114
0.89695966,0.8046083,0.7057919,0.7589296,0.70923585,0.96206796,0.22531614,0.41657978,0.6398048,0.28984445,0.78983676,0.39394546,0.21235596,0.61993897,0.34122807
0.054919697,0.13089268,-0.0039305575,0.13996705,-0.05617457,0.17726296,0.14521505,0.054172292,0.37877756,0.17174986,0.38319337,0.019638209,0.05235268,0.22030532,0.0012678439
0.5475695,0.5370688,0.43318093,0.5609717,0.40704113,0.6628759,0.14437208,0.29314095,0.50856334,0.23990521,0.589573,0.24591498,0.14541468,0.46106339,0.24800242
0.5214976,0.37526846,0.26892984,0.40044203,0.24220054,0.17461611,0.15708107,0.1813532,0.42609423,0.1712118,0.5961222,0.20240133,0.06740627,0.40760505,0.086467594
0.08279457,0.19765534,0.022018388,0.2741113,-0.058827966,0.3162767,0.22078088,0.10206471,0.5856256,0.3762093,0.53091097,0.23218334,0.25488418,0.36897314,0.10398552
0.12703967,0.24414146,0.07348345,0.31127188,-0.025239393,0.28470004,0.20906204,0.096791,0.55118614,0.36662546,0.53159446,0.2479151,0.26658106,0.35854158,0.099902764
0.6724581,0.68703467,0.58903116,0.5924991,0.60070455,0.8360723,0.1170135,0.33002508,0.46044344,0.13385795,0.61388904,0.18718363,0.0010520127,0.46804097,0.2504831
0.06305882,0.18154924,-0.012681633,0.320065,-0.14285728,0.38937572,0.31825426,0.15315458,0.7317735,0.44892696,0.69001436,0.3043401,0.32735294,0.47581795,0.18293785
0.5172969,0.53015274,0.42274043,0.4939265,0.44643804,0.6287322,0.108550556,0.29315484,0.4536518,0.19288075,0.550033,0.22764152,0.11145747,0.43533674,0.21381767
-0.06728618,0.08578663,-0.05058495,0.07231744,-0.15990077,0.27659476,0.16195276,0.09601231,0.454261,0.13673475,0.3997177,-0.034760833,-0.0177382,0.22730699,0.005138319
0.06387916,0.19367948,0.0544283,0.25455314,-0.0118833855,0.34314594,0.21410544,0.09057447,0.5362118,0.36347574,0.47551107,0.23445493,0.26924005,0.3645306,0.08700915
0.03230132,0.15289533,0.030819383,0.112364784,-0.009537458,0.2115946,0.09465201,0.06764778,0.3128273,0.104944706,0.31646633,-0.07142843,-0.050799776,0.16739371,-0.008071125
0.09644962,0.20289394,0.038763627,0.35448015,-0.040724203,0.43451664,0.29479343,0.1308425,0.7182418,0.4541825,0.63710904,0.32255343,0.3496764,0.48224115,0.16464362
0.35638222,0.26032722,0.17979404,0.1326895,0.24252887,0.13664927,0.06324137,0.115643136,0.2305244,-0.011315614,0.37552994,-0.032495555,-0.11913508,0.19492558,0.014089297
0.4939384,0.35353106,0.20910484,0.24043068,0.2725851,0.17776978,0.06586644,0.14862214,0.3371606,0.056823388,0.45039296,0.053281326,-0.036726702,0.2798878,0.06623503
0.002264738,0.14128302,-0.010246489,0.27484205,-0.16008084,0.36284858,0.28476647,0.08340915,0.6294766,0.33498767,0.5442936,0.17531921,0.20329623,0.37457907,0.09178722
0.42452934,0.41564655,0.32942435,0.57829416,0.23540051,0.66770554,0.25002453,0.28039795,0.66976017,0.36630282,0.6791817,0.29236665,0.2565927,0.5408352,0.28824356
0.2748986,0.33630276,0.22298792,0.4069959,0.1620794,0.4449027,0.17383835,0.1685067,0.50121313,0.27293706,0.5026083,0.18201198,0.1527341,0.37742832,0.15091597
0.62580967,0.42272985,0.37311885,0.27009052,0.45340043,0.3161574,0.05701247,0.22263154,0.2999599,-0.025245458,0.51138955,0.0032911496,-0.14926462,0.32318687,0.08336949
0.51210606,0.46422642,0.31783438,0.4765347,0.31100088,0.42518452,0.11316046,0.23988406,0.47892827,0.26245165,0.5383186,0.30279034,0.19493079,0.39363652,0.16380584
0.11151703,0.19455272,0.05267358,0.090906106,0.05988862,0.1756532,0.063323274,0.06103703,0.25662476,0.0991568,0.31755477,-0.02338292,-0.017425839,0.15934265,-0.025763385
1.0702887,0.9517966,0.9387297,1.0370338,0.9675023,1.4299824,0.31615257,0.56318873,0.8472069,0.46750095,0.9892909,0.5851966,0.356796,0.86936307,0.5324301
0.08145407,0.16292664,-0.008098882,0.23555002,-0.11152378,0.16862355,0.18016054,0.08493492,0.4388796,0.24415877,0.5010496,0.11433024,0.14319064,0.27760077,0.05156107
0.102342024,0.22728746,0.060891487,0.3786031,-0.048078783,0.44293994,0.32274565,0.14758605,0.7397686,0.45727697,0.6858355,0.32097542,0.3543804,0.49687904,0.19705597
0.4488397,0.46245927,0.40476117,0.6451458,0.40038347,0.8432456,0.2852681,0.3168611,0.7504812,0.46733385,0.74385715,0.45106652,0.4285059,0.6750977,0.35492933
0.07407993,0.2037954,0.04148689,0.28984436,-0.057558358,0.32895163,0.22844578,0.08733622,0.5862806,0.36919686,0.50802225,0.22212109,0.25010088,0.36080766,0.090718076
0.58986104,0.441683,0.28705433,0.37103903,0.32858998,0.22238626,0.07183385,0.20289823,0.37839907,0.14052817,0.52048683,0.14388283,0.03402052,0.33776054,0.11695045
0.039913855,0.18194701,-0.032988794,0.30454972,-0.19511876,0.33517724,0.31697145,0.15643495,0.69780874,0.42728126,0.68737537,0.27083528,0.29412448,0.44494018,0.17426908
0.12873648,0.16444513,0.034781475,0.12797503,0.015079826,0.1280765,0.08493876,0.067698106,0.28345805,0.10312475,0.34182185,-0.008017368,-0.004812695,0.17100596,0.002892497
0.033543557,0.15301198,-0.011766218,0.23146775,-0.1395923,0.20862116,0.19813134,0.084548,0.47189754,0.2666525,0.49593467,0.119081706,0.15153158,0.27419862,0.059715647
0.19667763,0.32215723,0.1944347,0.3523626,0.14685911,0.45897463,0.15384261,0.15477273,0.47452694,0.22562912,0.4761073,0.110580646,0.083992936,0.35991225,0.11397694
0.05798044,0.16221362,0.015280832,0.20566583,-0.081563696,0.22900856,0.1819654,0.06453821,0.4683534,0.2422171,0.4392832,0.080839284,0.10995686,0.2760891,0.03304511
0.11814429,0.19228387,0.01883034,0.2425127,-0.026645929,0.25394303,0.16989389,0.080969065,0.51445806,0.30980718,0.48399425,0.17548425,0.2077581,0.32996327,0.05757387
0.5502957,0.567401,0.45545152,0.5343096,0.43910205,0.6974722,0.15132314,0.30924332,0.41108,0.1157172,0.5643821,0.14102376,-0.0036966167,0.37826195,0.20937406
0.051335067,0.18639496,0.024596626,0.31722307,-0.09041637,0.42570332,0.29985377,0.14675154,0.7332959,0.45688087,0.67006207,0.3093972,0.34383258,0.48247463,0.17455709
0.109485894,0.18606475,0.04168375,0.18820116,0.0032670498,0.19271596,0.119551405,0.068498224,0.3630411,0.213305,0.3814267,0.08299807,0.10087933,0.223716,0.014099452
0.027360879,0.18534641,-0.049396813,0.42416853,-0.18336168,0.5796132,0.47987485,0.18812996,1.053816,0.5977863,0.918252,0.4322619,0.45941114,0.66430247,0.28968522
0.04189102,0.18535659,-0.06259926,0.35615066,-0.20726311,0.44473782,0.3983654,0.18492644,0.875651,0.50616384,0.8199482,0.34323242,0.35510814,0.546638,0.22909294
0.05370392,0.24923974,0.04443009,0.5452618,-0.097561374,0.78533447,0.56999314,0.21955517,1.1960691,0.71589214,1.0220351,0.5465218,0.59874034,0.80901754,0.3542961
0.16977659,0.25954345,0.12665358,0.3955679,0.022592425,0.43934885,0.2554021,0.15661502,0.6178812,0.3623759,0.5935731,0.2458594,0.27465403,0.4373052,0.18996832
0.31502324,0.25985467,0.11108226,0.23087966,0.11370289,0.09919033,0.08251261,0.10581145,0.31321028,0.11954556,0.4232369,0.0567185,0.01642303,0.22895609,0.03722492
0.06961125,0.20210224,-0.029516567,0.3833914,-0.16117333,0.42693824,0.3874849,0.15517138,0.8422744,0.50911045,0.7913481,0.35042816,0.38625133,0.54774374,0.21730725
0.08545652,0.19257589,0.019647717,0.2748313,-0.10329495,0.2472927,0.23680624,0.09672205,0.55299586,0.3465896,0.54122674,0.2133101,0.24111445,0.3444891,0.08389893
0.11306615,0.23585053,0.047669183,0.27837902,-0.018924907,0.27943385,0.18526854,0.09369314,0.5140011,0.36182284,0.4804567,0.22766277,0.24437381,0.33311298,0.07757945
0.07928542,0.19553648,0.08028521,0.28666335,-0.004429251,0.3816633,0.21910152,0.10857859,0.5606277,0.33170596,0.48838627,0.18093063,0.22305186,0.36872855,0.10447401
0.03388599,0.15510154,-0.013139091,0.1871126,-0.12085047,0.21756777,0.19951662,0.08787888,0.47023207,0.26948574,0.47018218,0.11033334,0.14450827,0.28027454,0.058353998
0.02602183,0.14646247,0.017676122,0.17860533,-0.08212885,0.25048363,0.17137523,0.06150831,0.4549337,0.2478975,0.41145575,0.09725242,0.1244988,0.26655203,0.026061188
0.808093,0.66214705,0.5012999,0.6242987,0.52989256,0.6239315,0.17065835,0.32831067,0.5316575,0.23058686,0.6825813,0.3410393,0.16340804,0.51760644,0.23243602
1.7119882,1.3532792,1.1577652,1.2790741,1.1954088,1.4381412,0.38296863,0.7140704,0.9630846,0.37765655,1.2951378,0.69062155,0.22434752,1.0651921,0.51220983
-0.019026898,0.12523325,-0.0029329844,-0.02561418,0.01738717,0.18265457,0.043210592,0.034774166,0.17878924,-0.033605494,0.23437762,-0.17741637,-0.19714642,0.07427292,-0.079923436
0.045810133,0.18050346,0.036040857,0.35039106,-0.07578334,0.5232761,0.3552916,0.14996472,0.8112889,0.49941716,0.6978466,0.3596277,0.40557525,0.55135906,0.19401537
-0.060915843,0.10937851,-0.109785564,0.2368693,-0.27350724,0.33552226,0.28859246,0.15486492,0.6639965,0.32695654,0.66616637,0.15724371,0.18716948,0.3832913,0.14629558
-0.048825346,0.07564572,-0.04110221,-0.06990314,-0.02733592,0.1675273,0.034496523,0.024790376,0.158546,-0.09839847,0.20980859,-0.25411505,-0.2811492,0.03452373,-0.080152854
0.2211481,0.20356569,0.11812862,0.04871072,0.16684029,0.14279044,0.036677033,0.0918252,0.18212637,-0.064368345,0.30893135,-0.1277893,-0.19425482,0.12664571,-0.014185917
-0.031352513,0.09264664,-0.05589422,0.039047092,-0.112665,0.17643695,0.10581918,0.06603135,0.30962336,0.054337025,0.32298064,-0.106706925,-0.09723283,0.13756418,-0.011726122
1.0492864,0.9611073,0.9229405,1.0484006,0.91714925,1.4311839,0.31861192,0.5803062,0.8556377,0.46428427,0.9829573,0.55008304,0.31331098,0.8673028,0.52800614
0.046909764,0.13829967,0.012227034,0.10882777,-0.024554923,0.17083408,0.10021292,0.046578187,0.29217482,0.13033234,0.32277048,-0.010655307,0.0070677884,0.15347002,-0.019406883
0.06066732,0.1881204,0.058556255,0.2627451,-0.035367347,0.31087282,0.2052591,0.07550796,0.5171208,0.29612535,0.4613803,0.13961174,0.16096422,0.31074795,0.055770457
0.3028679,0.2758205,0.100925736,0.27742523,0.082117796,0.16236098,0.12605722,0.13155293,0.40356737,0.18225309,0.47613537,0.11819438,0.07755279,0.29809642,0.089255914
0.11754523,0.23431593,0.07184008,0.3697673,0.0034113824,0.45538223,0.30951044,0.14285782,0.72164154,0.491993,0.6582312,0.35864276,0.39165348,0.50509554,0.18821868
0.01823359,0.18860379,-0.026353057,0.38670227,-0.19091266,0.4159025,0.40912867,0.11590081,0.83084756,0.4751345,0.7466926,0.3075414,0.3485881,0.51223296,0.19295265
0.07103927,0.20864439,0.04470535,0.4821479,-0.06382446,0.6982908,0.46351743,0.20022687,1.0443456,0.60955465,0.8794105,0.46433043,0.52368045,0.709365,0.27933156
0.0946261,0.2506884,-0.037192956,0.40881023,-0.1635786,0.418483,0.38127774,0.16724269,0.8646077,0.53277415,0.84561366,0.38131565,0.39598054,0.58104455,0.20810898
0.78066975,0.75289166,0.6597548,0.7193813,0.7099484,0.9656471,0.20015988,0.40897584,0.6092122,0.3033533,0.72511023,0.36938536,0.1878524,0.5943786,0.32753673
0.05474446,0.122790575,-0.00038453192,0.09628153,-0.063076824,0.13838819,0.12678084,0.077072516,0.30248863,0.08649532,0.37409472,-0.034644984,-0.029506274,0.17588091,-0.006289102
0.14792103,0.25172022,0.045872256,0.4225493,-0.057359785,0.47212136,0.3377196,0.17659386,0.80348814,0.4691655,0.74858254,0.33469072,0.3562253,0.5371678,0.22486928
0.046247825,0.10934159,0.019260861,0.06278975,0.0005484447,0.1368466,0.07415162,0.04562162,0.22264524,0.042942114,0.2759674,-0.09435147,-0.085667506,0.10837036,-0.042129356
0.6251724,0.5510503,0.4533875,0.68968564,0.44571796,0.8024491,0.23520589,0.34128445,0.74027747,0.43494397,0.78322005,0.46298984,0.36221528,0.6561657,0.34750825
1.2965593,1.093144,0.9913367,1.0199208,0.98160344,1.3018209,0.28761423,0.5931264,0.8033662,0.3002272,1.0283403,0.5019429,0.17922398,0.8093922,0.4404482
0.08840039,0.20624536,0.030208759,0.33073103,-0.06080401,0.41702786,0.29377753,0.14096853,0.70895433,0.4590507,0.6469754,0.32020608,0.34763646,0.47178912,0.16925691
0.53201824,0.41767204,0.35215965,0.2653478,0.38267192,0.35948145,0.063126706,0.21850176,0.26423752,-0.028394207,0.45927125,-0.026146706,-0.14768837,0.28614485,0.08598259
