size_D,duration_D,app,har,dba,nlan,telonuse,t01,t03,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_4,Generated_Var_5,effort_D
0.45058894,-0.1096493,1.3050401,0.8778123,1.0778174,0.6851898,-0.32962036,0.8127636,-0.03563132,0.890595,0.78781116,0.733674,0.9694325,1.152005,1.0253949,0.7942464,1.135233,0.16926235,0.74844366,0.39670783,1.2851899,0.8469262,0.16092296
0.30154467,-0.014231601,0.7743856,0.6712543,0.58616257,0.6203229,0.060599636,0.5277053,0.1547631,0.46036366,0.51640224,0.49995208,0.56948555,0.73152316,0.63320667,0.6886161,0.7745577,0.2688918,0.4854021,0.39830083,0.86574906,0.5304055,0.08994153
0.5811964,0.011359802,0.8518844,0.9459447,0.6676622,1.227046,0.8050682,0.6759363,0.27716875,0.53154486,0.8344218,0.67209387,0.64176184,0.9834849,0.7188058,1.22819,1.1094968,0.2213516,0.5124045,0.48360038,1.2650657,0.51319146,0.16810855
0.4961058,-0.10936165,1.1476792,0.94577426,0.89185846,0.81602883,-0.012083806,0.7179204,0.10185005,0.75687605,0.69813263,0.69750184,0.8462695,1.1097727,0.95456314,0.9196199,1.1370441,0.24706084,0.66373104,0.47967434,1.2799209,0.7379022,0.15588005
0.39124846,-0.027385514,0.94804543,0.7426765,0.75753015,0.61033845,-0.046234056,0.66149145,0.09706256,0.5825297,0.6104042,0.64510494,0.7436664,0.8773335,0.72333825,0.7286049,0.92769384,0.24567983,0.5547571,0.3645606,1.0573632,0.70285404,0.1047913
0.4454116,-0.0077910526,0.79283744,0.85167134,0.6049916,0.9874881,0.47826827,0.58036166,0.21942043,0.483078,0.6727283,0.6063417,0.6108589,0.8894639,0.70529556,1.006154,0.9916491,0.25045452,0.5523955,0.47585386,1.1067066,0.5273684,0.14419565
0.65814275,-0.038332492,1.1092488,0.8350417,0.9750532,0.8105444,-0.4766732,0.8835944,0.25303203,0.75445503,0.6236024,0.8496023,0.9816491,1.2770299,1.0822734,0.7522983,1.3011808,0.20146814,0.8230247,0.6174433,1.3214784,1.1321254,0.19211182
0.47002262,-0.014000227,1.0289302,0.88432664,0.7954097,0.771244,0.07665798,0.71538466,0.13438815,0.64419866,0.66391015,0.72316813,0.80791086,1.0174881,0.8015575,0.8757765,1.0658091,0.26703593,0.6125829,0.424657,1.2404236,0.72617525,0.11161204
0.50046045,0.00089774,0.73856026,0.8553521,0.5830092,1.0731553,0.6936551,0.6078853,0.24317417,0.44459134,0.71919453,0.61790884,0.60123616,0.85217553,0.6443959,1.1119012,0.9916932,0.23047411,0.48984557,0.4573831,1.1408663,0.4924453,0.13179284
0.47897872,-0.026194122,0.8560813,0.83998376,0.67750853,0.9271755,0.28191552,0.6906359,0.20798379,0.51330423,0.6584961,0.6988859,0.73212653,0.990661,0.7478964,0.96293837,1.0847723,0.21700871,0.62724817,0.46803606,1.2127818,0.7188963,0.11167517
0.46355233,-0.014269897,0.9829559,0.8724656,0.75325865,0.81784403,0.0779054,0.67566955,0.17536548,0.62372005,0.61520624,0.644904,0.73861724,0.9926856,0.8186904,0.8732803,1.0239909,0.27126554,0.59005487,0.47415954,1.1533978,0.6745823,0.13175276
0.46543306,0.017593624,0.7726452,0.584257,0.6827443,0.6906604,-0.30768085,0.69982934,0.33934778,0.5092592,0.47457105,0.6781606,0.7372836,0.99761724,0.81026524,0.63581437,1.0089859,0.21258831,0.6489076,0.52010727,0.9702598,0.9051724,0.14341062
0.53420526,-0.055070028,1.0640049,0.9085502,0.82782227,0.8606317,-0.1331562,0.7185843,0.24274683,0.6866796,0.5913219,0.70967126,0.82555073,1.1116824,0.9748128,0.8650801,1.1568927,0.2786619,0.7109241,0.60094804,1.2060133,0.77598256,0.18226762
0.3799331,-0.03449184,0.9010205,0.7196317,0.71528566,0.620179,-0.06922278,0.65507144,0.1441794,0.5499489,0.5708867,0.6173835,0.70169497,0.8819312,0.7278852,0.71952146,0.9074953,0.24816486,0.5694905,0.39050484,1.0342158,0.7073943,0.09428674
0.64108133,-0.012292317,0.7895844,1.0123802,0.6763276,1.383722,1.1679268,0.6891069,0.33191708,0.54866815,0.9962473,0.728107,0.6977192,1.0528501,0.7435453,1.5022361,1.252289,0.21229494,0.51013166,0.53627014,1.3828588,0.5251208,0.20961672
0.3947635,-0.023807023,0.8991327,0.7705549,0.6978354,0.7192179,-0.007071648,0.610951,0.1719909,0.55047095,0.570869,0.577245,0.6693485,0.89073706,0.75807095,0.7826749,0.9135524,0.27266824,0.5578673,0.45962685,1.0107707,0.62395144,0.11895123
0.47790244,0.010224671,0.8279903,0.8446926,0.60322297,1.0238886,0.2736045,0.62021106,0.27576846,0.4772689,0.5972431,0.64290494,0.6234497,0.9469523,0.7872756,0.9487083,1.0417421,0.26502097,0.64849085,0.57669425,1.1198326,0.5893674,0.16902304
0.8316286,-0.10257827,1.6131691,1.4165336,1.2303238,1.3517089,0.06090581,1.0630796,0.17882454,1.0709171,0.9518162,1.0682611,1.2746478,1.7557269,1.3662461,1.4150463,1.7526218,0.30471492,0.97491246,0.66024894,1.9287375,1.0869168,0.23271506
0.3054338,-0.026342165,0.8835029,0.5657831,0.7418071,0.38923585,-0.21938373,0.63791746,0.012362383,0.6060388,0.5596623,0.5498062,0.7203953,0.70693856,0.6788139,0.5307877,0.79460984,0.14267986,0.5370183,0.27152008,0.8711591,0.70391214,0.10474886
0.56605303,-0.06973495,1.233257,0.9809805,0.96355236,0.87728924,-0.28427953,0.7921348,0.19413248,0.7975251,0.6445631,0.776649,0.93438405,1.2700957,1.1014941,0.8912391,1.2721477,0.24522603,0.82457644,0.6331537,1.3571715,0.89150625,0.17830998
0.5569013,-0.002255803,0.9715929,0.9849811,0.738015,1.1054395,0.2991004,0.7111553,0.2522236,0.62548757,0.68719923,0.69605637,0.73509014,1.1054418,0.8836907,1.071768,1.1516322,0.28654033,0.64382505,0.5641166,1.2522422,0.65102774,0.16374505
0.41210905,-0.017957088,0.7002347,0.76652944,0.55140907,0.933241,0.5156746,0.54571736,0.21330196,0.4441658,0.6533149,0.5647211,0.5721095,0.8072632,0.6474866,0.9986113,0.92684776,0.2457988,0.44801068,0.45785594,1.0116789,0.47131738,0.13365883
0.8916362,0.08431129,0.9232687,1.0395703,0.764757,1.4787109,0.0010666586,0.9257892,0.734424,0.6180493,0.6118397,0.9509613,0.93890893,1.4723386,1.2011054,1.1080269,1.6624298,0.42124864,0.9527236,0.94514745,1.4184273,1.0709122,0.3487963
0.46817073,-0.05733794,1.1293622,0.9133645,0.86567485,0.79426837,-0.18494634,0.70120895,0.14264771,0.7099289,0.6049134,0.69041866,0.82854116,1.1057789,0.9686659,0.8327603,1.1189616,0.24978307,0.7361419,0.5507699,1.2158165,0.7562484,0.15682025
0.3453847,-0.007862539,0.7885607,0.66514105,0.61990595,0.6526301,-0.104546726,0.5844671,0.22112423,0.4663157,0.48414654,0.5430845,0.6119156,0.836373,0.71009666,0.6659543,0.8519409,0.25719634,0.56124985,0.46929598,0.88928336,0.6444047,0.11187765
0.28140292,-0.0062020896,0.7734162,0.6140829,0.60554415,0.52362764,-0.11158621,0.5547049,0.14405556,0.45908663,0.47439185,0.5101392,0.5839875,0.7345494,0.63036984,0.57914525,0.7542342,0.23385239,0.50726736,0.38732225,0.8354158,0.6051655,0.089407966
0.37343687,-0.055936858,1.0073054,0.774441,0.7894096,0.64718866,-0.1588002,0.6422482,0.10558789,0.6395563,0.5950034,0.6279109,0.74328196,0.943329,0.82972986,0.7216358,0.942028,0.25229353,0.6057143,0.44272017,1.0814457,0.70143294,0.12230426
0.4240268,-0.010425878,0.71640146,0.7683521,0.55398643,0.9278824,0.48186374,0.557638,0.21592972,0.44330013,0.63345426,0.5554309,0.5627473,0.80166554,0.6500865,0.96923244,0.91094106,0.23032373,0.47138995,0.450935,1.0130848,0.4756338,0.12544206
0.58596337,0.037449546,0.987603,0.9559617,0.74199647,1.0932567,-0.07027807,0.732287,0.39695916,0.60996866,0.5470063,0.72180814,0.77497774,1.1734724,1.0184282,0.92823184,1.246524,0.37422904,0.77636904,0.76857924,1.2142297,0.7616001,0.24616776
0.44318587,-0.081245594,0.88697076,0.8917683,0.72105944,0.99640995,0.5887076,0.61518043,0.15177312,0.58502024,0.8436273,0.6428123,0.7234416,0.9732024,0.7310765,1.155328,1.0321732,0.22181717,0.5378295,0.45842636,1.2176378,0.5706762,0.16895396
0.5651974,-0.0639275,1.2876891,1.0096782,1.0082935,0.7929958,-0.11023185,0.83372945,0.062715344,0.8558369,0.73442805,0.8166317,1.0129582,1.2215967,1.0016233,0.9362859,1.254952,0.25662893,0.6999541,0.40606916,1.4125819,0.8763605,0.14529957
0.9028248,0.027139116,0.90246415,1.2862004,0.7443926,1.902609,1.5031359,0.8718685,0.5142754,0.63858676,1.1226565,0.9255622,0.864732,1.2940778,0.9171469,1.9624982,1.5978861,0.23781973,0.62174356,0.73467314,1.7376361,0.58498967,0.28072068
0.69667566,-0.08063148,1.0005059,1.0898839,1.0259207,1.4299191,1.5167837,0.8736165,0.18489076,0.77063346,1.4443307,0.8272974,0.89752364,1.210287,0.7396951,1.7461989,1.4608299,0.13762149,0.5864937,0.3597681,1.7022446,0.651768,0.24372098
0.45531663,0.0340106,0.8085737,0.7738963,0.60072535,0.86875457,-0.035864487,0.63737965,0.36216542,0.48777625,0.47283724,0.61138964,0.63852733,0.9369697,0.8126555,0.76445866,1.017926,0.3403536,0.6363739,0.6296991,0.98198277,0.66628975,0.18464403
0.3907613,-0.009200261,0.8354786,0.6755146,0.677205,0.65598595,-0.17995563,0.65746456,0.22632676,0.50769484,0.4922368,0.62135273,0.6959817,0.91919446,0.76267576,0.65453416,0.95397484,0.25214303,0.6101413,0.47334814,0.966705,0.7651576,0.1260724
0.5841665,-0.12913427,1.4918988,0.9569463,1.3021122,0.7171169,-0.2739269,0.977592,-0.08626615,1.0921283,1.0069697,0.877996,1.2196544,1.242222,1.1290053,0.9556529,1.328696,0.110582754,0.7848555,0.31670117,1.5643983,1.0208191,0.2265777
0.34711915,-0.018505428,0.80104136,0.72924626,0.6111019,0.7116403,0.12885456,0.5415784,0.16482107,0.48528114,0.55584174,0.5298862,0.6022103,0.8148626,0.67387307,0.7746456,0.8367303,0.26047713,0.5229058,0.4182722,0.94490033,0.5559823,0.10204445
0.48283958,-0.04770474,0.94169766,0.80065244,0.74883443,0.7922588,-0.15421249,0.68466246,0.25094786,0.59665823,0.542711,0.6635614,0.76234686,1.0274264,0.8868565,0.79354936,1.0691113,0.25076827,0.661492,0.5481387,1.0935296,0.77229846,0.15710434
0.4617661,-0.017270856,0.797493,0.8492726,0.60070866,1.016322,0.44178748,0.59531254,0.23607013,0.47262853,0.66118485,0.5938097,0.5956309,0.8980426,0.7260974,0.995849,0.9927651,0.26163125,0.56252646,0.49191785,1.0847566,0.53269684,0.1587746
0.44773716,-0.058204666,0.8701855,0.8173111,0.7855378,1.1098146,0.8326561,0.70173424,0.03583587,0.67682236,0.9812729,0.65252006,0.6974249,0.8702828,0.6542922,1.1744349,1.089229,0.07678592,0.55692965,0.33035362,1.2341243,0.54925954,0.18198332
0.32282838,-0.02072522,0.81870854,0.6847077,0.62838787,0.6198298,0.011481961,0.568521,0.15748945,0.4912564,0.539659,0.53467345,0.6043502,0.7850004,0.6689481,0.68587536,0.8136679,0.25323078,0.51956683,0.39919674,0.9149144,0.593086,0.093027845
0.7154246,-0.19591327,1.7520632,1.1562047,1.549197,0.73875475,-0.3234589,1.1246125,-0.29564583,1.3595546,1.1906747,1.0260341,1.4815849,1.4641821,1.29835,1.0606147,1.5664761,0.048854895,0.8818024,0.22376794,1.8215661,1.1990707,0.28500673
0.3552228,-0.01840375,0.7872686,0.7403364,0.60717475,0.7485462,0.20445815,0.5539914,0.16808566,0.47969395,0.6016142,0.556592,0.60435987,0.81283474,0.6716064,0.8139538,0.85174674,0.2590024,0.51428235,0.41992867,0.9755454,0.5610297,0.09986584
0.541457,-0.042384215,1.0638822,0.9392289,0.8548855,0.8696392,0.17360811,0.75628465,0.15337676,0.71196747,0.7207447,0.72579837,0.8456828,1.0967004,0.8702044,1.0017889,1.1518246,0.24406356,0.59800446,0.45498145,1.3230771,0.7514097,0.14945412
0.56687367,-0.036729235,1.0084863,0.7778201,0.8672159,0.7715285,-0.37450194,0.83158606,0.25949726,0.662715,0.5822325,0.790774,0.9070001,1.1813849,0.9720837,0.75856763,1.218969,0.2095106,0.7561113,0.52975315,1.2099581,1.0233341,0.15616627
0.7407671,0.092150636,0.92786354,1.0285789,0.7293304,1.387326,-0.035332024,0.8220949,0.63846874,0.5938254,0.54231477,0.7982216,0.8335374,1.3363079,1.1672969,1.0498276,1.5020541,0.47786248,0.8848622,0.9626486,1.2881026,0.8624584,0.3442847
0.28417394,-0.02103101,0.7967814,0.66510576,0.60516626,0.5924584,-0.0012134276,0.5219803,0.12377091,0.46370736,0.5274635,0.50989497,0.58978003,0.7492107,0.6284832,0.6680521,0.7780788,0.2435275,0.49810344,0.3927421,0.86795485,0.55770314,0.098270535
0.42734456,0.015555272,0.80862945,0.76211363,0.6103085,0.82507974,-0.039955854,0.6142628,0.30851823,0.4799135,0.4828367,0.58112216,0.62710726,0.9054089,0.7829351,0.75899017,0.9648703,0.32423127,0.60905826,0.5726335,0.9535471,0.63941056,0.16233668
1.0017864,0.021187061,1.0413038,1.4558488,0.8752456,2.0711153,1.7893274,0.9708005,0.4994339,0.6896972,1.2812521,1.0218673,0.9050949,1.4310162,0.9172183,2.088072,1.7461461,0.20230392,0.6745196,0.6857727,1.9737743,0.6056824,0.27322736
0.61089116,-0.05052369,1.281446,0.97273064,1.041188,0.7819595,-0.20005824,0.92295015,0.112893716,0.8346153,0.76539624,0.90495366,1.0730656,1.2965595,1.0159205,0.93333787,1.3193182,0.22685942,0.7698208,0.4185211,1.4911624,1.0386686,0.14839645
0.55476636,0.09802428,0.6369317,0.3560577,0.64032865,0.50572705,-0.5437154,0.8144091,0.3819483,0.45976737,0.37222373,0.7524413,0.81016403,0.8790812,0.72881854,0.39726192,1.0370921,0.09955661,0.6273615,0.44750708,0.87372386,1.1705077,0.12188859
0.70202744,0.037448265,1.2402189,0.6495207,1.145029,0.63574654,-0.7207872,1.0271089,0.12703806,0.8852495,0.78070664,0.9725198,1.1582836,1.2809424,1.1113702,0.57228196,1.3626631,0.08023978,0.85307527,0.46620595,1.3139757,1.3644369,0.20404759
0.29673895,-0.029162038,0.85294586,0.6684021,0.66482294,0.56120443,-0.07634639,0.5584847,0.089017026,0.5313698,0.52966046,0.52140856,0.6205724,0.7631432,0.67179316,0.6375002,0.7867134,0.226946,0.5168128,0.36804795,0.8982688,0.5721997,0.09850414
0.33503202,-0.038174566,0.8823536,0.7316174,0.68780994,0.6657693,0.066894785,0.5662559,0.11981946,0.5435255,0.61124474,0.55576444,0.64975125,0.85393494,0.69683,0.7643619,0.8555274,0.24283269,0.5483782,0.3830369,0.9850039,0.59279704,0.095380455
0.4363426,-0.034194186,0.7487397,0.8110531,0.6111514,0.9467187,0.5130915,0.57992023,0.21357334,0.5031605,0.69524336,0.5809512,0.60878086,0.8791169,0.7064439,1.028939,0.9698558,0.23058024,0.49021992,0.46301615,1.0763345,0.5104133,0.14137973
0.4284729,-0.010942715,1.0296897,0.7815505,0.8121993,0.6994576,-0.22232048,0.6816404,0.12968394,0.6538046,0.5746706,0.6716408,0.7643961,1.0152906,0.8813871,0.70589006,1.0054045,0.21887544,0.68616134,0.5213323,1.1036139,0.752097,0.17010503
0.3639878,-0.047187477,0.78584325,0.7480388,0.6194656,0.8532546,0.43042862,0.53277534,0.15007879,0.46781093,0.7152232,0.5514958,0.58457845,0.81213117,0.6280179,0.94234526,0.89225304,0.23098913,0.4694989,0.41055232,0.9958979,0.4880961,0.1325717
0.4677251,0.008301338,0.8401499,0.5974454,0.7305354,0.5691592,-0.21616907,0.7574195,0.20965701,0.5530358,0.5384191,0.69464177,0.77865183,0.9104345,0.7404952,0.61342555,0.9830512,0.18454789,0.6022674,0.3521942,1.0262939,0.90929955,0.09390406
0.35543388,-0.024624527,0.82396746,0.6685023,0.6479173,0.6236173,-0.1312758,0.5932449,0.20606783,0.49751148,0.49387774,0.5590458,0.6378315,0.84155643,0.72199154,0.6597535,0.8610784,0.24116454,0.5569487,0.45236808,0.91439784,0.66531926,0.11002441
