TeamExp,Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Effort
0.46898267,0.078378476,0.1378056,0.075437315,0.22599806,1.0787756,0.5840182,0.029207429
0.45031258,0.07507717,0.27284765,0.10761754,0.4455121,0.8401632,0.5091656,0.1588548
0.01781983,0.16697063,0.15644905,0.1854317,0.7551095,0.85761535,0.7403604,0.12773141
-0.055760488,0.102178566,0.17072356,0.10750279,0.45843124,0.7529293,0.6579423,0.14819016
0.7562067,0.22235966,0.3593951,0.2684604,0.5852785,1.0161301,0.3213976,0.36110833
0.6479861,0.2656025,0.39338106,0.3385669,0.8664372,0.9111022,0.40614772,0.43762833
0.6106007,0.04927672,0.19439042,0.10218854,0.3621062,0.64900374,0.900502,0.04850258
0.5164776,0.104311645,0.3111573,0.15635057,0.23327143,0.5424544,0.37836963,0.10789661
0.018201068,0.07173352,0.19495904,0.10615818,0.52699715,0.7232407,0.61482644,0.16374053
0.11336208,0.121582635,0.016465403,0.09796275,0.7400598,1.0686735,0.66170675,0.1849519
0.68712854,0.13537495,0.31880248,0.20240164,0.6853105,0.9870225,0.66213554,0.29899883
0.17387408,0.10172409,0.37938017,0.20303574,0.5665817,0.65114313,0.9136501,0.16225877
0.092886,0.02272479,0.33170927,0.12549151,-0.30379155,0.23202306,0.47029924,-0.057484176
0.3348679,0.16243735,0.38950562,0.24934985,0.87511224,1.0529709,0.7979727,0.34336442
0.49513325,0.09151219,0.053061724,0.061946232,0.625579,1.0421116,0.58535725,0.15365875
0.6852762,0.097695515,0.15013449,0.10556121,0.68822944,1.1198186,0.48210847,0.2238304
0.34450495,0.22443551,0.14435053,0.2396872,0.95062053,0.855042,0.6126729,0.23160177
0.106862605,0.13519126,0.22807953,0.15827347,0.22952491,1.0150449,1.0161353,0.04265454
0.77318203,0.30770865,0.48483223,0.40241385,0.6512319,1.0042443,0.33222443,0.48677322
0.45216045,0.16504295,0.27986923,0.22107162,0.6194583,1.0386202,0.5535306,0.29284745
-0.006574303,0.10922383,0.09719436,0.10981272,0.7254057,0.5693016,0.6230017,0.101504564
0.76472384,0.108230114,0.26351792,0.1400888,0.54879344,1.0233395,0.3801397,0.23482816
0.27282703,0.03538174,0.32057017,0.14239836,0.3354427,0.33383572,0.99382704,0.02567411
0.71305466,0.21607824,0.46519244,0.3375581,0.86673826,1.0557761,0.4882455,0.4951354
0.823755,0.12133448,0.4316641,0.24393745,0.84581214,1.0678757,0.6660383,0.41370827
0.70433724,0.13042055,0.24543145,0.14246045,0.6165141,1.0451494,0.403301,0.2632915
0.6873066,0.11231316,0.16813841,0.09863399,0.5556917,1.012803,0.3717016,0.20126054
0.8108782,0.15149774,0.39842308,0.22909303,0.64492035,1.020567,0.47349864,0.35359704
0.08883015,0.14623961,0.16426139,0.15959391,0.26912743,0.9827568,0.94936764,0.062423624
0.43402603,0.14555337,0.36763698,0.22831233,0.7133001,0.9129361,0.87926924,0.25964716
0.050012197,0.11822577,0.27981102,0.1572516,0.35966116,0.8982869,0.9233193,0.07998119
0.048706427,0.16557361,0.10594713,0.124812126,0.2482144,1.1499208,0.87920743,0.054265127
0.828753,0.09151278,0.28991932,0.14503539,0.63811195,0.9476828,0.59876055,0.23785289
0.7306306,0.101725034,0.14635001,0.10558635,0.4597051,1.0616319,0.64296985,0.11963819
0.113908425,0.09959387,0.25005746,0.14642707,0.23084156,0.6687341,0.9384819,0.00059611537
0.8364083,0.25308862,0.5248742,0.36219954,0.8959756,1.0130957,0.45701963,0.5998884
0.53944254,0.15636657,0.19144519,0.18507516,0.69210565,0.96453553,0.732427,0.19875957
0.62338483,0.46179312,0.5570224,0.5760556,0.23885742,0.8135626,0.25395745,0.39982134
0.9411325,0.13068967,0.40574825,0.21838886,0.7514608,0.86947334,0.8490509,0.32428202
0.7222321,0.09264771,0.27199858,0.12994625,0.33660153,0.89445573,0.35941595,0.15961301
-0.023830809,0.16886769,0.1801019,0.17604773,0.48453403,1.0336384,0.8720443,0.088255405
0.17791006,0.14457859,0.18693307,0.16608097,0.57685745,1.1225154,0.82273537,0.16225417
0.32396305,0.2062703,0.03274522,0.17043845,0.7111015,0.93108827,0.6454841,0.11124022
0.014795024,0.11826303,0.14719492,0.13547668,0.5978697,1.0338408,0.73428833,0.13530691
0.77414256,0.18042916,0.30561072,0.19128773,0.5501593,1.0138263,0.3734808,0.2706535
0.2906252,0.091723375,0.09119832,0.07166599,0.37353498,1.0805151,0.6683651,0.054383103
0.77958983,0.113194436,0.25949794,0.16283657,0.6537937,0.9951875,0.6787166,0.25884148
0.7577136,0.09802697,0.3777032,0.20190817,0.76068455,0.8512283,0.82772195,0.27874297
0.13449234,0.1721962,0.08055182,0.17024042,0.7038743,0.20992339,0.4363323,0.036643237
0.19634745,0.049298108,0.18092003,0.0782212,0.12695108,0.63721895,0.9714415,-0.0403059
0.119396925,0.1303845,0.20577633,0.14502065,0.44619876,0.8915641,0.896247,0.08448746
0.041856498,0.027658608,0.3089856,0.117213294,-0.052280564,0.153146,0.4800852,-0.01615157
0.020933107,0.17122298,0.09939608,0.1448157,0.526782,1.0872602,0.7776135,0.12751697
0.4985064,0.06417458,0.22300532,0.082158074,0.16541006,1.0003093,0.46638817,0.035767328
0.30272892,0.05937679,0.22212121,0.101787314,0.22163072,0.7922961,1.0683568,-0.03014975
-0.021311142,0.046651736,0.20636256,0.08214536,0.23156019,0.6053667,0.57108235,0.06988681
0.33006966,0.0882971,0.15816328,0.08848711,0.5916342,1.0212061,0.57692975,0.16100334
0.23162647,0.0937246,0.17341879,0.11633432,0.30768564,0.7790571,0.9774553,0.018945038
0.5609961,0.120179646,0.2113587,0.15211818,0.7494061,1.1328136,0.6499603,0.26613814
0.61879605,0.13703556,0.18746984,0.13544628,0.69096917,1.1363611,0.58747536,0.21716996
0.07046218,0.14286837,0.387738,0.23349316,0.6462698,0.9719445,1.0350282,0.16756259
0.39817852,0.08820363,0.08511753,0.065511554,0.617432,1.0537642,0.59973025,0.13313657
0.10054328,0.14601375,-0.0040818825,0.08008428,0.67786276,1.0066813,0.67099625,0.20188871
0.044383466,0.1538936,0.13059205,0.13820603,0.4498472,1.0610539,0.84331477,0.08523339
0.15870543,0.16663823,0.2716269,0.20508736,0.66904587,0.97239244,0.9454257,0.16257642
0.8028605,0.15042497,0.3063771,0.19718635,0.7341412,1.1139883,0.4434626,0.36001334
0.032721367,0.11574216,0.11467834,0.10947947,0.46061656,1.0872252,0.7174642,0.10046975
0.88519144,0.12994814,0.48268962,0.25089234,0.86314285,0.9525351,0.87441766,0.38320962
0.005289566,0.07131589,0.22072053,0.13376737,0.15672497,0.98641205,0.7198538,0.06941569
0.34530976,0.1032838,0.16667452,0.10779327,0.66381156,1.147659,0.7008445,0.1713824
-0.044089265,0.051840175,0.22066234,0.10948056,0.24963652,0.49035898,0.5464546,0.06661704
0.17544499,0.049843177,0.31114054,0.17050514,-0.09380725,-0.142562,0.42611456,-0.10999785
-0.031127848,0.13321778,0.17413697,0.15278476,0.4370467,1.0427319,0.8540143,0.08955854
0.70412165,0.107641034,0.18323798,0.14886133,0.44213232,1.0344679,0.51051503,0.17575356
0.13490906,0.1554167,0.19263473,0.15509824,0.47839,0.9008406,0.85193264,0.093987525
0.017281104,0.05177958,0.2155947,0.10743813,0.111669466,0.5281088,0.49316788,0.032126404
0.42230275,0.10703045,0.20322667,0.14556924,0.469643,0.74988186,0.85277665,0.11311215
0.66631085,0.15704046,0.21873166,0.19219996,0.71863866,1.1938068,0.66089934,0.2790335
0.46899977,0.2557308,0.09752442,0.21766248,0.48140645,0.79347426,0.32118362,0.15106453
0.15455168,0.1534442,0.17944019,0.17384945,0.7001175,1.0964785,0.7405369,0.19547637
0.42093188,0.3138863,0.19972934,0.31531146,0.7245689,0.36720356,0.33992618,0.17428279
0.85914135,0.1654497,0.51252663,0.28434333,0.8498472,0.92402637,0.6809494,0.46240398
0.054071292,0.14997607,0.19989146,0.14131165,0.3433405,1.0210309,0.8707847,0.07217002
0.63963217,0.2071153,0.42648983,0.2868092,0.80933654,1.0167576,0.7045274,0.40046415
0.7784442,0.23947404,0.5368127,0.34920457,0.79179555,1.0520071,0.38749743,0.5629813
0.20278537,-0.015134817,0.35607582,0.10776621,-0.110946804,0.22649163,0.48321974,-0.014478579
0.77087563,0.094330736,0.19472596,0.117952794,0.5333255,0.93556833,0.6607269,0.15038067
0.25650445,0.14969704,0.084248066,0.1418977,0.49053925,1.0037234,0.58404386,0.14679086
0.72712624,0.24960615,0.4471144,0.32674855,0.60246223,0.9062974,0.30165312,0.4335275
0.034063376,0.098203,0.18610719,0.12074044,0.54183674,0.98301595,0.73737323,0.1350486
0.32001516,0.090520054,0.19494098,0.1249522,0.3187952,0.64670455,0.9477884,0.028318938
0.4588615,0.08972634,0.19286588,0.1312451,0.41676176,0.7778224,0.8615868,0.10403496
0.5395833,0.09845694,0.18812688,0.11470039,0.5348772,0.8370699,0.8346207,0.11647846
0.06627183,0.17527212,-0.035578534,0.10758601,0.63432354,0.49664837,0.44604325,-0.0050222687
0.10061387,0.06975212,0.41170675,0.19904149,0.4087102,0.43474936,1.0622685,0.06565042
0.7249391,0.17031896,0.30950165,0.200796,0.45337048,0.96934235,0.3226276,0.23077063
0.43443927,0.104838245,0.24608986,0.15425502,0.67740035,1.0614063,0.70225114,0.22995585
0.38643995,0.2725241,-0.117664084,0.17452173,0.84308743,0.7103313,0.46560103,0.06458746
0.6669713,0.17202075,0.4306838,0.27400976,0.8889424,1.0415704,0.70287716,0.40721616
0.7838338,0.1181395,0.26704124,0.14109813,0.60610366,1.0498415,0.40924925,0.26849976
0.009780761,0.10881123,0.23141156,0.14439833,0.48769632,0.9725907,0.7332605,0.12843944
0.7884439,0.0679185,0.28401768,0.10541706,-0.07862975,0.9338779,0.32503647,-0.056925926
0.13156469,0.047019094,0.28326923,0.12324965,0.10460022,0.5264739,1.076546,-0.03887627
0.35552302,0.12569448,0.23835228,0.1730856,0.7931678,1.1382635,0.7524776,0.26074234
0.013651803,0.16186313,0.18007176,0.16979277,0.39935872,0.9815686,0.9068838,0.061213482
0.692805,0.110032946,0.1876863,0.08685371,0.41341224,0.991382,0.3592754,0.11986822
0.20878315,0.11046594,0.16040556,0.12066467,0.68595535,1.0590494,0.6550365,0.18169297
0.35176983,0.07433022,0.38589108,0.19156736,0.6474258,0.7412715,0.9675743,0.1884322
0.72901654,0.11896101,0.31062007,0.18022312,0.67286175,0.88568944,0.8409669,0.22910653
0.59912395,0.4129558,0.16219863,0.4014356,0.6865281,-0.10912461,0.2120187,0.066079505
0.72645646,0.073009156,0.09696186,0.05117018,0.3662023,1.0488698,0.3938403,0.06674936
-0.0071253106,0.20548074,0.17820524,0.18244398,0.40153718,1.2425157,0.91868925,0.10317454
0.001245901,0.1359805,0.17127983,0.13230322,0.35655478,1.0372992,0.8289314,0.077946365
0.1883345,0.13165079,0.21950951,0.15598357,0.66823834,1.1204938,0.7764535,0.17530477
0.6984762,0.3755122,0.3936113,0.43898508,0.09845543,0.33645633,0.24700522,0.09626384
0.131194,0.10296049,0.0820722,0.14308739,0.79013234,0.98313856,0.6916248,0.21106523
0.76337594,0.20616396,0.414577,0.25733122,0.22085756,0.9269118,0.32460004,0.18122537
0.38222957,0.12778756,0.11422026,0.1280682,0.8274569,1.1072319,0.58026606,0.26307464
0.38724384,0.09470805,0.27218044,0.15350097,0.7069666,0.9946281,0.53789914,0.25947413
-0.048291087,0.16618204,0.14268887,0.15459941,0.46913818,0.9970473,0.7708869,0.0805465
0.7668307,0.15991077,0.21887246,0.15465717,0.15365687,1.0383246,0.32939577,0.04955115
0.53293616,0.15070762,0.31421632,0.23520887,0.6438287,0.9732649,0.49116755,0.3008847
0.5752334,0.10478483,0.14501213,0.07802896,0.5976431,1.0575836,0.43617815,0.1718077
0.73039657,0.37902993,0.3194363,0.4030017,0.9376417,0.8378607,0.32544756,0.3993052
0.70279485,0.22763899,0.2998591,0.26844957,0.74363476,1.1109962,0.6201796,0.3628908
0.09752558,0.1446185,0.19447127,0.16163298,0.381896,0.7813915,0.8907389,0.04038179
0.27272666,0.121272124,0.17187378,0.15001297,0.7116185,1.0566121,0.66450506,0.21541354
0.0729818,0.11243439,0.17165351,0.1134392,0.14111006,0.8997791,0.92853135,-0.020062499
0.75454473,0.16735399,0.41321492,0.26448277,0.574332,0.9788964,0.3394416,0.35117868
0.3141958,0.21871568,0.16101664,0.24615858,0.41788834,-0.18491426,0.322126,-0.04981638
0.20080708,0.083432674,0.08282995,0.05831829,0.5822104,1.0098772,0.58879995,0.11614469
0.68749964,0.07257059,0.34304482,0.13066332,0.073222816,0.7254675,0.32833612,0.05556383
0.76771617,0.15452284,0.2967837,0.16765013,0.4925628,1.0603433,0.35141474,0.2284813
0.74703234,0.40815592,0.4880492,0.48041975,0.88635385,0.8799024,0.33614337,0.56316537
0.12550038,0.18992744,-0.071468994,0.12326464,0.75418043,1.2347944,0.71363246,0.23960316
0.67592496,0.35221377,0.49928898,0.47941607,-0.1705353,0.43533564,0.2599398,0.10539721
0.6897006,0.38101214,0.5447714,0.48679307,0.72917765,0.84314317,0.27836427,0.600221
0.73465043,0.21253254,0.42326015,0.29467118,0.80059725,1.0437385,0.5847905,0.4222777
0.7459306,0.19287108,0.41563934,0.26588988,0.08250978,0.7295567,0.2972936,0.10887675
0.13291335,0.16018629,0.11995037,0.14536813,0.2931463,1.2174015,0.91960084,0.08671568
0.6648566,0.20997071,0.32030374,0.2797551,0.80433416,1.0865444,0.5276291,0.37417474
0.1093833,0.14443247,0.35399163,0.2383807,0.5761302,0.74834675,1.035775,0.13043725
0.004903987,0.1441071,0.1562966,0.1410538,0.38383165,1.0957603,0.8752874,0.08520586
0.72885686,0.08276169,0.37986457,0.19848937,0.77997595,0.9487556,0.78820956,0.3172292
-0.030707791,0.15505409,0.23660763,0.17186917,0.4899729,1.05738,0.95703197,0.08957098
0.14353383,0.1406926,0.12768954,0.12910137,0.3161753,1.074127,0.8339961,0.072817594
0.26547498,0.14744131,0.05241613,0.09839882,0.5363108,0.9923863,0.7647774,0.12140858
0.1213457,0.100697055,0.17979538,0.1146045,0.5909626,0.6452873,0.5644262,0.10627721
0.26607668,0.20701122,-0.033389337,0.11888774,0.39546376,1.026813,0.65443116,0.025023384
0.63151366,0.111731164,0.11346951,0.08955692,0.61231244,1.0535741,0.42770362,0.18665591
0.60398537,0.16303101,0.3374713,0.23721978,0.91578436,1.2074109,0.71885574,0.3687284
0.6713009,0.034935102,0.23987617,0.06789929,0.0781958,0.7643997,0.35900694,0.0013730936
0.8187089,0.15745918,0.31488866,0.17712201,0.47844872,1.1344317,0.36090273,0.22288756
0.37713197,0.16344923,0.23350553,0.17837258,0.66742134,0.98538464,0.876469,0.1762934
-0.05151342,0.17866115,0.13866737,0.18260427,0.6939915,0.8299602,0.77132314,0.08540361
0.33655387,0.089873016,0.061683513,0.048322104,0.5490646,1.0093507,0.54745084,0.09505224
0.48969188,0.10776642,0.19138876,0.11757541,0.59199864,1.128805,0.6061099,0.18588433
-0.031247102,0.14398457,0.1815145,0.14817247,0.38439256,1.0071507,0.8244343,0.07142635
0.51564157,0.09205662,0.28075743,0.13109413,0.5618875,0.9484191,0.47232068,0.23537533
-0.01750806,0.16552083,0.17239958,0.16849804,0.4328855,1.0662786,0.8917628,0.0841068
0.4476913,0.038621858,0.34039468,0.1210186,0.04541374,0.5026614,0.41910625,0.038554978
0.85934263,0.10018537,0.29037017,0.17359696,0.5581353,0.8233297,0.6652978,0.20539738
0.8340647,0.0881361,0.27167445,0.12913316,0.64351076,1.0249335,0.6215284,0.23403732
0.6269394,0.04451838,0.22605127,0.06085212,0.035802346,0.88607615,0.37075555,-0.0060438924
0.64761424,0.12682834,0.25430548,0.11976911,0.49929464,0.9743743,0.41103804,0.17984222
0.105745524,0.1931197,0.11339906,0.17314151,0.42983702,1.0455393,0.91124296,0.10014324
0.8425685,0.120472215,0.40686393,0.1999411,0.67204773,1.0843784,0.43603247,0.34383494
0.013814092,0.13333169,0.24989708,0.15949781,0.32113624,1.1050812,0.86242837,0.10378054
0.40339386,0.15989225,0.3254453,0.22556038,0.7642623,0.88428515,0.49242938,0.29625136
0.6837376,0.44248435,0.62723285,0.5590076,0.7344178,0.8990904,0.26128298,0.66805077
-0.0128983185,0.2065334,0.074875206,0.17265652,0.8217244,0.72694254,0.6869376,0.04897683
0.4760651,0.1521689,0.18177152,0.15569066,0.6983363,1.0617002,0.79122156,0.21994263
0.16765948,0.1476401,0.21099424,0.16870417,0.5338705,0.93639827,0.8795851,0.12366675
0.49413007,0.35515967,0.2074458,0.3655041,0.73502207,-0.046963625,0.31265292,0.09227423
0.5683645,0.024948454,0.20872669,0.061089903,-0.02896664,0.7015914,0.36044532,-0.054033253
0.7450165,0.25860327,0.4027338,0.3266831,0.61453635,0.9604594,0.28916293,0.4322671
0.0567324,0.052970104,0.16225556,0.07899724,0.21188012,0.7127364,0.520162,0.048107564
0.7836487,0.17071317,0.424514,0.26165044,0.85735106,1.0818126,0.6267979,0.44162712
0.1784845,0.11627025,0.11747837,0.11526491,0.7740063,0.9561537,0.6170867,0.22328214
0.118076935,0.1051618,0.15621212,0.15577409,0.31019062,-0.1660063,0.43769383,-0.07452838
0.26364544,-0.0056463294,0.35502988,0.11617169,-0.15475363,0.3669153,0.4917156,-0.013166521
0.24121204,0.1886687,0.38155043,0.27610385,0.87658894,0.8173536,0.57056844,0.3533421
0.6426688,0.25373003,0.19151512,0.26913998,0.49440408,0.98500544,0.38597286,0.2642602
0.098935865,0.19885628,0.11249947,0.19078061,0.6071959,0.9928241,0.6901156,0.12846996
0.6708044,0.395247,0.44324976,0.4374502,0.48661637,0.66609657,0.2775669,0.36155114
0.45630163,0.12919974,0.16775933,0.13259925,0.7241402,1.2152978,0.7034899,0.1896846
0.08767645,0.09784518,0.3161258,0.16687998,0.39187992,0.57638544,0.96885914,0.051040087
0.07115695,0.16107513,0.19001618,0.20753634,0.830749,0.87693894,0.72760457,0.15837213
-0.038783364,0.011683656,0.2700832,0.09056997,0.07011319,0.47310355,0.6160127,0.08479118
0.24622962,0.114071384,0.16560191,0.14880969,0.7958615,0.9848293,0.5884855,0.24736734
0.069338255,0.09097151,0.19007878,0.12334639,0.0700392,1.0815023,1.0037688,-0.009646121
0.0373042,0.13458835,0.2850314,0.16479483,0.34659848,0.86397266,0.9644987,0.07547548
0.13187794,0.044333085,0.42853463,0.18591069,0.3905059,0.28167638,1.1393788,0.01188606
0.30709156,0.038675178,0.35154325,0.14768994,-0.05529954,0.29156512,0.43265134,0.0028640851
0.7817581,0.39105886,0.31663865,0.4208131,0.83785695,0.7806261,0.27421516,0.44360006
0.101809375,0.17018345,0.24996172,0.21661586,0.7276177,1.0169306,0.8984049,0.17174925
0.7738089,0.16025984,0.32339936,0.2236811,0.71658206,1.040952,0.68074805,0.3204609
0.4861186,0.25007388,0.37739545,0.3135161,0.77329624,0.7611439,0.41221255,0.37675437
0.71393394,0.4228895,0.63948417,0.5563589,0.9688015,0.8305659,0.39083338,0.7015054
0.0840766,0.12289171,0.1334071,0.10649119,0.31017718,1.0562724,0.868185,0.043480173
0.09702368,0.099964716,0.22194824,0.13497256,0.10746291,0.97034615,0.96144474,0.018804442
0.8504398,0.14723365,0.3545727,0.20442073,0.82637274,1.1537086,0.7049284,0.35599536
0.6836754,0.20047784,0.4244358,0.2694099,0.31498212,0.74460304,0.32679754,0.21511118
0.12473379,0.14336781,0.3170752,0.21471097,0.5555175,0.8543451,1.003367,0.14347288
0.31241632,-0.0027204584,0.35743952,0.12628359,-0.2922137,0.39356467,0.39880562,-0.054215055
0.24163431,0.24100676,0.16993469,0.26678,0.9388798,0.7654113,0.58684653,0.21858387
0.052779444,0.08713513,0.40014893,0.19680698,0.48848885,0.6317558,1.0274807,0.094123736
-0.0067634955,0.10128202,0.1989938,0.13763124,0.35038942,1.0557806,0.8284235,0.10002169
-0.032985,0.10214853,0.13691479,0.10664125,0.32930204,0.45122102,0.5064599,0.041775767
0.65169907,0.35520604,0.52387697,0.45664832,0.63032246,0.8897965,0.29062194,0.5195255
0.10116171,0.17095956,0.27769023,0.1746114,0.4826946,1.0292418,1.0611472,0.09542903
0.658273,0.31917238,0.22808868,0.3149925,0.7738972,0.6489792,0.3382923,0.3009147
0.40110704,0.07408704,0.24430235,0.13754955,0.47983173,0.61626244,1.0086812,0.08836734
0.056851156,0.052137353,0.4344086,0.180989,0.36205098,0.45066443,1.0295596,0.07600483
0.050197158,0.08862351,0.1878052,0.11199801,0.6276757,0.8133831,0.6155385,0.15421033
0.044070434,0.1703386,0.099884935,0.14018892,0.38006032,1.0731997,0.8597558,0.060767595
-0.0064884424,0.072078116,0.2025644,0.11205986,-0.010476157,0.14634,0.4769681,-0.04175021
0.016434263,0.11162843,0.17412516,0.117243186,0.14812697,1.0638225,0.7223403,0.05974783
0.28076315,0.083693385,0.14728636,0.07808006,0.57419837,0.9245741,0.57472533,0.123959824
0.7444436,0.096018665,0.26041594,0.16068508,0.5917616,0.8506135,0.86291075,0.17588852
0.13845256,0.05366976,0.23957658,0.09989412,0.22866686,0.60336095,0.93419296,-0.0076391995
0.19930312,0.107215546,0.13159385,0.07425331,0.10354671,0.9984757,0.88675606,-0.054798167
-0.021211788,0.14177759,0.30468524,0.22825894,0.5663544,0.99219435,0.9569249,0.14395182
0.7719359,0.1269578,0.3366562,0.2025447,0.65687877,0.8820306,0.76051766,0.26877967
0.16566357,0.16214727,0.3361234,0.23189661,0.7757115,0.9494221,0.8939331,0.24026087
0.4284855,0.069828495,0.3184383,0.15625896,0.5261406,0.6567241,0.96399635,0.10561873
0.81626767,0.05189062,0.3579417,0.13007247,-0.24482349,0.9060733,0.36380988,-0.1315297
0.25929338,0.08627275,0.029816847,0.045219988,0.46420678,0.97543025,0.5516602,0.09078479
0.74543846,0.2520351,0.521909,0.35519934,0.6918877,0.96071273,0.3490743,0.50240576
0.4016797,0.123916015,0.19479483,0.13425289,0.6316899,1.0019543,0.89928013,0.16389042
0.45720568,0.13761994,0.18779907,0.16661881,0.67454934,1.0635233,0.6132422,0.24392176
0.7767518,0.11174317,0.25929034,0.1768663,0.6389732,0.9346747,0.78195083,0.22328597
0.3054332,0.095006086,0.1795839,0.10389355,0.59478736,0.9395183,0.540986,0.15660189
0.7109635,0.40487117,0.5111869,0.5120379,0.34206975,0.93831456,0.26985794,0.38444644
0.77623814,0.23390894,0.46333265,0.32457423,0.33576575,0.93210083,0.30072814,0.29452547
0.8851616,0.09422577,0.41310668,0.20016704,0.76339626,0.8693574,0.89335227,0.29137397
0.36928514,0.14137225,0.083833106,0.13428606,0.23823749,1.2193807,0.79739296,0.06864275
