size_D,duration_D,app,har,nlan,t01,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
0.041271611823759,0.12,0.2389808690832257,1.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.73096555,0.15216866,0.8651012,0.11811104,0.15358071,0.34992915,0.86492115,0.8680979,0.12726052,0.80635935,0.110677116,0.85386133,0.79368603,0.7900737,0.8558611,0.88551456,0.01373770024243
0.0382041271611823,0.16,0.0,0.619852032890937,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.4329007,0.5186662,0.51093,0.47591645,0.5096086,0.552204,0.5121363,0.5223129,0.48228773,0.44525102,0.44425896,0.5033191,0.42493588,0.43414918,0.5002015,0.5330242,0.0184120042464863
0.0945343000557724,0.04,0.8795232095320975,0.619852032890937,0.3333333333333333,0.25,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.81760794,0.4529784,0.5286266,0.4910845,0.44489053,0.08274854,0.52910054,0.53028005,0.47005254,0.60292715,0.49791753,0.5413149,0.6155137,0.61925924,0.5389842,0.5037505,0.0192517944573846
0.1065253764640267,0.48,0.3801766679984392,0.619852032890937,0.3333333333333333,0.0,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.75381416,0.31419915,0.7094191,0.2931817,0.29591352,0.24571419,0.7200735,0.7196294,0.2987846,0.7123885,0.23550922,0.7190053,0.6974882,0.7165011,0.7074878,0.72372305,0.0376162634089144
0.0435025097601784,0.04,1.0,0.619852032890937,0.3333333333333333,0.5,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.88490987,0.3640289,0.6187673,0.405114,0.35992092,0.034243453,0.6142163,0.6126509,0.37571028,0.68438894,0.42496896,0.62568116,0.69980097,0.7049777,0.62796766,0.58993596,0.0060211373611573
0.0064138315672058,0.04,1.0,0.619852032890937,0.0,0.5,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.72894526,0.50803876,0.48229432,0.5333671,0.4993375,0.16774206,0.48236218,0.48366725,0.51347363,0.5360116,0.5357878,0.4910104,0.54345316,0.5501068,0.48986614,0.4635233,0.0102993139072427
0.2208588957055214,0.04,0.0,1.0,0.6666666666666666,0.75,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0,0.0,0.6203776,0.42292565,0.51629573,0.63289446,1.0,0.41980886,0.42757967,0.53746206,0.21413954,0.52461874,0.37886626,0.19179359,0.17273514,0.39361075,0.49358523,0.0421004262331447
0.4461795872838817,0.14,1.0,1.0,1.0,0.75,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.17709485,0.65366125,0.39007056,0.5800455,0.64822745,0.8004067,0.3892453,0.4034884,0.59411174,0.26468343,0.5490563,0.36991444,0.23370071,0.2372459,0.37035668,0.42992455,0.1492132908684698
0.2752370329057446,0.08,1.0,1.0,1.0,0.75,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.22308546,0.63153386,0.40571827,0.5681186,0.6278157,0.7583116,0.4026449,0.4179902,0.57824576,0.29020864,0.54709953,0.38641232,0.2637163,0.26638335,0.38805315,0.43820536,0.0985089762481976
0.139431121026213,0.36,0.8795232095320975,0.619852032890937,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,0.88155353,0.32858023,0.668786,0.3507947,0.3163922,0.08125391,0.670742,0.6705764,0.33443925,0.72205406,0.33651066,0.68107414,0.72649306,0.74259245,0.67645353,0.6517151,0.0517659362076341
0.5593976575571667,0.54,0.8795232095320975,1.0,0.6666666666666666,0.75,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.75,0.21589334,0.8893828,0.121419236,0.87689507,0.8938269,0.58741325,0.10926539,0.10907503,0.85230476,0.079283185,0.9066194,0.101080954,0.07718264,0.07655323,0.11489863,0.120067745,0.2125936841438101
0.0708310094813162,0.44,0.3801766679984392,0.619852032890937,0.3333333333333333,0.25,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.66610944,0.3533735,0.66681355,0.33029476,0.34227017,0.34115487,0.6709122,0.67569786,0.33367202,0.643943,0.29606047,0.6680364,0.6306758,0.6425556,0.6622327,0.67925185,0.0824578916512177
0.3134411600669269,0.36,0.8795232095320975,1.0,0.6666666666666666,0.75,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,0.4419035,0.60647583,0.40517095,0.59045124,0.60501117,0.47938016,0.39849254,0.4051485,0.57654166,0.3676732,0.6015523,0.3933274,0.36152732,0.3643673,0.4000312,0.40697023,0.1444597613728193
0.0571667596207473,0.06,0.0,0.0991880356339056,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.5,0.6856819,0.15876922,0.88266665,0.09306405,0.14825836,0.38234353,0.89633256,0.8901346,0.11787577,0.81638217,0.031189809,0.8764133,0.7876131,0.79286236,0.86922836,0.9295777,0.0081919158308377
0.0499163413273842,0.2,1.0,0.619852032890937,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.6660273,0.50109565,0.49323615,0.5174289,0.5002544,0.24462627,0.48580056,0.4864611,0.49107105,0.51189774,0.54386085,0.48900288,0.5190573,0.5227863,0.4969038,0.47544235,0.0791462661025811
0.0030674846625766,0.04,1.0,0.619852032890937,0.6666666666666666,0.75,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.6205814,0.4758108,0.53405344,0.4700322,0.46783265,0.33155787,0.5327225,0.5377188,0.45956674,0.52832687,0.46012685,0.53354645,0.5233558,0.5336489,0.53301257,0.53226423,0.0075581118980843
0.0699944227551589,0.04,0.0,0.619852032890937,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.25,0.5,0.15022819,0.73447895,0.28806406,0.68641806,0.7425684,0.7791938,0.27467364,0.28864813,0.679281,0.17240605,0.7162961,0.25747278,0.15717883,0.14823551,0.27206963,0.30649033,0.0744085817052494
0.1042944785276073,0.22,0.8795232095320975,0.619852032890937,0.0,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,0.7373618,0.5928754,0.3664444,0.6573753,0.59645957,0.06791099,0.35801852,0.35926226,0.61877173,0.4562018,0.71290135,0.3710389,0.48433393,0.46775806,0.3776052,0.32696748,0.1193769707341034
0.2816508644729503,0.1,1.0,0.0991880356339056,0.6666666666666666,0.75,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.75,0.75,0.64857394,0.7233854,0.23148273,0.7888125,0.72414166,0.12422504,0.23044668,0.23250425,0.7693444,0.33766082,0.82021946,0.24654455,0.36382088,0.34371945,0.24402876,0.19805178,0.1287731140371726
0.0047406581148912,0.1,0.0,0.0991880356339056,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.6272426,0.4395444,0.5852543,0.418294,0.42271474,0.3366695,0.5870667,0.59502935,0.42774472,0.56767076,0.3813601,0.5869832,0.5533119,0.5721063,0.5779345,0.59060335,0.0033750059419118
0.0953708867819297,0.44,0.8795232095320975,1.0,0.6666666666666666,1.0,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.48795432,0.7827101,0.19953279,0.81096077,0.7789627,0.3114437,0.19912972,0.20125647,0.7965039,0.25169656,0.821099,0.2064401,0.2617428,0.25511017,0.20529121,0.18346556,0.1654228264486381
0.0404350250976017,0.18,1.0,0.619852032890937,0.3333333333333333,0.75,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.88592255,0.3040882,0.681257,0.33608094,0.30331436,0.07778341,0.6748093,0.6745874,0.31045818,0.7260198,0.362992,0.6836883,0.7389208,0.74329245,0.6890604,0.6554477,0.0185704552296747
0.4121583937534858,0.48,0.0,0.619852032890937,1.0,0.75,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.27484676,0.55413073,0.49302128,0.4772243,0.5455919,0.7185749,0.49747202,0.5059848,0.49596292,0.3791257,0.43080235,0.4766956,0.3460227,0.35151666,0.47399428,0.5384886,0.0847395858091299
0.1469604015616285,0.18,0.8795232095320975,1.0,0.3333333333333333,0.25,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,0.71506566,0.4578147,0.5446464,0.46819812,0.44844466,0.21673429,0.5438727,0.5450988,0.45068514,0.5711709,0.46189907,0.54909563,0.57232046,0.584894,0.5484085,0.5331627,0.0613680657888482
0.1285554935861684,0.18,1.0,0.619852032890937,0.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.5,0.8225373,0.439348,0.5354155,0.48874998,0.441528,0.05456051,0.52571964,0.52395415,0.450582,0.5998361,0.5337184,0.53612214,0.62132263,0.61760646,0.54415965,0.5009966,0.0478046616279254
0.1491912994980479,0.16,0.3801766679984392,0.619852032890937,0.6666666666666666,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.09541303,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0629684207190505
0.0744562186279977,0.2,0.8795232095320975,0.619852032890937,0.3333333333333333,0.75,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5145181,0.66541976,0.34160727,0.6637959,0.6538477,0.3641616,0.34306172,0.34594464,0.6499174,0.357828,0.6521774,0.3448103,0.35375747,0.36520427,0.34411153,0.33684173,0.1294386081665636
0.0250976017847183,0.16,0.8795232095320975,0.619852032890937,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.75,0.5,0.5,0.8034193,0.34235075,0.646554,0.3650225,0.3437433,0.16182004,0.63858336,0.64037275,0.34159362,0.66996276,0.39545378,0.64416057,0.6799852,0.68158674,0.65133077,0.6257257,0.0452694458969117
0.058282208588957,0.1,1.0,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.59688544,0.5867751,0.41222048,0.59882975,0.5825715,0.2837318,0.4066931,0.40690097,0.5726175,0.43105224,0.6150966,0.4091544,0.43542993,0.44210863,0.4152269,0.39750436,0.0221514474497314
0.1045733407696598,0.52,1.0,0.619852032890937,0.0,0.25,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.92531776,0.39126778,0.58128315,0.43781188,0.3754892,0.0,0.5929151,0.5982727,0.4332085,0.6924418,0.41306502,0.61087686,0.70486987,0.70912397,0.5985779,0.55185395,0.2078401546481595
0.1246514221974344,0.32,0.3801766679984392,0.0991880356339056,0.6666666666666666,0.75,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.40925,0.49543345,0.54430085,0.43605682,0.48396894,0.5828636,0.55020916,0.5566007,0.45022282,0.46553507,0.38715422,0.53573626,0.43815395,0.4478969,0.5304978,0.579582,0.1033417312354423
0.1600669269380925,0.24,0.8795232095320975,1.0,1.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.75,0.5,0.28452554,0.60378355,0.43731156,0.54016435,0.5941296,0.6903224,0.43980035,0.4508133,0.55276364,0.34036258,0.49895674,0.42442274,0.31179088,0.32019788,0.42136356,0.4725971,0.0987624978212989
0.0435025097601784,0.16,0.0,0.619852032890937,0.3333333333333333,0.5,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.25,0.5,0.21554095,0.80808765,0.2056106,0.7825848,0.81267166,0.6449443,0.19331202,0.2003689,0.7617983,0.13955693,0.8166117,0.18174341,0.13266794,0.12861,0.19677179,0.20994456,0.0639666619131371
0.158393753485778,0.22,0.8795232095320975,1.0,1.0,0.25,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.75,0.22678038,0.8490226,0.19073245,0.79778343,0.8251815,0.66022307,0.20213427,0.21021967,0.8090019,0.15231498,0.72764736,0.19535813,0.12342293,0.1479755,0.18454823,0.21707495,0.1088241352537592
1.0,0.58,0.8795232095320975,1.0,0.6666666666666666,0.25,0.75,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.75,0.38469395,0.7297465,0.2956837,0.7019911,0.71218455,0.5061058,0.30122915,0.30668545,0.6990082,0.2796165,0.66139257,0.29817134,0.26272303,0.2816937,0.29290313,0.30689472,0.6163109442094088
