size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_duration_D_t07,effort_D
0.056935,0.046123613,0.4854082,0.13928531,0.18536597,0.1964079,0.27350086,0.24725562,0.1789988,0.09187129,0.30429503,0.31145012,0.47813594,0.1500262,0.17640337,0.062495008,0.055232316,0.18939295,0.20314094,0.32586324,0.13897943,0.12326067,0.21210408,0.18677849,0.053151123,0.068672925,0.14589089,0.0985206,0.06718883,0.0946387,0.0637992,0.41428077,0.03056828,0.22051845,0.17768396,0.46928135,0.32236642
0.050791662,0.035178166,0.4971181,0.15211643,0.2062844,0.20604159,0.2978508,0.22314033,0.16673014,0.06561157,0.30696175,0.3023897,0.48285133,0.15965816,0.17444175,0.053709358,0.046189263,0.17184079,0.20901099,0.33136213,0.13306451,0.113004215,0.20948169,0.17424732,0.03222267,0.053216677,0.12648611,0.09893504,0.05687411,0.0787116,0.04061815,0.4004477,0.041039806,0.21851312,0.17931396,0.49415964,0.32029447
0.10991295,0.5045444,0.17672342,0.056825116,0.14121747,0.064891025,0.06446122,0.36135012,0.13093282,0.42010224,0.46631208,0.6457846,0.110156074,0.2791407,0.39014637,0.21908943,0.45935607,0.0415529,0.2340937,0.12351255,0.44476852,0.5167573,0.42712218,0.3480932,0.43684265,0.14743315,0.017747518,0.14975944,0.067499995,0.1163352,0.27583742,0.48802263,0.18951654,0.14222775,0.08401529,0.8363685,0.19122288
0.026329901,0.02537072,0.46372592,0.11323421,0.17832375,0.15055402,0.23057114,0.21801606,0.15012573,0.0467681,0.2736692,0.3336293,0.43665713,0.10481742,0.12217343,0.03668438,0.039432704,0.1259732,0.13224497,0.30844346,0.11016363,0.11819683,0.18267426,0.124788225,0.018806634,0.024749663,0.10270834,0.09219965,0.026888156,0.07589682,0.03190604,0.43953308,0.013929717,0.22188002,0.16419005,0.5365562,0.32431883
0.012080442,0.0548367,0.4311462,0.051415727,0.11671245,0.07330103,0.14979778,0.19416761,0.09723282,0.020773426,0.21359548,0.35051155,0.3503219,0.02399671,0.028540373,0.018695876,0.015965492,0.07072067,0.06264153,0.28901973,0.106800735,0.15218031,0.103462726,0.046526045,0.03246634,0.002322428,0.04966783,0.13260475,0.01072857,0.08262183,0.01847504,0.49702162,0.009977035,0.24110013,0.17618746,0.64166135,0.3423998
0.05525822,0.17878748,0.36050475,0.098829284,0.1260317,0.13260402,0.1690809,0.27539378,0.14122012,0.2171286,0.35782543,0.4254207,0.35255808,0.16512004,0.24586058,0.09639035,0.17509124,0.13203701,0.20042929,0.24874425,0.20734513,0.24751154,0.31060833,0.23959363,0.16570677,0.07976346,0.10131106,0.08306021,0.047619887,0.0924608,0.10737434,0.42369327,0.067159876,0.19514067,0.1040904,0.56011415,0.26489282
0.0316146,0.06431031,0.45813733,0.08019312,0.12690979,0.11087935,0.16524659,0.16805263,0.084289275,0.090679884,0.24075332,0.34904465,0.3844667,0.095348895,0.07748613,0.05887811,0.038869694,0.09383085,0.10988811,0.27949852,0.1150797,0.14161299,0.13754171,0.08808488,0.04241023,0.036074337,0.087510526,0.12981975,0.029661918,0.05540384,0.022984087,0.44627368,0.04334796,0.22545695,0.16465996,0.5801782,0.32166478
0.07762931,0.021931242,0.52437836,0.22652747,0.29134536,0.28974754,0.4250486,0.29176086,0.23312332,0.09910324,0.40161714,0.2521991,0.5728,0.22920173,0.2669791,0.07059069,0.059706777,0.24129853,0.33714125,0.35838532,0.18908736,0.124385215,0.31344807,0.25157303,0.02631103,0.074350044,0.17354985,0.094236284,0.07959133,0.09429479,0.0660059,0.38971817,0.040089127,0.20900306,0.19438215,0.3593142,0.29968
0.053456668,0.19428682,0.4030764,0.063314736,0.17420375,0.102798656,0.13883628,0.14609775,0.04732182,0.128115,0.30584088,0.4216551,0.28231424,0.12116879,0.0753642,0.07520966,0.14978844,0.057992995,0.101896495,0.228,0.13622141,0.17884675,0.13611302,0.06709206,0.14675811,0.065648004,0.066926196,0.13931884,0.020083437,0.054441165,0.08151412,0.36789754,0.081404835,0.2177234,0.14668822,0.66389215,0.27950788
0.009636518,0.08284101,0.4128449,0.03708206,0.13695824,0.065216735,0.12480073,0.19850248,0.101774305,0.043008953,0.21814886,0.3722246,0.32610947,0.016904563,0.031551927,0.035310254,0.0572581,0.075891346,0.055550843,0.27712417,0.12655798,0.18735339,0.11652765,0.071098566,0.05740524,0.009007882,0.036242556,0.13013405,0.007848691,0.07662733,0.034034073,0.5063888,0.01370091,0.2469628,0.16659151,0.6884562,0.33190006
0.057781573,0.13357015,0.5139307,0.11469625,0.27791965,0.17070295,0.1909274,0.104270935,0.039438307,0.107396096,0.27613637,0.41112253,0.3698417,0.14275059,0.07308653,0.10245161,0.10806063,0.1240266,0.12595156,0.27558857,0.05865255,0.086070836,0.11646989,0.053764075,0.08070093,0.06556052,0.094426885,0.13839476,0.04020852,0.049955767,0.032769874,0.33070245,0.107042626,0.2645955,0.16531385,0.6685987,0.3165766
0.032125544,0.120697066,0.410586,0.052928954,0.12163019,0.07301648,0.12130515,0.18182644,0.10439148,0.07587129,0.22339961,0.36163312,0.31347728,0.06487757,0.05973038,0.040557206,0.06764978,0.07364309,0.054078132,0.2695499,0.12387672,0.17284118,0.116699964,0.06413579,0.10870683,0.04852997,0.061255712,0.13768962,0.023312243,0.0744341,0.049957156,0.4531762,0.049649093,0.236535,0.17193687,0.6501584,0.31988427
0.029478956,0.10905205,0.4204933,0.057524607,0.11172545,0.06399082,0.121797696,0.20450798,0.12218474,0.04833269,0.16924897,0.33758324,0.32131767,0.022298038,0.029283315,0.038149536,0.051078305,0.09464082,0.03192225,0.3015637,0.10208887,0.16443482,0.09147471,0.040877193,0.09562271,0.039120216,0.05891403,0.1541856,0.030757552,0.09940599,0.051585898,0.5092653,0.0404966,0.25886798,0.18719009,0.6985103,0.38286
0.031144269,0.021716457,0.46573412,0.12249826,0.15603167,0.1585068,0.26412416,0.23254874,0.16321531,0.049243957,0.2830377,0.30083773,0.45568377,0.11246598,0.1269663,0.034075856,0.019754782,0.12787604,0.17270377,0.3172493,0.1364803,0.12973198,0.18652165,0.12181139,0.008627783,0.028404575,0.1067301,0.1051635,0.03562372,0.08755622,0.04122515,0.4455576,0.016541708,0.21537259,0.17466274,0.49836743,0.32306424
0.04458299,0.01948252,0.48293853,0.15961303,0.1900739,0.20886399,0.32850832,0.25858155,0.18477544,0.054672986,0.33183488,0.2832396,0.5016518,0.1492221,0.18531126,0.040551916,0.035620943,0.18132645,0.22037461,0.33076155,0.15280819,0.13647482,0.24283889,0.17136866,0.030108295,0.042925496,0.1280873,0.08468819,0.053595982,0.09524511,0.03853537,0.4211074,0.013638753,0.2059567,0.17155205,0.43977407,0.33364835
0.099007085,0.18552637,0.57556355,0.1816266,0.40626132,0.25934392,0.24704914,0.07222843,0.04996264,0.18166378,0.36419764,0.43945462,0.42904413,0.24504614,0.13408619,0.18251322,0.1903468,0.20420519,0.22937033,0.28563625,0.05946511,0.030302148,0.16099897,0.1105538,0.102532044,0.11754532,0.15010564,0.12639694,0.08149646,0.04818601,0.06044124,0.22515309,0.16913152,0.27350566,0.1681303,0.631131,0.29011303
0.0140842125,0.035952803,0.44280756,0.06898327,0.12039769,0.09909825,0.17084031,0.19816472,0.105506085,0.055932045,0.23159686,0.34567258,0.38946652,0.050090373,0.07133034,0.030452982,0.028554693,0.10239565,0.09457615,0.29111925,0.110505074,0.15253083,0.14741239,0.097852856,0.024352163,0.018086541,0.07449789,0.11004506,0.016722938,0.075144514,0.022064216,0.47429383,0.009768181,0.21905698,0.15734252,0.57727396,0.33300802
0.05574399,0.1356005,0.39930835,0.078124195,0.07870889,0.08284502,0.15217052,0.25519225,0.18762574,0.07238427,0.1706529,0.320235,0.33403927,0.0760293,0.08927488,0.031539053,0.06856018,0.095701456,0.05841008,0.30841377,0.12562057,0.17191778,0.13317078,0.06703311,0.14081398,0.06464569,0.08958675,0.14615163,0.05465681,0.1177729,0.07742554,0.5355606,0.06552762,0.25384477,0.19957519,0.64086246,0.36140463
0.0700966,0.27072713,0.3068821,0.06368315,0.087185144,0.07985638,0.10839565,0.31235468,0.17939684,0.22344014,0.30474827,0.42939276,0.2534966,0.14958361,0.2361182,0.114143535,0.22383109,0.10473207,0.13092723,0.24293156,0.26047325,0.33883616,0.27204424,0.2406053,0.27326024,0.10381499,0.058185752,0.12152116,0.058919333,0.09868984,0.13317494,0.56431735,0.101127714,0.20487154,0.14413284,0.7206377,0.25736547
0.026838128,0.065022975,0.41956055,0.07213652,0.09870654,0.09522106,0.16654511,0.21694733,0.13396591,0.065840095,0.23634586,0.32466054,0.3773563,0.07460198,0.09866902,0.035265878,0.039462656,0.102085054,0.090298265,0.2882825,0.1338597,0.15287149,0.16029903,0.10742843,0.066259556,0.033109333,0.076065615,0.11602764,0.024921464,0.07981716,0.032201827,0.483252,0.021495443,0.21257122,0.16082765,0.5837704,0.32078272
0.08864474,0.38525066,0.24095128,0.06312661,0.12541765,0.070534155,0.092361614,0.31322628,0.15661262,0.30239117,0.39518455,0.5190898,0.17964002,0.200943,0.28735888,0.14797594,0.3442489,0.06435928,0.17362747,0.1784233,0.32889774,0.4146588,0.31058288,0.25358742,0.35344473,0.11861695,0.026565261,0.13442811,0.055016495,0.087703735,0.21882568,0.5040506,0.14135633,0.1690612,0.11290204,0.7818757,0.22284137
0.06446132,0.110229865,0.49470264,0.12088473,0.21979207,0.16164981,0.20736061,0.1345775,0.080808476,0.08744633,0.2662404,0.36867145,0.3789639,0.14453107,0.08438784,0.073603526,0.072713345,0.10226956,0.12108192,0.28185675,0.06990385,0.09032174,0.11969286,0.0565131,0.06845971,0.06160752,0.096581176,0.13534777,0.042386428,0.0580536,0.03461203,0.35621512,0.096370324,0.25940984,0.17634441,0.6090498,0.29834524
0.022905976,0.07374504,0.45947284,0.0736894,0.15112376,0.10618524,0.15653129,0.1603911,0.07293007,0.07560477,0.23556033,0.36038285,0.3675148,0.08089641,0.058097184,0.061592087,0.0487521,0.09450397,0.09535542,0.27444896,0.10351473,0.14262609,0.121575296,0.071160376,0.045572758,0.029928718,0.07082853,0.13399303,0.019556148,0.05536318,0.012671173,0.44829944,0.042471956,0.2308624,0.1642298,0.6182219,0.32661915
0.05659428,0.026709829,0.53373647,0.22982205,0.34863657,0.3102457,0.4244089,0.23319861,0.17753713,0.13661343,0.50875854,0.29801226,0.5799375,0.26145518,0.3129235,0.11923532,0.09801063,0.27758738,0.3801293,0.34427553,0.2182357,0.13816403,0.37338609,0.34544516,0.023762401,0.07612595,0.17369187,0.05728995,0.059306532,0.055376764,0.05157855,0.34386465,0.046629254,0.18370667,0.13966855,0.4299996,0.27804938
0.042668257,0.058758285,0.46470326,0.11223315,0.14619172,0.1489112,0.22060607,0.20634376,0.14445113,0.06720421,0.2399517,0.31188664,0.42470062,0.120655894,0.12726635,0.045199394,0.045213953,0.14480954,0.13726649,0.3129036,0.117375374,0.12874393,0.16836613,0.12559527,0.059730656,0.06081466,0.11483459,0.10902893,0.044259526,0.08047734,0.04537967,0.4157422,0.045112673,0.22341219,0.17629136,0.5286941,0.3305295
0.099300414,0.16266453,0.4355812,0.11406846,0.116577804,0.112803414,0.17596869,0.2999106,0.2306302,0.090198755,0.14009562,0.29851514,0.35875773,0.09753734,0.09268057,0.076997444,0.06806749,0.13580868,0.08744171,0.35744798,0.13586855,0.16515097,0.12245312,0.08590388,0.17777553,0.10976884,0.13594103,0.19514383,0.10215664,0.16614842,0.120801404,0.5644832,0.110420704,0.30467874,0.24320707,0.67121756,0.38925967
0.030072916,0.18490131,0.3360354,0.032974154,0.07410991,0.04551725,0.08017562,0.23408172,0.10380325,0.1439752,0.25409207,0.42329305,0.24792323,0.060898334,0.109041154,0.049883857,0.15080714,0.056836903,0.049601287,0.23969957,0.15977797,0.24856856,0.17944023,0.118100524,0.16668849,0.037952807,0.026094373,0.12912361,0.012545107,0.07892357,0.07197249,0.502296,0.055822205,0.21561892,0.14171147,0.72532165,0.3102166
0.017546784,0.048537258,0.44620657,0.070472896,0.11732495,0.0977103,0.16051225,0.1902278,0.110283695,0.05332172,0.22012839,0.33730915,0.38494587,0.070693016,0.064068854,0.039735675,0.026105955,0.08758414,0.09037128,0.28734767,0.109333694,0.13318807,0.124453396,0.079549104,0.029072788,0.02020825,0.075502366,0.12341063,0.019846248,0.07458325,0.024438828,0.46873325,0.02374519,0.22394681,0.16992518,0.58333206,0.33224732
0.04153342,0.2560494,0.29762474,0.0130402,0.059643388,0.016751394,0.028054342,0.2470505,0.07690127,0.1812464,0.26341626,0.48587713,0.18563396,0.07305753,0.12261984,0.07988171,0.20492914,0.026795447,0.05066344,0.20442566,0.20104101,0.30174452,0.20016086,0.13268518,0.21506652,0.052681003,0.0063803233,0.14723262,0.016912738,0.09421856,0.10513407,0.48098466,0.083410695,0.20802838,0.13250042,0.7804128,0.27863616
0.010333896,0.04791506,0.42598626,0.058035165,0.11055642,0.07904239,0.16346668,0.20815969,0.11898933,0.02396886,0.22159114,0.3413108,0.36625886,0.032906592,0.0446541,0.018282592,0.013501361,0.07128769,0.07013258,0.29218134,0.12130973,0.14964299,0.12086746,0.062230438,0.03312891,0.004738655,0.056521367,0.12393928,0.012491843,0.08764206,0.02515997,0.5065297,0.006639961,0.2346351,0.17212042,0.6195256,0.34207803
0.020437438,0.075812355,0.45021307,0.07001269,0.13589883,0.099072054,0.15865879,0.1671881,0.084027715,0.052889228,0.2266632,0.3566738,0.35807276,0.067534715,0.053118944,0.045888886,0.0447471,0.08915487,0.07954785,0.2766149,0.09816778,0.1426149,0.11234954,0.058881372,0.051236924,0.024972301,0.059483837,0.13397971,0.016993402,0.06568595,0.01392255,0.45575917,0.037045855,0.23361251,0.16742288,0.6279489,0.33790457
0.22642654,0.21198109,0.57014334,0.29793978,0.29697645,0.33902144,0.39865506,0.39794093,0.35919717,0.17791617,0.23699626,0.23354866,0.53278244,0.32183158,0.24401307,0.18781911,0.073357046,0.31299838,0.31740466,0.4431135,0.17670551,0.0890826,0.20440838,0.21746236,0.22766915,0.24978065,0.32009402,0.23675281,0.2385028,0.25250292,0.21898697,0.4954849,0.21997382,0.3491207,0.3466819,0.51671773,0.41055757
1.0,0.8963952,1.0,1.0,0.9999999,1.0000001,0.952045,1.0,0.99999994,0.67442715,0.22948745,0.0,0.79019225,0.99999994,0.5660134,1.0,0.22874251,1.0,1.0,0.99999994,0.34575793,0.032338083,0.24924996,0.5704374,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0000001,0.99999994,1.0,0.89067745,1.0
0.022180066,0.098132074,0.40321067,0.04043059,0.13145167,0.07206808,0.14211477,0.22539034,0.11780485,0.05400482,0.22843489,0.3908142,0.32228005,0.015925556,0.053284436,0.038567632,0.089410186,0.07851577,0.062431604,0.2793492,0.14203995,0.22337715,0.14448676,0.087278605,0.08217224,0.021425527,0.042422432,0.12812555,0.020167032,0.07363262,0.048178375,0.5192874,0.0250041,0.25772926,0.16506451,0.7064423,0.3249778
0.005363155,0.06931886,0.4245981,0.03645946,0.13529044,0.062983885,0.120594636,0.18368381,0.08189208,0.04107222,0.20364633,0.36911362,0.32639873,0.010270119,0.012213111,0.035115942,0.039324775,0.07094666,0.04286769,0.28099367,0.11337677,0.17647184,0.097396195,0.046257824,0.040079158,0.0029134676,0.03837761,0.13561562,0.0026696026,0.07545407,0.01814475,0.5056242,0.015079901,0.24676675,0.17152376,0.6972495,0.35071707
0.009818379,0.09953569,0.41770515,0.039237946,0.15925354,0.06349744,0.11013721,0.18012428,0.08481614,0.05478221,0.21464375,0.3708213,0.30877537,0.012867868,0.018340915,0.044663146,0.06663975,0.085087806,0.0364621,0.2749857,0.12064353,0.1807644,0.10347125,0.052705973,0.0675742,0.014000665,0.034082998,0.13963719,0.0030903928,0.07271204,0.030996382,0.50175273,0.025898088,0.2435633,0.17139775,0.72594535,0.3473353
0.073858276,0.17891134,0.498348,0.12273018,0.28291565,0.18030094,0.1833628,0.098281056,0.04737933,0.16242507,0.33014187,0.39629275,0.35661548,0.18073139,0.098802865,0.12696643,0.16011786,0.14567584,0.15351352,0.25786555,0.07049537,0.09886724,0.14042786,0.098221004,0.12798363,0.0992088,0.11422464,0.14239168,0.0432325,0.039621107,0.08266203,0.25788683,0.123135984,0.24187282,0.15386361,0.6466897,0.28870943
0.049466792,0.03848638,0.5093101,0.16187517,0.24444497,0.21524079,0.30380964,0.18424736,0.13057648,0.09148094,0.35603407,0.32021487,0.49042726,0.18644112,0.1768421,0.07734026,0.05838701,0.16437835,0.23086014,0.30709594,0.13948625,0.1058973,0.2284795,0.16219747,0.019065822,0.04714114,0.12736368,0.10057863,0.04873953,0.050055716,0.020908765,0.3893462,0.056459572,0.2136504,0.15459254,0.4889688,0.29511017
0.020436238,0.0315536,0.44740734,0.08440922,0.12983787,0.10868515,0.2017412,0.20324242,0.12982541,0.016825557,0.23578414,0.3282668,0.39812052,0.060981065,0.065377116,0.01848866,0.012897491,0.08435196,0.095288485,0.30519485,0.11048627,0.13313405,0.12964913,0.072151184,0.017357612,0.009491589,0.07103966,0.115209356,0.021476196,0.07871268,0.022284508,0.47651687,0.016499385,0.23500161,0.17391503,0.59630966,0.33568886
0.06541787,0.050912958,0.47029954,0.15162249,0.123729885,0.15835117,0.26628727,0.2839911,0.22327507,0.06993699,0.25740263,0.25024068,0.45672798,0.109074,0.1363478,0.050968975,0.016116932,0.1572147,0.16094914,0.36834255,0.12743247,0.14527608,0.19259194,0.13958299,0.067309655,0.069845304,0.13284019,0.14486454,0.07308012,0.12784342,0.06472723,0.5308831,0.05486526,0.27173778,0.2244836,0.59496707,0.41126275
0.052859332,0.19953461,0.37774855,0.050114095,0.131517,0.07682468,0.109358564,0.16124994,0.06154441,0.12348807,0.2807968,0.4236024,0.26659355,0.10331291,0.08096236,0.062222466,0.15311548,0.039327085,0.07585952,0.22455493,0.14377883,0.20426339,0.13998452,0.072238475,0.1596126,0.064862326,0.053350043,0.13877138,0.023868462,0.053839758,0.09035361,0.40751708,0.07861164,0.22326088,0.14091223,0.6822858,0.27400956
0.05434159,0.13271777,0.51262647,0.12034546,0.2801193,0.17672603,0.1855071,0.11679771,0.059345983,0.13282484,0.28669152,0.39118838,0.3795004,0.14910272,0.08784658,0.119491026,0.12512922,0.16165516,0.14328936,0.27365416,0.063987315,0.091409326,0.13176215,0.106957376,0.08549079,0.07822855,0.106885,0.13315225,0.04056286,0.054073498,0.049077302,0.31099325,0.09626265,0.2448416,0.16083941,0.6326739,0.3107184
0.04950593,0.17625375,0.41781354,0.06653617,0.16798913,0.103383586,0.13085951,0.14018622,0.041310124,0.12703547,0.2857987,0.41335,0.2999873,0.12006718,0.07180074,0.07818152,0.13198039,0.060964614,0.0947701,0.23633502,0.12372619,0.16460699,0.1346654,0.061812013,0.12935859,0.061362203,0.075105235,0.13671309,0.023023201,0.05019908,0.06746206,0.37723526,0.08192861,0.22903371,0.15023151,0.66972864,0.29544473
0.020328164,0.046836335,0.444021,0.07671313,0.11707848,0.10566978,0.17931087,0.20140164,0.12388239,0.04590401,0.21521488,0.3275708,0.38886428,0.05868286,0.07284784,0.027061507,0.03279209,0.10767555,0.09254649,0.29779044,0.112172335,0.14520243,0.1319328,0.08024797,0.036146834,0.024955217,0.07381584,0.11841803,0.023544667,0.078366004,0.024439216,0.46556854,0.022892125,0.22201821,0.17193702,0.5883675,0.33991292
0.025163334,0.048389483,0.44508904,0.06878175,0.11781889,0.09549646,0.16965906,0.18440154,0.10235883,0.033898562,0.21868232,0.34374702,0.37629426,0.062787354,0.051986724,0.028352618,0.017879903,0.07200655,0.080741376,0.2907549,0.10616508,0.14293225,0.11613369,0.06014979,0.030875832,0.016420025,0.06777409,0.12844422,0.022041416,0.06900589,0.01645419,0.48310372,0.028257072,0.24300048,0.17257254,0.60756475,0.3324273
0.08891182,0.05947124,0.52648264,0.2155201,0.27502966,0.27838027,0.38293993,0.28918937,0.24325605,0.095472485,0.36333165,0.2669777,0.5462375,0.2271317,0.23073798,0.094484255,0.06768417,0.24206248,0.2800024,0.3634174,0.1631827,0.118673936,0.25695902,0.21945769,0.07069094,0.09699175,0.18358919,0.108525604,0.09685922,0.11299036,0.085261986,0.38718954,0.06387594,0.22844473,0.20144486,0.4488741,0.33109745
0.3516894,0.4819126,0.49090415,0.32464647,0.23505872,0.29802293,0.29154307,0.5372014,0.4631645,0.3073082,0.12443751,0.2490782,0.37120736,0.3791706,0.28109843,0.31412804,0.17692405,0.3296887,0.31829646,0.47644764,0.2190778,0.23004471,0.17387602,0.22462392,0.5449948,0.3961908,0.36820418,0.39366132,0.36235708,0.38534647,0.38473505,0.67515427,0.3986894,0.47317857,0.4268246,0.7602204,0.532371
0.04345907,0.035404723,0.47861528,0.13366051,0.1884591,0.18358488,0.28317052,0.22205907,0.16574389,0.059556693,0.32221553,0.30822864,0.46424538,0.13778621,0.17654955,0.044727623,0.044093475,0.17004979,0.21174708,0.33093914,0.14640349,0.11941843,0.22171995,0.19305003,0.03284764,0.044804584,0.12692992,0.094602905,0.046673,0.082908876,0.04691121,0.42371827,0.027768012,0.21762246,0.18132962,0.53030974,0.3185334
0.08149862,0.22641444,0.54918444,0.11679031,0.3753907,0.19730087,0.1774318,0.039005183,0.0,0.17426887,0.2983742,0.49188727,0.3244462,0.16968685,0.050044924,0.1659096,0.19219714,0.1285212,0.119326085,0.26834682,0.009855941,0.07635299,0.08534643,0.024494946,0.13657911,0.097856924,0.09490898,0.15884908,0.04989381,0.051234324,0.0745596,0.24415007,0.17251092,0.29473987,0.17514049,0.812899,0.3339164
0.13526377,0.58319414,0.14681025,0.09925909,0.20447505,0.100573614,0.06555207,0.45735872,0.16098945,0.5515234,0.53130424,0.70622677,0.108328745,0.36692142,0.51689345,0.30340022,0.5470964,0.103033364,0.34844318,0.10934148,0.5569327,0.6508026,0.54828644,0.50808233,0.5248448,0.18477792,0.017335147,0.13090609,0.106888585,0.12540337,0.33627307,0.49739492,0.21817283,0.13080905,0.072048694,0.8695736,0.14787406
0.018927924,0.058150116,0.45523623,0.06506866,0.13325125,0.09655066,0.14626516,0.16913572,0.07839742,0.060535014,0.21739057,0.3576203,0.3711847,0.06688106,0.050568312,0.050072253,0.036592692,0.086076915,0.08329156,0.28151318,0.103317946,0.1421595,0.11869857,0.06856406,0.036865577,0.022842724,0.06980969,0.12911999,0.022269698,0.05902129,0.01176028,0.46820495,0.035234477,0.23557043,0.16743867,0.6176609,0.33813542
