size_D,duration_D,Generated_Var_3,Generated_Var_5,Generated_Var_7,Generated_Var_8,Generated_Var_11,Generated_Var_12,Generated_Var_16,Generated_Var_18,Generated_Var_19,Generated_Var_20,Generated_Var_23,Generated_Var_25,Generated_Var_26,Generated_Var_28,effort_D
0.041271611823759,0.12,0.28065503,-0.6075892,-0.52922374,0.41418466,0.60197043,-0.55643624,-0.7660799,0.23013365,-0.090845615,0.7526421,-0.3898762,-0.39494115,-0.59182817,-0.73996574,0.01373770024243
0.0382041271611823,0.16,0.32761565,-0.8524453,-0.7018893,0.56644267,0.85873044,-0.8499779,-1.0281867,0.2578656,-0.13991933,1.0019473,-0.5588668,-0.50467724,-0.8565113,-1.0681692,0.0184120042464863
0.0945343000557724,0.04,0.32917684,-0.82207435,-0.6820996,0.5491799,0.8243824,-0.7969545,-0.9920045,0.26491255,-0.13346137,0.9748784,-0.52714014,-0.49348336,-0.8085271,-1.0126375,0.0192517944573846
0.1065253764640267,0.48,0.2871076,-0.7362175,-0.615972,0.48582932,0.7506473,-0.7492373,-0.89949286,0.22436196,-0.13356051,0.8916041,-0.48616248,-0.45177978,-0.75783163,-0.9525458,0.0376162634089144
0.0435025097601784,0.04,0.2903736,-0.6788824,-0.5744396,0.4508356,0.6794497,-0.6584357,-0.833308,0.22327203,-0.11178906,0.8255807,-0.42994356,-0.43554842,-0.6762264,-0.8516873,0.0060211373611573
0.0064138315672058,0.04,0.29821175,-0.69005233,-0.57601744,0.45792505,0.68441176,-0.6529907,-0.83976483,0.22683558,-0.10388151,0.8233559,-0.42782897,-0.44392496,-0.6729276,-0.84950393,0.0102993139072427
0.2208588957055214,0.04,0.36830956,-0.9475264,-0.7733357,0.6299418,0.9399714,-0.93038505,-1.1284971,0.2854347,-0.1507631,1.0933367,-0.60393727,-0.5574363,-0.932763,-1.1578099,0.0421004262331447
0.4461795872838817,0.14,0.3748362,-0.9177211,-0.7527519,0.6145119,0.89719754,-0.8750004,-1.0981054,0.2879587,-0.13194297,1.0527164,-0.57666206,-0.5487727,-0.8867027,-1.0950248,0.1492132908684698
0.2752370329057446,0.08,0.36951765,-0.9005071,-0.7394752,0.60246694,0.8806898,-0.8587571,-1.0785873,0.28260943,-0.12943277,1.0351653,-0.5650513,-0.5415875,-0.8708469,-1.0765591,0.0985089762481976
0.139431121026213,0.36,0.32307425,-0.81232,-0.67155117,0.54013073,0.81734836,-0.7936746,-0.97977805,0.2537033,-0.12762365,0.9612061,-0.5219658,-0.490789,-0.8034855,-1.0093592,0.0517659362076341
0.5593976575571667,0.54,0.36961612,-0.93513614,-0.76990104,0.63012123,0.9230969,-0.901128,-1.125866,0.29775727,-0.14133894,1.0788574,-0.60660696,-0.54295456,-0.9145591,-1.1259747,0.2125936841438101
0.0708310094813162,0.44,0.28776604,-0.7173506,-0.6033769,0.47554514,0.7280473,-0.7177563,-0.87918127,0.2267986,-0.12673749,0.8713684,-0.4698401,-0.4442038,-0.73056763,-0.91834104,0.0824578916512177
0.3134411600669269,0.36,0.3273383,-0.8007844,-0.6669681,0.5389282,0.79823524,-0.7651561,-0.97446334,0.26358706,-0.11905356,0.9451205,-0.5188528,-0.4814691,-0.78408575,-0.9761876,0.1444597613728193
0.0571667596207473,0.06,0.31797558,-0.808538,-0.66593236,0.5303042,0.813788,-0.80962,-0.9676224,0.24014708,-0.14023975,0.9598673,-0.5112596,-0.49707538,-0.81099886,-1.0220755,0.0081919158308377
0.0499163413273842,0.2,0.30131128,-0.70489424,-0.5964242,0.47142002,0.70308757,-0.6747758,-0.86430347,0.2379806,-0.11418222,0.85329497,-0.4471082,-0.44481444,-0.69477487,-0.87194705,0.0791462661025811
0.0030674846625766,0.04,0.300107,-0.70534045,-0.5916283,0.467866,0.7025924,-0.6827033,-0.86169565,0.22568211,-0.10862112,0.8453547,-0.44573295,-0.45014203,-0.69951344,-0.87844265,0.0075581118980843
0.0699944227551589,0.04,0.31814468,-0.80204374,-0.6671173,0.53512496,0.80757284,-0.78726107,-0.9724394,0.25545523,-0.13306108,0.95500004,-0.52120954,-0.48187143,-0.7990138,-0.9998203,0.0744085817052494
0.1042944785276073,0.22,0.3315791,-0.8273009,-0.6846424,0.55152076,0.82716995,-0.80444074,-0.99731314,0.26187176,-0.1319524,0.97603714,-0.5294722,-0.4985028,-0.8151368,-1.019222,0.1193769707341034
0.2816508644729503,0.1,0.33361104,-0.82178456,-0.68691415,0.55287516,0.81215864,-0.8003214,-1.0036438,0.26511353,-0.13075534,0.9656718,-0.53719574,-0.4923879,-0.81852573,-1.0077453,0.1287731140371726
0.0047406581148912,0.1,0.3147612,-0.8273671,-0.6847288,0.5501277,0.83545876,-0.8311616,-1.0074227,0.2518901,-0.1360548,0.9735008,-0.5606039,-0.4821784,-0.8447876,-1.0482929,0.0033750059419118
0.0953708867819297,0.44,0.38432035,-0.96529984,-0.79024214,0.6473058,0.948005,-0.9271552,-1.152319,0.3024544,-0.1452397,1.1070161,-0.6125829,-0.5653504,-0.9360382,-1.1549274,0.1654228264486381
0.0404350250976017,0.18,0.29400024,-0.6920998,-0.57487833,0.46017095,0.6875904,-0.65646267,-0.8416141,0.22639468,-0.10421607,0.82503814,-0.43387586,-0.4398712,-0.672083,-0.851355,0.0185704552296747
0.4121583937534858,0.48,0.3060796,-0.7814212,-0.6512147,0.5212229,0.7914663,-0.77558357,-0.95270276,0.2463238,-0.1305424,0.9340213,-0.5167882,-0.4684193,-0.7881587,-0.9857864,0.0847395858091299
0.1469604015616285,0.18,0.31708935,-0.73959625,-0.625692,0.5033418,0.734995,-0.68346506,-0.90985024,0.2643857,-0.106634215,0.88626903,-0.4766702,-0.45107502,-0.7118666,-0.8876232,0.0613680657888482
0.1285554935861684,0.18,0.28765935,-0.6872341,-0.58036983,0.45440885,0.6895432,-0.6809147,-0.84380543,0.21812698,-0.11784585,0.83435094,-0.44031745,-0.43893975,-0.6958959,-0.87394273,0.0478046616279254
0.1491912994980479,0.16,0.28316766,-0.7240334,-0.60580844,0.47862795,0.73829275,-0.73563665,-0.8883152,0.21996832,-0.12579128,0.8746569,-0.48257035,-0.44471008,-0.74671614,-0.937033,0.0629684207190505
0.0744562186279977,0.2,0.35193145,-0.8889136,-0.7302151,0.59317005,0.8867149,-0.85958254,-1.0631435,0.27990007,-0.13948227,1.0384935,-0.56533897,-0.52710336,-0.86721706,-1.0834525,0.1294386081665636
0.0250976017847183,0.16,0.33841226,-0.847814,-0.69907916,0.56783605,0.84788746,-0.8154421,-1.0216439,0.2707527,-0.12672183,0.9935117,-0.5461489,-0.50420415,-0.8283291,-1.0346229,0.0452694458969117
0.058282208588957,0.1,0.33524716,-0.80011404,-0.6668337,0.5359423,0.78530437,-0.76813,-0.9729065,0.2568579,-0.11933638,0.93662757,-0.5092085,-0.49202836,-0.7861743,-0.97199243,0.0221514474497314
0.1045733407696598,0.52,0.29647204,-0.72121507,-0.6056284,0.47581613,0.7241826,-0.71810883,-0.8789673,0.22557923,-0.12724158,0.87177914,-0.4597227,-0.45530862,-0.7290649,-0.9161554,0.2078401546481595
0.1246514221974344,0.32,0.31519172,-0.8114716,-0.67482555,0.54009545,0.8160085,-0.81574994,-0.9881525,0.24825019,-0.13888143,0.96165466,-0.53750664,-0.48487854,-0.8259304,-1.0254889,0.1033417312354423
0.1600669269380925,0.24,0.31262147,-0.74589175,-0.6294727,0.5047103,0.7437562,-0.70674205,-0.9174162,0.25668573,-0.11331867,0.89302474,-0.48573178,-0.45395756,-0.7313039,-0.91030645,0.0987624978212989
0.0435025097601784,0.16,0.3370659,-0.84226185,-0.6965709,0.56089824,0.8438906,-0.8154785,-1.0095177,0.27010638,-0.13960783,0.9979323,-0.53207624,-0.5064796,-0.8234591,-1.0345101,0.0639666619131371
0.158393753485778,0.22,0.34186748,-0.82701117,-0.69047683,0.5599473,0.818633,-0.77864593,-1.0052989,0.28080824,-0.12306598,0.97355056,-0.5320641,-0.49311084,-0.8001325,-0.992287,0.1088241352537592
1.0,0.58,0.41489288,-1.06644,-0.86933976,0.7237661,1.0475516,-1.0097238,-1.2731731,0.3430675,-0.15025568,1.2083769,-0.69143975,-0.5981447,-1.0229224,-1.2533334,0.6163109442094088
