Transactions,Entities,PointsAdjust,Generated_Var_2,Generated_Var_4,Generated_Var_7,Generated_Var_8,Generated_Var_12,Generated_Var_16,Effort
0.1744583808437856,0.1421052631578947,0.1423149905123339,-0.26420528,0.25759798,0.03525225,-0.18928394,0.26306656,-0.49297875,0.1549970077797726
0.2440136830102622,0.3,0.2571157495256167,-0.34931076,0.3177828,0.060135856,-0.23832002,0.3238535,-0.5829038,0.189407540394973
0.1254275940706955,0.1078947368421052,0.0891840607210626,-0.23550956,0.23215598,0.04014236,-0.17800957,0.23463489,-0.45405477,0.0457809694793536
0.0547320410490307,0.0947368421052631,0.0256166982922201,-0.296359,0.2840767,0.035464875,-0.20840842,0.28828347,-0.5364855,0.1131059245960502
0.0672748004561003,0.8131578947368421,0.295066413662239,-0.41735762,0.36752042,0.07300821,-0.27442166,0.37492073,-0.6545985,0.1235786953919808
0.0,0.9973684210526316,0.3055028462998102,-0.3702293,0.33928874,0.045708485,-0.24455994,0.33803827,-0.60229224,0.1687612208258528
0.0558722919042189,0.0710526315789473,0.0180265654648956,-0.28434652,0.2639347,0.044608645,-0.19445905,0.26601914,-0.50473684,0.0125673249551166
0.3523375142531357,0.6894736842105263,0.4876660341555977,-0.48444378,0.4197733,0.096870646,-0.3208152,0.42772895,-0.73238873,0.6166965888689407
0.0900798175598631,0.4289473684210526,0.1755218216318785,-0.28328437,0.26554272,0.060339637,-0.21103472,0.26822835,-0.50468916,0.1980849790544584
0.338654503990878,0.3289473684210526,0.3462998102466793,-0.32709277,0.29652175,0.075926,-0.23968992,0.29930535,-0.5503442,0.2235188509874326
0.3363740022805017,0.1868421052631579,0.2931688804554079,-0.39709842,0.34621605,0.0970445,-0.2838401,0.351171,-0.6249832,0.4287851585876721
0.0912200684150513,0.5078947368421053,0.2049335863377609,-0.3191026,0.29594308,0.053277574,-0.22194743,0.30125615,-0.55037224,0.146918013165769
0.0877993158494868,0.5868421052631579,0.230550284629981,-0.35726535,0.31796235,0.085544586,-0.25907314,0.3212929,-0.58240896,0.1119090365050867
0.0706955530216647,0.6,0.2210626185958254,-0.3140648,0.2853419,0.066975705,-0.22528931,0.28525126,-0.5329663,0.1280670257330939
0.1584948688711516,0.8342105263157895,0.3785578747628083,-0.32545727,0.29550728,0.073790826,-0.23854846,0.29897767,-0.5491868,0.1594853381208857
0.1220068415051311,0.4289473684210526,0.2020872865275142,-0.3413062,0.31189063,0.05720924,-0.23292986,0.31817105,-0.57422256,0.286654697785757
0.1892816419612314,0.7105263157894737,0.3595825426944971,-0.38588077,0.3384916,0.09432439,-0.27775177,0.34253305,-0.6128447,0.1454219030520646
0.0798175598631698,0.3184210526315789,0.127134724857685,-0.3014784,0.2842748,0.050983228,-0.21643162,0.28814715,-0.5335317,0.144524236983842
0.1550741163055872,0.081578947368421,0.1043643263757115,-0.30880892,0.28600886,0.06603691,-0.22616741,0.28782386,-0.5350198,0.0070103445327861
0.1881413911060433,0.1868421052631579,0.1698292220113852,-0.42689937,0.3780665,0.07322476,-0.28086662,0.38569048,-0.67225045,0.080490724117295
0.2109464082098061,0.2210526315789473,0.2011385199240986,-0.3052398,0.28221565,0.05876085,-0.22456974,0.28838557,-0.53135866,0.2504488330341113
0.1334093500570125,0.1105263157894736,0.0967741935483871,-0.34512585,0.30451593,0.06834029,-0.23500091,0.29645887,-0.5618972,0.0044883303411131
0.1459521094640821,0.2947368421052631,0.1736242884250474,-0.34258443,0.31609383,0.060891047,-0.23997277,0.3192241,-0.5799143,0.367145421903052
0.3192702394526795,0.2131578947368421,0.2884250474383302,-0.35249203,0.32837486,0.067362025,-0.24800256,0.3242434,-0.5994352,0.0380011968880909
0.2862029646522235,0.3605263157894737,0.3140417457305502,-0.34382677,0.3093628,0.0713876,-0.24250418,0.3131168,-0.5665319,0.229802513464991
0.169897377423033,0.1368421052631579,0.1366223908918406,-0.3424654,0.32004422,0.047918137,-0.23049787,0.32514235,-0.5880783,0.0128665469778575
0.3340935005701254,0.3631578947368421,0.3548387096774194,-0.4264161,0.37677926,0.078921594,-0.28479287,0.37718678,-0.6687146,0.3207660083782166
0.5039908779931584,0.1078947368421052,0.4041745730550284,-0.34599364,0.31159145,0.07039056,-0.2514063,0.31930068,-0.5758198,0.1741472172351885
0.7434435575826682,0.3289473684210526,0.683111954459203,-0.42388123,0.3831288,0.08640809,-0.29167265,0.37914678,-0.6800738,0.0771992818671454
0.0627137970353477,0.1236842105263157,0.0426944971537001,-0.30157852,0.2787303,0.064459644,-0.22135487,0.2818562,-0.5221279,0.0695904932888775
0.3135689851767388,0.5868421052631579,0.4184060721062618,-0.40467817,0.36310068,0.07150579,-0.27281854,0.36756435,-0.64969534,0.827049670855775
0.1972633979475484,0.3131578947368421,0.2229601518026565,-0.3484075,0.31116775,0.08219905,-0.25210208,0.31309578,-0.57184184,0.263016157989228
0.1870011402508551,0.8552631578947368,0.4098671726755218,-0.32354945,0.29201117,0.06747428,-0.22938693,0.2903771,-0.54307467,0.6172950329144224
0.2770809578107183,0.0,0.1764705882352941,-0.32367235,0.28956962,0.05923245,-0.21977833,0.27996704,-0.5411799,0.1478156792339916
0.1391106043329532,0.4552631578947368,0.2258064516129032,-0.36889523,0.33513287,0.06618641,-0.2563315,0.33914056,-0.60884124,0.5248354278874925
0.1106043329532497,0.0842105263157894,0.0683111954459203,-0.1941352,0.2020446,0.028798968,-0.15331557,0.20063213,-0.40287185,0.0763016157989228
0.0992018244013683,0.2657894736842105,0.1242884250474383,-0.23040618,0.2323803,0.016736686,-0.1672745,0.244575,-0.46068752,0.2253141831238779
0.1220068415051311,0.1710526315789473,0.1091081593927893,-0.22540732,0.22309643,0.03649498,-0.16951168,0.22222513,-0.43934005,0.1044284859365649
0.0877993158494868,0.1105263157894736,0.0588235294117647,-0.21547617,0.22065435,0.010324871,-0.15835804,0.23520353,-0.44499588,0.1107121484141232
0.2417331812998859,0.3,0.2552182163187855,-0.28992546,0.26822895,0.055974886,-0.20759454,0.26646736,-0.5073877,0.5936564931178935
0.0592930444697833,0.2342105263157894,0.079696394686907,-0.284136,0.2664228,0.057996593,-0.20976833,0.2695527,-0.5037748,0.0870736086175942
0.1402508551881414,0.2157894736842105,0.1404174573055028,-0.27344102,0.26400965,0.040583204,-0.19661823,0.2682724,-0.5033191,0.132555356074207
0.041049030786773,1.0,0.340607210626186,-0.34451532,0.3126683,0.07572161,-0.24807933,0.31556264,-0.57398206,0.3285457809694793
0.0524515393386545,0.2763157894736842,0.0891840607210626,-0.30485862,0.28079888,0.06801543,-0.2251465,0.28353283,-0.5271728,0.1166965888689407
0.1311288483466362,0.1184210526315789,0.0977229601518026,-0.31612134,0.2954,0.05291011,-0.22267154,0.29858556,-0.5484064,0.0930580490724117
0.1265678449258837,0.3131578947368421,0.1641366223908918,-0.289993,0.2771443,0.04266775,-0.2055119,0.2819122,-0.5230494,0.1250748055056852
0.0433295324971493,0.0657894736842105,0.0056925996204933,-0.25701421,0.24541163,0.047308207,-0.18967858,0.24594799,-0.4744016,0.0439856373429084
0.1334093500570125,0.2631578947368421,0.1518026565464895,-0.33457768,0.30181473,0.07858905,-0.24458587,0.30461508,-0.55814475,0.101735487731897
0.104903078677309,0.1,0.0692599620493358,-0.22520123,0.22467667,0.037438422,-0.17179886,0.22589134,-0.4416384,0.056852184320766
0.0786773090079817,0.2421052631578947,0.0986717267552182,-0.2673245,0.25458926,0.05139874,-0.19845128,0.25783685,-0.4859808,0.0843806104129264
0.0684150513112884,0.1763157894736842,0.0664136622390891,-0.30654258,0.2769786,0.05632972,-0.21208405,0.28758124,-0.5264938,0.0451825254338719
0.2109464082098061,0.2368421052631578,0.206831119544592,-0.3437345,0.31639856,0.06270657,-0.24156293,0.3196414,-0.5803402,0.1316576900059844
0.2451539338654504,0.2710526315789474,0.2476280834914611,-0.40935564,0.35517436,0.10212838,-0.29034448,0.35621256,-0.6369475,0.2666068222621185
0.3580387685290764,0.4657894736842105,0.4117647058823529,-0.41113096,0.35882142,0.09733784,-0.28843927,0.3607632,-0.64158577,0.4622980251346499
0.0376282782212086,0.0631578947368421,0.0,-0.28245997,0.2702669,0.04584091,-0.20371318,0.27342,-0.5120557,0.0308198683423099
0.0741163055872291,0.0947368421052631,0.0417457305502846,-0.28643423,0.26583976,0.05634848,-0.20722398,0.265346,-0.50450695,0.0855774985038898
0.104903078677309,0.131578947368421,0.0806451612903225,-0.2857762,0.27970126,0.01267897,-0.18703583,0.27683824,-0.5170041,0.026032315978456
0.1003420752565564,0.0921052631578947,0.0626185958254269,-0.30845284,0.3028385,0.027023971,-0.1889723,0.30702388,-0.5717797,0.0
0.1425313568985176,0.1842105263157894,0.1309297912713472,-0.25205964,0.24344221,0.040837254,-0.18216723,0.2407276,-0.47149324,0.0739078396169958
0.5393386545039909,0.5789473684210527,0.603415559772296,-0.38072866,0.3366329,0.084239475,-0.26572382,0.3404901,-0.6091237,0.3656493117893477
0.2326111744583808,0.1736842105263158,0.2020872865275142,-0.2676713,0.26267782,0.039766572,-0.19708812,0.2686687,-0.50517154,0.0020945541591861
0.1482326111744583,0.3578947368421052,0.198292220113852,-0.3764758,0.33875874,0.08271215,-0.2668262,0.34053507,-0.61377704,0.1451226810293237
0.5290763968072976,0.4605263157894737,0.5521821631878557,-0.43609142,0.37598556,0.092778504,-0.29098296,0.37049043,-0.66465735,0.5691202872531418
0.2508551881413911,0.4263157894736842,0.3083491461100569,-0.42760217,0.3798029,0.072718434,-0.28195322,0.3868634,-0.6746739,0.0365050867743865
0.2485746864310148,0.1736842105263158,0.215370018975332,-0.29647744,0.2904871,0.020765629,-0.20880133,0.29866442,-0.547325,0.0963494913225613
0.4401368301026225,0.4894736842105263,0.4886148007590132,-0.4383288,0.38367215,0.08399559,-0.29112086,0.39161685,-0.6799865,0.3836026331538001
0.5245153933865451,0.4447368421052631,0.5426944971537002,-0.46653074,0.41075426,0.08834523,-0.31148714,0.41645518,-0.71895593,0.2280071813285457
1.0,0.6157894736842106,1.0,-0.52440345,0.45216334,0.10546516,-0.34554493,0.46003425,-0.779543,1.0
