TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Effort
5532.599076977262,5523.078364389552,87,661,132,793,23,4142.179047428536,2352
4170.954320987655,4767.917093745391,88,64,54,118,25,5690.986996992904,2174
6161.497933030073,5523.078364389552,86,284,230,514,50,5690.986996992904,19894
5532.599076977262,4767.917093745391,86,182,126,308,35,5690.986996992904,6699
5532.599076977262,5590.56088285795,87,173,332,505,19,5690.986996992904,14987
5532.599076977262,4274.951521207242,88,252,7,259,28,5690.986996992904,4004
5663.34714277463,5590.56088285795,85,131,180,311,51,5690.986996992904,12824
5532.599076977262,5590.56088285795,85,106,39,145,6,5690.986996992904,2331
4815.877496643536,5590.56088285795,85,96,108,204,29,5690.986996992904,5817
5532.599076977262,5590.56088285795,85,116,72,188,18,5690.986996992904,2989
4815.877496643536,5590.56088285795,85,86,49,135,32,5690.986996992904,3136
5532.599076977262,5590.56088285795,85,221,121,342,35,5690.986996992904,14434
4170.954320987655,4767.917093745391,87,61,96,157,18,5690.986996992904,2583
4170.954320987655,5590.56088285795,86,132,89,221,5,5090.136848800373,3647
4815.877496643536,5028.036998942725,86,45,387,432,16,5090.136848800373,8232
4170.954320987655,4767.917093745391,86,55,112,167,12,5090.136848800373,3276
4170.954320987655,5523.078364389552,87,124,52,176,14,5090.136848800373,2723
4815.877496643536,5590.56088285795,87,120,126,246,15,5090.136848800373,3472
4170.954320987655,4274.951521207242,87,47,32,79,14,5090.136848800373,1575
4170.954320987655,4767.917093745391,86,126,107,233,23,5090.136848800373,2926
4815.877496643536,4274.951521207242,86,101,45,146,15,5090.136848800373,1876
4170.954320987655,4767.917093745391,86,78,99,177,14,5690.986996992904,2520
5663.34714277463,5028.036998942725,86,69,74,143,14,5690.986996992904,1603
4170.954320987655,5590.56088285795,86,194,97,291,35,5090.136848800373,3626
5532.599076977262,5123.9055074261005,87,224,110,334,28,5090.136848800373,6783
5532.599076977262,5523.078364389552,87,323,184,507,35,5090.136848800373,11361
4170.954320987655,5590.56088285795,86,42,31,73,27,5090.136848800373,1267
4170.954320987655,4274.951521207242,87,74,43,117,25,5090.136848800373,2548
4815.877496643536,5523.078364389552,87,101,57,158,9,5090.136848800373,1155
4562.657933371531,5523.078364389552,86,97,42,139,6,4142.179047428536,546
5532.599076977262,5590.56088285795,84,134,77,211,13,5090.136848800373,2275
5663.34714277463,5573.72824010637,86,482,227,709,26,5090.136848800373,9100
4562.657933371531,4274.951521207242,84,213,73,286,6,4142.179047428536,595
4562.657933371531,5123.9055074261005,84,139,143,282,22,5090.136848800373,3941
5532.599076977262,5590.56088285795,86,473,182,655,40,5090.136848800373,13860
5663.34714277463,5523.078364389552,85,229,169,398,39,4142.179047428536,1400
5663.34714277463,5590.56088285795,83,227,73,300,34,5690.986996992904,2800
5663.34714277463,5523.078364389552,86,395,193,588,40,5690.986996992904,9520
5663.34714277463,5590.56088285795,86,469,176,645,43,4142.179047428536,5880
5663.34714277463,5523.078364389552,85,886,241,1127,34,5690.986996992904,23940
