size_D,duration_D,app,dba,telonuse,t01,t02,t04,t05,t07,t08,t10,t11,t13,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_t12,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.053067237,0.049841084,0.18315339,0.10919604,0.7426454,0.11963047,0.12431935245916115,0.7218898021889802,0.12176964,0.06820446682044667,0.08132447,0.44647545,0.12743320764599245,0.0790086747405205,0.031190995,0.07476172,0.049096518909651894,0.04672438,0.09713637,0.08852643,0.3538354512301271,0.24296093,0.10361962,0.03248056,0.019173944150436648,0.35443348,0.06209827379017262,0.07104673,0.04620461,0.06436756,0.028220893693253625,0.063159674
0.5271905,0.5553829,0.50638497,0.24285221,0.26987696,0.29050624,0.17991723079503386,0.3274936327493633,0.25442335,0.5705829270582927,0.5620787,0.101627395,0.45042010702520646,0.3641203818472229,0.5774019,0.5030268,0.5316431531643154,0.545487,0.5176928,0.56520617,0.7386870843212251,0.6547112,0.6271735,0.5415612,0.519286631157198,0.7402811,0.5101361489863852,0.562734,0.5788021,0.5360302,0.5179788810787329,0.54054785
0.07421631,0.017199248,0.25779226,0.13191426,0.73281395,0.16006397,0.11948705716922343,0.7598760259876026,0.17803097,0.12164671216467123,0.061817758,0.53040755,0.09415610564936634,0.038344475300668514,0.048505493,0.10327289,0.08099407809940781,0.08956446,0.08073979,0.13909909,0.3780195226811714,0.2497998,0.16088504,0.05397418,0.04013267240796035,0.41638634,0.08929465107053489,0.059625648,0.057063423,0.09904759,0.03163609189816551,0.06778907
0.4134204,0.40970606,0.50008845,0.26056916,0.3522562,0.30548894,0.16219217973153077,0.4428176742817675,0.25208718,0.46137858613785865,0.41334388,0.16444016,0.17105075026304503,0.28280259696815585,0.42319235,0.34546226,0.42432867243286726,0.40302873,0.36845338,0.46503013,0.6361058381663504,0.47362944,0.4191972,0.3536211,0.36281975176918513,0.65134966,0.36107369389263055,0.4204551,0.4247333,0.42642865,0.3582989514979371,0.4178459
0.08038085,0.084074534,0.17552766,0.033085257,0.7250849,0.038527533,0.032326581939594916,0.6865461686546169,0.054103047,0.17318148731814875,0.14309962,0.3973478,0.2150071229004274,0.035713257142795427,0.11187018,0.092948474,0.09101883510188351,0.07369386,0.05601471,0.11452939,0.42316215538972934,0.3495996,0.19350466,0.060908675,0.07516257950975477,0.41600323,0.12829956717004326,0.08078458,0.08828565,0.055634875,0.07666583059994984,0.085432224
0.1012338,0.14408693,0.18587586,0.06886035,0.6781506,0.06604533,0.05849147350948841,0.6572510657251066,0.09441498,0.1881047988104799,0.18726176,0.3420717,0.22624933357496002,0.06645733398744004,0.1512154,0.13885835,0.13568773356877337,0.1082139,0.0978386,0.14273392,0.4416703565002214,0.35788283,0.19413581,0.12756589,0.11972751718365103,0.42395368,0.13943670605632938,0.122465424,0.12438789,0.10697785,0.12948290776897448,0.13129622
0.038670696,0.18445706,0.06955472,0.12413281,0.70864475,0.0493287,0.10498959629937578,0.6087603008760301,0.026642084,0.0902123840212384,0.20244807,0.3088063,0.25570173534210416,0.21504841290290477,0.07732646,0.0193826,0.05230244523024452,0.028143734,0.21792611,0.039136022,0.32052125923127556,0.36590064,0.18379872,0.058508664,0.03805796228347774,0.2955193,0.09700649029935096,0.13010207,0.048459418,0.032903407,0.11537849692270982,0.11620788
0.19117284,0.2209593,0.25927776,0.07313812,0.5440525,0.11693616,0.07317677439060646,0.5590569559056956,0.11406517,0.27636892763689275,0.26170588,0.26612264,0.2458330647499839,0.1214079932844796,0.25516492,0.21076985,0.21703367170336718,0.20231536,0.1852813,0.24654818,0.529933031795982,0.38737172,0.28908253,0.21160424,0.19877740192664412,0.5225976,0.203732779626722,0.2039212,0.24294408,0.20573372,0.18998341139900468,0.20462027
0.04489159,0.1759024,0.023265108,0.07765412,0.75753826,0.028759569,0.07015228420913705,0.6221825622182562,0.010356858,0.08643836864383687,0.20184422,0.32268772,0.2543620152617209,0.1983515119010907,0.053453363,0.041123778,0.036152980615298064,0.03722407,0.21396056,0.040441312,0.32671881960312915,0.35702074,0.22255719,0.061632648,0.02655653859339232,0.29174256,0.10786560921343907,0.124755435,0.0511482,0.019181702,0.13073460784407648,0.098640025
0.04387813,0.120038696,0.06727898,0.0709472,0.7870029,0.030331016,0.04829761689785702,0.6831770683177069,0.044109374,0.1106602960660296,0.17011292,0.39480913,0.2612120656727239,0.11470667188240032,0.073092416,0.0629754,0.08135907813590783,0.031591102,0.1256521,0.05617921,0.35979092158745535,0.3485235,0.1939849,0.057381786,0.03593553815613229,0.34101737,0.10168725983127401,0.097577594,0.038400173,0.01680192,0.11755007705300463,0.076411866
0.13255239,0.14685765,0.3161917,0.13081986,0.6068971,0.13573314,0.11817548709052923,0.692092469209247,0.14681002,0.2692643269264327,0.21647456,0.45150107,0.18728113123686788,0.10748097644885858,0.1592755,0.13875231,0.13129631312963133,0.16633666,0.108076684,0.17916481,0.46140756768445407,0.36487237,0.1960527,0.14267722,0.12558990753539445,0.46429396,0.15993942400605757,0.13368577,0.14554423,0.15200843,0.1241434514486071,0.14621302
0.33626035,0.38366053,0.34365246,0.14290607,0.41749159,0.1833431,0.11948139216888352,0.43001794300179436,0.16715428,0.3667480366748037,0.3947607,0.15788378,0.3016113780966827,0.23744417424665046,0.3902593,0.33717036,0.35336331533633153,0.33241677,0.3148797,0.38108128,0.6108737366524242,0.5065857,0.40174168,0.3583192,0.3483001808980109,0.58879316,0.3427667257233274,0.37479737,0.39368787,0.34792778,0.34166857050011423,0.37487924
0.09705553,0.09854495,0.23782283,0.060715526,0.6605929,0.064577,0.05806395748383745,0.7081395708139572,0.085705504,0.20511435051143506,0.17478026,0.40187448,0.19053468143208088,0.06812528408751704,0.13044651,0.11009447,0.10619501061950107,0.09166731,0.07241721,0.1355052,0.44574567674474064,0.31858826,0.21125622,0.084189735,0.08104046486242789,0.43314472,0.16151016384898362,0.11877362,0.11933743,0.08204301,0.10163229609793777,0.0928754
0.034128167,0.13249034,0.048487067,0.05583918,0.76650816,0.014935881,0.04963049597782976,0.6389176638917664,0.020334944,0.06113240611324062,0.161401,0.30451882,0.1943423116605387,0.12488338749300326,0.084798485,0.04659871,0.05587607058760707,0.020137351,0.13149205,0.059352078,0.34515502070930126,0.35244077,0.15347661,0.040257476,0.03426856705611402,0.3172129,0.07560553243944675,0.104596965,0.0430345,0.015341606,0.10010895000653701,0.09146094
0.15659735,0.42308238,0.06840402,0.408359,0.73106974,0.17131163,0.3448643906918634,0.5323526232352623,0.065624446,0.12334982833498284,0.41905478,0.25538805,0.5082945304976718,0.5901977754118666,0.06806142,0.052206356,0.09137759513775952,0.11862609,0.5929556,0.017194059,0.1881071912864315,0.58857524,0.19409584,0.16268428,0.09656662579399755,0.13841195,0.21408687859131212,0.34664583,0.08737844,0.11910419,0.3005492180329531,0.25983524
0.0453199,0.07884716,0.17567328,0.090720326,0.7064725,0.09686841,0.06675091800505507,0.7126759712675972,0.09932512,0.11619676161967617,0.12542892,0.44446766,0.166067949964077,0.09005332540319953,0.054570064,0.04740026,0.053179548317954836,0.046407677,0.079316534,0.07186936,0.380834482850069,0.26093143,0.11616635,0.03635858,0.01955235817314149,0.3769785,0.031403196859680314,0.06461159,0.030645177,0.043198843,0.05562571733754304,0.049844634
0.31791452,0.36529425,0.30441466,0.109057814,0.46228045,0.16125171,0.09548482572908955,0.44106014410601446,0.1462025,0.3564379856437986,0.37366712,0.16821201,0.3249795594987736,0.21739571304374278,0.3779932,0.33249152,0.33444086344408636,0.32431847,0.31985167,0.35835198,0.5993329359599762,0.51399785,0.4118989,0.35138434,0.3286695197201712,0.58593297,0.3301248269875173,0.35176602,0.36448252,0.32808933,0.32115351926921115,0.34632838
0.06869464,0.030734815,0.27116764,0.16916686,0.7018772,0.17664488,0.1641380298482818,0.7488346748834676,0.19472647,0.12601597260159728,0.08199093,0.5588147,0.07454242447254547,0.06492206889532413,0.048899785,0.08691977,0.07468631146863114,0.08819212,0.08176958,0.13088831,0.36476495188589714,0.25768256,0.12474366,0.060220152,0.04624308277458496,0.4063163,0.05946833805316619,0.052757002,0.050903603,0.102124706,0.025910773554646414,0.069931544
0.07330812,0.061340854,0.2533234,0.11279273,0.6796705,0.101511165,0.0842731950563917,0.7586631358663136,0.14043778,0.19484506948450694,0.1359637,0.5118313,0.19567054174023252,0.056510958390657506,0.115432866,0.08291509,0.09244700924470094,0.09401963,0.06656306,0.11298254,0.4179612950776777,0.3067813,0.20204206,0.07310739,0.06684151401049085,0.4249052,0.10471093952890603,0.07928752,0.07566084,0.08711043,0.07823456469407387,0.059277896
0.026861325,0.0783998,0.1061278,0.040226072,0.7306274,0.035678267,0.06274307376458442,0.691670429167043,0.031038806,0.10198627019862702,0.13167301,0.4250517,0.19375053162503192,0.09023583541415013,0.040239803,0.044088595,0.01798422479842248,0.029650949,0.07489913,0.050604902,0.3610992016659521,0.2979204,0.14953667,0.024921259,0.006662108399726504,0.3284792,0.06744741725525828,0.05376882,0.040730752,0.015795525,0.05461653627699218,0.044009835
0.023282208,0.08162332,0.10630289,0.049102575,0.7332778,0.040514395,0.04318785959127158,0.7112682711268271,0.044744983,0.11224193522419354,0.14024411,0.436278,0.219547183172831,0.09363526561811594,0.04787183,0.045735393,0.038922130892213094,0.029446363,0.08083395,0.05004955,0.37267985236079115,0.30674952,0.15893343,0.023315705,0.006608017396481044,0.34197357,0.05458475054152494,0.06070312,0.033824503,0.012019012,0.07049587022975222,0.03165968
0.0394751,0.05564549,0.17724541,0.060810536,0.723809,0.04997623,0.058724913523494814,0.7545663754566376,0.08897035,0.1768216376821638,0.13256893,0.5058963,0.224075133444508,0.04631999277919956,0.08280215,0.07431553,0.07205184720518473,0.06154392,0.040100954,0.07899712,0.40957876457472586,0.30230975,0.1817595,0.048072018,0.04716046282962777,0.38713282,0.0801434619856538,0.05475057,0.03941931,0.045376655,0.0735686984141219,0.04033769
0.19642925,0.084990315,0.3933929,0.23935586,0.7217917,0.27191907,0.20844472250668336,0.7441790744179075,0.26690185,0.21452059145205915,0.09569305,0.48463783,0.163755949825357,0.11577794694667681,0.13465928,0.20673944,0.18114236811423684,0.16985933,0.19931558,0.22494559,0.4293601257616076,0.21138309,0.26879779,0.08980573,0.1249933314995999,0.5011594,0.2619434938056506,0.16694939,0.15699407,0.20566335,0.12332577739954664,0.15768862
0.14047551,0.0656059,0.3154849,0.15127373,0.6973948,0.17387496,0.12034547722072864,0.7448971744897175,0.18481329,0.23751932375193238,0.11383399,0.52385473,0.221218433273106,0.07083079424984766,0.12924206,0.16867048,0.14392867439286747,0.14484252,0.12485703,0.16774358,0.45031839701910387,0.2772049,0.25645044,0.079675674,0.09982452598947156,0.47271317,0.20647563935243607,0.104679205,0.11111297,0.13747977,0.10198105611886338,0.10165417
0.036658138,0.15910837,0.046825513,0.08177468,0.7394223,0.038743526,0.06664905399894325,0.6422501642250165,0.024290487,0.08255485825548584,0.19020596,0.33217707,0.22283991337039483,0.17763634065818046,0.04828981,0.041395653,0.04189311718931173,0.031172086,0.18448797,0.040515706,0.3285604897136294,0.35120714,0.19095576,0.04322592,0.025381939522916373,0.29741958,0.08149167185083281,0.11057382,0.050886117,0.021083493,0.12115801726948104,0.08526156
0.014597185,0.02292344,0.16557586,0.023256212,0.7258126,0.04099919,0.018531890111913408,0.7695977269597728,0.069111496,0.15128089512808954,0.10263617,0.54033655,0.22008472320508338,0.009067923544075413,0.053845327,0.057580046,0.04467458446745845,0.048444748,0.009200081,0.07302318,0.4128193247691595,0.30170596,0.17946395,0.023586499,0.01730863103851786,0.38977242,0.06531050346894965,0.015080094,0.030455671,0.01584604,0.03611162516669751,0.004655645
0.1725693,0.21447292,0.26391527,0.08986947,0.5702821,0.111812845,0.06301540378092423,0.5925106992510699,0.13171205,0.2512655251265525,0.25968963,0.26205227,0.2461425647685539,0.11400622684037362,0.2501552,0.20010845,0.21136497113649713,0.18673894,0.16062582,0.22565316,0.5201631312097879,0.40856773,0.26738942,0.2141848,0.20527106231626377,0.4924168,0.2199640480035952,0.2099317,0.23177564,0.20420036,0.20561720233703215,0.20305736
0.08947294,0.046609238,0.2692803,0.09049708,0.7230211,0.12963505,0.09939253596355217,0.7617890361789036,0.13795134,0.15208636520863653,0.09851205,0.5239408,0.1964955017897301,0.04656476079388565,0.10174993,0.113938846,0.08596584859658486,0.093393564,0.084648065,0.115885586,0.4078340744700445,0.24198955,0.20717317,0.02658787,0.05315794318947659,0.43236488,0.16832360316763967,0.06885313,0.094945915,0.08603805,0.07251181935070916,0.04717542
0.22414508,0.11835856,0.39773658,0.2211141,0.6794814,0.26645476,0.1633101797986108,0.7137573713757372,0.25029692,0.2892587789258779,0.14630865,0.5182798,0.258927015535621,0.12836099770165987,0.18864007,0.24467541,0.2281473228147323,0.22395928,0.22997415,0.25301573,0.48075852884551173,0.28154102,0.32701176,0.1390044,0.14636731878203912,0.5468369,0.31595446840455316,0.1808227,0.19372457,0.2179744,0.14930233895814035,0.15913504
0.599646,0.6116672,0.5366678,0.26531023,0.23546904,0.3205679,0.1945374116722447,0.25273560527356054,0.2678615,0.6061443606144361,0.62358105,0.07005437,0.5254265315255919,0.4042723442563407,0.6429917,0.5903805,0.6054902105490211,0.5896865,0.5721861,0.6273975,0.7691574461494468,0.6804836,0.6679659,0.57765645,0.5838696350321781,0.7943243,0.6049719395028059,0.5975239,0.63171506,0.60853153,0.5914376354862582,0.5993415
0.06973948,0.15894929,0.09891355,0.13892412,0.72927773,0.101844266,0.10775173646510419,0.6307072630707263,0.065770924,0.06695643669564368,0.17609027,0.31608886,0.1937432516245951,0.19520716171242972,0.038838144,0.059698366,0.05563104356310436,0.06524693,0.226156,0.050947383,0.30746494844789696,0.32906178,0.12990604,0.05644372,0.03583734715024083,0.29556787,0.07347417265258273,0.13291273,0.05396951,0.062200185,0.11162967669778061,0.10561274
0.177124,0.17592132,0.28275305,0.08312163,0.5651599,0.11175068,0.0788829047329743,0.6173149617314962,0.1145131,0.26512682651268266,0.23446634,0.2901241,0.20267027216021632,0.10119316607158997,0.22785747,0.18465857,0.1877596587759659,0.16971192,0.137243,0.220855,0.5130740707844442,0.36012006,0.259318,0.16033815,0.17371225042273503,0.49596936,0.1918001408199859,0.18585026,0.20762669,0.18266264,0.1654006099240366,0.1876134
0.14521635,0.025440872,0.3707395,0.25440145,0.78370523,0.27966744,0.25695421541725294,0.7805952780595279,0.29881653,0.17325805732580574,0.05351553,0.5919781,0.15150450909027055,0.10388810023328601,0.06330839,0.16940238,0.12504521250452125,0.13833599,0.16611025,0.18406397,0.36420839185250353,0.18364917,0.1945328,0.0767715,0.08852375131142508,0.4452523,0.19838660016134,0.09872628,0.086760655,0.17692776,0.06953836417230184,0.12848054
0.17156562,0.19366309,0.23537582,0.046520412,0.5676153,0.09476723,0.06283629377017763,0.5715087571508757,0.088511646,0.2521091952109195,0.23812822,0.26758122,0.2169079730144784,0.10545418632725118,0.23294069,0.19163373,0.1800439380043938,0.17545421,0.15569448,0.21638449,0.5126700707602043,0.37194145,0.26147076,0.16936824,0.17250435035026104,0.4944062,0.1916537508346249,0.18239966,0.21515253,0.16963802,0.1641087898465274,0.17364089
0.181532,0.12484569,0.33869568,0.14626843,0.6307716,0.17853378,0.11324322679459362,0.6865574186557418,0.17976096,0.2474189047418905,0.16817172,0.37987304,0.15714930942895855,0.08680454520827272,0.1869471,0.17286909,0.17156966715696673,0.17466477,0.14448112,0.22359566,0.4701536582092195,0.30458754,0.25576338,0.11567843,0.14810240888614454,0.4988277,0.21610714838928513,0.16338709,0.17673302,0.17804484,0.13242751794565108,0.16232787
0.008745275,0.050245143,0.11463642,0.01964876,0.72903347,0.021252409,0.032045067922704076,0.7176832117683212,0.035071626,0.11638106163810617,0.11400162,0.4605649,0.19014847140890828,0.04768926286135577,0.05408857,0.04092381,0.028581677858167787,0.02476729,0.030321546,0.061683506,0.3830954929857296,0.30878794,0.15578966,0.014367662,0.0051759483105568984,0.35172552,0.054090524590947535,0.032498024,0.028006963,0.006506894,0.03914078534844712,0.0187146
0.17030677,0.22158444,0.19618961,0.0758383,0.62456423,0.081850156,0.06659758399585504,0.5731812573181257,0.09529942,0.22643714264371426,0.24603602,0.24415322,0.23614379416862766,0.11481485688889141,0.21150412,0.18831894,0.198412319841232,0.16406825,0.16267955,0.20447691,0.48346796900807815,0.40934455,0.2461028,0.19469976,0.18666917120015028,0.46063232,0.19692206030779397,0.2013903,0.19192407,0.16676684,0.19087557145253428,0.20258555
0.08040934,0.22494635,0.05053866,0.17457116,0.71494824,0.07685654,0.15050742903044576,0.5786783078678308,0.035165474,0.045019929501992954,0.24358994,0.24889193,0.1960215217612913,0.2753058865183532,0.06691842,0.054233067,0.053993398399339844,0.04334022,0.29300377,0.049227573,0.27674089660445383,0.4154484,0.099419,0.07276947,0.0433378466002708,0.25186795,0.08762645123735488,0.18423569,0.06918314,0.07848433,0.1654656599279396,0.14649384
0.031502336,0.17852342,0.07924408,0.13542849,0.6994308,0.058129013,0.14317685859061152,0.6271972627197263,0.025794864,0.08496550849655085,0.20735607,0.34169,0.21584528295071698,0.22642211358532682,0.056542285,0.022208868,0.019345080934508097,0.034928825,0.20436218,0.03000577,0.2976690678601441,0.38425857,0.16657501,0.049110517,0.026895368613722118,0.25836027,0.07209003779099622,0.11474561,0.04443995,0.03341392,0.10617443637046618,0.10449228
0.038154736,0.12389328,0.06585616,0.05551377,0.73873305,0.036251247,0.03853532931211976,0.6642544364254437,0.03249365,0.09495202949520296,0.16673566,0.37345353,0.22843816370628983,0.13523844811430688,0.0541704,0.051305015,0.049936534993653504,0.03377966,0.14613593,0.04894038,0.3603387716203263,0.31626886,0.18554585,0.038348995,0.017004588020275282,0.33075804,0.07474485752551424,0.09468546,0.0455731,0.020213362,0.10032237601934256,0.058159914
0.12139229,0.31570005,0.009326637,0.26203328,0.79533494,0.10512029,0.18533517112011028,0.5393142539314254,0.05791366,0.08256367825636783,0.30949292,0.25628042,0.36439302186358136,0.3843895430633726,0.06820734,0.06382297,0.0887655088765509,0.08884511,0.46087372,0.04815075,0.23518231411093887,0.49800205,0.1837112,0.13126625,0.0805045848302751,0.2388737,0.1508928249107175,0.25999248,0.07502399,0.082184315,0.24743904484634272,0.21128781
0.01778575,0.05452743,0.12067503,0.027144104,0.7347817,0.031976238,0.03026831381609883,0.7265117326511733,0.043502808,0.12054337205433721,0.119400784,0.46642905,0.2159179129550748,0.05586108935166536,0.048131026,0.04805603,0.035452700545270055,0.030210078,0.04323954,0.056930102,0.38680964320857864,0.2945722,0.15955307,0.016662657,0.003971107538266453,0.35900757,0.05754173724582627,0.0407326,0.03074966,0.011007968,0.04968615898116954,0.018470492
0.0069852844,0.020301878,0.15528995,0.011256933,0.73013574,0.033451527,0.015126348907580935,0.7707563770756377,0.06071028,0.14701549470154948,0.09865031,0.5419991,0.219522983171379,0.006028861361731682,0.046441875,0.056366526,0.03640773164077317,0.043006107,0.009012692,0.068899885,0.4111471746688305,0.2913599,0.17805406,0.012377186,0.004949391296963478,0.38859466,0.053065801693419824,0.008198559,0.02697765,0.010123197,0.028888964733337887,0.0013218941
0.008387975,0.026463434,0.15720552,0.022715867,0.7287057,0.040329292,0.03419161205149672,0.7649783764978377,0.06331739,0.14499469449946945,0.10180074,0.55142593,0.2156495429389726,0.018039466082367967,0.038664643,0.05513815,0.03343389134338914,0.043430403,0.011549398,0.066933826,0.40032332401939946,0.2974434,0.16723917,0.01540091,0.00322965549377933,0.38281214,0.04956940804305919,0.007389955,0.023596296,0.01021238,0.025324018519441112,0.006456525
