AFP,Input,Output,Enquiry,File,Added,PDR_UFP,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Effort
0.05196062,0.038125075,0.11414811,0.22333688,0.0116187725,0.026712522,0.19234566,0.3338894,0.6139065,0.9128326,0.9037871,0.30435917
0.032002084,0.01675725,0.030898008,0.16754796,0.048241857,0.043108474,0.08051747,0.07118695,0.5899701,0.89406383,0.8857263,0.05597064
0.0323381,0.015512276,0.091740355,0.0488912,0.030911535,0.0398982,0.077337995,0.10272292,0.58147913,0.908427,0.8967305,0.089321226
0.009606829,0.00413014,0.014667708,0.07672322,0.008868407,0.008989239,0.11081853,0.052272543,0.6006187,0.9506042,0.92879957,0.04058658
0.00022382103,-0.0011038333,0.020235628,0.03638702,-0.0072639324,0.009675723,0.17306514,0.032547526,0.6207826,0.9246211,0.89436525,0.02291234
0.028132144,0.010335412,0.05547491,0.0709071,0.043147467,0.03159754,0.054836128,0.051167466,0.60469514,0.9643723,0.9870637,0.03874082
-0.0010712286,-0.0037644785,3.408082e-05,0.022707269,-0.010315023,0.0027980916,0.15757151,0.01266635,0.59341204,0.93433344,0.8788156,0.0096439235
-0.0014202185,-0.0054834094,0.015444562,0.020026177,0.005271202,0.012225721,0.43167028,0.04815696,0.5803809,0.90048665,0.80763316,0.016526511
0.0050734906,0.0024288408,0.010347584,0.050669305,0.005074324,0.012228206,0.18702678,0.062376738,0.6030432,0.9756704,0.9501787,0.049563
0.013407957,0.0035207942,0.0286197,0.057378948,0.0042485427,0.021229457,0.07820869,0.027367929,0.6008251,0.9504524,0.9624954,0.018288705
0.03139659,0.017829727,0.045066763,0.070022844,0.05138658,0.043595906,0.05382506,0.082749516,0.5938475,0.96175015,0.9152456,0.07011145
-0.010902908,-0.016723923,-0.00023374148,-0.01953176,0.025582988,-0.00096783787,0.48400158,0.056807816,0.5778227,0.9328189,0.88671786,0.021573031
0.02804512,0.013301916,0.07752606,0.048804242,0.024841402,0.041613713,0.120627195,0.14436527,0.60479426,0.9680871,0.9319787,0.1309526
0.0072238133,-0.0070553143,0.02665963,0.055550136,0.0070081446,0.014984658,0.044672307,0.011054045,0.60871047,0.95646966,0.9336967,0.004329505
0.02479659,0.013174158,0.049680937,0.119229436,0.022995887,0.028834075,0.01075061,0.028995575,0.5866424,0.92357266,0.9507546,0.01169765
0.0047205677,0.0005740989,0.012401987,0.036613166,0.0072876066,0.007950263,0.06657402,0.026919505,0.6102418,0.9357766,0.9460896,0.010544168
0.0067012543,0.00761069,0.01253508,0.022339728,0.00659371,0.007987248,0.05162166,0.029833341,0.5983223,0.9697938,0.9932996,0.018126551
0.007424266,-0.00073750503,-0.009304241,0.041359104,0.026191046,0.013233198,0.12365261,0.043932885,0.5909636,0.9213093,0.90573543,0.032373328
0.01374195,0.00615526,0.030868981,0.04664706,0.019160006,0.013412591,0.01905736,0.024791462,0.6189761,0.99190336,1.0132027,0.012174001
0.015647452,0.0044114254,0.018226337,0.08892272,0.015341263,0.011282742,0.05489575,0.03301785,0.5845337,0.91918993,0.9460657,0.02073588
0.022509865,0.0054091103,0.058689002,0.100473836,0.029510174,0.042740785,0.016540341,0.02798382,0.59573734,0.95988464,0.97864884,0.012541715
0.0038226717,0.0044269376,0.022266619,-0.0020792894,0.003085021,0.012767008,0.025964947,0.0145233255,0.6163014,0.98320496,0.9907499,0.002486032
0.005903519,-0.0020404533,0.031671587,0.045782078,0.004678106,0.0117750205,0.29121575,0.06814922,0.5663692,0.88620853,0.83442277,0.04658183
0.010908365,0.002411319,0.023769174,0.037911724,0.0064987186,0.0036501884,0.20173086,0.059859745,0.5891197,0.92028046,0.8656394,0.050619595
-0.00021793414,-0.0062220637,0.022552248,-0.00810748,0.008060936,0.012649002,0.1412247,0.030545527,0.59286773,0.95630604,0.9332734,0.017699242
0.0024888557,-0.003852008,0.009617392,0.02592533,0.0058820713,0.010460973,0.141524,0.011976866,0.59785676,0.92728955,0.9031742,0.0031374698
0.008766091,0.0018851571,0.024412561,0.02595831,0.0113838725,0.002605725,0.16919579,0.0737464,0.5943694,0.9456533,0.95009655,0.057629094
0.018321157,0.009335462,0.02969199,0.11676778,0.02291503,0.025182173,0.14926308,0.11169354,0.5919714,0.9041914,0.8947632,0.09357758
0.001531099,0.0019479301,-0.0075502554,-0.009708766,0.021482186,0.015222296,0.07646963,0.029356735,0.6145748,0.9466729,0.9139665,0.019425586
0.01079747,0.0030907094,0.03780387,0.026070248,0.020609329,0.006658932,0.08606137,0.055033974,0.6070738,0.953017,0.93103534,0.042948544
0.053225074,0.031711575,0.099521294,0.07569548,0.084638506,0.08504395,0.1007861,0.19072405,0.563575,0.9239707,0.85313725,0.16292603
0.009003856,0.0031999797,0.022929434,0.042242635,-0.0007024519,0.007050652,0.09025552,0.021666316,0.6117934,0.9257141,0.917375,0.015813686
0.032657415,0.010892365,0.060926016,0.15080997,0.042568848,0.034376673,0.04694244,0.062835775,0.5991459,0.95581484,0.9435794,0.051324703
0.015396169,0.0026927758,0.036119144,0.046236437,0.021842115,0.014430609,0.23224576,0.12076882,0.570767,0.8899492,0.8651151,0.09784462
0.030951047,0.015657846,0.098024055,0.0616967,0.014941363,0.044320285,0.14792208,0.1549298,0.6036303,0.9325688,0.8952186,0.13856752
-0.0039451625,-0.007096689,0.0053631514,0.051489707,-0.020034563,0.002439659,0.13985631,-0.0033823922,0.5975007,0.916663,0.8658243,-0.0039596944
0.01635742,0.0097153485,0.027984716,0.07606964,0.011227379,0.009969847,-0.001053419,0.004102977,0.5972059,0.93016535,0.94178313,-0.008426484
0.037208974,0.015539277,0.10626526,0.096811906,0.029257419,0.014133841,0.04583491,0.069942296,0.6024264,0.94699454,0.955011,0.057732817
0.0019245069,-0.0023272987,0.016829338,0.008158766,0.0039009135,0.0083313845,0.17916659,0.04020992,0.5934521,0.9348718,0.9061043,0.025732106
0.005867811,0.0018563792,0.012199402,0.022763096,0.011166392,0.017031034,0.08596297,0.028024448,0.613711,0.958434,0.94323605,0.019095367
0.0008598687,0.0027616657,0.005655512,0.008585695,0.0054184217,0.00967603,0.017314311,0.0035196142,0.60445845,0.9485822,0.95699733,-0.0071149427
0.032426186,0.024076268,0.030203886,0.029561004,0.07493286,0.0576489,0.030517621,0.056400694,0.5961654,0.9215493,0.8739147,0.03873577
0.0071491357,0.0037033483,0.020672385,0.055696394,0.008692715,0.014675967,0.26632953,0.12913384,0.587049,0.92620504,0.9032844,0.100092754
0.0050959056,0.011281226,-0.00030306168,0.043118373,-0.007813204,6.170198e-05,0.7151303,0.055551507,0.57629395,0.88860226,0.72569793,0.009931263
0.037132606,0.031063557,0.068808496,0.1653423,0.029620796,0.05139815,0.3461908,0.42563674,0.57623184,0.9047392,0.85280687,0.37299123
0.06766398,0.03886053,0.1541574,0.11923976,0.07634483,0.10010065,0.06625558,0.18841185,0.56606346,0.9113785,0.8765357,0.16794254
0.0002969168,-0.0034629013,-0.0015537478,0.0015387759,0.018904867,0.0127334,0.22094145,0.059260137,0.5848309,0.9207708,0.8679406,0.04185746
0.028068913,0.010033313,0.07568845,0.13050605,-0.0009814538,0.0067548845,0.07385834,0.07544597,0.6132473,0.91321397,0.90461856,0.065512314
0.002213575,-1.9187108e-05,-0.007060712,0.031346418,0.0024452768,0.008696927,0.21105698,0.04023654,0.5891932,0.9178511,0.8979996,0.03039445
0.002557077,-0.0035907924,-0.0045494083,0.05278165,-0.0025301054,0.004528079,0.053837687,0.0033360533,0.60784405,0.9685135,0.9502085,0.0007344303
0.005623187,0.00015906617,0.043727074,0.027311493,-0.013670579,0.011551859,0.03848139,0.011317832,0.5887543,0.90574354,0.90272,0.0049306187
0.0014147074,-0.0035643205,0.026464466,0.011056151,-0.013828948,-0.0005910732,0.09336063,0.011198092,0.6154473,0.9725245,0.9612624,0.0014768247
0.027392365,0.0188964,0.0047745556,0.2041025,0.02617751,0.016074525,0.14836906,0.14984667,0.57465255,0.8981608,0.8678904,0.13361248
-0.0012544896,-0.0077041723,0.030860893,0.04596585,-0.020147394,-0.0017201379,0.12609886,0.030549133,0.6260613,0.9485358,0.9541575,0.014517464
-0.00291582,-0.0061900895,0.008499024,0.018067528,-0.008940514,0.0020130873,0.10630916,-0.0068589286,0.60750604,0.96359456,0.96149486,-0.017929422
-0.004295162,-0.013319956,0.0027356576,0.048424006,-0.008232888,0.0026306212,0.21305463,0.013514919,0.5736089,0.90123546,0.85999733,0.002235265
0.015324467,0.007114075,0.025548484,0.07495033,0.0155151505,0.003588263,0.020071093,0.023379957,0.60418683,0.9524622,0.98453677,0.0068587535
0.01660861,0.0035511032,0.082913846,-0.015076261,0.025478054,0.0049905367,0.02338352,0.027146375,0.61983967,0.9737032,0.97770005,0.020866338
0.022305384,0.0016831271,0.07330276,0.075916395,0.012859423,0.0058884975,0.061000213,0.058064602,0.611408,0.92564124,0.9280581,0.044660367
0.00028167386,0.0049393177,-0.0018962324,0.025976818,-0.003278397,-0.003076639,0.22563276,0.044122197,0.59679806,0.96148634,0.93128353,0.03070343
0.0040414766,-0.0018442534,0.0462677,0.021700695,-0.0045591854,0.010531213,0.012328856,0.0066367965,0.6063142,0.9278426,0.9446403,-0.004028605
0.012421763,0.0069548152,0.005452426,0.05760716,0.011125049,0.008057788,0.036189906,0.017885225,0.6150474,1.0270318,1.0516204,0.006586921
0.031291604,0.009685513,0.04811346,0.10488814,0.043991502,0.031665523,0.046405394,0.046243586,0.58244,0.9214494,0.8873982,0.037685763
0.0070704003,0.001660388,0.03414443,0.019525189,0.011100853,0.011576131,0.103194326,0.049176104,0.60940075,0.97597015,0.979026,0.03486899
0.003704344,0.006028112,-0.009258445,0.06788395,0.00020613521,0.009162707,0.39381167,0.13063075,0.5705154,0.90891665,0.8500691,0.097375385
-0.0022820216,0.007046964,-0.030544199,0.012024112,0.012409212,-0.0018344782,0.3348197,0.020272976,0.58928394,0.90918565,0.8126535,0.006339357
-0.0024267342,-0.010110939,0.022368044,0.010692928,-0.0070029385,0.004696613,0.17371374,0.021795953,0.5961114,0.9408541,0.900269,0.011119323
0.004545258,0.0005624499,-0.0032661501,-0.011474382,0.023005653,0.013956824,0.08264545,0.043868907,0.60690296,0.9871017,0.9504218,0.03535278
0.014511502,0.0018713083,0.045960773,0.028416513,0.0012449957,0.00796124,0.100852095,0.03539045,0.5993998,0.9214593,0.88355535,0.0362785
0.006219371,0.0030099489,0.002328394,0.058615033,0.017292745,0.015349779,0.17292798,0.053314276,0.58230996,0.941357,0.9253792,0.03570457
-0.0032599187,-0.0070296545,-0.0061120037,0.0013283081,0.020519998,0.0071750227,0.46440437,0.068349354,0.53438926,0.9372145,0.84915036,0.036721636
-0.00047532003,-0.00436683,0.023178983,0.024168644,-0.007045489,0.0032960884,0.16240554,0.02140951,0.5993696,0.9379034,0.90147907,0.011987779
0.001506051,0.00068750605,-0.0010782238,0.002734907,0.010180004,0.012996718,0.1184977,0.021607196,0.6030369,0.94054306,0.8985016,0.0098060835
0.012469251,-0.00075033307,0.049997825,0.03306066,0.013760427,0.018012641,0.063741,0.03390757,0.60152024,0.983029,0.9931799,0.027122743
0.010624848,0.00093906745,0.00012419373,0.062377337,0.007765323,0.0052087493,0.069896825,0.027061472,0.60500205,0.9800594,0.97762686,0.016020609
0.006300074,0.005196139,0.0150926,0.023618106,0.011653807,0.018258791,0.05837605,0.020908622,0.60745084,0.9312815,0.9177286,0.013986032
0.0016025938,-0.0021387562,-0.01223295,0.03649928,0.0024247617,0.01126636,0.24562135,0.030203832,0.58997655,0.9568926,0.9068806,0.0137836095
0.014823984,0.0070973784,0.022412762,0.080950454,0.013753945,0.0069597997,0.052070227,0.041796155,0.600044,0.9224959,0.93131775,0.029775828
0.048005264,0.03083866,0.08076866,0.25940076,0.015499774,0.03939658,0.13425025,0.21010946,0.6110685,0.91745436,0.8802932,0.19594641
-0.0063383803,-0.007803336,-0.013219613,0.0145838335,0.0037144162,0.0051305853,0.17414679,0.021244062,0.604725,0.9400107,0.8976854,0.010749135
0.009365676,-0.001371624,0.034594487,0.03498084,0.010001272,0.013938241,0.06403425,0.0380368,0.59782076,0.9559717,0.96796185,0.024960708
0.01660458,0.007113967,0.053008165,0.00391208,0.027676135,0.030480063,0.18629953,0.13430096,0.5890532,0.93618083,0.89914334,0.11803225
0.020898882,0.01034392,-0.0018541422,0.17916568,0.031147245,0.011122195,0.038190097,0.0383828,0.6061192,0.9649377,0.92863905,0.033008445
0.032644674,0.014621835,0.05180287,0.14940849,0.044073187,0.04899965,0.08432075,0.07229935,0.60287344,0.9637561,0.9638146,0.06075017
0.014497662,0.006578263,0.024125837,0.04735963,0.0028152019,0.010775637,0.04524932,0.020365605,0.5998881,0.92832077,0.95735544,0.010366134
0.0053630453,0.0030060373,0.014451724,0.017422963,-0.014498461,0.0032020137,0.13926013,0.028416345,0.6068523,0.97107536,0.93287677,0.023560304
-0.0009893402,-0.0055002924,0.017764457,-0.0020980388,0.0012188181,0.0033504367,0.15783715,0.0337146,0.60007477,0.9637449,0.93666476,0.02150073
0.023481384,0.01366384,-0.007912621,0.17318271,0.04079642,0.014842942,0.036569018,0.042383663,0.59031296,0.910218,0.8805918,0.037140008
0.005383062,-0.0012730081,0.0013963934,0.015682723,0.022828424,0.016897291,0.10590795,0.026616683,0.61085534,0.9408189,0.88517636,0.0155684855
0.00018306077,-0.0026328731,0.0041243713,0.028363049,0.018105835,0.016041808,0.27738515,0.04967785,0.5755644,0.89188594,0.83810306,0.023460945
0.032502525,0.012490351,0.059541408,0.115048975,0.048733264,0.047319874,0.023046479,0.037048154,0.5931384,0.95001197,0.9609024,0.021051139
0.011303392,0.0054968707,0.036635756,0.04742761,0.0056374,0.009912562,0.008759301,0.008418428,0.6064185,0.9335069,0.97577065,-0.007769303
0.024872836,0.010183081,0.067427635,0.097605534,0.01240919,0.012860851,0.042813014,0.048736744,0.6156231,0.98471665,1.0065265,0.036780465
0.004650982,-0.0020001996,0.0069735255,0.06608535,0.009502651,0.017426703,0.045299344,0.018210446,0.6046481,0.9685081,0.9848859,0.006344779
-0.0012183292,-0.005826922,0.0072970986,0.0048011616,-0.0045354813,0.0036569387,0.10158338,0.0064772535,0.60092056,0.96113276,0.9602601,0.00027701491
0.02045941,0.005899463,0.060728308,0.05764314,0.020937454,0.0077532902,0.11130412,0.09977878,0.5899554,0.88424754,0.8802307,0.083843246
0.011527652,0.011141863,0.010835545,0.026898507,0.005082365,0.007428216,0.036664214,0.02454775,0.60436034,0.9611391,0.9856203,0.010634761
0.002215676,0.0002679769,-0.0009732824,0.029646624,0.011541683,0.008053539,0.07802339,0.032182515,0.6076062,0.98919916,0.9792445,0.024227686
0.01961143,0.008450013,0.009264745,0.12424809,0.040174864,0.03507119,0.045216687,0.047387667,0.5960938,0.9210137,0.87955457,0.038344428
0.006836827,-0.0053977985,0.015176691,0.081680566,0.010067215,0.012350647,0.071128264,0.037284173,0.61271214,0.9713778,0.9929713,0.023153242
0.009709439,0.009429108,-0.0029199142,0.052572403,0.015120609,0.0104296375,0.15496898,0.06754167,0.5966411,0.9561694,0.9658603,0.04921803
0.015343584,0.0018301811,0.051673535,0.046047594,0.020810608,0.02341342,0.2306955,0.15240897,0.57034934,0.9039092,0.86411256,0.12554367
0.018556196,0.0085856505,0.07198453,0.06723635,0.009643326,0.029417379,0.0029053949,0.0027606525,0.5993836,0.9066881,0.8857635,-0.0044593527
0.0003010407,-0.0024495833,0.002852222,0.047629837,0.0018272474,0.0018082187,0.3271569,0.06268587,0.55805707,0.8731716,0.78520817,0.042070262
-0.00021434575,0.0036358573,0.0057963505,-0.0029911809,-0.0060923286,0.0031318069,0.015128706,-0.0021837335,0.6036094,0.9694714,0.9854906,-0.0134342145
0.0045878254,-0.0015022568,0.013773978,0.027277846,0.007691061,0.008240294,0.062172875,0.027353214,0.6016153,0.95890194,0.97490853,0.013497336
0.015888648,0.0028712302,0.047737148,0.03797968,0.029318085,0.028263357,0.015422516,0.029350659,0.60935235,0.9764936,0.9800565,0.019183317
0.058885504,0.026884,0.15655941,0.14986917,0.039455354,0.031347416,0.018795282,0.055619545,0.5858407,0.9152276,0.8865113,0.046379726
0.03328578,0.013833426,0.07406655,0.06079687,0.06009078,0.047987454,0.22108592,0.2756752,0.57327485,0.9126321,0.8784799,0.24037783
0.0675943,0.036540672,0.13818058,0.14375095,0.09226563,0.08539754,0.06471336,0.14645937,0.57338727,0.9095455,0.85226536,0.13062187
0.051986035,0.019492757,0.11175285,0.12072611,0.06117189,0.05961498,0.063914604,0.09158865,0.56847954,0.9209535,0.8936624,0.081117764
0.010025736,0.012313597,-0.015714169,0.045680087,0.04051438,0.02654099,0.052404568,0.0064960867,0.61524606,0.90846014,0.86071277,0.0015099351
0.006467406,-0.004905522,0.013251513,0.029820906,0.020352932,0.0057022553,0.15099983,0.03240127,0.5848024,0.91447,0.89230555,0.017955758
0.012699235,0.0062852316,0.015066218,0.04693279,0.011325724,0.0010310337,0.059839968,0.030284667,0.61278987,0.97109544,0.99976844,0.01627741
0.017673016,0.014914874,0.01796744,0.037857514,0.028549276,0.013670504,0.03342982,0.029347146,0.6314707,0.9782411,0.98592955,0.016567137
0.033796944,0.01994985,0.100202605,0.05401539,0.035829544,0.047235835,0.23691365,0.23044388,0.5750829,0.9234581,0.8470847,0.19906054
0.006200758,0.009346567,0.011084234,0.058019713,0.0006501861,0.01257305,0.31469917,0.117568396,0.57719254,0.8862722,0.83345777,0.08751289
0.0078987125,-0.0011140183,0.013036035,0.02697941,0.011634255,0.010999817,0.079481654,0.008545879,0.60636985,0.95620114,0.9598266,-0.0004927269
0.013340447,0.0060917623,-0.003682416,0.04915401,0.03191642,0.017003806,0.11351189,0.049450062,0.5805515,0.94451046,0.9446847,0.03286995
0.0043213083,-0.011687441,0.0038795695,0.028830785,0.029609434,0.022324508,0.11980571,0.03214015,0.58904827,0.9204014,0.8797536,0.023008594
0.007222662,0.0022330843,0.011978049,0.026580326,0.011404712,0.009616336,0.029486341,0.02472992,0.6106312,0.9457487,0.98036546,0.0049601817
7.629767e-05,0.0017541647,-0.0009843577,0.018649504,0.007844981,0.0040893853,0.2212617,0.049646057,0.5884106,0.96345115,0.9492993,0.02816356
0.018067073,0.0050042868,0.050360505,0.047849044,0.022166323,0.02162736,0.2609325,0.16708611,0.5687307,0.8784659,0.82953924,0.13690875
0.010039028,-0.0022315942,0.0061607137,0.018432174,0.03983511,0.024494838,0.17273976,0.09144259,0.56740874,0.9172548,0.88650125,0.06870183
0.013873626,0.00985913,0.044343945,0.03996325,0.008844521,0.029309597,0.15710711,0.110677995,0.5918292,0.9449022,0.9229105,0.093927555
0.0042311247,0.00067643635,0.0058713164,0.03351049,0.00064243376,0.008230139,0.043307208,0.010764642,0.6166388,0.985865,0.99267954,0.00062988
0.0069016106,0.0052368455,0.009394698,0.0465575,0.013240974,0.011613436,0.047299795,0.022999367,0.6137259,0.98707366,0.99333197,0.012167018
-0.00036254432,0.0011788625,-0.0035800189,0.023158941,0.007861048,0.0135255605,0.3296546,0.040486343,0.5706086,0.9101612,0.83386856,0.019072847
-0.00052828155,-0.0034637097,0.013557479,0.039925627,-0.008714594,0.007284526,0.1172393,0.044641607,0.6113727,0.9606137,0.92221117,0.04063716
0.0031000413,-0.00210106,0.03095026,0.015999675,-0.00020574778,0.011419607,0.071885765,0.023895523,0.60687923,0.98668617,0.99632293,0.011169761
0.037387103,0.011697505,0.072915554,0.1324995,0.04982949,0.039323512,0.035821024,0.05489684,0.59755814,0.9665039,0.995824,0.040951766
0.0065942984,0.00046722963,0.024336237,0.040827267,0.0074287355,0.01898065,0.047090493,0.022439228,0.5996876,0.9565871,0.9791745,0.011231342
0.0040156683,-0.004044758,0.023463838,0.03302157,-0.00286939,0.008887552,0.09478891,0.01732637,0.6084831,0.9387479,0.9442257,0.007047352
0.015783638,0.01047479,-0.020504583,0.11581303,0.008016087,0.0053982325,0.07413486,0.025021402,0.6105535,0.95481366,0.9485884,0.014127601
-0.00044948887,-0.005950419,0.010908501,0.031643927,0.011196816,-0.012928657,0.5516049,0.043595694,0.56852365,0.94490445,0.8767976,0.01434866
0.040627096,0.01778251,0.11667925,0.03868571,0.05693829,0.05382102,0.04344164,0.08617136,0.5774641,0.9482164,0.90170854,0.07657512
0.009649478,0.0036965087,0.01651071,0.045735378,0.016309213,0.013707709,0.015434887,0.012943547,0.60211426,0.9568151,0.9590472,0.0023004771
0.011614996,0.005290214,0.06333919,0.050760522,-0.018120833,0.012563236,0.05526086,0.027205868,0.600332,0.90059024,0.9021463,0.020645881
0.03205847,0.012878053,0.092193544,0.085523695,0.025377415,0.03459629,0.17439252,0.22734669,0.5928385,0.9291923,0.9067262,0.20286289
0.027354639,0.0022404902,0.09589076,0.03308048,0.018787974,0.017884715,0.04688955,0.038492024,0.6108784,1.0044496,1.0156955,0.032216854
0.042266544,0.020061333,0.021839056,0.26217106,0.07730024,0.045819737,0.040131133,0.07562913,0.58585024,0.92051876,0.86349475,0.066837795
0.022780202,0.008538682,0.042062767,0.045765072,0.0026977845,0.026815325,0.07996819,0.048270337,0.6015675,0.94335926,0.98285097,0.03936573
0.07185704,0.05734756,0.10448626,0.32875237,0.04225041,0.08225321,0.33778384,0.6765492,0.576699,0.9277313,0.8909622,0.602237
0.011580202,0.012215167,-0.023870375,0.073725596,0.030475315,0.018940553,0.036398765,0.033318534,0.61954594,0.95214975,0.9096059,0.023203399
0.013547546,0.012667835,-0.0031078272,0.11084901,0.008503778,0.0073229,0.3085745,0.15752997,0.563889,0.87970114,0.8225767,0.13135399
0.023852091,0.0060080737,0.06694737,0.08532123,0.01679834,0.011505384,0.11501436,0.11573353,0.6067132,0.9563486,0.9680595,0.10123697
0.0052565476,0.001970198,-0.0018370915,0.04014127,0.005804457,0.010759655,0.10904746,0.035117738,0.60478354,0.9246844,0.91743237,0.021845356
