size_D,har,nlan,t01,t03,t06,t07,t08,t09,t10,t11,t12,t14,t15,Generated_Var_4,effort_D
0.4961058,0.94577426,0.81602883,0.7179204,0.10185005,0.69813263,0.69750184,0.8462695,1.1097727,0.95456314,0.9196199,1.1370441,0.66373104,0.47967434,1.2799209,0.15588005
0.39124846,0.7426765,0.61033845,0.66149145,0.09706256,0.6104042,0.64510494,0.7436664,0.8773335,0.72333825,0.7286049,0.92769384,0.5547571,0.3645606,1.0573632,0.1047913
0.4454116,0.85167134,0.9874881,0.58036166,0.21942043,0.6727283,0.6063417,0.6108589,0.8894639,0.70529556,1.006154,0.9916491,0.5523955,0.47585386,1.1067066,0.14419565
0.65814275,0.8350417,0.8105444,0.8835944,0.25303203,0.6236024,0.8496023,0.9816491,1.2770299,1.0822734,0.7522983,1.3011808,0.8230247,0.6174433,1.3214784,0.19211182
0.47002262,0.88432664,0.771244,0.71538466,0.13438815,0.66391015,0.72316813,0.80791086,1.0174881,0.8015575,0.8757765,1.0658091,0.6125829,0.424657,1.2404236,0.11161204
0.50046045,0.8553521,1.0731553,0.6078853,0.24317417,0.71919453,0.61790884,0.60123616,0.85217553,0.6443959,1.1119012,0.9916932,0.48984557,0.4573831,1.1408663,0.13179284
0.47897872,0.83998376,0.9271755,0.6906359,0.20798379,0.6584961,0.6988859,0.73212653,0.990661,0.7478964,0.96293837,1.0847723,0.62724817,0.46803606,1.2127818,0.11167517
0.46355233,0.8724656,0.81784403,0.67566955,0.17536548,0.61520624,0.644904,0.73861724,0.9926856,0.8186904,0.8732803,1.0239909,0.59005487,0.47415954,1.1533978,0.13175276
0.46543306,0.584257,0.6906604,0.69982934,0.33934778,0.47457105,0.6781606,0.7372836,0.99761724,0.81026524,0.63581437,1.0089859,0.6489076,0.52010727,0.9702598,0.14341062
0.53420526,0.9085502,0.8606317,0.7185843,0.24274683,0.5913219,0.70967126,0.82555073,1.1116824,0.9748128,0.8650801,1.1568927,0.7109241,0.60094804,1.2060133,0.18226762
0.3799331,0.7196317,0.620179,0.65507144,0.1441794,0.5708867,0.6173835,0.70169497,0.8819312,0.7278852,0.71952146,0.9074953,0.5694905,0.39050484,1.0342158,0.09428674
0.64108133,1.0123802,1.383722,0.6891069,0.33191708,0.9962473,0.728107,0.6977192,1.0528501,0.7435453,1.5022361,1.252289,0.51013166,0.53627014,1.3828588,0.20961672
0.3947635,0.7705549,0.7192179,0.610951,0.1719909,0.570869,0.577245,0.6693485,0.89073706,0.75807095,0.7826749,0.9135524,0.5578673,0.45962685,1.0107707,0.11895123
0.47790244,0.8446926,1.0238886,0.62021106,0.27576846,0.5972431,0.64290494,0.6234497,0.9469523,0.7872756,0.9487083,1.0417421,0.64849085,0.57669425,1.1198326,0.16902304
0.8316286,1.4165336,1.3517089,1.0630796,0.17882454,0.9518162,1.0682611,1.2746478,1.7557269,1.3662461,1.4150463,1.7526218,0.97491246,0.66024894,1.9287375,0.23271506
0.3054338,0.5657831,0.38923585,0.63791746,0.012362383,0.5596623,0.5498062,0.7203953,0.70693856,0.6788139,0.5307877,0.79460984,0.5370183,0.27152008,0.8711591,0.10474886
0.56605303,0.9809805,0.87728924,0.7921348,0.19413248,0.6445631,0.776649,0.93438405,1.2700957,1.1014941,0.8912391,1.2721477,0.82457644,0.6331537,1.3571715,0.17830998
0.5569013,0.9849811,1.1054395,0.7111553,0.2522236,0.68719923,0.69605637,0.73509014,1.1054418,0.8836907,1.071768,1.1516322,0.64382505,0.5641166,1.2522422,0.16374505
0.41210905,0.76652944,0.933241,0.54571736,0.21330196,0.6533149,0.5647211,0.5721095,0.8072632,0.6474866,0.9986113,0.92684776,0.44801068,0.45785594,1.0116789,0.13365883
0.8916362,1.0395703,1.4787109,0.9257892,0.734424,0.6118397,0.9509613,0.93890893,1.4723386,1.2011054,1.1080269,1.6624298,0.9527236,0.94514745,1.4184273,0.3487963
0.46817073,0.9133645,0.79426837,0.70120895,0.14264771,0.6049134,0.69041866,0.82854116,1.1057789,0.9686659,0.8327603,1.1189616,0.7361419,0.5507699,1.2158165,0.15682025
0.3453847,0.66514105,0.6526301,0.5844671,0.22112423,0.48414654,0.5430845,0.6119156,0.836373,0.71009666,0.6659543,0.8519409,0.56124985,0.46929598,0.88928336,0.11187765
0.28140292,0.6140829,0.52362764,0.5547049,0.14405556,0.47439185,0.5101392,0.5839875,0.7345494,0.63036984,0.57914525,0.7542342,0.50726736,0.38732225,0.8354158,0.089407966
0.37343687,0.774441,0.64718866,0.6422482,0.10558789,0.5950034,0.6279109,0.74328196,0.943329,0.82972986,0.7216358,0.942028,0.6057143,0.44272017,1.0814457,0.12230426
0.4240268,0.7683521,0.9278824,0.557638,0.21592972,0.63345426,0.5554309,0.5627473,0.80166554,0.6500865,0.96923244,0.91094106,0.47138995,0.450935,1.0130848,0.12544206
0.58596337,0.9559617,1.0932567,0.732287,0.39695916,0.5470063,0.72180814,0.77497774,1.1734724,1.0184282,0.92823184,1.246524,0.77636904,0.76857924,1.2142297,0.24616776
0.44318587,0.8917683,0.99640995,0.61518043,0.15177312,0.8436273,0.6428123,0.7234416,0.9732024,0.7310765,1.155328,1.0321732,0.5378295,0.45842636,1.2176378,0.16895396
0.5651974,1.0096782,0.7929958,0.83372945,0.062715344,0.73442805,0.8166317,1.0129582,1.2215967,1.0016233,0.9362859,1.254952,0.6999541,0.40606916,1.4125819,0.14529957
0.9028248,1.2862004,1.902609,0.8718685,0.5142754,1.1226565,0.9255622,0.864732,1.2940778,0.9171469,1.9624982,1.5978861,0.62174356,0.73467314,1.7376361,0.28072068
0.69667566,1.0898839,1.4299191,0.8736165,0.18489076,1.4443307,0.8272974,0.89752364,1.210287,0.7396951,1.7461989,1.4608299,0.5864937,0.3597681,1.7022446,0.24372098
0.45531663,0.7738963,0.86875457,0.63737965,0.36216542,0.47283724,0.61138964,0.63852733,0.9369697,0.8126555,0.76445866,1.017926,0.6363739,0.6296991,0.98198277,0.18464403
0.3907613,0.6755146,0.65598595,0.65746456,0.22632676,0.4922368,0.62135273,0.6959817,0.91919446,0.76267576,0.65453416,0.95397484,0.6101413,0.47334814,0.966705,0.1260724
0.5841665,0.9569463,0.7171169,0.977592,-0.08626615,1.0069697,0.877996,1.2196544,1.242222,1.1290053,0.9556529,1.328696,0.7848555,0.31670117,1.5643983,0.2265777
0.34711915,0.72924626,0.7116403,0.5415784,0.16482107,0.55584174,0.5298862,0.6022103,0.8148626,0.67387307,0.7746456,0.8367303,0.5229058,0.4182722,0.94490033,0.10204445
0.48283958,0.80065244,0.7922588,0.68466246,0.25094786,0.542711,0.6635614,0.76234686,1.0274264,0.8868565,0.79354936,1.0691113,0.661492,0.5481387,1.0935296,0.15710434
0.4617661,0.8492726,1.016322,0.59531254,0.23607013,0.66118485,0.5938097,0.5956309,0.8980426,0.7260974,0.995849,0.9927651,0.56252646,0.49191785,1.0847566,0.1587746
0.44773716,0.8173111,1.1098146,0.70173424,0.03583587,0.9812729,0.65252006,0.6974249,0.8702828,0.6542922,1.1744349,1.089229,0.55692965,0.33035362,1.2341243,0.18198332
0.32282838,0.6847077,0.6198298,0.568521,0.15748945,0.539659,0.53467345,0.6043502,0.7850004,0.6689481,0.68587536,0.8136679,0.51956683,0.39919674,0.9149144,0.093027845
0.7154246,1.1562047,0.73875475,1.1246125,-0.29564583,1.1906747,1.0260341,1.4815849,1.4641821,1.29835,1.0606147,1.5664761,0.8818024,0.22376794,1.8215661,0.28500673
0.3552228,0.7403364,0.7485462,0.5539914,0.16808566,0.6016142,0.556592,0.60435987,0.81283474,0.6716064,0.8139538,0.85174674,0.51428235,0.41992867,0.9755454,0.09986584
0.541457,0.9392289,0.8696392,0.75628465,0.15337676,0.7207447,0.72579837,0.8456828,1.0967004,0.8702044,1.0017889,1.1518246,0.59800446,0.45498145,1.3230771,0.14945412
0.56687367,0.7778201,0.7715285,0.83158606,0.25949726,0.5822325,0.790774,0.9070001,1.1813849,0.9720837,0.75856763,1.218969,0.7561113,0.52975315,1.2099581,0.15616627
0.7407671,1.0285789,1.387326,0.8220949,0.63846874,0.54231477,0.7982216,0.8335374,1.3363079,1.1672969,1.0498276,1.5020541,0.8848622,0.9626486,1.2881026,0.3442847
0.28417394,0.66510576,0.5924584,0.5219803,0.12377091,0.5274635,0.50989497,0.58978003,0.7492107,0.6284832,0.6680521,0.7780788,0.49810344,0.3927421,0.86795485,0.098270535
0.42734456,0.76211363,0.82507974,0.6142628,0.30851823,0.4828367,0.58112216,0.62710726,0.9054089,0.7829351,0.75899017,0.9648703,0.60905826,0.5726335,0.9535471,0.16233668
1.0017864,1.4558488,2.0711153,0.9708005,0.4994339,1.2812521,1.0218673,0.9050949,1.4310162,0.9172183,2.088072,1.7461461,0.6745196,0.6857727,1.9737743,0.27322736
0.61089116,0.97273064,0.7819595,0.92295015,0.112893716,0.76539624,0.90495366,1.0730656,1.2965595,1.0159205,0.93333787,1.3193182,0.7698208,0.4185211,1.4911624,0.14839645
0.55476636,0.3560577,0.50572705,0.8144091,0.3819483,0.37222373,0.7524413,0.81016403,0.8790812,0.72881854,0.39726192,1.0370921,0.6273615,0.44750708,0.87372386,0.12188859
0.70202744,0.6495207,0.63574654,1.0271089,0.12703806,0.78070664,0.9725198,1.1582836,1.2809424,1.1113702,0.57228196,1.3626631,0.85307527,0.46620595,1.3139757,0.20404759
0.29673895,0.6684021,0.56120443,0.5584847,0.089017026,0.52966046,0.52140856,0.6205724,0.7631432,0.67179316,0.6375002,0.7867134,0.5168128,0.36804795,0.8982688,0.09850414
0.33503202,0.7316174,0.6657693,0.5662559,0.11981946,0.61124474,0.55576444,0.64975125,0.85393494,0.69683,0.7643619,0.8555274,0.5483782,0.3830369,0.9850039,0.095380455
0.4363426,0.8110531,0.9467187,0.57992023,0.21357334,0.69524336,0.5809512,0.60878086,0.8791169,0.7064439,1.028939,0.9698558,0.49021992,0.46301615,1.0763345,0.14137973
0.4284729,0.7815505,0.6994576,0.6816404,0.12968394,0.5746706,0.6716408,0.7643961,1.0152906,0.8813871,0.70589006,1.0054045,0.68616134,0.5213323,1.1036139,0.17010503
0.3639878,0.7480388,0.8532546,0.53277534,0.15007879,0.7152232,0.5514958,0.58457845,0.81213117,0.6280179,0.94234526,0.89225304,0.4694989,0.41055232,0.9958979,0.1325717
0.4677251,0.5974454,0.5691592,0.7574195,0.20965701,0.5384191,0.69464177,0.77865183,0.9104345,0.7404952,0.61342555,0.9830512,0.6022674,0.3521942,1.0262939,0.09390406
0.35543388,0.6685023,0.6236173,0.5932449,0.20606783,0.49387774,0.5590458,0.6378315,0.84155643,0.72199154,0.6597535,0.8610784,0.5569487,0.45236808,0.91439784,0.11002441
0.4171097,0.7145183,0.7161536,0.65661377,0.26606563,0.49723098,0.6351531,0.71588135,0.97813106,0.8270902,0.6999281,0.9924371,0.6435863,0.53622514,1.0066804,0.14005332
0.46247607,0.8239354,1.0022779,0.5870984,0.18614025,0.8173132,0.5836785,0.5922633,0.8630466,0.61047846,1.0945044,0.9795521,0.47382146,0.3776617,1.1327735,0.1536213
0.6654287,1.0426182,1.4904208,0.7091739,0.4220672,0.7968917,0.7381857,0.6592023,1.0799247,0.8854061,1.3900365,1.2813638,0.5880324,0.68964934,1.3271921,0.23793218
0.3826267,0.5124681,0.33275253,0.7400173,-0.036040805,0.617066,0.65358084,0.8458438,0.74771476,0.69048053,0.48199767,0.8524128,0.56473947,0.19887134,0.91174686,0.10753806
0.44741172,0.889941,0.7710952,0.70452315,-0.009927101,0.7732796,0.70737106,0.8550915,1.0401537,0.80911386,0.9163504,1.0622303,0.62801945,0.3608449,1.2524374,0.15886734
0.8641911,1.0562825,1.4729141,0.93357074,0.74516076,0.5494471,0.9329438,0.96164715,1.5098095,1.2843717,1.0670009,1.7076555,1.0085776,1.0555907,1.4266783,0.38359526
0.7142783,1.2005556,1.0135369,0.9492345,0.13930666,0.82202715,0.9221405,1.1571106,1.5214654,1.2675703,1.142289,1.5171225,0.90443075,0.6014833,1.6637863,0.21312912
0.42134044,0.8528205,0.78091156,0.6601301,0.15014173,0.5897475,0.6365875,0.7389621,0.96490216,0.81192636,0.8085733,0.9998304,0.6027664,0.46260083,1.1154788,0.11476183
0.51822376,0.9099987,0.81068,0.8186782,0.15895274,0.66347796,0.76492226,0.9048835,1.110031,0.8879027,0.8943455,1.204663,0.68835944,0.47202897,1.2872486,0.13434175
0.33221313,0.7059473,0.64950967,0.55729806,0.18570209,0.51409286,0.5264635,0.5939898,0.777784,0.67272085,0.69510335,0.8179593,0.51647973,0.43000114,0.90037143,0.10197282
0.6494793,0.74312955,0.9241906,0.8418333,0.45445308,0.5369789,0.78198844,0.85618883,1.1804721,0.96031886,0.776376,1.2779747,0.80011547,0.68079334,1.1567328,0.21014798
0.4736353,0.7494753,0.7474266,0.7294934,0.25097987,0.5402288,0.67574936,0.7780198,1.0412112,0.8564171,0.7389746,1.0629733,0.6778256,0.5037911,1.0761129,0.13274123
0.39697593,0.7846609,0.77853656,0.6004055,0.20708457,0.5445984,0.58020544,0.66272706,0.91820514,0.79104847,0.7832258,0.93962854,0.60307395,0.51424026,0.9990985,0.13391401
0.33207425,0.6657391,0.5159681,0.61168456,0.11028299,0.5530298,0.57397383,0.69689614,0.84648794,0.7410995,0.6125945,0.8462564,0.56392956,0.3787753,0.9413984,0.09845859
0.2946541,0.668778,0.5998731,0.5386677,0.127298,0.5517187,0.50486696,0.5868877,0.7433964,0.6434466,0.68182427,0.7827679,0.49726608,0.373914,0.87780863,0.09367117
0.47344097,0.84752136,0.9370489,0.62321544,0.27235165,0.57155484,0.6012497,0.65919113,0.954357,0.8092696,0.90237427,1.0149738,0.6046066,0.55782074,1.0464463,0.16340719
0.5329773,0.44193596,0.6607069,0.76313764,0.4471975,0.3794905,0.72614586,0.7527396,0.9373068,0.7478043,0.49292317,1.0675924,0.6408813,0.5211409,0.8879364,0.13417663
0.31426007,0.6473405,0.6147465,0.59285015,0.012323856,0.65476424,0.5319507,0.6647476,0.7118548,0.61802346,0.7850933,0.855683,0.4853096,0.30710226,0.9710191,0.110121906
0.6375205,0.9308464,1.1821488,0.7585631,0.4697534,0.5852565,0.7619901,0.78764296,1.2492918,0.9882343,0.9845937,1.3096305,0.8353909,0.7419889,1.2193162,0.24290723
0.7529294,1.1597587,1.4108993,0.85332036,0.551543,0.6152754,0.8378468,0.89659965,1.3825089,1.237943,1.1576676,1.5592701,0.89957124,0.92967504,1.453098,0.30915296
0.32935637,0.5997717,0.4250729,0.7859727,-0.25112233,0.9587012,0.6968103,1.0351774,0.83598065,0.851245,0.7202233,0.9846891,0.6435798,0.1791057,1.0514396,0.19332431
0.67077523,0.9192975,1.1780353,0.80063295,0.49759257,0.53864336,0.73631185,0.8205796,1.2298137,1.0480886,0.9666209,1.3316072,0.80684537,0.76613194,1.1912705,0.24570787
0.43815,0.7754206,0.97118425,0.54750985,0.22463259,0.6451096,0.56472385,0.5756672,0.7936268,0.6262881,1.0150816,0.9225714,0.44690397,0.4645847,1.0288893,0.14155927
0.29299834,0.61772984,0.52736926,0.5756591,0.17254731,0.46512547,0.531415,0.6002204,0.77228385,0.6569229,0.572818,0.7808306,0.53070366,0.4120798,0.8582711,0.09006581
0.31943253,0.7086653,0.64356136,0.555957,0.141105,0.5632561,0.5276536,0.6043643,0.78373545,0.67523605,0.71881497,0.8180196,0.5081792,0.39620543,0.92439085,0.09681022
0.43209654,0.75893384,0.80888903,0.62471384,0.297052,0.48526374,0.5902575,0.6431083,0.90396327,0.78367436,0.75050443,0.9807661,0.6054366,0.5562154,0.9567288,0.15954962
0.29640695,0.6703045,0.5770575,0.54283905,0.14587213,0.4987979,0.512882,0.5888588,0.7471356,0.6507741,0.6402787,0.77704424,0.50344586,0.40156275,0.8701227,0.091815904
0.33457252,0.5392811,0.49039483,0.60646707,0.198064,0.45123634,0.56321055,0.6412448,0.7945913,0.6762691,0.51720434,0.81112033,0.5526674,0.41024774,0.83534116,0.103930354
0.35991055,0.7310161,0.76792175,0.5516465,0.15861534,0.63451076,0.5412966,0.5842765,0.7940343,0.6478615,0.8453807,0.8520729,0.48998687,0.39785558,0.97984695,0.102300465
0.59213585,0.9781037,0.74046695,0.89937407,-0.083026,0.8612108,0.85284084,1.1058147,1.1822244,1.0106367,0.92305225,1.2934632,0.7053346,0.28805706,1.5167366,0.19282605
0.46856582,0.5654248,0.6657638,0.73538756,0.3549009,0.4256105,0.6858176,0.73752505,0.9666638,0.799294,0.5619386,1.0299067,0.6600573,0.5490508,0.9540342,0.14690965
0.4293296,0.84052986,0.8554766,0.6333524,0.2558744,0.5503131,0.6122683,0.6582644,0.92139745,0.8057258,0.82154727,0.9862148,0.58174,0.5406084,1.0439985,0.14443405
1.0556918,1.4268045,2.1623974,0.9350449,0.69469386,0.94597644,1.0122212,0.8584873,1.5143028,1.2278775,1.8158594,1.9091394,0.9454731,1.0493114,1.8001654,0.39825353
0.44430798,0.59218293,0.47219628,0.8085617,-0.03382065,0.7449235,0.7379751,0.92477846,0.91054857,0.87704754,0.5328266,1.0271552,0.6966864,0.34442264,1.0344472,0.1902785
0.8275551,1.2216572,1.7243897,0.8322553,0.39742854,1.0731553,0.8816065,0.8543135,1.2435803,0.84084016,1.8107636,1.5394547,0.60890716,0.6469018,1.6916857,0.26980725
0.35645506,0.71475196,0.67891264,0.597428,0.20914236,0.5028921,0.5767847,0.6491817,0.8867035,0.760115,0.6905591,0.89871734,0.595527,0.5042896,0.9538599,0.12936987
0.52577245,0.8982505,1.1420782,0.6331545,0.22050643,0.8545042,0.65944916,0.68688273,0.9344131,0.7089471,1.2716264,1.1102026,0.5197216,0.46649444,1.2333113,0.17533289
0.39924324,0.7460245,0.5875923,0.71272343,-0.007546775,0.774478,0.64566994,0.8622145,0.96869105,0.816985,0.79306465,0.97334784,0.6100278,0.30478,1.1640668,0.12279746
0.36173174,0.76712763,0.6586757,0.59620047,0.13692167,0.5431586,0.57845914,0.67426515,0.87311435,0.7620234,0.71482515,0.89239484,0.5612795,0.43977648,1.0032936,0.1142859
0.6433224,1.1004174,1.4545612,0.73936844,0.27314112,1.1940863,0.7599224,0.74293953,1.1435809,0.75009376,1.6224735,1.3217899,0.5560348,0.47258466,1.536401,0.22345413
0.3343692,0.69603276,0.5534062,0.65839624,-0.01639089,0.6546787,0.59260285,0.77330023,0.8534365,0.7971796,0.6557542,0.8998472,0.59730643,0.33074963,0.9942062,0.13278219
0.62381285,1.1492724,1.2836728,0.79687965,0.30665287,0.6958832,0.78038734,0.8885361,1.3369018,1.1182672,1.1640295,1.3520628,0.8325137,0.7362074,1.4244628,0.21728359
0.304052,0.665432,0.60004693,0.5525883,0.16260263,0.52191967,0.5144845,0.5853111,0.75784045,0.6498018,0.6628948,0.7878018,0.51072747,0.39652795,0.8739505,0.09039989
0.3857619,0.78230894,0.6880203,0.63042986,0.13760218,0.59280014,0.5988567,0.69507784,0.8923344,0.7395468,0.7856465,0.9220872,0.55557954,0.4031903,1.0472094,0.10102795
0.38291496,0.7350597,0.7351395,0.6080236,0.24744311,0.4998966,0.5906405,0.64820576,0.912903,0.7812239,0.7202196,0.93837136,0.6132881,0.53819203,0.9740091,0.14759342
0.31863883,0.70736265,0.58165,0.6069582,0.06473974,0.623667,0.55443615,0.6764958,0.81712604,0.71714354,0.7048242,0.8409877,0.55368924,0.3564688,0.9680418,0.10714713
