data,cplx,time,stor,virt,acap,lexp,loc,Generated_Var_1,Generated_Var_3,actual
0.70175654,0.100962505,-0.19006276,-0.19087541,0.11741666,0.47949904,-0.01868762,0.03256107,0.7047905,0.7538127,-0.20172822
0.6664709,0.11596125,-0.17290515,-0.22103074,0.19034222,0.48643056,0.021277405,0.057452515,0.6151611,0.6433509,-0.16586354
0.8376229,0.004111059,-0.29766285,-0.3661247,0.16754618,0.63178277,-0.07171008,0.020038579,0.73761123,0.7742022,-0.2794203
0.41707173,0.3552518,0.103690475,0.05781044,0.59037113,0.049294908,0.55064213,0.10604384,0.41051114,0.42437184,-0.09137615
1.1402625,0.81013554,0.25105837,0.07707494,0.58163655,-0.402223,1.3568716,0.024801312,0.5718256,1.1234498,-0.22358748
0.3881633,0.47736675,0.23967132,0.22148806,0.6932359,-0.120678656,0.72012603,0.14826977,0.33035624,0.3945033,-0.0336247
0.4194927,0.42624623,0.10380517,0.14850107,0.41781387,0.086896956,0.40397388,0.17698252,0.5311774,0.5756495,-0.0014935657
0.6928956,0.15451157,-0.16055492,-0.14866649,0.08665324,0.47314605,-0.024780989,0.058789626,0.7123316,0.82865405,-0.16594699
0.3633889,0.35804987,0.118468344,0.0905761,0.609079,0.044424657,0.5821917,0.09701953,0.31430972,0.34039223,-0.05300992
0.5893453,0.38786012,0.10204756,-0.0034288168,0.23446795,-0.13680859,0.6087158,-0.021126898,0.49955767,0.703255,-0.09082181
0.5998717,0.35889494,0.03636784,-0.08747189,0.16713004,0.025356796,0.4313082,-0.029860737,0.62440884,0.81697345,-0.12651038
0.8351936,0.08306224,-0.259281,-0.28970045,0.07140854,0.586396,-0.11177114,0.023282092,0.87499696,1.0134307,-0.28018722
0.4203605,0.44779515,0.14480498,0.16730654,0.4439797,-0.009255138,0.48893574,0.16328727,0.49103487,0.5723586,0.0056054145
0.551081,0.41983247,0.142043,0.093022354,0.34171456,-0.09688116,0.56781673,0.07356544,0.39721674,0.56939036,-0.05526664
0.46687916,0.27140403,0.015593365,-0.029173099,0.43062,0.17306484,0.37388608,0.11055529,0.49969986,0.5243197,-0.08628098
0.37694132,0.4420001,0.13521934,0.14521608,0.50151813,0.002192011,0.519288,0.16838285,0.49563995,0.54005355,-0.0017518625
0.334481,0.46525335,0.16707866,0.19574207,0.5573032,-0.021274507,0.57435256,0.14771414,0.44743147,0.46755075,0.0046107396
0.7112965,0.5975668,0.24858949,0.19518346,0.55821055,-0.22354734,0.87809765,0.1051799,0.38336575,0.7206428,-0.06910098
0.34751537,0.43269944,0.13993567,0.16313788,0.50040615,0.00746183,0.5151017,0.14733005,0.43437204,0.48143625,0.0016820654
0.5768556,0.31334335,0.04726797,-0.035461552,0.19076686,0.011803768,0.41765603,0.017403502,0.50347984,0.6333207,-0.08825108
0.6630046,0.2791255,-0.07417158,-0.15234739,0.2520789,0.25534216,0.30202264,0.04190348,0.5794118,0.73129535,-0.11230876
0.41719338,0.42063063,0.13977274,0.10719478,0.47924146,-0.042142477,0.59388304,0.07880273,0.33792004,0.41346622,-0.008946098
0.47847247,0.30805898,0.021677319,0.04654924,0.34303993,0.17253253,0.28172562,0.14018404,0.56900984,0.5942441,-0.056058474
0.6212402,0.12312055,-0.14006999,-0.13554534,0.22183268,0.38023642,0.111573294,0.043247364,0.597069,0.5913991,-0.16661811
0.45362812,0.5575873,0.23663193,0.18158326,0.70107496,-0.077596895,0.8431053,0.15280026,0.4780708,0.56349504,-0.047127284
0.6544686,0.20192292,-0.112744726,-0.12338658,0.19041595,0.35893044,0.0948562,0.088099346,0.7124838,0.7997341,-0.150803
0.4548228,0.3405488,0.04597844,0.09847828,0.36913046,0.19505733,0.2938489,0.15317562,0.51851505,0.56104624,-0.02597253
0.3966942,0.30617207,0.06627604,0.045336023,0.5536969,0.12959006,0.5051772,0.07753277,0.32196122,0.3306376,-0.07059843
0.9517922,-0.037023567,-0.36181477,-0.3885744,0.033622615,0.7142271,-0.18010032,-0.037128553,0.9801753,1.0754192,-0.3308734
0.44683185,0.35672915,0.06529401,0.08925857,0.34267902,0.14463997,0.325754,0.14068657,0.51280427,0.5770991,-0.043537445
0.52676266,0.49171913,0.20158917,0.18472973,0.4875409,-0.13115942,0.65380836,0.11064327,0.37819234,0.5487593,-0.050794758
0.36594614,0.47906303,0.21768668,0.22969453,0.6229203,-0.08970572,0.6419413,0.1539449,0.3803069,0.45517558,0.00033401698
0.7117021,0.6259501,0.24218744,0.09872488,0.4696041,-0.2750602,0.9189614,0.0551845,0.51533395,0.821096,-0.09831574
0.6278522,0.42555612,0.12094408,0.062936865,0.30600065,-0.13257037,0.6266074,0.038986076,0.41442063,0.619521,-0.06625513
0.38865694,0.44968224,0.20743278,0.18922561,0.6327938,-0.08618304,0.6663103,0.13668565,0.29358476,0.36512756,-0.044296913
0.728642,0.13012698,-0.17611489,-0.20500004,0.08614523,0.47490865,-0.021306604,0.034644,0.7823201,0.90213144,-0.21603778
0.46877545,0.45644414,0.16882583,0.16844267,0.44842568,-0.043702353,0.5285128,0.13421644,0.41713426,0.53095436,-0.026602112
0.44226918,0.3929323,0.072639465,0.12372321,0.37107503,0.14651206,0.3249698,0.16088924,0.5483924,0.59416634,-0.026602894
0.5927363,0.26809183,-0.057162262,-0.028497353,0.17008145,0.2800863,0.13936467,0.09279376,0.65718585,0.7524057,-0.10989068
0.5393898,0.5517112,0.2644447,0.2356456,0.588019,-0.18821818,0.7508919,0.12473516,0.38825583,0.60086226,-0.04746353
0.357835,0.39996344,0.14904469,0.11932593,0.57241464,-0.010334369,0.6264322,0.10535366,0.30309355,0.34844935,-0.054285176
0.4609832,0.47026896,0.18699807,0.18615255,0.48446307,-0.07245726,0.56531405,0.1441197,0.42701292,0.5467367,-0.011525847
0.6162165,0.517855,0.19706586,0.09585209,0.38979697,-0.20389304,0.7549577,0.042366095,0.4464895,0.7249295,-0.07354545
0.48408177,0.40820098,0.11822405,0.06590541,0.34029582,-0.015661854,0.48354986,0.11224299,0.42531317,0.5906287,-0.027460061
0.358225,0.39016086,0.116733745,0.1135768,0.5907154,0.03522559,0.60897183,0.0693003,0.29987422,0.31086802,-0.052198865
0.9593699,0.0065050945,-0.3325399,-0.3442168,0.016125426,0.7076101,-0.20482585,-0.008938482,0.99480736,1.1290302,-0.33949682
0.7228879,0.18634823,-0.12156864,-0.21342224,0.059474304,0.35453326,0.094649196,-0.007796459,0.76448953,0.9724708,-0.20086735
0.5043731,0.35986936,0.044017576,0.054104537,0.25158548,0.15412734,0.29081935,0.10857949,0.5637231,0.68010837,-0.06281797
0.6530301,0.60433763,0.24830887,0.17886001,0.5353992,-0.19796014,0.8173251,0.11170902,0.5057241,0.70597047,-0.046288915
0.61231,0.24551342,-0.042845204,-0.07802324,0.10321885,0.21629904,0.20906505,0.030028716,0.6644744,0.83775544,-0.14316422
0.66975266,0.5852856,0.24193186,0.17186987,0.5350843,-0.23782584,0.84030044,0.09530163,0.40878242,0.6771486,-0.085706495
0.49153063,0.4700306,0.172084,0.13280524,0.40266627,-0.09425521,0.57513857,0.11358322,0.39278615,0.54030085,-0.033288866
0.5895892,0.15950301,-0.12384718,-0.14611731,0.21044835,0.37778968,0.11807194,0.05696348,0.5940245,0.6397171,-0.15456924
0.51263183,0.422697,0.12371033,0.01609312,0.27971864,-0.07101585,0.5276243,0.052538812,0.44012088,0.67342883,-0.036509223
0.504857,0.34325373,0.050234403,0.03244241,0.2391035,0.1654635,0.2743833,0.11343345,0.5206973,0.64626706,-0.067638956
0.3762188,0.5501596,0.27688217,0.22036901,1.0995203,-0.1305499,1.1595907,0.033297718,0.26146898,0.31180108,-0.15374726
0.41120082,0.4027999,0.12974809,0.0806667,0.41922665,-0.01873444,0.5105172,0.13816376,0.3609707,0.45633838,-0.037342854
0.695936,0.53392416,0.16822912,-0.053141445,0.3045655,-0.19486359,0.81933165,-0.061804898,0.5398601,0.8996023,-0.08825406
0.5647211,0.38094604,0.11589964,0.040874932,0.29054642,-0.12186553,0.5604057,0.054349862,0.39966694,0.59370166,-0.065537505
0.51386,0.374232,0.07621311,0.05551725,0.26242402,0.014966714,0.4025119,0.09935912,0.4780454,0.6380371,-0.046948157
0.32328832,0.54753315,0.24972898,0.2684518,0.7519156,-0.13517338,0.8078209,0.13501473,0.40647313,0.46343142,-0.009657927
0.43108118,0.35421532,0.1161696,0.12411538,0.45800814,0.06778097,0.437254,0.15218471,0.35621697,0.43307137,-0.02516397
0.55613726,0.31478542,-0.014652237,0.013652846,0.19301733,0.22968595,0.20247579,0.10477939,0.6236421,0.76996905,-0.08892352
0.4460605,0.33350176,0.050025888,0.088726245,0.38505974,0.18600956,0.3077786,0.1401756,0.49730852,0.5393385,-0.038811557
0.4030662,0.38179767,0.06888101,0.071567126,0.3673898,0.09851304,0.39414132,0.13299704,0.5178374,0.5454206,-0.031433903
0.71131885,0.2620622,-0.047529317,-0.087582305,0.14171551,0.16029292,0.2498597,0.020767495,0.6695966,0.8530021,-0.16116768
0.53450614,0.4649384,0.17148867,0.11667911,0.37520567,-0.12903666,0.6131613,0.08467773,0.42239857,0.62402105,-0.024278983
0.5568039,0.40149266,0.0898641,-0.025926813,0.22492662,-0.0585282,0.5309764,-0.004794413,0.5447184,0.800326,-0.083857305
0.51382077,0.30801326,-0.004352078,-0.0027031898,0.30063832,0.23764955,0.24592426,0.124318846,0.56270254,0.61299956,-0.07185996
0.91287977,0.07776935,-0.28558528,-0.27238047,-0.011093542,0.6904403,-0.22391593,0.007058179,0.9528534,1.1334382,-0.2956664
0.46485135,0.44027197,0.09968446,0.07250765,0.5028822,0.07056147,0.48575035,0.15717748,0.50689673,0.540285,-0.0366944
0.48582125,0.41701925,0.13307118,0.10874307,0.3260712,-0.07442164,0.51425046,0.08999932,0.41268083,0.5604822,-0.024133153
0.7061259,0.20669177,-0.09385767,-0.115232795,0.06576429,0.28182247,0.11204098,0.026217166,0.72802526,0.90273523,-0.18135843
0.53255135,0.38264036,0.10380506,0.1263788,0.41443285,-0.0113946125,0.49738348,0.08690246,0.39055994,0.5543337,-0.01654046
0.4789959,0.44120824,0.15248105,0.11721787,0.34965718,-0.0750122,0.52109563,0.101210214,0.42149335,0.5840654,-0.021713063
0.42278573,0.43204892,0.14836633,0.14716618,0.5226728,-0.036230918,0.5828639,0.10517131,0.32152334,0.40607598,-0.030584998
0.38725886,0.3437031,0.116872594,0.092610344,0.69375384,0.060937107,0.6751256,0.07635673,0.32168308,0.32263675,-0.09026725
0.50574446,0.43025732,0.090653144,0.05338259,0.29594973,0.023955997,0.46236753,0.091088004,0.5033629,0.6519911,-0.020452842
0.36872426,0.38647085,0.13106957,0.1414468,0.5262233,0.034812752,0.48874298,0.16800794,0.4326192,0.46017754,-0.0010183379
0.6062446,0.4213965,0.13373399,-0.0018408969,0.26298356,-0.13317835,0.613914,-0.004062932,0.47139785,0.72073686,-0.08820196
0.9731073,0.079272225,-0.31777957,-0.28684404,-0.07703532,0.75390905,-0.3196885,0.011087399,1.0333922,1.2789807,-0.34271303
0.7891022,0.1496763,-0.17012581,-0.21399316,0.012247011,0.462011,-0.027731165,0.018157337,0.7974116,0.9891157,-0.2522601
0.46641764,0.36915088,0.050021607,0.05337281,0.252713,0.10026952,0.33276778,0.10686342,0.57631254,0.67145073,-0.044748046
0.4329191,0.48411852,0.21428552,0.22947855,0.5283005,-0.08187685,0.57436836,0.1533744,0.43287528,0.52913564,-0.0062240213
0.5179305,0.32958853,0.044095486,-0.022343919,0.20154953,0.14286818,0.2799161,0.07423448,0.5453997,0.701805,-0.08977301
0.6530973,0.20366114,-0.10474374,-0.14386725,0.10826194,0.3564538,0.10822138,0.033013716,0.6854991,0.84281003,-0.14566407
0.45615864,0.32997966,0.08504527,0.07972291,0.3858912,0.106171794,0.38257262,0.142707,0.40551966,0.4760616,-0.022009946
0.59075963,0.31665057,-0.037548497,-0.037988976,0.22589242,0.21674924,0.27175847,0.10553757,0.5838799,0.72273517,-0.08422724
0.61990744,0.20648547,-0.10731647,-0.111077175,0.1880001,0.40280733,0.08649216,0.08271638,0.6099729,0.6848664,-0.11562353
0.63644546,0.46013308,0.13908401,0.06963073,0.34457672,-0.17356104,0.6882801,0.04226312,0.4234527,0.6468886,-0.0645472
0.5874727,0.21342054,-0.052364245,-0.10765806,0.20829463,0.2550392,0.22871152,0.06627615,0.5544292,0.65300953,-0.097803436
0.36310166,0.43155622,0.12537768,0.14703569,0.47137034,0.037484355,0.48791426,0.1554339,0.4765969,0.5080747,-0.0057253167
0.41182357,0.43349373,0.12572964,0.16383666,0.43688434,0.053973943,0.43432665,0.17464896,0.49842718,0.5494923,0.0041000694
0.836173,0.13461381,-0.19834885,-0.29692575,0.0387559,0.46152574,0.011344776,-0.012960885,0.8329626,1.0627173,-0.30027407
0.53982216,0.3017086,-0.026021466,0.000526011,0.19546798,0.2776152,0.14852023,0.11311232,0.5848788,0.70092154,-0.08518236
0.3633271,0.48702723,0.17452505,0.20698462,0.5534707,-0.013951828,0.51773703,0.18764547,0.50229436,0.52496356,0.0016016439
0.46662578,0.4317686,0.15165243,0.15230411,0.44102985,-0.06367596,0.54883957,0.12307692,0.3266008,0.45882568,-0.021371804
0.42043933,0.40595835,0.13537025,0.123433605,0.3864314,-0.018885363,0.46655634,0.13482141,0.38819736,0.4939221,-0.01102636
0.58412886,0.5512775,0.23899102,0.18189201,0.49088165,-0.1820093,0.73001194,0.10344261,0.41750655,0.63609654,-0.0638705
0.94961697,0.07934497,-0.2870135,-0.2996831,-0.04854366,0.70070505,-0.22457671,0.0037272507,0.9912759,1.2183678,-0.3149837
0.37679276,0.33268917,0.09370952,0.07521099,0.58452773,0.098018266,0.5656694,0.062977605,0.3001596,0.3112081,-0.07537005
0.4919427,0.42800808,0.13639432,0.079719536,0.3405999,-0.045076314,0.5029932,0.110269845,0.40109992,0.58011013,-0.02519466
0.7877388,0.14564717,-0.20158783,-0.21688628,0.036915563,0.5299669,-0.045553356,0.02995692,0.79087347,0.9604111,-0.22056016
0.82246727,0.62310016,0.21758139,-0.13977206,0.3330539,-0.4005792,1.0789397,-0.13273264,0.6420886,1.1385417,-0.20896026
0.47275743,0.39506036,0.056294024,0.06746806,0.31687802,0.1325379,0.34440178,0.16003339,0.5373042,0.6189414,-0.02132579
0.77266335,0.23478389,-0.068742104,-0.12773181,0.07913533,0.17536081,0.23916703,-0.011684727,0.74024314,0.9462202,-0.19957617
0.7843692,0.10901902,-0.2167081,-0.2106289,0.045288816,0.5674725,-0.10309087,0.030539284,0.8007718,0.9418731,-0.20943093
0.44097123,0.4587195,0.15461448,0.19449401,0.48408192,-0.04300723,0.5274042,0.14122528,0.4236421,0.5004003,0.018641606
0.5877141,0.23066005,-0.056803606,-0.056602284,0.23747072,0.34421974,0.14956143,0.094289556,0.58563274,0.6343065,-0.09511552
0.72982156,0.1666784,-0.17474133,-0.18344161,0.052053213,0.49081331,-0.0349842,0.047876615,0.747601,0.9151286,-0.19643208
0.65489686,0.24886957,-0.06854289,-0.10003629,0.0990186,0.29971752,0.11707643,0.045321196,0.6487439,0.8103044,-0.16234753
0.37501332,0.4040709,0.12368494,0.1436595,0.5168885,0.015427659,0.5151243,0.12122448,0.36192337,0.4309561,-0.0133236945
1.139431,-0.034613065,-0.4723772,-0.50653565,-0.017808914,0.8594322,-0.3188227,-0.03898626,1.2237387,1.3930937,-0.44823614
0.40570363,0.40420258,0.10129365,0.10722974,0.4892383,0.055969648,0.4669057,0.17087372,0.46598297,0.5262992,-0.016948394
0.5237993,0.5579922,0.23570949,0.26561183,0.65146255,-0.14707914,0.75084484,0.11542958,0.46722245,0.638077,0.0053610355
0.44497,0.41998786,0.10920155,0.10510373,0.31702006,-0.0043945643,0.42512402,0.1288186,0.4933232,0.6211754,-0.006818734
0.7782761,0.04001009,-0.26225853,-0.2717739,0.07775407,0.5812342,-0.09491058,0.01017334,0.78003436,0.8339234,-0.24436674
0.4623647,0.41247475,0.0743362,0.080210365,0.38911048,0.10511127,0.41767964,0.16365898,0.49978602,0.57840675,-0.010656297
0.39751068,0.39092642,0.11351049,0.14341134,0.42003608,0.065887906,0.41103387,0.16201863,0.43213987,0.49644774,-0.0058559105
0.41671756,0.33172017,0.09112669,0.06493025,0.5160842,0.095617525,0.44441795,0.1286686,0.4078307,0.44549844,-0.049647905
0.44976673,0.38447613,0.06013989,0.11359916,0.35596693,0.16114187,0.31221217,0.16009122,0.55591375,0.6020983,-0.0280694
0.6004016,0.4663424,0.14993417,0.008212596,0.30282873,-0.17991622,0.7237389,-0.029363533,0.48986003,0.76191795,-0.07503194
0.4612611,0.5009037,0.23728478,0.24175015,0.56984293,-0.11359188,0.6374459,0.14482717,0.36221376,0.512572,-0.04048001
0.40987483,0.4370963,0.13778228,0.17163238,0.42560095,0.007538927,0.45507938,0.16960883,0.49198598,0.56430507,0.010931499
0.54316574,0.34891254,0.097408205,0.011238687,0.21835959,-0.03571467,0.44726285,0.03661623,0.4518062,0.6095791,-0.06870989
0.97479093,0.6897955,0.24289924,0.09179403,0.51330984,-0.35277784,1.1366965,0.032098845,0.50398326,0.98187244,-0.14762166
0.47748867,0.3714168,0.054418758,0.0144988075,0.27923876,0.12022912,0.34664035,0.1021459,0.51296014,0.64033824,-0.04859703
0.7013444,0.07011202,-0.19580042,-0.21618369,0.2512172,0.43575865,0.115533255,0.020677421,0.64694,0.64773834,-0.22981194
0.45737714,0.41463292,0.110747255,0.07036786,0.33431637,-0.062010907,0.51463974,0.086150795,0.42103174,0.50776964,-0.025874339
0.36804432,0.3643703,0.14055592,0.11875034,0.6258123,0.010836092,0.63432634,0.09204187,0.26841164,0.28812262,-0.05864977
0.58212984,0.30922887,-0.015206628,-0.080488965,0.22271356,0.20743513,0.2837559,0.07737664,0.5251466,0.68830144,-0.10006388
0.31990194,0.41373914,0.16215739,0.16626576,0.590545,-0.0066333273,0.5731082,0.14663853,0.4094242,0.42286348,-0.012973629
0.7025789,0.18670751,-0.14639536,-0.13080989,0.036117114,0.45538828,-0.06270088,0.056811273,0.742328,0.928507,-0.18963838
0.5021463,0.3769943,0.08605039,0.059127353,0.25866836,-0.0035368847,0.41911435,0.07261279,0.48275805,0.6230487,-0.041951455
0.87055457,0.028362382,-0.29652202,-0.2915873,0.026095547,0.6644474,-0.17516187,0.0046436246,0.8661584,0.97323966,-0.2683601
0.5212533,0.48441333,0.18738642,0.18248647,0.4779153,-0.10537745,0.61588407,0.113243446,0.40743163,0.5613507,-0.022126473
0.6700387,0.20726228,-0.05507285,-0.18620914,0.13418336,0.20623098,0.23508148,-0.014137818,0.65103704,0.8507319,-0.1670857
0.51325977,0.3136088,-0.012596503,0.005111806,0.28250155,0.20502378,0.2695561,0.12575212,0.5472914,0.62716854,-0.04741744
0.6299859,0.49251497,0.16559425,0.12224123,0.39878702,-0.14534435,0.69124615,0.0741868,0.38333166,0.60973215,-0.06723615
0.956685,0.07473766,-0.31107762,-0.31239182,-0.050336927,0.7093865,-0.23154384,0.006529987,0.9925841,1.225642,-0.32799116
0.3733088,0.34163153,0.11952744,0.11471483,0.58058727,0.05389086,0.49130943,0.13629235,0.38309634,0.37116212,-0.027396016
0.4323088,0.38420212,0.081773944,0.11112785,0.37541926,0.113505565,0.3567288,0.15345338,0.533254,0.58864105,-0.03462054
0.35890946,0.40987605,0.16044815,0.1512016,0.5788286,-0.022361,0.5851305,0.14428113,0.35320196,0.39363775,-0.015975304
0.4646438,0.3804177,0.061401393,0.09586556,0.30614662,0.10687434,0.3209538,0.15333313,0.565945,0.64867425,-0.029034086
0.56759113,0.4632427,0.15249649,0.06348106,0.33535558,-0.11483936,0.58221817,0.04812483,0.48453218,0.6797794,-0.089434616
0.44319195,0.44435793,0.16787735,0.16371146,0.43787637,-0.03084663,0.50346076,0.15215312,0.38625136,0.51191235,-0.016510807
1.0081437,0.062430415,-0.32694593,-0.33455378,-0.06376089,0.7218733,-0.24287179,-0.03139939,1.0419862,1.2965693,-0.35477597
0.45016095,0.34776664,0.06732198,0.023182191,0.5424479,0.088208616,0.48940685,0.14645638,0.45305943,0.5107082,-0.06303344
0.54655445,0.4432711,0.16196913,0.05052569,0.32258973,-0.15646468,0.64056015,0.035550125,0.4328975,0.68934834,-0.07348249
0.79730546,0.11392357,-0.20863158,-0.22331062,0.08484803,0.5793283,-0.064623296,0.052255563,0.7615804,0.858592,-0.20663941
0.4624829,0.31704152,0.029592812,0.055742957,0.3667367,0.21818805,0.2868759,0.1303809,0.49340373,0.5395238,-0.04629273
0.84851134,0.51171386,0.14537993,-0.023470141,0.31356192,-0.2809429,0.90073454,-0.061460897,0.5021782,0.85998744,-0.15187195
0.55154896,0.34611958,0.060487196,-0.0038568676,0.19372164,0.077156395,0.32917717,0.06234321,0.498618,0.6664067,-0.09816245
0.70908767,0.5491138,0.19104028,0.09835899,0.40632322,-0.22342066,0.8300276,0.045141272,0.4292494,0.73025537,-0.104372896
0.5271668,0.32923204,0.04198999,0.015218876,0.21066558,0.09559392,0.32851127,0.06765239,0.54144824,0.646186,-0.06961083
0.4953326,0.40309805,0.099648416,0.033068903,0.26909894,0.0077709733,0.43614537,0.09295356,0.45281252,0.6332358,-0.031052157
0.8187068,0.14341676,-0.2062611,-0.19359949,-0.034796223,0.54156196,-0.16408426,0.03471659,0.86240965,1.0843269,-0.27107748
0.35583887,0.4423284,0.17524649,0.2226503,0.55537105,-0.026168881,0.5196681,0.16940202,0.43362436,0.47841424,0.017630868
0.6281612,0.1679225,-0.11914364,-0.114354104,0.19125548,0.3627786,0.09729761,0.05631666,0.66758466,0.6998141,-0.1659416
0.6125911,0.269647,-0.08011577,-0.13283911,0.23652732,0.2558674,0.30345982,0.05851753,0.56920606,0.6780877,-0.10227796
0.5560751,0.29485434,0.01610988,-0.059279397,0.15508066,0.16819549,0.23696537,0.04734283,0.5974793,0.75632066,-0.12485132
0.49931428,0.4106183,0.11482401,0.030763526,0.31117016,-0.044121955,0.529086,0.086611174,0.39383692,0.59144247,-0.034605123
0.56303906,0.4742061,0.17714845,0.11442803,0.3967614,-0.116003074,0.6444863,0.08199196,0.43505326,0.6262498,-0.057707123
0.3684515,0.41733015,0.16969764,0.17669827,0.5856589,-0.029097639,0.567878,0.14920372,0.371075,0.42506373,-0.015448295
1.0282319,0.017153628,-0.36713624,-0.41427907,-0.07071224,0.7668216,-0.26423174,-0.031612888,1.10374,1.3339522,-0.40302542
0.48371652,0.3579057,0.051402494,0.05740864,0.25883448,0.17255512,0.2567495,0.128443,0.5385553,0.64519525,-0.055038445
0.45328367,0.29225782,0.031201143,0.07883655,0.37717238,0.20230189,0.26469702,0.13131854,0.49621487,0.5175485,-0.041506566
0.39106116,0.46075636,0.17704111,0.24050787,0.55458045,-0.03466243,0.52629817,0.16572781,0.44045728,0.51285064,0.025527783
0.39330292,0.33292866,0.087344274,0.017369043,0.527267,0.10365992,0.46942124,0.13748021,0.39039278,0.42495853,-0.057728656
0.547722,0.31181616,-0.0076884255,-0.0012971535,0.17158209,0.21606801,0.19252068,0.10332215,0.5815586,0.7270577,-0.08453224
1.0393436,-0.052787706,-0.42019066,-0.4696353,-0.009112641,0.81395763,-0.26268643,-0.0334557,1.0341041,1.196799,-0.36282918
0.9396186,0.0149771795,-0.30732504,-0.31629178,0.002376251,0.739458,-0.24646917,-0.0022389404,0.93896973,1.064689,-0.30381116
0.41997772,0.38850123,0.10158665,0.13279153,0.4445153,0.09348654,0.40163487,0.16454303,0.48927724,0.52533174,-0.006535195
