rely,data,virt,acap,pcap,modp,actual
0.26489317,0.25272632,0.64789385,0.10858768,0.79893786,0.7407128,0.2814696081469608
0.33717698,0.24720603,0.4675905,0.36473727,0.67388725,0.47600502,0.5422076542207654
0.24571568,0.7545297,0.50214696,0.1630531,0.7887011,0.5170226,0.6343018634301864
0.278529,0.37663564,0.79309404,0.16053402,0.6244643,0.5383659,0.28466277846627785
0.49573034,0.18479018,0.49418342,0.35242814,0.5712178,0.73889226,0.22350292235029226
0.29338062,0.42383346,0.50843287,0.36807203,0.6970221,0.54286635,0.5270569527056953
0.24912655,0.3314245,0.7225992,0.24976188,0.7221873,0.6103605,0.3068694306869431
0.4627595,0.39065626,0.36811042,0.61494696,0.5707891,0.38543844,0.6278230627823064
0.16244882,0.4426991,0.73700076,0.11146271,0.8645251,0.59857297,0.4181130418113042
0.36104375,0.51902235,0.32946083,0.6483699,0.6985382,0.5906548,0.7244606724460673
0.07843655,0.5614905,0.62615377,0.17163628,0.8659034,0.497065,0.5752907975290799
0.074344516,0.59282374,0.7841728,0.10031623,0.8061966,0.41645932,0.5462162546216255
0.15078264,0.6708329,0.5233879,0.1616211,0.78900456,0.42470032,0.6626400662640066
0.43671894,0.5638668,0.31788197,0.4947027,0.54525214,0.49536145,0.5756310575631058
0.03338465,0.6361103,0.69388366,0.043542266,0.94635266,0.5569871,0.6061667606166761
0.26862466,0.39407116,0.46203268,0.37896752,0.7604558,0.53296465,0.5335882533588253
0.314856,0.27733886,0.6573937,0.20748872,0.6300665,0.5340026,0.35171911517191157
0.10041979,0.52315915,0.75410026,0.12211102,0.8488619,0.48283398,0.4710782071078208
0.16737324,0.48516345,0.5534372,0.20913517,0.800706,0.5393967,0.47838972783897277
0.6237174,0.21405192,0.72521186,0.3210448,0.47105098,0.7969135,0.16260786626078663
0.17310709,0.5520614,0.8041067,0.30377328,0.66867346,0.3484462,0.7597810759781076
0.10703188,0.5606276,0.7523156,0.16092795,0.7775309,0.42369306,0.6259239625923962
0.3967451,0.28653216,0.60995704,0.61533225,0.5284943,0.45809412,0.4604171960417196
0.0875926,0.5291696,0.6458785,0.06895125,0.92403555,0.5799353,0.5060859506085951
0.6045903,0.19160844,0.25440434,0.58102953,0.5862987,0.78403926,0.3839967683996769
0.49272877,0.44250268,0.4235203,0.7946341,0.41611508,0.5028323,0.9061389906138991
0.22109282,0.5332932,0.5896551,0.095560074,0.755336,0.48597896,0.500690250069025
0.37542707,0.5736011,0.37798622,0.18959314,0.6812775,0.5722082,0.38720778872077893
0.4018113,0.28220603,0.8311184,0.27932072,0.4892108,0.5004119,0.3455249345524935
0.20595479,0.6205412,0.43017787,0.20419335,0.7297048,0.43905568,0.6110770111077011
0.2650987,0.44292817,0.7389438,0.20863664,0.5721302,0.3620035,0.34144279414427947
0.048736572,0.55057055,0.79740155,0.09681249,0.81424177,0.37014747,0.5335064533506454
0.28129345,0.42521012,0.70812637,0.22442359,0.7685562,0.70338714,0.40430634043063407
0.30390978,0.44692853,0.37474883,0.54153,0.722095,0.5186828,0.6496110649611065
0.18170923,0.47599554,0.7123998,0.11746383,0.78056645,0.55877346,0.39999428999942904
0.07787588,0.5986118,0.75833845,0.1301685,0.7957705,0.3585186,0.5855405885540589
0.22069323,0.3767963,0.534631,0.20482111,0.7875912,0.59057665,0.36363915636391564
0.04980135,0.6475489,0.6752242,0.04352367,0.8806104,0.48586214,0.6209740620974062
0.09540263,0.67265815,0.6044635,0.11580676,0.8209192,0.3735724,0.6232101923210193
0.17704928,0.41463616,0.6272456,0.18666297,0.8303953,0.5873097,0.41421734142173416
0.093100905,0.57872427,0.69451076,0.13472855,0.8210576,0.47916782,0.6279141927914192
0.33708268,0.38044286,0.75310373,0.19546294,0.6967072,0.589499,0.399668239966824
0.2436623,0.39714172,0.6750485,0.41224986,0.6454784,0.48479062,0.608849410884941
0.2989915,0.33568826,0.5561035,0.28895295,0.65428734,0.41342527,0.31248113124811316
0.13210934,0.45475006,0.63567203,0.14705986,0.87854666,0.6335649,0.4511052451105245
0.03770536,0.5485666,0.9274399,0.08087009,0.88895744,0.5378775,0.5290697129069714
0.085957915,0.42155766,0.6902547,0.074926555,0.8902052,0.49115038,0.4741288274128828
0.17239094,0.6594245,0.48858213,0.23697776,0.7079617,0.28435045,0.5994237599423761
0.10239977,0.7170021,0.530525,0.051099956,0.8665291,0.4876789,0.7442866744286675
0.14555508,0.39355898,0.5631305,0.17820543,0.8957774,0.6237685,0.4892147689214769
0.28393275,0.7021756,0.32361755,0.1557486,0.75076824,0.5431516,0.591313759131376
0.05842626,0.56869495,0.8623923,0.1048398,0.8762492,0.4935904,0.5796145579614559
0.47447628,0.7065277,0.1698966,0.59540844,0.56590223,0.5616112,0.7823602782360278
0.050873935,0.6584275,0.69969,0.030379117,0.8642954,0.48283583,0.598594659859466
0.4747287,0.21034305,0.78216213,0.348697,0.43726,0.41975307,0.2793160679316068
0.49684876,0.44368362,0.36281338,0.6811434,0.56835735,0.54988587,0.3465185846518585
0.091591716,0.46041003,0.6894675,0.110411465,0.9599987,0.6542673,0.49327026932702694
0.27956957,0.59523034,0.4849556,0.2854393,0.5936265,0.35121873,0.6525548652554866
0.16932088,0.6451776,0.73867476,0.20871341,0.81047285,0.5124692,0.6134064213406422
0.23652345,0.5060292,0.6956112,0.20620894,0.6300042,0.31834745,0.51152270115227
0.26371503,0.6131643,0.38373643,0.33031613,0.68111837,0.4016596,0.6338905133890513
0.098148316,0.5674629,0.7599594,0.13344139,0.8888302,0.55581236,0.46448474644847465
0.37541217,0.41622624,0.49869686,0.35956275,0.7198607,0.70028377,0.42647402264740225
0.25008702,0.34707427,0.7631591,0.10199362,0.77672726,0.7370035,0.2594616659461666
0.3479414,0.47057983,0.40373862,0.4398685,0.71694684,0.6655836,0.497000679700068
0.10546148,0.60233927,0.60908175,0.15312564,0.8000007,0.4125396,0.5559210155921016
0.23914576,0.7098136,0.31408256,0.25003463,0.7696019,0.47974753,0.6284397628439764
0.3307404,0.7435528,0.5550066,0.26392078,0.707579,0.53001,0.4791117779111778
0.17888999,0.5958752,0.8025178,0.18421787,0.7432123,0.38539994,0.6398254639825465
0.18885177,0.469293,0.45969498,0.17334318,0.836837,0.54799527,0.49158124915812496
0.27263355,0.40087518,0.8167493,0.22225219,0.6685251,0.432002,0.3595053659505366
0.22570807,0.61528933,0.5344711,0.25597805,0.6177599,0.23207179,0.7491831749183175
0.1567955,0.5618183,0.792128,0.20667303,0.72403395,0.36969364,0.6790044679004468
0.38377422,0.3959212,0.4455878,0.4396459,0.6121631,0.58662677,0.49276702927670296
0.2225684,0.3409257,0.6056007,0.281614,0.7590273,0.5721537,0.47439698743969877
0.14921904,0.6820663,0.44825798,0.10927153,0.81247824,0.44297016,0.6841286684128669
0.04420519,0.5883845,0.9845859,0.12092143,0.90430015,0.6018431,0.5432919543291955
0.099642664,0.47623152,0.68370485,0.11541146,0.9072497,0.5690755,0.47684870768487075
0.33176297,0.43094173,0.46242726,0.36852163,0.7209626,0.64498645,0.47108761710876174
0.15328413,0.65221524,0.53007716,0.103322744,0.8182151,0.41144356,0.5528433852843385
0.14447796,0.3728874,0.6438041,0.14418697,0.74432373,0.38199922,0.4475019747501975
0.38010478,0.39414263,0.6761437,0.062030435,0.5801815,0.65530723,0.3135158113515812
0.49027097,0.2852619,0.48675072,0.17460066,0.4551635,0.5204662,0.1604655860465586
0.044027835,0.5865438,0.89827585,0.13625467,0.8467682,0.43839365,0.5447505044750505
0.20375282,0.60464823,0.59164375,0.2319935,0.679355,0.30930316,0.6536198353619836
0.1494652,0.4538433,0.7225921,0.2438696,0.8377471,0.58499295,0.4424828742482874
0.23890251,0.40070397,0.62253094,0.29736334,0.70320654,0.4566301,0.5295342129534213
0.05127281,0.56430113,0.8763744,0.10671967,0.8039487,0.38824704,0.5033411903341191
0.4242072,0.40368423,0.3593128,0.53716755,0.56768143,0.5249436,0.47216157721615776
0.04437086,0.5920488,0.75805676,0.052687943,0.9860892,0.6733062,0.5418424541842454
0.32395995,0.20791453,0.6654245,0.29533166,0.693655,0.63201004,0.2090112909011291
0.29155922,0.44643363,0.64536965,0.26774716,0.5965946,0.4084835,0.6122301212230121
0.32092404,0.39788103,0.4266141,0.47033632,0.7076362,0.56973064,0.6152390615239062
0.060637265,0.5579243,0.71897835,0.17561632,0.86048627,0.5601163,0.5577396557739656
0.30196846,0.464005,0.3475534,0.3425166,0.80147153,0.6480176,0.48381864838186484
0.21932334,0.50865173,0.7549514,0.19436389,0.59436977,0.29373664,0.4597998159799816
0.19852197,0.5171273,0.5639714,0.18008584,0.73745716,0.47276324,0.4370317037031704
0.2715901,0.54166603,0.5772164,0.25638872,0.76694703,0.5718301,0.46269594626959465
0.3193189,0.40798038,0.6980452,0.2862782,0.686404,0.6044911,0.38192055819205584
0.24801171,0.546375,0.8755269,0.09390324,0.7309505,0.63344246,0.4294667429466743
0.09002346,0.5443452,0.90086484,0.1072219,0.76895,0.43340832,0.48767708876770893
0.3105123,0.37084588,0.45178348,0.36976802,0.7874317,0.6642023,0.501877050187705
0.4150021,0.6021309,0.43023682,0.29852158,0.7320273,0.8081964,0.36213693621369364
0.20050341,0.47593296,0.60670614,0.29649127,0.64599586,0.3846897,0.6700875670087567
0.41132635,0.4100263,0.35180953,0.401119,0.6529685,0.59628415,0.40221111022111106
0.10669178,0.52480423,0.87023944,0.17253351,0.6757579,0.23572743,0.6410087641008765
0.22947061,0.41430062,0.7305951,0.09464729,0.6745348,0.49400163,0.3092126809212681
0.31151402,0.5668577,0.42355174,0.24314171,0.69237155,0.5683836,0.5035817503581751
0.15324712,0.44383746,0.723605,0.22214705,0.89909875,0.6222163,0.47495441749544176
0.13087618,0.44335073,0.6362301,0.0893808,0.80666065,0.42805725,0.4621025162102516
0.11355609,0.51420105,0.89599663,0.09395158,0.8037727,0.54562104,0.4385456238545624
0.22240305,0.38505107,0.65966874,0.23671365,0.77582324,0.523917,0.3596509359650936
0.17809325,0.6744479,0.4823329,0.100601256,0.73885083,0.3425386,0.6103140110314011
0.13570827,0.48502535,0.5713218,0.12358534,0.78675723,0.3121375,0.494331289433129
0.11302829,0.42902935,0.8030379,0.11754632,0.82261425,0.51107436,0.4597542759754276
0.19520563,0.7644452,0.4458546,0.14533037,0.8995822,0.60573316,0.5907787090778709
0.13273239,0.46167824,0.73469126,0.25720805,0.7927001,0.4786744,0.606186960618696
0.34263676,0.19263807,0.5312663,0.32102376,0.75710183,0.66860396,0.4397104839710484
0.11986828,0.4668971,0.82185537,0.14239275,0.9482604,0.62520313,0.4603519260351926
0.23360991,0.3825712,0.62212527,0.08515006,0.6660068,0.40147913,0.27439465743946573
0.46603,0.3444812,0.4639542,0.55341554,0.5365974,0.50798273,0.5598466559846657
0.3513794,0.6697922,0.4882211,0.3594864,0.47723737,0.12557626,0.7183171718317173
0.39783192,0.72025514,0.2929434,0.40551472,0.682192,0.50944227,0.6492025649202565
0.15931499,0.4544524,0.61297476,0.07722318,0.82655764,0.5471407,0.47902368790236877
0.32858396,0.39034623,0.5470441,0.40494013,0.5467726,0.31387398,0.44842858484285847
0.28284734,0.35151625,0.7718013,0.17378873,0.56195694,0.3781224,0.42226459222645923
0.1757189,0.34998295,0.6694916,0.14012975,0.7443143,0.4118757,0.4678658667865867
0.23654318,0.50336874,0.762214,0.26536578,0.6596925,0.38666868,0.5381931538193154
0.32589078,0.5837294,0.3788935,0.23917568,0.8389419,0.7112139,0.4482014048201405
0.3840974,0.447857,0.54171866,0.09196234,0.6064699,0.62317336,0.37273013727301374
0.17488492,0.46549755,0.4901591,0.24408108,0.7819792,0.42565924,0.5213277521327752
0.5213997,0.26476106,0.56993407,0.34958988,0.6863508,0.8324036,0.28232299823229984
0.28156108,0.3636164,0.57036465,0.35414714,0.7322709,0.5976552,0.44523032452303246
0.14882398,0.7173404,0.71626544,0.12014669,0.8831086,0.5828796,0.5087434008743401
0.08912921,0.50483704,0.71457213,0.07764161,0.69666433,0.19868515,0.500487950048795
0.22371483,0.39640006,0.80751693,0.26549047,0.58871776,0.34130305,0.47413651741365176
0.20537871,0.35412464,0.76827186,0.2074663,0.7155365,0.4445749,0.46405778640577866
0.1315825,0.5455132,0.7875415,0.109464586,0.7905187,0.46887416,0.6347777634777764
0.10731453,0.56940055,0.5322548,0.13857186,0.80342585,0.43495232,0.5670923567092357
0.2529208,0.36354178,0.4702783,0.16040093,0.8933089,0.64868224,0.4579367457936746
0.3821603,0.44297647,0.41796482,0.5701344,0.60373163,0.5344396,0.5525055552505556
0.16925031,0.33962515,0.7560024,0.045320928,0.7866676,0.58635646,0.40368677036867706
0.21079636,0.38602853,0.44827205,0.1773457,0.8667117,0.5855953,0.41248664124866413
0.6393366,0.16123633,0.29663277,0.5575149,0.5298996,0.802156,0.303808830380883
0.5061921,0.36722505,0.2817021,0.71710134,0.59923446,0.69487864,0.6161165216116522
0.24202979,0.27679986,0.5420503,0.20801818,0.8387103,0.6532076,0.39402309940230995
0.23678249,0.3795825,0.6291209,0.19583523,0.7014164,0.4688201,0.40498374049837405
0.16754025,0.606651,0.5505705,0.06849998,0.69574094,0.2017773,0.46050618605061866
0.2962044,0.5419985,0.7446746,0.1453886,0.58674574,0.35907298,0.5908750290875029
0.23408788,0.4962129,0.80779266,0.27067316,0.60686225,0.26246488,0.6309092630909263
0.34507513,0.5859682,0.3449226,0.3848554,0.7544923,0.7379414,0.4494798049479805
0.29982257,0.5455736,0.3478588,0.28079462,0.5949236,0.25924134,0.502229350222935
0.13231051,0.59810966,0.45582318,0.16091114,0.84167194,0.38663286,0.5780008578000858
0.11567932,0.6179186,0.63284665,0.10064465,0.70618457,0.24727508,0.5381617538161754
0.25057948,0.5182937,0.67452055,0.24466008,0.5422224,0.25315642,0.7620190762019077
0.24206334,0.43206638,0.74449503,0.24313492,0.6860683,0.5289999,0.3778343877834388
0.061281115,0.47630256,0.8506293,0.12468356,0.89425164,0.47426462,0.5804935080493508
0.04133153,0.52617484,0.8336196,0.082176626,0.89782417,0.49985224,0.48822580882258093
0.23049349,0.40729216,0.74853694,0.0,0.7150051,0.643587,0.33646086364608635
0.26275116,0.35513955,0.88164294,0.28146762,0.6919963,0.5321416,0.39220610922061094
0.086275935,0.46607542,0.8549914,0.10575676,0.8882361,0.57664233,0.5056647005664702
0.39714408,0.15728828,0.4273033,0.36299056,0.7276422,0.6601185,0.3889080088908009
0.25532478,0.4407282,0.8830588,0.30551732,0.6140035,0.36292845,0.6371977637197764
0.38334018,0.17252257,0.46462294,0.26907855,0.68405575,0.56646585,0.35329568532956857
0.20525354,0.5844399,0.40480042,0.27320427,0.7358494,0.4415697,0.6171594317159432
0.03148511,0.5512484,0.85244673,0.120791376,0.94686663,0.5977943,0.5261417526141753
0.2619024,0.48135024,0.68133825,0.22764975,0.4960076,0.19356896,0.4591520859152086
