size_D,duration_D,har,dba,ifc,nlan,telonuse,t02,t03,t05,t06,t13,t14,effort_D
0.14864692,0.12049367,0.12126976,0.009400606,0.04795670979567099,0.2426670357332964,0.6297964,0.18228781,0.10235919476408051,0.1294522677671361,0.282481616948897,0.07596439455786368,0.07347715,0.22828440369706424
0.07878828,0.044005923,0.20412928,0.06818378,0.04225531622553163,0.200126569987343,0.69590795,0.33945817,0.1682651131734887,0.07302490438149427,0.3809051228543074,0.16036898962213939,0.07199985,0.11787416707245003
0.19011903,0.12321769,0.24581236,0.04936415,0.1494085049408505,0.40879203912079604,0.6932913,0.30143535,0.1693972830602717,0.3052164483129869,0.3992345539540732,0.14966154897969294,0.15233213,0.25611634536698075
0.19466104,0.15518954,0.23697013,0.07635403,0.16727875672787568,0.3939853606014639,0.66031456,0.24160999,0.17533798246620175,0.23314537398872245,0.36880762212845736,0.1357069681424181,0.15357059,0.2557683453461007
0.11178139,0.096967146,0.092902124,0.058214724,0.024611832461183248,0.19405841059415893,0.63469136,0.21952921,0.1317744168225583,0.0817436349046181,0.28913874734832484,0.0809012698540762,0.066541255,0.1932437515946251
0.09771784,0.055763867,0.24633598,0.05201274,0.07314113731411373,0.2516457748354225,0.7021804,0.3568167,0.202817569718243,0.15532157931929474,0.3910329534619772,0.21461130287667818,0.08593547,0.1335064880103893
0.22982705,0.13149521,0.13298136,0.05765897,0.09582847958284796,0.3071681692831831,0.63212556,0.2044326,0.06509619349038065,0.18290413097424787,0.30656756839405414,0.06447226386833584,0.23783445,0.272930816375849
0.43022254,0.28765056,0.31945765,0.15928102,0.3483592948359295,0.4807849519215048,0.5611791,0.32011825,0.20214915978508402,0.49301197958071874,0.3770365926221956,0.3156424389385463,0.59357035,0.4732634683958081
0.15485846,0.16862325,0.2556675,0.10101664,0.19748567974856798,0.29525147047485295,0.6191158,0.37318468,0.27556360244363975,0.2529128951747737,0.39407249364434965,0.25104738506284313,0.18457341,0.20672769240366154
0.15142407,0.14710726,0.14026576,0.074346244,0.09509111450911145,0.2426857857314214,0.6096825,0.3026371,0.20613593938640606,0.17851157071069426,0.31367751882065115,0.13061350783681047,0.118269086,0.218048183082891
0.39617565,0.21574202,0.59313023,0.19401562,0.3880984888098489,0.7628282737171727,0.7889612,0.49144822,0.18505586149441383,0.6606805696408342,0.6531704391902264,0.4132383747943025,0.4720974,0.35149430108965807
0.1615881,0.13537076,0.14667642,0.08413416,0.09714583571458359,0.28427741157225883,0.63603926,0.28102368,0.14777646522235346,0.17772944066376645,0.33932068035924084,0.08953875537232532,0.10010189,0.222785233367114
0.15127012,0.14813927,0.33627033,0.110244215,0.2356075035607504,0.35530611446938853,0.66611606,0.4385386,0.2626426237357376,0.3162157689729462,0.45922812755368764,0.33847852030871123,0.22660929,0.1857561111453667
0.15841526,0.14320743,0.13005733,0.05474639,0.08335093833509384,0.27724442227555773,0.62138915,0.2784741,0.2105842289415771,0.19523616171416971,0.3102564386153863,0.10960299657617979,0.10125822,0.23204128392247703
0.13141605,0.11219317,0.036698103,0.08229214,0.005495369949536995,0.18456806154319383,0.6133708,0.1635654,0.10187579981242001,0.057948323476899405,0.2495640849738451,0.01695615101736906,0.067488134,0.2232730533963832
0.38332626,0.3284526,0.2068569,0.21837449,0.296628589662859,0.3117994988200501,0.48581135,0.24590415,0.2713154728684527,0.37440397246423834,0.2483282948996977,0.24447919466875168,0.40170592,0.4349521260971276
0.050425664,0.059253,0.44640607,0.13169014,0.18173311817331184,0.25338277466172254,0.72184587,0.5533982,0.3478201652179835,0.2210021732601304,0.4900526094031566,0.4127109847626591,0.2411223,0.05099982305998939
0.18735139,0.13824868,0.13107884,0.07137078,0.07846937384693739,0.32514014748598524,0.65451145,0.2349574,0.1405969159403084,0.1917148915028935,0.3244105194646312,0.06787968407278104,0.11561191,0.24911366494681988
0.48107272,0.37563503,0.5409988,0.32789493,0.5268713526871354,0.5106513489348651,0.5041348,0.5147584,0.4612381938761806,0.5923835355430122,0.4477219868633192,0.4617745577064735,0.7511716,0.5174892310493538
0.15629393,0.13683188,0.17319894,0.08342898,0.09117139311713932,0.2678397732160227,0.62992567,0.2179926,0.13273443672655633,0.21114464266867858,0.3204981192298872,0.1604656696279402,0.14606744,0.25430861525851695
0.1419014,0.13608792,0.16263151,0.0780825,0.11286906528690653,0.29230867076913286,0.64018416,0.24378645,0.1734570426542957,0.18182428090945688,0.3254673195280392,0.12103194726191685,0.09681457,0.21919588315175298
0.20909378,0.20227793,0.180713,0.06785351,0.14317999431799946,0.22383687761631224,0.5603155,0.30281937,0.2343455665654433,0.20502533230151995,0.283088816985329,0.21091945265516718,0.16755146,0.2473119648387179
0.25784856,0.13915154,0.36047608,0.11821371,0.2396945939694594,0.5631452436854756,0.7455649,0.37652427,0.17307670269232972,0.43644609618676583,0.5091085305465118,0.21149076268944578,0.24074584,0.28590239715414384
0.42128876,0.3326012,0.2787723,0.18263406,0.34656757465675747,0.31483521851647817,0.4620211,0.3177901,0.30121326987867303,0.40103354406201264,0.2612068856724131,0.26725287603517256,0.4603268,0.4527126271627577
0.16451809,0.1714426,0.095559,0.08025724,0.09384251938425195,0.20821749917825005,0.5827669,0.22046512,0.17583237241676275,0.1395403783724227,0.26079149564748977,0.07434756046085363,0.09519714,0.2452751547165093
0.31245527,0.15690894,0.50770366,0.16876286,0.3272863027286303,0.6790829320917068,0.7868397,0.522548,0.1908393609160639,0.5452011327120679,0.6337123880227433,0.32823808969428536,0.3261423,0.2880851772851106
0.27554953,0.2548723,0.17193955,0.09020263,0.22190642219064224,0.19555231044476895,0.48898673,0.31075835,0.29897357010264297,0.22857244371434662,0.21894699313681962,0.16650850999051062,0.19698042,0.3143440188606412
0.18170005,0.12767701,0.30530608,0.06341159,0.18354694835469484,0.39632752036724794,0.6897487,0.4097461,0.20850623914937608,0.3321390399283424,0.4533397872003872,0.23749651424979087,0.21255332,0.21011027260661636
0.20619032,0.15809736,0.20878875,0.03723997,0.14451299445129948,0.30798366920163306,0.6253587,0.34051526,0.202273679772632,0.25942219556533175,0.35424132125447927,0.19685693181141592,0.1596989,0.23836968430218108
0.17185086,0.10052258,0.24043244,0.054184675,0.13649503364950336,0.3394914660508534,0.6892368,0.34443146,0.1923059307694069,0.26037009562220575,0.39816452388987145,0.1935719916143195,0.21056145,0.20451375227082513
0.8038798,0.79422307,0.8304417,0.92531526,1.0,0.39886989011301094,0.14229113,0.6653035,1.0,0.9026473541588413,0.3620302217218133,0.8738115924286957,1.0,0.799699347981961
0.14041787,0.13673732,0.17908895,0.04945278,0.1192377619237762,0.26613221338677867,0.62625647,0.27210253,0.18527473147252682,0.18698336121900166,0.335187400111244,0.15993750959625058,0.12568796,0.20670585240235115
0.17688978,0.20180261,0.25997072,0.11970818,0.2509230250923025,0.2602975139702486,0.5763121,0.45315439,0.3685508931449107,0.259863515591811,0.37628319257699155,0.23044724382683465,0.178989,0.21497465289847917
0.29093745,0.14775945,0.53714824,0.23117071,0.33065599306559934,0.6312513368748663,0.7775279,0.63632506,0.3205195079480492,0.561351133681068,0.6475523388531403,0.39954252397255147,0.3513124,0.23259051395543084
0.16352005,0.0594721,0.4477266,0.11285454,0.20582538058253808,0.4317000068299993,0.7777581,0.4495681,0.2312398068760193,0.34682132080927924,0.5556912333414741,0.3575895014553701,0.26153874,0.14628357877701473
0.17167443,0.10483861,0.2932527,0.028404057,0.17180941718094173,0.3458791054120894,0.68690026,0.36973184,0.21909457809054217,0.269395416163725,0.4168880850132851,0.20847113250826796,0.19656944,0.16950657017039422
0.17242628,0.099129155,0.20313549,0.038820922,0.10720576072057608,0.2818578218142178,0.65500003,0.26749736,0.10010729998927,0.18570984114259045,0.34115262046915723,0.18431188105871285,0.28249365,0.23126436387586186
0.19010362,0.10164986,0.32220644,0.1782437,0.17060719706071972,0.36467012353298767,0.7307649,0.4185744,0.14611791538820845,0.274621516477291,0.48152717889163077,0.2203728732223724,0.19876951,0.14813766888826013
0.19973305,0.16420236,0.08316165,0.039608955,0.09275437327543734,0.18669791133020885,0.56391513,0.17692697,0.12223793777620622,0.12512994750779685,0.21678546300712778,0.059582713574962816,0.14856362,0.2694214461652868
0.08620403,0.061206043,0.1281535,0.08169031,0.02690297669029767,0.18608875139112482,0.67381155,0.27352226,0.13747452625254739,0.044988217699293065,0.3346722900803374,0.09261179555670773,0.05336088,0.13043553782613226
0.3275799,0.081480876,0.76621115,0.24984157,0.3776844777684478,0.7827955917204408,0.9177027,0.68297654,0.30588149941185006,0.6497211389832684,0.8135034888102093,0.534344882060693,0.40741062,0.21720698303241898
0.10683639,0.060756,0.20165145,0.0305807,0.05486113548611355,0.23268367673163232,0.6886903,0.23223114,0.1420407457959254,0.12609437756566266,0.34787395087243705,0.1651336099080166,0.09179431,0.1389677483380649
0.49416056,0.5098629,0.39339584,0.46943045,0.5123256912325692,0.16007587399241258,0.30518362,0.45152575,0.607406679259332,0.4725947083556825,0.17918685075121105,0.4451888467113308,0.3914079,0.49222406953344416
0.24380568,0.06691668,0.71841264,0.23289478,0.3619238161923816,0.6596050340394967,0.8786447,0.7409573,0.38703596129640383,0.6049183962951038,0.7718816863129012,0.5790481347428881,0.39005595,0.14668752880125172
0.20835686,0.23786831,0.09000385,0.083601415,0.12155566815556682,0.1513355048664495,0.5144135,0.16656929,0.19850618014938196,0.1572910294374618,0.15832593949955637,0.12524313751458827,0.061749518,0.27500016650001
0.19497517,0.1418034,0.06838566,0.040189743,0.05219173921917392,0.2117621088237891,0.58743316,0.17775106,0.08294614170538582,0.12449503746970225,0.23104393386263605,0.06851232411073944,0.17351073,0.27826239669574376
0.25663865,0.1402495,0.31106758,0.09733093,0.18382357838235786,0.5185880481411952,0.74855006,0.32143247,0.08482089151791085,0.3680642420838545,0.44512125670727537,0.1579660894779654,0.14764589,0.28604097716245863
0.13494168,0.13634777,0.10569739,0.056320906,0.05357644535764454,0.1719733828026617,0.6002151,0.19003314,0.13818521618147836,0.11487723089263385,0.2503526350211581,0.12316227738973665,0.06794745,0.21053665263219917
0.22745168,0.21289024,0.13668609,0.06696862,0.14014814401481443,0.2713818728618127,0.56616116,0.21334076,0.17731021226897878,0.22582061354923683,0.2476474948588497,0.16474986988499218,0.19588697,0.3098386685903201
0.23975778,0.14725912,0.30572802,0.086351216,0.21374356137435616,0.49010815098918487,0.7126431,0.38537854,0.15813423418657657,0.36838706210322375,0.4718900583134035,0.1881039212862353,0.19740301,0.26486824589209473
0.12803382,0.16277476,0.23528993,0.06693232,0.1777529577752958,0.18909369109063087,0.59721553,0.36926508,0.2788100721189928,0.17467664048059844,0.3016458380987503,0.2445368946722137,0.12530828,0.17697554061853243
0.110374205,0.084628776,0.11834192,0.02797693,0.024414720441472044,0.20139936986006302,0.64456093,0.20982862,0.11625973837402614,0.08979955538797334,0.2917512875050773,0.10632551637953098,0.07012814,0.1888989813339389
0.48178983,0.4986316,0.29929143,0.36275584,0.43526311352631136,0.2428282357171764,0.36613145,0.32878643,0.4221828577817142,0.5058780303526819,0.12920536775232205,0.3814417928865076,0.320885,0.5185976311158579
0.5005183,0.2336596,0.73982024,0.31103718,0.5499407549940755,0.8853598514640147,0.7763959,0.58174735,0.30583202941679705,0.8198209891892594,0.7585017455101047,0.6532977391978644,0.91923344,0.46162369769742184
0.1244025,0.10446863,0.21299934,0.15251404,0.1267199926719993,0.2820847917915208,0.6770754,0.3126552,0.18423642157635783,0.20514698230881895,0.379957582797455,0.17328460039707602,0.14109176,0.163388049803283
0.39131775,0.3868344,0.14531595,0.27336186,0.26225852622585266,0.16288523371147662,0.38527924,0.12072992,0.2659827534017246,0.2543181352590881,0.09712862082771725,0.21898169313890162,0.24580479,0.45216410712984645
0.12852825,0.15124229,0.13321143,0.07956314,0.08294323829432385,0.1817277618272238,0.6041596,0.22856641,0.19323708067629192,0.14939955896397353,0.28622694717361685,0.14745831884749913,0.0890677,0.1980530318831819
0.09491423,0.083057456,0.32494265,0.16763854,0.15668474566847457,0.2570512042948796,0.69416386,0.4997509,0.2812186518781348,0.21017529261051757,0.4363355861801352,0.3030560181833611,0.23191315,0.08975610538536632
0.14231816,0.13595638,0.09719163,0.09161526,0.06210509621050963,0.2132273086772691,0.6066475,0.2754299,0.17475081252491872,0.1377874082672445,0.29798301787898107,0.08732170523930231,0.12036157,0.22198534331912062
0.27063847,0.14886242,0.28512907,0.109016776,0.19969861996986202,0.5229593477040652,0.7192937,0.27161866,0.12308900269109972,0.35492828129569687,0.44187470651248245,0.14896578893794735,0.23518878,0.31333617880017073
0.17453565,0.1425739,0.11214852,0.0994606,0.08215323821532382,0.3107944389205561,0.6420263,0.22488344,0.10876579912342009,0.18579341114760467,0.31482031888921913,0.08531362511881752,0.15403831,0.28269793696187623
0.22947711,0.12116423,0.41046947,0.10867125,0.24108325410832543,0.5293148870685113,0.74895155,0.4257874,0.19766820023317996,0.4231571853894311,0.533222431993346,0.3016728981003739,0.26905996,0.24077963444677808
0.24624446,0.28317612,0.086570084,0.12940472,0.16020165602016562,0.1610815938918406,0.48359036,0.17194074,0.22658044734195526,0.17892531073551865,0.15399219923953197,0.12806886768413206,0.07700342,0.31197931871875917
0.17983481,0.14373137,0.24867958,0.095796406,0.1616117861611786,0.3638972836102716,0.66592205,0.39822274,0.20288825971117402,0.29267354756041286,0.4042170842530251,0.20342876220572573,0.19138747,0.22399704343982263
0.17197439,0.1549735,0.11181247,0.058102608,0.09842876584287659,0.2228774477122552,0.5952902,0.25346255,0.1435051456494854,0.16081014964860899,0.276989116619347,0.10161984609719077,0.15038878,0.2466021047961263
0.14060724,0.14454433,0.14602762,0.09390509,0.098784189878419,0.23488618651138135,0.6136848,0.32799208,0.20365649963435004,0.18387474103248447,0.326697249601835,0.13820124829207492,0.14499915,0.21508860290531617
0.14792773,0.14919147,0.23428607,0.122662425,0.15718446571844658,0.28696857130314285,0.6320954,0.40776592,0.24216377578362241,0.23516191410971485,0.3908033634482018,0.22826524369591464,0.20820987,0.1952734417164065
0.51093704,0.56658167,0.40219975,0.49501836,0.5437164843716485,0.2113158788684121,0.29313013,0.4051214,0.6176440382355962,0.5112694306761658,0.18209061092543666,0.4683131880987913,0.36735743,0.5441740326504421
0.17445621,0.16287264,0.08113307,0.0649907,0.07799965779996579,0.19482797051720294,0.57437587,0.25606304,0.1900710609928939,0.14997485899849153,0.23902922434175347,0.07447612446856748,0.086550474,0.2406472744388365
0.1254138,0.10421497,0.096355975,0.0535537,0.053285067328506734,0.18088673191132681,0.61968917,0.23539317,0.14326937567306242,0.0837473350248401,0.2789446867366812,0.05132121307927279,0.09024453,0.1916404514984271
0.18456444,0.10536153,0.16968644,0.07521039,0.09350038535003853,0.32686748731325127,0.67941916,0.26242083,0.1218375738162426,0.20225341213520473,0.36261894175713655,0.09634209578052576,0.13619787,0.2218133033087982
0.21536517,0.16277283,0.1334219,0.01613003,0.12586174258617427,0.3081496091850391,0.6112528,0.25016958,0.1633752436624756,0.2472011548320693,0.2860732871643972,0.11350775681046542,0.18076825,0.28464871707892303
0.17023763,0.13279435,0.22799098,0.06834531,0.12210313721031374,0.31619771838022814,0.6571168,0.29828608,0.19936169006383098,0.26393295583597737,0.3632283417937005,0.2164222129853328,0.18348444,0.2208699732521984
0.28819108,0.16108184,0.30774832,0.13069302,0.20098751009875102,0.5319631468036853,0.7191403,0.21794528,0.08532970146702985,0.34302326058139565,0.4312476258748576,0.11564088693845322,0.22510827,0.3199699391981964
0.22065166,0.14783987,0.20628035,0.08361465,0.15431062543106253,0.4185649881435012,0.67560714,0.2917971,0.15577568442243153,0.281855316911319,0.3925279035516742,0.1387981283278877,0.20244324,0.2763869965832198
0.3142931,0.14074111,0.35415357,0.16254556,0.21330350133035014,0.5584053441594656,0.74528986,0.25982362,0.09892272010772798,0.38662948319776896,0.47763290865797453,0.14619982877198973,0.2836035,0.3032137381928243
0.26745063,0.060798846,0.63805485,0.2808677,0.3234328623432863,0.6462144353785565,0.89218116,0.58381504,0.24465692553430743,0.5084527305071638,0.7288855437331326,0.44747742684864567,0.31867373,0.1628100397686024
0.10805568,0.12629098,0.18693477,0.16050613,0.11657510165751017,0.21122842887715712,0.62988454,0.34249568,0.21872139812786018,0.1660277599616656,0.35222092113325526,0.18041016082460964,0.18107432,0.15683423941005437
0.17421216,0.031185076,0.54444003,0.24734175,0.2375810637581064,0.4534238146576185,0.8344449,0.52680856,0.20899814910018508,0.3048710382922623,0.6562595793755748,0.4481145968868758,0.29804087,0.09431311565878694
0.14323504,0.14494461,0.12504733,0.099369645,0.08669037466903748,0.21887749811225016,0.6043151,0.3050257,0.19686748031325196,0.15578371934702315,0.31662745899764755,0.11317682679060961,0.13798511,0.21535296292117778
0.14612602,0.1504072,0.13819325,0.073960304,0.10460840046084005,0.23350777664922232,0.61009634,0.26869828,0.19382657061734293,0.17761929065715742,0.2758678365520702,0.10394830123689808,0.09875476,0.23457540407452424
0.16439304,0.11721298,0.14028144,0.09190136,0.07408950740895075,0.2808697519130248,0.65010285,0.23610675,0.1005065339493466,0.15418080925084857,0.332136349928181,0.07239962034397722,0.099665046,0.22430886345853182
0.15945935,0.13864917,0.1434626,0.07435918,0.07527402752740275,0.2629903937009606,0.6271229,0.25069296,0.13589898641010134,0.15928260955695658,0.3080444484826669,0.09807205588432336,0.100574195,0.22356365341381923
0.14701226,0.14225715,0.30568725,0.14223605,0.18714110871411088,0.2921684707831529,0.6486283,0.44655794,0.23820341617965834,0.25399287523957254,0.42635312558118754,0.29000629740037787,0.25233132,0.1642306098538366
0.1944606,0.17692259,0.15779895,0.06471783,0.11186082118608213,0.26343289365671063,0.6003351,0.27534974,0.17246685275331472,0.2421887645313259,0.2673885960433158,0.18432815105968908,0.14494914,0.25903566554213997
0.16786659,0.13777699,0.11405915,0.058212936,0.08571571857157186,0.23329972667002732,0.60344684,0.24819982,0.1615270238472976,0.1346458580787515,0.2827833469670008,0.07615501456930088,0.14167476,0.24990846499450792
0.24496886,0.18165842,0.46429026,0.15283424,0.34505886450588646,0.5603069439693056,0.7234484,0.6168336,0.2832378716762128,0.52856933171416,0.5906597754395866,0.38784942327096544,0.34326977,0.24411976464718588
0.1739866,0.061571836,0.5498532,0.1777584,0.25448208544820855,0.4674717932528207,0.80837435,0.6078889,0.305744349425565,0.40804948448296907,0.6246620374797223,0.46330042779802566,0.29434597,0.09046231542773893
0.19857219,0.123082206,0.34387136,0.05517465,0.20533895053389506,0.4580443041955695,0.71917766,0.3810616,0.17779673222032677,0.35162469109748146,0.4710949282656957,0.26518358591101515,0.21248889,0.23136208388172505
0.13353416,0.110612065,0.1998434,0.049774587,0.1392645639264564,0.203856759614324,0.62002575,0.36750132,0.2546824745317525,0.13626939817616388,0.3398071203884272,0.11666799300007959,0.13201278,0.18734593124075588
0.41272417,0.20820853,0.38628775,0.16057515,0.26814299681429965,0.5200274479972551,0.6599928,0.19389123,0.02430513256948674,0.3983984839039091,0.3590877215452633,0.2834235570054134,0.567955,0.41771700506302034
0.39337352,0.4229602,0.09711045,0.2471959,0.23184835318483532,0.13880094611990537,0.38162285,0.12150061,0.2829957017004298,0.2778589866715392,0.04933493296009598,0.23137523388251402,0.13286436,0.42974009578440575
0.13621426,0.17285171,0.23900431,0.12931305,0.1690161669016167,0.24084379591562038,0.6145284,0.37326372,0.25750363424963657,0.25545021532701295,0.336009700160582,0.2579701154782069,0.17119855,0.1906785514407131
0.120695576,0.20501465,0.10638058,0.1310038,0.08480433848043385,0.04942754905724509,0.53141713,0.08909756,0.19319762068023794,0.03251272595076356,0.13026910781614648,0.10363686621821197,0.00353235,0.20240271214416272
0.21992251,0.26084885,0.17929244,0.15723193,0.21558475155847517,0.14742137525786247,0.49438173,0.30641764,0.32966654703334525,0.1943072216584333,0.21334961280097678,0.18487288109237288,0.12887794,0.26778353606701216
0.13370903,0.07659914,0.2794801,0.13913822,0.13646398364639836,0.3082709691729031,0.71883583,0.38245022,0.15335519466448053,0.20588864235331852,0.4397653563859214,0.22960491377629483,0.16267824,0.1297685577861135
0.27356797,0.21921742,0.18045604,0.06624013,0.19778494977849498,0.2631486436851356,0.5359098,0.22506553,0.20409083959091603,0.2172277730336664,0.2515399650923979,0.12053317723199063,0.22374678,0.33081068984864137
0.29960167,0.19336,0.27537054,0.11099738,0.22615044261504427,0.44780637521936245,0.6459878,0.32686156,0.14447127555287242,0.33965506037930365,0.40499218429953104,0.1917647215058833,0.32651395,0.3327403199644192
0.22808453,0.17966452,0.32269186,0.10491425,0.2619834461983447,0.3869162413083758,0.63856995,0.39912063,0.28772545122745485,0.3223064693383882,0.4432916865975012,0.18882538132952287,0.24759358,0.268123816087429
0.22397399,0.1690078,0.096729696,0.01626575,0.099993149999315,0.2230562676943732,0.5630081,0.21773678,0.12011595398840459,0.1666849700010982,0.23277681396660885,0.06806087908365276,0.18247074,0.29424034765442086
0.16709259,0.13622954,0.16592276,0.07890242,0.11309026130902614,0.3109360689063931,0.64918804,0.2627461,0.1434693456530654,0.1893069813584189,0.3509809610588577,0.09853321591199296,0.09648049,0.2218815533128932
0.24769595,0.24623966,0.23787206,0.13866693,0.26897542689754267,0.22594549740545025,0.51150024,0.40849704,0.3790398120960188,0.2530802151848129,0.2924627175477631,0.15275735916544153,0.20168936,0.3039617182377031
0.11466284,0.12369327,0.16539496,0.051748455,0.08621577262157727,0.21635643836435614,0.62738925,0.31507778,0.21037173896282607,0.14658725879523554,0.3257838195470292,0.15318960919137656,0.089944184,0.17780439066826345
0.18370071,0.16404149,0.10294896,0.0771687,0.08883456288345629,0.23493947650605232,0.58770907,0.22544742,0.14733798526620145,0.14834121890047314,0.26132597567955856,0.10461509627690578,0.16736048,0.26455397587323853
0.26789138,0.16811512,0.18994474,0.05286759,0.17672042767204277,0.3489394451060555,0.6090008,0.28909242,0.13777778622222137,0.279477316768639,0.334158800049528,0.16154915969294958,0.35807377,0.31459124887547496
0.08614398,0.060013343,0.09872091,0.07824278,0.010564805056480506,0.16684721331527866,0.6627534,0.2472142,0.12378366762163322,0.026701601602096097,0.3138628788317728,0.07003927420235645,0.059521377,0.1359954581597275
0.25469255,0.11996761,0.4991067,0.16681916,0.2860141986014199,0.5910155408984459,0.7871731,0.5008771,0.2698796430120357,0.5129899707793982,0.5909805354588321,0.3838611430316686,0.30213886,0.2224201133452068
0.32766297,0.22203377,0.19590998,0.093957126,0.18137334813733483,0.3827064217293578,0.58547026,0.14837116,0.08771591522840848,0.2801531768091906,0.25739701544382093,0.17569895054193704,0.40495586,0.4053546743212805
0.03788048,0.05673922,0.3066365,0.18397075,0.1087211208721121,0.12695775730422426,0.68522406,0.3822642,0.22668403733159626,0.03319022199141332,0.3857015031420902,0.2674830760489846,0.13528943,0.05204385812263149
0.24291828,0.12561461,0.34114236,0.20565432,0.1676862167686217,0.4833747216625278,0.7523162,0.31517518,0.11640380835961917,0.3261131795667908,0.47929116875747013,0.23844100430646026,0.24470657,0.26659633599578014
0.26295832,0.18585199,0.19646442,0.0934698,0.20144789014478903,0.2707342229265777,0.5590377,0.31714654,0.198523830147617,0.24103476446208585,0.3044973782698427,0.16313607978816477,0.38385534,0.31406287884377276
0.17373067,0.24700612,0.203991,0.18269455,0.21656369165636918,0.12552902744709726,0.51005566,0.27717358,0.28997332100266787,0.17124600027476,0.2241467234488034,0.20622380237342813,0.138066,0.22492633349558003
0.15781434,0.11892284,0.10309684,0.06372625,0.07988671298867131,0.21592121840787812,0.6146624,0.24446112,0.15689278431072157,0.12244636734678205,0.3000074780004487,0.03881544232892654,0.122869134,0.21741907304514438
0.40743026,0.18855606,0.58669233,0.2822923,0.3700473970047397,0.7612871238712876,0.80032325,0.37593377,0.15186791481320852,0.5754827345289641,0.6264839375890363,0.3918869235132154,0.5883981,0.39500812370048743
0.1682916,0.12350851,0.14085901,0.09478533,0.08413679241367925,0.304287469571253,0.65775466,0.25690365,0.11442460455753954,0.17941166076469967,0.34054800043288,0.07962519477751169,0.095258296,0.23348890400933425
0.15786879,0.1162515,0.27030164,0.08506262,0.15473477547347755,0.36271884372811564,0.69292367,0.39575857,0.25776177422382257,0.30100823806049426,0.41938974516338473,0.217927233075634,0.16480178,0.19038702142322128
0.12270635,0.06283476,0.2238273,0.119582,0.0890742029074203,0.26499739350026064,0.7144786,0.31465244,0.12243963775603621,0.12919310775158646,0.40424647425478843,0.16130334967820098,0.113659084,0.12251854735111284
0.12846649,0.12901267,0.15122008,0.07276064,0.08088818808881881,0.21845762815423717,0.6175818,0.32105964,0.20414031958596804,0.1601746196104772,0.32363767941826077,0.15608484936509098,0.12425059,0.19817347189040832
0.123766765,0.1051843,0.25130385,0.016060531,0.15441988544198854,0.2711735128826487,0.6608351,0.38518697,0.24850607514939246,0.18180699090841948,0.40322538419352305,0.1621933697316022,0.12072533,0.15966618957997136
0.17099655,0.14186029,0.050337672,0.051237047,0.049346689934668994,0.1819699818030018,0.5848824,0.18198323,0.11267937873206213,0.0809322348559341,0.2241626634497598,0.022625924357555463,0.07955134,0.2493787849627271
0.15866964,0.14455451,0.117928505,0.0507195,0.07767046276704628,0.24739043526095647,0.6143139,0.2539516,0.14561362543863743,0.15731621943897317,0.2855579471334769,0.09821022189261332,0.109304786,0.24012361440741686
0.24989596,0.14389294,0.4958313,0.24150223,0.25274860527486054,0.5622562837743716,0.76963294,0.3520326,0.1784622521537748,0.447474566848474,0.5697540941852456,0.34201249052074945,0.31854212,0.28560541713632503
0.15494248,0.13323969,0.052539766,0.06636053,0.03327286532728654,0.19329559067044091,0.59734255,0.18992251,0.10431347956865203,0.09013924540835472,0.23611059416663566,0.04413163964789838,0.088609934,0.2430592145835529
