ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,Effort
0.49599582,0.13699389,0.2594924,0.18872240132334409,0.19532494,0.1011256,0.26282826,0.14920521,0.19617262,0.410175,0.110245794,0.22859707,0.60386336,0.1346298880777933,0.03372229,0.04342647
0.3403775,0.24990135,0.30140477,0.19706541182392473,0.31438553,0.23467432,0.28933972,0.31814408,0.11333319,0.45486683,0.08581567,0.025948822,0.47221935,0.2605850556351033,0.08594631,0.09934035
0.17559355,0.14213784,0.20986797,0.21831916309914978,0.17974418,0.17361408,0.28822583,0.18946794,0.14184207,0.51019955,0.18338397,0.03421886,0.4701936,0.37699380261962817,0.13618577,0.1477771
0.35557413,0.12949085,0.25967205,0.18283583097014988,0.15765825,0.08850155,0.29693216,0.16952519,0.13441853,0.52679664,0.14020716,0.041020125,0.48963302,0.1354785381287123,0.0611632,0.07638691
0.28648466,0.40577042,0.48203152,0.10624087637445259,0.5657079,0.29473987,0.25449258,0.3445775,0.28488404,0.5669517,0.23577052,0.030413989,0.61915374,0.30879159852749594,0.41218266,0.43253604
0.18931806,0.2315274,0.27277243,0.10551965133117908,0.4212567,0.248102,0.32246488,0.29579335,0.11577624,0.46172243,0.1691286,0.032389957,0.43844038,0.17496736049804162,0.1499024,0.16199102
0.33503664,0.3096216,0.42450768,0.3955478637328718,0.2011041,0.0790766,0.4111646,0.16101503,0.45015913,0.3768599,0.028315496,0.03644058,0.6361092,0.4000610640036638,0.08036305,0.07731272
0.73721933,0.4302591,0.55110765,0.1619345597160736,0.5966488,0.13469021,0.32861716,0.14883964,0.5921407,0.75799036,0.5144672,0.0137212565,0.19628248,0.47942438876546334,0.42472532,0.4197174
0.46720052,0.11597775,0.17947909,0.22151294329077661,0.18813236,0.10826535,0.27512053,0.15672334,0.13303985,0.40918976,0.16657649,0.03400001,0.63970995,0.12742180764530847,0.058006067,0.06342666
0.38113165,0.12824427,0.19829372,0.20118226207093573,0.21568103,0.10165011,0.32657734,0.20179276,0.08772233,0.43598193,0.27951607,0.028351864,0.51772565,0.31063319863799194,0.096179515,0.10251278
0.099899136,0.29716584,0.35432458,0.26138471568308297,0.23598719,0.17597024,0.8223833,0.35107857,0.17820325,0.24059547,0.040918726,0.034619298,0.62359536,0.5813868948832137,0.1624236,0.13005649
0.2033902,0.2556785,0.2695314,0.32117165927029956,0.2813989,0.23420194,0.26981556,0.25571525,0.22858538,0.42073587,0.08648328,0.025846133,0.34916303,0.17557908053474483,0.089597836,0.09396594
0.24881141,0.07344733,0.18737985,0.17297218037833084,0.16951904,0.0708623,0.28809926,0.13825133,0.107434966,0.4446773,0.17918654,0.030803699,0.39123604,0.1641494398489664,0.06567137,0.070236675
0.63557357,0.106863126,0.13903928,0.20303137218188233,0.17788664,0.09205939,0.36423066,0.16994505,0.068997696,0.462309,0.27686808,0.024184976,0.35177785,0.09878008592680516,0.10205114,0.1091667
0.5374482,0.18732981,0.24545854,0.2524521751471305,0.21970898,0.12560987,0.3128257,0.21483523,0.17950964,0.44842046,0.058568038,0.02793934,0.621152,0.21038155262289318,0.054861635,0.054618195
0.29005456,0.487866,0.51615316,0.31216116872967015,0.59013397,0.18214616,0.38757896,0.12756926,0.72854495,0.5116259,0.098825775,0.030772116,0.5582506,0.34163552049813123,0.24508797,0.27221468
0.39915466,0.13563868,0.13940403,0.21080908264854495,0.2527806,0.13181485,0.4785911,0.23874703,0.054261304,0.47666034,0.26863027,0.021650825,0.37519637,0.22718615363116923,0.0959492,0.10143359
0.21418917,0.38474563,0.39239118,0.052280393136823596,0.5433573,0.41081768,0.34014687,0.4491353,0.08934229,0.45341045,0.064203456,0.042428263,0.4548948,0.12632978757978727,0.14992027,0.1622773
0.26049745,0.15022874,0.21220146,0.15877031952621917,0.3120793,0.11631372,0.3100809,0.20425165,0.123270065,0.38030812,0.22867438,0.017926179,0.56868786,0.1113524766811486,0.04348672,0.04434712
0.12216095,0.14373583,0.21101508,0.2458191947491517,0.22558075,0.09490607,0.31078446,0.17492886,0.14948045,0.44075254,0.09841111,0.026182186,0.47344494,0.06503232390193944,0.0554047,0.061645806
0.32767606,0.1371121,0.19358644,0.2187499531249972,0.27038926,0.099199235,0.24619716,0.16360243,0.16219395,0.42837948,0.16091445,0.016148467,0.48611033,0.2167412430044746,0.06654246,0.075658485
0.50851345,0.2064848,0.3987463,0.22670468360228102,0.168137,0.041292734,0.34686935,0.19724312,0.23198473,0.51166546,0.07102655,0.04566912,0.68566406,0.20766170245970217,0.029814633,0.032425337
0.18867733,0.16611986,0.24733755,0.23441444406486667,0.2108734,0.16465276,0.24480303,0.2134968,0.15206973,0.51619184,0.19375017,0.034569573,0.4553554,0.47595586855735217,0.13002342,0.14092204
0.070694,0.2309549,0.27538866,0.380574782834487,0.2836804,0.032896817,0.27716783,0.043013245,0.4451179,0.44879243,0.13437624,0.034347273,0.66518724,0.10907821654469299,0.11805031,0.1431173
0.57717663,0.15020089,0.18939802,0.2012128320727699,0.20047109,0.1546867,0.30433697,0.19388387,0.1233702,0.4961166,0.1569046,0.032592624,0.5154797,0.09982066598923997,0.09413782,0.10684319
0.27559096,0.23383027,0.3352872,0.3031322881879373,0.16265993,0.18160641,0.15530652,0.15410303,0.32301304,0.5767648,0.43575123,0.025701072,0.16650727,0.3076983584619015,0.29492676,0.28432468
0.3984682,0.14072064,0.14131093,0.28278901696734104,0.16777457,0.15659294,0.3224276,0.17025687,0.1498159,0.4468978,0.4085053,0.025792629,0.3674602,0.14500520870031253,0.14565815,0.14126717
0.3129472,0.09608091,0.1513925,0.1424029085441745,0.20585828,0.11164323,0.36870447,0.17082736,0.06725696,0.44736528,0.34854782,0.028703779,0.49173504,0.16541964992517902,0.072937995,0.077692255
0.26129964,0.09565282,0.20512614,0.23908061434483688,0.1513362,0.10692992,0.20701759,0.17201039,0.12472311,0.41097873,0.07636274,0.019078424,0.41859594,0.19822309189338552,0.036413297,0.031547666
0.31500906,0.12995617,0.25695974,0.18333318099999085,0.19380316,0.12979652,0.3033659,0.22851574,0.09275693,0.5239173,0.30332124,0.032135703,0.29174298,0.523044381382663,0.14500771,0.14285459
0.7011802,0.26394475,0.3396374,0.25596781535806895,0.36848152,0.090715654,0.2632365,0.12752454,0.40259308,0.4978645,0.093897715,0.022667551,0.37832528,0.20907168254430095,0.11760625,0.12016541
0.44011688,0.13166845,0.2615883,0.2512158350729501,0.14724202,0.0725718,0.25542468,0.21096489,0.10113832,0.39902878,0.08754553,0.034464315,0.54407907,0.14000529840031792,0.047629405,0.04770606
0.5260312,0.39261556,0.37029475,0.45795347747720866,0.2828224,0.3085699,0.379874,0.4760449,0.13232896,0.49795705,0.1343384,0.020205764,0.27323294,0.34039802042388123,0.17049074,0.17422788
0.2423365,0.30227625,0.2360151,0.5936394656183679,0.16887768,0.13708052,0.35787922,0.12385998,0.45331115,0.5319754,0.18240632,0.029559288,0.5283954,0.05857412851444771,0.24351063,0.2513693
0.4027331,0.2641133,0.34566513,0.20992411259544677,0.38576663,0.14984208,0.2562875,0.16010816,0.37442136,0.46870953,0.09642008,0.023584029,0.5288377,0.1911891814713509,0.08700295,0.10264242
0.5583271,0.32906651,0.19879934,0.6219249373154963,0.23244375,0.2641734,0.3287112,0.3285383,0.23953351,0.59419876,0.25921533,0.016437557,0.3687765,0.1991753119505187,0.35137853,0.3512516
0.22341655,0.15405871,0.3171662,0.09236480554188833,0.21288705,0.16641535,0.27278322,0.21269134,0.13749278,0.5737886,0.35664612,0.035756283,0.30807862,0.4952993097179586,0.19006021,0.19065084
0.29524487,0.08763637,0.15132433,0.20040774202446454,0.1793344,0.08415968,0.30438495,0.14611164,0.09724919,0.4292627,0.17837156,0.024796959,0.49845666,0.1358468881508133,0.057459567,0.06342435
0.36919326,0.19019777,0.20305626,0.325893749553625,0.12408085,0.14072755,0.33981502,0.14568985,0.23311462,0.44408363,0.2808728,0.020655114,0.46080345,0.11640172698410363,0.14115669,0.14227559
0.5329357,0.13182569,0.19642878,0.17945803076748185,0.17404085,0.120409325,0.30522627,0.17619672,0.09696535,0.4847723,0.5063043,0.026327554,0.33605903,0.33520892011253517,0.16164395,0.16008146
0.37402117,0.089871846,0.15930524,0.2002277520136651,0.19802932,0.09820999,0.24818605,0.15843269,0.099491045,0.406508,0.20012978,0.023422852,0.58966744,0.20951415257084915,0.08394631,0.08394764
0.2553773,0.22168775,0.40718955,0.26032577561954656,0.041331433,0.15103804,0.3328461,0.1568072,0.31866556,0.51259863,0.63462406,0.041329235,0.05806184,0.25939928556395714,0.35683128,0.3199994
0.6621597,0.20556772,0.21428841,0.3879114632746878,0.18414032,0.11008143,0.38840932,0.30987257,0.059030194,0.44158453,0.23635864,0.024196673,0.51891273,0.07015557420933445,0.14256904,0.1488872
0.28778476,0.14096716,0.2041156,0.20381671222900272,0.23503101,0.094905764,0.32090107,0.18553132,0.122816995,0.39667454,0.12955754,0.024394622,0.6867649,0.16594143995648641,0.055077583,0.06945239
0.45727295,0.13017413,0.24352671,0.15065813903948835,0.19301929,0.08848356,0.25946203,0.1870127,0.086807065,0.41363472,0.41290805,0.021577269,0.5979419,0.24495051469703089,0.14500362,0.13610865
0.23928079,0.1214471,0.19753408,0.1366259081975545,0.2994057,0.113729805,0.32573763,0.17564903,0.14071043,0.47703284,0.14311054,0.013872185,0.38371196,0.12275002736500165,0.03639552,0.036535624
0.48869044,0.3346694,0.42815554,0.3386356403181385,0.26298216,0.19798654,0.19643193,0.27925146,0.2901136,0.45676786,0.049956277,0.02501344,0.52755916,0.2529820651789239,0.07799483,0.083360024
0.45650578,0.263751,0.15315817,0.5119649307178958,0.1923182,0.23825867,0.3875913,0.3030926,0.16041598,0.60367143,0.21239671,0.037386306,0.64601946,0.23980693438841608,0.22803505,0.24221689
0.4826944,0.15530843,0.20233041,0.285158717109523,0.16572966,0.13840418,0.3294874,0.22510076,0.11169472,0.55066216,0.16077113,0.03164729,0.329516,0.08775208526512511,0.09782751,0.10945414
0.585013,0.11202176,0.13743095,0.20841479250488756,0.24085265,0.060282648,0.41206342,0.1908285,0.059427597,0.4151447,0.3738581,0.008698633,0.30529052,0.27137006628220395,0.09840196,0.09558438
0.2496625,0.13436149,0.2566175,0.2653604859216292,0.12819628,0.114938766,0.1775007,0.15273425,0.19614892,0.39692774,0.05634188,0.029502943,0.5704603,0.2516239150974349,0.022808693,0.020366766
0.26939154,0.13796419,0.18761747,0.21495039289702358,0.19570379,0.12159495,0.27123532,0.16292185,0.13793612,0.38817853,0.14964281,0.032617945,0.717859,0.06328305379698322,0.060309667,0.07498355
0.23580818,0.1623541,0.33362597,0.2766805766008346,0.0777475,0.13769262,0.21035473,0.18441066,0.22143604,0.39150712,0.030906454,0.03484731,0.44838476,0.3689087221345233,0.02406606,0.005093636
0.4879434,0.13974322,0.24984267,0.24411822464709348,0.21449728,0.06759703,0.19809991,0.16870916,0.17513604,0.4344971,0.13647673,0.018667025,0.5559501,0.19914726194883572,0.06232318,0.061784863
0.21557885,0.09592748,0.19245173,0.14428630865717854,0.21229546,0.104642354,0.33302587,0.19733518,0.058496613,0.44707274,0.2630238,0.02751505,0.45360914,0.15497272929836378,0.052639548,0.059168577
0.2661355,0.14543739,0.18947901,0.2249414634964878,0.23664746,0.15442678,0.33071345,0.20949717,0.13566926,0.4952898,0.1438506,0.015105677,0.3128075,0.38990500339430023,0.08762102,0.09434722
0.28720343,0.09780818,0.1714142,0.16055432963325977,0.26580793,0.0559447,0.40004158,0.17036626,0.09659147,0.4300306,0.22323307,0.016634865,0.54591006,0.27549061652943696,0.04639885,0.04422506
0.49505228,0.11576809,0.30101022,0.18947382136842927,0.14328541,0.052357238,0.19794399,0.18064573,0.11902383,0.4467706,0.1325196,0.028232632,0.5885079,0.1364072981844379,0.087518305,0.079868704
0.1760161,0.2935562,0.32220876,0.10208639612518378,0.4706648,0.26110864,0.33272138,0.30285123,0.16497222,0.46282744,0.08263406,0.032155953,0.49508235,0.12184236231054174,0.12092283,0.13477923
0.301862,0.12260182,0.25966555,0.23687639421258366,0.15164967,0.055937808,0.22672004,0.11445059,0.21220121,0.51928073,0.081263684,0.03637431,0.54655236,0.12483288748997325,0.039280925,0.04714864
0.5355145,0.15104489,0.2254822,0.2728397463703848,0.18400268,0.092785135,0.27382854,0.2235389,0.108633414,0.42510697,0.11581739,0.023923729,0.5854375,0.12950549777032988,0.081558265,0.08212079
0.19160625,0.28703883,0.2842831,0.3927854235671254,0.17197825,0.33250445,0.13427024,0.3117103,0.17920859,0.2465884,0.055993892,0.023871893,0.47570324,0.2513494150809649,0.07576374,0.06432145
0.5247403,0.14029354,0.20361124,0.23935033436102007,0.1697883,0.09623055,0.33054057,0.20134084,0.08930895,0.46728727,0.33811763,0.022715598,0.3496871,0.2972081778324907,0.12728177,0.12907879
0.15777634,0.811757,0.74808574,0.8056105483366329,0.46425313,0.47416824,0.21216781,0.42292833,0.80655897,0.38724345,0.07330683,0.03333661,0.32544824,0.23343603400616203,0.3880273,0.3691122
0.30174565,0.15813445,0.21050364,0.23402205404132323,0.22963056,0.14695606,0.33582273,0.2520267,0.080448575,0.45439786,0.2342419,0.030545533,0.40976888,0.4352014061120844,0.13213427,0.14533645
0.34100252,0.35133386,0.33487117,0.5311034618662078,0.18554813,0.28276122,0.25889677,0.38253522,0.1929365,0.52602947,0.23745811,0.028081723,0.58108765,0.15852417951145076,0.41862893,0.41899195
0.46131366,0.14947496,0.27469534,0.22520059351203564,0.18376999,0.09659619,0.24609031,0.20486584,0.14356174,0.43748584,0.13154018,0.022797711,0.5459208,0.25639911538394694,0.06896193,0.066072315
0.38518614,0.35799053,0.46939045,0.16614310996858658,0.57330304,0.21090648,0.29053783,0.42172498,0.15248908,0.59087586,0.4747254,0.005543882,0.43798134,0.42559137553548254,0.5478599,0.5583175
0.16748431,0.095501065,0.19129485,0.16873836012430163,0.19381884,0.11458903,0.28614157,0.1699823,0.10378762,0.45103568,0.15266693,0.023839457,0.3219033,0.10385017623101059,0.03341006,0.04212412
0.21317491,0.31515002,0.31409693,0.11344103680646221,0.4905123,0.28656465,0.44899014,0.36201024,0.12943846,0.40905386,0.14835607,0.025116963,0.6640833,0.39762642385758545,0.15859689,0.16520669
0.070554525,0.13764012,0.24897844,0.18472181108330865,0.17351857,0.16168341,0.3022425,0.16142489,0.17629412,0.34259176,0.17081374,0.038404565,0.500209,0.3238374794302488,0.034598224,0.03509732
0.35944343,0.22943416,0.2782665,0.2760446865626812,0.2073664,0.13130713,0.45002446,0.19536178,0.25117454,0.39843696,0.029325515,0.036816265,0.6261902,0.35510590130635405,0.0575113,0.054299794
0.48792845,0.091199346,0.1993395,0.10786492647189559,0.1816375,0.10464176,0.27224275,0.12633902,0.11260882,0.37476695,0.735861,0.0977068,0.32751462,0.20944361256661675,0.22954571,0.20702434
0.35403,0.10848831,0.20162657,0.12579550754773047,0.1571754,0.12999178,0.33768493,0.16917826,0.080525294,0.36469495,0.55348754,0.03184956,0.33243465,0.15422691925361515,0.16992223,0.15860465
0.09787472,0.24282119,0.24004892,0.3024326181459571,0.30242217,0.14442663,0.6512071,0.3802083,0.025686963,0.3599127,0.24358523,0.03572962,0.5060638,0.48189290891357456,0.21015729,0.23279999
0.22950745,0.13098049,0.26518542,0.2830966869858012,0.100804955,0.090822466,0.23940566,0.14695434,0.19954932,0.45581177,0.04777305,0.039021824,0.50013816,0.2739770564386234,0.0332997,0.032121565
0.6422485,0.20495756,0.30153906,0.2514663450879807,0.21436776,0.11655255,0.22608033,0.17892396,0.23107758,0.5682706,0.121377,0.043032914,0.6353245,0.13579607814776468,0.093768045,0.10962464
0.29639018,0.16591276,0.19723302,0.263738465824308,0.22090265,0.15329888,0.29657686,0.17675705,0.1900873,0.55276585,0.1718469,0.020840432,0.27599692,0.4447306066838364,0.1287154,0.14510667
0.48899013,0.100310415,0.15649931,0.15632796937967816,0.22731826,0.1490389,0.2860641,0.17000157,0.10246903,0.20669287,0.2269061,0.47468892,0.557629,0.12137231728233903,0.07464777,0.085687295
1.0,0.1593627,0.22090814,0.23764276425856587,0.20049046,0.115885094,0.30570692,0.18232194,0.1937067,0.40600538,0.095425494,0.036155973,0.47410062,0.1866251211975073,0.123048276,0.11222987
0.32892007,0.2619175,0.24447927,0.2738144864288692,0.2810056,0.2655789,0.41249686,0.3192051,0.13612008,0.4690294,0.13053274,0.02995954,0.5119586,0.539440782366447,0.11042392,0.12763396
0.43475962,0.2439649,0.31373113,0.29027684741661086,0.23069093,0.13739881,0.36430296,0.24445416,0.20689914,0.46380278,0.0970246,0.09685086,0.6075158,0.2581165854869951,0.06542652,0.087029174
0.3326879,0.21250227,0.2683498,0.3929468935768136,0.11486335,0.13267522,0.27763772,0.15187727,0.29503587,0.5305294,0.268561,0.022184493,0.45015988,0.18909294134557647,0.22469664,0.21832283
0.09684721,0.08444947,0.2549152,0.0790308947418537,0.25284943,0.07129219,0.3407118,0.20289844,0.06332958,0.502655,0.2363306,0.02655192,0.46460035,0.16546929992815798,0.041195065,0.038304616
0.36654025,0.12009108,0.15924612,0.161599199695952,0.21808775,0.11590576,0.3683661,0.14895175,0.121294126,0.3997954,0.5485919,0.028719896,0.40766346,0.17041450022487,0.19307616,0.18391211
0.42039192,0.14450222,0.15573739,0.16851857011111424,0.28243864,0.19714409,0.2353013,0.17878366,0.16127147,0.41202873,0.5448749,0.011240479,0.3233748,0.20394070223644215,0.1831868,0.16442715
0.06292428,0.2110121,0.28539377,0.30448116826887006,0.28000373,0.06995551,0.26203632,0.14008136,0.28012982,0.46180478,0.086886406,0.02928114,0.56661516,0.01900892114053527,0.08561082,0.088657014
0.34002858,0.28773767,0.31350884,0.3018653181119191,0.30768603,0.2510363,0.32587442,0.40664405,0.0664705,0.42501706,0.14598627,0.019432327,0.4274374,0.30806936848416216,0.15063363,0.16577168
0.6654076,0.14655727,0.1688223,0.2254000635240038,0.16057351,0.16800852,0.35851452,0.18424547,0.13241087,0.43463808,0.35333318,0.016405815,0.21188775,0.1967292518037551,0.15185434,0.14910114
0.35543948,0.21896423,0.27711982,0.12418781745126904,0.3232325,0.22470348,0.32765415,0.3072611,0.06631093,0.4734124,0.087904684,0.034073398,0.40523764,0.12156670729400244,0.08350425,0.10359028
0.7998864,0.21647233,0.18067734,0.4648826978929619,0.1991839,0.102991946,0.3234229,0.27935794,0.10938364,0.41732556,0.25199288,0.03426472,0.6941112,0.14910805894648355,0.15107472,0.15753268
0.7230904,0.21451662,0.2681295,0.2509998850599931,0.2219303,0.1407264,0.26742163,0.19947584,0.21796952,0.5565452,0.055512957,0.04600586,0.60370475,0.1946007116760427,0.05475986,0.06797241
0.24252665,0.16743867,0.16612163,0.26399731583983893,0.2283149,0.19673856,0.3582724,0.22758627,0.13188234,0.2408753,0.12895799,0.27799985,0.57312965,0.3593413715604823,0.060690504,0.07613608
0.15503089,0.2460219,0.32543367,0.26544855592691335,0.26695734,0.17668936,0.30312645,0.20142084,0.27824974,0.5964346,0.26849872,0.023301512,0.1966634,0.3027119181627151,0.28164524,0.28531867
0.416758,0.18756129,0.14657827,0.2507410450444627,0.26867574,0.18852806,0.42602402,0.15747793,0.23281217,0.20483723,0.121123664,0.50030375,0.7029645,0.1628992697739562,0.06805371,0.094131574
0.16466829,0.09693976,0.15414788,0.21593110295586618,0.20758997,0.1146462,0.30453655,0.19634399,0.07349732,0.37675056,0.24376097,0.029328123,0.60264194,0.13140197788411867,0.06949359,0.07478467
0.27942038,0.28071773,0.33526418,0.4006258240375494,0.27740005,0.06519599,0.16030611,0.032021612,0.5284459,0.57075983,0.27480328,0.03377602,0.5183766,0.1936962416217745,0.24221621,0.26150206
0.19565254,0.15988126,0.20385787,0.2731396763883806,0.17638707,0.17017862,0.27044073,0.18313688,0.17499338,0.4130516,0.12299978,0.020697005,0.5820891,0.264882415892945,0.117355615,0.12169331
0.26422453,0.6071635,0.5688208,0.5221804713308282,0.35674214,0.5746054,0.16881728,0.68354136,0.12663275,0.4573582,0.09293077,0.039433155,0.31174994,0.27394466643668003,0.3082718,0.30492276
0.29259026,0.1079144,0.2141483,0.20776690246601417,0.1613129,0.104298465,0.27533272,0.14870687,0.16076924,0.4931108,0.09567552,0.026416643,0.4371972,0.16912232014733922,0.020828374,0.025332138
0.664517,0.2207218,0.16539012,0.35012897100773827,0.23962566,0.1732896,0.42775863,0.23147567,0.16297382,0.6348443,0.21700586,0.3218663,0.3810101,0.1376711082602665,0.16905771,0.20447832
0.6918268,0.085203685,0.12474944,0.20973135258388115,0.17507614,0.03495449,0.40125847,0.13289158,0.079120815,0.49874812,0.38180918,0.02447709,0.22565997,0.14679852880791172,0.092302874,0.096988864
0.37854022,0.22861102,0.34095335,0.14967987898079274,0.28564942,0.17317775,0.3818946,0.3071465,0.10683282,0.41240838,0.08485483,0.031223666,0.54480374,0.3003542580212555,0.08942138,0.09060772
0.17190899,0.095250115,0.20119423,0.1343213880592833,0.28870827,0.05522804,0.3648637,0.1762562,0.10629899,0.37296504,0.211765,0.0153605975,0.79046804,0.20661257239675435,0.0095159,0.0
0.098917544,0.26441404,0.30507094,0.23933647436018848,0.21907702,0.24361673,0.40102878,0.17244747,0.33698454,0.26884782,0.03078027,0.026895238,0.43130562,0.4497099769825987,0.092593834,0.07325822
