rely,data,modp,tool,actual
0.38306433,0.14161794,0.6268865,0.34506857,0.40585715
0.26200825,0.22904974,0.607522,0.11223121,0.61619496
0.043877214,0.44284305,0.4243152,0.15474336,0.6645943
0.089323044,0.49103737,0.33653465,0.17967473,0.6744802
0.5107113,0.19160166,0.71199876,0.3998567,0.5855437
0.39030743,0.1807978,0.70884717,0.32350492,0.3693478
0.09465426,0.33083263,0.53458333,0.15056117,0.599239
0.037283957,0.5984773,0.24759233,0.1647195,0.6678226
0.14948285,0.20856461,0.6623586,0.21187814,0.50432384
0.12586775,0.3177338,0.51108325,0.105287984,0.6372943
0.6997806,0.07892504,0.6930799,0.5754979,0.2577026
0.22875527,0.1524587,0.64075047,0.233568,0.40064225
0.08859363,0.32060838,0.3622396,0.12863775,0.46506175
0.18557316,0.25778657,0.62326884,0.23361818,0.6060045
0.10258576,0.55929136,0.43643808,0.16574882,0.7635815
0.07210246,0.41321513,0.48778597,0.15563087,0.6158351
0.07829285,0.38189557,0.49836293,0.14962833,0.58536196
0.08974671,0.31230643,0.42765716,0.21369971,0.52470946
0.17691451,0.18442819,0.59944195,0.19136058,0.53230816
0.04698828,0.42776933,0.39415488,0.13515134,0.63288176
0.21340331,0.20007071,0.60730404,0.17863701,0.40932998
0.34333003,0.12252848,0.5919389,0.35295665,0.6085957
0.2587028,0.16247194,0.5580669,0.20224155,0.42024288
0.062359124,0.36616036,0.4028549,0.13564269,0.5866748
0.527566,0.07923547,0.5601774,0.45428163,0.27779728
0.06211272,0.4094475,0.4183324,0.092913106,0.6274866
0.37419045,0.1303301,0.5641812,0.2521004,0.53928214
0.065945655,0.44980627,0.39411044,0.08000143,0.707066
0.23559913,0.16443896,0.55614835,0.17617072,0.5122179
0.5858807,0.12762418,0.61922115,0.4477573,0.6216203
0.3404259,0.2190912,0.6250412,0.328494,0.2695983
0.21661618,0.2947199,0.65684116,0.10946326,0.71468055
0.08054742,0.3804989,0.5621105,0.18218203,0.5746986
0.09536812,0.8022108,0.40908173,0.24937896,0.8684703
0.1688829,0.24727151,0.6166208,0.16430007,0.58598894
0.16929397,0.2591495,0.45157912,0.13599877,0.44336087
0.60197294,0.120535836,0.62547576,0.42305452,0.5615114
0.51531065,0.14016941,0.6687644,0.53511494,0.50973415
0.25879443,0.23515722,0.6136069,0.17563196,0.46953744
0.2804156,0.27016708,0.7910561,0.09198983,0.62495357
0.25157177,0.34329632,0.7353211,0.27782595,0.6152028
0.13543916,0.25854453,0.6080969,0.14894687,0.61847216
0.8456903,0.12637304,0.73591816,0.8899638,0.42128882
0.28215122,0.2200248,0.72044444,0.11133577,0.74389476
0.19246644,0.2373938,0.6035396,0.13438831,0.6209364
0.047907323,0.641398,0.3573689,0.24101143,0.67064273
0.09571323,0.266375,0.63739705,0.21232967,0.6249062
0.27034646,0.13021964,0.6008973,0.23730077,0.43539694
0.163627,0.43119946,0.5418338,0.0917369,0.7076769
0.05173716,0.4981872,0.27693057,0.14343463,0.59188485
0.08100724,0.39313892,0.46578482,0.0958709,0.65490454
0.18831915,0.2059569,0.5201461,0.12026782,0.6243545
0.475343,0.10498212,0.59977776,0.41397512,0.5302131
0.057309806,0.7273698,0.27156875,0.24062781,0.87335706
0.19274807,0.1727138,0.5911273,0.2286186,0.48431396
0.118611336,0.41274795,0.4716206,0.035447672,0.67381454
0.3081618,0.14513949,0.6495321,0.20579334,0.61029714
0.5044297,0.07504752,0.6371257,0.34851235,0.5128244
0.07030663,0.36766604,0.5067781,0.1593893,0.578266
0.8988531,0.10734457,0.6418966,0.76753384,0.50415725
0.052169114,0.7459576,0.25036135,0.25719386,0.59725684
0.028284311,0.4643444,0.41251194,0.17001398,0.71466887
0.17468953,0.24027702,0.4758055,0.16208528,0.41848603
0.04500714,0.40008923,0.41134164,0.15546013,0.62492335
0.20785171,0.24079686,0.53875494,0.12825052,0.56229913
0.32511127,0.08702734,0.59516984,0.30182356,0.46134308
0.24903613,0.16854924,0.5597795,0.20157148,0.47670525
0.14464921,0.35232934,0.4112728,0.10399984,0.5961299
0.19223315,0.2953892,0.7431888,0.20812969,0.6223327
0.067108065,0.75178593,0.21091944,0.17763914,0.70222086
0.4862432,0.2205334,0.78111726,0.41230494,0.33148342
0.12307346,0.31721145,0.45441964,0.08880003,0.65604347
0.3355896,0.2211377,0.7026838,0.3235944,0.43422607
0.35782564,0.08459354,0.6113125,0.2595756,0.47353348
0.54507214,0.24149883,0.6226306,0.3423304,0.3882653
0.30680662,0.12170198,0.62609744,0.20821227,0.5451147
0.027919352,0.60499054,0.27139658,0.15693955,0.6044408
0.2336253,0.23692611,0.6574479,0.16311182,0.60559005
0.0711903,0.34079587,0.50376934,0.12508212,0.5996987
0.14385566,0.29074886,0.64119583,0.17862006,0.6248757
0.13686886,0.35135832,0.5088759,0.17898948,0.5535639
0.12507328,0.27640623,0.57191366,0.15889575,0.5229443
0.10919833,0.712885,0.37138557,0.18573578,0.64375997
0.82405955,0.040530786,0.68234247,0.77261823,0.47261858
0.24224696,0.1647451,0.5928044,0.20684932,0.5241219
0.046558112,0.6392425,0.24816203,0.17090131,0.7901347
0.10841259,0.29735392,0.4968876,0.15815352,0.5550669
0.16892084,0.3178867,0.54520077,0.04086186,0.69758254
0.29534435,0.16204265,0.76068693,0.33962196,0.5156238
0.2855124,0.1521759,0.6007402,0.23607992,0.4940704
0.061884016,0.68134195,0.1269915,0.21777742,0.60390073
0.43851638,0.14963391,0.6792692,0.49408913,0.4417506
0.24664038,0.28078482,0.7654322,0.24707852,0.56671846
0.23342755,0.22116673,0.6307377,0.14836876,0.5823712
0.31726414,0.11483048,0.5272428,0.25518197,0.41277596
0.10831317,0.60990447,0.48989066,0.19457515,0.8127249
0.47428167,0.078806214,0.57287586,0.41193944,0.5789582
0.14112484,0.48630872,0.55691177,0.132172,0.8088444
0.32143468,0.13324547,0.59309113,0.27141446,0.4429391
0.21169487,0.21302378,0.5876617,0.14209546,0.5831868
0.106039226,0.5780109,0.58896655,0.26269716,0.64077234
0.43782097,0.13206688,0.6145299,0.36196458,0.4934223
0.49258733,0.064894415,0.6291111,0.44505876,0.51945555
0.23201713,0.1837411,0.5961244,0.21390931,0.5086745
0.0882988,0.57709616,0.4323608,0.09892242,0.8399874
0.09122074,0.826379,0.098431334,0.29929942,0.77486086
0.29208875,0.2715146,0.8325631,0.26438522,0.52526724
0.028259933,0.61344063,0.27737936,0.20580892,0.75773
0.33689296,0.10838866,0.56900394,0.26602632,0.36044514
0.4652776,0.13733637,0.65563244,0.40692085,0.29483816
0.2639426,0.14144683,0.5294618,0.20725308,0.5241196
0.062287122,0.41648465,0.49337253,0.15023853,0.673553
0.07346079,0.4151678,0.4197235,0.027951315,0.6539523
0.7995576,0.10715068,0.72246474,0.789831,0.1756556
0.61764944,0.14582017,0.7106791,0.5442053,0.5157332
0.40487993,0.09092578,0.58348036,0.3681805,0.4625377
0.20674834,0.25850412,0.7249419,0.21108897,0.62598634
0.029462397,0.51720226,0.35593292,0.20028271,0.7137556
0.098311365,0.9748291,0.07936323,0.3214156,0.8117454
0.3804602,0.22200501,0.56826764,0.25758016,0.5546442
0.03279662,0.617188,0.17604092,0.19987287,0.60290694
0.09981939,1.0,0.12171653,0.25893432,0.82201374
0.055857927,0.78566325,0.11749676,0.23226367,0.7427821
0.054097027,0.6359815,0.3105848,0.18068396,0.8246435
0.19961667,0.20276964,0.61914223,0.14868732,0.5208841
0.14895222,0.23263189,0.5259968,0.17266448,0.47207725
0.09190759,0.32039598,0.45576507,0.17611174,0.52976817
0.1330381,0.33731952,0.7425978,0.23765074,0.6140435
0.34705162,0.15162924,0.67741334,0.3385995,0.3545387
0.10469189,0.30519828,0.5259288,0.12875639,0.58369285
0.43534476,0.17812556,0.7587284,0.3044802,0.50177765
0.15890396,0.25330335,0.52250993,0.18859158,0.44499132
0.090665966,0.4946631,0.5285977,0.19556268,0.79271495
0.3453316,0.1943019,0.6994975,0.32920575,0.40438002
0.45630497,0.09544169,0.6211782,0.3446386,0.49414334
0.07092139,0.7877924,0.08617024,0.22432213,0.75537425
0.0532721,0.37231165,0.5046613,0.18508883,0.6706431
0.20438573,0.17148584,0.6105388,0.19597389,0.5011292
0.04751399,0.58731943,0.25275967,0.20387761,0.76470566
0.24619013,0.18318145,0.6215866,0.19725446,0.38136175
0.08247331,0.7113646,0.47149774,0.24513312,0.8820437
0.03730607,0.73381585,0.12794147,0.27245128,0.7808885
0.03318885,0.44537872,0.35184082,0.14099567,0.68105805
0.28998053,0.14806542,0.5797823,0.22550751,0.4831226
0.21806052,0.18871415,0.5702865,0.18929471,0.53832895
0.04825729,0.5463808,0.34692487,0.15654387,0.7125284
0.25391173,0.17360282,0.5691005,0.11226405,0.6014093
0.25166053,0.18140447,0.6035819,0.15327825,0.50989413
0.062003374,0.5366027,0.43060675,0.1928403,0.7075618
0.09057924,0.2971869,0.51816505,0.18211876,0.52023125
0.30516917,0.13516706,0.5827217,0.25985134,0.5571488
0.03968379,0.5289098,0.3584155,0.16400401,0.63115484
0.32869464,0.2029472,0.50810117,0.19253872,0.61996025
0.215446,0.18426608,0.61948943,0.25586677,0.40598476
0.09003365,0.39002958,0.45141664,0.13648911,0.5800271
0.25687373,0.18833199,0.67390925,0.2584713,0.48929626
0.026948392,0.63324076,0.305022,0.22175597,0.68579763
0.10472259,0.26285058,0.6758616,0.22609143,0.63351285
0.1098617,0.3457758,0.3832863,0.23650734,0.5301197
0.08311933,0.5070962,0.34529358,0.09298603,0.77110356
0.2447769,0.14260587,0.56323856,0.20843391,0.5384196
0.1794627,0.60594994,0.6000586,0.24626805,0.92218006
0.04487413,0.43527603,0.35119516,0.122926846,0.68289155
0.34081107,0.17695642,0.6747655,0.21488859,0.48099613
0.07460439,0.35472018,0.43882826,0.12003274,0.58464175
0.11144677,0.3638461,0.55232805,0.14441712,0.7594616
0.24663103,0.19905332,0.7113887,0.17263131,0.598873
0.23990709,0.20219728,0.64424694,0.2118565,0.529641
0.22317341,0.30050173,0.5848086,0.13011967,0.6006062
0.0562253,0.4273665,0.44286582,0.21773328,0.64374214
0.17671037,0.2910562,0.71022916,0.20427768,0.6907639
0.22425014,0.27429533,0.66067064,0.16838087,0.67856747
0.6269677,0.13707155,0.6855596,0.57950497,0.30342707
0.034537613,0.48178622,0.3198105,0.13985778,0.6430234
0.5991115,0.11047475,0.60733587,0.5394859,0.5809821
0.03964016,0.6863215,0.12470728,0.2444403,0.663692
0.13195801,0.308538,0.537313,0.16907452,0.46043235
0.36448145,0.15012565,0.57124275,0.32422942,0.43502268
0.60445035,0.17766352,0.78227735,0.6715547,0.5988763
0.20238793,0.22867909,0.7122548,0.18206494,0.5534741
0.41633457,0.18717226,0.6665511,0.3478616,0.4344031
0.05337277,0.64277124,0.37107214,0.20661472,0.812944
0.035761535,0.524885,0.32228854,0.11429681,0.72478306
0.2646864,0.110461384,0.58732355,0.20556967,0.47506338
0.07847723,0.42484185,0.5371294,0.17900498,0.66059744
0.1954729,0.37349668,0.5846207,0.29334944,0.60837996
0.03492701,0.40870067,0.35434717,0.15872051,0.6568283
0.25567538,0.15980196,0.6159612,0.22768308,0.47677255
0.21921578,0.24453488,0.75121707,0.24581833,0.6250942
0.14640102,0.3085692,0.38144475,0.09477939,0.6323498
0.067064136,0.43992528,0.55660164,0.18297885,0.64758545
0.5267027,0.24142447,0.7101312,0.4043098,0.3308005
0.52007514,0.079741344,0.61932105,0.41893822,0.3930022
0.031183958,0.6404286,0.23862404,0.20925589,0.65754455
0.2808379,0.15225902,0.57539785,0.20027898,0.5252344
0.75014013,0.058239967,0.6478764,0.6636697,0.5347972
0.24487728,0.4370402,0.71692115,0.18296002,0.6995191
0.044403493,0.3792073,0.49561068,0.18972568,0.6144835
0.20180729,0.21903443,0.6990965,0.23445542,0.5395505
0.02766648,0.54836303,0.2569286,0.10136865,0.6309555
0.071968734,0.75816673,0.2846181,0.26258785,0.7834721
0.22366157,0.39330778,0.6973608,0.26515782,0.76442176
0.13819298,0.33852687,0.41266897,0.107126996,0.62216985
0.10457453,0.3740517,0.5453227,0.10200377,0.6075606
0.045722514,0.35756382,0.5555361,0.20346902,0.6630404
0.24589318,0.19854522,0.5781647,0.1851912,0.5028827
0.04083112,0.54955,0.3118555,0.16290261,0.64884096
0.11763358,0.38183933,0.6298631,0.19130732,0.5445955
0.030759752,0.41985297,0.4460347,0.1816416,0.692089
0.18810487,0.19049576,0.55279773,0.19646455,0.3744811
0.12989974,0.4563419,0.6070337,0.1773173,0.7424208
0.24301109,0.22731048,0.5367985,0.10990594,0.58899486
0.07061526,0.45535478,0.4667671,0.13767721,0.59051627
0.11343297,0.4622842,0.53349066,0.17390658,0.6571392
0.12125087,0.24833935,0.6580694,0.22061156,0.5480082
0.29008067,0.23500448,0.58123434,0.15607841,0.5953415
0.24625748,0.23735029,0.6677578,0.14866348,0.6658796
0.28044355,0.22612128,0.7184907,0.23269205,0.53726333
0.26506627,0.11991783,0.56236315,0.21000595,0.47270864
0.27151763,0.20534834,0.62221515,0.16914685,0.5641829
0.23300132,0.31426483,0.81614983,0.2641858,0.56704926
0.08894801,0.40230376,0.3942985,0.09618412,0.60255164
0.121209025,0.93086207,0.117516994,0.2883036,0.7747638
0.05736062,0.7862637,0.21864471,0.20681159,0.8512129
0.29291368,0.203338,0.7030925,0.3029883,0.45109218
0.14175987,0.31269097,0.5742704,0.12837298,0.50707775
0.36354822,0.1211378,0.5426714,0.25114548,0.4151126
0.5253242,0.04969752,0.6792145,0.439794,0.54939663
0.26899964,0.20418936,0.62022674,0.24318065,0.46229863
0.0714052,0.6349078,0.42765677,0.2144012,0.9384283
0.2605692,0.18604925,0.6391392,0.12423058,0.60891235
0.17323777,0.2782478,0.6465088,0.15212126,0.663498
0.060436904,0.7451366,0.15827142,0.31410795,0.63222283
0.6901675,0.04322745,0.6509416,0.6043753,0.3670693
0.1899668,0.20251921,0.5258768,0.19112252,0.40933862
0.27627832,0.11147013,0.5888529,0.2639547,0.4329854
0.08841044,0.46402982,0.32584965,0.14771362,0.5807678
0.09890112,0.3244467,0.5524239,0.14895664,0.5744494
0.05341932,0.4115697,0.41927245,0.14306475,0.6212807
0.28098983,0.2263596,0.7518032,0.27501684,0.4314283
0.30587667,0.13839057,0.62266994,0.20572193,0.5922913
0.23629919,0.17998765,0.62185353,0.20052303,0.40119064
0.031427503,0.58053035,0.15655263,0.16887407,0.5886148
0.20412159,0.18980035,0.6312336,0.16504656,0.6063378
0.1997203,0.23142782,0.64659715,0.17746602,0.533296
0.039191276,0.58629334,0.22092205,0.19326244,0.6542845
0.17253366,0.24331918,0.6327029,0.08867009,0.65063584
0.0768621,0.40542176,0.4101205,0.083440974,0.6690368
0.48270983,0.18004265,0.63283443,0.33806252,0.55888224
0.27777058,0.16649628,0.55891293,0.17707764,0.5295868
0.33855534,0.16759342,0.7285104,0.24430631,0.60612357
0.18485022,0.22337514,0.5159048,0.24115689,0.40841487
0.50041014,0.12946744,0.56433606,0.45900464,0.6448621
0.08394256,0.35608396,0.48588774,0.15895756,0.5159076
0.29156405,0.17195438,0.6707062,0.26861924,0.43338102
0.21727031,0.20477104,0.60199344,0.13477175,0.5448315
0.17071402,0.2044113,0.6783189,0.23908593,0.54491675
0.054911166,0.38410124,0.44825006,0.122580186,0.5370227
0.15387058,0.34686807,0.48943081,0.19584881,0.645219
0.21083537,0.2749812,0.59312713,0.16219987,0.5883115
0.30562556,0.16290256,0.6066521,0.25314462,0.4284445
0.041885167,0.7138814,0.14747158,0.18905054,0.55971277
0.20994201,0.20368141,0.65615106,0.20881645,0.5439077
0.03208238,0.5676245,0.3109477,0.15391468,0.66638523
0.22291514,0.21260706,0.5135372,0.1685179,0.5192527
0.14819422,0.23403522,0.59976554,0.17015742,0.619319
0.17460799,0.18629569,0.6217325,0.19060756,0.5582662
0.1374147,0.30887935,0.36617172,0.12566708,0.49637517
0.123239845,0.25501248,0.6449621,0.21623994,0.54172194
0.18001929,0.21743661,0.6099614,0.1669132,0.48845026
0.19144866,0.20928931,0.5833708,0.18527181,0.51907235
0.23615551,0.18362227,0.6425544,0.19922195,0.4144299
0.19832256,0.41854298,0.5379787,0.2277175,0.6045702
0.49327958,0.09852965,0.5337263,0.42294383,0.6093421
0.36877036,0.15275127,0.6105492,0.21912657,0.47125491
0.102692336,0.2658817,0.665382,0.22192298,0.6236893
0.54396534,0.13322277,0.668603,0.5674535,0.44933257
0.80272955,0.17274797,0.8959021,0.8921408,0.34576222
0.73672765,0.13042003,0.74080116,0.7855577,0.35406783
0.10603735,0.3788851,0.48080721,0.12127288,0.56194836
0.130838,0.2881636,0.511464,0.16477163,0.50479555
0.07054061,0.52814525,0.4487713,0.17849658,0.66263777
0.007293761,0.4843946,0.33156908,0.209228,0.7046406
0.07767436,0.44460633,0.48055515,0.16291939,0.60234576
0.48859447,0.13817674,0.6772285,0.47610986,0.30417576
0.49221635,0.09472739,0.6563458,0.38121104,0.599308
0.022586823,0.43550223,0.43772596,0.2042195,0.7228911
0.8256585,0.053803585,0.6839613,0.70049065,0.0
0.15758538,0.28178552,0.4574343,0.19886942,0.5281042
0.037165284,0.51109177,0.28226447,0.12926753,0.6738
0.2825458,0.24348733,0.54082316,0.16790189,0.5262118
0.09278464,0.64308804,0.38916543,0.15666617,0.67408687
0.1593301,0.22235554,0.6496753,0.19802813,0.5407702
0.21953112,0.44732308,0.6862583,0.20234029,0.697976
0.15427035,0.38145953,0.6070536,0.17591436,0.5197408
0.24058226,0.21053201,0.5372836,0.087808594,0.5876391
0.19392833,0.285881,0.62162775,0.11865546,0.7311982
0.3856523,0.12640728,0.74914736,0.23124416,0.4710531
0.19039881,0.38035467,0.6101647,0.20401265,0.76966316
0.062214226,0.39020255,0.42009613,0.13020994,0.61107683
0.41489798,0.19746712,0.6847634,0.4151672,0.44433883
0.054775327,0.7001008,0.15509817,0.22051014,0.661682
0.3688162,0.09404265,0.5697683,0.29587895,0.49853775
0.23182485,0.17511949,0.6361574,0.114327654,0.6084878
0.2321141,0.20035675,0.5125352,0.29605234,0.28506923
0.45756537,0.18410978,0.6584151,0.3133406,0.5361716
0.04489377,0.569069,0.20079452,0.16323896,0.5872558
0.09561449,0.37772483,0.521434,0.11838241,0.6489333
0.35631645,0.16584873,0.5449057,0.19645606,0.511098
0.03269884,0.48408034,0.3342292,0.17928435,0.7112203
0.042358667,0.37185672,0.54989135,0.20298408,0.6970907
0.060988426,0.4758127,0.33297575,0.08017628,0.7063145
0.2710979,0.15308657,0.5634468,0.23205478,0.51603913
0.38782185,0.10403113,0.5771848,0.3305611,0.46073958
0.3273996,0.38055763,0.85018396,0.28809214,0.59516966
0.032826155,0.5896342,0.21159554,0.19360133,0.60931796
0.1456638,0.22197843,0.6797664,0.20316194,0.5061215
0.13108179,0.42612135,0.35980278,0.27768672,0.42678213
0.048407435,0.6825258,0.15395182,0.23127459,0.5592676
0.56037635,0.16648257,0.6699006,0.48213863,0.3961085
0.13577285,0.62101567,0.28031847,0.2032987,0.6491066
0.4813413,0.07435264,0.58118045,0.44628042,0.57877284
0.24017888,0.1404779,0.56362325,0.20338579,0.485465
0.05804953,0.60326797,0.2841726,0.15951295,0.83287966
0.017564863,0.522179,0.3455759,0.17927615,0.63689494
0.02461055,0.59406626,0.2757787,0.20133542,0.66590744
0.02403903,0.58911246,0.20351404,0.19120832,0.72186553
0.9553533,0.08885489,0.76443166,1.0,0.516511
0.31197846,0.1690896,0.64077145,0.27176428,0.45343536
0.28285128,0.112212405,0.5662284,0.26191312,0.45342866
0.15001443,0.3070791,0.541606,0.15400334,0.55160993
0.11599797,0.27017334,0.6181157,0.1796674,0.5361176
0.16338274,0.27846763,0.5023025,0.12994711,0.5352095
0.43378955,0.30141398,0.79496384,0.3951528,0.41259664
0.10444206,0.44452202,0.57506484,0.17411809,0.7710921
0.10772321,0.40235332,0.6315529,0.19549485,0.5671484
0.33910066,0.16246939,0.56919897,0.16658969,0.54824525
0.31587422,0.13607351,0.5483974,0.19043915,0.516904
0.16549784,0.3044907,0.59295815,0.13941242,0.5740848
0.033038974,0.52625483,0.18569587,0.10502483,0.52697575
0.29310822,0.24152133,0.5898732,0.14280437,0.63873863
0.041181594,0.6484002,0.25209743,0.2367483,0.70041096
0.038472146,0.4283848,0.33857858,0.12029074,0.6346672
0.16485801,0.20281884,0.5959297,0.15412061,0.58583266
0.71627045,0.15372701,0.75011086,0.66738546,0.43415484
