size_D,duration_D,app,nlan,t02,t08,effort_D
0.44216907,0.48558712,0.28595677,0.36288267,0.12315974,0.39790523,0.7260490435629426
0.46327227,0.55574656,0.13696793,0.27867776,0.053365022,0.43783796,0.814111048846663
0.24752113,0.3497467,0.32566527,0.17920059,0.35863537,0.3875637,0.5185219311113158
0.47820324,0.59216076,0.12328479,0.28788593,0.0499973,0.4736958,0.8110799086647945
0.85098886,0.8081064,0.5644647,0.80590606,0.12767038,0.75498563,0.7377021742621305
0.49204367,0.5851067,0.1228075,0.30251673,0.029058784,0.46763337,0.8261283495677011
0.46674317,0.6078781,0.061915636,0.28572935,0.024625093,0.52050245,0.8174971790498308
0.39763105,0.48056376,0.18364957,0.29710066,0.112612545,0.39233634,0.7302607438156447
0.32737383,0.41029143,0.21374443,0.20386545,0.20125991,0.40496984,0.6177648370658902
0.44376263,0.54296416,0.13772658,0.27596354,0.06256744,0.44417638,0.7686872461212348
0.3255802,0.39488518,0.2018095,0.24595837,0.18473965,0.3828457,0.6446940386816423
0.43806016,0.43306583,0.28671107,0.41322914,0.12164539,0.31265435,0.7380614142836849
0.5091209,0.6083184,0.16672012,0.31155658,0.048053056,0.49087584,0.7420790445247427
0.63950145,0.76664436,0.25026277,0.44173652,0.08767143,0.68523705,0.7477125448627527
0.30915925,0.40636027,0.17909965,0.19040126,0.19069612,0.40144372,0.6698871101932267
0.30990484,0.35663208,0.29414418,0.21804221,0.2570166,0.39527243,0.539359132361548
0.3863201,0.4933591,0.1312736,0.23121691,0.10367799,0.43443885,0.7087297825237869
0.50017077,0.46278813,0.37595853,0.46361616,0.14911059,0.34668595,0.6811479408688765
0.3640106,0.49363503,0.100170195,0.18960935,0.11303657,0.43548626,0.7363986441839186
0.70633197,0.63653094,0.47959027,0.6924778,0.11262825,0.53682435,0.7598215455892928
0.3121552,0.39392853,0.20724311,0.19953215,0.20808172,0.3983004,0.6213520372811223
0.4804651,0.45140266,0.29729697,0.3991217,0.13685825,0.37472448,0.7159256729555403
0.46028298,0.5519652,0.19275871,0.28164223,0.09821153,0.4617779,0.6810105808606349
0.3031998,0.36155558,0.26460466,0.21800411,0.24383807,0.39503336,0.56167533370052
0.5283035,0.5126349,0.2810904,0.43203774,0.09104943,0.40882808,0.7586467155188029
0.43802494,0.45246425,0.23011497,0.36647785,0.09320557,0.3371597,0.7633072457984348
0.63436097,0.74236387,0.25419882,0.44580933,0.08521822,0.64008254,0.7621703457302207
0.33544415,0.43092182,0.16943017,0.19401342,0.17168725,0.41922656,0.6576376394582585
0.3746393,0.48111507,0.149025,0.23094958,0.13479114,0.44057137,0.6882642912958575
0.5827772,0.56727797,0.3365791,0.4812387,0.0846785,0.43732303,0.8141195088471705
0.4808414,0.57110393,0.13366589,0.2793714,0.060916454,0.4700755,0.8048369182902152
0.45292777,0.51691186,0.13635996,0.31754097,0.048066884,0.4019012,0.81476049888563
0.28487164,0.32857054,0.30614462,0.24159041,0.28002644,0.37364164,0.540233332414
0.47144708,0.5630112,0.14793405,0.3107533,0.049236745,0.4470247,0.811605848696351
0.47927338,0.5793184,0.09880489,0.28714857,0.024107963,0.46254694,0.839571250374275
0.48850745,0.5318914,0.19293764,0.36970884,0.037370503,0.3776466,0.8906847534410852
0.37081712,0.44026121,0.13906065,0.24298762,0.10997799,0.38550043,0.7309720938583256
0.36720994,0.4685066,0.11491895,0.20781276,0.11556521,0.42089128,0.7150668929040136
0.52757096,0.5854896,0.18803552,0.3658138,0.043553412,0.47234952,0.7820358169221491
0.6413454,0.7100148,0.26830652,0.47732204,0.025382161,0.60567194,0.815498648929919
0.44893163,0.5468461,0.11645746,0.2667218,0.062120706,0.44775322,0.8065440483926429
0.67524445,0.5656451,0.58133686,0.7003373,0.16023582,0.43640408,0.7686921861215311
0.4243459,0.52739245,0.12940517,0.2721332,0.08285117,0.43848526,0.7833673470020408
0.5629969,0.58867353,0.24169853,0.41413814,0.0505701,0.4785519,0.7639415458364929
0.35772505,0.42515397,0.23108515,0.28935236,0.17293003,0.3680617,0.6625091397505484
0.5207439,0.6098384,0.13773361,0.33461237,0.017213762,0.48744518,0.840547650432859
0.33729136,0.34831852,0.3073512,0.3000227,0.25074673,0.3505831,0.5900230754013845
0.35049725,0.38927758,0.26087543,0.28048667,0.19802135,0.38112518,0.5987010359220623
0.5590851,0.58351314,0.214775,0.40745327,0.03256145,0.4683712,0.7878604472716269
0.58487344,0.7281998,0.16697314,0.44500935,0.044799715,0.6279461,0.7893999073639945
0.24525338,0.3444335,0.32401696,0.12866864,0.3622315,0.41516498,0.5654092739245565
0.6380336,0.54660094,0.44487646,0.59712017,0.12422475,0.45147645,0.7392048043522883
0.6209754,0.57261235,0.39570007,0.5340204,0.11455974,0.47675312,0.7167772430066346
0.42703286,0.38876855,0.34991828,0.41406476,0.17559788,0.30792603,0.6842599410555965
0.61179096,0.6618062,0.24965873,0.43132836,0.03751892,0.5519742,0.8117164887029893
0.7022195,0.68889403,0.37298915,0.5949527,0.05680871,0.58365524,0.8197783491867009
0.27569008,0.3883198,0.24707595,0.1469008,0.27517062,0.40773815,0.6151978369118702
0.59371907,0.58342135,0.3530279,0.5116186,0.072980404,0.45313382,0.7839904870394292
0.36527693,0.44645315,0.22683933,0.24063416,0.17414027,0.42542607,0.6139116368346982
0.44672638,0.53271466,0.15386781,0.2825363,0.069424,0.43425655,0.7889204473352268
0.38678926,0.52197134,0.07823402,0.23339428,0.10418284,0.504582,0.7265051435903086
0.58248425,0.63010746,0.2807025,0.4641869,0.021676868,0.47572637,0.9095185545711133
0.46882835,0.56151396,0.15574583,0.2866087,0.074328184,0.48361158,0.7940584876435093
0.43582723,0.55622256,0.08159357,0.2514823,0.045464486,0.45767492,0.799413047964783
0.59376216,0.65076536,0.20520613,0.42757422,0.0024264157,0.527459,0.8335534800132088
0.6073185,0.73926604,0.19549564,0.4220853,0.04320079,0.6746582,0.7736657464199448
0.52795726,0.64643604,0.15910277,0.33616272,0.048894405,0.53660864,0.7911909074714545
0.4639681,0.62006843,0.050346464,0.276701,0.035241276,0.53780365,0.7783204766992285
0.42625427,0.53700644,0.08452314,0.24758944,0.05481565,0.44191766,0.7966865778011947
0.5561028,0.6070857,0.1953024,0.3834259,0.0305821,0.48500925,0.7889544473372668
0.5048897,0.61171997,0.11677876,0.3179371,0.01999098,0.49885926,0.8365344501920671
0.2881501,0.3526979,0.2726523,0.21276602,0.25827032,0.38895157,0.585621435137286
0.45358038,0.53250694,0.17339918,0.29642546,0.07307285,0.43996504,0.7398499143909949
0.49146926,0.5946577,0.11232987,0.30775827,0.018404841,0.46727705,0.8266969496018169
0.40155813,0.4874528,0.20037642,0.26757887,0.12654838,0.4331891,0.6714227402853645
0.3132807,0.41802692,0.15570024,0.1803242,0.17887148,0.40535468,0.687602681256161
0.45633388,0.52956665,0.23693773,0.31881234,0.12021062,0.44300324,0.6733711404022684
0.51337314,0.5527534,0.2037693,0.37704325,0.0420084,0.41380027,0.8410546104632767
0.5490292,0.62904555,0.15194473,0.37735268,0.007563412,0.5068,0.8413258504795511
0.45979503,0.46188146,0.2596847,0.43407014,0.0691666,0.3021944,0.8365139501908371
0.62043613,0.6895093,0.23684606,0.4895044,0.011898607,0.5638424,0.8535152012109121
0.3648998,0.34306628,0.4420016,0.35357684,0.304394,0.31893468,0.4758875085532505
0.3567357,0.4183873,0.2648169,0.2665177,0.19792634,0.39542532,0.6243943374636602
0.45593202,0.51216453,0.17334566,0.31338495,0.07194373,0.41011068,0.7417208445032506
0.438922,0.53082126,0.14342865,0.27712128,0.06730908,0.43726128,0.7654132459247948
0.43223247,0.42476153,0.2880077,0.4032179,0.12536114,0.3079752,0.7342423440545407
0.6152522,0.5948303,0.36032495,0.521948,0.098560244,0.4932542,0.7337082440224947
0.43369085,0.5020602,0.14058837,0.30123624,0.061201543,0.3881116,0.7826011069560664
0.41542765,0.4954107,0.23778942,0.28670722,0.12977201,0.43704492,0.6574268394456103
0.34678477,0.3281465,0.36977664,0.36324868,0.2525317,0.32407084,0.550181533010892
0.38243005,0.47137532,0.20325181,0.25474054,0.14658445,0.43165725,0.6464675387880523
0.48413777,0.35169053,0.51533675,0.5330188,0.26601398,0.2897428,0.560444983626699
0.2982158,0.40426895,0.16221389,0.16761006,0.19943029,0.40883034,0.6635048398102904
0.3366807,0.43639833,0.23617974,0.25810626,0.20533621,0.431063,0.6446055386763324
0.38558117,0.4967519,0.10390651,0.21725671,0.092752516,0.4287855,0.7493235449594128
0.501696,0.6002452,0.16595295,0.33123302,0.041830838,0.49077305,0.7857982471478948
0.93176377,0.7642617,0.8687601,0.9322512,0.2566681,0.6930223,0.6526519391591163
0.7568041,0.8068991,0.4336296,0.5923562,0.10467401,0.7395595,0.7393748443624907
0.37162232,0.3438815,0.3487012,0.37613654,0.25700933,0.30350384,0.5948757356925441
0.38805336,0.52002287,0.101106495,0.2106963,0.09216893,0.45193392,0.7538210452292627
0.6584933,0.76720226,0.2668167,0.47785467,0.0436548,0.66931885,0.7523597951415877
0.6124381,0.6975543,0.25183228,0.3957352,0.079378426,0.6117928,0.7526256851575411
0.44186354,0.5526715,0.08742842,0.26291665,0.03962174,0.44399083,0.814116548846993
0.37627587,0.43398276,0.17722216,0.26829773,0.13219863,0.3875572,0.6980510418830626
0.45340985,0.50057757,0.1739997,0.31140658,0.07292017,0.40844867,0.7359357941561476
0.4535467,0.5560464,0.12300551,0.28255677,0.050163865,0.44749975,0.800441198026472
0.6383562,0.69278264,0.33173016,0.48123083,0.06371078,0.57738507,0.7110872426652346
0.5238597,0.59822327,0.16295895,0.34325686,0.026656091,0.47973263,0.8111261486675689
0.4312801,0.45776305,0.27974752,0.3691994,0.10689163,0.3440884,0.7628624857717492
0.35777244,0.4490827,0.18402502,0.227633,0.15694535,0.42252725,0.6545774692746482
0.65155876,0.6911625,0.29092792,0.5113939,0.027493358,0.57975715,0.8162967489778049
0.50145566,0.58106697,0.2842215,0.33267564,0.13566771,0.4953369,0.6084802365088142
0.6144223,0.6585647,0.26543936,0.46685994,0.035809904,0.54026514,0.7929710475782629
0.4138631,0.51432675,0.18905172,0.2641578,0.11458799,0.44926828,0.6712847802770869
0.51058376,0.5297979,0.2168347,0.38862103,0.047810316,0.39992857,0.7920397475223849
0.5866373,0.64598316,0.325134,0.4328077,0.08506507,0.5469042,0.66436699986202
0.2627301,0.3299576,0.3130578,0.18584159,0.31601793,0.37454692,0.54717683283061
0.30110523,0.35568288,0.35838893,0.20187284,0.3130839,0.40784502,0.4996947299816838
0.4914757,0.6452824,0.07143238,0.28854394,0.032282382,0.54749835,0.8143802488628149
0.60743415,0.6822216,0.21998891,0.43360892,0.016458184,0.57175124,0.8187129491227769
0.5440005,0.62503815,0.17397031,0.38646746,0.015173286,0.50136733,0.8293905497634331
0.40384522,0.4326163,0.2913687,0.33682296,0.16740137,0.3882877,0.6206087372365243
0.4850228,0.5945281,0.18540028,0.31848484,0.063952595,0.49983922,0.7343910440634627
0.40823752,0.37122592,0.3610616,0.39767638,0.21040815,0.2835434,0.6691053901463234
0.4601733,0.56153244,0.15099594,0.2632481,0.07771489,0.46851534,0.770806716248403
0.44762582,0.55055827,0.08802393,0.27246845,0.033685625,0.43895608,0.826105649566339
0.86417544,0.9212749,0.5335759,0.7706058,0.12915733,0.88741946,0.6867135412028125
0.5244361,0.5617653,0.25353757,0.3986379,0.089072615,0.46341792,0.723833183429991
0.47529483,0.5907337,0.090762466,0.27553678,0.032174826,0.4819695,0.818749049124943
0.3776146,0.44897443,0.20701149,0.23750237,0.16402656,0.4158566,0.6504696990281819
0.50442064,0.65552807,0.07181504,0.30741066,0.012133777,0.54274166,0.8301964898117894
0.42144614,0.5250376,0.12225047,0.2823556,0.07251507,0.42833513,0.7850970471058228
0.4411319,0.5482503,0.093090594,0.26423788,0.0459992,0.4393171,0.814659048879543
0.44798264,0.54523164,0.132175,0.2768792,0.05853784,0.4419345,0.7795381467722888
0.47835225,0.41231877,0.43231836,0.49846518,0.19085217,0.31481692,0.6626179397570764
0.28161818,0.3789565,0.20901528,0.17913245,0.24329531,0.3906753,0.6406143384368603
0.3600797,0.441489,0.24603865,0.2418492,0.19085962,0.42721778,0.5853319351199161
0.3077413,0.37909955,0.2684475,0.22971833,0.23859489,0.37739784,0.5994364959661898
0.30364227,0.33352754,0.27253094,0.28947747,0.22448611,0.31735715,0.6113947366836842
0.5248174,0.58730394,0.16960284,0.35183537,0.029064268,0.47081774,0.8037330982239859
0.5377805,0.5692763,0.27182487,0.4321891,0.07512614,0.44877207,0.736283884177033
0.68754613,0.7679351,0.29191205,0.58339834,0.028467506,0.667841,0.8173332090399926
0.6915079,0.65374744,0.45701882,0.6299069,0.08018103,0.50944555,0.8868416532104992
0.53834164,0.6052293,0.24253872,0.35597068,0.079081416,0.5041235,0.7836784470207069
0.5501198,0.6349246,0.15353331,0.37537378,0.013073534,0.52412325,0.81920699915242
0.2883796,0.39641702,0.20479509,0.15594736,0.24540299,0.40484896,0.6385672383140343
0.6092826,0.7214939,0.2013509,0.4294353,0.01694563,0.60164255,0.805739248344355
0.39268738,0.46517113,0.2538704,0.28383598,0.17452103,0.42017648,0.6032284861937092
0.5458875,0.54109347,0.26714763,0.41085088,0.07837513,0.44397345,0.7424200045452003
0.512748,0.6509999,0.15495726,0.34692538,0.082472116,0.5495615,0.7820275469216528
0.40752926,0.5131694,0.11433181,0.24308029,0.07956448,0.42916787,0.7639835958390158
0.49683034,0.59095526,0.13243201,0.3052087,0.03207344,0.47141817,0.8241214094472846
0.4989636,0.59598726,0.13066599,0.29947075,0.03687668,0.4742565,0.8278573096714387
0.43057787,0.51969695,0.24779716,0.27281675,0.14204478,0.46346563,0.6334901380094082
0.6088138,0.6682854,0.24929425,0.44351444,0.031055272,0.5507881,0.7812364468741869
0.45326337,0.54697067,0.09530896,0.28577968,0.028931707,0.42478,0.8415126504907591
0.25079742,0.3757819,0.23364463,0.1291732,0.3040393,0.42009714,0.6206505672390341
0.48703167,0.5601769,0.12292585,0.31606328,0.028301656,0.44805437,0.8176446490586791
0.50642025,0.5917483,0.13997015,0.3294875,0.030604154,0.47048104,0.8278052096683126
0.68785733,0.6922444,0.37430164,0.58065665,0.050874233,0.56635237,0.8574243114454587
0.3116849,0.31018654,0.44477752,0.32181707,0.3315956,0.36065066,0.4641204278472257
0.35094005,0.46744126,0.14192387,0.20306334,0.14192191,0.4417774,0.6540900892454053
0.27037308,0.111955225,0.8621547,0.65411115,0.55043447,0.0,0.37405212244312736
0.4071424,0.48753935,0.1615201,0.2506786,0.10517761,0.42167252,0.7389418443365107
0.6944597,0.7107868,0.35977653,0.5781219,0.057100743,0.6077347,0.7690474861428492
0.43857574,0.5432299,0.09325677,0.26389903,0.045114398,0.43891168,0.809862148591729
0.25827035,0.3247742,0.3360953,0.18810903,0.32667,0.3932699,0.4999412299964738
0.49041742,0.5156256,0.21562049,0.38301784,0.05202511,0.37836507,0.7826240469574428
0.20827892,0.14260289,0.7034627,0.286653,0.5735407,0.32131428,0.2207352032441122
0.53260255,0.51677734,0.26057038,0.4225102,0.081094325,0.4093372,0.7663448459806909
0.44360644,0.3023689,0.59107804,0.6120189,0.2595625,0.15923405,0.6819921409195284
0.58511794,0.61595607,0.2710196,0.44996816,0.046513528,0.4789899,0.8574998514499912
0.1797936,0.2744327,0.4895598,0.09467912,0.5414831,0.42140037,0.42977292578637555
0.39701536,0.5072313,0.094209015,0.2240216,0.07966262,0.427176,0.7737280464236828
0.5117774,0.5985733,0.1339486,0.32817543,0.022533745,0.47743264,0.830031849801911
0.5079928,0.5322389,0.2279332,0.38577116,0.04747227,0.37833494,0.8966767138006029
0.55932355,0.6496565,0.16034159,0.38332102,0.0062862635,0.523327,0.855674651340479
0.40343517,0.54101557,0.12686205,0.21380216,0.14095756,0.5344148,0.6722444103346646
0.3071525,0.27141333,0.45287606,0.38381582,0.32421523,0.2791738,0.48109778886586735
0.29584807,0.3853541,0.2772579,0.18508974,0.2753564,0.41801888,0.533879132032748
0.50163674,0.5672658,0.24377158,0.3440358,0.0958167,0.47054386,0.6944351016661061
0.45134336,0.4789366,0.25976607,0.4197601,0.0792343,0.31167686,0.8699786021987161
0.48660964,0.590953,0.113129705,0.2994783,0.02363056,0.47067142,0.829409549764573
0.43180895,0.5769002,0.1824005,0.24467155,0.15636596,0.5344955,0.6586107395166444
0.3475445,0.43475667,0.1964843,0.21052107,0.17115733,0.422024,0.6401521384091283
0.32329285,0.43320405,0.09993976,0.17488725,0.14248297,0.41297513,0.7165368029922082
0.35193908,0.40356308,0.3656837,0.25511038,0.2679621,0.4294521,0.48452028907121736
0.3322855,0.43301165,0.13556871,0.19332471,0.14954343,0.41104463,0.6973573418414405
0.4315271,0.5449848,0.08272043,0.25350356,0.04919797,0.44441003,0.804619548277173
0.45793504,0.5626013,0.119289726,0.27846205,0.048109442,0.45475376,0.7919603475176208
0.5917004,0.6516895,0.2445375,0.38427848,0.05683884,0.54810816,0.7930706475842388
0.41693538,0.5184717,0.12384117,0.24810222,0.08830729,0.44217825,0.7634559158073551
0.41474557,0.4893567,0.14082047,0.27032855,0.08348352,0.40872806,0.7406591444395487
0.5031625,0.48898986,0.43801472,0.41301766,0.18042904,0.4000646,0.7474874448492468
0.43687493,0.52634364,0.15376982,0.27683556,0.0742026,0.43797457,0.7472095448325727
0.13195108,0.23142812,0.6241846,0.07601945,0.6638249,0.43001404,0.38000402280024137
0.4170056,0.51014423,0.16096136,0.2685274,0.09352213,0.4277613,0.7404093044245582
0.48710632,0.57624847,0.16096386,0.305205,0.050834447,0.4642102,0.7851927171115631
0.37246665,0.45705825,0.200129,0.23577596,0.15318951,0.42687342,0.6371631982297918
0.67915416,0.7404063,0.32026055,0.5378027,0.03820151,0.6377164,0.7993704479622269
0.65554047,0.7112899,0.30904368,0.50882757,0.03507045,0.60442173,0.7580284954817097
0.37640736,0.48710528,0.09771952,0.20843919,0.09386113,0.42227513,0.7589208455352507
0.48499185,0.58090913,0.27054152,0.30611286,0.12941849,0.5149604,0.5969243358154601
0.5822128,0.634403,0.282069,0.4075514,0.054361105,0.52738625,0.7610635056638104
0.3399585,0.39614457,0.24723884,0.27486926,0.21424025,0.38528293,0.6158165369489922
0.4709078,0.4102468,0.41135314,0.45948863,0.20179921,0.3442008,0.6281760376905622
0.49920702,0.55450857,0.17928812,0.32981554,0.058153212,0.4454817,0.8104528486271709
0.37869185,0.48668492,0.09474334,0.2064575,0.09472403,0.42545462,0.7539692452381548
0.5254822,0.588843,0.17986462,0.3235794,0.054537952,0.47213596,0.8165582489934949
0.2820469,0.3267662,0.3048813,0.24595213,0.281708,0.36236346,0.5472864328371859
0.39656726,0.35815173,0.34918413,0.38326812,0.22509736,0.3446931,0.5855819951349197
0.80818534,0.8958981,0.4437624,0.69651806,0.105219156,0.85460484,0.7411506444690387
0.43737125,0.3148359,0.46928188,0.49275646,0.28339094,0.27915767,0.5739374344362461
0.6060392,0.6862549,0.2039462,0.44503692,0.0056727827,0.5673703,0.827262049635723
0.5304258,0.6229412,0.1343998,0.35348898,0.006802082,0.49313098,0.825887249553235
0.48142898,0.5874856,0.10910493,0.2954094,0.029755414,0.46951234,0.823362149401729
0.503654,0.55019647,0.18756327,0.35729083,0.04475391,0.43897647,0.7695332461719948
0.5727974,0.47940433,0.46809104,0.6083299,0.12832871,0.3237099,0.829919949795197
0.41577926,0.5145739,0.11142239,0.24586782,0.07385656,0.43109637,0.7869720972183258
0.6245467,0.583569,0.4083785,0.56796217,0.08265802,0.4424368,0.8507939510476371
0.5864324,0.65641224,0.22320792,0.40347558,0.03202817,0.5447761,0.8014445780866748
0.27947515,0.38562775,0.27342108,0.12845011,0.29629654,0.42016423,0.5888010353280622
0.4032068,0.4973545,0.104760826,0.24112561,0.0817585,0.4219889,0.7450941047056463
0.7194076,0.670204,0.5182786,0.6508934,0.100159824,0.55939436,0.8783189026991342
0.49613696,0.5095941,0.32610586,0.42170268,0.122653306,0.3875054,0.7189048931342936
0.5155732,0.59162164,0.13876751,0.355223,0.0152587,0.45407465,0.8573077514384652
0.464819,0.5640797,0.094372034,0.2841241,0.026806593,0.44782925,0.833227349993641
0.28028205,0.37431633,0.23180613,0.13781218,0.26934797,0.41530997,0.5728915643734939
0.388562,0.41450605,0.2518532,0.29506803,0.16353005,0.38061222,0.6438427386305643
0.5601672,0.5671788,0.37498662,0.4572543,0.13163781,0.4645291,0.6271480376288823
0.2802699,0.23789656,0.5783173,0.29980367,0.49371362,0.32431978,0.280913716854823
0.3372482,0.4687306,0.09488806,0.17634478,0.13794288,0.44774753,0.6941593416495605
0.48259062,0.43905306,0.3593031,0.4799954,0.12229121,0.29656136,0.7657906859474412
0.6240119,0.6814762,0.25223288,0.4649132,0.015867144,0.5658407,0.827767349666041
0.4675573,0.5704972,0.098510444,0.2800902,0.028804362,0.45666346,0.825627199537632
0.45451957,0.5289253,0.15620008,0.2942636,0.06741038,0.42850497,0.7699023961941438
0.79251134,0.7991605,0.48213807,0.7111536,0.082548976,0.71669024,0.8138127788287668
0.4245002,0.48911846,0.14539042,0.2817784,0.07726917,0.40406367,0.7494642449678548
0.375015,0.4594316,0.17968366,0.26665574,0.13960648,0.40525267,0.6830916809855009
0.42897406,0.5753875,0.25096723,0.25869834,0.23285395,0.63129574,0.5041903302514198
0.51715755,0.6281211,0.1283153,0.3283159,0.017245024,0.49999553,0.819268049156083
0.44025832,0.53080004,0.13243356,0.28006294,0.070057124,0.42660856,0.7399559443973567
0.4915083,0.57952046,0.12686789,0.30905652,0.02541843,0.45964214,0.8227239193634353
0.4478247,0.55090594,0.13912323,0.27672815,0.061432064,0.45253608,0.7695129461707768
0.22503078,0.31534132,0.39750883,0.12345897,0.40910983,0.407208,0.5020127301207638
0.08595905,0.25867042,0.55421185,0.026799694,0.7361459,0.5073261,0.282650066959004
