rely,data,time,stor,turn,acap,pcap,lexp,modp,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
1.0,0.0,0.1666666666666668,1.0,0.7142857142857147,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.026149370220031,0.18996395,0.24553303,0.3201475,0.26116538,0.7888426,0.5932494,0.7309071,0.1617045,0.8166791,0.7666804,0.7322316,0.0186148971836301
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.0,0.2142857142857144,0.0305046950401561,0.69637793,0.7374893,0.3187441,0.72504216,0.27333665,0.3825848,0.2582227,0.7225379,0.2598061,0.27414918,0.25986692,0.0171228969378889
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.0,0.0,0.2631578947368424,0.0,0.0200519154718558,0.7093063,0.7794129,0.39937007,0.73128057,0.19776164,0.42301542,0.1810372,0.7715425,0.22625263,0.23109847,0.24272811,0.0064156010566872
0.6153846153846153,0.0,0.4545454545454546,1.0,0.4642857142857144,0.2,0.0,0.6315789473684218,0.666666666666667,0.0008884862633055,0.051969156,0.12598062,0.2644592,0.13910033,0.86966515,0.8166112,0.844501,0.09038616,0.89118046,0.8862973,0.8459497,0.0047480713702705
1.0,0.0,0.4545454545454546,0.1071428571428572,0.0,0.2,0.2222222222222222,1.0,0.2142857142857144,0.001672444730928,0.56384563,0.6356791,0.29381675,0.58543676,0.34288222,0.44987774,0.34660238,0.6026907,0.3699706,0.378952,0.3506014,0.0048358360906082
1.0,0.272727272727273,0.4545454545454546,1.0,0.0,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.003588787651783,0.2289283,0.2729451,0.3658373,0.2694063,0.738875,0.6983875,0.7058329,0.2363424,0.7733315,0.74022317,0.7239992,0.0029927769635162
1.0,0.272727272727273,0.4545454545454546,1.0,0.0,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0014111252417205,0.1899098,0.25930464,0.28406116,0.26869926,0.7583712,0.6817375,0.7170567,0.21559195,0.7922024,0.760471,0.7281508,0.0002720706330469
0.6153846153846153,1.0,0.4545454545454546,0.3749999999999999,0.7142857142857147,0.2,0.4166666666666667,0.2631578947368424,1.0,0.2770160798592359,0.0,0.0,0.40175298,0.0,1.0,1.0,1.0,0.011059367,1.0,1.0,1.0,1.0
0.6153846153846153,0.636363636363637,0.1666666666666668,0.3749999999999999,0.2499999999999999,0.0,0.4166666666666667,0.2631578947368424,0.2142857142857144,1.0,0.40072808,0.5293112,0.0,0.53096104,0.49068123,0.52962136,0.46167773,0.47717366,0.4857818,0.49761847,0.44523576,0.5787293423789506
1.0,0.636363636363637,0.1666666666666668,0.3749999999999999,0.7142857142857147,0.0,0.527777777777778,0.6315789473684218,1.0,0.2587237156147105,0.12890139,0.1828571,0.32822236,0.18711677,0.8220137,0.68434674,0.7906648,0.10534207,0.8345962,0.8185445,0.7855058,0.5611763983114068
0.3846153846153847,1.0,0.090909090909091,0.2499999999999998,0.0,0.2,0.4166666666666667,0.2631578947368424,0.2142857142857144,0.2177836623055347,0.68223584,0.66416204,0.49289826,0.60462046,0.31620672,0.5242414,0.34600812,0.67832065,0.3167289,0.33272898,0.34907582,0.2149445765791067
0.6153846153846153,0.272727272727273,0.4090909090909091,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.1010609571261824,0.5569795,0.5851802,0.37799853,0.56846476,0.4291761,0.49643964,0.40543142,0.5692159,0.44519636,0.42789334,0.4193889,0.0630238456745157
0.6153846153846153,0.272727272727273,0.1212121212121213,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0653472936011567,0.5285597,0.5657156,0.39955392,0.5412054,0.4448047,0.5255173,0.41822544,0.5551679,0.4636588,0.44937873,0.44372058,0.0467873724120378
0.2,0.272727272727273,0.090909090909091,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.0,0.0,0.0766711381334819,0.98431224,0.9530902,0.7645944,0.87656856,0.004320124,0.39767686,0.017546643,1.0,0.018084856,0.039203092,0.119057715,0.039239606462994
0.6153846153846153,1.0,0.2272727272727271,0.1071428571428572,0.0,0.2,0.2222222222222222,0.2631578947368424,0.0,0.0313757600041811,0.77332836,0.72070986,0.63110983,0.6503383,0.25662163,0.5086803,0.28052276,0.7325055,0.2544985,0.26462638,0.3102655,0.0453831368866343
0.2923076923076922,0.272727272727273,0.1060606060606061,0.1071428571428572,0.7142857142857147,0.2,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.0400864096444312,0.6643866,0.6568386,0.5941537,0.58382004,0.30468613,0.5525181,0.32928324,0.66283447,0.33101094,0.33383745,0.3761361,0.0334471349207045
0.6153846153846153,0.0,0.5303030303030305,0.3749999999999999,0.0,0.3866666666666667,0.4166666666666667,0.2631578947368424,0.0,0.0064633020330656,0.5770167,0.61238986,0.39368263,0.5862577,0.37144995,0.6120327,0.38145116,0.64004624,0.37256333,0.39884567,0.4182689,0.0072054835397267
0.6153846153846153,0.636363636363637,0.1666666666666668,0.3749999999999999,0.7142857142857147,0.2,0.2222222222222222,0.6315789473684218,0.666666666666667,0.0095991359035556,0.3946842,0.39856687,0.53629535,0.33724558,0.5784653,0.6227468,0.58336663,0.3505285,0.6012733,0.59092695,0.6023562,0.0080831307431038
0.2,0.272727272727273,0.0,0.0,0.4642857142857144,0.5200000000000001,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.000139370394244,0.8884204,0.82765883,0.70392394,0.74821556,0.14299321,0.44526735,0.16973756,0.8548961,0.143392,0.1586369,0.2312597,0.0001228706084728
0.2,0.272727272727273,0.0,0.0,0.4642857142857144,0.3866666666666667,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.0,0.9060129,0.85722923,0.6771446,0.77739114,0.11470827,0.40511847,0.13825437,0.8806864,0.11791702,0.13280807,0.20337339,0.0
1.0,0.636363636363637,0.7272727272727273,1.0,0.7142857142857147,0.2,0.2222222222222222,0.6315789473684218,0.4285714285714286,0.0522813191407815,0.050395925,0.07285798,0.43448448,0.07004115,0.9256172,0.7915203,0.8993053,0.0,0.94336283,0.9191087,0.90282327,0.0927760858690023
0.2,0.636363636363637,0.0,0.0,0.4642857142857144,0.0,0.4166666666666667,0.2631578947368424,0.666666666666667,0.337990627340987,0.65043026,0.701775,0.39871153,0.62361294,0.2571816,0.5221163,0.2811699,0.70132786,0.2876065,0.30969498,0.30378327,0.0610930218270859
1.0,0.636363636363637,0.7272727272727273,1.0,0.2499999999999999,0.2,0.2222222222222222,0.2631578947368424,0.2142857142857144,0.0348600198602811,0.23594135,0.19504721,0.658696,0.17470402,0.84350944,0.6567286,0.78456885,0.11349076,0.9028464,0.80116194,0.8204881,0.0525798439543272
0.6153846153846153,0.636363636363637,0.090909090909091,0.0,0.0,0.3866666666666667,0.4166666666666667,0.2631578947368424,0.2142857142857144,0.0183097855438058,0.6602416,0.6013292,0.64002985,0.54083073,0.36526337,0.7120241,0.39709303,0.66461635,0.3701432,0.3879293,0.4365026,0.0196680738276827
0.0,0.0,0.090909090909091,0.3749999999999999,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.2631578947368424,1.0,0.0095991359035556,0.43631473,0.49492005,0.4076473,0.4504592,0.4691385,0.6469475,0.47946402,0.49507633,0.5086087,0.51274115,0.51834244,0.0066788952177003
0.2,0.5000000000000006,0.0,0.0,0.0,0.64,0.6527777777777778,0.0,0.4285714285714286,0.0113412658316057,0.84796286,0.75934124,0.8201623,0.7591923,0.21615027,0.36172533,0.24841347,0.7613918,0.19210161,0.21678492,0.25108778,0.0043092477685819
0.2,0.0,0.0,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0505391892127314,0.7293819,0.81566334,0.3415292,0.76310444,0.17822996,0.34326285,0.16102761,0.809201,0.19531189,0.20815422,0.20148472,0.0036071300058802
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0113412658316057,0.98767734,1.0,0.5263069,1.0,0.013563374,0.11162381,0.0,0.96379787,0.008475131,0.0,0.0,0.00053536479406
0.3846153846153847,0.272727272727273,0.0,0.0,0.4642857142857144,0.0,0.0,0.0,0.2142857142857144,0.0036758941481855,0.7281974,0.78493583,0.43224233,0.728119,0.22933543,0.2978544,0.19311602,0.73328054,0.2803925,0.2258769,0.19704306,0.0001843059127092
0.3846153846153847,0.0,0.0,0.0,0.0,0.2,0.6527777777777778,0.2631578947368424,0.666666666666667,0.0008884862633055,0.73357105,0.8229349,0.37158084,0.76737934,0.12675437,0.28418896,0.1559509,0.7965717,0.15476716,0.19166823,0.20181768,0.0001843059127092
0.2,0.0,0.0,0.0,0.0,0.3866666666666667,0.0,0.0,0.2142857142857144,0.002891935680563,0.8577797,0.9194171,0.57580173,0.91322845,0.08824055,0.12444102,0.047104962,0.8293777,0.16061366,0.09099821,0.076158255,8.776472033771834e-06
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.2,0.3194444444444446,0.0,0.3095238095238095,0.0379087472343687,0.81877613,0.7886032,0.57201385,0.72121984,0.21192336,0.35781303,0.21006471,0.76859313,0.22940463,0.20733875,0.23465484,0.0034316005652047
0.3846153846153847,0.454545454545455,0.0,0.3749999999999999,0.7142857142857147,0.2,0.4166666666666667,0.0,0.4285714285714286,0.0231877493423459,0.6172889,0.582958,0.5860296,0.53074527,0.41703397,0.51814747,0.41057858,0.5627554,0.4377513,0.41012293,0.4358215,0.0067666599380381
0.2,0.454545454545455,0.090909090909091,0.3749999999999999,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.0,0.666666666666667,0.0249298792703959,0.56211007,0.5319492,0.5814821,0.4797319,0.4672713,0.5602938,0.45879844,0.51357394,0.4979515,0.46356627,0.48655486,0.0071177188193889
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.3866666666666667,0.4166666666666667,0.0,0.4285714285714286,0.028762565112106,0.7663838,0.724176,0.59657073,0.66348517,0.27208447,0.43820766,0.27537268,0.71500623,0.2802876,0.26707047,0.29986107,0.0087852485058056
0.2,0.454545454545455,0.0,0.1071428571428572,0.7142857142857147,0.3866666666666667,0.2222222222222222,0.0,0.4285714285714286,0.0618630337450567,0.71958655,0.69094855,0.5851127,0.62217003,0.3087049,0.43543506,0.3024477,0.6722474,0.3453925,0.30755025,0.33046198,0.01054054291256
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6315789473684218,0.666666666666667,0.0183097855438058,0.6864801,0.84446925,0.24710557,0.8746253,0.13099079,0.0,0.08497736,0.71892226,0.15821627,0.1631545,0.13306282,0.0026417180821653
0.2,0.0,0.0,0.0,0.4642857142857144,0.64,0.6527777777777778,0.0,0.666666666666667,0.4024494346788383,0.5448222,0.6104385,0.46679094,0.6032838,0.39840293,0.56895965,0.3600655,0.6490752,0.3907444,0.4150922,0.41962174,0.1111189124195855
0.3846153846153847,0.272727272727273,0.0,0.0,0.0,0.0,0.0,0.2631578947368424,0.0,0.077542203097507,0.8834336,0.9566482,0.37664887,0.8843184,0.024797691,0.28909463,0.012852047,0.94220394,0.06578716,0.05847638,0.05343657,0.0131734845226915
0.6153846153846153,0.272727272727273,0.4545454545454546,0.3749999999999999,0.0,0.2,0.2222222222222222,0.2631578947368424,0.4285714285714286,0.0191808505078308,0.5712997,0.6237089,0.30980158,0.58934534,0.36009157,0.5237926,0.36374155,0.6236492,0.37237188,0.38992113,0.37054503,0.0149287789294459
0.2,0.272727272727273,0.0,0.0,1.0,0.64,1.0,0.0,1.0,0.0069859410114806,0.47921863,0.4337733,0.808864,0.37084883,0.5416779,0.7731225,0.53901815,0.44821975,0.56265384,0.5470838,0.62818664,0.0101894840312091
0.2,0.0,0.0,0.1071428571428572,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.6315789473684218,1.0,0.0054180240762356,0.518827,0.59156317,0.3837767,0.5318323,0.37363675,0.5269719,0.38121217,0.57119274,0.41688353,0.41863155,0.41610092,0.0030805416838539
0.2,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.0,0.0,0.6315789473684218,0.4285714285714286,0.002891935680563,0.61202824,0.6638747,0.36487114,0.5909817,0.30271512,0.5020226,0.31899866,0.65234655,0.34917164,0.34517303,0.34344205,0.0007108942347355
0.3846153846153847,0.0,0.0,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.0,0.2142857142857144,0.0021079772129405,0.73589075,0.75916666,0.59287566,0.68853927,0.20314161,0.49845514,0.2335591,0.7770407,0.23136209,0.2425908,0.29989538,0.0012374825567618
0.2,0.0,0.0,0.0,0.0,0.2,0.6527777777777778,0.0,0.666666666666667,0.003763000644588,0.7449303,0.78893733,0.55182266,0.7946581,0.19536324,0.22059873,0.19504328,0.76340175,0.20611078,0.2252883,0.20651571,0.0010619531160863
0.6153846153846153,0.0,0.4545454545454546,0.3749999999999999,0.4642857142857144,0.2,0.4166666666666667,0.6315789473684218,0.666666666666667,0.0217940453999059,0.35935578,0.46325433,0.16261305,0.45721647,0.5339793,0.5332952,0.5142422,0.4195359,0.550259,0.558788,0.5046542,0.0835607902335419
0.3846153846153847,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.3866666666666667,0.4166666666666667,0.6315789473684218,0.666666666666667,0.0130833957596557,0.5116781,0.487024,0.5752234,0.41632077,0.47928742,0.6520243,0.4994814,0.4814206,0.5057921,0.5019697,0.52324927,0.0202824268700467
1.0,0.0,1.0,0.3749999999999999,0.4642857142857144,0.0,0.0,0.0,0.2142857142857144,0.0200519154718558,0.3702548,0.42270467,0.5101244,0.4218183,0.6584876,0.30850467,0.53416866,0.26341444,0.7532544,0.61492246,0.5679107,0.0108916017939108
0.3846153846153847,0.0,0.090909090909091,0.1071428571428572,0.0,0.3866666666666667,0.4166666666666667,0.2631578947368424,0.2142857142857144,0.0183097855438058,0.7994597,0.84602016,0.37785634,0.80795544,0.13655671,0.40026122,0.1467605,0.86483943,0.13785797,0.1647628,0.17723958,0.0056257185736477
0.6153846153846153,0.0,0.1666666666666668,0.1071428571428572,0.4642857142857144,0.2,0.2222222222222222,0.6315789473684218,0.666666666666667,0.004111426630198,0.5555938,0.6359537,0.24202223,0.5938476,0.34802976,0.43621215,0.34656936,0.6006819,0.370651,0.38103256,0.34268367,0.0044847772092574
0.3846153846153847,0.0,0.0,0.0,0.0,0.2,0.2222222222222222,0.2631578947368424,0.0,0.0226651103639309,0.87249964,0.9627273,0.28615645,0.9518539,0.040809948,0.27042726,0.027007472,0.9329594,0.056771465,0.04668899,0.020908492,0.0038704241668933
0.2,0.0,0.1666666666666668,0.3749999999999999,0.4642857142857144,0.0933333333333334,0.0,1.0,0.2142857142857144,0.0062019825438581,0.30000862,0.49259168,0.21028335,0.48911193,0.47315142,0.4743383,0.45488077,0.4214166,0.52950513,0.5341889,0.5199711,0.0028172475228407
0.3846153846153847,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2631578947368424,0.0,0.0069859410114806,0.8694447,0.9747854,0.32082087,0.9221796,0.020195251,0.1818511,0.019841466,0.9196093,0.04461894,0.03968703,0.038338937,0.0007986589550732
