size_D,duration_D,app,har,ifc,nlan,telonuse,t01,t04,t06,t07,t09,t10,t11,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
-0.0676734,0.20054948,0.75030994,0.6328584,1.0371678,0.3390866,0.25229862,0.29877925,0.5522971,0.5529919,0.3365768,0.5610443,0.4599716,0.49181205,0.49224263,0.4724269,0.50104207,0.44426227,0.40441778,0.038428295,0.24227591,0.30800694,0.29647642,0.7084882,0.45981494,0.5482097,0.3611132,0.6457739,0.5894593,0.33290464,0.65073586,0.013100389
-0.22755997,0.26353595,0.9183712,0.8945075,1.3746089,0.3544456,0.1361792,0.21233945,0.71495575,0.62726295,0.19354875,0.6316807,0.53027624,0.4971621,0.8202001,0.49176186,1.1166267,0.38608855,0.3531395,-0.20960909,0.2765832,0.6115609,0.59062403,1.0078653,1.0117604,0.5380889,0.75374985,1.2707677,1.1963066,0.6967893,1.2622619,-0.19719921
-0.09247839,0.080080494,0.61449647,0.49210584,0.9529148,0.29230493,0.22194946,0.27364096,0.45389262,0.56452197,0.33291194,0.5560663,0.46398237,0.4378062,0.5005554,0.4325485,0.456527,0.37524408,0.28061548,0.08401725,0.2627693,0.41862175,0.3918872,0.53551656,0.3977901,0.43393996,0.40389848,0.5914617,0.53622866,0.33601984,0.6188464,0.008980844
-0.105882436,0.086055614,0.578285,0.50373894,0.9248573,0.28246418,0.24890448,0.23106341,0.47341046,0.54571843,0.3002064,0.5269395,0.4324934,0.41755348,0.46360472,0.41220367,0.47174615,0.3636801,0.27581352,0.056462087,0.25384405,0.39048544,0.356686,0.56537783,0.398412,0.43667057,0.37922713,0.6046829,0.538708,0.32571903,0.62321776,-0.010037374
1.1099924,2.094607,3.1508234,2.481441,3.0851002,1.4460175,0.8557547,1.8630067,2.0654972,1.4695903,0.98946834,2.2629068,1.5236435,1.7526157,-0.103016146,2.2747636,1.234778,2.6418548,2.8529801,0.8872014,1.0287111,-0.4434523,-0.859114,3.4432461,0.59780383,2.4907098,0.18974023,0.7662864,0.63171214,0.5579478,1.4094356,0.6886743
-0.11879258,0.15559253,0.08109866,0.21756552,0.448166,0.39845645,-0.38153338,0.40059882,0.06416309,0.35368574,0.14006288,0.34911612,0.5465305,0.09823229,0.2773762,0.13805135,0.825003,-0.09784777,0.257918,0.28528973,0.48061523,0.5400147,0.4466781,0.51381826,0.454835,0.15247974,0.63535905,0.7545432,0.8306466,0.5323063,0.8909248,-0.12705538
-0.14826934,0.14123043,0.4613371,0.43453437,0.76622707,0.22947243,-0.063074574,0.22522761,0.31287736,0.3976258,0.19962966,0.39601055,0.4003535,0.22288701,0.48026937,0.25007975,0.69534606,0.1300874,0.22063339,-0.005106002,0.24879913,0.46659222,0.4257583,0.5247525,0.52617574,0.31132254,0.5173503,0.7756096,0.7508367,0.45201868,0.7855177,-0.09160955
-0.049409896,0.09564146,0.35670543,0.44528478,0.67848146,0.4223958,0.29239795,0.30273893,0.4443859,0.53419584,0.27927756,0.5033615,0.474704,0.5066478,0.25873485,0.43231815,0.40729538,0.32113394,0.32730347,0.272192,0.33551407,0.27070728,0.2214328,0.582582,0.26158723,0.4536377,0.27033022,0.44609153,0.3837194,0.22687747,0.5491928,0.002408594
0.11214431,0.11736032,0.27896455,0.5604951,0.74559313,0.88708615,0.70176995,0.5722143,0.5974044,0.8746257,0.44161752,0.74181926,0.66497946,0.9303566,0.002841875,0.6777625,0.43657565,0.6234077,0.61933523,0.72004473,0.68481505,0.16105033,0.13043159,0.880586,0.04882024,0.70565176,0.20837682,0.3292895,0.23667496,0.16575551,0.58434653,0.03043307
-0.16081968,0.15880646,0.36270994,0.36816627,0.68026954,0.2275876,-0.22832261,0.2519464,0.20592228,0.35677177,0.17413524,0.36168224,0.4223935,0.14416224,0.46951988,0.18679923,0.79792774,0.02567983,0.21455374,0.028769603,0.29238734,0.5294863,0.4645058,0.4837647,0.5784654,0.22484657,0.5929368,0.8340739,0.8471761,0.5166592,0.8511294,-0.12383734
-0.1339243,0.1944735,0.13758878,0.26473576,0.5260042,0.39975673,-0.5059375,0.43065563,0.050830994,0.3434226,0.15141836,0.3642886,0.5869435,0.07759865,0.36487857,0.1237738,0.9776563,-0.13071388,0.26195258,0.23518279,0.47936192,0.6218304,0.53668576,0.5651221,0.5885174,0.13527782,0.739906,0.9124737,1.0151532,0.6761768,1.0365813,-0.15591528
-0.22069971,0.2763307,1.1160493,0.8801187,1.360796,0.11602962,-0.11980209,0.24275038,0.61176634,0.54456115,0.34551215,0.5296465,0.45050338,0.38226402,0.82247007,0.39912757,1.0274289,0.39454502,0.3876479,-0.31119147,0.13322467,0.53208995,0.48437268,1.0126286,0.90623605,0.55842185,0.6525103,1.1978427,1.205816,0.7574356,1.0654324,-0.22764573
-0.0019525071,0.17993945,0.6082761,0.5847593,0.8998551,0.44105893,0.39261225,0.3263482,0.57381594,0.57805353,0.3213423,0.57102054,0.4516448,0.5538347,0.2961863,0.51639193,0.41764778,0.47284278,0.45080808,0.16824985,0.32129538,0.2233557,0.18230635,0.7263483,0.32573622,0.58139694,0.27361253,0.4836851,0.43239042,0.21939713,0.5792885,0.041747104
-0.11266802,0.12624805,0.6207485,0.5454107,0.96034956,0.30843538,0.2321202,0.2629707,0.482925,0.55442566,0.30748552,0.5537765,0.4703398,0.43577653,0.5143341,0.4149785,0.508874,0.3651835,0.28394964,0.06772776,0.2736024,0.4046291,0.37125415,0.5851048,0.4375384,0.44897372,0.40997818,0.6459583,0.58330476,0.34576267,0.661245,0.0058435053
-0.103854686,0.14440075,0.3133466,0.33445382,0.6231789,0.30384845,-0.23596665,0.30234355,0.19413078,0.34563136,0.1849463,0.3629201,0.44667733,0.15453199,0.416849,0.20551844,0.7480608,0.03577153,0.24533895,0.09474476,0.32342938,0.49566317,0.44149828,0.5044252,0.4827241,0.19837825,0.5353633,0.76518,0.7980115,0.52079153,0.8280263,-0.112707056
-0.13455908,0.16469146,0.69686246,0.6001152,0.9552355,0.27591047,0.1870111,0.24607745,0.5301584,0.4923051,0.28562087,0.51383793,0.42361075,0.43513572,0.5011367,0.39210936,0.5658012,0.368401,0.3179418,-0.026782567,0.21834573,0.352562,0.32713038,0.6946999,0.4891559,0.47062784,0.37678355,0.7088165,0.64870536,0.36914706,0.70344484,-0.038241077
-0.15003796,0.15620846,0.41446152,0.41320568,0.72392887,0.23335244,-0.19226375,0.24965125,0.2468426,0.35843217,0.18255123,0.37498194,0.42023742,0.16842411,0.5021444,0.21915364,0.7832387,0.05812916,0.2247912,0.0011983905,0.26431486,0.5154189,0.45834702,0.50932527,0.56439537,0.24797508,0.56588864,0.8435285,0.8430332,0.5134923,0.84780216,-0.11879878
0.10398787,0.20535882,0.43943897,0.6168021,0.817528,0.78546727,0.6735771,0.5326337,0.6248348,0.81979126,0.4096698,0.7185439,0.6188586,0.8514043,0.03527481,0.64912325,0.43979052,0.6124161,0.6576789,0.5732841,0.5835874,0.11905846,0.069712475,0.89303815,0.15473601,0.7289622,0.2020069,0.35811564,0.29553702,0.1266247,0.6161957,0.055752773
0.18444741,0.53940004,0.89210093,0.8865928,1.1279787,0.6220293,0.53119385,0.57377493,0.8368661,0.6562443,0.32536146,0.8191292,0.57359135,0.75327057,-0.023629695,0.8673142,0.5192855,0.8476467,0.88990736,0.3497343,0.48327792,-0.03202683,-0.16616733,1.2593755,0.24744667,0.9012534,0.13385607,0.44026983,0.34269306,0.17406951,0.7209389,0.14541554
0.19162731,0.18007982,0.2877329,0.66896576,0.7850735,1.1538237,0.76882267,0.77062124,0.69644356,1.0666885,0.5450585,0.9562423,0.83798623,1.1443281,-0.1203506,0.83509016,0.5134388,0.7743643,0.85264504,0.9828392,0.8631231,0.087829545,0.02461201,1.1389337,-0.027509365,0.916358,0.21209183,0.28592157,0.21914434,0.12200449,0.64489055,0.06755252
0.26812664,0.15902108,0.082969874,0.7513596,0.883236,1.7052296,0.98816776,1.1284262,0.69204503,1.5088362,0.725605,1.3085726,1.2235357,1.5228415,-0.31190118,1.0696094,0.81516707,0.9951512,1.216297,1.5603497,1.4206284,0.17831567,0.055390675,1.5232286,-0.1264415,1.1991047,0.36979872,0.36247283,0.26012957,0.21836612,0.8375195,0.05143966
-0.14730857,0.14877442,0.499546,0.45196235,0.8158734,0.25618738,-0.06093135,0.24435212,0.33056957,0.4346214,0.21532524,0.42361695,0.41584897,0.26528466,0.52639157,0.28724203,0.71966517,0.15359488,0.2453239,-0.02265151,0.25494283,0.49837852,0.46842498,0.52865934,0.5830315,0.32221597,0.570056,0.7994207,0.78659254,0.47815147,0.80556166,-0.09138021
-0.09730364,0.11491817,0.5100504,0.5167789,0.8718436,0.31447226,0.26269633,0.23187856,0.49429673,0.532286,0.26649538,0.50824094,0.43392664,0.4192149,0.39226237,0.41274077,0.5050446,0.35463586,0.29379344,0.066340715,0.2668429,0.33772808,0.29241973,0.6157954,0.3962507,0.44836956,0.36322373,0.6040257,0.522672,0.31412897,0.65226793,-0.028289832
-0.09140787,0.10469411,0.59934425,0.5314825,0.9517258,0.36845088,0.3213488,0.28900352,0.4918286,0.58125156,0.32925728,0.5675888,0.4802882,0.4864592,0.46808758,0.44994813,0.45730647,0.41020823,0.32856756,0.14492193,0.30423787,0.3723786,0.3417551,0.59494925,0.35745347,0.47749972,0.3460223,0.5815534,0.5011584,0.29102886,0.6165664,0.0292246
-0.19998561,0.2611911,0.73564756,0.6216011,1.0224507,0.18645349,-0.3722141,0.3090383,0.34577906,0.41340995,0.26268572,0.4347956,0.48696673,0.21084112,0.7520046,0.26979086,1.0924432,0.10228342,0.33115822,-0.14210263,0.23788111,0.633542,0.58744824,0.76015043,0.89124423,0.34689328,0.7770464,1.1884322,1.230069,0.8042114,1.1053277,-0.20703857
0.096414216,0.19903669,0.39847532,0.55376554,0.68945146,0.7385818,0.5511811,0.5104513,0.60279465,0.7420295,0.40160504,0.64173377,0.5830933,0.7887372,0.036014557,0.59580046,0.37136552,0.5594368,0.5902577,0.5451368,0.5436898,0.079007834,0.08618263,0.8552098,0.09036106,0.6776041,0.14646009,0.29660493,0.25662726,0.11733889,0.53689635,0.05870011
0.11044241,0.1436685,0.3188437,0.4964441,0.6525529,0.7045007,0.48349956,0.5053606,0.49208212,0.72854453,0.40922958,0.65730524,0.57488644,0.71332943,0.024415292,0.56278723,0.32042372,0.5310117,0.5943436,0.5708706,0.53339684,0.11355722,0.06674499,0.7637042,0.026103191,0.6408907,0.16570143,0.24122988,0.19653562,0.106379144,0.4765262,0.061577912
-0.15016864,0.18421301,0.86670375,0.6699678,1.1526604,0.15793511,0.06934498,0.22404458,0.5444939,0.5153626,0.31844977,0.51554406,0.44753638,0.36634463,0.59544873,0.4014173,0.6639798,0.39938167,0.33992958,-0.13068177,0.14636548,0.39574796,0.34889138,0.7683331,0.5612245,0.5178678,0.46557257,0.8362905,0.76971054,0.45798633,0.7610682,-0.08168548
-0.12363544,0.13196778,0.38247755,0.45566547,0.7376933,0.28883934,0.038004316,0.22610472,0.37538993,0.4195488,0.17858854,0.42197782,0.41548058,0.28434333,0.4196562,0.30957738,0.67568743,0.17096058,0.2236999,0.06464493,0.26023716,0.41969976,0.3604545,0.54527503,0.4696245,0.3259657,0.4465334,0.7449777,0.6654331,0.39442754,0.76629674,-0.09617278
0.04265809,0.15891083,0.30540362,0.43870074,0.6319814,0.5193526,0.30564597,0.4060322,0.46407643,0.5799289,0.31335625,0.5882927,0.50307465,0.5499368,0.070265934,0.52181625,0.3458453,0.41854748,0.49245858,0.37464485,0.413464,0.13442993,0.04835178,0.7038882,0.111728534,0.53243357,0.19966462,0.3145523,0.26860344,0.15196165,0.51326776,0.0220395
-0.055977724,0.120555006,0.4799801,0.5442598,0.8501372,0.4647031,0.4091364,0.29519787,0.5476555,0.5947775,0.2987095,0.5596604,0.46294093,0.5645479,0.34583813,0.48022518,0.45921913,0.40109658,0.36192772,0.1814079,0.35363314,0.3010629,0.28119642,0.6485876,0.35806325,0.49597925,0.31749618,0.53187704,0.4672227,0.25500026,0.63742983,0.0054292157
-0.18238802,0.20673431,0.9117751,0.75253487,1.2192224,0.21597576,0.08500071,0.21544346,0.606557,0.54531705,0.2734021,0.5561683,0.46427757,0.41280866,0.7004843,0.41717362,0.81299955,0.38188717,0.34799388,-0.1820953,0.16872142,0.47091392,0.44504744,0.85014737,0.7266685,0.5221877,0.5642349,0.98927796,0.9272343,0.5518794,0.9290874,-0.13268204
-0.051590554,0.21808788,0.7190045,0.63016045,0.92974824,0.31914726,0.23639774,0.29775152,0.5812937,0.48361748,0.34094808,0.5238143,0.48371682,0.49505365,0.38338706,0.47777665,0.42667973,0.45574898,0.40836203,0.06193111,0.21861145,0.24398479,0.19708657,0.7590791,0.34493902,0.55477816,0.26344472,0.54197514,0.5068199,0.2681611,0.5935112,0.03389636
-0.06687028,0.09736203,0.55733,0.50482094,0.8977731,0.36781293,0.3214543,0.27958825,0.47656643,0.5816628,0.32070163,0.54746,0.46256128,0.48613113,0.4079594,0.4419126,0.43829352,0.38894463,0.31926805,0.15260717,0.30728227,0.34152165,0.321517,0.5724695,0.35892034,0.46933895,0.34494475,0.54921424,0.49408284,0.27868962,0.60333884,0.015999746
0.059383843,0.14512198,-0.06574947,0.43056875,0.47466296,1.1455395,0.3565818,0.7687425,0.43073544,0.9689233,0.4479372,0.82402027,0.9168775,0.8210638,-0.21063265,0.6254963,0.7052296,0.4566107,0.7172925,0.9898597,0.9865567,0.19671404,0.12169073,1.0286365,-0.010314305,0.71040183,0.38076565,0.42705458,0.3169383,0.240732,0.7680794,-0.056211434
-0.10332236,0.10929378,0.28806925,0.33435392,0.6398804,0.35661706,0.0543101,0.28846627,0.27626407,0.4244941,0.1955669,0.41563192,0.4557045,0.2702715,0.3387635,0.28683585,0.5496719,0.16103652,0.24764058,0.19207102,0.36517593,0.4211245,0.35367906,0.46519655,0.35325354,0.29725158,0.41697124,0.5883194,0.5576948,0.34276333,0.6719247,-0.038283102
0.07280065,0.33464482,0.75413656,0.7139601,1.0316495,0.52027166,0.42288443,0.38676763,0.6686377,0.5996644,0.33708903,0.67995214,0.5081519,0.6297628,0.28794026,0.5778071,0.47344872,0.60683304,0.60766166,0.17960043,0.35815847,0.14039706,0.10323178,0.8952646,0.38446414,0.6756399,0.25072533,0.520749,0.46757647,0.2581483,0.64590764,0.07487512
-0.06801381,0.118355334,0.5813159,0.522064,0.9025129,0.3485973,0.29872963,0.2801947,0.4993682,0.55668277,0.33445567,0.53759074,0.46786398,0.48774064,0.40462792,0.44604477,0.41212344,0.40900996,0.32690662,0.13540329,0.28548187,0.32534403,0.31527427,0.60033,0.32581428,0.47007805,0.31024128,0.5186045,0.4779396,0.2863974,0.5832407,0.036210958
-0.06976887,0.15472575,0.69729733,0.5802024,1.0048014,0.33651707,0.29043093,0.30774352,0.5179459,0.5722941,0.35114613,0.5809792,0.46586135,0.48939115,0.46707278,0.48503995,0.4485539,0.43858606,0.38026577,0.070784025,0.26597443,0.33081585,0.31426883,0.6491538,0.41563353,0.5276493,0.35003018,0.5988145,0.5277695,0.31088227,0.61949104,0.025818612
-0.20132639,0.25501803,0.5191488,0.4913162,0.8931783,0.27757406,-0.48247752,0.36901128,0.19392337,0.3785805,0.20819275,0.43771428,0.54231673,0.103153974,0.68593717,0.19239673,1.1670202,-0.03385901,0.29838386,-0.02334339,0.3682945,0.752882,0.6657839,0.6583767,0.8893611,0.22338971,0.86310077,1.1998113,1.280007,0.8454343,1.2015294,-0.18667735
0.0031321184,0.082257845,0.3058434,0.41051227,0.63548255,0.48827362,0.34142804,0.3534,0.44438443,0.57571244,0.31401974,0.51486754,0.4879995,0.53224784,0.15841235,0.4583007,0.34317082,0.37924632,0.38542956,0.34058914,0.3827705,0.20824663,0.15295985,0.60382175,0.1320196,0.48643616,0.21734703,0.33954144,0.2812394,0.15726611,0.48359627,0.020094614
-0.12766546,0.15324795,0.672459,0.6082395,1.0114048,0.33070695,0.23961468,0.24050178,0.5395433,0.5496352,0.2878453,0.5412564,0.44227794,0.45055073,0.5387456,0.42445537,0.5954372,0.36567375,0.3279931,-0.0027062371,0.25651345,0.40194124,0.3799321,0.67967725,0.53166664,0.48060772,0.44349343,0.7364569,0.68225646,0.36798412,0.75257564,-0.03528935
-0.038034808,0.21771057,0.7182667,0.58681303,0.9389019,0.2936644,0.23629284,0.28698978,0.58660465,0.48187685,0.30774355,0.5045202,0.43300873,0.46628994,0.3406848,0.4683777,0.4235519,0.46203604,0.41786662,0.03640585,0.2104023,0.21666531,0.16660815,0.7498983,0.3266718,0.5648035,0.2798919,0.52878076,0.47248855,0.264501,0.58009493,0.018568475
-0.111841455,0.09832955,0.49182957,0.4519512,0.8378158,0.3048215,0.15583038,0.24714045,0.4126953,0.49506766,0.25933224,0.4946282,0.4497167,0.38165158,0.46845135,0.3733687,0.5318175,0.27083907,0.2629545,0.0851516,0.2895719,0.4319163,0.39490283,0.5277889,0.41224837,0.37431613,0.4258268,0.62547755,0.5773487,0.34804767,0.6762639,-0.0178979
-0.03508519,0.06874107,0.3994346,0.43398017,0.7457436,0.41417247,0.3055286,0.3025367,0.4519528,0.55644983,0.31249452,0.51132596,0.46338558,0.4957294,0.27858442,0.440303,0.38103214,0.37147504,0.3228887,0.23102558,0.33263162,0.2869928,0.24408673,0.57557654,0.23045938,0.45135525,0.2748228,0.43237168,0.36639357,0.23123977,0.52982754,0.015214492
-0.22665419,0.24432135,0.9229394,0.78941196,1.2584283,0.18094084,-0.08914335,0.21731701,0.5366647,0.51009554,0.23766471,0.5255494,0.44192144,0.32797897,0.7940513,0.36698872,1.0570012,0.28979895,0.2982038,-0.2612885,0.16154139,0.58419245,0.56004614,0.883139,0.9313705,0.4667044,0.7046168,1.2088928,1.1667976,0.7297743,1.1341448,-0.23131937
-0.095101394,0.0852468,0.62170017,0.5109541,0.96782035,0.29980385,0.24844289,0.27266753,0.47218463,0.5754548,0.3348772,0.5695933,0.47400746,0.4526549,0.50633097,0.439474,0.45615092,0.38956517,0.28148606,0.09342629,0.27045828,0.42023945,0.38813472,0.5447166,0.3985219,0.43987882,0.39705166,0.5910469,0.535928,0.32907626,0.622878,0.01626921
0.046560332,0.11344343,0.33976412,0.4884845,0.67197067,0.600307,0.4859345,0.40717626,0.5328076,0.642095,0.35435095,0.571615,0.5195276,0.66311663,0.10399472,0.5188141,0.3375123,0.47872406,0.45717102,0.43952006,0.44628912,0.16346316,0.12056604,0.6956719,0.1098785,0.57325315,0.18614188,0.3093456,0.2574553,0.13212748,0.49705353,0.04355887
0.02682048,0.06598356,0.30226487,0.4439839,0.68256634,0.563986,0.4574803,0.38808277,0.46463287,0.6442093,0.3385761,0.55774426,0.5215728,0.6145194,0.17141934,0.48991957,0.33874124,0.4317563,0.40563366,0.42778265,0.4392516,0.23160128,0.19326226,0.6005112,0.13194565,0.50489104,0.21824819,0.33782637,0.2681544,0.16875683,0.49424222,0.022910926
-0.15688436,0.23334278,-0.15750785,0.18638285,0.45716804,0.73551154,-0.4830044,0.67378277,0.01396171,0.5530218,0.13090383,0.50617915,0.83695316,0.15808022,0.14261098,0.2095939,1.1560205,-0.15000403,0.40148723,0.6302815,0.8947082,0.70282423,0.49024194,0.76564753,0.5004607,0.17447147,0.866382,0.916986,1.0234652,0.68837374,1.1992096,-0.17372951
-0.07606748,0.08861085,0.54112756,0.47577482,0.8829072,0.33342996,0.26609382,0.2681323,0.4320859,0.55402666,0.31132454,0.5229291,0.43118086,0.44801927,0.4664814,0.40898916,0.46377662,0.3727589,0.30721384,0.12549467,0.2974407,0.37938896,0.38032,0.5571875,0.37204313,0.44517973,0.34126306,0.5723437,0.50300294,0.32689908,0.61273044,-0.005478576
-0.040458344,0.10638466,0.43713182,0.5275364,0.8262563,0.4787689,0.46009633,0.31122506,0.5375819,0.59998405,0.29928607,0.5480077,0.47550362,0.588132,0.31373358,0.4898244,0.4222289,0.41371015,0.3345015,0.24768452,0.370681,0.2958816,0.26591414,0.63123465,0.30273834,0.49410623,0.2644023,0.49219236,0.40606293,0.24438357,0.5962214,0.014375266
-0.08356223,0.24487673,0.78690076,0.7393082,1.1510167,0.42652795,0.33594227,0.29035506,0.67247134,0.621703,0.30181062,0.63910365,0.5050654,0.5943731,0.5424333,0.50928545,0.6289108,0.48099607,0.4570031,0.03303133,0.33256242,0.34341908,0.31980836,0.8832865,0.5801827,0.5924134,0.42713565,0.7808703,0.7406223,0.39967275,0.8207629,-0.020637041
-0.08698027,0.20162643,0.74852383,0.64594,1.0274677,0.29597908,0.22903377,0.26799098,0.5514815,0.53233194,0.2960263,0.54390955,0.43238962,0.46156138,0.5125218,0.44839168,0.5657078,0.43278125,0.37563533,-0.028906034,0.21710819,0.33368433,0.31672555,0.73934555,0.5141157,0.5274507,0.3852377,0.7050297,0.6265651,0.36822584,0.713321,-0.025621213
-0.16906145,0.22635762,0.5513052,0.59144765,0.96799237,0.37818423,0.0023267847,0.27383426,0.44654217,0.5030974,0.17892215,0.5329543,0.5108291,0.36045218,0.6291973,0.35369495,0.8984365,0.1774025,0.30558464,0.017359013,0.35924256,0.57116073,0.5168712,0.6936443,0.7361962,0.3589809,0.6475968,0.9916421,0.9664145,0.5881373,1.0292795,-0.12763678
-0.07384001,0.1148512,0.20903246,0.27325708,0.52530956,0.34582007,-0.117687136,0.3112437,0.17369936,0.38104707,0.18018621,0.37454295,0.44782555,0.20255646,0.28049174,0.21658823,0.59032696,0.06419347,0.25237298,0.20290433,0.35457638,0.4189972,0.35422325,0.44926086,0.3391488,0.22931,0.4536336,0.57966757,0.60158056,0.37849447,0.6875098,-0.07460914
-0.16320765,0.16022095,0.7760459,0.618528,1.0658736,0.15055633,0.047263294,0.20929323,0.48888755,0.48472136,0.29121923,0.4832526,0.42602885,0.3280676,0.56733835,0.35895404,0.6755171,0.33442867,0.29246518,-0.12157065,0.152455,0.41788897,0.3682385,0.6985667,0.5510421,0.46978664,0.47370166,0.83031714,0.7527389,0.45233265,0.75974286,-0.09087157
0.02170211,0.07322831,-0.069925226,0.3468625,0.45754772,0.928046,0.38478258,0.6246757,0.304599,0.8212399,0.33306718,0.6639527,0.78024375,0.65512156,-0.1330888,0.50121534,0.61603284,0.3537819,0.58178616,0.83996,0.8569426,0.2619744,0.17337245,0.8064878,0.0505781,0.53341186,0.36174804,0.37889633,0.3171154,0.2219749,0.67756104,-0.056789998
0.2168443,0.23197988,0.31919613,0.6880388,0.8311182,1.1843133,0.7728037,0.81628954,0.71815175,1.1000656,0.55264366,1.01212,0.8736415,1.1739637,-0.18406166,0.8774382,0.5469027,0.81882256,0.9279192,1.0148501,0.91064304,0.08625692,-0.030136332,1.216514,-0.0675184,0.9633028,0.22404742,0.28854302,0.210929,0.09845511,0.66899586,0.07566202
-0.15112843,0.1358655,0.6334963,0.5167464,0.9060917,0.15378562,-0.024483562,0.19540812,0.3942719,0.42586464,0.25493437,0.4228748,0.39286178,0.27145082,0.5237942,0.2958741,0.6549373,0.2369135,0.2549005,-0.087704,0.16665521,0.42026728,0.39225763,0.6016066,0.5179218,0.38113803,0.47202498,0.77652955,0.736789,0.44573665,0.73869574,-0.094779596
