AFP,PDR_UFP,NPDU_UFP,N_effort,Effort
0.28703883,0.05439129243912925,0.04807549,0.07576374,0.06432145
0.14029354,0.3464398346439835,0.31079105,0.12728177,0.12907879
0.811757,0.11810781181078119,0.12398393,0.3880273,0.3691122
0.15813445,0.2509361450936145,0.1933541,0.13213427,0.14533645
0.35133386,0.25464170546417053,0.22789124,0.41862893,0.41899195
0.14947496,0.1391633439163344,0.105796106,0.06896193,0.066072315
0.35799053,0.5127723512772351,0.45252064,0.5478599,0.5583175
0.095501065,0.16839426683942668,0.11841797,0.03341006,0.04212412
0.31515002,0.17190216719021673,0.13208011,0.15859689,0.16520669
0.13764012,0.1482408048240805,0.10891082,0.034598224,0.03509732
0.22943416,0.027054036705403673,0.007021539,0.0575113,0.054299794
0.091199346,0.7204397720439772,0.69744354,0.22954571,0.20702434
0.10848831,0.5524038052403806,0.52634203,0.16992223,0.15860465
0.24282119,0.2383931038393104,0.16904828,0.21015729,0.23279999
0.13098049,0.045024404502440454,0.019003969,0.0332997,0.032121565
0.20495756,0.13796108379610839,0.09130535,0.093768045,0.10962464
0.16591276,0.198067729806773,0.14502427,0.1287154,0.14510667
0.100310415,0.2379617037961704,0.18127733,0.07464777,0.085687295
0.1593627,0.030008733000873304,0.027818471,0.123048276,0.11222987
0.2619175,0.15426942542694255,0.104739256,0.11042392,0.12763396
0.2439649,0.11599511159951117,0.06423013,0.06542652,0.087029174
0.21250227,0.29278680927868095,0.2680496,0.22469664,0.21832283
0.08444947,0.24675008467500847,0.19773638,0.041195065,0.038304616
0.12009108,0.5537498553749856,0.5265467,0.19307616,0.18391211
0.14450222,0.5661776066177607,0.5395777,0.1831868,0.16442715
0.2110121,0.14186240418624044,0.10253704,0.08561082,0.088657014
0.28773767,0.16120191612019164,0.110238604,0.15063363,0.16577168
0.14655727,0.34508288450828845,0.32645828,0.15185434,0.14910114
0.21896423,0.09445169944516996,0.045136966,0.08350425,0.10359028
0.21647233,0.23885017388501742,0.20126966,0.15107472,0.15753268
0.21451662,0.05812056981205698,0.020173952,0.05475986,0.06797241
0.16743867,0.14390049439004945,0.09204302,0.060690504,0.07613608
0.2460219,0.295415429541543,0.24935257,0.28164524,0.28531867
0.18756129,0.12951225295122532,0.066004336,0.06805371,0.094131574
0.09693976,0.24107424410742442,0.19495216,0.06949359,0.07478467
0.28071773,0.31642041164204115,0.26979598,0.24221621,0.26150206
0.15988126,0.13415263341526334,0.09799168,0.117355615,0.12169331
0.6071635,0.10571299057129906,0.09015825,0.3082718,0.30492276
0.1079144,0.10135698013569802,0.06390348,0.020828374,0.025332138
0.2207218,0.23074302307430233,0.15981978,0.16905771,0.20447832
0.085203685,0.3886762088676209,0.3492805,0.092302874,0.096988864
0.22861102,0.0897588489758849,0.054551706,0.08942138,0.09060772
0.095250115,0.22272017227201724,0.18618566,0.0095159,0.0
0.26441404,0.044575069457506944,0.03922201,0.092593834,0.07325822
0.22551353,0.17328862732886274,0.13199443,0.15969092,0.16484804
0.11787045,0.2113714711371471,0.16888875,0.06221471,0.06840323
0.16958247,0.22369555236955524,0.15922982,0.13915187,0.15885623
0.78786314,0.5626770262677027,0.536864,1.0,1.0
0.19035403,0.10430621643062164,0.055429228,0.075728975,0.094155796
0.37144122,0.4885286488528649,0.44639537,0.5739314,0.57921857
0.12031761,0.31121093112109316,0.27982348,0.08247725,0.07040019
0.12701546,0.38930881893088193,0.36356422,0.12093438,0.113319844
0.1486066,0.1186015118601512,0.08654993,0.068757005,0.072855815
0.14402555,0.5006831500683151,0.46565846,0.15438944,0.1505605
0.25783202,0.1305293530529353,0.073074885,0.093476504,0.11878945
0.31258094,0.47768481776848176,0.42808372,0.40541303,0.40884465
0.117011905,0.18226596822659685,0.13065875,0.07716863,0.080767274
0.26773688,0.062356959235695925,0.029281825,0.050574042,0.058880907
0.1224125,0.08264766826476683,0.046028264,0.030868113,0.035918117
0.1043921,0.2801132280113228,0.22659072,0.09004727,0.0925957
0.12049438,0.31567895156789516,0.2694112,0.111478224,0.11853683
0.11156803,0.20294931029493105,0.15723744,0.02451225,0.032492083
0.30425787,0.20093839009383901,0.15446728,0.32111335,0.33666986
0.09347233,0.24899157489915752,0.22842944,0.06991704,0.054425277
0.124308184,0.10765513076551309,0.052693695,0.04835047,0.068116486
0.1162262,0.15404886540488655,0.10087258,0.06387418,0.07171562
0.14295503,0.298166389816639,0.25218046,0.14588179,0.14833577
0.106870696,0.20964212096421211,0.15982893,0.06620774,0.084602475
0.13637727,0.14689888468988846,0.107843645,0.040596683,0.044041567
0.09747044,0.2375235037523504,0.2039321,0.08200534,0.07933523
0.21037276,0.10168498016849802,0.057252444,0.062215906,0.07214852
0.16073665,0.12326811232681124,0.09120001,0.09881598,0.09574208
0.1386762,0.49456648945664894,0.45018312,0.24528475,0.23456314
0.16844825,0.14187344418734443,0.09716352,0.09443879,0.10755573
0.11075707,0.1484727748472775,0.1174574,0.047052905,0.047123656
0.14199288,0.22697937269793728,0.18117481,0.09806672,0.10565555
0.096891195,0.1796316379631638,0.13245186,0.06253131,0.07979113
0.14504941,0.11716053171605319,0.06718839,0.04915392,0.063787475
0.11632717,0.23138162313816232,0.17975008,0.0840992,0.09318143
0.44155428,0.06784439678443968,0.030738913,0.21522784,0.2193964
0.22504729,0.0400904440090444,0.012237534,0.11182764,0.10351601
0.2712167,0.19605959960595998,0.14623454,0.176138,0.18796113
0.10710418,0.07211361721136172,0.047492005,0.02836509,0.018967282
0.26972905,0.057445515744551576,0.027280293,0.104375914,0.11419888
0.16850498,0.11832153183215319,0.07401075,0.07496461,0.0869255
0.44533962,0.0406331980633198,0.0026388988,0.11014505,0.12749764
0.24935053,0.25100957510095756,0.19804111,0.13723832,0.14738692
0.18003602,0.0881958838195884,0.047951713,0.0438055,0.05183773
0.083198786,0.3341180334118034,0.29224673,0.1441426,0.13253252
0.115400404,0.33689967368996737,0.29163983,0.09063576,0.088691756
0.12798205,0.0904218640421864,0.055199243,0.028407179,0.03566838
0.27389786,0.5439966543996655,0.5057818,0.44215128,0.4177129
0.27711007,0.6492121249212125,0.6349421,0.40182632,0.37989634
0.14579286,0.07267802726780273,0.03291668,0.024114108,0.033372685
0.089318335,0.15916854591685461,0.11567677,0.05282346,0.054788694
0.15081978,0.13334618333461837,0.085599996,0.09822847,0.10920623
0.16425188,0.3559774355977436,0.31270248,0.18449967,0.18318577
0.17620434,0.062167628216762826,0.032038037,0.08227176,0.07329581
0.13713484,0.29362740936274095,0.26009333,0.07151653,0.062501065
0.14550674,0.08672200267220027,0.038079575,0.053685054,0.06677221
0.13323419,0.12208115220811523,0.08241361,0.03180801,0.03948804
0.13829729,0.26334657633465763,0.2275734,0.07342798,0.07512259
0.10016053,0.2407336340733634,0.19442272,0.04887552,0.058966294
0.10360694,0.12186040218604022,0.07440079,0.031446792,0.045603834
0.12488814,0.15014687501468751,0.111204885,0.044383742,0.05170147
0.11474115,0.10513540051354005,0.059080623,0.03593125,0.048252996
0.1936739,0.1290258029025803,0.08013523,0.094864294,0.110351354
0.1439509,0.11218301121830113,0.071899615,0.06895135,0.081264615
0.0938604,0.33347920334792036,0.29985657,0.07365601,0.070523635
0.12973425,0.11728208172820818,0.071015306,0.05875317,0.072170086
0.12640482,0.46324954632495463,0.42915973,0.19173363,0.18141
0.32975435,0.11644135164413517,0.07455871,0.12866087,0.14211664
0.17311575,0.3738380173838018,0.34334192,0.15580155,0.14805336
0.3040086,0.12295299229529924,0.07674816,0.11652182,0.13590227
0.31761017,0.26543226654322666,0.22381818,0.34908536,0.36112428
0.19164519,0.1793570179357018,0.12594023,0.10141301,0.12378308
0.111148715,0.1473188647318865,0.10533608,0.027610365,0.03325656
0.24882372,0.20369289036928906,0.1539945,0.23104818,0.23996478
0.11491713,0.12208840220884024,0.08332301,0.042703293,0.044820424
0.16202514,0.07806059780605978,0.042149566,0.056173954,0.066188246
0.18968543,0.18114201811420183,0.14470181,0.1233474,0.13203269
0.22400692,0.0885679888567989,0.05569084,0.08699782,0.08322844
0.26902258,0.10253350025335004,0.06500016,0.1262333,0.13652699
0.13067219,0.09148213914821392,0.047519155,0.024939856,0.03580555
0.45410162,0.1682537768253777,0.13083804,0.28918803,0.3047686
0.09067556,0.3488431648843165,0.318167,0.081232265,0.07259729
0.16547859,0.1092705509270551,0.07264339,0.06952496,0.075185776
0.1331172,0.11430313143031315,0.069281705,0.039772946,0.04915882
0.24309275,0.30341691034169105,0.26130265,0.22582412,0.23458871
0.1372458,0.11581251158125117,0.08028647,0.06255837,0.062281415
0.10857001,0.28324782832478285,0.24426031,0.05424117,0.06331375
0.16796957,0.27002214700221466,0.21865603,0.13042526,0.13782632
0.2550829,0.20592720059272004,0.15119204,0.11955044,0.14104375
0.15324701,0.12141670714167073,0.07395281,0.06063354,0.07385549
0.12300801,0.13174758317475832,0.10664024,0.07103412,0.069451526
0.20099126,0.3173766717376672,0.2615524,0.14887993,0.1601349
0.14289504,0.27599945759994576,0.2173633,0.15096265,0.17842156
0.29720384,0.05050892505089251,0.041771308,0.10095444,0.08227104
0.1330137,0.18260971826097186,0.10964235,0.0746959,0.1079258
0.16399458,0.07461903746190375,0.048649922,0.049927376,0.051858786
0.4197376,0.14643318464331848,0.10051415,0.20567788,0.2188753
0.28464535,0.09422471942247194,0.061186716,0.08936682,0.09025337
0.17528743,0.1797383179738318,0.13022679,0.12234144,0.12526824
0.23209833,0.6633815663381566,0.635934,0.36560652,0.3475474
0.13231048,0.043043431304343134,0.025396224,0.02186367,0.013284057
0.17351013,0.06735357673535768,0.026493415,0.019004073,0.0351506
0.10899143,0.3144359914435992,0.2795392,0.085983515,0.08658686
0.1863781,0.13170184317018432,0.087422244,0.056507565,0.06400968
0.109418795,0.20772465077246507,0.1768732,0.07852402,0.071663275
0.16202135,0.18189257818925783,0.1325123,0.0998698,0.1086072
0.19027743,0.4189340618934062,0.37965366,0.27519548,0.2733653
0.24492374,0.2579553057955306,0.20882463,0.18418849,0.20068406
0.1977163,0.18261071826107184,0.13861519,0.15739259,0.16759895
0.20684302,0.07486589748658976,0.03839565,0.049181946,0.06502429
0.1378363,0.35583593558359355,0.31949344,0.11805864,0.11737141
0.16946317,0.3870057387005739,0.30063802,0.14215307,0.17476882
0.39429218,0.1490474649047465,0.10005195,0.15130773,0.17141289
0.3508278,0.2814978081497808,0.24891916,0.2979475,0.30599296
0.21268383,0.296839629683963,0.23349065,0.17230985,0.18954381
0.12502003,0.07183280718328072,0.03400803,0.019376852,0.025680713
0.25776416,0.08494847349484735,0.03843247,0.085629314,0.10245003
0.1005729,0.4065016406501641,0.3745677,0.11251983,0.10562734
0.19725884,0.1414163241416324,0.08769162,0.08354901,0.103183135
0.6384088,0.14908161490816152,0.11607411,0.3153609,0.32592973
0.10263732,0.2780423278042328,0.22944948,0.07463117,0.08395403
0.2290076,0.0786534178653418,0.06484504,0.04150243,0.0334952
0.22773133,0.198632449863245,0.15580976,0.16205387,0.17012198
0.37843564,0.16199037619903764,0.115461476,0.19835258,0.21378046
0.10390836,0.07569655756965576,0.045417845,0.019333443,0.020809542
0.19328414,0.05170143517014352,0.035506673,0.036458474,0.030511951
0.13556321,0.08801233880123388,0.045100436,0.04117669,0.054752752
0.13492656,0.08300348830034884,0.04452461,0.04283703,0.05323597
0.15769947,0.13299326329932634,0.09851866,0.07119076,0.07211262
0.25381145,0.11246530124653012,0.077392995,0.09977202,0.10791443
0.49754438,0.43371074337107435,0.37649432,0.593756,0.6102347
0.13305318,0.40309576030957606,0.38126668,0.10657342,0.09503955
0.15430094,0.37698553769855375,0.3267189,0.1611235,0.16995901
0.2993881,0.4034299103429911,0.3359461,0.50080854,0.522092
0.1269954,0.2210066421006642,0.17147511,0.12623416,0.14635685
0.5512476,0.12282733228273324,0.10139554,0.20121306,0.20335288
0.1902298,0.11331826133182614,0.072628155,0.07935692,0.08084983
0.35562098,0.46032978603297864,0.4251343,0.6021581,0.59751546
0.12135443,0.13679374367937439,0.08221592,0.06466994,0.0819623
0.15650633,0.6119113011911301,0.5864309,0.21039566,0.2061425
0.15210107,0.07186230718623073,0.024492119,0.03953563,0.057220593
0.412344,0.4666282466628247,0.42745906,0.53297764,0.52839106
0.124521166,0.16743229674322968,0.133001,0.038567536,0.037872527
0.10899542,0.44497562449756245,0.41010556,0.105970934,0.09391535
0.1930522,0.09894953989495399,0.0590737,0.04981283,0.05715877
0.09461838,0.34398800439880045,0.30036494,0.12723014,0.13164553
0.119519874,0.16583651658365167,0.112923585,0.06571857,0.07632529
0.18836123,0.393791839379184,0.35392153,0.20223759,0.21110442
0.074977025,0.45902704590270466,0.42426676,0.062529005,0.04888661
0.14858003,0.100353170035317,0.05735722,0.050472587,0.058839846
0.13065377,0.16398374639837465,0.12481151,0.06545113,0.06968406
0.18914782,0.09959929995993,0.069382526,0.088524714,0.09176802
0.13574938,0.10412366041236605,0.070565365,0.0375182,0.039240085
0.14667149,0.38191753819175384,0.33656016,0.1637465,0.16444334
0.081806436,0.24415963441596344,0.1826008,0.065601006,0.067953706
0.2590389,0.29519894951989495,0.2260142,0.25167006,0.29048827
0.11632712,0.18416704841670486,0.15492034,0.07207028,0.070163935
0.18691115,0.07625131762513176,0.037838787,0.022264088,0.035347044
0.11921437,0.22520219252021928,0.19729912,0.06379269,0.058783084
0.18216142,0.3803876980387698,0.33420166,0.2422786,0.23729922
0.15326162,0.05649638364963837,0.028715607,0.049923748,0.052892305
0.7331958,0.13231128323112834,0.09195897,0.26064384,0.27662712
0.120964676,0.1383345538334554,0.09821441,0.03628436,0.03843546
0.31977028,0.1499966549996655,0.11175557,0.2059033,0.22176442
0.17318577,0.4314629231462923,0.40238768,0.18835458,0.17748201
0.44619542,0.5483131548313155,0.5062265,0.7555622,0.7744234
0.09251793,0.26320472632047265,0.22016191,0.06691407,0.068197906
0.20128557,0.10830964083096409,0.06266544,0.071851626,0.087392986
0.18793109,0.1309249430924943,0.08052997,0.1228659,0.13279314
0.17999536,0.7305082730508274,0.6991663,0.27466917,0.27324292
0.26873195,0.11899996189999619,0.080071576,0.1330576,0.14325759
0.27836505,0.08899278889927889,0.05375357,0.08507417,0.091073245
0.10534564,0.3076465307646531,0.25172234,0.09879024,0.111165464
0.09394114,0.28316395831639585,0.26844114,0.07796924,0.05105435
0.06834608,0.31006959100695913,0.26579097,0.101373866,0.0981783
0.29684064,0.11038155103815511,0.0674918,0.11335024,0.12575787
0.09086348,0.3055770305577031,0.25687927,0.089846745,0.09547014
0.15212902,0.2800945580094558,0.23849308,0.12509294,0.12562363
0.24633434,0.0901663790166379,0.046330206,0.061887983,0.07029396
0.16334584,0.22894441289444128,0.18557337,0.085688055,0.0849341
0.24152106,0.10204746020474602,0.059133537,0.09941298,0.11245747
0.12784271,0.0902917250291725,0.05231636,0.042299382,0.043422982
0.28090757,0.055726578572657864,0.034040175,0.16047567,0.14451538
0.14476997,0.1657864465786447,0.1327498,0.09384751,0.09080151
0.08618444,0.2873124487312449,0.25629625,0.06750813,0.056016937
0.14546533,0.1211809121180912,0.07881834,0.05614268,0.06248611
0.12813406,0.29446242944624296,0.26104143,0.08249585,0.08470766
0.12483078,0.22181103218110323,0.17063382,0.05892964,0.06763226
0.20205681,0.13302017330201735,0.08877122,0.100288644,0.107983604
0.21003596,0.09573274957327496,0.058024704,0.07819421,0.08580805
0.59955746,0.14635618463561847,0.11112005,0.311295,0.31666175
0.13458309,0.11235169723516973,0.079086035,0.03351564,0.029158833
0.15364493,0.502507350250735,0.48496255,0.18055238,0.16995454
0.1166496,0.10652158065215807,0.056282185,0.028616913,0.04419489
0.17072652,0.3802270980227098,0.3541987,0.15932581,0.15360296
0.2565605,0.022646191264619128,0.0034662895,0.038112745,0.04143907
0.29241404,0.08606963860696386,0.05793336,0.10071728,0.105339736
0.16765106,0.1282117328211733,0.07962195,0.0895202,0.10512398
0.20876586,0.1379608037960804,0.087122716,0.112454906,0.1399987
0.13749449,0.29978206997820706,0.24938148,0.1266367,0.1327776
0.14299046,0.2193810419381042,0.15585673,0.12812793,0.14036751
0.13225313,0.10748845674884568,0.07077341,0.043893926,0.045418683
0.24705195,0.15441701544170156,0.12766016,0.16958608,0.16427366
0.18619128,0.2420993242099324,0.19835922,0.13600501,0.14225237
0.3117874,0.2404686040468604,0.17548501,0.27152318,0.301707
0.30815715,0.11422178142217815,0.06600601,0.13762088,0.16061841
0.19468722,0.15700407570040759,0.10378503,0.12701547,0.14853963
0.27721268,0.10391037039103704,0.06504058,0.09898391,0.10511288
0.18411689,0.1091444709144471,0.07128803,0.07635267,0.08450273
0.1818972,0.23445562344556234,0.19014671,0.121639505,0.1230306
0.092266664,0.22426129242612927,0.17843935,0.0820283,0.07919009
0.13920206,0.09726067972606797,0.05613119,0.04435933,0.0529302
0.114129856,0.18429586842958687,0.13335511,0.05612944,0.065074965
0.17809425,0.09628875962887598,0.055806145,0.06908592,0.078093395
0.28751928,0.41302784130278414,0.37851486,0.39349386,0.3918928
0.1682965,0.2630243563024356,0.2173343,0.1434343,0.15579194
0.117628396,0.20767603076760308,0.15898225,0.075875536,0.080878004
0.22790663,0.3203105320310532,0.2897438,0.20645064,0.20431262
0.09751159,0.2282369028236903,0.18573126,0.080209896,0.08495793
0.2050884,0.40708272070827206,0.36191493,0.2724327,0.2725692
0.17190756,0.21327469132746915,0.16448727,0.09197603,0.10371661
0.19983529,0.25891994589199463,0.21381584,0.13846226,0.14266297
0.1109778,0.2845197584519759,0.24529493,0.08033927,0.07640392
0.26351145,0.3522234052223405,0.30446008,0.28294158,0.2867543
0.37813133,0.3179230117923012,0.30543745,0.3457056,0.33795545
0.10024691,0.2741318874131888,0.23524004,0.09752627,0.10109046
0.3145538,0.1407099040709904,0.08612866,0.14034873,0.1685597
0.15553251,0.07805429780542979,0.047429897,0.0398189,0.035434805
0.28478566,0.10833337483333749,0.07033414,0.12920803,0.13205236
0.15641777,0.3276944827694483,0.29547364,0.1901884,0.1897675
0.3071508,0.26892789689278973,0.21826532,0.3314226,0.34202826
0.115664065,0.11283255728325574,0.06770801,0.04208131,0.05287736
0.17498975,0.3759253975925398,0.34397012,0.17314214,0.17017803
0.12211147,0.14336550433655046,0.09584775,0.06426151,0.07693769
0.14796716,0.09489888948988896,0.049735904,0.03639691,0.05183883
0.13726737,0.15170417517041754,0.113177724,0.085624956,0.09257232
0.1439082,0.23632142363214237,0.19071874,0.0982589,0.105670124
0.16652006,0.07889889188988919,0.036532678,0.039827414,0.051583942
0.1444906,0.09960916996091701,0.05791901,0.046262,0.055916656
0.11109446,0.4498609449860945,0.41120768,0.09460254,0.09242878
0.10332464,0.11429663142966315,0.068721496,0.04046476,0.05021821
0.12641552,0.4403692040369204,0.413143,0.12407163,0.118011504
0.563469,0.1891867889186789,0.1699099,0.3303384,0.32956013
0.11028877,0.28460430846043083,0.23883113,0.08387729,0.08901601
0.23853779,0.08329448832944884,0.047624193,0.052405696,0.06311928
0.103563905,0.1192153959215396,0.0896984,0.055329368,0.05441761
0.19273095,0.17609319760931977,0.12247113,0.10312392,0.119650036
0.13156357,0.24268933426893344,0.1970388,0.09739114,0.10348107
0.28115225,0.0709479770947977,0.027829852,0.060420774,0.08131656
0.19455247,0.13634906363490637,0.09180458,0.10915923,0.12135711
0.14163259,0.11207655120765513,0.07599278,0.059934616,0.06167072
0.23958378,0.03539102153910216,0.023220778,0.10705803,0.09330159
0.16465881,0.2188667718866772,0.17862397,0.09780276,0.09972045
0.13177031,0.1798181979818198,0.12715936,0.05512307,0.065766886
0.11046156,0.293559969355997,0.23781288,0.093345016,0.10174152
0.15586813,0.08141545314154532,0.04450699,0.05471505,0.059457697
0.23130074,0.1197639619763962,0.0822207,0.12260987,0.13634096
0.202319,0.1412185241218524,0.09926162,0.13202326,0.14168401
0.38310435,0.22600792260079228,0.17042923,0.24205884,0.26564
0.0983859,0.11531183153118316,0.056276567,0.031294893,0.045323085
0.11873132,0.1497449849744985,0.11406956,0.05082668,0.054526225
0.14580694,0.09364236936423694,0.059152126,0.04872687,0.054910034
0.13637584,0.20169627016962702,0.15840802,0.061166584,0.073725075
0.12549858,0.22567937256793727,0.18443954,0.05533101,0.059980564
0.1480909,0.07703925770392578,0.04186646,0.0043375846,0.0054858886
0.21247627,0.08453523445352346,0.05587265,0.09028968,0.08028607
0.112936676,0.19870717987071798,0.15734741,0.06613159,0.07331473
0.116245255,0.1502408350240835,0.11569699,0.033400632,0.02633321
0.32408738,0.32230166223016626,0.28834537,0.3749123,0.37219462
0.1560512,0.2378436837843684,0.18681026,0.113318905,0.12956412
0.13091943,0.16800996680099667,0.11966262,0.05741578,0.06233862
0.15750708,0.1293139329313933,0.07972288,0.03934166,0.05845414
0.15985058,0.19098666909866693,0.1457575,0.098316595,0.10867323
0.37153924,0.1188643468864347,0.0735494,0.12571992,0.13682279
0.097369835,0.17538651753865175,0.1295087,0.054030333,0.061869867
0.26061764,0.09701567970156798,0.07459246,0.103736624,0.095372535
0.4485632,0.13397033339703335,0.077063225,0.21908966,0.2508139
0.25158113,0.1517133851713385,0.12389656,0.17563373,0.17420746
0.35434273,0.2206343520634352,0.20299008,0.23881793,0.23824449
0.11162299,0.0902551190255119,0.047342196,0.040559914,0.050655812
0.15445304,0.3449755944975595,0.2933596,0.17697458,0.19407538
0.2204241,0.1089105268910527,0.09587508,0.10456139,0.09230587
0.091129124,0.3209298320929832,0.25879526,0.106004134,0.124030605
0.1246876,0.32252091225209123,0.28306442,0.09107269,0.090916656
0.16500254,0.12681049268104927,0.07824151,0.0733507,0.08607598
0.20015714,0.28076365807636583,0.23918077,0.265953,0.2740925
0.13873585,0.17280721728072174,0.124327056,0.10325003,0.11452255
