size_D,duration_D,Generated_Var_2,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_8,Generated_Var_9,Generated_Var_12,effort_D
0.1042944785276073,0.22,0.4807366,0.47560105,0.49812767,0.48221582,0.48607764,0.51817715,0.48071495,0.1193769707341034
0.2816508644729503,0.1,0.22284591,0.19550918,0.19515234,0.21190754,0.21719117,0.7885331,0.21984646,0.1287731140371726
0.0047406581148912,0.1,0.3934317,0.38158315,0.34508425,0.40124813,0.40423447,0.5938332,0.42167163,0.0033750059419118
0.0953708867819297,0.44,0.117518485,0.09716095,0.06953124,0.12992689,0.12846534,0.8644091,0.14317693,0.1654228264486381
0.0404350250976017,0.18,0.6335139,0.6444002,0.64830476,0.6528847,0.6389526,0.3457796,0.6438367,0.0185704552296747
0.4121583937534858,0.48,0.2696859,0.274371,0.24338232,0.26730078,0.2600241,0.7335505,0.27349034,0.0847395858091299
0.1469604015616285,0.18,0.519214,0.5261293,0.5558939,0.5273061,0.5252549,0.47135258,0.51557916,0.0613680657888482
0.1285554935861684,0.18,0.5969017,0.59971476,0.5892526,0.60971195,0.59003705,0.3908361,0.6016609,0.0478046616279254
0.1491912994980479,0.16,0.6033356,0.6040909,0.58054656,0.6053555,0.5920202,0.39601302,0.606621,0.0629684207190505
0.0744562186279977,0.2,0.29776105,0.2843008,0.26925683,0.30462822,0.29513198,0.69398814,0.30626833,0.1294386081665636
0.0250976017847183,0.16,0.4261972,0.4190622,0.41425014,0.43558437,0.4234398,0.5639709,0.4315231,0.0452694458969117
0.058282208588957,0.1,0.32690164,0.31424284,0.30619875,0.3359364,0.32507524,0.66283506,0.33415216,0.0221514474497314
0.1045733407696598,0.52,0.575426,0.5797636,0.5738666,0.5867385,0.5828399,0.41161695,0.589692,0.2078401546481595
0.1246514221974344,0.32,0.37902415,0.35846105,0.3577404,0.3580192,0.36875185,0.6446488,0.36977932,0.1033417312354423
0.1600669269380925,0.24,0.3869717,0.38516325,0.38117608,0.40135664,0.38157082,0.59862524,0.390271,0.0987624978212989
0.0435025097601784,0.16,0.23065034,0.2462555,0.225304,0.24728194,0.23153938,0.7513209,0.24309939,0.0639666619131371
0.158393753485778,0.22,0.2160453,0.20996676,0.21597543,0.23033626,0.22716859,0.76669574,0.22887641,0.1088241352537592
1.0,0.58,0.13480742,0.1126058,0.13304943,0.13229592,0.13856556,0.8671208,0.13309956,0.6163109442094088
