TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_PointsAdjust_Transactions,MI_PointsAdjust_ManagerExp,MI_Entities_Language,Effort
0.6285916,0.91061103,0.29081422,0.16297582,0.1149926,0.14470758,0.60125107,0.9168635,0.060077514,0.32091975,0.12691057,0.06681763,0.16887696,0.18855415,0.22646779
0.73198074,0.59962535,0.7024385,0.6339663,0.15230435,0.5309677,0.809393,0.901962,0.28965777,0.8438551,0.5800899,0.4162351,0.38448304,0.32341838,0.6084113
0.73056954,0.2543222,0.42976022,0.17974842,0.14001517,0.20960505,0.5750467,0.80461407,0.09182508,0.3617291,0.11806029,0.06835476,0.11297336,0.21826129,0.22320639
0.6265877,0.59086275,0.39464712,0.46817926,0.19355346,0.39792615,0.67706513,0.9130218,0.20887119,0.73590326,0.36509693,0.21655509,0.32681632,0.36299872,0.529888
0.7837719,0.5053592,0.7342595,0.47376722,0.16346397,0.4387889,0.68386537,0.61866415,0.15225667,0.42819154,0.36014542,0.21762231,0.29599416,0.11541383,0.19275947
0.11838954,0.46738914,0.5159379,0.21094015,0.18842717,0.23244996,0.45777273,0.84849155,0.10670693,0.45101628,0.13079244,0.097129345,0.13935483,0.25660905,0.2125314
0.06699054,0.37939128,0.6074926,0.111254066,0.15255703,0.14262503,0.4408884,0.838524,0.06720423,0.29218474,0.08623148,0.053963274,0.086247995,0.23217393,0.21700466
0.5907584,0.3259224,0.06166981,0.28034705,0.07161063,0.21285485,0.48034525,0.82929146,0.07954919,0.38992828,0.1241464,0.07766208,0.13641685,0.1564053,0.2387793
0.7511396,0.24230255,0.8750785,0.45449382,0.06184354,0.35835147,0.5944515,0.8357053,0.10036765,0.54780823,0.20761843,0.20736825,0.16816556,0.13268784,0.29284346
0.13406743,0.4845914,0.6429779,0.18094724,0.15851761,0.21017246,0.15450951,0.7542951,0.03901561,0.36015707,0.030153776,0.07383269,0.10991437,0.25666374,0.21810837
0.74956644,0.7220244,0.6784588,0.41855898,0.20811893,0.38808522,0.6299324,0.6156227,0.17392,0.41058224,0.3460165,0.1688785,0.37483448,0.15357001,0.22182493
0.7955855,0.8148227,0.3582911,0.32934552,0.24031328,0.35812107,0.6266227,0.91010976,0.18320552,0.63322145,0.28204334,0.14983502,0.34078562,0.36608785,0.44991452
0.26769498,0.5885866,0.5136918,0.35607335,0.27491125,0.3866966,0.6610765,0.8506906,0.23778866,0.64620876,0.32850355,0.16730891,0.29865474,0.3941717,0.42155343
0.061585944,0.8405304,0.70505136,0.15760717,0.07737653,0.16989356,0.38345876,0.556089,0.04817971,0.23592672,0.07139408,0.08969059,0.14551252,0.08974804,0.16454211
0.798062,0.9226561,0.22195508,0.25141236,0.23468882,0.33090797,0.6897755,0.95203257,0.14913125,0.5607033,0.22431311,0.087156706,0.3184322,0.30875647,0.36381203
0.44408005,0.8572805,0.33253926,0.20527706,0.13527,0.20594655,0.61410177,0.91365904,0.06011311,0.40893567,0.14586082,0.083534256,0.20236473,0.23519485,0.30972692
0.75989884,0.8511897,0.15753835,0.29716697,0.1948534,0.370978,0.5785928,0.9087614,0.15291359,0.56152004,0.22631648,0.12910838,0.34064734,0.2471257,0.32803637
0.57529867,0.8631987,0.2827894,0.12500066,0.15573934,0.19345538,0.6372807,0.9473791,0.06452607,0.3658551,0.14589258,0.06415324,0.17452297,0.26426882,0.25847483
0.72737455,0.7893481,0.10778251,0.30168217,0.14474,0.29436052,0.5395607,0.89667606,0.11002304,0.5144323,0.16556232,0.09734702,0.27947593,0.21760997,0.35091126
0.19971597,0.37083918,0.36468726,0.20361716,0.14013942,0.20226823,0.5756816,0.887804,0.08814424,0.39908415,0.15922967,0.082266495,0.10304716,0.25583687,0.30084738
0.9221247,0.6540801,0.4790035,0.37961155,0.35727286,0.441807,0.817152,0.8871318,0.39615893,0.81717205,0.5315246,0.24090526,0.37790287,0.5765543,0.67027235
0.4328085,0.835355,0.3590632,0.06868787,0.057857875,0.034161735,0.4699372,0.9066593,0.02448622,0.1963079,0.049967058,0.041867733,0.06251094,0.13845801,0.13633832
0.39131597,0.780202,0.47790468,0.26429656,0.34878445,0.35973057,0.7354976,0.77315974,0.24279103,0.5669317,0.3760212,0.11045654,0.36415458,0.4015923,0.50765556
0.11777994,0.62065506,0.43801093,0.21836588,0.2227557,0.26230645,0.5835949,0.9170374,0.11428833,0.47361523,0.18902822,0.11519895,0.16318217,0.31804353,0.29943943
0.72143894,0.85149336,0.47819233,0.34704265,0.22702628,0.31001505,0.63990283,0.7750199,0.15303339,0.45046192,0.26606745,0.08296875,0.38512617,0.211411,0.3401903
0.49587277,0.74355453,0.48119837,0.1753225,0.5575599,0.36533275,0.37315544,0.6833421,0.38723475,0.4941665,0.1710779,0.06155043,0.35451734,0.50281227,0.32042044
0.32077125,0.75228477,0.56539494,0.11177185,0.842503,0.50051975,0.37101454,0.600868,0.6673086,0.5716729,0.1858931,0.05330641,0.47886533,0.7203696,0.39010996
0.73250973,0.8414871,0.31965688,0.15690058,0.24891524,0.26156995,0.72152066,0.9127062,0.15073967,0.49402112,0.2251294,0.069463745,0.26455137,0.38685542,0.4072522
0.6480591,0.41210055,0.5928332,0.2075716,0.11482662,0.20319428,0.38361382,0.770872,0.06395209,0.3481868,0.073646866,0.07951641,0.12974674,0.18307337,0.17883992
0.09363283,0.7485216,0.70414466,0.16113225,0.07519327,0.17275934,0.26594916,0.6351634,0.04010324,0.31475252,0.035888955,0.10897516,0.1150889,0.14255625,0.17879704
0.40891087,0.77337766,0.564524,0.13606575,0.10900371,0.1519151,0.23457137,0.6953584,0.044919595,0.28694975,0.042864308,0.10059513,0.12906262,0.15130463,0.15438996
0.017801419,0.3164521,0.5342819,0.10325988,0.17698596,0.14555311,0.36945266,0.71676004,0.087270126,0.25864935,0.0964863,0.061919495,0.1038378,0.21957399,0.22132573
0.78680295,0.7711488,0.6428587,0.52309704,0.27682278,0.52873033,0.70795023,0.8031689,0.36126328,0.7644768,0.5347022,0.33529127,0.51227903,0.36508405,0.59613633
0.087874226,0.45230994,0.7206739,0.066132255,0.21883513,0.15815383,0.4228081,0.9483252,0.11312191,0.3356974,0.11877942,0.0337267,0.11764636,0.32146305,0.24385318
0.64025134,0.8289595,0.57104564,0.18697196,0.14109814,0.18901104,0.6311785,0.8327881,0.07154529,0.33242035,0.17687678,0.059697356,0.19800027,0.20402972,0.23903576
0.75404435,0.83764184,0.64510685,0.6581339,0.4054969,0.6915788,0.6502176,0.73664325,0.59789026,0.88401896,0.6399594,0.4836713,0.67688346,0.43512064,0.7415932
0.45798537,0.4887626,0.5332033,0.15158829,0.16663525,0.17513661,0.3468697,0.8607476,0.056713935,0.3147711,0.045476526,0.06468214,0.12864852,0.24929988,0.21253146
0.10120298,0.6399837,0.46394062,0.20837641,0.20222801,0.23843382,0.558361,0.86783594,0.10426432,0.43269187,0.16645126,0.10088098,0.16476779,0.27616793,0.28119728
0.8389506,0.86953664,0.3935718,0.08543301,0.11203194,0.09510629,0.45168984,0.906578,0.05490798,0.26194406,0.08008756,0.0458556,0.11144349,0.18796143,0.16456951
0.91450894,0.86283886,0.3746789,0.17925817,0.32739088,0.3246539,0.7537481,0.9719916,0.24275745,0.58158076,0.2921385,0.0649288,0.32234603,0.50181323,0.46349716
0.074917994,0.4390423,0.519111,0.1883798,0.19907403,0.23313276,0.51809597,0.8999226,0.1085134,0.44667602,0.1836394,0.10635895,0.10840501,0.30787683,0.2257683
0.62499917,0.4983936,0.6979532,0.39231712,0.17186505,0.3972647,0.7304815,0.40495053,0.13281858,0.24708885,0.36948848,0.16529998,0.24661115,0.06844823,0.11125634
0.75322783,0.70724374,0.28443843,0.19647226,0.13895816,0.23210643,0.445989,0.83573484,0.084844634,0.3933274,0.12053715,0.08789503,0.1931291,0.21541575,0.22997917
0.070182376,0.44593528,0.46479285,0.16424711,0.18181846,0.18520628,0.38839388,0.87306666,0.08509667,0.39898825,0.08999624,0.07321024,0.10570791,0.26460874,0.19206253
0.098801516,0.39107132,0.46096712,0.14595282,0.20819788,0.19964857,0.52172494,0.872787,0.10687932,0.4007405,0.18016131,0.084956445,0.08073868,0.2873159,0.20412296
0.29889765,0.38029343,0.41078615,0.21561098,0.091990545,0.12456536,0.26070163,0.79020154,0.032757297,0.2834797,0.044459794,0.07703293,0.076326825,0.16657594,0.17226124
0.4527141,0.85820377,0.3095138,0.22937149,0.11607288,0.2248984,0.72113967,0.9517002,0.061137363,0.44457608,0.19406693,0.06647303,0.23271471,0.21626379,0.32238728
0.058556296,0.71623266,0.46178943,0.38715732,0.15380092,0.3605211,0.5848842,0.8504391,0.13228191,0.5535845,0.23571861,0.16176403,0.27581185,0.24237415,0.31121778
0.050098635,0.8212424,0.41171616,0.38240245,0.13470528,0.32022548,0.62405276,0.8906918,0.104845166,0.5165555,0.24200308,0.14290006,0.29364562,0.18037319,0.2862485
0.66025746,0.8855408,0.40084362,0.16645609,0.23816198,0.24319778,0.65802187,0.9043962,0.12323929,0.437656,0.1741793,0.052911386,0.25988415,0.3426385,0.3606817
0.06150789,0.3822286,0.80929136,0.03410419,0.16708885,0.12567496,0.47333395,0.8633384,0.09219317,0.2583991,0.118860275,0.021708097,0.08997638,0.26336008,0.28816774
0.54311866,0.8286784,0.17408755,0.27487054,0.10107145,0.22613157,0.6082865,0.91249955,0.07235054,0.4443605,0.17053682,0.062697336,0.24319835,0.17643172,0.30237564
0.91055256,0.5395981,0.5390814,0.22380543,0.18326901,0.26118588,0.61961263,0.8842765,0.134253,0.44957334,0.18256038,0.09041473,0.18953654,0.30830753,0.31561375
0.43810233,0.8488077,0.509468,0.18256134,0.1429732,0.2082208,0.64529216,0.98399204,0.08674067,0.37165362,0.16007401,0.08754132,0.19252777,0.2700776,0.277609
0.8412411,0.5923098,0.39385945,0.15925577,0.3626506,0.3140914,0.7854759,0.9383493,0.2653435,0.56929404,0.31804729,0.0822584,0.21308914,0.53626555,0.43388784
0.58982605,0.6746635,0.5867618,0.643042,0.28490376,0.6035017,0.74484974,0.6067661,0.4580971,0.6560226,0.57278633,0.5079974,0.56175375,0.2708702,0.44347507
0.24928999,0.8735863,0.4011714,0.15678892,0.10499805,0.14160465,0.63148755,0.85606575,0.0531034,0.31276983,0.14064501,0.07047528,0.16931048,0.17350441,0.22801349
0.8468851,0.80903375,0.3092403,0.18053561,0.2679795,0.28765386,0.7270392,0.9167559,0.18888819,0.5415709,0.26981282,0.08343194,0.28584883,0.41965455,0.45638895
0.045242917,0.82472146,0.48878694,0.17112572,0.13063805,0.16340953,0.5590477,0.75450224,0.07103376,0.30641586,0.13183196,0.090218835,0.19468528,0.15835446,0.247098
0.31255412,0.89213663,0.364048,0.08939038,0.07473077,0.037768893,0.53386813,0.9485617,0.026676787,0.19963606,0.07235563,0.034843188,0.08115237,0.14708903,0.16769844
0.8036646,0.82489496,0.3756712,0.13069913,0.11644748,0.12876882,0.48345917,0.90952814,0.050669648,0.2730137,0.06733295,0.024689429,0.1262179,0.18750829,0.17101109
0.5761236,0.72025114,0.73697346,0.0,0.93294966,0.49732924,0.6710561,0.81325126,0.7762843,0.73088807,0.40726358,0.09163501,0.3709119,0.98400927,0.2954375
0.4677755,0.7786931,0.46322197,0.15310323,0.30143487,0.24192603,0.5238756,0.7745555,0.16938429,0.42657012,0.15754597,0.053429663,0.25847504,0.34248567,0.31974638
0.22050163,0.19357777,0.750961,0.31451985,0.038861085,0.23289397,0.6066915,0.69261944,0.05669064,0.33974278,0.17793518,0.0719284,0.07168481,0.076881856,0.1655036
0.24511367,0.043905817,0.47270548,0.25466236,0.078417435,0.20107241,0.46394444,0.5875473,0.06979485,0.28641984,0.10082024,0.07801235,0.054277197,0.0726983,0.12952922
0.6479559,0.8560875,0.5537996,0.47467357,0.40764916,0.5155825,0.57219136,0.73267114,0.4597808,0.6688606,0.42084804,0.2525318,0.5698277,0.38424337,0.5858613
0.76348454,0.45175484,0.5484902,0.10377919,0.5845633,0.36691415,0.7977976,0.91597533,0.46695682,0.6763245,0.43436864,0.066686094,0.18384746,0.7755087,0.36102825
0.5848195,0.88677055,0.33479458,0.11041387,0.07025646,0.09451659,0.5914854,0.9247574,0.03762466,0.24953848,0.10274692,0.03912536,0.11281328,0.13735563,0.14492379
0.18701789,0.84129226,0.44824833,0.17983344,0.253739,0.24057719,0.61403066,0.7604513,0.14335124,0.3880794,0.16446652,0.050320998,0.28184664,0.2822543,0.37214756
0.8382038,0.8376494,0.2930786,0.45503086,0.29234225,0.46798578,0.64497954,0.8712902,0.27341723,0.74742985,0.38312376,0.1744287,0.48820752,0.36251062,0.5564923
0.29191095,0.3396558,0.3455609,0.15378949,0.22626013,0.19101526,0.60950184,0.85305727,0.12041451,0.37920126,0.18541631,0.049612865,0.083013475,0.2889408,0.2590289
0.6127894,0.22570294,0.14147875,0.24320352,0.090292364,0.19735844,0.5294526,0.823356,0.088857934,0.34780553,0.100682944,0.05605551,0.13197912,0.16745153,0.30337027
0.8589069,0.7991423,0.54668754,0.40322775,0.30910164,0.44403976,0.7649406,0.90167075,0.30154637,0.7553804,0.48633283,0.24337503,0.42312372,0.46176875,0.63237125
0.07652426,0.468502,0.66866696,0.06397186,0.22296508,0.15900771,0.3949589,0.9458684,0.112188175,0.35424286,0.10438134,0.052532576,0.10428255,0.32424223,0.235557
0.11933002,0.49559337,0.6363105,0.33650422,0.1814886,0.36604196,0.54056513,0.995319,0.18219577,0.6283763,0.26868787,0.18433255,0.20121627,0.34045994,0.23400933
0.84642476,0.94139826,0.6631566,0.8910309,0.43634126,0.8987117,0.89376175,0.4785168,0.7295023,0.473859,0.87752396,0.8125004,0.94696575,0.22991793,0.5681077
0.8037081,0.6204242,0.45515305,0.11227758,0.11876552,0.15053289,0.43736038,0.88267297,0.0872235,0.3009567,0.06451573,0.05761593,0.11186355,0.20526284,0.17272946
0.824699,0.81443125,0.49538875,0.33268592,0.2135645,0.3563124,0.30494106,0.83197975,0.15957926,0.48693168,0.15892312,0.13558969,0.32117397,0.24181508,0.26904672
0.8557532,0.89033896,0.58092284,0.17336212,0.20153914,0.23740566,0.5894764,0.8635665,0.101851955,0.37177816,0.16410115,0.05947242,0.25213522,0.27667424,0.24619798
0.8269341,0.68428016,0.45730853,0.3398664,0.3077793,0.38967252,0.7815522,0.86354786,0.2779528,0.6739809,0.4505833,0.1634799,0.34466124,0.4688074,0.6080305
0.7669738,0.14994837,0.52946866,0.21175516,0.068249226,0.19079633,0.5275413,0.80056584,0.07944001,0.3427835,0.07219541,0.085628636,0.0974526,0.122413374,0.21764895
0.9359152,0.64946836,0.56940335,0.17773893,0.22371204,0.2736902,0.51470226,0.9019413,0.14297444,0.45901877,0.13767761,0.09429018,0.20656507,0.3555295,0.30519915
0.5854416,0.813918,0.3456053,0.12971553,0.089811474,0.10646735,0.3509153,0.90507734,0.036409147,0.23326057,0.056920707,0.065601915,0.09627346,0.17531057,0.1463776
0.21338817,0.835665,0.7093215,0.16494155,0.04632805,0.15793481,0.21419634,0.554781,0.031797163,0.21730801,0.028857956,0.094356775,0.1343814,0.090277955,0.12939434
0.062372304,0.38704193,0.45085067,0.11043971,0.29430795,0.21215405,0.41218415,0.8005158,0.13330176,0.38620612,0.16755065,0.08475551,0.0743358,0.31311136,0.17471999
0.8261269,0.4210582,0.5329506,0.27555922,0.28436297,0.3393105,0.69071364,0.9099212,0.20479417,0.58996236,0.2824965,0.10974683,0.1783638,0.4292804,0.34731132
0.79961294,0.8834804,0.41052443,0.19871098,0.25240237,0.29751593,0.49988484,0.9285451,0.14674926,0.4768721,0.1507502,0.074622795,0.2646429,0.34360355,0.33086437
0.677426,0.785048,0.5073876,0.32329693,0.1788241,0.29166,0.33610713,0.65837896,0.10572836,0.3973502,0.15247977,0.088583514,0.29888302,0.15399721,0.19360211
0.8352732,0.8584838,0.3953882,0.49328452,0.3127707,0.52535677,0.6586101,0.91659224,0.34423035,0.8670257,0.45875442,0.2644391,0.5010305,0.45089275,0.66145223
0.77158886,0.8451057,0.27592194,0.28074077,0.27953467,0.35425273,0.625313,0.89554554,0.20056169,0.59466577,0.23687592,0.07836878,0.35530972,0.3576159,0.4196875
0.8829546,0.68691444,0.5051905,0.19534394,0.20594282,0.2565671,0.55415714,0.903398,0.13543203,0.46890312,0.1690669,0.09111025,0.20919818,0.3252507,0.3181337
0.586544,0.6797246,0.46674383,0.26109922,0.33153883,0.31600437,0.45972252,0.6436558,0.2013978,0.44136435,0.20175315,0.06853612,0.3102321,0.30673233,0.28646645
0.10477241,0.3865075,0.7088521,0.12766016,0.16654184,0.1854065,0.52338904,0.8768184,0.09140824,0.3287332,0.14665604,0.04981857,0.09996104,0.24879052,0.20885742
0.23868564,0.650417,0.61631924,0.18532142,0.08608088,0.17957638,0.42405757,0.45802853,0.061548337,0.25435108,0.10530242,0.075292096,0.15275888,0.06534382,0.14714424
