size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_t12,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.023282208,0.08162332,0.10630289,0.12658972,0.049102575,0.08992189,0.119811386,0.16187799,0.7332778,0.040514395,0.043187857,0.12604946,0.7112682,0.044744983,0.2131497,0.112241924,0.14024411,0.21778348,0.436278,0.21954717,0.047512904,0.09363526,0.3694715,0.118570834,0.04787183,0.045735393,0.038922127,0.029446363,0.08083395,0.05004955,0.37267983,0.30674952,0.47834954,0.15893343,0.023315705,0.006608017,0.34197357,0.054584756,0.06070312,0.033824503,0.012019012,0.070495866,0.03165968
0.0394751,0.05564549,0.17724541,0.22825164,0.060810536,0.06604266,0.0993461,0.099965155,0.723809,0.04997623,0.05872491,0.14508966,0.7545663,0.08897035,0.17538124,0.17682162,0.13256893,0.2708744,0.5058963,0.22407512,0.07681166,0.04631999,0.3302742,0.101198286,0.08280215,0.07431553,0.07205184,0.06154392,0.040100954,0.07899712,0.40957874,0.30230975,0.5272853,0.1817595,0.048072018,0.04716046,0.38713282,0.08014347,0.05475057,0.03941931,0.045376655,0.073568694,0.04033769
0.19642925,0.084990315,0.3933929,0.24660832,0.23935586,0.050424606,0.033936888,0.11399922,0.7217917,0.27191907,0.20844471,0.35998467,0.744179,0.26690185,0.24026802,0.21452057,0.09569305,0.4356491,0.48463783,0.16375594,0.29402316,0.11577794,0.2069799,0.3007268,0.13465928,0.20673944,0.18114235,0.16985933,0.19931558,0.22494559,0.4293601,0.21138309,0.69762486,0.26879779,0.08980573,0.124993324,0.5011594,0.26194352,0.16694939,0.15699407,0.20566335,0.12332577,0.15768862
0.14047551,0.0656059,0.3154849,0.25782025,0.15127373,0.043737948,0.036770105,0.08944826,0.6973948,0.17387496,0.12034547,0.27280778,0.7448971,0.18481329,0.17943278,0.2375193,0.11383399,0.3799937,0.52385473,0.22121842,0.2053911,0.07083079,0.24601421,0.20840657,0.12924206,0.16867048,0.14392866,0.14484252,0.12485703,0.16774358,0.45031837,0.2772049,0.6455155,0.25645044,0.079675674,0.09982452,0.47271317,0.20647566,0.104679205,0.11111297,0.13747977,0.10198105,0.10165417
0.036658138,0.15910837,0.046825513,0.13939553,0.08177468,0.16344267,0.18821648,0.2524653,0.7394223,0.038743526,0.06664905,0.08692838,0.6422501,0.024290487,0.2769512,0.08255485,0.19020596,0.14648983,0.33217707,0.2228399,0.029890195,0.17763633,0.41973293,0.121763825,0.04828981,0.041395653,0.041893113,0.031172086,0.18448797,0.040515706,0.32856047,0.35120714,0.41921622,0.19095576,0.04322592,0.025381938,0.29741958,0.08149168,0.11057382,0.050886117,0.021083493,0.12115801,0.08526156
0.014597185,0.02292344,0.16557586,0.16539383,0.023256212,0.030014515,0.057445228,0.07805054,0.7258126,0.04099919,0.018531889,0.15717648,0.76959765,0.069111496,0.14715478,0.15128088,0.10263617,0.2858582,0.54033655,0.22008471,0.06398253,0.009067923,0.31604066,0.111607045,0.053845327,0.057580046,0.04467458,0.048444748,0.009200081,0.07302318,0.4128193,0.30170596,0.54410464,0.17946395,0.023586499,0.01730863,0.38977242,0.06531051,0.015080094,0.030455671,0.01584604,0.036111623,0.004655645
0.1725693,0.21447292,0.26391527,0.13218135,0.08986947,0.08219203,0.09588468,0.12402046,0.5702821,0.111812845,0.0630154,0.16623938,0.59251064,0.13171205,0.08552389,0.2512655,0.25968963,0.22589713,0.26205227,0.24614255,0.098657385,0.11400622,0.24327707,0.07465702,0.2501552,0.20010845,0.21136495,0.18673894,0.16062582,0.22565316,0.5201631,0.40856773,0.61608815,0.26738942,0.2141848,0.20527105,0.4924168,0.21996407,0.2099317,0.23177564,0.20420036,0.20561719,0.20305736
0.08947294,0.046609238,0.2692803,0.20519668,0.09049708,0.036982656,0.06343296,0.07711752,0.7230211,0.12963505,0.09939253,0.24999885,0.76178896,0.13795134,0.16820195,0.15208635,0.09851205,0.33777827,0.5239408,0.19649549,0.15564422,0.046564758,0.25873014,0.1673531,0.10174993,0.113938846,0.08596584,0.093393564,0.084648065,0.115885586,0.40783405,0.24198955,0.6196411,0.20717317,0.02658787,0.05315794,0.43236488,0.16832362,0.06885313,0.094945915,0.08603805,0.072511815,0.04717542
0.22414508,0.11835856,0.39773658,0.2943986,0.2211141,0.05151871,0.02981615,0.11030465,0.6794814,0.26645476,0.16331017,0.34399533,0.7137573,0.25029692,0.18503481,0.28925875,0.14630865,0.42516488,0.5182798,0.258927,0.29367882,0.12836099,0.19927317,0.26211122,0.18864007,0.24467541,0.2281473,0.22395928,0.22997415,0.25301573,0.4807585,0.28154102,0.7310449,0.32701176,0.1390044,0.14636731,0.5468369,0.3159545,0.1808227,0.19372457,0.2179744,0.14930233,0.15913504
0.599646,0.6116672,0.5366678,0.11447805,0.26531023,0.19714487,0.1308079,0.32963154,0.23546904,0.3205679,0.1945374,0.2851382,0.25273558,0.2678615,0.008876771,0.6061443,0.62358105,0.2796991,0.07005437,0.5254265,0.26389927,0.40427232,0.0957983,0.14789191,0.6429917,0.5903805,0.60549015,0.5896865,0.5721861,0.6273975,0.7691574,0.6804836,0.8333286,0.6679659,0.57765645,0.5838696,0.7943243,0.604972,0.5975239,0.63171506,0.60853153,0.5914376,0.5993415
0.06973948,0.15894929,0.09891355,0.12724018,0.13892412,0.17297393,0.16857398,0.25435394,0.72927773,0.101844266,0.10775173,0.14372022,0.6307072,0.065770924,0.303779,0.06695643,0.17609027,0.17886426,0.31608886,0.19374324,0.08207576,0.19520715,0.3926415,0.1624564,0.038838144,0.059698366,0.055631038,0.06524693,0.226156,0.050947383,0.30746493,0.32906178,0.445121,0.12990604,0.05644372,0.035837345,0.29556787,0.07347418,0.13291273,0.05396951,0.062200185,0.11162967,0.10561274
0.177124,0.17592132,0.28275305,0.101530075,0.08312163,0.050064057,0.060497105,0.0671953,0.5651599,0.11175068,0.0788829,0.18845242,0.6173149,0.1145131,0.08240019,0.2651268,0.23446634,0.26115063,0.2901241,0.20267026,0.09816073,0.10119316,0.21485543,0.103984326,0.22785747,0.18465857,0.18775964,0.16971192,0.137243,0.220855,0.51307404,0.36012006,0.62753433,0.259318,0.16033815,0.17371224,0.49596936,0.19180016,0.18585026,0.20762669,0.18266264,0.1654006,0.1876134
0.14521635,0.025440872,0.3707395,0.29623276,0.25440145,0.07799098,0.03409323,0.15018582,0.78370523,0.27966744,0.2569542,0.38628417,0.7805952,0.29881653,0.290527,0.17325804,0.05351553,0.45925298,0.5919781,0.1515045,0.3054648,0.103888094,0.2353664,0.3246582,0.06330839,0.16940238,0.1250452,0.13833599,0.16611025,0.18406397,0.36420837,0.18364917,0.66933817,0.1945328,0.0767715,0.088523746,0.4452523,0.19838662,0.09872628,0.086760655,0.17692776,0.06953836,0.12848054
0.17156562,0.19366309,0.23537582,0.059702396,0.046520412,0.03544715,0.049868673,0.09454644,0.5676153,0.09476723,0.06283629,0.17774518,0.5715087,0.088511646,0.053918436,0.25210917,0.23812822,0.22069843,0.26758122,0.21690796,0.06725074,0.10545418,0.2056424,0.06447306,0.23294069,0.19163373,0.18004392,0.17545421,0.15569448,0.21638449,0.51267004,0.37194145,0.6269069,0.26147076,0.16936824,0.17250434,0.4944062,0.19165377,0.18239966,0.21515253,0.16963802,0.16410878,0.17364089
0.181532,0.12484569,0.33869568,0.139413,0.14626843,0.0324606,0.02999121,0.055943772,0.6307716,0.17853378,0.11324322,0.26537532,0.68655735,0.17976096,0.14888367,0.24741888,0.16817172,0.34447676,0.37987304,0.1571493,0.18604304,0.08680454,0.20252103,0.20091084,0.1869471,0.17286909,0.17156965,0.17466477,0.14448112,0.22359566,0.47015363,0.30458754,0.6711752,0.25576338,0.11567843,0.1481024,0.4988277,0.21610717,0.16338709,0.17673302,0.17804484,0.13242751,0.16232787
