data,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_7,actual
0.272727272727273,0.000139370394244,0.42519256,0.28300932,0.7306203,0.1794899,0.0001228706084728
0.272727272727273,0.0,0.39158174,0.291939,0.75293624,0.14857835,0.0
0.636363636363637,0.0522813191407815,1.0,0.89857304,0.0,1.0,0.0927760858690023
0.636363636363637,0.337990627340987,0.3377228,0.34897807,0.72533554,0.35238385,0.0610930218270859
0.636363636363637,0.0348600198602811,0.87414026,0.8466928,0.0975174,0.990473,0.0525798439543272
0.636363636363637,0.0183097855438058,0.28324583,0.41119435,0.78169054,0.2936907,0.0196680738276827
0.0,0.0095991359035556,0.35874817,0.0,0.64068097,0.24251725,0.0066788952177003
0.5000000000000006,0.0113412658316057,0.53435093,0.29925308,0.58912325,0.48606053,0.0043092477685819
0.0,0.0505391892127314,0.20283619,0.1256676,0.86975634,0.106647424,0.0036071300058802
0.272727272727273,0.0113412658316057,0.4346466,0.4443639,0.5635469,0.55355763,0.00053536479406
0.272727272727273,0.0036758941481855,0.14941265,0.19689578,0.979395,0.1545236,0.0001843059127092
0.0,0.0008884862633055,0.21431328,0.32504055,0.53758365,0.31206542,0.0001843059127092
0.0,0.002891935680563,0.118350506,0.29314524,0.8743757,0.14295614,8.776472033771834e-06
0.454545454545455,0.0379087472343687,0.54909897,0.33969775,0.6427042,0.45935786,0.0034316005652047
0.454545454545455,0.0231877493423459,0.6458077,0.40229425,0.51226866,0.59958255,0.0067666599380381
0.454545454545455,0.0249298792703959,0.6137908,0.31407043,0.58384335,0.5175952,0.0071177188193889
0.454545454545455,0.028762565112106,0.59048694,0.31642002,0.6070819,0.5085224,0.0087852485058056
0.454545454545455,0.0618630337450567,0.5078232,0.2968667,0.7091142,0.41799006,0.01054054291256
0.0,0.0183097855438058,0.055288848,0.037292115,0.85686576,0.06524117,0.0026417180821653
0.0,0.4024494346788383,0.37576938,0.1659144,0.68322474,0.32096335,0.1111189124195855
0.272727272727273,0.077542203097507,0.0,0.26551318,1.0,0.0,0.0131734845226915
0.272727272727273,0.0191808505078308,0.3682735,0.36198518,0.5905508,0.34890062,0.0149287789294459
0.272727272727273,0.0069859410114806,0.56523746,0.14310038,0.54839474,0.43141428,0.0101894840312091
0.0,0.0054180240762356,0.43223956,0.13260797,0.65202725,0.2430665,0.0030805416838539
0.0,0.002891935680563,0.34821743,0.038311817,0.8796704,0.085044116,0.0007108942347355
0.0,0.0021079772129405,0.13243568,0.34346312,0.7193276,0.19497733,0.0012374825567618
0.0,0.003763000644588,0.19985782,0.33404037,0.6600374,0.24922203,0.0010619531160863
0.0,0.0217940453999059,0.4992189,0.29257727,0.49306092,0.43934792,0.0835607902335419
0.0,0.0130833957596557,0.36967346,0.13815244,0.72476524,0.16282187,0.0202824268700467
0.0,0.0200519154718558,0.39913267,0.72118324,0.49472547,0.53909457,0.0108916017939108
0.0,0.0183097855438058,0.33688837,0.24232759,0.6782171,0.34310073,0.0056257185736477
0.0,0.004111426630198,0.43412912,0.2544422,0.68012404,0.30241096,0.0044847772092574
0.0,0.0226651103639309,0.3428793,0.33003795,0.76054645,0.38771546,0.0038704241668933
0.0,0.0062019825438581,0.4390271,0.1473795,0.71728104,0.29467177,0.0028172475228407
0.0,0.0069859410114806,0.09567409,0.26850566,0.84489864,0.18005565,0.0007986589550732
