rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,Generated_Var_1,Generated_Var_4,actual
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.026149370220031,0.05870826,0.18955088,0.0186148971836301
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.3225806451612903,0.0,0.2142857142857144,0.4146341463414635,0.347826086956522,0.0305046950401561,0.23325014,0.2926162,0.0171228969378889
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.6511627906976741,0.4642857142857144,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0200519154718558,0.22349143,0.15697442,0.0064156010566872
0.6153846153846153,0.0,1.0,0.4545454545454546,1.0,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,1.0,1.0,0.0008884862633055,0.4566929,0.07705091,0.0047480713702705
1.0,0.0,0.6315789473684211,0.4545454545454546,0.1071428571428572,0.6511627906976741,0.0,0.2,0.6595744680851061,0.2222222222222222,1.0,1.0,0.2142857142857144,0.4146341463414635,1.0,0.001672444730928,0.6829197,0.51189256,0.0048358360906082
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.3829787234042554,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.003588787651783,0.16239293,0.08205275,0.0029927769635162
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0014111252417205,0.21924075,0.11922613,0.0002720706330469
0.6153846153846153,1.0,0.4736842105263157,0.4545454545454546,0.3749999999999999,0.3023255813953488,0.7142857142857147,0.2,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,1.0,0.6585365853658539,0.347826086956522,0.2770160798592359,0.792413,0.6444934,1.0
0.6153846153846153,0.636363636363637,0.3157894736842105,0.1666666666666668,0.3749999999999999,0.0,0.2499999999999999,0.0,0.1914893617021278,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,0.0,1.0,0.34856632,0.93244314,0.5787293423789506
1.0,0.636363636363637,0.6315789473684211,0.1666666666666668,0.3749999999999999,0.6511627906976741,0.7142857142857147,0.0,0.0,0.527777777777778,0.645161290322581,0.6315789473684218,1.0,0.4146341463414635,0.347826086956522,0.2587237156147105,0.8317555,0.6675229,0.5611763983114068
0.3846153846153847,1.0,0.4736842105263157,0.090909090909091,0.2499999999999998,0.0,0.0,0.2,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,0.0,0.2177836623055347,0.4388587,0.56096125,0.2149445765791067
0.6153846153846153,0.272727272727273,0.3157894736842105,0.4090909090909091,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.2142857142857144,0.4146341463414635,1.0,0.1010609571261824,0.35957405,0.35256225,0.0630238456745157
0.6153846153846153,0.272727272727273,0.3157894736842105,0.1212121212121213,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,1.0,0.0653472936011567,0.34885567,0.4340607,0.0467873724120378
0.2,0.272727272727273,0.1578947368421052,0.090909090909091,0.1071428571428572,0.3023255813953488,0.0,0.3866666666666667,1.0,0.4166666666666667,0.645161290322581,0.0,0.0,0.0,0.0,0.0766711381334819,0.29471266,0.3077575,0.039239606462994
0.6153846153846153,1.0,0.6315789473684211,0.2272727272727271,0.1071428571428572,0.3023255813953488,0.0,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.2631578947368424,0.0,0.1951219512195123,0.347826086956522,0.0313757600041811,0.5609877,0.32458234,0.0453831368866343
0.2923076923076922,0.272727272727273,0.1578947368421052,0.1060606060606061,0.1071428571428572,0.6511627906976741,0.7142857142857147,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.2631578947368424,0.2142857142857144,0.6585365853658539,0.347826086956522,0.0400864096444312,0.48731095,0.16082974,0.0334471349207045
0.6153846153846153,0.0,0.4736842105263157,0.5303030303030305,0.3749999999999999,0.3023255813953488,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.0,0.6585365853658539,0.347826086956522,0.0064633020330656,0.28147075,0.23975384,0.0072054835397267
0.6153846153846153,0.636363636363637,0.6315789473684211,0.1666666666666668,0.3749999999999999,0.6511627906976741,0.7142857142857147,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.6315789473684218,0.666666666666667,0.6585365853658539,0.0,0.0095991359035556,0.55890954,0.08972052,0.0080831307431038
0.2,0.272727272727273,0.3157894736842105,0.0,0.0,0.3023255813953488,0.4642857142857144,0.5200000000000001,1.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,1.0,0.000139370394244,0.44810966,0.14949918,0.0001228706084728
0.2,0.272727272727273,0.3157894736842105,0.0,0.0,0.3023255813953488,0.4642857142857144,0.3866666666666667,1.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,1.0,0.0,0.4185157,0.15676224,0.0
1.0,0.636363636363637,0.3157894736842105,0.7272727272727273,1.0,0.6511627906976741,0.7142857142857147,0.2,0.0,0.2222222222222222,0.645161290322581,0.6315789473684218,0.4285714285714286,0.4146341463414635,0.0,0.0522813191407815,0.51242214,0.0,0.0927760858690023
0.2,0.636363636363637,0.1578947368421052,0.0,0.0,0.3023255813953488,0.4642857142857144,0.0,0.0,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.666666666666667,0.6585365853658539,0.0,0.337990627340987,0.5702485,0.7943347,0.0610930218270859
1.0,0.636363636363637,0.6315789473684211,0.7272727272727273,1.0,0.6511627906976741,0.2499999999999999,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.2142857142857144,0.1951219512195123,0.0,0.0348600198602811,0.33426702,0.036972728,0.0525798439543272
0.6153846153846153,0.636363636363637,0.3157894736842105,0.090909090909091,0.0,0.3023255813953488,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.6585365853658539,1.0,0.0183097855438058,0.5482377,0.48840925,0.0196680738276827
0.0,0.0,0.6315789473684211,0.090909090909091,0.3749999999999999,0.6511627906976741,0.4642857142857144,0.3866666666666667,0.1914893617021278,0.4166666666666667,0.645161290322581,0.2631578947368424,1.0,1.0,0.0,0.0095991359035556,0.7215804,0.5108193,0.0066788952177003
0.2,0.5000000000000006,0.1157894736842106,0.0,0.0,0.0,0.0,0.64,0.3829787234042554,0.6527777777777778,0.0,0.0,0.4285714285714286,0.1951219512195123,0.173913043478261,0.0113412658316057,0.442447,0.6170145,0.0043092477685819
0.2,0.0,0.0,0.0,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0505391892127314,0.25847843,0.4815076,0.0036071300058802
0.3846153846153847,0.272727272727273,0.4736842105263157,0.0,0.0,0.0,0.0,0.0,0.1914893617021278,0.4166666666666667,0.0,0.0,0.0,0.1951219512195123,0.0,0.0113412658316057,0.099297576,0.56467426,0.00053536479406
0.3846153846153847,0.272727272727273,0.4736842105263157,0.0,0.0,0.0,0.4642857142857144,0.0,0.0,0.0,0.3225806451612903,0.0,0.2142857142857144,0.6585365853658539,0.0,0.0036758941481855,0.14918688,0.424621,0.0001843059127092
0.3846153846153847,0.0,0.6315789473684211,0.0,0.0,0.3023255813953488,0.0,0.2,0.0,0.6527777777777778,0.3225806451612903,0.2631578947368424,0.666666666666667,0.4146341463414635,0.0,0.0008884862633055,0.4565587,0.79226506,0.0001843059127092
0.2,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.3866666666666667,0.0,0.0,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.002891935680563,0.07400531,0.5782735,8.776472033771834e-06
0.2,0.454545454545455,0.3894736842105264,0.0,0.1071428571428572,0.0,0.7142857142857147,0.2,0.3829787234042554,0.3194444444444446,0.0,0.0,0.3095238095238095,0.2926829268292683,0.173913043478261,0.0379087472343687,0.18747494,0.3505507,0.0034316005652047
0.3846153846153847,0.454545454545455,0.3894736842105264,0.0,0.3749999999999999,0.0,0.7142857142857147,0.2,0.3829787234042554,0.4166666666666667,0.0,0.0,0.4285714285714286,0.4146341463414635,0.173913043478261,0.0231877493423459,0.17477964,0.3021661,0.0067666599380381
0.2,0.454545454545455,0.3894736842105264,0.090909090909091,0.3749999999999999,0.0,0.7142857142857147,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.0,0.0,0.666666666666667,0.4146341463414635,0.173913043478261,0.0249298792703959,0.28645787,0.3393202,0.0071177188193889
0.2,0.454545454545455,0.3894736842105264,0.0,0.1071428571428572,0.0,0.7142857142857147,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.0,0.0,0.4285714285714286,0.2926829268292683,0.173913043478261,0.028762565112106,0.27964422,0.36289847,0.0087852485058056
0.2,0.454545454545455,0.3894736842105264,0.0,0.1071428571428572,0.0,0.7142857142857147,0.3866666666666667,0.3829787234042554,0.2222222222222222,0.0,0.0,0.4285714285714286,0.4146341463414635,0.173913043478261,0.0618630337450567,0.23909031,0.33603647,0.01054054291256
0.0,0.0,0.6315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,0.4146341463414635,0.173913043478261,0.0183097855438058,0.28074172,0.9182957,0.0026417180821653
0.2,0.0,0.1578947368421052,0.0,0.0,0.0,0.4642857142857144,0.64,0.1914893617021278,0.6527777777777778,0.0,0.0,0.666666666666667,0.4146341463414635,0.173913043478261,0.4024494346788383,0.43679705,0.7910737,0.1111189124195855
0.3846153846153847,0.272727272727273,0.1578947368421052,0.0,0.0,0.3023255813953488,0.0,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.1951219512195123,0.0,0.077542203097507,0.21352345,0.369749,0.0131734845226915
0.6153846153846153,0.272727272727273,0.3157894736842105,0.4545454545454546,0.3749999999999999,0.3023255813953488,0.0,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0191808505078308,0.33847803,0.14431459,0.0149287789294459
0.2,0.272727272727273,0.3157894736842105,0.0,0.0,0.3023255813953488,1.0,0.64,0.3829787234042554,1.0,0.3225806451612903,0.0,1.0,0.6585365853658539,0.173913043478261,0.0069859410114806,0.8988733,0.6116058,0.0101894840312091
0.2,0.0,0.1578947368421052,0.0,0.1071428571428572,0.6511627906976741,0.4642857142857144,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.645161290322581,0.6315789473684218,1.0,0.6585365853658539,0.0,0.0054180240762356,0.7099299,0.43937528,0.0030805416838539
0.2,0.0,0.4736842105263157,0.1666666666666668,0.3749999999999999,1.0,0.4642857142857144,0.0,0.3829787234042554,0.0,0.645161290322581,0.6315789473684218,0.4285714285714286,0.6585365853658539,0.347826086956522,0.002891935680563,0.47192624,0.20390677,0.0007108942347355
0.3846153846153847,0.0,0.3157894736842105,0.0,0.1071428571428572,0.6511627906976741,0.0,0.3866666666666667,0.0,0.4166666666666667,0.3225806451612903,0.0,0.2142857142857144,0.6585365853658539,0.0,0.0021079772129405,0.4216253,0.43229628,0.0012374825567618
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6527777777777778,0.0,0.0,0.666666666666667,0.4146341463414635,0.0,0.003763000644588,0.30758095,0.90178496,0.0010619531160863
0.6153846153846153,0.0,0.6315789473684211,0.4545454545454546,0.3749999999999999,0.3023255813953488,0.4642857142857144,0.2,0.1914893617021278,0.4166666666666667,0.645161290322581,0.6315789473684218,0.666666666666667,0.6585365853658539,0.347826086956522,0.0217940453999059,0.5039384,0.22436382,0.0835607902335419
0.3846153846153847,0.0,0.4736842105263157,0.1666666666666668,0.3749999999999999,1.0,0.4642857142857144,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.645161290322581,0.6315789473684218,0.666666666666667,0.6585365853658539,1.0,0.0130833957596557,0.79972523,0.23190862,0.0202824268700467
1.0,0.0,0.6315789473684211,1.0,0.3749999999999999,0.3023255813953488,0.4642857142857144,0.0,0.0,0.0,0.0,0.0,0.2142857142857144,0.4146341463414635,0.0,0.0200519154718558,0.19443229,0.08983699,0.0108916017939108
0.3846153846153847,0.0,0.4736842105263157,0.090909090909091,0.1071428571428572,0.3023255813953488,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.4146341463414635,0.0,0.0183097855438058,0.2617238,0.43656656,0.0056257185736477
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.6595744680851061,0.2222222222222222,0.645161290322581,0.6315789473684218,0.666666666666667,0.6585365853658539,0.347826086956522,0.004111426630198,0.45074221,0.14686975,0.0044847772092574
0.3846153846153847,0.0,0.4736842105263157,0.0,0.0,0.0,0.0,0.2,0.3829787234042554,0.2222222222222222,0.0,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0226651103639309,0.0,0.55607355,0.0038704241668933
0.2,0.0,0.6315789473684211,0.1666666666666668,0.3749999999999999,0.6511627906976741,0.4642857142857144,0.0933333333333334,0.0,0.0,1.0,1.0,0.2142857142857144,1.0,0.0,0.0062019825438581,0.5681173,0.37581372,0.0028172475228407
0.3846153846153847,0.0,0.4736842105263157,0.0,0.0,0.3023255813953488,0.0,0.0,0.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0069859410114806,0.16637303,0.57535434,0.0007986589550732
