data,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,actual
1.0,0.0313757600041811,0.0120162485122395,0.0313757600041811,0.0033616885718765,0.0453831368866343
0.272727272727273,0.0400864096444312,0.0153522419914842,0.0109326571757539,0.0042949724619033,0.0334471349207045
0.0,0.0064633020330656,0.0024753071615995,0.0,0.0024237382623995,0.0072054835397267
0.636363636363637,0.0095991359035556,0.0036762648141276,0.0061085410295353,0.0035996759638333,0.0080831307431038
0.272727272727273,0.000139370394244,0.000139370394244,3.801010752109095e-05,0.0,0.0001228706084728
0.272727272727273,0.0,0.0,0.0,0.0,0.0
0.636363636363637,0.0522813191407815,0.0,0.0332699303623155,0.0522813191407815,0.0927760858690023
0.636363636363637,0.337990627340987,0.0,0.2150849446715374,0.0,0.0610930218270859
0.636363636363637,0.0348600198602811,0.0,0.022183649001997,0.0348600198602811,0.0525798439543272
0.636363636363637,0.0183097855438058,0.0070122582933724,0.0116516817096946,0.0,0.0196680738276827
0.0,0.0095991359035556,0.0018381324070638,0.0,0.0035996759638333,0.0066788952177003
0.5000000000000006,0.0113412658316057,0.0043434635099766,0.0056706329158028,0.0,0.0043092477685819
0.0,0.0505391892127314,0.0,0.0,0.0054149131299355,0.0036071300058802
0.272727272727273,0.0113412658316057,0.0021717317549883,0.0030930724995288,0.0,0.00053536479406
0.272727272727273,0.0036758941481855,0.0,0.0010025165858687,0.0,0.0001843059127092
0.0,0.0008884862633055,0.0,0.0,0.0,0.0001843059127092
0.0,0.002891935680563,0.0,0.0,0.0,8.776472033771834e-06
0.454545454545455,0.0379087472343687,0.0145182436216731,0.0172312487428948,0.0040616514893966,0.0034316005652047
0.454545454545455,0.0231877493423459,0.0088804146417494,0.0105398860647026,0.0086954060033797,0.0067666599380381
0.454545454545455,0.0249298792703959,0.0095476133375984,0.0113317633047254,0.0093487047263984,0.0071177188193889
0.454545454545455,0.028762565112106,0.0110154504684661,0.0130738932327754,0.0030817034048685,0.0087852485058056
0.454545454545455,0.0618630337450567,0.0236922256895961,0.0281195607932076,0.0066281821869703,0.01054054291256
0.0,0.0183097855438058,0.0,0.0,0.0,0.0026417180821653
0.0,0.4024494346788383,0.0770647853640329,0.0,0.0,0.1111189124195855
0.272727272727273,0.077542203097507,0.0296970139522367,0.0211478735720473,0.0,0.0131734845226915
0.272727272727273,0.0191808505078308,0.0073458576412969,0.0052311410475902,0.0071928189404365,0.0149287789294459
0.272727272727273,0.0069859410114806,0.0026754667703542,0.0019052566394947,0.0,0.0101894840312091
0.0,0.0054180240762356,0.0020749879440902,0.0,0.0005805025795966,0.0030805416838539
0.0,0.002891935680563,0.0011075498351092,0.0,0.0010844758802111,0.0007108942347355
0.0,0.0021079772129405,0.0,0.0,0.0002258547013864,0.0012374825567618
0.0,0.003763000644588,0.0,0.0,0.0,0.0010619531160863
0.0,0.0217940453999059,0.0041733278425351,0.0,0.0081727670249647,0.0835607902335419
0.0,0.0130833957596557,0.0050106622058255,0.0,0.0049062734098708,0.0202824268700467
0.0,0.0200519154718558,0.0,0.0,0.0075194683019459,0.0108916017939108
0.0,0.0183097855438058,0.0070122582933724,0.0,0.0019617627368363,0.0056257185736477
0.0,0.004111426630198,0.0027117920326837,0.0,0.0004405099960926,0.0044847772092574
0.0,0.0226651103639309,0.0086802550329948,0.0,0.0,0.0038704241668933
0.0,0.0062019825438581,0.0,0.0,0.0023257434539467,0.0028172475228407
0.0,0.0069859410114806,0.0,0.0,0.0,0.0007986589550732
