rely,data,cplx,stor,virt,turn,acap,aexp,modp,sced,loc,MI_loc_data,MI_loc_rely,actual
0.5222869,-0.123777464,0.4435828,-0.0039388873,0.15919366,0.1929256,0.28813747,0.136164,0.44512317,-0.01044365,-0.1337197,0.029191293,0.074202314,0.18763171
0.70368415,-0.3660185,0.67885333,-0.36053714,0.13625693,0.2474753,0.42146248,0.120606154,0.9707383,0.16654584,-0.22368303,0.079648376,0.06879626,0.27800706
0.7580843,-0.22098719,0.58415973,0.051190585,0.25204825,0.092640355,0.37406018,0.17046487,0.51026917,-0.5087606,-0.39261892,0.059463844,0.010848399,0.35440254
0.45807672,-0.16426107,0.48607183,0.06334907,0.22206205,0.02254849,0.24560475,0.13345304,0.44933897,-0.17390722,-0.17359656,0.020515677,0.007205773,0.19532911
0.88986194,-0.3209574,0.6192193,0.25450325,0.3387204,0.15086553,0.43856138,0.1095097,0.7148433,-0.53692937,-0.45276538,0.054920852,0.12749997,0.45074454
0.57857126,-0.2943774,0.6634656,-0.19498074,0.15795496,-0.035742685,0.35648623,0.18597975,0.75401723,-0.0741933,-0.22899437,0.07453023,-0.014316082,0.28298962
0.4353274,-0.066051155,0.48564574,-0.214232,0.12866661,0.17668357,0.2870567,0.1677707,0.5798743,0.24335626,-0.054396052,0.051854044,0.035073232,0.1562906
0.55190504,-0.17874567,0.5258847,0.097194575,0.19464199,0.0702726,0.35540026,0.18173632,0.522182,-0.3040478,-0.23220322,0.03301038,0.029254284,0.2732257
0.33882293,-0.022614326,0.42397326,-0.013496086,0.11608458,0.09022141,0.29994085,0.26037493,0.35545006,-0.08521874,-0.06907596,0.016569488,-0.04163352,0.10175784
0.33914167,-0.037447516,0.40273592,0.0117075,0.118426874,0.08763635,0.2818908,0.2325701,0.35960367,-0.08378634,-0.078098536,0.011005595,-0.030117435,0.10373756
0.47115177,-0.1316004,0.55161214,-0.1428951,0.16325039,0.082254454,0.26282755,0.17456642,0.53558415,0.1059694,-0.09278339,0.050641768,0.013196509,0.16943203
0.5291759,-0.17147385,0.6400628,0.036921922,0.17877655,-0.09327292,0.27224177,0.17042135,0.44650686,-0.19747981,-0.1748233,0.0088477,-0.061661836,0.23703726
0.49493343,-0.14618774,0.5076332,0.12951371,0.22646688,0.022810116,0.29843447,0.1524009,0.4690729,-0.26695997,-0.21088612,0.013567112,0.018050756,0.24404806
0.43319723,-0.090704545,0.44897696,0.018880207,0.15172002,0.111729786,0.3448127,0.24685425,0.39264864,-0.17770845,-0.11198881,0.038416214,-0.034713626,0.16514519
0.4629358,-0.023967553,0.59321326,-0.35518232,0.10147396,0.08998092,0.32010975,0.2529229,0.61499506,0.24146423,-0.04618739,0.061119948,0.05292407,0.2013549
0.94972295,-0.37875175,0.72379583,0.20497987,0.23781247,0.06361057,0.4403898,0.104538165,0.6250887,-0.68539655,-0.5220261,0.053497475,0.08631477,0.46572742
0.80901253,-0.36298606,0.71961784,0.019406091,0.14165673,0.059001703,0.47956386,0.216508,0.5982779,-0.48796526,-0.40515095,0.06433641,0.0062013157,0.37596828
0.66033787,-0.13717477,0.66574174,-0.37837988,0.21357448,0.26129717,0.39920682,0.16708691,0.98105973,0.37826413,-0.08080888,0.098300286,0.10980821,0.32746166
0.43547347,-0.18435141,0.4989395,-0.12690884,0.094772555,0.048035022,0.31438527,0.17640275,0.5585758,-0.10992214,-0.1883812,0.032646462,-0.04005829,0.17104755
0.49223232,-0.16522564,0.5590509,0.04330184,0.2015844,0.018438704,0.3432912,0.20255226,0.5142797,-0.26348615,-0.20404567,0.030842688,-0.0064727813,0.2612656
0.32197776,-0.041560646,0.3978891,0.0005108509,0.12610143,0.086203486,0.2789015,0.23603581,0.3712234,-0.06167905,-0.07125147,0.009737089,-0.024042584,0.09979777
0.3723211,-0.08261971,0.46639922,-0.010824319,0.12553409,0.036318347,0.26263672,0.20764005,0.39036244,-0.110756025,-0.09157623,0.011420476,-0.043162804,0.12374571
0.50994796,-0.04576009,0.50946563,-0.34471396,0.07870282,0.35034415,0.34560028,0.11497912,0.82693875,0.4323466,-0.015308417,0.06848891,0.13731825,0.15563375
0.37187892,-0.04638892,0.45449948,-0.022958558,0.13040245,0.058411773,0.2778312,0.24044225,0.3260849,-0.12658985,-0.084473655,0.021507913,-0.049656086,0.12758024
0.46880308,-0.07582158,0.56394994,0.03922308,0.16051672,-0.009844072,0.27923462,0.20132074,0.37641388,-0.28653008,-0.15789938,0.012993184,-0.032219104,0.17724101
0.33302292,-0.02578323,0.39963672,-0.016452108,0.11681419,0.12841737,0.30763763,0.25490826,0.3623063,-0.08056778,-0.057194587,0.028328624,-0.035569288,0.09432736
0.32311037,0.0013324395,0.38326654,0.008942179,0.107664764,0.13226959,0.3212524,0.27734452,0.34605655,-0.09762649,-0.059570264,0.023767233,-0.04661545,0.08252413
0.5486034,-0.12277947,0.6405704,-0.08839386,0.2121736,-0.041757494,0.26101255,0.18850751,0.4550847,-0.09369664,-0.14172792,0.046022348,-0.03302548,0.2460508
0.4353663,-0.05810528,0.49631003,0.033971846,0.1657208,0.049411267,0.2868718,0.22236887,0.33484438,-0.24339026,-0.12807658,0.020019023,-0.034435883,0.15468301
0.31001052,-0.050819594,0.4072369,-0.042442612,0.104660064,0.07919875,0.27413225,0.23761101,0.39729092,-0.025922291,-0.05778232,0.014074861,-0.03739866,0.098304
0.38138196,-0.108356014,0.51924163,-0.18833184,0.0976972,0.0047335178,0.292473,0.2651664,0.39288962,-0.10021509,-0.1106253,0.05303581,-0.014907852,0.17298856
0.37628368,-0.06387186,0.4595602,-0.028898254,0.12540922,0.06780661,0.29196453,0.23164596,0.4057644,-0.04627411,-0.08033788,0.018636797,-0.023714911,0.12570184
0.53595626,-0.22630604,0.62178683,-0.05127222,0.17336276,0.00203811,0.36169535,0.22019711,0.5405018,-0.23418134,-0.20997763,0.038513772,-0.035720013,0.2681217
0.3986138,-0.10077053,0.41489607,-0.0325956,0.15476999,0.10858955,0.29127228,0.17652607,0.48174825,-0.013355307,-0.064764634,0.032970622,0.005718846,0.16744006
0.70099884,-0.20978068,0.597437,0.06986038,0.1623521,0.08982293,0.39022142,0.19184968,0.3521068,-0.60623515,-0.3330834,0.060381882,0.00789294,0.27251098
0.37342024,-0.023897622,0.37080863,0.047912296,0.12897813,0.11872067,0.31989667,0.2424076,0.30432343,-0.1854209,-0.1100032,0.023732336,-0.021673054,0.118584365
0.42589366,-0.15347819,0.51125973,-0.08863426,0.14137915,0.06404981,0.25248933,0.17542341,0.48014277,0.014526341,-0.107853085,0.03264276,-0.008117579,0.1530723
0.76873463,0.07878638,0.64078027,-0.5980797,0.12886882,0.5808083,0.47180313,0.101265505,1.1886959,0.8052237,0.0034692958,0.11728875,0.2898815,0.2979868
0.5327187,-0.03302454,0.76065534,-0.49155357,0.0810069,0.08026299,0.37645307,0.29219395,0.8159183,0.36918023,-0.030668277,0.056499135,0.061302345,0.24872994
0.50964785,-0.10686962,0.4771544,0.004888177,0.17027305,0.13384701,0.26810718,0.1589445,0.43912655,-0.037208468,-0.13530266,0.047419906,0.03651872,0.18924372
0.44089204,-0.08620846,0.53614134,-0.10214613,0.15213084,0.028916063,0.24700579,0.20235571,0.44062564,0.025473032,-0.08795121,0.03772825,-0.016686123,0.16078176
0.32181332,-0.053484056,0.42100546,-0.10254728,0.052920498,0.09410788,0.28946087,0.23363838,0.41877273,0.057468567,-0.055889804,0.01715667,-0.008109078,0.11611897
0.4328435,-0.10442391,0.46212333,0.057396863,0.17796117,0.03260453,0.2516995,0.16210622,0.38048127,-0.17372945,-0.13018154,0.018617768,-0.01213425,0.15788914
0.507884,-0.12492472,0.53279716,-0.20419881,0.15725897,0.13262643,0.28077495,0.16411468,0.5695253,0.15448329,-0.10021807,0.066018306,0.035157625,0.20195952
0.71495616,-0.32093242,0.7625325,-0.26909667,0.2081087,0.014219806,0.34827122,0.17370203,0.80894995,-0.020310558,-0.23819864,0.09510702,0.014448594,0.29447174
0.33633178,0.005369719,0.40835267,-0.010126967,0.08207881,0.071213044,0.29301155,0.25265792,0.30936465,-0.15967895,-0.083525404,0.01877693,-0.03462375,0.092522085
0.3806028,-0.09371032,0.48699805,-0.051374517,0.13175794,0.036300696,0.26926288,0.21817628,0.41023296,-0.022034235,-0.077530995,0.019172389,-0.028652813,0.14642774
0.5976977,-0.23735096,0.54926723,-0.019968014,0.19672719,0.11501494,0.34101683,0.11219156,0.68868613,-0.02001132,-0.19258013,0.045714766,0.11045778,0.30228508
0.64303666,-0.18852912,0.5387491,0.13653427,0.23557986,0.081604466,0.3060563,0.12744293,0.4613904,-0.27834162,-0.26652068,0.040917985,0.04913621,0.29455268
0.43801346,-0.07589838,0.5444805,-0.113429435,0.15216923,0.006989684,0.27504528,0.23868275,0.4135625,-0.047547884,-0.08709103,0.039693363,-0.03206684,0.17695323
0.3841351,-0.06868321,0.39025682,0.08327527,0.15444794,0.089557216,0.2655029,0.16234425,0.39091912,-0.121518284,-0.10583511,0.01260233,0.013667982,0.138177
0.5368428,-0.09936705,0.58325714,0.10383579,0.20207307,-0.030602284,0.28816572,0.17713957,0.39275327,-0.33206016,-0.20354432,0.0050278027,-0.028118538,0.21293102
0.46349517,-0.14009342,0.5704425,-0.09856395,0.17929654,-0.006237425,0.29760262,0.25576127,0.44383442,-0.15511791,-0.14542049,0.057555377,-0.035922308,0.2400477
0.769958,-0.28629813,0.75689375,-0.112118535,0.12950706,-0.04044825,0.40081942,0.24399574,0.53775114,-0.43696108,-0.320706,0.08052198,-0.025420595,0.3067356
0.4961,-0.20638503,0.5518355,-0.083466865,0.18013448,-0.0045355707,0.33341697,0.21262586,0.5968768,-0.09006722,-0.16342285,0.04611142,-0.016682658,0.21930322
0.3967489,-0.09246418,0.46082607,0.02309637,0.16854486,0.056811467,0.33885634,0.24279384,0.4440151,-0.15889482,-0.13838439,0.027519353,-0.02976841,0.18560958
0.6250907,-0.27398017,0.6501906,-0.1028016,0.1540307,0.024990028,0.3955489,0.26019794,0.5269697,-0.27459303,-0.23912045,0.077606335,-0.023872044,0.27272475
0.34861997,-0.079882175,0.3749239,-0.11244399,0.09153354,0.16232955,0.27095208,0.18007495,0.49036136,0.07386713,-0.029087272,0.054089565,0.029981565,0.10665822
0.39759943,-0.08977017,0.48940307,-0.041036636,0.12551971,0.021753956,0.25057134,0.19462651,0.36285573,-0.1264648,-0.099974155,0.024801333,-0.045578748,0.15237293
0.34639758,-0.025108319,0.41488695,-0.035929292,0.10706518,0.10040712,0.26530826,0.23630211,0.3727622,-0.005211264,-0.06011689,0.019966718,-0.033858214,0.09777884
1.0955404,-0.60941964,1.0770469,-0.09282934,0.27184632,-0.027609423,0.5654286,0.24300839,0.8797347,-0.65485346,-0.5331267,0.096043475,-0.015506651,0.5148418
1.1158814,-0.5009578,1.0438441,-0.046635404,0.2630831,-0.018036388,0.5344742,0.2416214,0.6825416,-0.7943958,-0.53403425,0.11101562,0.0041480847,0.5016447
0.3988656,-0.09846717,0.48194748,-0.015527077,0.119185016,0.03917328,0.3118855,0.24057993,0.3770023,-0.16946626,-0.11577134,0.025849361,-0.046137676,0.13983274
0.80024785,-0.4393508,0.76335233,-0.15695706,0.1868987,0.112891,0.4487662,0.1384397,0.9056754,-0.21589947,-0.36175078,0.059161488,0.019505363,0.36465436
0.58419913,-0.30500937,0.6728211,-0.08166766,0.26307386,-0.008057445,0.41090825,0.2259126,0.7467861,-0.20341128,-0.25877497,0.053154748,0.016247813,0.3646712
0.3634815,-0.037633482,0.44279933,0.012456698,0.13289742,0.06838104,0.288776,0.23623991,0.34683007,-0.16238005,-0.088146776,0.015810423,-0.045900464,0.11006886
0.4685787,-0.1658236,0.503944,-0.12799129,0.18966225,0.04812823,0.30718958,0.21935013,0.4454505,-0.12359585,-0.12824832,0.061550196,-0.020162921,0.22346395
0.36787724,-0.11359377,0.4604174,-0.012676407,0.13842693,0.054005634,0.29997706,0.22177812,0.45576927,-0.06551981,-0.09143551,0.023097288,-0.0011358447,0.14795034
0.5263591,-0.048862506,0.52579504,0.028405258,0.1859599,0.018459141,0.27822718,0.19843021,0.31506124,-0.3497306,-0.19843622,0.026292335,-0.025702648,0.20978348
0.52385145,-0.20508109,0.5676479,-0.0019883811,0.1821274,0.01184931,0.36289614,0.22654581,0.52449983,-0.21347114,-0.19077462,0.038966477,-0.01947729,0.24818929
0.43318763,-0.030619372,0.5631168,-0.22439817,0.120656386,0.04247453,0.29490146,0.28550243,0.46297744,0.055584878,-0.06727834,0.06255667,-0.012934394,0.19060989
0.4672814,-0.045810897,0.51927936,-0.22465974,0.08576788,0.14693463,0.30872047,0.21915703,0.50880617,0.2228081,-0.059035707,0.04529859,0.034332547,0.18188256
0.4166681,-0.10993752,0.4757662,-0.051109776,0.10525088,0.09768768,0.29744083,0.20641202,0.4527287,-0.009895198,-0.09665409,0.019463407,-0.0069298297,0.14179182
0.41584376,-0.08732127,0.4982656,-0.038453415,0.13592756,0.10159883,0.31405476,0.23469372,0.45716754,0.0020765364,-0.09195413,0.012112847,-0.010666341,0.13919528
0.38428083,-0.098958686,0.4506635,-0.0040751025,0.09887383,0.09884898,0.3297804,0.23937543,0.4176571,-0.14005154,-0.12027888,0.027488388,-0.023845226,0.12403509
0.35891268,-0.058368783,0.439898,-0.0503273,0.13183564,0.06604941,0.31770217,0.24781506,0.43106422,-0.029771753,-0.0738495,0.02820785,-0.030794775,0.14180607
0.4364102,-0.11257185,0.5471202,-0.075050615,0.18460484,0.011649553,0.29524404,0.24363445,0.4929024,-0.046225168,-0.10305819,0.038420595,-0.028819762,0.22340824
0.33277246,-0.0016405471,0.42427894,-0.013794888,0.10514692,0.077001825,0.2936689,0.26075402,0.34447542,-0.09653804,-0.069500044,0.011044441,-0.04194475,0.0994032
0.6619556,-0.23501359,0.7217475,-0.111000635,0.18869935,-0.06410939,0.30601695,0.20136778,0.5221424,-0.23645988,-0.20895189,0.056361243,-0.010643814,0.32018134
0.4807461,-0.11849594,0.56372195,0.00049088895,0.12210167,0.013603006,0.31819576,0.21085298,0.40952918,-0.27662855,-0.17873575,0.020240305,-0.036039896,0.18593398
0.37255976,-0.06728345,0.45515648,-0.0180314,0.13027428,0.05446111,0.30788842,0.25302577,0.3712145,-0.12649968,-0.09376286,0.021294247,-0.04386434,0.12674743
0.37821907,-0.0840193,0.4610993,-0.0061516464,0.14359963,0.062075846,0.335932,0.25636804,0.43180758,-0.12711142,-0.09758867,0.030558156,-0.04240621,0.16666709
0.49805164,-0.088256195,0.60133666,-0.1390247,0.13663965,-0.015177377,0.26228333,0.2192674,0.35556954,-0.25195855,-0.15424244,0.048350662,-0.029216614,0.1890232
0.34127766,-0.019437648,0.40645325,-0.012175582,0.11692417,0.10296957,0.31020164,0.25727332,0.3465299,-0.104203284,-0.067799985,0.022201788,-0.04194834,0.09757434
0.3220872,-0.00090239197,0.41436177,-0.0015827343,0.118454866,0.10710223,0.2996439,0.27047917,0.37293133,-0.05146154,-0.062824845,0.015465847,-0.040382676,0.08757976
0.5209899,-0.12429032,0.49080834,-0.22102997,0.17579375,0.23067933,0.34253165,0.14443657,0.6928511,0.24798071,-0.07221344,0.06321844,0.07444109,0.22056969
0.54426384,-0.036204267,0.42255855,0.1604312,0.18961166,0.07530686,0.3107447,0.16391557,0.2879014,-0.408947,-0.23920196,0.015181558,0.023743141,0.20241733
0.405867,-0.068596244,0.5060197,-0.032644887,0.1358099,0.032636218,0.27722275,0.23101524,0.42232934,-0.022792406,-0.09000169,0.014593979,-0.019575812,0.14558136
0.42716178,-0.09850231,0.50954074,0.030935412,0.14032504,0.033766408,0.29945096,0.22024556,0.4010489,-0.15222964,-0.12094253,0.008783328,-0.043971103,0.15859406
0.5389385,-0.114491805,0.59062153,-0.095143184,0.13042839,-0.024399944,0.26871353,0.21790296,0.34946448,-0.11681259,-0.1291647,0.031707026,-0.027352013,0.21983245
0.93277925,-0.48445818,0.75902003,-0.5307094,0.2422485,0.38994017,0.4993436,0.1270963,1.2473637,0.21791922,-0.263795,0.11263954,0.17114127,0.37882018
0.52295864,-0.15720294,0.6231861,0.05003694,0.1618483,-0.044075742,0.30276546,0.20012319,0.46074456,-0.22327894,-0.18065113,0.0009346353,-0.044517715,0.2263237
0.37256423,-0.0755166,0.40656292,0.049468484,0.14585005,0.05821958,0.2703251,0.17914014,0.3881774,-0.12719242,-0.11342701,0.009425663,-0.005155124,0.13928007
0.54230654,-0.1556278,0.6639785,-0.20709237,0.19416289,-0.05029331,0.3235196,0.3097126,0.48868188,-0.13006684,-0.15686743,0.06829347,-0.031014133,0.2570239
0.3630328,-0.08587289,0.45130357,-0.10342281,0.11010346,0.087546945,0.2518802,0.19950993,0.43219167,0.0401051,-0.06497225,0.029470552,-0.010796472,0.12226099
0.39123085,-0.06426287,0.45167935,-0.26470312,0.07390987,0.16537605,0.291643,0.17194548,0.6013241,0.31997946,-0.031434786,0.04569897,0.052060213,0.15104619
0.35139653,-0.030271996,0.43148485,-0.06539019,0.09520148,0.061942108,0.2647925,0.19961789,0.36872324,-0.11288537,-0.07600972,0.032497182,-0.020614091,0.12694053
0.6454717,-0.25275835,0.7005821,-0.33402464,0.18350841,0.13382342,0.37796953,0.16054504,0.8889598,0.20479208,-0.14514127,0.08856745,0.06798622,0.31873402
0.6509422,-0.21048976,0.7497312,-0.15248105,0.14460237,-0.055840135,0.29648787,0.12213689,0.5878245,-0.008953176,-0.19239981,0.050849672,-0.0014278628,0.26286712
0.54922265,-0.17465697,0.57347405,0.06706486,0.11373187,0.011777058,0.3528519,0.19120172,0.3949646,-0.36545572,-0.25281626,0.01551041,-0.022035185,0.22736426
0.41294074,-0.13740367,0.47337878,-0.19515046,0.14041886,0.08859545,0.2713843,0.18483892,0.54536813,0.11830713,-0.07424851,0.05135132,0.019325335,0.15873854
0.48067158,-0.11346191,0.56174195,0.0691859,0.19373454,-0.0018529259,0.28261274,0.20842305,0.39940897,-0.20513996,-0.14503948,-0.00034046173,-0.045622397,0.19257157
0.5819029,-0.06117134,0.5630308,0.11892495,0.22547205,-0.012296334,0.28566656,0.161416,0.35965666,-0.44114837,-0.2570007,0.016190466,-0.0006320439,0.2399133
0.54996794,-0.13507399,0.62412226,0.050089825,0.21904878,-0.01353623,0.2844482,0.19787276,0.43277746,-0.24329391,-0.18456216,0.016395558,-0.037783347,0.23464385
0.32841325,-0.00053665787,0.41034374,-0.04382006,0.095154546,0.14533776,0.3266384,0.27272293,0.40363604,-0.02318661,-0.05671906,0.018491352,-0.031481437,0.08490576
0.6017225,-0.17273961,0.49283442,0.10854872,0.20232445,0.09684694,0.33895132,0.16817008,0.43822503,-0.30564898,-0.2568751,0.039750792,0.031154897,0.26678592
0.35532525,-0.02255765,0.4285116,-0.0051497705,0.12494251,0.121514566,0.3120794,0.26221275,0.38110948,-0.06622073,-0.06185494,0.022668974,-0.040329173,0.102937594
0.46632347,-0.13333409,0.5009319,0.025622686,0.17834356,0.058577683,0.3245441,0.23311125,0.38962483,-0.2184985,-0.14264566,0.034778498,-0.03974376,0.19072762
0.41469428,-0.06950644,0.47053036,-0.01578128,0.13427654,0.0548122,0.24734515,0.20716357,0.35403582,-0.04876995,-0.08466573,0.0112973545,-0.0263757,0.14421415
0.37946048,-0.09549935,0.39064753,-0.14971945,0.11277814,0.17676282,0.27451453,0.15594363,0.5199625,0.15186496,-0.04729479,0.04012952,0.032629523,0.12669267
0.5125597,-0.09615205,0.55720335,0.07126835,0.18249518,-0.0012425072,0.29838184,0.18473814,0.3929875,-0.32227498,-0.19063091,0.0140418075,-0.033640638,0.20375463
0.57858443,-0.22974716,0.5556159,0.057377767,0.1645731,0.07646974,0.38859904,0.16826901,0.60413885,-0.25953034,-0.27379808,0.02729711,0.016336638,0.26115054
0.48117283,-0.11281875,0.52118134,-0.24778193,0.10893417,0.19292027,0.31893483,0.15442905,0.71460456,0.2058352,-0.07474038,0.045056827,0.063325495,0.16639274
0.5756485,-0.11509737,0.49905053,-0.28775725,0.17008263,0.29529783,0.35204655,0.08828481,0.76928514,0.37522528,-0.075068116,0.07470091,0.12089686,0.24241336
0.62060547,-0.20917772,0.5540537,-0.2923176,0.17594181,0.31676137,0.31348762,0.05620349,0.8550615,0.31477764,-0.11980541,0.08560983,0.13270935,0.21745738
0.33339545,-0.035332296,0.4376064,-0.034466952,0.12119448,0.102707304,0.26895377,0.24591167,0.39929515,0.019044261,-0.06404784,0.021514865,-0.03212536,0.10176674
0.40312365,-0.08648777,0.48161086,0.03477672,0.12290039,0.039116718,0.29375947,0.21305533,0.36248866,-0.185285,-0.11569534,0.0071176523,-0.04654454,0.1389144
0.43942115,-0.0941425,0.47938985,-0.1905325,0.15344639,0.18901119,0.269234,0.14989328,0.59914625,0.22611195,-0.05732889,0.056685228,0.048380863,0.15441066
0.59521323,-0.3064958,0.60449165,-0.20824388,0.16733535,0.041551933,0.3838478,0.2288343,0.6280764,-0.09026545,-0.21219328,0.07414211,-0.011507992,0.26624584
0.56117374,-0.18600434,0.57088834,-0.07861501,0.08252695,0.027342165,0.35115242,0.21823011,0.47868338,-0.20697716,-0.210226,0.046639964,-0.029374499,0.24190705
0.58324265,-0.1297158,0.49088648,0.10898963,0.19621581,0.072011344,0.2991459,0.14978945,0.35574067,-0.25393683,-0.23032811,0.03263136,0.020919856,0.230419
0.37474427,-0.105945304,0.4770609,-0.03358206,0.13255319,0.055424828,0.2988638,0.2411976,0.39345458,-0.1330862,-0.10505585,0.03280443,-0.03853832,0.13853072
0.61050916,-0.19884261,0.64756066,0.05590716,0.12922564,-0.019952945,0.32937452,0.17368326,0.44049662,-0.2921032,-0.20869783,0.012069198,-0.053385787,0.23519024
0.31297874,-0.036422748,0.43352106,-0.049928725,0.09047836,0.039326932,0.23749541,0.23119804,0.36521065,-0.028134532,-0.059506994,0.0073061856,-0.03997445,0.0956167
0.69535273,-0.32901376,0.7758185,-0.06565526,0.18171,-0.06103181,0.40286267,0.22332048,0.64393246,-0.31321537,-0.31363285,0.03963313,-0.0437673,0.3177997
0.609251,-0.2323624,0.55021983,-0.3514956,0.14483222,0.29349342,0.36587813,0.055826124,0.9252675,0.35645676,-0.13056295,0.0762497,0.13664357,0.26587147
0.6966628,-0.32364485,0.73516184,-0.032184564,0.23827468,0.049042724,0.49226257,0.25185025,0.7953918,-0.31221974,-0.30427587,0.0659921,0.01089124,0.38794285
1.0777999,-0.53565496,0.8460845,-0.0016930941,0.32662252,0.23463956,0.5435429,0.075172976,1.0957761,-0.31587383,-0.4823253,0.06637664,0.16804557,0.5478586
0.6179588,-0.20768975,0.52562696,0.12562351,0.26343185,0.11554767,0.38159466,0.1645246,0.5971575,-0.29748115,-0.27082694,0.04250583,0.045079436,0.3276109
0.4267787,-0.067093834,0.506345,-0.012321223,0.16005817,0.011870056,0.25910008,0.21052341,0.33850437,-0.16099101,-0.11551191,0.015798781,-0.051281363,0.16509768
0.5707372,-0.2164179,0.6286574,0.0027042124,0.15718709,-0.0041810796,0.35740486,0.21976346,0.4754963,-0.30286968,-0.22514337,0.03350903,-0.033778913,0.24206424
0.44589382,-0.104276225,0.51616096,-0.014446288,0.14024775,0.055999167,0.27937853,0.2010734,0.38834482,-0.18838054,-0.12951805,0.03057633,-0.035004057,0.16444431
0.37345976,-0.008432597,0.40806988,0.004659254,0.11890091,0.07358953,0.30036402,0.24010174,0.30584764,-0.21508718,-0.11127263,0.023256885,-0.039464496,0.12453061
0.671139,-0.28497282,0.6745967,0.06673829,0.3232909,0.041371748,0.38850158,0.20361187,0.6940632,-0.37697074,-0.2991617,0.062835276,0.03439251,0.38692582
0.37890863,-0.067533135,0.44861418,-0.10105533,0.11865681,0.09292775,0.28394333,0.21182634,0.42610112,0.04553909,-0.0677553,0.028508224,-0.0076743923,0.13103195
0.7716752,-0.42700997,0.7342646,-0.05353251,0.24788916,0.05303003,0.4517816,0.17353337,0.8217163,-0.28891826,-0.3320314,0.05706337,0.036516104,0.37886155
