size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t07,t08,t13,MI_size_D_duration_D,MI_size_D_t02,effort_D
0.05148901,0.06593741,-0.54017675,0.59649396,0.97990716,0.6804978,0.64530694,0.13061891,-0.19569099,0.7132064,0.33158877,-0.37435904,0.2973082,0.6805508,0.61946416,0.72782683,0.9771099,0.0046096295,-0.01726478,-0.2199221
-0.06557321,-0.14134714,1.1405687,0.8695849,0.7718071,0.6566344,0.7883701,0.4491457,0.36708844,0.25419623,0.4765178,0.13849515,0.6655019,0.6080043,0.3732895,0.11474241,0.25734022,0.012366183,0.042943962,0.01446538
-0.018541759,0.23060383,0.5985525,0.81940067,0.7674111,0.57128024,0.6116404,0.4101103,0.23221663,0.39564723,0.3054905,0.4952269,0.3581493,0.39801097,0.6965805,0.61503845,0.5414208,0.109947875,-0.0076702135,0.05032394
-0.07148266,-0.2754088,0.9059802,0.8173285,0.87764156,0.6407161,0.78479224,0.32381678,0.13843131,0.3338188,0.58938557,-0.25641567,0.7260435,0.70328027,0.30307335,0.041981254,0.30626002,-0.04329749,0.043120064,-0.05960478
-0.08385186,-0.41717434,1.1893712,0.9143309,0.9359884,0.6950727,0.8997623,0.44020596,0.21722026,0.3246386,0.683424,-0.3864895,0.9019965,0.8568121,0.28765666,-0.093659356,0.236662,-0.04082037,0.06746151,-0.04838827
-0.08507866,0.18360361,0.5765857,0.8789725,0.90530324,0.6873911,0.6779253,0.2630973,0.14605847,0.41674381,0.36708224,0.44937178,0.40673864,0.44262737,0.6927091,0.68571824,0.6194147,0.05668024,-0.01751788,-0.008234218
0.6062072,0.56683576,0.46747223,1.545095,0.8448354,0.3631496,1.0726808,1.9448823,0.5055257,1.2484431,0.20875415,0.76746964,0.5810291,1.191218,1.8198614,0.9104167,1.1915183,0.76249504,0.29945707,0.5584801
-0.056238666,0.1446284,0.25668162,0.7912088,0.9476342,0.6571287,0.6457499,0.15606141,0.033388656,0.46251696,0.34341145,0.20526865,0.39693916,0.46488488,0.6569798,0.7477057,0.6945481,0.03222348,0.004896283,-0.06750639
-0.063708425,-0.15038873,1.1103616,0.8865084,0.8651558,0.65416473,0.8176804,0.310632,0.18838792,0.29565042,0.5445255,0.08888907,0.70069575,0.6155641,0.3765186,0.12779738,0.28519323,-0.028937522,0.03884135,0.0054730214
0.018779848,0.0950772,-0.25161228,0.6588246,0.93306327,0.6578067,0.63726026,0.12660494,-0.0996896,0.5824704,0.3503065,-0.16727719,0.3290118,0.5615278,0.58266234,0.6944367,0.8369749,0.000115249306,-0.025266102,-0.16909507
0.039296806,0.2946462,0.8253626,1.0178623,0.82883096,0.6885471,0.7489459,0.6124642,0.48298573,0.40558282,0.31162295,0.64205045,0.45854986,0.4948486,0.81493473,0.6841924,0.58432364,0.14277124,-0.019170385,0.102747105
0.08014771,0.20168792,0.7705321,0.9642821,0.69967127,0.63220227,0.7313421,0.7828454,0.59168303,0.3829017,0.29248524,0.47601292,0.45013624,0.5709924,0.71171737,0.5187695,0.5119129,0.18487988,0.01002362,0.107740544
0.24483204,0.23971727,0.303981,0.8671163,0.5368954,0.32782593,0.67910033,0.9843122,0.30395582,0.63912517,0.2022455,0.33361036,0.38268185,0.6719206,0.83668554,0.47862843,0.61524785,0.33090085,0.12324145,0.22646293
-0.057355173,-0.2023438,1.0135875,0.8156859,0.8404865,0.6358715,0.78659344,0.30731887,0.15885231,0.29327288,0.5612361,-0.040762253,0.69853264,0.6247354,0.32234251,0.06926236,0.28152496,-0.033795636,0.044508412,-0.022738466
-0.07067184,-0.10656282,0.97124773,0.7980718,0.77034616,0.6803691,0.7301491,0.4185964,0.24788196,0.2929591,0.5208199,0.12281671,0.61594427,0.5803386,0.36590713,0.17510691,0.29085654,0.0068159476,0.06043095,-0.015132835
-0.043132443,0.002294317,0.94866633,0.84915006,0.8334476,0.66487473,0.76891935,0.27977663,0.18818422,0.29988295,0.47980487,0.28515798,0.57297796,0.49896878,0.463048,0.29124534,0.37412882,-0.0005151555,0.028617982,0.013063595
-0.08126825,0.22021593,0.79959327,0.9755312,0.9620702,0.71827507,0.73356456,0.2783499,0.15578035,0.43732283,0.40749264,0.57889515,0.4683166,0.4522609,0.76951194,0.72861594,0.6039598,0.07224195,-0.018586831,0.041296728
-0.008951785,0.15666193,0.81715035,0.8739485,0.8043947,0.72290313,0.7706486,0.36387083,0.2899352,0.30171397,0.41127825,0.45282528,0.4899611,0.44106585,0.5543896,0.46456078,0.49073285,0.041051745,0.028194789,0.024509497
-0.077937245,-0.36994243,1.5005869,0.9878297,0.9340242,0.7378257,0.9467212,0.5201551,0.39008498,0.25144184,0.6938272,-0.13977727,0.94165444,0.8352223,0.27778694,-0.1335081,0.15687817,-0.041299757,0.06769158,-0.0023877546
-0.03559849,0.20398314,0.8128841,0.89220846,0.87186325,0.7213866,0.74503976,0.27978587,0.18523717,0.36229762,0.4112057,0.54905915,0.4541334,0.41319472,0.65637517,0.5931042,0.54159874,0.04637757,0.0072171018,0.035634995
0.016744215,0.245083,0.7707565,0.9356626,0.79727495,0.69605404,0.7231931,0.48476276,0.40508756,0.35566702,0.34426028,0.5730741,0.4289313,0.43289948,0.68890035,0.59789,0.54224813,0.08429989,-0.00086388364,0.060016982
0.011723127,0.3137911,0.74496126,0.95476365,0.8255347,0.64531565,0.7038771,0.49249396,0.26815376,0.43179893,0.3286062,0.62398195,0.41015536,0.44632083,0.8220552,0.71145755,0.5961619,0.15482853,-0.017036108,0.08509802
-0.042037975,-0.18757837,1.2532347,0.90195084,0.81572556,0.7038499,0.8009689,0.621549,0.48703492,0.25999123,0.5325099,0.06326165,0.73145014,0.68911934,0.3846613,0.07769734,0.24673495,0.02771952,0.05881957,0.0040737316
-0.035715383,-0.013660714,0.97270244,0.8718314,0.7985356,0.65551966,0.75179446,0.41037676,0.33696762,0.288617,0.44823283,0.26582032,0.58742374,0.5427137,0.45453656,0.26046306,0.35301536,0.021130323,0.028634444,0.0130479485
0.00683707,0.24628864,0.72673136,0.89505714,0.8093195,0.708392,0.7277827,0.39736518,0.26016316,0.34163737,0.39139402,0.561745,0.42095536,0.4046291,0.67397976,0.6248167,0.5459289,0.071545,0.015447851,0.055162847
-0.07012899,-0.100959316,1.3119161,0.9882153,0.81774914,0.78608406,0.87110794,0.62778234,0.55590475,0.2723496,0.48240703,0.26169333,0.69620967,0.6673976,0.50756156,0.22162504,0.3078671,0.06032415,0.05871614,0.047151804
-0.07499957,-0.34660244,1.4208504,0.9434121,0.8989347,0.7204509,0.94200313,0.46097368,0.30392763,0.25460798,0.68602854,-0.13323516,0.8997156,0.78696865,0.27283055,-0.124766424,0.1890748,-0.05736703,0.06759221,-0.0028722137
-0.03239663,-0.026089787,0.9460677,0.8481257,0.8304745,0.66820496,0.7877118,0.2698946,0.18210177,0.29282498,0.49123257,0.22746843,0.59073913,0.5157455,0.4240796,0.25603455,0.36353573,-0.014751408,0.03608959,-0.00032274053
-0.054091536,0.1421838,0.43199134,0.8172735,0.89253736,0.6657847,0.65229374,0.17583513,0.06695543,0.4066584,0.381764,0.30823433,0.40327424,0.42638838,0.60386896,0.65730554,0.62615764,0.015651882,-0.011885509,-0.05151307
-0.0040212423,-0.07079673,-0.010134354,0.64742315,0.8899919,0.5835897,0.6268568,0.16308123,-0.09175646,0.5566696,0.39128137,-0.3601951,0.44632614,0.63878274,0.5021728,0.44537437,0.66341794,-0.0022659525,-0.017216232,-0.16640538
-0.055892274,0.16341051,0.81538796,0.96760195,0.95988715,0.7410243,0.7724426,0.21890698,0.11948412,0.3811046,0.44905055,0.46454707,0.5142114,0.47133994,0.65645564,0.62306523,0.57827485,0.021707706,-0.0114257755,0.0057519786
0.029105008,0.07600955,-0.55882156,0.6254369,1.0227096,0.6837283,0.65744656,0.15243833,-0.16469835,0.73365015,0.3139891,-0.34239602,0.29775804,0.68483967,0.6596513,0.76885957,1.011694,0.007046342,-0.010272133,-0.22398555
-0.059596308,0.14123502,0.65146965,0.81989914,0.8344221,0.6607486,0.6741026,0.25446522,0.13968122,0.3701485,0.38218844,0.34810707,0.43259335,0.42778498,0.5863329,0.53671074,0.5188436,0.04463711,-0.0021101907,-0.006064322
0.11643452,0.26519886,0.53742975,0.90717083,0.6477053,0.48989254,0.65884346,0.76910675,0.41716787,0.48738852,0.2273912,0.48314726,0.39332718,0.5654626,0.79434323,0.5922793,0.57055,0.24308,0.017138645,0.15551862
-0.048100367,0.2598967,0.8654162,1.0055486,0.9101927,0.7078396,0.7215793,0.38518253,0.2855974,0.3986428,0.38050038,0.63858384,0.4277227,0.465962,0.79074776,0.6963155,0.5554352,0.08524481,-0.030350745,0.085141845
-0.04662013,0.2259437,0.89451206,0.98106205,0.95356953,0.75006086,0.77306926,0.27711344,0.16670331,0.3946697,0.4372964,0.6152157,0.47660226,0.45124608,0.7274997,0.6787157,0.57377917,0.051044933,0.0036248863,0.044377536
0.7358107,0.50439245,0.14667182,1.4422528,0.70361745,0.1443272,1.0928606,2.1380343,0.30487972,1.4555957,0.20544563,0.5145667,0.5788431,1.2872128,1.744662,0.75818354,1.2828465,0.8178797,0.39764866,0.6107762
-0.0411489,0.010614246,0.9099554,0.8707975,0.84869015,0.6792292,0.79191583,0.25592822,0.16498294,0.3105554,0.4751901,0.27267367,0.5732828,0.50664437,0.4586434,0.32099617,0.40380958,-0.011266973,0.02517058,-0.0033603162
-0.08749081,-0.10849927,0.8644192,0.8187615,0.90236175,0.6428186,0.7336987,0.26956284,0.06144698,0.3892668,0.50914305,0.025013898,0.6401691,0.5970688,0.45752683,0.29932967,0.40589672,-0.008561987,0.0659843,-0.04138401
-0.0037403293,0.15716463,0.75055885,0.87893796,0.851109,0.7403855,0.7969389,0.2575572,0.19497271,0.33782434,0.4290895,0.41883665,0.48059052,0.42821223,0.5552192,0.5078484,0.5431054,0.008049313,0.017253779,-0.008861035
0.035813645,0.27366745,0.6883074,0.8835968,0.7325978,0.603553,0.6609602,0.5013466,0.3212007,0.3656948,0.29653335,0.5827073,0.3877449,0.43314117,0.7491337,0.60395855,0.5361615,0.13729033,-0.021462338,0.08422475
0.7215254,0.47182947,0.44310057,1.7826804,0.8752377,0.2262008,1.2531053,2.453064,0.814659,1.4860177,0.1806933,0.58569866,0.74697936,1.5453802,1.8481525,0.81545895,1.3290234,0.8941528,0.37353665,0.6829393
-0.024590295,0.110800594,0.36503094,0.7318423,0.8477528,0.6318022,0.63582575,0.13184091,0.0064991713,0.3987643,0.39263332,0.20700741,0.38720286,0.41244495,0.53163975,0.5837561,0.60608405,0.009070285,-0.012909162,-0.05905909
0.024680957,-0.010848865,1.075063,0.94611895,0.760357,0.6854809,0.74141276,0.79195225,0.6512376,0.30257502,0.4373759,0.25424737,0.62204504,0.64878196,0.52687764,0.2750568,0.362209,0.10159895,0.0578062,0.050454848
-0.021264376,0.14166507,0.3939246,0.7563882,0.8525754,0.64067006,0.6435472,0.14911705,0.036447335,0.38820845,0.38555145,0.260685,0.3881458,0.40039146,0.5587257,0.614968,0.59844625,0.01350864,-0.012594032,-0.045326542
-0.016204301,0.2737338,0.787767,0.9999854,0.8758391,0.7004984,0.725643,0.46630272,0.35286868,0.38620952,0.34636158,0.6256888,0.4319231,0.47229338,0.79341364,0.7025881,0.5739698,0.0887531,-0.021154242,0.07316305
0.022150453,0.10033204,0.038727485,0.6158128,0.81725323,0.6153634,0.5983344,0.10189807,-0.07575158,0.46719328,0.36897653,-0.028060563,0.32536805,0.462371,0.48887068,0.57957125,0.66508305,0.00606858,-0.015459761,-0.10943889
-0.006790228,0.31295735,0.8468177,0.9620104,0.87367404,0.72745264,0.72862417,0.4103754,0.25410926,0.4181538,0.37067145,0.7079348,0.41639692,0.4324652,0.81339025,0.7575968,0.5927272,0.12408641,0.01604554,0.08497714
0.04581873,0.196868,0.82409096,0.98100555,0.7597904,0.68062216,0.74377936,0.70285034,0.6112182,0.34818253,0.3166703,0.51551324,0.47610176,0.52530724,0.68549263,0.5253051,0.49715504,0.13459122,0.011771511,0.09141638
-0.08600129,-0.2287937,1.3389461,0.9039518,0.84477186,0.68854606,0.82190645,0.5098355,0.3785028,0.26065502,0.56056565,0.063640594,0.78357124,0.70071495,0.3511005,0.054435637,0.2171061,-0.009383757,0.070383124,0.0109095685
-0.055610947,-0.20819555,1.2153151,0.9081738,0.86770487,0.68084884,0.8588976,0.38745883,0.2739412,0.26946634,0.57574165,0.016393492,0.755009,0.6706603,0.34527075,0.039936587,0.24942109,-0.02493864,0.047104508,0.00084177405
-0.030270617,0.16481249,0.46188053,0.7766436,0.8661672,0.6567983,0.6445932,0.17588508,0.05066897,0.40443036,0.3947677,0.34367752,0.3838483,0.3922053,0.59976506,0.6499937,0.6121681,0.031210998,-0.006217595,-0.029979069
0.08624722,0.2835117,0.6875205,0.982609,0.72666574,0.6332001,0.73522544,0.73612666,0.5353073,0.4151929,0.2713549,0.57214487,0.4277504,0.5249884,0.7898861,0.61903065,0.58131194,0.17474653,3.215857e-05,0.12704217
-0.009342004,0.27562827,0.85898215,0.98712796,0.9049144,0.7493368,0.751799,0.40078664,0.26936728,0.38601378,0.42455947,0.6615284,0.43737525,0.4388399,0.76121116,0.6957754,0.59523034,0.07323859,-0.015475027,0.062638566
-0.030609751,0.03874755,0.22839558,0.6930366,0.839321,0.6131481,0.63444954,0.12905739,-0.025194287,0.42850164,0.37843424,0.0121053625,0.40658396,0.4740035,0.48830947,0.49599338,0.5978953,-0.0039151534,-0.019146722,-0.095339894
-0.024983898,-0.021284193,1.0359707,0.8998361,0.82272553,0.6785073,0.76754177,0.4494848,0.38583967,0.27809078,0.45114952,0.25579643,0.6194124,0.57147753,0.4742879,0.26152456,0.35117763,0.02445408,0.030936975,0.0144628845
0.030219808,0.25833946,0.7707471,0.88871676,0.7748053,0.6750812,0.70299685,0.50659084,0.38823038,0.36114687,0.3252735,0.57835054,0.4196092,0.42020202,0.717419,0.61151534,0.5530815,0.11085218,0.010615852,0.069698095
-0.018180016,0.13397554,0.85069466,0.91346645,0.8812307,0.7360315,0.79884505,0.28002495,0.2083776,0.34204975,0.4393468,0.43452302,0.51172066,0.44690454,0.5774703,0.5039156,0.50433,0.01877027,0.018809352,0.022627689
-0.05609431,-0.15623856,1.0989541,0.85613483,0.8180505,0.67117876,0.7958446,0.39644882,0.27884918,0.2766116,0.5380419,0.07224877,0.70115554,0.632281,0.3561776,0.08710708,0.2728615,-0.005828481,0.04356955,-0.017374666
-0.0008604154,0.14932767,0.8267091,0.9165374,0.8255248,0.6977599,0.77138263,0.40698573,0.34921178,0.32132137,0.39733446,0.44117293,0.5026125,0.46095276,0.56664246,0.4679551,0.48997262,0.03962483,0.021993972,0.03192137
0.00426786,-0.3016796,0.20464727,0.74038786,1.0065914,0.61243594,0.75482184,0.31028137,-0.04360587,0.6559001,0.53217554,-0.69334215,0.66807246,0.8755196,0.49918103,0.2794493,0.67657936,-0.0046323836,0.013024058,-0.18329394
0.18528831,0.30303532,0.39107275,0.90355253,0.5843746,0.4066286,0.6620607,0.88883317,0.35766116,0.59191287,0.18976834,0.4497511,0.36321837,0.6151215,0.87043893,0.56394345,0.6258045,0.30035195,0.045955904,0.1930185
-0.024023555,0.26955473,0.8882548,0.975697,0.9261606,0.7577854,0.73903984,0.35381982,0.21388878,0.4138526,0.42003548,0.6971524,0.44777215,0.4123702,0.7918614,0.75440663,0.58471024,0.0883369,0.01593896,0.07631695
-0.055468604,0.21113208,0.50271684,0.8441938,0.8484336,0.6414388,0.6243775,0.32680282,0.2027051,0.42930782,0.31524974,0.4663119,0.3636195,0.42380607,0.73271453,0.73951465,0.6050508,0.09389666,-0.0003746003,0.0015937388
-0.0073790792,0.26763433,0.8090022,0.9187035,0.8153014,0.7158569,0.6942518,0.42012274,0.3094071,0.3614847,0.36482394,0.6420298,0.41682965,0.40644896,0.7386956,0.6689989,0.5411956,0.09326581,-0.0032675173,0.06978859
0.0012436546,0.35202718,0.9900911,1.1293476,0.93814266,0.77814806,0.7983243,0.58118165,0.44998452,0.44195884,0.35658753,0.80286914,0.479914,0.5179637,0.94584715,0.81662613,0.61969876,0.14083564,-0.035199173,0.12567073
0.0135498755,0.09042511,-0.07701904,0.6260561,0.85418963,0.6190485,0.60239804,0.11447914,-0.08545132,0.5141341,0.35257232,-0.0913124,0.32364506,0.501795,0.5226718,0.6105644,0.72331023,0.0022135116,-0.020770142,-0.1316857
-0.017981334,0.028490104,0.2142649,0.67432094,0.83265674,0.6124112,0.63499105,0.12216387,-0.047033876,0.43964544,0.39355433,-0.024369739,0.40840477,0.48155487,0.4727646,0.47782117,0.6004263,-0.0068269335,-0.018371774,-0.10171959
-0.022018213,0.24401909,0.81319785,0.9062731,0.8640468,0.7234247,0.72600955,0.32116097,0.21054786,0.38343316,0.41087544,0.603668,0.4368602,0.39491975,0.69968235,0.6475868,0.55043393,0.06955124,0.0016633291,0.05042406
-0.024266478,0.13876222,0.65884143,0.81914043,0.843626,0.6937245,0.71881205,0.1995334,0.11226622,0.3484548,0.41287243,0.36377454,0.44805288,0.40983486,0.54826283,0.5235903,0.5444355,0.014316283,0.00088768825,-0.020760136
-0.0051989816,0.20503396,0.8330671,0.90912527,0.8823967,0.73639446,0.7556339,0.27398306,0.18507107,0.36695656,0.41568083,0.5571456,0.464307,0.40970725,0.65409064,0.6165612,0.5313119,0.0407151,0.030026466,0.04406558
-0.016017513,0.11169244,0.34466383,0.72524583,0.8320434,0.6332911,0.63603765,0.12945205,0.012787953,0.38650805,0.38056558,0.18376422,0.38543594,0.4180143,0.5187556,0.5726731,0.59168273,0.0077936687,-0.013623599,-0.06520236
-0.04504135,0.23345162,0.8893597,0.9616167,0.9231434,0.74119544,0.7641919,0.30300105,0.1917957,0.39732593,0.42642426,0.6158688,0.47794437,0.4280818,0.7303337,0.66776145,0.5588415,0.06549902,-0.00809468,0.057443246
0.015770417,0.30470312,0.80902046,0.9837121,0.8558785,0.6879926,0.7294679,0.49533132,0.30352354,0.42587414,0.33834654,0.654413,0.42491162,0.47266448,0.8628428,0.72565603,0.6172256,0.15511708,-0.007888236,0.10357226
-0.022353103,0.11547245,0.31678733,0.70811445,0.8003758,0.62000203,0.62257844,0.17027242,0.056728136,0.3761101,0.35436827,0.18071693,0.3704459,0.42318928,0.5200137,0.5502591,0.56838447,0.017826114,-0.010773666,-0.06298263
0.011622667,0.22780654,0.78501844,0.9249851,0.8412484,0.7182701,0.7368769,0.3646095,0.30058238,0.35468665,0.36687136,0.5642058,0.44364536,0.42136896,0.6783931,0.61258274,0.5365745,0.049830765,0.016481098,0.04097028
-0.009041695,0.20970179,0.81864935,0.90039533,0.8609257,0.7400799,0.7709798,0.2926325,0.21079569,0.35550222,0.4261464,0.5383264,0.46263874,0.40630293,0.63565123,0.5773804,0.54484254,0.042854395,0.00815673,0.03471922
-0.04212197,0.030306354,0.45663622,0.7301035,0.82569396,0.60722256,0.65716714,0.15926309,0.006928008,0.39087796,0.39532202,0.11625092,0.4518966,0.47205383,0.47930235,0.45537743,0.5336906,0.00019035488,-0.00060868077,-0.06062739
-0.04559008,-0.08695911,1.0309434,0.85697883,0.8251387,0.6464483,0.7713586,0.31756172,0.22718993,0.2835659,0.5030594,0.17463541,0.63217044,0.55906075,0.4031331,0.18660146,0.3054221,-0.009653192,0.033748843,0.008105338
0.009841241,0.2928304,0.74367183,0.9741039,0.8912859,0.6618849,0.7401996,0.48061606,0.26088238,0.44044593,0.3175555,0.61083084,0.4225458,0.49259102,0.86546683,0.73818856,0.6275731,0.16103801,0.0207523,0.11789503
0.023067903,0.33982778,0.7431841,0.96903354,0.83146405,0.67172545,0.73447615,0.53451645,0.27690265,0.44574684,0.35139555,0.65409964,0.3991151,0.47146744,0.86208093,0.7554696,0.63689697,0.16519465,-0.017314494,0.09418195
-0.034129012,0.23184548,0.8806726,0.9594322,0.92811584,0.75849944,0.7569093,0.30886036,0.19247146,0.38478926,0.4502591,0.61780834,0.4577304,0.42441416,0.70930517,0.65995514,0.572247,0.051735517,0.00051785447,0.053645596
-0.025089495,0.17380375,0.7479453,0.86093676,0.8529823,0.72606725,0.75221664,0.25247687,0.16852747,0.34319165,0.4266969,0.46149454,0.45185417,0.41347343,0.5850738,0.53583133,0.54414123,0.023461636,0.0076224767,0.00289936
-0.08953693,-0.30192327,1.4136443,0.95707196,0.8640566,0.7194407,0.89304507,0.54409766,0.38240263,0.24228275,0.6101821,-0.05204036,0.8490247,0.78148896,0.32380688,-0.032067217,0.1946156,-0.008722354,0.07313696,0.012333669
-0.0012846626,0.061763655,0.039689723,0.6014278,0.79587805,0.5807594,0.5774109,0.11049894,-0.078514144,0.46945384,0.35064334,-0.080366656,0.33927763,0.4805233,0.47364643,0.5233749,0.6301787,0.008078977,-0.01969488,-0.11479406
-0.030121531,0.02649317,0.94424933,0.8472401,0.7993194,0.6545441,0.7469267,0.3601608,0.2911923,0.27680963,0.44487876,0.30852368,0.55979925,0.4901737,0.46406093,0.29993773,0.36766738,0.020737648,0.034178223,0.0088644475
-0.055121273,0.1632137,0.4063809,0.75785303,0.81546307,0.61721444,0.60894483,0.2719825,0.14486013,0.3913835,0.32342774,0.34792322,0.36036468,0.41644448,0.6286342,0.6102812,0.5945794,0.045188703,-0.017745143,-0.0284714
