TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Transactions,MI_PointsAdjust_ManagerExp,Effort
0.7580572,0.52005285,0.7194656,0.18968607,0.40550366,0.2418807,0.65702665,1.1804665,0.026320968,0.078210466,0.10803179
0.7809649,0.5513096,0.5932305,0.2550512,0.4355143,0.35142478,0.78891206,0.99941343,0.06680366,0.17805578,0.3244975
0.05348832,0.48094693,0.34879434,0.16010046,0.15554495,0.12599364,0.54036385,1.0324571,0.02459342,0.06375119,0.12243111
0.6689384,0.6605676,0.60019976,0.06467273,1.1431036,0.35629937,0.5526803,0.70438236,0.014448435,0.22587597,0.17042413
0.6532455,1.0476866,0.37412816,0.1525555,0.2974493,0.19480884,0.6109741,1.0951147,0.020307466,0.15728116,0.18232374
0.3482895,0.95675784,0.8997777,0.21581288,0.14306022,0.17175272,0.36280352,0.66006815,0.027819145,0.1596538,0.13036576
0.61237776,0.35106602,0.9566155,0.25953174,0.19219829,0.207002,0.5465987,1.0073427,0.04958696,0.06288333,0.18175541
0.82157755,0.95803636,0.6202239,0.3569917,0.4327318,0.4321281,0.74444807,0.91508156,0.10995805,0.356418,0.57362026
0.31043974,0.94551253,0.67899424,0.18863001,0.20788813,0.20992845,-0.06097755,0.37571532,0.031116117,0.14273821,0.100321285
0.652715,0.5751577,0.26361063,0.0861389,0.14520733,0.07474848,0.3523131,0.9591003,-0.006645194,-0.0026886612,0.06312795
0.43146825,0.94737756,0.59181046,0.109040946,0.09397808,0.0926853,0.7922978,-0.18060456,-0.029296521,0.03475582,-0.016873717
0.6846402,0.6283485,0.4732526,0.11552304,0.19338576,0.100588016,0.45815063,1.1315247,0.012034087,0.048058957,0.043343797
0.0036954815,0.8362253,0.759192,0.1469861,0.2584451,0.15689296,0.49439532,0.81670856,0.01639947,0.14146812,0.12808268
0.7366971,0.753846,0.574352,0.12921734,0.1568354,0.10518412,0.38312763,1.0019459,0.00047335587,0.11061509,0.09837414
0.6744404,0.8827733,0.46886757,0.32377398,0.37972564,0.3936993,0.44142592,0.7454784,0.1294787,0.32766464,0.34453762
0.5196985,0.9181777,0.7128814,0.2761594,0.24173117,0.2370274,0.65187776,0.093696505,0.054380942,0.23153478,0.074673556
0.76652837,0.91818255,0.37713772,0.10244714,0.44178486,0.20896427,0.4173463,0.8971757,0.006097962,0.16249926,0.07873707
0.8075101,0.64984703,0.46925083,0.11548511,0.29435372,0.15406448,0.5119699,1.0892514,0.004576086,0.083539546,0.07190201
0.3085037,0.49495652,0.5702812,0.19074707,0.23263647,0.1916558,0.63968426,1.047633,0.023786895,0.0885213,0.17866834
0.4767232,0.96343577,0.48260483,0.25326687,0.4290015,0.33939037,0.69127715,0.8096183,0.046271447,0.24301054,0.36007482
0.14851792,0.38898784,0.5412644,0.17922187,0.35412243,0.23640278,0.56965953,0.96229255,0.006341913,0.049968623,0.0871294
0.6184701,0.97953165,0.34812903,0.06415901,0.084809154,0.048745494,0.30679888,1.062597,-0.0070496793,0.0013212711,0.059571378
0.7983772,1.0042672,0.3693822,0.35436147,0.5812522,0.5070442,0.94613194,0.79599786,0.17178,0.39358902,0.89810103
0.6574052,0.17645091,0.37911516,0.15850264,0.25695473,0.18418941,0.6133977,0.9218933,0.030177854,0.042468973,0.2399472
0.013712906,0.40897942,0.5890694,0.28128862,0.19770308,0.27355528,0.46619952,1.0900619,0.04371514,0.06339289,0.1529339
0.53858894,1.0691004,0.36766303,0.08636996,0.09550007,0.081727244,-0.12322502,0.7304966,0.0040955907,-0.042142976,0.017933756
0.53101647,0.88761604,0.6872377,0.2159174,0.60717916,0.3582048,0.29796818,0.65390575,0.07740961,0.27402773,0.19502725
0.7326254,0.9682918,0.65022206,0.36446398,0.45768383,0.41596615,0.8718785,0.85429066,0.10555679,0.3223557,0.5629863
0.671942,0.94459486,0.33041793,0.23576187,0.29568735,0.27817988,0.69726026,0.96720475,0.048543774,0.21782593,0.3951781
0.8472613,0.5406256,0.7142006,0.18479714,0.18833956,0.15999317,0.56173444,1.0712438,0.025269203,0.0979673,0.17235404
0.22403456,0.95372045,0.48180684,0.21186592,0.15757734,0.16037375,0.61216074,0.7140083,0.016658291,0.12915781,0.12578954
0.8800889,0.3999396,0.77538884,0.16242325,0.18329878,0.14331526,0.51273614,1.0017549,0.025614236,0.060317095,0.11159736
0.483728,0.8064045,0.28343254,0.13766564,0.25770006,0.16339818,0.6679607,1.0344393,0.021923706,0.122981995,0.25212958
1.0427442,1.0621288,0.7383815,0.84329075,0.8075904,0.859751,0.7849601,0.76420635,0.520689,0.77759725,0.69633335
0.5482442,-0.051226586,0.26627842,0.13433665,0.16592978,0.10521451,0.48989326,0.74463785,-0.007725565,-0.05043779,0.12633023
0.7058917,0.6418228,0.25282174,0.08473993,0.1316399,0.063431695,0.3816473,1.0039248,-0.0008027544,0.009860631,0.057991557
0.41849345,0.42407277,0.39665723,0.1246323,0.20807722,0.10099212,0.48946118,1.1204877,0.014347703,0.01931374,0.08008695
0.19860317,0.8262812,0.9851662,0.25764263,0.16933693,0.2036649,0.7321513,0.6778449,0.031986885,0.1594002,0.15806729
0.017862022,0.38828105,0.50509226,0.12688044,0.19821176,0.12551314,0.4411505,0.9930178,0.012132964,0.03445641,0.09511414
0.05112291,0.33818114,0.48433074,0.28952444,0.12109771,0.24068333,0.534196,1.038019,0.05585048,0.07392512,0.21403891
0.74245864,0.9768552,0.3087259,0.12254639,0.2994978,0.18846616,0.51358986,0.98833895,0.0069431504,0.14213498,0.11655178
0.018599477,0.42931938,0.4274856,0.17366037,0.21358939,0.18469264,0.49683112,0.9515931,0.022598892,0.074956685,0.14355318
0.2044298,0.80470884,0.5069981,0.10416021,0.4174789,0.20268573,0.47122246,0.91134554,0.008847774,0.13277195,0.09130281
0.8070013,0.4325177,0.93623227,0.21606725,0.22481985,0.18747403,0.4713173,1.0366281,0.041235227,0.060806476,0.10758616
0.46848312,0.32900238,0.42683,0.19357586,0.22645856,0.18615726,0.57652026,1.0187813,0.045454327,0.052977655,0.19900383
0.20616081,0.90260214,0.22234659,0.18404388,0.25983667,0.20917042,0.639145,0.9326974,0.039200593,0.17396514,0.31569263
0.063943096,0.9579183,0.8921545,0.13158268,0.13324268,0.12509668,0.41113818,0.46082073,0.0015241466,0.110756904,0.092271
0.70434517,0.9266192,0.29700425,0.16600594,0.36586973,0.27864206,0.7621533,0.85528165,0.045765117,0.21775314,0.5647659
0.30894232,0.43580645,0.49026406,0.12993379,0.64034754,0.2793253,0.6725257,0.8951805,-0.0071641435,0.081841394,0.109826624
0.6927971,0.9433619,0.3553281,0.20914273,0.4189655,0.34981385,0.7373094,0.86708194,0.045073956,0.24542111,0.47054142
0.009269823,0.37908432,0.47909093,0.18413061,0.22502367,0.1978677,0.54108,0.93264085,0.017995581,0.064099625,0.15570055
0.16995817,0.36101794,0.56238985,0.24398807,0.18418907,0.22243915,0.61022747,1.0081288,0.0533729,0.09427841,0.22301789
0.0967049,0.28405997,0.90846616,0.16804947,0.082903296,0.12565345,0.55579746,0.909742,0.0148678,0.023315653,0.13999057
0.79819727,0.96885943,0.5376609,0.48322546,0.61870205,0.61403024,0.77647394,0.7213276,0.28625184,0.54732877,0.725779
0.18026645,0.4798851,0.4855668,0.15473098,0.15374176,0.13119853,0.54705596,1.0253711,0.016298037,0.058691088,0.11274725
0.75127906,0.6145535,0.591225,0.29406726,0.41235116,0.37795597,0.8372262,0.9129229,0.10432422,0.22970946,0.59196913
0.35272694,0.11836383,0.711984,0.14232172,0.080785096,0.090489596,0.42975473,0.7524786,0.006179911,-0.021670833,0.08518039
-0.008342419,0.92473096,0.29073772,0.11979709,0.2806248,0.17208397,0.51069176,0.86874944,0.018198047,0.14069635,0.16861716
0.36634925,0.07495183,0.21040383,0.2272776,0.15010071,0.16859028,0.5057483,0.8627344,0.035604384,0.01163817,0.2272051
0.083310224,0.32088143,0.45130962,0.13080731,0.31389108,0.16986921,0.39662814,0.8677741,0.0069229594,0.027769791,0.13006207
0.2970652,1.0303789,0.4660957,0.120364964,0.5902116,0.2474785,0.37521875,0.7942024,0.0035770666,0.20001665,0.1539142
0.449624,1.0124471,0.21220833,0.1197582,0.16903561,0.11106472,0.4143688,0.9684017,0.007926407,0.08085221,0.059469417
0.016546562,0.3741417,0.45594192,0.17275468,0.20483106,0.1966226,0.41395503,0.92836356,0.022022825,0.05067127,0.16680665
0.6479663,0.7505026,0.5838787,0.2937507,0.38051108,0.34567222,0.8175283,0.9125787,0.079688296,0.22824842,0.51112586
0.6027659,0.9728665,0.29734397,0.10345466,0.12431528,0.09176306,0.41848963,1.0188799,0.0059891893,0.047761023,0.08329081
0.07326008,0.3292837,0.9368124,0.28069282,0.13402894,0.22977255,0.62087965,0.96338964,0.04078386,0.07560683,0.14728756
0.038365707,0.4650076,0.47421083,0.16860265,0.21891552,0.17064476,0.55823934,0.9419733,0.023011278,0.08871983,0.1462087
0.8140998,0.95634204,0.41890615,0.14636551,0.4525348,0.28979105,0.5720157,0.9585934,0.022442184,0.21242832,0.24460499
0.33661714,0.9623428,0.4732417,0.28488415,0.44030404,0.35257253,0.8257053,0.7573606,0.06296549,0.2531603,0.48438382
0.055926487,1.0259085,0.7589557,0.1329703,0.12832396,0.13169254,0.3831432,0.3290745,-0.00487992,0.12559953,0.08577977
0.7919532,0.8816967,0.6893668,0.20874828,0.34971398,0.29214877,0.32554948,0.93503296,0.03407132,0.217793,0.13206404
0.025562387,0.7788951,0.9060748,0.09106335,0.12583162,0.07790014,0.32692635,0.77108204,0.0034867786,0.08208972,0.101709016
0.68524355,0.92754084,0.36482134,0.14257216,0.17246968,0.13520637,0.4454872,0.9669651,0.0043351417,0.10145156,0.14463265
0.26836368,0.38748285,0.5565853,0.17552058,0.3262302,0.21800983,0.5970679,0.94519943,0.015362193,0.06404182,0.15454042
0.7779963,0.8675805,0.6716672,0.28880244,0.36463198,0.3352457,0.77411884,0.9441394,0.059882913,0.28051692,0.5359001
0.032443896,0.82147217,0.45719457,0.11750528,0.33466652,0.20028265,0.5101865,0.9940553,0.018777072,0.13666847,0.19911976
0.25858128,0.43954924,0.70212156,0.23936407,0.32350472,0.28713435,0.6423661,1.0795976,0.032162465,0.09225954,0.14860716
0.02006014,0.24610144,0.30157042,0.2018656,0.12770623,0.15095517,0.48687834,0.97326994,0.033280578,0.03970384,0.16317748
0.7709741,1.0315883,0.38198882,0.059036873,0.10176159,0.05837269,0.1974299,1.0396492,-0.003963612,-0.008602638,0.043312762
0.81640625,0.9127481,0.47525293,0.116251364,0.2263798,0.13215715,0.38152587,1.0663662,0.007073122,0.1204865,0.07676308
0.4406365,0.3618299,0.83654857,0.15655148,0.28370464,0.20001759,0.28192663,0.94656825,0.03101825,0.014464166,0.047290187
0.60625523,0.19057155,0.3484031,0.13783231,0.20305035,0.11990544,0.49638063,0.9528665,0.015398509,-0.0067018066,0.12666662
0.28423604,0.70585513,0.5613047,0.058674507,0.11581035,0.039187025,0.12883057,0.9338832,-0.00041555054,-0.02942662,0.06071472
0.45531937,0.38682115,0.7268846,0.25614333,0.25411564,0.2569248,0.6043172,1.0439093,0.04808461,0.08772598,0.19646707
0.10201788,0.32887018,0.45630887,0.23159578,0.15649419,0.19157943,0.5539461,1.1078532,0.04212675,0.06366271,0.20244566
0.0019798111,0.79672194,0.71524835,0.08913364,0.22715499,0.10530331,0.32602042,0.7951897,0.0089212125,0.10574317,0.12762432
-0.026910262,0.3802546,0.22536048,0.33424437,0.11001913,0.24072629,0.54393023,1.1953249,0.06821333,0.08344592,0.26051033
0.024510477,0.32296354,0.6924481,0.14638898,0.15166251,0.15946192,0.4830938,0.9026853,0.018530063,0.0431339,0.11128144
0.31778324,0.82404363,0.2689046,0.12716648,0.13963686,0.08004833,0.5026384,1.093136,0.011628493,0.0648282,0.08737897
0.74629956,1.0126828,0.14071783,0.092356205,0.08290703,0.07585288,0.41961712,1.0313709,0.0026494898,-0.010332499,0.049976125
0.2897169,0.92928916,0.32225937,0.17205502,0.37347835,0.2513743,0.720116,0.8141561,0.017657097,0.17248309,0.40337944
-0.0035855593,0.31868076,0.49675253,0.11699316,0.15061447,0.12757316,0.37257946,0.95559144,0.009006358,0.04064162,0.12890208
0.6479367,0.44582,0.63600236,0.11501585,0.09339318,0.062058523,0.400253,0.9572877,-0.0014594914,0.016566262,0.0537902
0.78151214,0.89961004,0.41021472,0.16190617,0.28001535,0.22022721,0.5761785,1.0263333,0.030458603,0.19473173,0.27045512
0.5127909,0.2586072,0.5023017,0.2969216,0.21219352,0.2564597,0.66694057,1.0437418,0.07566788,0.1078617,0.30732134
0.7586553,0.96538705,0.22359861,0.18762556,0.17126608,0.17350633,0.596426,1.0428116,0.027915303,0.120667115,0.24138544
0.5057926,0.35942444,0.7964703,0.40108967,0.22607577,0.36119252,0.67341864,1.0421273,0.098767534,0.15093163,0.3280303
0.002373634,0.99485415,0.68489164,0.11716555,0.1398689,0.11005144,0.4120918,0.50355613,0.0017994,0.10382603,0.08801237
0.46518388,0.37776986,0.72961116,0.26634336,0.2546985,0.27889526,0.73949724,0.95410204,0.056233715,0.112579614,0.27590916
0.83609277,0.7884916,0.7063033,0.27762085,0.3506253,0.3230252,0.76020956,1.0219834,0.07355309,0.253266,0.45908695
0.61289567,0.46221066,0.5765917,0.23210938,0.51368016,0.33808455,0.6823893,0.9111459,0.04143627,0.13703045,0.21156208
0.42063966,0.908916,0.4463304,0.2838648,0.4133057,0.3516441,0.87392837,0.7061673,0.072891355,0.2571179,0.5512994
0.6123184,1.0497935,0.16076541,0.088494785,0.086761795,0.06772122,0.5097902,1.1897224,0.008103897,-0.038723186,0.09250789
0.63266504,0.30827093,0.7513381,0.31708032,0.20282343,0.27869993,0.5591189,0.9850433,0.07617976,0.08114284,0.24273007
0.7496149,1.0118079,0.50532746,0.13017268,0.5468877,0.26336637,0.49038976,0.9444667,0.009258538,0.20344086,0.1921875
0.90868217,1.0065854,0.3230633,0.10578677,0.22143547,0.13667367,0.45354444,1.1368988,0.004313928,0.10532172,0.0971863
0.8235105,0.27833676,1.016521,0.2291014,0.04425301,0.09910452,0.70427823,0.8943886,0.03226153,0.026839413,0.17858961
0.746713,0.9900548,0.30905837,0.101690985,0.16732217,0.10922234,0.3233882,0.9921002,0.0022801403,0.06715745,0.034802698
0.20323882,0.20446026,0.58065915,0.08038753,0.106952354,0.04644224,0.38907707,0.86296624,-0.0017041005,-0.02455141,0.047175337
0.56804305,0.46359953,0.23094293,0.08564017,0.12751622,0.06196099,0.38608557,0.95943034,-0.0067110807,-0.013800021,0.08419457
0.64745885,0.986194,0.43704215,0.09356116,0.11760238,0.06420106,0.39769077,0.9795398,-0.0138976285,0.07885161,0.089204796
0.09152236,0.3804573,0.58930063,0.27661607,0.19441764,0.2562129,0.628067,0.99832463,0.053433593,0.10517278,0.224602
-0.007454062,0.21772395,0.45427933,0.11117834,0.1424705,0.09304737,0.44717413,0.8818767,0.0070480583,0.015710285,0.09561876
0.84405977,0.95074296,0.8378442,0.31330547,0.3640068,0.34426165,0.4163965,0.84867316,0.06614141,0.27702895,0.21360908
0.76313394,0.91911274,0.50857973,0.2572875,0.44274047,0.365669,0.56132525,0.8737918,0.060605627,0.28651062,0.30839524
0.5138997,0.99709386,0.696572,0.2575667,0.29485217,0.2679627,0.5468524,0.5770459,0.03039008,0.21110491,0.17634082
0.013998332,0.36841896,0.6568725,0.07727059,0.18121801,0.10413289,0.3847574,0.8112972,0.0028772429,0.03396379,0.07629982
0.61818236,0.9511615,0.30827868,0.08768009,0.10154005,0.07072608,0.35675085,0.9776891,-0.005847963,0.029841147,0.049102478
0.57150465,-0.09859316,0.5250122,0.09270431,0.106051564,0.07149116,0.33200794,0.7371403,-0.00627528,-0.088219896,0.07007182
0.7968836,0.94282323,0.47295675,0.20094591,0.41732517,0.30855945,0.6112665,1.0148772,0.033689637,0.21835296,0.23360604
0.3371125,0.95941216,0.29311514,0.0929986,0.09890878,0.053670183,0.39628106,1.0886611,-0.0037822425,0.044505645,0.06607107
0.15510343,0.38698128,0.6417897,0.27935332,0.28735307,0.30036172,0.6273972,1.1246618,0.026721664,0.07159795,0.12588748
0.21389373,0.5347773,0.49136144,0.18500163,0.68093854,0.31578282,0.70241725,0.9583323,-0.011830545,0.094588116,0.156072
0.69333774,0.9125441,0.32862514,0.15737835,0.21655712,0.17926456,0.40127718,0.85286784,0.011747492,0.11965592,0.13201782
0.78514177,1.0087392,0.40215003,0.19820403,0.33920893,0.2643143,0.7033273,1.0223386,0.044236798,0.21110839,0.37244073
0.5829058,0.98243576,0.60606,0.37990236,0.53101665,0.4547036,0.9945946,0.7021112,0.12308218,0.33552498,0.7028651
0.6148136,0.8405348,0.24872684,0.21176836,0.36499184,0.30544594,0.7640821,0.78485405,0.059133243,0.2156039,0.5971803
0.11915544,0.32475185,0.8463828,0.16394925,0.09210208,0.122941375,0.6236871,0.81974465,0.009542079,0.04766801,0.12758738
0.720598,0.92621076,0.43760976,0.36974746,0.532247,0.5019376,0.82438624,0.7237853,0.1852943,0.41374615,0.76058364
-0.01535218,0.37723464,0.82780904,0.028170247,0.20804031,0.10659203,0.35322684,0.61175007,-0.0020973822,0.013407642,0.11055663
0.17633551,0.21565363,0.4216576,0.12151468,0.21526799,0.12683907,0.43006104,0.9247346,0.0034505008,-0.009869097,0.067913935
0.58253664,0.67125946,0.44831565,0.11853656,0.6170622,0.2773769,0.6771921,0.8709957,0.00067548547,0.14544336,0.22475478
0.49751696,1.0108322,0.47399247,0.12939714,0.5565039,0.24363825,0.40891284,0.82855284,0.008632288,0.19128715,0.13116421
0.030811213,0.27341646,0.49952325,0.09327857,0.2338872,0.114736915,0.34551555,0.88624823,0.0041409777,0.004919529,0.06995354
0.39481455,-0.091469795,0.66244864,0.092350915,0.058174703,0.045995124,0.31972522,0.641087,-0.014529293,-0.08834292,0.04975888
0.68140626,0.82020706,0.5914327,0.34039456,0.46229175,0.40353253,0.86230344,0.8129815,0.10411285,0.26321173,0.63880455
0.7450159,0.5876728,0.9953679,0.26397973,0.10868093,0.17824325,0.75777227,0.2707175,0.04272723,0.09717007,0.10701641
-0.010013669,0.4129111,0.8688007,0.045725316,0.15837389,0.061648197,0.27120715,0.7970935,-0.0026625842,-0.0094899945,0.13189405
0.119344205,0.97115046,0.33823285,0.12812129,0.12101078,0.10576765,0.48323917,0.7726345,0.006766281,0.055120092,0.09668689
0.598689,0.9168266,0.47916305,0.27492896,0.40436316,0.3442773,0.81770945,0.8202357,0.073724695,0.25467128,0.60398626
0.033243727,0.40395764,0.49957344,0.16626129,0.21528395,0.19940974,0.39137357,1.0444024,0.022572715,0.0569961,0.18705246
0.6683968,0.93823344,0.18333293,0.116894074,0.107109934,0.09936508,0.46838564,1.0172399,0.014453101,0.061591733,0.11644568
0.02222566,0.16538927,0.7641745,0.061035253,0.09361655,0.044679213,0.4106604,0.7962116,-0.015330343,-0.020409849,0.06300145
0.21337892,0.99935067,0.6897048,0.087289035,0.12839526,0.077110544,-0.027397849,0.7326836,-0.0041373116,0.021532292,0.101035364
0.2926226,0.9646714,0.78091735,0.17158046,0.14508492,0.13820648,0.18669873,0.5695218,0.004797983,0.1079181,0.08473728
0.020621207,0.11950624,0.64035285,0.030170135,0.1330396,0.030071776,0.1844883,0.7978529,-0.02526518,-0.025124881,0.076534785
0.13967477,-0.01497259,0.5189694,0.07338676,0.06475844,0.03932965,0.39714032,0.661396,-0.03511925,-0.06713337,0.04461193
-0.020821746,0.6587276,0.521088,0.10627557,0.18237694,0.099519856,0.5819344,0.87579095,0.007954516,0.09477951,0.10433177
0.54470783,0.8993436,0.3417891,0.21121909,0.29537562,0.24732849,0.7073617,0.8963623,0.04144435,0.19468889,0.43317094
0.09683108,1.0387602,0.38814962,0.09926607,0.12525208,0.081229515,0.36064637,0.77002215,-0.0010512872,0.025856983,0.08436962
0.6371346,1.0352699,0.41832805,0.16316107,0.21053246,0.16877213,0.5217307,1.0258973,0.011555678,0.13803759,0.1595965
0.27073967,0.4353996,0.5819204,0.16700874,0.47585708,0.27430835,0.5884395,0.8551449,0.014142956,0.09461042,0.14001286
0.064960904,0.3191619,0.48528513,0.14670777,0.26938382,0.17908804,0.4574359,0.92194694,0.012726226,0.03221811,0.087787434
0.0017907443,1.0701259,0.6979151,0.09884993,0.24993621,0.14785784,0.3736868,0.68440646,0.003817468,0.1358717,0.18076779
0.24459162,1.008791,0.7598519,0.14585595,0.2239089,0.17735767,0.052382164,0.6416781,0.0006762473,0.112853006,0.10389251
0.80887747,0.56024134,0.9815406,0.29818487,0.14092615,0.21432564,0.71792513,0.9560642,0.060908202,0.14915712,0.28979784
0.50125307,0.9631434,0.30899233,0.14813551,0.28726166,0.20204633,0.5837152,0.99061066,0.0069977446,0.15541457,0.22956532
0.6307243,0.9290178,0.23883171,0.20014374,0.14063455,0.17140694,0.64236015,0.94624984,0.024476234,0.12615581,0.24750327
0.6527603,0.88876504,0.5794829,0.54910344,0.44915336,0.55916846,0.45054966,0.6517949,0.2632621,0.5165635,0.42582142
0.7800148,0.66450167,0.9441085,0.32294613,0.16823465,0.24179524,0.78486097,0.92111814,0.06273819,0.1792767,0.34178913
0.7557003,0.15001434,0.85515416,0.1861773,0.073399834,0.091409296,0.6310879,0.8527085,0.030493557,0.0074886736,0.1287415
0.028027423,1.0875542,0.4063389,0.12291938,0.26847568,0.14241533,0.84899646,0.8187144,0.010080011,0.1100176,0.10949858
0.030342836,0.7849523,0.32304588,0.11713126,0.33811566,0.18873282,0.475119,0.8553831,0.0035539,0.11767319,0.12688816
0.020260401,0.6446085,0.487781,0.08886904,0.27509364,0.13012731,0.39273608,0.969821,0.0060318997,0.07516402,0.09143222
0.021012481,0.4659403,0.53227913,0.19157021,0.30349913,0.265553,0.42722958,0.9874878,0.018923506,0.060668036,0.16012064
0.33556494,0.8850327,0.42621067,0.31073257,0.3452514,0.34429106,0.81249523,0.6510328,0.07020149,0.25158244,0.372971
0.67974496,0.7971325,0.5592934,0.14786789,0.81839424,0.3921615,0.63457656,0.6844591,0.059546646,0.33416805,0.3999708
0.77740604,0.8757777,0.5665685,0.10705656,0.50161016,0.2304083,0.36151797,0.93069905,0.012095966,0.20286074,0.1322306
0.61365753,0.25922495,0.5026196,0.10737699,0.15563424,0.07740139,0.36108387,0.9314357,0.010713565,-0.0004694704,0.052319717
0.15024258,0.00462196,0.66457945,0.09318869,0.0784246,0.059039682,0.2353215,0.6742826,-0.009050193,-0.049900595,0.08084967
0.31477752,0.96853924,0.50507426,0.22198927,0.29137528,0.23663762,0.73125464,0.9185432,0.034097046,0.19720833,0.30669928
0.12509298,0.2589841,0.87898785,0.12754808,0.10584165,0.101299435,0.37999725,0.94762456,0.011779393,-0.0039542243,0.06497347
0.025268923,0.22961512,0.3652655,0.17056537,0.13099718,0.12734643,0.33930302,0.8975777,0.019370638,0.0125899995,0.1071444
-0.00911309,0.9618458,0.6459311,0.13537884,0.2724729,0.18378502,0.3364961,0.5325482,0.007861472,0.15959316,0.17287269
0.7330155,0.9335415,0.4998528,0.3007149,0.36819768,0.36727592,0.59011,0.8490351,0.09301444,0.31674814,0.36865774
0.058606908,0.10979489,0.835178,0.03040019,0.053971693,0.017917037,0.43456995,0.67753214,-0.028300066,-0.02888276,0.047650322
0.6952053,0.92695,0.24638158,0.18404846,0.22406311,0.20378514,0.6568517,1.0016292,0.03297416,0.16211484,0.3466541
0.6866683,0.98028916,0.24098933,0.08313791,0.0837135,0.067163914,0.42250848,1.0505272,0.008578903,0.018445395,0.077055685
0.88071454,-0.0040532574,0.551772,0.15993297,0.16471341,0.13116962,0.5868041,0.87863636,0.014363873,-0.03452117,0.15631036
0.112900585,0.33549568,0.9490983,0.25630897,0.12699312,0.21824509,0.5821831,1.0028224,0.03866862,0.05928328,0.13796109
0.7435816,0.9644376,0.5896914,0.40547538,0.6473428,0.5306581,1.0724514,0.6650383,0.15870972,0.35943803,0.89996606
0.8501258,1.1072998,0.2349394,0.05726193,0.07256372,0.041878894,0.27531752,1.1395354,0.0027923798,-0.092366904,0.038412467
0.40432182,0.8997062,0.6347431,0.12177175,0.22544856,0.153725,0.031443287,0.7270668,-0.0020436058,0.09815258,0.07448925
0.5913071,1.0182066,0.7405752,0.45071852,0.45268795,0.46066388,0.7576247,0.5805878,0.17577216,0.4028128,0.3999439
0.20436499,0.3219213,0.99572533,0.29207402,0.107376546,0.22997664,0.7090639,0.8845015,0.055047136,0.08673452,0.20224367
0.01946782,0.25510687,0.7806376,0.051535487,0.16239065,0.057781473,0.21180381,0.94661796,-0.0008172281,-0.0049466044,0.090999335
0.06517387,0.21053323,0.1602605,0.28299487,0.11013195,0.18618655,0.53113824,0.99516845,0.055388693,0.04191169,0.23273993
0.73992157,0.87931466,0.48310843,0.28577447,0.5140614,0.4370474,0.7628033,0.785251,0.13759261,0.3611581,0.6008855
0.8393982,0.55729055,0.5844773,0.13885406,0.4414923,0.22415432,0.50693905,1.0007478,0.006621399,0.103431225,0.10817457
