AFP,Input,Enquiry,PDR_AFP,PDR_UFP,NPDU_UFP,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
0.013422506,0.0041884882,0.006609922,-0.003644105,0.0032425858,-0.010472391,0.0042684167,0.0017312737,0.00026095775,0.0004775991,0.004478448,0.003558111
0.0075019225,0.0047061024,-0.00077699404,0.089057565,0.07565012,0.071821146,0.027485568,0.0011612586,0.007390701,0.00037377438,0.028471211,0.027890362
0.0058821705,0.0054158326,0.017900549,0.049569957,0.044942997,0.039503563,0.010648394,0.00059090566,0.0027365428,7.096343e-05,0.013533967,0.013201916
0.006422378,0.0030490905,0.015823077,0.008266378,0.011890098,0.010679007,-0.00039818557,0.00075967994,0.00023441284,8.1295104e-05,0.0002597086,0.00041831285
0.0055464576,0.007603525,0.022112958,0.08852644,0.07456251,0.08436063,0.014294176,0.0011168832,0.003209474,-9.992633e-06,0.010683052,0.010591745
0.0050769425,0.0057525164,0.0021330472,0.025976494,0.019615266,0.023804622,0.004077783,0.0008206583,0.0008702801,-4.1348845e-05,0.0031584995,0.0028513684
0.005356418,0.0019322372,0.00022506341,0.054338332,0.042224087,0.040600937,0.009668203,0.00077151495,0.0014349953,-1.5935118e-05,0.008349626,0.007815475
0.004671066,0.0028026735,0.0041555203,0.040192626,0.032831453,0.027329054,0.0048882975,0.00041251795,0.0014426595,0.0001200458,0.008401304,0.008428463
0.004655784,0.003481592,0.007882938,0.13828467,0.1234217,0.12023448,0.015438254,0.0008944742,0.00582146,-0.00020022549,0.015632315,0.017787106
0.008496628,0.00784874,0.023911677,0.13478157,0.11920182,0.13004355,0.03212448,0.0012739926,0.008125328,0.00016989584,0.028394746,0.02727104
0.007597523,0.00245642,0.008142313,0.0126262475,0.015925217,0.021187581,0.0057603917,0.0009366097,0.0013007378,3.166133e-06,0.0043028225,0.0044164443
0.005453958,0.003455846,0.005571985,0.05735831,0.04996876,0.047839217,0.011015069,0.0007181418,0.0022265483,3.456285e-05,0.010970239,0.010380285
0.004177842,0.0038255546,0.009269002,0.024924526,0.021770459,0.021378867,0.0016348017,0.00062159996,0.00075200864,6.3443404e-06,0.0030379985,0.003080024
0.0040792506,0.0040069846,0.009851478,0.0519261,0.04231277,0.04763271,0.009449609,0.0007016411,0.0015975772,-9.511174e-05,0.007196614,0.0067317355
0.010257773,0.0045242608,0.008219629,0.02026041,0.017893355,0.012202278,0.0076111024,0.0011191595,0.00074045546,0.0003243463,0.007231952,0.0063845464
0.0052174716,0.003018994,0.0064710206,0.030969735,0.025964893,0.02817756,0.0052319495,0.00066834677,0.0013052404,6.529612e-05,0.006010119,0.006180049
0.009536185,0.012772275,0.027504258,0.2648695,0.23888478,0.24984069,0.06302698,0.0025456129,0.028348088,0.0005137288,0.05654431,0.056716967
0.00565412,0.004493309,0.0062332964,0.05024228,0.04360366,0.039854247,0.00505728,0.00089679623,0.0014993544,1.204171e-07,0.0054614614,0.0054902737
0.009771242,0.004901763,0.017831758,0.012082791,0.012522088,0.0070768762,0.0038546429,0.0011524237,0.00017490529,0.00035197387,0.0033884821,0.0029710792
0.003921578,0.002318191,-0.00181768,0.06631023,0.05461065,0.051884227,0.0063481526,0.00052246056,0.0013765697,-0.00016884058,0.006365571,0.0068994076
0.02242908,0.014661051,0.1162415,0.13042004,0.11514709,0.114959076,0.07426444,0.0033881848,0.022086114,0.0008226218,0.07070102,0.06647223
0.02179286,0.015401226,0.09266076,0.013037007,0.015156565,0.01851568,0.021269754,0.0013559877,0.002716255,0.00084839464,0.02066218,0.0224671
0.0058221985,0.00744077,0.016531786,0.107393876,0.0897256,0.10282069,0.018813904,0.0010629798,0.0049986606,0.00014513466,0.013984328,0.013772146
0.0047541987,0.0061489097,0.010903794,0.07802,0.06570317,0.07357803,0.013200757,0.00093095633,0.002894236,-0.00010065902,0.010164606,0.010003479
0.013796956,0.006815087,0.0074781077,0.056877904,0.04994816,0.045555122,0.02445288,0.0011376945,0.00415003,0.0004460116,0.02385098,0.023296274
0.007267452,0.005323071,0.0035554876,0.051648047,0.043589205,0.04553961,0.014360041,0.001172736,0.002671609,-8.1719e-05,0.012025887,0.011800999
0.0045716916,0.0031864261,0.0034912494,0.061060965,0.051179834,0.0535253,0.010428943,0.0007768776,0.0019002738,-0.00012920795,0.008466511,0.00818171
0.0056480286,0.0046483134,0.00021270197,0.058296323,0.047753,0.050489087,0.011057492,0.0007679311,0.0014086681,-7.9360325e-05,0.0084305145,0.008067083
0.0046600667,0.0047914675,0.013170799,0.06373894,0.052855603,0.05496853,0.010606125,0.000775509,0.002720107,8.86267e-05,0.010454212,0.010179324
0.0045197094,0.0040143607,0.014765659,0.017746028,0.016539976,0.011884015,-0.0021380223,0.00058835564,-5.6352932e-05,8.636591e-05,8.963328e-05,0.0001031775
0.0024261738,0.003161191,0.009453505,0.070947506,0.059050977,0.058756217,0.0019022471,0.00032683427,0.0012065176,-0.00022456098,0.0020442228,0.0035103918
0.010663304,0.00893517,0.044493753,0.12662429,0.113616556,0.11865052,0.039910045,0.0014321108,0.009782064,6.154972e-05,0.037219487,0.03661558
0.0060492223,0.0028667143,-0.00072216755,0.029082263,0.023210548,0.013915027,0.0016541916,0.00047498278,0.0004970059,0.00019046917,0.0050286544,0.005037452
0.00513381,0.0020742852,0.0112275705,0.029352214,0.028825276,0.019382037,0.005338722,0.0008251227,0.0018855426,0.00013023417,0.008115635,0.007959507
0.0040017343,0.0020031831,0.0050794906,0.06360143,0.053325687,0.053073637,0.0058253007,0.00053948816,0.0013497005,-0.00020249082,0.0045074075,0.00532859
0.0047728275,0.004162346,0.0073459805,0.07902509,0.06804468,0.07443485,0.009342207,0.000570084,0.001580677,9.039014e-05,0.0055386284,0.0059098536
0.009717663,0.0047987755,0.008791989,0.032779783,0.027177678,0.026098464,0.013032297,0.0011712591,0.0014151265,0.00024910673,0.01032432,0.009144498
0.005339113,0.002317136,0.005681792,0.06787254,0.055673875,0.053048022,0.011518726,0.0007714673,0.0025104228,-6.1551225e-05,0.010928453,0.011336053
0.0062864614,0.0033170995,0.044298165,0.06332933,0.051157504,0.051474784,0.009541916,0.0008059634,0.0019405445,0.00012245061,0.009235524,0.009261633
0.003569315,0.0018904915,0.0037095537,0.046343263,0.03933399,0.038108647,0.005581748,0.0005536543,0.0013046386,-0.00010646183,0.006088891,0.0059881974
0.026500575,0.016384428,0.079503685,0.054040913,0.04604563,0.046037458,0.04487293,0.0012839593,0.0070665507,0.0016093863,0.042751096,0.04330114
0.0029107882,-0.00089423126,0.009655772,0.01741386,0.019540468,0.01985092,-0.0005726889,0.000633752,0.0010421835,-0.0001771954,0.00026425533,0.0006558439
0.021571197,0.008350411,0.012083837,0.05508095,0.052407864,0.051028434,0.035621494,0.0010165202,0.005416603,0.00081746944,0.034579974,0.034334596
0.0039550336,0.0031450852,0.008834919,0.03324218,0.028480638,0.02495384,0.0023481273,0.000543442,0.00071807194,1.332807e-05,0.0040178816,0.0038500181
0.005201173,0.0043706167,0.013516841,0.07339861,0.06277772,0.06485079,0.0143134715,0.00065429823,0.0035288339,-0.00013597771,0.013655907,0.014080081
0.012682787,0.0044021625,0.006973196,0.039382085,0.032459628,0.032312237,0.0163569,0.00088046107,0.0021019639,0.00044636946,0.014951836,0.014800506
0.004401998,0.0031809034,0.009405065,0.05493255,0.04618723,0.04640468,0.010032989,0.0005752061,0.0021849452,-0.00011573006,0.0098189665,0.009926037
0.004579096,0.0024111993,0.0038970653,0.052890845,0.042473093,0.037835263,0.0070465654,0.00059201114,0.0017018745,3.205183e-05,0.00851701,0.008606403
0.011350531,0.008808842,0.05001887,0.056507453,0.045203652,0.042844716,0.023088705,0.0008648565,0.004737152,0.00068074546,0.02429046,0.024521936
0.004134811,0.002172928,0.0036449307,0.0449459,0.034969095,0.032779634,0.0058472585,0.0005455952,0.0014091642,1.8420138e-05,0.006958639,0.006987249
0.02140015,0.011507699,0.0012042427,0.021184217,0.01406032,0.0115097705,0.015286468,0.0013101845,0.0010979243,0.00070079166,0.0142346,0.015396114
0.010278513,0.008233128,0.042928714,0.09690488,0.08437832,0.08981699,0.03608033,0.0012893685,0.007857611,-8.947488e-05,0.03199467,0.032278564
0.0053203586,0.0038558452,-0.0016295202,0.070717,0.060742795,0.06312727,0.01286583,0.0008372648,0.0023864717,-8.525679e-05,0.010767917,0.010067774
0.0041770674,0.0021994486,0.0015157284,0.054115348,0.045457333,0.041548748,0.0063213636,0.00057750125,0.001411567,-0.00010052,0.0069247,0.006933744
0.004601462,0.00253829,0.015888842,0.012336286,0.016273905,0.0067453478,-0.0020805262,0.00087713415,0.00050552946,0.000111037254,0.00096317707,0.00096363714
0.006079702,0.0060320254,0.0044517787,0.07179736,0.061300322,0.06540918,0.0115413,0.0010995809,0.0017668311,-0.00021258283,0.0076376186,0.006825877
0.0040727016,0.0033823587,0.011163424,0.028474081,0.024520457,0.020259757,0.0008957165,0.0005175573,0.0005396969,5.7510355e-05,0.0031080511,0.0030649188
0.0037593918,0.0033981358,0.013418421,0.033476114,0.029612958,0.026731055,-0.0011797147,0.0004896469,0.0004502572,-9.993954e-05,-3.0918978e-05,0.00073290383
0.02498966,0.011607604,0.040203676,0.029040536,0.022427626,0.020454025,0.030780096,0.002070599,0.0038771275,0.0009641877,0.028128296,0.026678292
0.0038186633,0.003908559,0.006910353,0.054644637,0.04641591,0.046423737,0.0041686445,0.00044580945,0.0011105926,-7.591817e-05,0.004065344,0.0047510723
0.012542,0.0072942576,0.028890088,0.05793461,0.043716013,0.046254694,0.018465057,0.00075836503,0.0024335487,0.0006374866,0.016071176,0.016975772
0.012790989,0.007286576,0.012062056,0.019016782,0.016295036,0.012492428,0.0058168415,0.0009886759,0.0005260955,0.0002791864,0.0074668014,0.008418968
0.0055857943,0.002411917,0.004332258,0.058090743,0.046089303,0.042843457,0.0109338565,0.00068288535,0.002392477,0.00011439849,0.011506284,0.011659293
0.0026537217,-0.0008663407,0.0016571737,0.02988549,0.02789467,0.03127298,0.0042456565,0.00065484457,0.0018791066,-0.00023345051,0.0044581937,0.0047059357
0.0060764863,0.0067082094,0.01839241,0.09473896,0.08189447,0.08789768,0.016383164,0.001201502,0.0034841325,-0.00017042589,0.0115684625,0.0114301825
0.0032324,0.00198989,0.004018267,0.03816224,0.03248203,0.030533299,0.003688728,0.000473889,0.001606583,-9.01239e-05,0.0056522717,0.00597429
0.003412276,0.004003416,0.015234636,0.047538906,0.0396083,0.041778505,0.006084068,0.0006555421,0.0020126333,0.0001760364,0.007322404,0.0070595862
0.0049728164,0.0026732318,0.0051084515,0.045325946,0.035157327,0.034154434,0.007073347,0.0006992193,0.0010576046,2.1883006e-05,0.0063630603,0.005953938
0.0046996037,0.0019772607,0.0041453103,0.07915746,0.06656267,0.06371851,0.010597024,0.0007772445,0.002786253,-0.00013378327,0.01003878,0.010728764
0.0026436006,0.002084111,0.010854671,0.088102505,0.07612477,0.07533769,0.005940174,0.00064506463,0.0021033767,-0.00027291104,0.004986496,0.006132791
0.0051668813,0.003606844,0.00781306,0.048818577,0.04025479,0.03809937,0.008712059,0.00048627175,0.0020245763,4.3993074e-05,0.01032388,0.010514388
0.002473519,-0.00015702914,2.3260247e-05,0.06729144,0.05473216,0.04664223,0.0022584859,0.00042163781,0.0013767278,-0.00014065944,0.0045260927,0.005644466
0.004147852,0.0018171244,-0.000644865,0.06295743,0.056283757,0.05081986,0.009271971,0.0006294761,0.0026156188,-0.00014475334,0.010947039,0.010743425
0.0033543177,0.0026061586,0.00615671,0.04926787,0.041614212,0.036694996,0.0039038816,0.0003229902,0.0014928071,-1.4027322e-05,0.006714959,0.007237311
0.003703901,0.0034589528,0.000821732,0.018079445,0.016259098,0.025244692,0.0030259793,0.0009338686,0.001065608,-0.0002455903,0.0009060637,0.0007584472
0.0034393605,0.0035388987,0.013393413,0.073084965,0.06468611,0.06592423,0.0035528531,0.00035291002,0.0013954423,-0.00030940288,0.0022238907,0.0041480972
0.013816637,0.008308428,0.006286202,0.055948716,0.04380467,0.044817004,0.022864655,0.0011737912,0.0029904158,0.00041934702,0.020531978,0.019913528
0.0044994773,0.0030832812,0.015450556,0.011334583,0.0125381,0.010534657,-0.003100764,0.00068272353,-0.00010884041,-1.4156718e-05,-0.0020104945,-0.0018392801
0.004047377,0.0045435755,0.014064492,0.07236802,0.060418874,0.069843054,0.014177167,0.0008760893,0.0031482633,-1.29253895e-05,0.011210721,0.010635197
0.00479512,0.0025362426,0.008406259,0.054985527,0.04405726,0.040256556,0.007991957,0.0006846828,0.0018547475,6.312436e-05,0.008906549,0.00939603
0.0034327516,0.0027239858,0.003463496,0.03389615,0.028828746,0.027327545,0.0036712105,0.0005357812,0.0013843236,-4.3951062e-05,0.0058410116,0.005872884
0.0048384676,0.0014311601,0.0058131698,0.08202385,0.06706395,0.062166814,0.010442457,0.0008956082,0.0027554855,-1.8108309e-05,0.010125762,0.011355792
0.01410408,0.007905055,0.011630258,0.054370396,0.042891305,0.04744344,0.023968726,0.0013519118,0.0032966277,0.0004575454,0.021459553,0.021256197
0.0038466156,0.0029135179,0.01634486,0.020424176,0.019529432,0.01349819,-0.0019276715,0.0006019367,0.00017409772,3.234962e-05,-0.0001272969,4.803203e-05
0.008900683,0.008254806,0.025941897,0.13496986,0.117956825,0.123137586,0.029852666,0.0014481349,0.007596584,-0.000102360194,0.026070392,0.02646053
0.0045282566,0.004699901,0.010495764,0.050223924,0.040649332,0.04271479,0.007139682,0.0006697751,0.0013909044,-9.142725e-06,0.0065241484,0.006234308
0.009424212,0.003107558,0.002958795,0.054995194,0.04077183,0.04153505,0.016330805,0.00084050826,0.002159088,0.00026302683,0.013958804,0.013599686
0.0030524032,0.00074444374,0.007320655,0.032937646,0.031268332,0.023618326,0.0037761074,0.0009215198,0.0014800483,-0.00012510255,0.0046154186,0.004430203
0.027981099,0.014685709,0.07132636,0.043567587,0.037942424,0.043724015,0.04374363,0.0015020382,0.0057174545,0.0013588015,0.038433164,0.039354555
0.0045444854,0.0031909517,0.015107943,0.073820814,0.061714847,0.059753075,0.0059997924,0.0006747929,0.0011514013,-0.00020150641,0.004745393,0.0056223483
0.004730283,0.0035762428,0.0064054797,0.0609354,0.052578174,0.0548533,0.011707201,0.00073868025,0.0022014293,-0.00020291824,0.009782568,0.009546472
0.003931391,0.0037619765,0.009550236,0.06318797,0.051470693,0.056216985,0.010763781,0.00066122506,0.0025145472,2.1919961e-05,0.009750554,0.009274144
0.0050641177,0.003689976,0.0070872707,0.07793617,0.06669712,0.064393885,0.01057428,0.0007613946,0.0031492768,-0.00010358602,0.011191495,0.01185573
0.004120166,0.0005259111,0.0021694826,0.038683157,0.031127878,0.03468125,0.0071046064,0.00075639674,0.0016397034,-0.00011358126,0.0057820906,0.005710033
0.0050149374,0.002421426,0.002036189,0.08157803,0.07228889,0.06757038,0.012760385,0.00080477935,0.0035868862,-0.00016752473,0.013464128,0.01370982
0.0045815753,0.0023766265,0.0051202793,0.054546364,0.04165242,0.0393305,0.0069015506,0.00053262734,0.0014067639,1.0657732e-05,0.0071556717,0.0074228114
0.0053075626,0.004391808,0.022475414,-0.0063959025,-0.00055854395,-0.0064121895,-0.008254371,0.0009464347,-0.0016009044,4.3164e-05,-0.008304039,-0.008610956
0.008842241,0.006147559,0.019731695,0.025951082,0.020858623,0.01814902,0.0053648,0.0007132306,0.0005101701,0.00039716793,0.0059029297,0.0060099
0.00413217,0.0027158326,0.007826458,0.12933344,0.112728044,0.111653276,0.012883537,0.00071658916,0.0048274095,-3.403599e-05,0.0125870835,0.01461933
0.0038695284,0.0036636402,0.0062561417,0.07372019,0.06404658,0.06459381,0.0059361802,0.00046288065,0.0016025393,-9.2653776e-05,0.005012408,0.0058441022
0.007888555,0.006115014,0.0050308765,0.031838026,0.025157347,0.022894172,0.006270057,0.00087728957,0.0017251264,0.00015662315,0.0070448457,0.0080617275
0.0048158295,0.003485127,0.005266205,0.059399184,0.051589206,0.052723676,0.011340283,0.00072071084,0.0021066095,-0.00021276854,0.00975042,0.009572515
0.0046330607,0.0059655383,0.015102853,0.08941172,0.0743805,0.08059141,0.008273348,0.0008112438,0.0019516307,-1.7965445e-05,0.0053293584,0.0055725016
0.004724785,0.0032879687,0.012871575,0.03753249,0.033243433,0.027293138,0.002646231,0.00071724015,0.0010959029,-2.7383801e-05,0.0038598063,0.0041467864
0.0036093453,0.002407987,0.0038535711,0.07126993,0.058922563,0.056227244,0.0054314956,0.0006717935,0.0015429077,-0.0002295893,0.0049554063,0.006260339
0.0043406403,0.0016258402,0.0038876114,0.061666258,0.048698,0.04633687,0.007760275,0.000686099,0.0017882889,-6.8385474e-05,0.0075223586,0.008116307
0.0045144386,0.0031568727,0.0028229658,0.08351894,0.07359971,0.07341321,0.010835223,0.00066858815,0.0029819824,-1.562458e-05,0.010401312,0.010356132
0.031836092,0.010309191,0.033203345,0.03811563,0.0410334,0.042903285,0.049789112,0.0016803165,0.0069794934,0.0012824392,0.046011634,0.04612124
0.0065887435,0.0053653494,0.022645816,0.0015903674,0.004449116,-0.00057383627,-0.0038641756,0.0008868788,-0.00093593635,0.00016024965,-0.003681207,-0.0040022666
0.012492384,0.012300096,0.042218655,0.08406808,0.07356433,0.0825356,0.041875895,0.0016988355,0.008355956,0.00018553431,0.036020815,0.034447975
0.006646974,0.006863832,0.010219129,0.12434986,0.10357084,0.11185677,0.021152768,0.0010064739,0.0054609533,1.9899278e-05,0.018075109,0.018748721
0.002932097,-0.000889895,0.0062179225,0.057845898,0.04897033,0.04851341,0.004972916,0.00042404063,0.0019649959,-0.0002683915,0.0048885187,0.0061663752
0.0054924497,0.007212478,0.017961387,0.08831556,0.074886225,0.083194666,0.015796207,0.0009848963,0.0038520433,-2.6769296e-05,0.013477936,0.013621662
0.004219837,0.0042690784,0.008244725,0.046950348,0.03868244,0.033685915,0.00507519,0.0004184933,0.0016839152,5.0885683e-06,0.0076277643,0.007922314
0.0067709815,0.0017314662,0.015240766,0.08505669,0.065791085,0.065632194,0.014800687,0.0009898124,0.003011886,8.223168e-05,0.013453665,0.0137633225
0.0072712917,0.009830717,0.018477995,0.10352293,0.087701984,0.09527203,0.018594038,0.0011815458,0.004184016,-5.4288925e-05,0.015548573,0.015589956
0.0061257016,0.0025301035,0.0045449934,0.0614843,0.04434596,0.04565335,0.0111929495,0.00081522856,0.0014710436,5.4472534e-05,0.008266423,0.008169554
0.002810754,0.0037789014,0.030894518,0.07204059,0.059394125,0.06427832,0.0027871367,0.0006210167,0.00011487212,-0.00017343323,-0.00077865645,0.0002028197
0.0050944,0.005774104,0.014474603,0.004255794,0.0053312182,0.0075198486,-0.0034836028,0.00089535327,-0.0006796301,-4.360976e-06,-0.004132934,-0.0043491907
0.005135309,0.005539545,0.01483389,0.00054448843,0.0028810054,0.0070460103,-0.0038652522,0.0009829595,-0.0008663242,-3.559841e-05,-0.0052257497,-0.0054851444
0.004684505,0.004938621,0.011638202,0.055721294,0.047835633,0.045750782,0.0047508213,0.0007854126,0.0018464513,2.6494876e-05,0.00614549,0.0065556094
0.0037341954,0.0012555267,0.00027878722,0.07727723,0.06675502,0.058828123,0.010216329,0.00069478503,0.0035958346,-2.2362728e-06,0.012864563,0.013838571
0.0044625793,0.004382397,0.012297335,0.013544727,0.013279708,0.012945853,-0.0017718486,0.0007324894,-7.284153e-05,2.9417279e-06,-0.00092139,-0.0010052575
0.008964499,0.0060325647,0.009790588,0.05507601,0.046705347,0.050861314,0.017337408,0.0010905153,0.0024781898,8.909675e-05,0.013751511,0.01330235
0.005268666,0.0028251507,0.006226853,0.053906612,0.04031367,0.03964624,0.007704289,0.0006430241,0.0012247928,2.3502933e-05,0.0066505796,0.0067702397
0.004822357,0.0015711162,0.0007298989,0.057685032,0.047027677,0.043716736,0.008953813,0.00075023837,0.0017563676,-5.1201125e-05,0.008614036,0.00844641
0.0052889306,0.003190662,0.009011244,0.042126685,0.03199088,0.030392133,0.005044446,0.00066474406,0.00077242276,6.35235e-05,0.0046438156,0.0046201884
0.004261493,0.005042241,0.007827897,0.066885546,0.05419283,0.059737727,0.008608234,0.0006733292,0.0017583822,3.9719307e-06,0.0060428553,0.005843459
0.0055496185,0.0032117874,0.009206226,0.13007382,0.10866677,0.11959638,0.023086,0.0009792645,0.0067883767,0.00046171003,0.02075511,0.020202238
0.003630763,-6.551109e-05,0.010831796,0.086430475,0.06964268,0.06911373,0.0122056855,0.0006614877,0.00426845,5.854819e-05,0.013001962,0.014199575
0.0061721243,0.008497857,0.009458165,0.21841972,0.19973461,0.21481167,0.035871387,0.0021254173,0.013894264,0.0003661925,0.027464816,0.028922789
0.007531277,0.0042071464,0.0065879775,0.036385708,0.029408012,0.02597778,0.007677185,0.0006752673,0.0012800074,0.00021676114,0.009113788,0.008846086
0.0055334168,0.0042165294,0.015564824,0.02043021,0.016553704,0.013916644,-0.00046207896,0.0007398403,-0.00028273324,0.00012064043,-0.00027153268,-0.0004565101
0.0036010833,0.0035358008,0.0083003305,0.06011767,0.049121622,0.051928125,0.00826776,0.0007212282,0.0019604787,-0.00011196826,0.0073670987,0.0074754553
0.007127426,0.008065797,0.014353354,0.10856746,0.09043421,0.098770924,0.017658219,0.001211733,0.004573319,6.1350584e-06,0.014506746,0.01423981
0.0044616563,0.0032094377,0.008171618,0.059347816,0.05173207,0.052883007,0.010771916,0.0006973826,0.0021085707,-0.00023119645,0.009261625,0.009200271
0.003983952,0.0032773279,0.010028115,0.03126214,0.026663357,0.02304896,0.0018104571,0.0005270627,0.0006487948,3.590562e-05,0.0036763698,0.0035647685
0.0042518787,0.004372403,0.0034668497,0.04069131,0.032588735,0.0348437,0.0061789723,0.00074739754,0.0008819387,-9.954587e-05,0.00454654,0.0039026625
0.0044910125,0.004091707,0.012359358,0.017621493,0.016177505,0.014345313,-0.001119487,0.0006742771,6.612949e-05,3.3174972e-05,0.00015268568,9.40375e-05
0.007494823,0.0060108546,0.017444542,0.054218315,0.046230584,0.048652858,0.01811824,0.0012528112,0.0027007745,7.613099e-05,0.01453262,0.013086781
0.004204583,0.0017836133,-0.00012293225,0.06851825,0.05913613,0.05395115,0.008117329,0.0007228509,0.0022357916,-0.00013012014,0.008817531,0.009004657
0.0043098433,0.0046980325,0.0042120735,0.03870768,0.030205686,0.032170128,0.005753114,0.000705936,0.00093569316,-6.0239734e-05,0.0046060337,0.004090965
0.0016782895,0.0020059517,0.024683218,0.058232356,0.04852387,0.046714425,-0.0017741267,0.000361689,-0.00018049299,-9.68728e-05,-0.0011334224,-0.00010399707
0.005138719,0.0032821335,0.01248662,0.032243155,0.0257206,0.023781866,0.0018833666,0.00067832234,0.0003129202,4.8467537e-05,0.0017726971,0.0018509068
0.00584222,0.0055275783,0.01318046,0.10934624,0.09451361,0.09687408,0.014668695,0.00099177,0.003681982,-0.00021659602,0.011996328,0.013051299
0.010225492,0.0050691916,0.055090114,0.039687265,0.03546111,0.029062351,0.013612039,0.001335019,0.0028097937,0.00046645274,0.014700592,0.013978615
0.0006577906,-0.0022433433,0.001357696,0.086180106,0.066612504,0.056643948,-0.0019444539,0.00020913628,0.0012724552,-0.00021995707,0.0010759286,0.0038898885
0.005005946,0.0045770486,0.020157177,0.081503615,0.06781246,0.07302515,0.017351266,0.00052391965,0.0047026677,-1.043002e-05,0.017108066,0.017873138
0.0038873628,0.0027358274,0.005250582,0.04429872,0.036628675,0.036340866,0.006697119,0.00053735776,0.001233733,4.595059e-05,0.006981838,0.0065384097
0.004858224,0.004973381,0.0022562244,0.02794713,0.022163883,0.023666918,0.0036043522,0.00074754085,0.0012477193,-4.104573e-05,0.0038751387,0.0043201884
0.0043980284,0.003688557,0.0047150645,0.07204725,0.06323292,0.06621299,0.007264821,0.00058654137,0.0011829799,-8.419751e-05,0.0042800987,0.0046953615
0.0038647887,0.0037232246,0.009048941,0.06479641,0.053091086,0.051668722,0.003831945,0.0003842133,0.0011347707,-0.00016044803,0.0037302878,0.0050491467
0.0049361563,0.0029341332,0.008004981,0.03783194,0.029292809,0.026828473,0.004699604,0.00062740303,0.0008998602,8.0946615e-05,0.0052862596,0.0051278425
0.0046672802,0.002964873,0.0008213385,0.044214047,0.03670048,0.040603355,0.0065063513,0.00070964434,0.0010371171,-0.000103587925,0.0048697363,0.004788412
0.0047102924,0.004821756,0.0073164157,0.11390272,0.10007043,0.10695517,0.01420503,0.0009399146,0.0041347137,5.7445577e-06,0.0101451175,0.010552464
0.0062439656,0.0053573474,0.014607839,0.08135983,0.06968887,0.07821123,0.020651828,0.0010360057,0.0041525555,-0.0002053012,0.0162012,0.01599728
0.009246343,0.005845763,-0.0016361428,0.052274562,0.041213747,0.047236986,0.014543467,0.0010058413,0.0012179132,8.234361e-05,0.010201519,0.009496727
0.0066015874,0.00658861,0.009679336,0.07126118,0.06125708,0.05812922,0.011897537,0.0009260111,0.0026337565,-9.307299e-05,0.012146649,0.012275672
0.0021473498,-0.00066315406,0.0068737734,0.054814644,0.048589043,0.047705986,0.0025554334,0.000337207,0.0019292815,-0.00034550886,0.0034401184,0.005067495
0.0024280082,0.0015660861,0.0071214996,0.048143186,0.039179355,0.03502605,0.0013132459,0.00034972792,0.0009760016,-5.9349186e-05,0.003807663,0.004445207
0.0038189352,0.0027721403,0.006702397,0.050296433,0.040791478,0.0367499,0.004323571,0.00040445957,0.0013856067,-3.4924873e-05,0.0062411083,0.006803074
