rely,data,cplx,time,stor,acap,pcap,MI_loc_aexp,MI_loc_stor,MI_aexp_data,actual
0.1474805,0.11622012,0.39500928,0.21812591,0.29836977,0.23480208,0.22413482,-0.043754008,0.095938355,0.0018607975,-0.01495662
0.3363576,0.046477795,0.45027444,0.31327754,0.4601244,0.09355928,0.12846038,-0.09152783,0.13384794,-0.072845556,-0.03993314
0.101923846,0.13606125,0.4124068,0.24726266,0.29980326,0.2671196,0.21261093,-0.039854906,0.105090246,-0.00029477087,-0.034857016
0.3068788,-0.019187229,0.43817928,0.2980111,0.45503664,0.12554777,0.14659093,-0.099997066,0.13373601,-0.08563794,-0.03554338
0.28081703,-0.102082774,0.49759626,0.43031314,0.63086283,0.15906355,0.07136393,-0.14803678,0.19474201,-0.20809214,-0.14630008
0.34404844,-0.046927623,0.43611494,0.3058366,0.45464474,0.061963156,0.11212142,-0.11501782,0.14353314,-0.112682186,-0.023777831
0.08172157,0.12861851,0.4889467,0.30265963,0.37370026,0.18402316,0.05927395,-0.10018655,0.15296195,-0.09151684,-0.118456766
0.25609672,-0.035339296,0.4454635,0.3796133,0.54098916,0.18465364,0.12423356,-0.13285287,0.16204585,-0.13175294,-0.085831136
0.4236158,-0.20721084,0.52522504,0.40503925,0.6294013,-0.041109852,0.027240805,-0.1982135,0.2702135,-0.24041544,-0.13273442
0.2744283,0.0022411775,0.4729288,0.30032632,0.43590316,0.076780014,0.05539363,-0.10089976,0.17112455,-0.103149146,-0.07229227
0.4325053,-0.18506256,0.47557983,0.40958318,0.61232764,0.017559886,0.03595407,-0.18796192,0.23487292,-0.23294945,-0.12512648
0.45158648,-0.16907099,0.46979985,0.3659338,0.5676236,-0.034351267,0.037172332,-0.16339126,0.22457515,-0.21369302,-0.09327696
0.206849,0.113052905,0.44159314,0.23809321,0.35561004,0.20670569,0.22647722,-0.048506856,0.1075716,0.0024895875,-0.0109174065
0.17045686,0.052054837,0.5281999,0.233962,0.3434546,0.10510984,0.046589095,-0.08752699,0.15936635,-0.13078097,-0.054113816
0.72720826,-0.37384763,0.640895,0.6387826,0.95536137,-0.17950073,0.0021399446,-0.30800512,0.4059091,-0.4076683,-0.2682092
0.25430185,0.087418586,0.46412602,0.27445707,0.3912177,0.14762053,0.165181,-0.06518265,0.12199363,-0.03354567,-0.024488244
0.43396163,-0.23418729,0.5115101,0.41986716,0.6967003,0.043363374,0.01929107,-0.19893573,0.24866584,-0.26234713,-0.15689693
0.014203766,0.16361482,0.50025547,0.29743725,0.33552486,0.20062335,0.07830702,-0.06397012,0.12734467,-0.0778123,-0.09434253
0.14430001,0.10182965,0.45757183,0.24318404,0.30173397,0.15420964,0.11685082,-0.06381308,0.11498129,-0.057085797,-0.038127277
0.8090895,-0.40083277,0.6777278,0.67434907,1.0214002,-0.26228237,-0.043926243,-0.32242092,0.45453182,-0.49639648,-0.27683127
0.15903024,0.048606828,0.4079314,0.17635995,0.28475323,0.18573609,0.157918,-0.037892368,0.0989109,-0.05020357,-0.013295498
0.6472037,-0.29038954,0.5713723,0.5621083,0.87444794,-0.17269619,-0.051124353,-0.29126355,0.38401368,-0.39880887,-0.22635773
0.26236135,-0.02659231,0.43806928,0.29988807,0.42046827,0.036225215,0.015813679,-0.10100424,0.17688806,-0.13858704,-0.07468945
0.48446834,-0.16727465,0.4859949,0.41051203,0.6104365,-0.018134773,0.07989061,-0.17453049,0.22014502,-0.20939407,-0.07283312
0.21254629,0.03584014,0.43119764,0.28309357,0.42089537,0.20823832,0.18375558,-0.088538274,0.12586612,-0.04291704,-0.02906185
0.074150234,-0.0028119888,0.45672348,0.3585778,0.4569973,0.22666284,0.08967772,-0.106174745,0.19559051,-0.120811306,-0.1509408
0.41512227,-0.13150689,0.56467056,0.43765768,0.6389032,-0.06626311,-0.03639062,-0.16535838,0.2617438,-0.28620377,-0.13168547
0.37032682,-0.12253309,0.5261592,0.36812156,0.5278932,-0.043493427,0.0110236965,-0.15509489,0.24502812,-0.25355694,-0.10787657
0.5025394,-0.23029383,0.50495845,0.43657959,0.66281843,-0.079800636,0.07335438,-0.21766181,0.2664223,-0.2428294,-0.109861314
0.45469093,-0.13270032,0.49892938,0.4226515,0.62039274,-0.037872486,-0.03231475,-0.18626277,0.27284372,-0.23630878,-0.14610127
0.9133574,-0.53311604,0.8228337,0.74759114,1.1324298,-0.37383032,-0.06189121,-0.39071658,0.5563908,-0.5875592,-0.26639193
0.29224354,-0.10068719,0.43568137,0.32399562,0.53386265,0.119622596,0.056323692,-0.1252793,0.1525932,-0.14320676,-0.08733891
0.32223588,-0.1493835,0.46257553,0.43828177,0.65578276,0.19225153,0.124097824,-0.1832925,0.19003265,-0.15238973,-0.09894273
0.21771643,0.0055826623,0.4268578,0.34932145,0.4601255,0.17233446,0.12222339,-0.09851562,0.16474698,-0.127446,-0.06261715
0.24075645,0.10689488,0.4540341,0.25273374,0.36721316,0.17858514,0.19606821,-0.050564244,0.11330822,-0.0089275185,-0.006996177
0.2558568,-0.020009553,0.41689003,0.29296237,0.47255236,0.17706707,0.14977784,-0.08848813,0.12952253,-0.0670758,-0.03742117
0.114148535,0.08873144,0.408858,0.17734545,0.22744149,0.1514759,0.11465821,-0.045780025,0.09298454,-0.06997392,-0.009575259
1.2205651,-0.7213432,0.9208304,0.95456225,1.4336185,-0.49052697,-0.13047932,-0.48001203,0.68962145,-0.7643627,-0.39645404
0.242424,0.09663963,0.4493819,0.24778411,0.37793708,0.19264427,0.2295236,-0.048950206,0.11242767,-0.008803651,-0.006074775
0.33465296,-0.07580915,0.5077666,0.3178392,0.46326888,-0.009017244,0.012525793,-0.1414891,0.22256963,-0.22030179,-0.10035163
0.3089068,-0.16051356,0.45201093,0.41905037,0.58218503,0.15439403,0.13985673,-0.1724679,0.19879353,-0.16987354,-0.11201401
0.4326933,-0.17621377,0.49610916,0.4207616,0.5707022,-0.05137948,0.023851013,-0.18826953,0.2442066,-0.239836,-0.07914142
0.40882027,-0.07690467,0.46956468,0.39636192,0.55404013,0.029238176,0.10425967,-0.16637187,0.19066542,-0.15700734,-0.08215399
0.25800276,0.059650704,0.4636853,0.28662556,0.41124183,0.13186738,0.124737516,-0.07710561,0.13499878,-0.05596193,-0.030173201
0.16176225,0.10036989,0.4217302,0.2419008,0.327937,0.2581502,0.25243455,-0.04209124,0.116763964,0.0037588833,-0.01506434
0.6291835,-0.39949587,0.58072156,0.6291295,1.0031862,0.043966483,0.0814613,-0.27195528,0.3098155,-0.32843074,-0.20190531
0.25026143,0.06792028,0.44252035,0.29191902,0.40141442,0.16477352,0.1842262,-0.07415839,0.1276955,-0.048585795,-0.011016224
0.19044644,0.09312185,0.44887462,0.29346386,0.3876377,0.16614786,0.16805653,-0.07016144,0.11861771,-0.035224687,-0.008956332
0.19754833,0.08826171,0.4280996,0.23678792,0.3563301,0.19664028,0.19635865,-0.043821555,0.100753784,-0.019358542,-0.012381386
0.29341912,-0.06460347,0.4393349,0.33435643,0.5362639,0.18275417,0.12480329,-0.108144976,0.13987623,-0.09377372,-0.04911096
0.20502588,-0.030902077,0.43138564,0.22685148,0.37468976,0.14966394,0.101292565,-0.08602101,0.11773105,-0.12253169,-0.023686256
0.60307026,-0.31240034,0.5426909,0.5072784,0.7898014,-0.18104412,6.340444e-06,-0.2600169,0.3158829,-0.3552199,-0.19099091
0.16324086,0.015128957,0.3985049,0.1719806,0.29244787,0.1284973,0.10191463,-0.07729248,0.10982056,-0.07467528,-0.013698678
0.18187071,0.079975374,0.44012043,0.28005442,0.39338186,0.14740005,0.096465066,-0.07754936,0.13004796,-0.057732485,-0.05839662
0.25731096,-0.04428358,0.42007914,0.3044511,0.4859875,0.18885714,0.15995632,-0.0942264,0.12614778,-0.08617367,-0.033966634
0.37395644,-0.24229255,0.51061875,0.4930672,0.7649098,0.18345842,0.09900527,-0.19154856,0.22553255,-0.22098328,-0.13280219
0.36904943,-0.13887718,0.45023492,0.32625765,0.51202786,-0.0028256252,0.064627886,-0.15263383,0.21082519,-0.18378945,-0.10289064
1.4998246,-0.7993795,1.1558414,1.1859114,1.7991134,-0.63074017,-0.18966521,-0.62455493,0.8576791,-0.93597394,-0.5451481
0.5739969,-0.29772115,0.54766583,0.48638755,0.82009137,-0.07279729,-0.06162117,-0.21983299,0.29456338,-0.3557672,-0.2247591
0.25933814,-0.16380717,0.53292435,0.5284126,0.6883697,0.2606309,0.14212312,-0.17047496,0.23256901,-0.23654504,-0.14359823
0.2331959,0.013630645,0.49442425,0.27974623,0.3922852,0.06825254,0.043529943,-0.091289155,0.1652319,-0.13417469,-0.077772126
0.39535636,-0.029919865,0.46464422,0.33870327,0.499129,0.12368969,0.1631019,-0.13179941,0.16265175,-0.09464744,-0.06359522
1.2173116,-0.7790349,0.9273603,0.996438,1.5552689,-0.38451934,-0.049578797,-0.49998936,0.65953356,-0.7259426,-0.4001726
0.24135645,-0.05569522,0.4040596,0.2416323,0.4211113,0.06837669,0.07394826,-0.11079482,0.1830897,-0.10761846,-0.07481901
0.59896046,-0.20965324,0.74865866,0.5990075,0.90085596,-0.09413698,-0.030003075,-0.27925277,0.41868368,-0.41798538,-0.24880436
0.29747105,-0.18886384,0.5459778,0.57292414,0.748128,0.27849293,0.15778145,-0.19272058,0.26254687,-0.2823129,-0.20145455
0.31808943,-0.0021487605,0.44771558,0.36284584,0.5088758,0.099579625,0.08749169,-0.13361049,0.16889845,-0.12978168,-0.10140158
0.077512346,0.14676191,0.45174167,0.2404925,0.29834414,0.19404005,0.1145713,-0.039837807,0.114273086,-0.034581777,-0.061750557
0.4201017,-0.121879116,0.4579127,0.31866294,0.54268295,-0.00067286566,0.078659214,-0.12558326,0.20001929,-0.15439107,-0.09611024
0.5248089,-0.2599093,0.49494863,0.42133707,0.67211103,-0.099009514,-0.021889728,-0.20529465,0.27892157,-0.3002881,-0.14506575
0.8742045,-0.4997004,0.7508461,0.69183713,1.0729944,-0.3024066,-0.020654451,-0.36249402,0.505115,-0.5245479,-0.24865931
0.3694861,-0.034428842,0.680541,0.48071364,0.6749092,0.008591309,-0.039928045,-0.16353817,0.29416803,-0.25899318,-0.18293345
0.16874596,-0.07146946,0.47538412,0.41995117,0.5594765,0.25428304,0.09030834,-0.12849492,0.18732245,-0.18303953,-0.13826707
0.50552505,-0.30935827,0.5819935,0.6029577,0.919154,0.16038151,0.1422554,-0.22778417,0.25804046,-0.28758642,-0.17409705
0.3507064,-0.1504014,0.48451304,0.33133736,0.5151982,-0.014935963,0.03319429,-0.18015964,0.22283232,-0.22705953,-0.087256104
0.37793195,-0.13296226,0.44651797,0.39105588,0.55424166,-0.0702607,-0.0038152188,-0.1672392,0.23130518,-0.21413048,-0.07857485
0.25831926,-0.0072457753,0.4346468,0.32190776,0.47205076,0.18232816,0.16402018,-0.09575873,0.12991399,-0.07066636,-0.021978471
0.50376236,-0.17717433,0.53782046,0.41758385,0.66282266,-0.10153033,-0.038199563,-0.1808803,0.28131723,-0.2996741,-0.18650822
0.5211829,-0.31614718,0.5190646,0.44003674,0.7064423,-0.11307503,-0.014548965,-0.22370966,0.29687664,-0.31630284,-0.15006112
0.30211252,-0.017568849,0.48463365,0.34146598,0.4855982,0.052738145,0.051498007,-0.121456675,0.1777012,-0.13255818,-0.08021513
0.34886783,-0.13862553,0.41211638,0.3317899,0.5309252,0.042335868,0.05415204,-0.1514538,0.16842459,-0.17071414,-0.064648494
0.03959491,0.1550217,0.43205383,0.23706149,0.28560984,0.24483468,0.13810791,-0.05696526,0.10888751,-0.041766144,-0.08268884
0.26581514,-0.09351763,0.4677668,0.4351759,0.5834883,0.13721013,0.061148454,-0.16606158,0.23391224,-0.2293283,-0.19349565
0.062450282,0.12016016,0.46280453,0.2947175,0.38359287,0.20058903,0.087262005,-0.07968852,0.12853764,-0.06046425,-0.06800017
0.2775224,-0.016514307,0.411772,0.32659477,0.48865318,0.055500653,0.004590396,-0.107556336,0.15308307,-0.13606612,-0.14644699
0.46880883,-0.06528512,0.5892323,0.43459034,0.65360403,-0.047524765,-0.03982814,-0.19405876,0.28165814,-0.26254672,-0.19516985
0.39679188,-0.1789777,0.47733426,0.43843162,0.67149794,0.1272355,0.08532352,-0.18833628,0.20017861,-0.19975518,-0.12928826
0.7580065,-0.37518921,0.74870855,0.64863306,0.97860956,-0.22199596,-0.07241768,-0.31808448,0.45573658,-0.53860277,-0.23244935
0.21861194,-0.0076812804,0.4868871,0.30327222,0.450809,0.09640212,0.04451567,-0.08983792,0.16126059,-0.11407236,-0.06764053
0.18007201,0.06411231,0.420202,0.2846847,0.39727,0.23344225,0.2045697,-0.05778358,0.1166697,-0.04208789,-0.033251654
0.653005,-0.33628464,0.5737084,0.5116279,0.79649115,-0.1769519,0.018490687,-0.28175238,0.35511914,-0.3951932,-0.18123485
0.1785566,0.058405213,0.41895962,0.24135166,0.3468405,0.17608643,0.16977112,-0.04712774,0.105566904,-0.03976041,-0.010220934
0.06550646,0.10789399,0.40523517,0.22513238,0.2823931,0.2758968,0.21503943,-0.045187846,0.11095998,-0.0017231981,-0.050668787
0.41921884,-0.15087996,0.636503,0.4674601,0.6798204,-0.022949278,-0.012385689,-0.15767269,0.288656,-0.26859853,-0.13918057
0.64644885,-0.33443025,0.6045934,0.52355355,0.8537948,-0.1643961,-0.046870407,-0.26426566,0.36273387,-0.39810914,-0.20558432
0.36789966,-0.15287839,0.4825305,0.38630968,0.6153191,0.10177672,0.07716935,-0.1585403,0.1941887,-0.17977227,-0.08753991
0.2238669,0.10598585,0.45674866,0.29469883,0.3600125,0.1822468,0.18604176,-0.07455145,0.11569907,-0.05378933,-0.040804487
0.15641254,0.09331709,0.494163,0.30326566,0.4081192,0.13324845,0.055040825,-0.09316354,0.1372789,-0.08157762,-0.07261905
0.25202194,-0.015463084,0.43242154,0.25836465,0.3660305,0.07710586,0.07550539,-0.09447127,0.13119264,-0.12740336,-0.02422605
0.37354076,-0.16045336,0.4198095,0.39870292,0.5248765,0.07871893,0.11175363,-0.17698187,0.22028835,-0.15258794,-0.11930969
0.09754476,0.13168833,0.5927854,0.36180627,0.46204072,0.15189222,0.040992107,-0.09055139,0.18984042,-0.101809554,-0.13531137
0.1134027,0.067437366,0.45182484,0.18013117,0.25407735,0.11193186,0.07095154,-0.06898897,0.12240608,-0.0893061,-0.029160377
0.21922462,-0.00027334876,0.40881744,0.27690938,0.43563947,0.19420144,0.1490601,-0.07621807,0.120087266,-0.053285353,-0.03934214
0.24021588,0.02389527,0.43332213,0.28016415,0.38734984,0.10220577,0.059101656,-0.07948312,0.148103,-0.101089805,-0.070825666
0.3209685,-0.016095614,0.4303792,0.31566596,0.4951068,0.13464904,0.13270104,-0.102797724,0.13859287,-0.087354206,-0.054447774
0.17071174,0.06269945,0.37965092,0.24464636,0.30393663,0.19082512,0.17505893,-0.051912807,0.11100502,-0.051923666,-0.0475701
0.21604227,0.025227169,0.63726324,0.3317092,0.44872636,0.067888945,0.01767032,-0.12728636,0.22479987,-0.18147038,-0.11872086
0.7988159,-0.4617943,0.67230564,0.6420679,0.9902185,-0.24817564,0.0066925064,-0.3439617,0.44103596,-0.47933963,-0.21563753
0.20700052,0.107233256,0.43416947,0.23267278,0.34536678,0.21831565,0.23940654,-0.03823839,0.10682839,0.005953191,-0.00226615
0.20382619,0.106810346,0.42764032,0.24219155,0.35326818,0.1995037,0.2103604,-0.039325893,0.10658905,-0.0017006601,-0.017332401
