Transactions,Entities,PointsAdjust,MI_PointsAdjust_Entities,Effort
0.19766587,0.47482392,0.2897037,0.23110022,0.2564105
0.1566064,0.24143253,0.19144592,0.067850485,0.0660485
0.27522045,0.18718454,0.23090002,0.08417414,0.026599286
0.050238654,-0.03505302,-0.041115977,-0.07685684,-0.034170948
0.15526451,0.18817648,0.16426462,0.067218736,0.15745758
0.07458086,0.19547713,0.106244765,0.04715341,-0.020829717
0.11455287,0.15968084,0.12037834,0.030524295,0.03189496
0.41702145,0.3462607,0.45598984,0.22160606,0.24401174
0.2602282,0.21595278,0.22647011,0.08049229,0.07184264
0.16969353,0.26979902,0.13979483,0.033512767,0.032968473
0.14938933,0.23910336,0.18001449,0.053719077,0.09975342
0.09309426,0.08009912,0.06523554,-0.04534966,0.0066541275
0.2173121,0.12052762,0.21993145,0.01054474,0.15746322
0.28705293,0.18568905,0.24971893,0.093104154,0.05960921
0.059048407,-0.07847759,-0.04191856,-0.07377118,-0.032801673
0.36429405,0.22530825,0.3543711,0.108353585,0.1459864
0.41103175,0.524751,0.5236713,0.4552652,0.3653487
0.123184934,0.16984408,0.14097041,0.002210509,0.07499048
0.4252555,0.41701838,0.49359408,0.28131634,0.39514184
0.11561404,0.10941783,0.123772606,-0.00048467517,-0.015795758
0.23531735,0.19843157,0.23681843,0.10234341,-0.10424515
0.08736473,0.1571021,0.12393037,0.017759517,0.064700514
0.24699306,0.22542976,0.20436212,0.037592124,0.21593778
0.21398588,0.080912426,0.1820668,-0.012039263,0.19079348
0.044020563,0.17712325,0.085712254,0.011881869,-0.0022744078
0.38827208,0.5003679,0.50857013,0.3837177,0.38292244
0.28872564,0.2637347,0.31198043,0.07556717,0.14671113
0.12054619,0.1361522,0.15989691,0.044169363,0.087493524
0.40223444,0.84213686,0.7099883,0.80837524,0.6650899
0.15355462,0.25986633,0.1854836,0.06947932,0.10731668
0.20089324,0.18420444,0.18218136,0.037058737,0.15354702
0.12707525,0.25189513,0.100804284,0.031428862,-0.011203911
0.1426438,0.14081606,0.10851023,0.015196174,0.09110886
0.11278306,0.112379424,0.118063904,-0.003573805,-0.012982326
0.12291719,0.27300453,0.16077545,0.118445694,-0.0052211676
0.20268324,0.5670359,0.39591157,0.40587708,0.2615022
0.054995976,0.15029709,0.07555638,0.01507619,-0.074634604
0.13300519,0.086501874,0.13268593,0.0038321577,0.031431675
0.18295614,0.2132667,0.19871277,0.044428978,0.14862187
0.1294547,0.30007,0.21307567,0.14970492,0.057734564
0.18259323,0.12975582,0.18060726,0.051114943,0.017794779
0.079615526,0.20899966,0.120817095,0.020741925,-0.04329708
0.16170421,0.22015926,0.20734683,0.072779685,0.0933818
0.233994,0.19645146,0.23744464,0.036504086,0.0907302
0.18554546,0.17680655,0.17340413,0.015404683,0.100046135
0.18954095,0.2758308,0.1895423,0.047542874,0.11802783
0.46718505,0.44675428,0.57898504,0.40903124,0.41253287
0.2281437,0.25042796,0.21395415,0.07592459,0.118295096
0.07753161,0.18743952,0.09369912,-0.019742327,0.016785208
0.25428998,0.13710287,0.17136413,0.03290272,0.25039756
0.122549355,0.08995446,0.08526077,-0.012695333,-0.0031991506
0.15089868,0.22664481,0.14297202,0.016165227,0.09566474
0.06373534,0.09590669,0.07544802,0.011315826,0.012004073
0.15415867,0.24167667,0.19392613,0.10169932,-0.021418357
0.14950661,0.25380224,0.12036071,0.031620402,0.031633075
0.2675424,0.17860457,0.19283417,0.037728447,0.30655307
0.22411643,0.097947046,0.18384057,0.03009263,0.15541011
0.15659635,0.22583987,0.15227175,0.03837735,0.0565374
0.16006295,0.082901835,0.12860435,-0.025122022,0.16892251
0.19500773,0.18724793,0.18045214,0.040479552,0.12449577
0.12787326,0.20550123,0.17038216,0.054494653,0.08115064
0.58135176,0.31400898,0.6096353,0.37358978,0.26466706
0.1623178,0.09748375,0.13949908,0.027610932,0.13496415
0.19912124,0.41820693,0.26418638,0.18285705,0.21396667
0.08621922,0.1308567,0.08164215,-0.0025857054,0.0010897334
0.12210165,0.29241213,0.18081114,0.13965815,0.020161891
0.035462994,0.11168303,0.0733324,0.003080003,-0.020452552
0.072085306,0.18794486,0.09582406,0.01344284,0.021763379
0.2204816,0.1696123,0.17420399,0.028447669,0.15598702
0.1834334,0.1911241,0.18271002,0.036466587,0.14347458
0.18889484,0.16682084,0.15345524,0.03993136,-0.030483084
0.042882327,0.14158167,0.091384925,0.0026290454,-0.028210806
0.2999576,0.3348694,0.30105957,0.10478847,0.26430002
0.18588085,0.16525097,0.164349,0.03553992,0.21346378
0.16888712,0.07878151,0.15218815,-0.01948279,0.17598838
0.14070226,0.25214964,0.15546696,0.037670437,0.07437239
0.65506613,0.45850804,0.7573331,0.5879671,0.4807421
0.16616122,0.14917381,0.14343119,0.010407191,0.2263194
0.10392545,0.16661333,0.084996834,-0.018436702,0.030619575
0.11906378,0.17513444,0.16426569,0.049390625,-0.04123383
0.041431144,0.00491803,0.008296296,-0.03891319,-0.06022275
0.20607986,0.14099555,0.16631605,0.021819301,0.14259133
0.24803437,0.11597925,0.18338934,0.02069633,0.20351091
0.21869211,0.24368754,0.2232964,0.06785081,0.14358369
0.10192531,0.1620477,0.11744834,0.027671237,-0.0004051372
0.21932647,0.16882092,0.18849167,0.041970972,0.13551815
0.21023844,0.23486687,0.17849964,0.04938909,0.08737959
0.16320753,0.25980344,0.19188914,0.07801929,0.10705673
0.20220631,0.23430915,0.1845862,0.034294505,0.10037421
0.44173253,0.16882084,0.38308027,0.1660152,-0.08069219
0.13558681,0.324551,0.17673025,0.10182765,0.119515
0.39296117,0.5120633,0.5514941,0.40623754,0.3762025
0.33233213,0.21710463,0.31781954,0.11243428,0.122033544
0.27168256,0.3053696,0.2884287,0.14163034,0.29367304
0.21151724,0.37557757,0.28523168,0.18422015,0.17647123
0.5052104,0.4033934,0.58209145,0.43898556,0.36612898
0.25413156,0.5673552,0.4000816,0.37212008,0.34651712
0.1490123,0.18441069,0.13640107,0.02001571,0.09848791
0.22918075,0.29293796,0.20435295,0.048578683,0.14028092
0.07503322,0.08654829,0.08493506,0.012058586,0.0013238068
0.26334268,0.25698212,0.24332684,0.058292676,0.15089357
0.19690074,0.24378556,0.16383812,0.034332734,0.09367155
0.14826958,0.30410945,0.23112136,0.11926769,0.017970266
0.30387112,0.60219485,0.45880848,0.4486635,0.45744693
0.124353334,0.14131676,0.15501973,0.025772411,-0.005189889
0.17285421,0.2768467,0.2184321,0.109930485,0.12638193
0.16126125,0.13983963,0.135836,0.023640197,0.10079151
0.25928885,0.14343065,0.18204135,0.012808386,0.23077963
0.60185945,0.8199703,0.87509215,0.9259749,0.78318477
0.22378345,0.1421787,0.15784684,0.011866104,0.23157142
0.10613105,0.15961947,0.089190006,-0.002118837,0.016450776
0.19336349,0.17121671,0.18130988,0.0103735365,0.10640078
0.29984918,0.23338369,0.278871,0.09703794,0.1003992
0.10082288,0.2221782,0.14255565,0.061595615,-0.017242048
0.14291449,0.17316663,0.14324394,0.028085586,0.16868277
0.14009187,0.20447837,0.13568413,0.030034032,0.022129973
0.21053298,0.24700919,0.18772194,0.064420655,0.15132017
0.19113214,0.14127544,0.14217842,0.0045397133,0.18714364
0.21683423,0.2611815,0.23930189,0.066963345,0.16088314
0.17646678,0.19113944,0.2049895,0.02993958,0.13981465
0.17748572,0.22138412,0.18843517,0.072866246,0.121284135
0.17736521,0.17358275,0.1909391,0.032166693,0.18097661
0.2522095,0.24567813,0.2458506,0.043416325,0.1422211
0.15504228,0.31711605,0.21897623,0.09165631,0.11724036
0.369405,0.38403323,0.42183927,0.21647526,0.25502944
0.30147734,0.5707407,0.41463807,0.34113747,0.39234588
0.44778794,0.2905621,0.486335,0.23608099,0.1973896
0.059451707,0.166503,0.01639707,0.014151271,-0.030128429
0.17950669,0.54564714,0.30295205,0.31771958,0.27764365
0.1287998,0.106310144,0.10581398,-0.01848737,0.11459431
0.071350016,0.15150584,0.13958114,0.035773214,0.014972274
0.30553022,0.26141968,0.3344464,0.16485903,0.09407727
0.09107879,0.15758206,0.096214175,0.0051849224,0.034407385
0.439972,0.23148279,0.39441574,0.16273005,0.17727289
0.08971486,0.10555844,0.087409765,-0.015317775,-0.016287865
0.037268434,0.0068701026,-0.031424172,-0.021742392,-0.028567443
0.11568159,0.25068745,0.17232543,0.035311017,0.045792516
0.12429881,0.3232842,0.2560594,0.13259506,0.011742962
0.47545198,0.19144101,0.41974425,0.17690168,0.03533825
0.14645092,0.16066182,0.18012324,0.007098254,0.07016425
0.14305244,0.12994304,0.15992916,-0.00042377785,0.069801584
0.2472514,0.41817605,0.32582816,0.23470338,0.34553975
0.061703607,0.16722682,0.08627345,0.025463436,-0.03946713
0.05230412,0.20551516,0.0060443133,0.009457324,-0.029855983
0.13229698,0.14660765,0.12523884,0.015647266,0.104953006
0.27774224,0.23974566,0.23387247,0.07753363,0.1661958
0.20512621,0.1796932,0.1929662,0.033896055,0.11616397
0.37146074,0.50805223,0.47406983,0.37244943,0.44210672
0.13281716,0.1598117,0.1489375,0.029514845,0.039619196
0.10812147,0.22398168,0.13387446,0.084433734,0.04795466
0.16339397,0.25102004,0.16879734,0.051499125,0.050680578
0.30960143,0.4076062,0.38117155,0.22413807,0.26173097
0.19673206,0.2975649,0.18124351,0.068929076,0.059782665
0.08373767,0.1232314,0.09088269,-0.019863043,-0.012748511
0.104692,0.21414293,0.07522601,-0.0073696114,0.029275643
0.20228174,0.19431405,0.18049589,0.032978166,0.1080774
0.15430848,0.26184908,0.18991554,0.101938844,-0.04106048
0.15693906,0.086853646,0.17037684,-0.015334414,0.11851953
0.20670575,0.22527169,0.17866743,0.052811068,0.06993823
0.1398127,0.12333978,0.15500206,-0.006001089,0.06519345
0.16430895,0.30498597,0.20186752,0.116689175,0.16530992
0.36559567,0.29484397,0.33757555,0.14430702,0.3382722
0.2086566,0.13328694,0.19382203,0.06892429,-0.044479728
0.12037216,0.25855896,0.14888129,0.08737914,0.1382529
0.051043704,-0.049381614,-0.038939893,-0.059490032,-0.014548304
0.2510047,0.12704724,0.20265928,0.026121069,0.2020231
0.09594832,0.12812714,0.10310592,-0.009715466,0.0027218051
0.13225274,0.18476129,0.13352223,0.022657517,0.039006133
0.1495272,0.16948113,0.15084273,0.018964011,0.14889526
0.04516846,0.07980675,-0.001002565,-0.020849578,-0.029414138
0.18484528,0.24381965,0.15739894,0.021983583,0.10307046
0.09044552,0.078649916,0.09079166,0.01236295,0.027218945
0.13334395,0.15086101,0.115746506,0.013811141,0.11286298
0.13359295,0.21903412,0.15243298,0.07890825,0.08184041
0.12540293,0.085335396,0.14204724,-0.017302042,0.05181959
0.13842656,0.10527509,0.1589325,0.03601597,0.0132380575
0.5173312,0.31032535,0.5521705,0.29750434,0.32508865
0.17418307,0.30662674,0.20041454,0.06303452,0.13976918
0.11473741,0.20088306,0.16230503,0.03753222,-0.0063497266
0.2705009,0.23872408,0.30823106,0.11185728,0.103855625
0.22974573,0.3511776,0.25821403,0.12624955,0.27170336
0.18724507,0.1363175,0.20248085,0.005155407,0.10924374
0.07663296,0.16763034,0.07888441,0.0021519326,0.008943921
0.13817087,0.13951656,0.18498906,-0.0069817696,0.09855403
0.46758145,0.20947392,0.44263574,0.21643032,0.06866295
0.07819246,0.22025655,0.1192219,0.05817197,-0.04208301
0.15243247,0.22471409,0.13689213,0.029533502,0.040303167
0.1531203,0.18034752,0.16107437,0.040221486,0.12759005
0.17493208,0.19208986,0.16288903,0.040277515,0.10107958
0.17451537,0.21723539,0.15635797,0.032913115,0.11075781
0.19925678,0.28205824,0.2322171,0.09635821,0.18403417
0.14877851,0.31747323,0.2131753,0.16823456,0.08312625
0.1373647,0.22053044,0.181665,0.06567454,0.086335264
0.19315162,0.11961282,0.16742319,-0.013405068,0.1444351
0.13891834,0.28801486,0.19810924,0.11646716,0.08868018
0.16570514,0.18264243,0.16307846,0.048067313,0.08354373
0.122827485,0.20521048,0.14926594,0.058129843,0.121888265
0.2173986,0.2460213,0.20701754,0.092196405,0.24104904
0.3206065,0.088907376,0.24771321,0.06465131,-0.007002619
0.17322999,0.09839647,0.13721739,-0.009891739,0.06319183
0.1832073,0.15783747,0.1502653,0.024411958,0.19392991
0.24686398,0.31952724,0.27007088,0.11102843,0.22318438
0.14892237,0.22315758,0.1541512,0.041617814,0.11509838
0.19125581,0.32017452,0.22713217,0.15243046,0.33445805
0.14456388,0.076547,0.08958334,-0.028266361,0.018894548
0.07522744,0.14022833,0.0904534,-0.011129985,0.0026326608
0.09337795,0.19137806,0.0924481,-0.020896818,0.031308543
0.24966006,0.3082533,0.266832,0.1004045,0.26866674
0.2565627,0.21528201,0.22324136,0.05950403,0.13544773
0.0829466,0.12984113,0.068282545,-0.0026450828,0.0058455206
0.17263177,0.26852524,0.21738148,0.12685978,0.14109537
0.13349451,0.16163151,0.16355938,0.028824087,-0.006153522
0.15002698,0.2259413,0.17557567,0.063878074,0.10016472
0.10570201,0.13016748,0.10758154,-0.0105046425,0.012517297
0.18284434,0.12741272,0.18789327,0.050211582,-0.007529421
0.20182787,0.17122605,0.19408944,0.053954806,0.065574974
0.18399733,0.39963338,0.29876155,0.21149786,0.14960785
0.07441443,0.13127328,0.079547495,-0.007188713,0.021083027
0.3118476,0.1819485,0.2217282,0.03460302,0.34939146
0.15393655,0.22245882,0.13943878,0.031599153,0.04867226
0.1871119,0.21376954,0.1934532,0.048325453,0.19098637
0.06432963,0.14319822,0.048228014,-0.018413542,-0.011561901
0.38891116,0.57992005,0.5887552,0.5210821,0.45536962
0.30834702,0.3444331,0.32901916,0.12954475,0.23427023
0.26990643,0.23758814,0.22538495,0.048161056,0.15446512
0.21267363,0.21859685,0.1909787,0.038046967,0.10908123
0.11223902,0.123728745,0.12325135,-0.0039905943,0.05748113
0.25454465,0.2378973,0.2278069,0.07626724,0.2391067
0.16470113,0.13660274,0.120143965,0.0066135675,0.18930927
0.16149913,0.15984218,0.15289743,0.01837822,0.05347256
0.13534382,0.016321085,0.05450715,-0.039246906,0.016502403
0.12935774,0.26341355,0.1610868,0.06449343,0.067622095
0.24371527,0.20440511,0.23668599,0.045633044,0.1187167
0.100693956,0.07268804,0.08844688,0.0047764145,0.04302502
0.07607172,0.14221253,0.05111097,-0.031181158,-0.006028603
0.14775936,0.14181429,0.14426298,0.006644558,0.097755566
0.14487393,0.28144678,0.14040367,0.039888714,0.037120268
0.1191946,0.23248746,0.16232666,0.062441293,0.044127434
0.17178077,0.25733492,0.12677133,0.03305242,0.045041844
0.13926436,0.21890473,0.14283845,0.027053233,0.032029957
0.24436998,0.272513,0.26357085,0.119470865,0.18680823
0.16615528,0.22941746,0.150813,0.017345905,0.07890546
0.117664784,0.06845661,0.08149624,-0.012120746,-0.01687565
0.19170208,0.39492568,0.27939788,0.25409627,0.37617984
0.49000427,0.55569136,0.61954194,0.5315799,0.51411504
0.20071353,0.18420823,0.18215537,0.03739624,0.110129535
0.15438408,0.09618284,0.111873135,0.0040692687,0.095009744
0.13261229,0.21766464,0.16151875,0.023526471,0.076167084
0.14098807,0.329527,0.19221368,0.13469158,0.1391428
0.11838108,0.21071717,0.12458931,0.012238797,0.055333886
0.44708475,0.4250276,0.5290206,0.3497551,0.42192528
0.122645855,0.21094099,0.15039378,0.03982057,-0.02627695
0.14787516,0.18407853,0.12749417,0.012837164,0.10440626
0.22927856,0.37308908,0.34425512,0.17961733,0.16108207
0.1306671,0.18184802,0.16184029,0.041714046,0.100547574
0.14838499,0.22384302,0.13832198,0.040455114,0.044995464
0.21485463,0.4134477,0.25903141,0.16934955,0.23340586
0.08520153,0.09638775,0.12095812,-0.002445273,0.0605418
0.21825865,0.36336085,0.23147404,0.120336175,0.22315268
0.219729,0.21801862,0.2400352,0.022711392,0.12622432
0.17570432,0.21399984,0.16947371,0.041386347,0.09206039
0.036028653,0.09240531,0.047963217,-0.014430992,-0.046906043
0.101783276,0.14802651,0.13770716,0.035562772,0.0655184
0.25415984,0.28954375,0.26054153,0.08955693,0.24131449
0.0939209,0.07595001,0.08182281,-0.019269321,0.05130045
0.15278289,0.2643745,0.1501238,0.03843045,0.063434884
0.121350214,0.13191529,0.10615034,-0.017567193,0.050072707
0.2167686,0.29819718,0.25054997,0.11060883,0.14625104
0.25932994,0.23966028,0.22248504,0.024234045,0.14522684
0.43871996,0.474704,0.5217649,0.3791271,0.45858383
0.29520556,0.43763724,0.4185752,0.3610488,0.2550022
0.051699392,0.075463675,0.047045995,-0.04294469,-0.01057966
0.16113316,0.15157522,0.15102728,0.022454992,0.032606345
0.18705684,0.19111799,0.16329905,0.01897582,0.111831784
0.16564427,0.19039047,0.14356905,0.02830286,0.036017742
0.14292736,0.24086435,0.17754632,0.0586334,0.103932805
0.25596437,0.1639051,0.23178175,0.03852837,0.14059168
0.299406,0.2554024,0.33460292,0.15462178,0.13729617
0.11871949,0.12856424,0.12351227,-0.004080169,0.031058278
0.46291167,0.44428,0.5604582,0.41602495,0.37444824
0.23697765,0.2193792,0.21801576,0.056935284,0.092866555
0.149177,0.08278236,0.1200864,-0.015664387,0.051523797
0.6137888,0.4977293,0.7595027,0.59057575,0.45803317
0.1379386,0.14784993,0.16400689,0.015084203,0.058070205
0.23600452,0.18821691,0.1983664,0.045413125,0.27961522
0.12989858,0.23246165,0.17546636,0.07085076,0.09199802
0.30927008,0.3369857,0.3458165,0.12574296,0.21122521
0.22228369,0.15610395,0.1854533,0.026410338,0.13872667
0.17038734,0.39940897,0.23730975,0.12263636,0.13457896
0.17580435,0.12151543,0.1484671,-0.013686959,0.13879247
0.117239386,0.106986694,0.112599954,-0.008806862,0.10284519
0.18298848,0.17271441,0.18955582,0.020265378,0.09521073
0.15325812,0.15836996,0.12656298,0.009931557,0.0951806
0.25942796,0.1899997,0.27671078,0.11774497,-0.008375311
0.42045733,0.46032104,0.5046185,0.38842574,0.45527214
0.029177137,0.13667673,0.07503245,0.0036292523,-0.10425019
0.11211231,0.10714728,0.12349946,-0.005366508,0.039072566
0.09094961,0.11579096,0.08032735,-0.017268676,0.051493052
0.124477655,0.079844825,0.12758082,0.012469035,0.06617414
0.14551604,0.1883618,0.14076611,0.00925497,0.106586345
0.1142246,0.23818645,0.13516685,0.057417687,0.12450912
0.19009785,0.33364075,0.2325083,0.13398336,0.17576554
0.078316316,0.17556253,0.09473239,-0.02596549,0.035895526
0.055004522,0.11346897,0.10433644,0.0044478215,0.02404686
0.20443337,0.22106023,0.17200065,0.028675262,0.12360943
0.4470329,0.37137058,0.510586,0.2739992,0.35310838
