size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,effort_D
0.8347351,-0.005823753,0.9137674,1.2600194,0.8279119,2.1644447,1.7049843,1.7937373,1.8600537,0.86460924,1.2445197,0.41663745,0.4702598,0.6688918,1.3709488,0.9097293,0.85048556,1.2709322,0.7746579,2.0076084,1.5844061,0.20142135,0.5932755,0.5350753,0.3313003,0.78720975,0.3477874,1.809914,0.61707646,-0.06750426,0.23363087
0.6356164,0.11270257,0.7069398,0.585305,0.6689044,0.6478279,0.41412905,0.90148914,-0.38411278,0.84161174,0.422312,0.5578866,0.18441984,0.48269024,0.4237076,0.80803674,0.83733577,1.1338017,0.9113352,0.64268976,1.2913916,0.2583183,0.7748981,0.7004418,0.1818015,0.18528938,0.6037946,1.0518942,1.1466644,0.8407479,0.2172272
0.38862354,0.0061344937,0.96295875,0.82578665,0.73695624,1.2016293,1.095658,0.7757322,-0.04910875,0.63286346,0.6905102,0.18615298,0.4681543,0.5708152,0.5668212,0.61465335,0.69395435,0.9487928,0.8174887,0.7834006,0.9728974,0.30341676,0.6377651,0.5318168,0.3617192,0.5223112,0.6045197,1.0682944,0.6428687,0.4571014,0.14089996
0.6570498,-0.06044235,0.8566056,1.0093354,0.81551707,2.000377,1.5643257,1.3785267,1.3852782,0.77741396,1.1831132,0.23200008,0.55596596,0.6703848,1.1978071,0.775179,0.8110742,1.0787051,0.6936822,1.6191204,1.3572475,0.117926836,0.546462,0.41717857,0.4643355,0.806648,0.44998604,1.5391172,0.59825295,0.013171572,0.19802518
0.27799472,-0.005419596,0.8189753,0.63335115,0.6375682,1.0896933,0.98284453,0.52684546,-0.07523651,0.54236704,0.64103955,0.090648666,0.47099394,0.49636468,0.5178348,0.49871576,0.59897625,0.71455437,0.6421343,0.60330564,0.7581184,0.23793316,0.50645167,0.3614043,0.40901732,0.5451076,0.58594245,0.8404912,0.5643132,0.4047188,0.10289219
0.5486879,-0.051447112,1.316212,0.9773809,1.0675942,1.7528268,1.4402115,0.7336936,-0.15006343,0.8621964,1.1249163,0.05306801,0.71937805,0.87262404,0.783239,0.8084168,1.0156286,1.190347,0.9854475,0.9102897,1.240622,0.22721612,0.6891264,0.38181555,0.67319596,0.7287823,0.93390787,1.4334471,0.89840716,0.6479537,0.1605525
0.38885424,0.030929819,0.708045,0.5186764,0.60122657,0.7958267,0.6492829,0.5794609,-0.27673393,0.6484723,0.5033374,0.31112364,0.30002725,0.44548982,0.41769737,0.6221193,0.6524288,0.8466628,0.6981278,0.5386431,0.88855445,0.20475602,0.5706004,0.48266554,0.3076259,0.383996,0.5669676,0.86239976,0.82743394,0.6230397,0.11897248
0.4482031,-0.01790084,0.88803774,0.7727719,0.7278212,1.076203,0.9297857,0.7890121,-0.12923974,0.68437266,0.63741714,0.23479596,0.42707074,0.5437821,0.53969127,0.6610163,0.74969256,1.022509,0.8421351,0.7537103,1.0611758,0.2731622,0.66877073,0.53259087,0.3507847,0.432108,0.63609684,1.0627221,0.789175,0.5646566,0.15654132
0.29637808,0.006420912,0.7237376,0.53910583,0.59793615,0.9453811,0.7981331,0.473651,-0.18472031,0.5866052,0.56353414,0.17207786,0.37297207,0.43852943,0.4604247,0.530646,0.5953047,0.73973423,0.6240085,0.525219,0.755079,0.19051641,0.52656907,0.3661703,0.37740567,0.46935618,0.58874995,0.8107266,0.6877945,0.5039549,0.08237955
0.42934296,-0.028797016,0.9221833,0.6665663,0.7728657,1.148235,0.8981211,0.57105654,-0.34219545,0.70455587,0.67630166,0.14835405,0.4705773,0.6000912,0.52369654,0.6680293,0.7747086,0.9578954,0.8218547,0.5980501,0.97498477,0.16780123,0.638777,0.44491297,0.4839564,0.52562517,0.7387438,1.0283647,0.86844105,0.6675906,0.12282239
0.41894248,0.009545739,0.72652256,0.60779005,0.61242306,0.82427335,0.71030056,0.7018455,-0.17606162,0.632597,0.528871,0.31065494,0.30717462,0.45489654,0.45567986,0.611243,0.64804125,0.8848009,0.73825,0.6403973,0.9278753,0.23925003,0.58449674,0.5066274,0.26162148,0.3560385,0.54812086,0.9076333,0.7723375,0.5616065,0.1409155
0.30254817,-0.01229219,0.83011144,0.68453217,0.620919,1.0322385,0.95448744,0.59623563,-0.02984415,0.5463054,0.6157441,0.15343402,0.41853905,0.48787546,0.50574803,0.51560175,0.5980652,0.7608683,0.6606512,0.66469634,0.79248846,0.2728131,0.50800633,0.4062438,0.33126262,0.49564505,0.54340935,0.8831543,0.55964124,0.39586285,0.08907263
0.39968297,-0.04416077,1.0191016,0.78535,0.79878604,1.3221929,1.1291529,0.61120933,-0.098102435,0.6659989,0.8071204,0.07897276,0.5561573,0.6551487,0.6046033,0.6327952,0.76836336,0.9163689,0.78195184,0.7264778,0.9500779,0.2514126,0.5704001,0.36895782,0.4770633,0.58985525,0.724236,1.0811912,0.69286674,0.5028306,0.106560275
0.38732046,-0.027749602,0.8914221,0.7834937,0.65936434,1.1785364,1.0652329,0.8132804,0.16690253,0.5680953,0.67814666,0.18830387,0.44296855,0.5183401,0.6410355,0.60910195,0.67493975,0.89684623,0.7124271,0.8807503,0.92510724,0.2631761,0.5289421,0.49509835,0.34927052,0.56283796,0.5726715,1.044358,0.5769863,0.38396314,0.14377467
0.3451455,0.010060913,0.83268094,0.6880011,0.6358828,1.0027928,0.9019446,0.65429556,-0.12924263,0.6052049,0.58935,0.2207331,0.4090438,0.49510974,0.48344845,0.57346475,0.6274918,0.86598325,0.73816466,0.65799713,0.8739911,0.26567915,0.58877546,0.5106127,0.32707903,0.4616267,0.56495875,0.93160146,0.66345733,0.48253036,0.13113073
0.5592321,0.042253736,0.7814499,0.7759011,0.6603776,0.8052492,0.70537555,0.98334616,-0.14172877,0.72275734,0.51022476,0.44593066,0.26952428,0.48950166,0.47024262,0.6719173,0.7227878,1.0618033,0.89301115,0.7786412,1.1552516,0.3444657,0.71471125,0.6692434,0.13517177,0.24694332,0.51962984,1.0307668,0.82933736,0.5738107,0.21190953
0.4366421,-0.039436053,0.93243414,0.7544714,0.7428071,1.121705,0.96075445,0.7003423,-0.17649859,0.6818491,0.68916285,0.20240855,0.4610197,0.58075476,0.53450483,0.6536655,0.7566445,0.98642737,0.8281322,0.7268324,1.0217712,0.24575639,0.6420479,0.47154516,0.38302204,0.47753334,0.6682852,1.0588611,0.7832066,0.57558423,0.12388322
0.6403,-0.14774576,1.4862849,1.0935471,1.2096668,2.0262394,1.5958458,0.7994045,-0.23469214,0.935923,1.2925173,-0.044405982,0.90745026,1.0636901,0.87265176,0.8885436,1.1790712,1.3795121,1.1633266,0.99032164,1.3956089,0.1744041,0.79265517,0.3834597,0.82523715,0.8844354,1.1177523,1.6035378,1.0003734,0.7385552,0.18697786
0.30068016,-0.0036868863,0.7885488,0.6132691,0.6115921,0.9793964,0.86983454,0.5160679,-0.13784161,0.5774983,0.5933705,0.17262185,0.40122145,0.46884984,0.47222582,0.53277624,0.6107624,0.7596604,0.649781,0.5850017,0.7901082,0.23879099,0.5269284,0.390431,0.35607606,0.4673626,0.57645804,0.85115784,0.6481696,0.4671874,0.08584526
0.3767066,-0.13144124,1.0278585,0.7093721,0.9504574,1.7619016,1.4445349,0.638775,0.17141871,0.7077136,1.1209459,-0.041370183,0.78415453,0.7879367,0.8949787,0.6203661,0.8340145,0.9118555,0.77335286,0.8919151,0.9961794,0.09891486,0.57790136,0.24609044,0.74494505,0.9136256,0.812125,1.1860173,0.70159477,0.4396424,0.16022307
0.53325427,-0.104749516,1.2009916,0.9672148,0.94306684,1.5124662,1.2930259,0.81273425,-0.07454613,0.7658463,0.952812,0.12187812,0.62442344,0.8054064,0.7108326,0.7319868,0.90262383,1.1493496,0.99103314,0.9347732,1.1732675,0.264444,0.65187734,0.48577654,0.49460414,0.69712555,0.77873814,1.3337893,0.7903797,0.5477096,0.15948063
0.32653952,-0.023087885,0.86102664,0.69671804,0.6652678,1.1088347,1.0046098,0.591402,-0.025386892,0.57525575,0.67286277,0.1341815,0.45927006,0.52345854,0.5612224,0.5409807,0.6348675,0.785647,0.6784921,0.6862167,0.8223785,0.2681177,0.5073985,0.38703525,0.37734577,0.53739434,0.58207864,0.9306213,0.5934838,0.4061099,0.09547347
0.39453882,-0.02466537,0.73703563,0.7562455,0.5726629,1.1644984,1.02554,0.89213526,0.48114622,0.5511916,0.66321343,0.18201664,0.36878687,0.4508391,0.6497239,0.5386648,0.5445746,0.7754022,0.6200529,0.9301205,0.87660736,0.2370221,0.44547406,0.40799594,0.24707863,0.49844125,0.3999251,1.0027251,0.46385568,0.2148331,0.11148809
0.7200369,-0.019586645,1.0109016,1.0623504,0.8438944,1.7791634,1.3962777,1.314257,0.96019,0.81627923,1.1057236,0.26997754,0.46386433,0.6587171,1.0164163,0.8352143,0.8545249,1.1774182,0.7898393,1.4406579,1.3253778,0.18243752,0.57892495,0.46309525,0.36592895,0.6521499,0.5157038,1.5722272,0.66949004,0.19160186,0.18901293
0.6033651,0.009451603,0.7371022,0.9424959,0.58531356,1.2411549,1.0844662,1.290387,0.777386,0.6448015,0.6866864,0.35890585,0.2707767,0.48071286,0.77038395,0.6603602,0.62390935,0.97759056,0.7774291,1.2433867,1.167496,0.2823527,0.54565907,0.59202343,0.10437513,0.43217814,0.3138605,1.2129973,0.5325983,0.15580037,0.20806183
0.45178044,-0.058212623,1.165509,0.7564759,0.99413157,1.7357059,1.3268846,0.4968089,-0.30932444,0.7831107,1.0445645,-0.10907162,0.79497707,0.8531108,0.7265073,0.7169622,0.956326,0.92863137,0.8737393,0.65301466,1.0046632,0.09378108,0.65202165,0.25272352,0.8395184,0.8223815,1.0028499,1.1666924,0.85243744,0.68018335,0.17610438
0.45058894,-0.1096493,1.3050401,0.8778123,1.0778174,1.7892822,1.4254266,0.6851898,-0.32962036,0.8127636,1.0639564,-0.03563132,0.8479473,0.890595,0.78781116,0.733674,0.9694325,1.152005,1.0253949,0.7942464,1.135233,0.16926235,0.74844366,0.39670783,0.7813275,0.8549044,1.0102642,1.2851899,0.8469262,0.6865887,0.16092296
0.30154467,-0.014231601,0.7743856,0.6712543,0.58616257,1.0108141,0.93665594,0.6203229,0.060599636,0.5277053,0.5974115,0.1547631,0.39402723,0.46036366,0.51640224,0.49995208,0.56948555,0.73152316,0.63320667,0.6886161,0.7745577,0.2688918,0.4854021,0.39830083,0.30720848,0.48583952,0.50532186,0.86574906,0.5304055,0.345608,0.08994153
0.5811964,0.011359802,0.8518844,0.9459447,0.6676622,1.4421906,1.2126087,1.227046,0.8050682,0.6759363,0.83160007,0.27716875,0.39984745,0.53154486,0.8344218,0.67209387,0.64176184,0.9834849,0.7188058,1.22819,1.1094968,0.2213516,0.5124045,0.48360038,0.24969596,0.5306128,0.38513184,1.2650657,0.51319146,0.17539427,0.16810855
0.4961058,-0.10936165,1.1476792,0.94577426,0.89185846,1.4884441,1.2606573,0.81602883,-0.012083806,0.7179204,0.9117732,0.10185005,0.60914916,0.75687605,0.69813263,0.69750184,0.8462695,1.1097727,0.95456314,0.9196199,1.1370441,0.24706084,0.66373104,0.47967434,0.4606393,0.68812907,0.7488491,1.2799209,0.7379022,0.5176086,0.15588005
0.39124846,-0.027385514,0.94804543,0.7426765,0.75753015,1.2667412,1.078829,0.61033845,-0.046234056,0.66149145,0.76344365,0.09706256,0.49349147,0.5825297,0.6104042,0.64510494,0.7436664,0.8773335,0.72333825,0.7286049,0.92769384,0.24567983,0.5547571,0.3645606,0.4665241,0.55405545,0.70127976,1.0573632,0.70285404,0.49870223,0.1047913
0.4454116,-0.0077910526,0.79283744,0.85167134,0.6049916,1.2364899,1.0806181,0.9874881,0.47826827,0.58036166,0.6883142,0.21942043,0.36233628,0.483078,0.6727283,0.6063417,0.6108589,0.8894639,0.70529556,1.006154,0.9916491,0.25045452,0.5523955,0.47585386,0.25300103,0.48034033,0.44609097,1.1067066,0.5273684,0.23485649,0.14419565
0.65814275,-0.038332492,1.1092488,0.8350417,0.9750532,1.2979711,0.95632774,0.8105444,-0.4766732,0.8835944,0.78964305,0.25303203,0.5149388,0.75445503,0.6236024,0.8496023,0.9816491,1.2770299,1.0822734,0.7522983,1.3011808,0.20146814,0.8230247,0.6174433,0.51669145,0.55650973,0.88397294,1.3214784,1.1321254,0.88677347,0.19211182
0.47002262,-0.014000227,1.0289302,0.88432664,0.7954097,1.384258,1.1638383,0.771244,0.07665798,0.71538466,0.8452764,0.13438815,0.5145027,0.64419866,0.66391015,0.72316813,0.80791086,1.0174881,0.8015575,0.8757765,1.0658091,0.26703593,0.6125829,0.424657,0.42790398,0.5610994,0.7075961,1.2404236,0.72617525,0.4942319,0.11161204
0.50046045,0.00089774,0.73856026,0.8553521,0.5830092,1.2439802,1.0585896,1.0731553,0.6936551,0.6078853,0.71159613,0.24317417,0.32831895,0.44459134,0.71919453,0.61790884,0.60123616,0.85217553,0.6443959,1.1119012,0.9916932,0.23047411,0.48984557,0.4573831,0.19580245,0.4807666,0.3753269,1.1408663,0.4924453,0.17042893,0.13179284
0.47897872,-0.026194122,0.8560813,0.83998376,0.67750853,1.2647829,1.0362083,0.9271755,0.28191552,0.6906359,0.7571841,0.20798379,0.3999408,0.51330423,0.6584961,0.6988859,0.73212653,0.990661,0.7478964,0.96293837,1.0847723,0.21700871,0.62724817,0.46803606,0.31430808,0.5012381,0.58281857,1.2127818,0.7188963,0.39530227,0.11167517
0.46355233,-0.014269897,0.9829559,0.8724656,0.75325865,1.2851555,1.1229963,0.81784403,0.0779054,0.67566955,0.7667042,0.17536548,0.4728424,0.62372005,0.61520624,0.644904,0.73861724,0.9926856,0.8186904,0.8732803,1.0239909,0.27126554,0.59005487,0.47415954,0.36595047,0.5185865,0.62560636,1.1533978,0.6745823,0.42912513,0.13175276
0.46543306,0.017593624,0.7726452,0.584257,0.6827443,0.85731566,0.6942806,0.6906604,-0.30768085,0.69982934,0.56064355,0.33934778,0.33228987,0.5092592,0.47457105,0.6781606,0.7372836,0.99761724,0.81026524,0.63581437,1.0089859,0.21258831,0.6489076,0.52010727,0.31546438,0.3624434,0.63424456,0.9702598,0.9051724,0.6810587,0.14341062
0.53420526,-0.055070028,1.0640049,0.9085502,0.82782227,1.2258397,1.0649256,0.8606317,-0.1331562,0.7185843,0.7581832,0.24274683,0.49018407,0.6866796,0.5913219,0.70967126,0.82555073,1.1116824,0.9748128,0.8650801,1.1568927,0.2786619,0.7109241,0.60094804,0.3359886,0.52435225,0.67345464,1.2060133,0.77598256,0.5681071,0.18226762
0.3799331,-0.03449184,0.9010205,0.7196317,0.71528566,1.1718128,1.0029702,0.620179,-0.06922278,0.65507144,0.7316577,0.1441794,0.46281117,0.5499489,0.5708867,0.6173835,0.70169497,0.8819312,0.7278852,0.71952146,0.9074953,0.24816486,0.5694905,0.39050484,0.406341,0.5176941,0.6536015,1.0342158,0.7073943,0.47995302,0.09428674
0.64108133,-0.012292317,0.7895844,1.0123802,0.6763276,1.5784197,1.3349438,1.383722,1.1679268,0.6891069,0.8739185,0.33191708,0.35971028,0.54866815,0.9962473,0.728107,0.6977192,1.0528501,0.7435453,1.5022361,1.252289,0.21229494,0.51013166,0.53627014,0.24365567,0.5851203,0.31123483,1.3828588,0.5251208,0.06669245,0.20961672
0.3947635,-0.023807023,0.8991327,0.7705549,0.6978354,1.1325357,1.0472056,0.7192179,-0.007071648,0.610951,0.6942811,0.1719909,0.45329225,0.55047095,0.570869,0.577245,0.6693485,0.89073706,0.75807095,0.7826749,0.9135524,0.27266824,0.5578673,0.45962685,0.35425225,0.51545244,0.5865243,1.0107707,0.62395144,0.4192339,0.11895123
0.47790244,0.010224671,0.8279903,0.8446926,0.60322297,1.1034944,0.978359,1.0238886,0.2736045,0.62021106,0.6534506,0.27576846,0.34059817,0.4772689,0.5972431,0.64290494,0.6234497,0.9469523,0.7872756,0.9487083,1.0417421,0.26502097,0.64849085,0.57669425,0.18892711,0.41536102,0.4725581,1.1198326,0.5893674,0.35081035,0.16902304
0.8316286,-0.10257827,1.6131691,1.4165336,1.2303238,2.1011274,1.6745144,1.3517089,0.06090581,1.0630796,1.2760376,0.17882454,0.7669898,1.0709171,0.9518162,1.0682611,1.2746478,1.7557269,1.3662461,1.4150463,1.7526218,0.30471492,0.97491246,0.66024894,0.61121297,0.7319288,1.0603038,1.9287375,1.0869168,0.74874276,0.23271506
0.3054338,-0.026342165,0.8835029,0.5657831,0.7418071,1.2757462,1.0633162,0.38923585,-0.21938373,0.63791746,0.7666389,0.012362383,0.5923074,0.6060388,0.5596623,0.5498062,0.7203953,0.70693856,0.6788139,0.5307877,0.79460984,0.14267986,0.5370183,0.27152008,0.6093912,0.6384773,0.7507143,0.8711591,0.70391214,0.5265292,0.10474886
0.56605303,-0.06973495,1.233257,0.9809805,0.96355236,1.4556259,1.2003031,0.87728924,-0.28427953,0.7921348,0.87553483,0.19413248,0.6184424,0.7975251,0.6445631,0.776649,0.93438405,1.2700957,1.1014941,0.8912391,1.2721477,0.24522603,0.82457644,0.6331537,0.47295702,0.6383524,0.83915406,1.3571715,0.89150625,0.6931062,0.17830998
0.5569013,-0.002255803,0.9715929,0.9849811,0.738015,1.3394753,1.1535656,1.1054395,0.2991004,0.7111553,0.75570494,0.2522236,0.4258023,0.62548757,0.68719923,0.69605637,0.73509014,1.1054418,0.8836907,1.071768,1.1516322,0.28654033,0.64382505,0.5641166,0.2881695,0.4689438,0.56396836,1.2522422,0.65102774,0.38644925,0.16374505
0.41210905,-0.017957088,0.7002347,0.76652944,0.55140907,1.1413531,1.0287176,0.933241,0.5156746,0.54571736,0.63484305,0.21330196,0.3410157,0.4441658,0.6533149,0.5647211,0.5721095,0.8072632,0.6474866,0.9986113,0.92684776,0.2457988,0.44801068,0.45785594,0.241467,0.4883769,0.37393287,1.0116789,0.47131738,0.1908763,0.13365883
0.8916362,0.08431129,0.9232687,1.0395703,0.764757,0.86509144,0.6834366,1.4787109,0.0010666586,0.9257892,0.5976742,0.734424,0.18049595,0.6180493,0.6118397,0.9509613,0.93890893,1.4723386,1.2011054,1.1080269,1.6624298,0.42124864,0.9527236,0.94514745,-0.026921503,0.10845402,0.5479855,1.4184273,1.0709122,0.72747654,0.3487963
0.46817073,-0.05733794,1.1293622,0.9133645,0.86567485,1.3808352,1.1720543,0.79426837,-0.18494634,0.70120895,0.813044,0.14264771,0.57303244,0.7099289,0.6049134,0.69041866,0.82854116,1.1057789,0.9686659,0.8327603,1.1189616,0.24978307,0.7361419,0.5507699,0.4497899,0.6191647,0.7497831,1.2158165,0.7562484,0.57465947,0.15682025
0.3453847,-0.007862539,0.7885607,0.66514105,0.61990595,0.95794445,0.8814413,0.6526301,-0.104546726,0.5844671,0.5804961,0.22112423,0.38753045,0.4663157,0.48414654,0.5430845,0.6119156,0.836373,0.71009666,0.6659543,0.8519409,0.25719634,0.56124985,0.46929598,0.31086582,0.4442751,0.54862064,0.88928336,0.6444047,0.46101797,0.11187765
0.28140292,-0.0062020896,0.7734162,0.6140829,0.60554415,0.99381,0.87789,0.52362764,-0.11158621,0.5547049,0.5839862,0.14405556,0.4080646,0.45908663,0.47439185,0.5101392,0.5839875,0.7345494,0.63036984,0.57914525,0.7542342,0.23385239,0.50726736,0.38732225,0.3583621,0.4814918,0.55750513,0.8354158,0.6051655,0.43425608,0.089407966
0.37343687,-0.055936858,1.0073054,0.774441,0.7894096,1.2885064,1.0959284,0.64718866,-0.1588002,0.6422482,0.76343054,0.10558789,0.54428506,0.6395563,0.5950034,0.6279109,0.74328196,0.943329,0.82972986,0.7216358,0.942028,0.25229353,0.6057143,0.44272017,0.46967882,0.60378456,0.701663,1.0814457,0.70143294,0.5273777,0.12230426
0.4240268,-0.010425878,0.71640146,0.7683521,0.55398643,1.1267164,1.0027492,0.9278824,0.48186374,0.557638,0.6383375,0.21592972,0.33290255,0.44330013,0.63345426,0.5554309,0.5627473,0.80166554,0.6500865,0.96923244,0.91094106,0.23032373,0.47138995,0.450935,0.22501417,0.46116522,0.38130936,1.0130848,0.4756338,0.20714235,0.12544206
0.58596337,0.037449546,0.987603,0.9559617,0.74199647,1.069011,0.9612037,1.0932567,-0.07027807,0.732287,0.62717247,0.39695916,0.3678887,0.60996866,0.5470063,0.72180814,0.77497774,1.1734724,1.0184282,0.92823184,1.246524,0.37422904,0.77636904,0.76857924,0.17573689,0.36873072,0.55697614,1.2142297,0.7616001,0.5480641,0.24616776
0.44318587,-0.081245594,0.88697076,0.8917683,0.72105944,1.4913609,1.2708899,0.99640995,0.5887076,0.61518043,0.85001355,0.15177312,0.5069477,0.58502024,0.8436273,0.6428123,0.7234416,0.9732024,0.7310765,1.155328,1.0321732,0.22181717,0.5378295,0.45842636,0.42450792,0.68258226,0.55727845,1.2176378,0.5706762,0.24723989,0.16895396
0.5651974,-0.0639275,1.2876891,1.0096782,1.0082935,1.6736966,1.3605222,0.7929958,-0.11023185,0.83372945,1.032484,0.062715344,0.67094123,0.8558369,0.73442805,0.8166317,1.0129582,1.2215967,1.0016233,0.9362859,1.254952,0.25662893,0.6999541,0.40606916,0.5856273,0.6710433,0.9124507,1.4125819,0.8763605,0.6445306,0.14529957
0.9028248,0.027139116,0.90246415,1.2862004,0.7443926,1.8347934,1.4687034,1.902609,1.5031359,0.8718685,0.9676326,0.5142754,0.32466033,0.63858676,1.1226565,0.9255622,0.864732,1.2940778,0.9171469,1.9624982,1.5978861,0.23781973,0.62174356,0.73467314,0.15984175,0.5627074,0.25879955,1.7376361,0.58498967,0.017816488,0.28072068
0.69667566,-0.08063148,1.0005059,1.0898839,1.0259207,2.3263607,1.8333981,1.4299191,1.5167837,0.8736165,1.414417,0.18489076,0.67473876,0.77063346,1.4443307,0.8272974,0.89752364,1.210287,0.7396951,1.7461989,1.4608299,0.13762149,0.5864937,0.3597681,0.5932418,0.9789411,0.56775063,1.7022446,0.651768,0.0578622,0.24372098
