AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_4,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
173.0,0.0,78.0,10.0,17.0,72.0,177.0,50.4,49.2,60.7,59.3,12.0,10501.0,0.0,1816673.0,529250.4,622709.2999999999,1858677.0,8719.199999999999,8716
286.0,45.0,156.0,27.0,37.0,0.0,265.0,5.1,5.5,5.1,5.5,6.0,1464.0,0.0,418704.0,7466.4,8052.0,387960.0,1458.6,1464
52.0,13.0,17.0,6.0,10.0,5.0,20.0,26.1,26.6,31.5,32.1,2.0,1636.0,0.0,85072.0,42699.600000000006,52515.600000000006,32720.0,1357.2,1358
45.0,6.0,28.0,0.0,0.0,25.0,59.0,6.2,4.8,6.2,4.8,7.0,281.0,0.0,12645.0,1742.2,1348.8,16579.0,279.0,281
104.0,30.0,7.0,48.0,15.0,0.0,0.0,22.3,23.2,26.9,28.0,5.0,2796.0,0.0,290784.0,62350.8,78288.0,0.0,2319.2000000000003,2321
465.0,234.0,44.0,104.0,118.0,0.0,431.0,8.7,8.1,10.5,9.8,13.0,4884.0,0.0,2271060.0,42490.8,47863.2,2105004.0,4045.5,4054
2145.0,862.0,63.0,491.0,518.0,300.0,2234.0,1.1,1.1,1.1,1.1,84.0,2400.0,1.0,5148000.0,2640.0,2640.0,5361600.0,2359.5,2400
283.0,20.0,125.0,39.0,91.0,17.0,292.0,20.0,19.3,20.0,19.3,13.0,5650.0,0.0,1598950.0,113000.0,109045.0,1649800.0,5660.0,5650
109.0,0.0,84.0,0.0,17.0,5.0,47.0,14.0,14.4,16.9,17.3,2.0,1837.0,0.0,200233.0,25718.0,31780.1,86339.0,1526.0,1525
160.0,0.0,21.0,72.0,25.0,40.0,74.0,3.0,3.0,3.6,3.6,2.0,575.0,0.0,92000.0,1725.0,2070.0,42550.0,480.0,477
65.0,0.0,64.0,0.0,0.0,0.0,54.0,7.7,7.9,9.3,9.5,2.0,606.0,0.0,39390.0,4666.2,5757.0,32724.0,500.5,503
366.0,160.0,27.0,96.0,72.0,0.0,260.0,23.1,23.9,27.9,28.7,10.0,10205.0,0.0,3735030.0,235735.5,292883.5,2653300.0,8454.6,8470
63.0,18.0,10.0,3.0,28.0,0.0,16.0,12.3,13.2,14.9,15.9,3.0,937.0,0.0,59031.0,11525.1,14898.3,14992.0,774.9000000000001,778
309.0,126.0,13.0,59.0,153.0,30.0,381.0,8.4,6.8,8.4,6.8,7.5,2597.0,1.0,802473.0,21814.8,17659.6,989457.0,2595.6,2597
610.0,137.0,174.0,117.0,147.0,0.0,575.0,1.6,1.7,1.6,1.7,3.0,950.0,0.0,579500.0,1520.0,1615.0,546250.0,976.0,950
562.0,165.0,125.0,93.0,119.0,0.0,502.0,10.2,11.4,10.2,11.4,13.0,5727.0,0.0,3218574.0,58415.4,65287.8,2874954.0,5732.4,5727
156.0,21.0,38.0,39.0,7.0,41.0,146.0,13.1,14.0,15.8,16.8,4.0,2458.0,0.0,383448.0,32199.8,41294.4,358868.0,2043.6,2040
75.0,30.0,5.0,19.0,21.0,0.0,40.0,49.0,49.0,59.1,59.1,8.0,4430.0,0.0,332250.0,217070.0,261813.0,177200.0,3675.0,3677
136.0,42.0,64.0,0.0,21.0,0.0,0.0,4.2,4.5,5.1,5.4,2.0,687.0,0.0,93432.0,2885.4,3709.8,0.0,571.2,570
96.0,13.0,56.0,0.0,10.0,40.0,119.0,12.7,10.3,47.2,38.1,8.0,4530.0,0.0,434880.0,57531.0,172593.0,539070.0,1219.1999999999998,1223
78.0,24.0,24.0,9.0,21.0,0.0,78.0,12.5,12.5,13.9,13.9,4.0,1084.0,0.0,84552.0,13550.0,15067.6,84552.0,975.0,976
51.0,42.0,0.0,14.0,0.0,0.0,20.0,7.6,6.9,9.1,8.3,12.0,466.0,0.0,23766.0,3541.6,3867.8,9320.0,387.6,387
1092.0,356.0,84.0,170.0,669.0,21.0,1300.0,4.0,3.4,4.9,4.1,13.0,5320.0,0.0,5809440.0,21280.0,21812.0,6916000.0,4368.0,4416
134.0,42.0,11.0,32.0,35.0,14.0,134.0,2.1,2.1,2.6,2.6,8.0,345.0,0.0,46230.0,724.5,897.0,46230.0,281.40000000000003,286
75.0,24.0,9.0,0.0,36.0,0.0,0.0,4.1,4.4,4.9,5.3,5.0,367.0,0.0,27525.0,1504.6999999999998,1945.1,0.0,307.5,305
88.0,18.0,20.0,0.0,43.0,0.0,36.0,1.5,1.6,1.8,1.9,7.0,155.0,0.0,13640.0,232.5,294.5,5580.0,132.0,129
3088.0,1061.0,1009.0,772.0,241.0,5.0,544.0,1.4,1.4,1.4,1.4,8.0,4266.0,0.0,13173408.0,5972.4,5972.4,2320704.0,4323.2,4266
82.0,25.0,46.0,0.0,14.0,15.0,100.0,5.4,4.4,5.4,4.4,3.0,440.0,0.0,36080.0,2376.0,1936.0,44000.0,442.8,440
110.0,30.0,66.0,0.0,7.0,0.0,18.0,12.4,13.2,12.4,13.2,2.0,1362.0,0.0,149820.0,16888.8,17978.399999999998,24516.0,1364.0,1362
308.0,153.0,83.0,0.0,112.0,10.0,236.0,8.2,7.1,8.2,7.1,6.0,2533.0,0.0,780164.0,20770.6,17984.3,597788.0,2525.6,2533
143.0,75.0,32.0,3.0,62.0,0.0,172.0,1.6,1.3,1.6,1.3,10.0,225.0,0.0,32175.0,360.0,292.5,38700.0,228.8,225
826.0,292.0,326.0,155.0,32.0,0.0,396.0,13.4,13.7,13.4,13.7,13.0,11045.0,0.0,9123170.0,148003.0,151316.5,4373820.0,11068.4,11045
3460.0,484.0,1831.0,318.0,208.0,142.0,2756.0,9.5,11.0,9.5,11.0,24.0,32760.0,1.0,113349600.0,311220.0,360360.0,90286560.0,32870.0,32760
73.0,15.0,32.0,0.0,28.0,5.0,80.0,28.1,25.7,33.9,30.9,8.0,2475.0,0.0,180675.0,69547.5,76477.5,198000.0,2051.3,2054
64.0,4.0,56.0,0.0,7.0,0.0,11.0,3.9,3.8,3.9,3.8,7.0,252.0,0.0,16128.0,982.8,957.6,2772.0,249.6,252
497.0,122.0,28.0,113.0,273.0,10.0,454.0,4.8,4.3,4.8,4.3,8.0,2362.0,0.0,1173914.0,11337.6,10156.6,1072348.0,2385.6,2362
288.0,201.0,0.0,36.0,76.0,0.0,99.0,8.5,7.9,10.3,9.5,5.0,2963.0,0.0,853344.0,25185.5,28148.5,293337.0,2448.0,2459
494.0,134.0,62.0,140.0,91.0,67.0,494.0,17.6,17.6,17.6,17.6,21.0,8706.0,0.0,4300764.0,153225.6,153225.6,4300764.0,8694.400000000001,8706
130.0,60.0,65.0,0.0,0.0,0.0,14.0,5.9,6.2,5.9,6.2,6.0,770.0,0.0,100100.0,4543.0,4774.0,10780.0,767.0,770
204.0,47.0,43.0,6.0,29.0,104.0,229.0,39.8,35.4,39.8,35.4,36.0,8111.0,0.0,1654644.0,322817.8,287129.4,1857419.0,8119.2,8111
17.0,12.0,5.0,0.0,0.0,0.0,17.0,44.8,44.8,44.8,44.8,11.0,762.0,0.0,12954.0,34137.6,34137.6,12954.0,761.5999999999999,762
60.0,10.0,25.0,0.0,31.0,5.0,71.0,2.3,1.9,2.7,2.3,1.0,164.0,0.0,9840.0,377.2,377.2,11644.0,138.0,136
73.0,0.0,20.0,36.0,10.0,0.0,56.0,4.9,5.4,5.9,6.5,1.0,431.0,0.0,31463.0,2111.9,2801.5,24136.0,357.70000000000005,358
169.0,32.0,14.0,25.0,28.0,70.0,169.0,2.8,2.8,3.4,3.4,6.0,580.0,0.0,98020.0,1624.0,1972.0,98020.0,473.2,481
1351.0,379.0,449.0,271.0,219.0,20.0,1173.0,2.4,2.4,2.8,2.9,8.0,3842.0,0.0,5190542.0,9220.8,11141.8,4506666.0,3242.4,3189
2087.0,862.0,444.0,303.0,437.0,0.0,2046.0,10.8,11.0,10.8,11.0,9.0,22500.0,1.0,46957500.0,243000.00000000003,247500.0,46035000.0,22539.6,22500
253.0,72.0,0.0,107.0,29.0,44.0,252.0,46.3,46.3,49.8,49.8,13.0,12601.0,0.0,3188053.0,583426.2999999999,627529.7999999999,3175452.0,11713.9,11719
102.0,37.0,26.0,10.0,29.0,0.0,102.0,1.8,1.8,2.4,2.4,5.0,244.0,0.0,24888.0,439.2,585.6,24888.0,183.6,183
115.0,49.0,39.0,0.0,15.0,0.0,53.0,12.9,14.4,15.5,17.3,5.0,1786.0,0.0,205390.0,23039.4,30897.800000000003,94658.0,1483.5,1482
288.0,18.0,186.0,21.0,15.0,60.0,300.0,4.3,4.2,4.3,4.2,11.0,1251.0,0.0,360288.0,5379.3,5254.2,375300.0,1238.4,1251
199.0,104.0,7.0,77.0,0.0,0.0,0.0,4.7,5.0,5.7,6.0,8.0,1136.0,0.0,226064.0,5339.2,6816.0,0.0,935.3,943
163.0,49.0,14.0,33.0,49.0,10.0,155.0,16.5,17.3,19.8,20.9,11.0,3234.0,0.0,527142.0,53361.0,67590.59999999999,501270.0,2689.5,2684
97.0,21.0,41.0,0.0,49.0,15.0,16.0,7.5,5.8,7.5,5.8,9.0,729.0,0.0,70713.0,5467.5,4228.2,11664.0,727.5,729
439.0,82.0,222.0,19.0,85.0,10.0,105.0,8.3,8.7,8.3,8.7,7.0,3630.0,0.0,1593570.0,30129.000000000004,31581.0,381150.0,3643.7,3630
3113.0,2019.0,609.0,248.0,157.0,80.0,3113.0,10.9,10.9,13.5,13.5,24.0,42080.0,0.0,130995040.0,458672.0,568080.0,130995040.0,33931.700000000004,34085
153.0,35.0,7.0,57.0,24.0,20.0,143.0,18.7,20.0,21.5,23.0,3.0,3283.0,0.0,502299.0,61392.1,75509.0,469469.0,2861.1,2856
670.0,346.0,97.0,122.0,79.0,0.0,146.0,8.6,8.9,10.4,10.8,6.0,6936.0,0.0,4647120.0,59649.6,74908.8,1012656.0,5762.0,5757
129.0,19.0,93.0,3.0,10.0,30.0,0.0,4.9,4.1,4.9,4.1,15.0,631.0,0.0,81399.0,3091.9,2587.1,0.0,632.1,631
329.0,324.0,68.0,14.0,0.0,0.0,206.0,6.6,5.4,6.6,5.4,8.0,2184.0,0.0,718536.0,14414.4,11793.6,449904.0,2171.4,2184
5684.0,2221.0,454.0,820.0,1137.0,311.0,4943.0,3.7,4.3,3.7,4.3,37.0,21014.0,0.0,119443576.0,77751.8,90360.2,103872202.0,21030.8,21014
61.0,27.0,4.0,24.0,17.0,0.0,72.0,6.8,5.8,8.2,7.0,4.0,502.0,0.0,30622.0,3413.6,3514.0,36144.0,414.8,417
267.0,27.0,133.0,51.0,34.0,89.0,70.0,10.0,8.0,10.0,8.0,9.0,2683.0,0.0,716361.0,26830.0,21464.0,187810.0,2670.0,2683
218.0,78.0,16.0,56.0,77.0,0.0,227.0,25.4,24.4,30.6,29.4,4.0,6665.0,0.0,1452970.0,169291.0,195951.0,1512955.0,5537.2,5532
919.0,458.0,236.0,56.0,58.0,76.0,884.0,5.2,5.4,6.3,6.6,6.0,5801.0,0.0,5331119.0,30165.2,38286.6,5128084.0,4778.8,4815
66.0,27.0,12.0,6.0,14.0,0.0,28.0,3.7,4.2,4.5,5.0,2.0,296.0,0.0,19536.0,1095.2,1480.0,8288.0,244.2,246
54.0,36.0,0.0,16.0,0.0,0.0,0.0,12.7,13.2,15.3,15.9,1.0,827.0,0.0,44658.0,10502.9,13149.3,0.0,685.8,686
245.0,88.0,105.0,27.0,79.0,0.0,299.0,1.9,1.6,3.6,2.9,13.0,870.0,0.0,213150.0,1653.0,2523.0,260130.0,465.5,470
54.0,24.0,28.0,0.0,0.0,0.0,0.0,7.3,7.6,8.8,9.2,2.0,476.0,0.0,25704.0,3474.8,4379.2,0.0,394.2,395
151.0,40.0,54.0,15.0,21.0,0.0,111.0,7.2,8.3,8.2,9.5,3.0,1241.0,0.0,187391.0,8935.2,11789.5,137751.0,1087.2,1080
103.0,45.0,4.0,27.0,29.0,0.0,105.0,13.6,13.3,13.6,13.3,7.0,1396.0,0.0,143788.0,18985.6,18566.8,146580.0,1400.8,1396
300.0,95.0,82.0,27.0,76.0,0.0,138.0,9.8,10.5,9.8,10.5,10.0,2933.0,0.0,879900.0,28743.4,30796.5,404754.0,2940.0,2933
249.0,126.0,4.0,98.0,21.0,0.0,58.0,18.3,18.3,18.3,18.3,9.0,4551.0,0.0,1133199.0,83283.3,83283.3,263958.0,4556.7,4551
224.0,156.0,21.0,0.0,29.0,10.0,6.0,13.4,13.9,16.1,16.7,4.0,3613.0,0.0,809312.0,48414.2,60337.1,21678.0,3001.6,2999
1984.0,255.0,1008.0,192.0,158.0,0.0,1613.0,1.3,1.6,1.3,1.6,11.0,2540.0,0.0,5039360.0,3302.0,4064.0,4097020.0,2579.2000000000003,2540
58.0,15.0,37.0,0.0,0.0,5.0,0.0,0.4,0.5,0.5,0.5,2.0,31.0,0.0,1798.0,12.4,15.5,0.0,23.200000000000003,26
56.0,50.0,0.0,3.0,0.0,0.0,0.0,8.0,8.5,9.6,10.2,2.0,540.0,0.0,30240.0,4320.0,5508.0,0.0,448.0,448
244.0,91.0,12.0,44.0,60.0,50.0,257.0,3.7,3.5,4.5,4.2,3.0,1092.0,0.0,266448.0,4040.4,4586.400000000001,280644.0,902.8,906
12.0,0.0,0.0,6.0,7.0,0.0,10.0,17.6,16.2,17.6,16.2,13.0,211.0,0.0,2532.0,3713.6,3418.2,2110.0,211.2,211
1416.0,402.0,432.0,0.0,252.0,65.0,376.0,1.2,1.5,1.2,1.5,12.0,1724.0,0.0,2441184.0,2068.8,2586.0,648224.0,1699.2,1724
67.0,3.0,26.0,0.0,7.0,35.0,71.0,23.6,22.3,27.2,25.6,5.0,1821.0,0.0,122007.0,42975.600000000006,46617.600000000006,129291.0,1581.2,1584
95.0,36.0,0.0,32.0,24.0,0.0,0.0,1.6,1.6,1.9,1.9,7.0,178.0,0.0,16910.0,284.8,338.2,0.0,152.0,148
2376.0,638.0,233.0,639.0,580.0,131.0,2221.0,10.7,11.5,12.9,13.8,24.0,30701.0,0.0,72945576.0,328500.69999999995,423673.8000000001,68186921.0,25423.2,25482
442.0,225.0,102.0,57.0,91.0,0.0,82.0,1.5,1.4,1.5,1.4,5.0,683.0,0.0,301886.0,1024.5,956.2,56006.0,663.0,683
68.0,21.0,12.0,19.0,15.0,0.0,11.0,37.1,37.6,44.7,45.3,4.0,3037.0,0.0,206516.0,112672.7,137576.1,33407.0,2522.8,2521
268.0,76.0,96.0,45.0,41.0,10.0,248.0,10.9,10.9,10.9,10.9,9.0,2933.0,0.0,786044.0,31969.7,31969.7,727384.0,2921.2000000000003,2933
90.0,96.0,0.0,0.0,0.0,0.0,96.0,5.5,5.1,6.6,6.2,2.0,595.0,0.0,53550.0,3272.5,3689.0,57120.0,495.0,494
72.0,23.0,25.0,7.0,17.0,0.0,55.0,6.8,6.8,6.8,6.8,7.0,486.0,0.0,34992.0,3304.8,3304.8,26730.0,489.6,486
505.0,111.0,127.0,18.0,216.0,0.0,472.0,9.8,10.5,9.8,10.5,30.0,4955.0,0.0,2502275.0,48559.0,52027.5,2338760.0,4949.0,4955
450.0,112.0,145.0,59.0,105.0,0.0,356.0,13.6,14.6,13.6,14.6,7.0,6138.0,0.0,2762100.0,83476.8,89614.8,2185128.0,6120.0,6138
230.0,129.0,38.0,46.0,57.0,0.0,230.0,6.3,5.4,7.6,6.5,10.0,1748.0,0.0,402040.0,11012.4,11362.0,402040.0,1449.0,1451
242.0,97.0,78.0,4.0,43.0,0.0,0.0,1.3,1.4,1.5,1.7,2.0,375.0,0.0,90750.0,487.5,637.5,0.0,314.6,311
106.0,21.0,76.0,6.0,0.0,0.0,7.0,23.1,23.7,27.8,28.6,2.0,2946.0,0.0,312276.0,68052.6,84255.6,20622.0,2448.6000000000004,2445
31.0,10.0,14.0,0.0,7.0,0.0,4.0,7.6,7.6,7.6,7.6,6.0,237.0,0.0,7347.0,1801.1999999999998,1801.1999999999998,948.0,235.6,237
1186.0,422.0,306.0,109.0,168.0,230.0,1235.0,3.1,3.0,3.1,3.0,9.0,3711.0,0.0,4401246.0,11504.1,11133.0,4583085.0,3676.6,3711
256.0,69.0,198.0,0.0,0.0,5.0,272.0,11.5,10.8,11.5,10.8,19.0,2941.0,0.0,752896.0,33821.5,31762.800000000003,799952.0,2944.0,2941
191.0,44.0,60.0,15.0,49.0,25.0,159.0,12.7,12.6,12.7,12.6,11.0,2430.0,0.0,464130.0,30861.0,30618.0,386370.0,2425.7,2430
213.0,102.0,63.0,6.0,28.0,0.0,186.0,11.9,12.7,14.3,15.3,10.0,3051.0,0.0,649863.0,36306.9,46680.3,567486.0,2534.7000000000003,2532
4562.0,1098.0,1278.0,498.0,1059.0,0.0,3933.0,5.8,6.7,5.8,6.7,15.0,26408.0,0.0,120473296.0,153166.4,176933.6,103862664.0,26459.6,26408
141.0,44.0,33.0,44.0,17.0,0.0,5.0,8.8,9.0,10.6,10.9,2.0,1499.0,0.0,211359.0,13191.2,16339.1,7495.0,1240.8000000000002,1244
187.0,23.0,65.0,17.0,91.0,5.0,201.0,3.0,2.8,3.6,3.4,6.0,677.0,0.0,126599.0,2031.0,2301.8,136077.0,561.0,562
128.0,45.0,0.0,68.0,0.0,15.0,128.0,25.8,25.8,56.1,56.1,10.0,7180.0,0.0,919040.0,185244.0,402798.0,919040.0,3302.4,3303
194.0,70.0,16.0,0.0,45.0,47.0,46.0,2.6,2.8,3.6,3.9,12.0,703.0,0.0,136382.0,1827.8,2741.7,32338.0,504.4,499
869.0,288.0,300.0,116.0,230.0,0.0,934.0,2.4,2.2,2.4,2.2,6.0,2078.0,0.0,1805782.0,4987.2,4571.6,1940852.0,2085.6,2078
125.0,51.0,9.0,33.0,22.0,0.0,20.0,18.6,20.2,22.4,24.4,3.0,2802.0,0.0,350250.0,52117.2,68368.8,56040.0,2325.0,2326
477.0,235.0,117.0,89.0,46.0,10.0,172.0,5.7,5.5,5.7,5.5,6.0,2741.0,0.0,1307457.0,15623.7,15075.5,471452.0,2718.9,2741
717.0,716.0,13.0,10.0,24.0,0.0,51.0,4.9,4.6,6.0,5.6,5.0,4272.0,0.0,3063024.0,20932.800000000003,23923.2,217872.0,3513.3,3546
25.0,0.0,28.0,0.0,0.0,0.0,0.0,5.6,5.0,5.6,5.0,3.0,140.0,0.0,3500.0,784.0,700.0,0.0,140.0,140
73.0,9.0,61.0,3.0,0.0,0.0,73.0,19.2,19.2,19.2,19.2,8.0,1404.0,0.0,102492.0,26956.8,26956.8,102492.0,1401.6,1404
100.0,61.0,0.0,0.0,0.0,42.0,28.0,9.3,9.0,11.2,10.9,12.0,1119.0,0.0,111900.0,10406.7,12197.1,31332.0,930.0,929
273.0,103.0,183.0,15.0,17.0,0.0,318.0,1.9,1.7,1.9,1.7,5.0,528.0,0.0,144144.0,1003.2,897.6,167904.0,518.6999999999999,528
587.0,108.0,119.0,94.0,203.0,0.0,524.0,6.4,7.2,6.4,7.2,15.0,3748.0,0.0,2200076.0,23987.2,26985.6,1963952.0,3756.8,3748
