ID,AFP,Output,Enquiry,Interface,Changed,Deleted,PDR_AFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_PDR_AFP,MI_N_effort_Enquiry,MI_N_effort_Duration,Effort
23,46,28,0,0,25,0,7.5,6.0,344,1,0,0,0,1,2580.0,0,2064.0,344
24,56,12,15,5,0,0,5.3,3.0,296,0,0,0,1,1,1568.8,4440,888.0,296
25,106,4,12,0,53,7,33.0,13.0,4220,1,0,0,0,1,139260.0,50640,54860.0,3503
26,71,28,9,0,23,21,3.5,1.0,296,1,0,0,0,1,1036.0,2664,296.0,246
27,306,105,0,45,0,0,6.8,24.0,2082,0,1,0,0,1,14157.6,0,49968.0,2082
28,244,78,22,14,0,0,0.8,7.0,191,0,0,0,1,1,152.8,4202,1337.0,191
29,98,46,3,0,0,0,30.3,15.0,3583,1,0,0,0,1,108564.9,10749,53745.0,2974
30,331,44,61,0,0,0,1.0,2.0,395,1,0,0,0,1,395.0,24095,790.0,328
31,101,5,39,0,0,0,4.0,8.0,406,1,0,0,0,1,1624.0,15834,3248.0,406
32,192,102,0,77,0,0,9.3,8.0,2151,1,0,0,0,1,20004.300000000003,0,17208.0,1785
33,60,4,0,10,22,6,7.9,8.0,471,0,1,0,0,1,3720.9,0,3768.0,471
34,180,18,33,0,29,0,3.9,5.0,700,0,1,0,0,1,2730.0,23100,3500.0,700
35,118,71,7,0,83,0,4.9,2.0,698,1,0,0,0,1,3420.2000000000003,4886,1396.0,579
36,73,10,4,0,66,0,16.6,3.0,1459,1,0,0,0,1,24219.4,5836,4377.0,1211
37,143,0,27,0,121,0,8.0,4.0,1372,1,0,0,0,1,10976.0,37044,5488.0,1139
38,2190,648,236,0,0,0,6.6,19.0,16690,0,1,0,0,1,110154.0,3938840,317110.0,14520
39,9,10,0,0,5,0,26.6,2.0,239,1,0,0,0,1,6357.400000000001,0,478.0,239
40,203,167,3,0,0,0,6.2,5.0,1520,1,0,0,0,1,9424.0,4560,7600.0,1262
41,162,36,9,20,0,0,10.8,8.0,1754,1,0,0,0,1,18943.2,15786,14032.0,1754
42,183,21,29,0,0,0,8.3,6.0,1824,1,0,0,0,1,15139.2,52896,10944.0,1514
43,59,21,0,0,51,0,11.3,8.0,804,1,0,0,0,1,9085.2,0,6432.0,667
44,412,14,99,10,0,0,14.2,20.0,5864,1,0,0,0,1,83268.8,580536,117280.0,5864
45,348,14,33,0,312,0,2.8,3.0,1172,1,0,0,0,1,3281.6,38676,3516.0,973
46,2529,513,66,220,0,0,2.1,13.0,5333,0,1,0,0,1,11199.3,351978,69329.0,5333
47,250,92,57,30,43,0,7.1,8.0,1775,0,1,0,0,1,12602.5,101175,14200.0,1775
48,206,199,0,5,104,0,1.0,5.0,246,1,0,0,0,1,246.0,0,1230.0,204
49,617,136,103,0,179,0,5.1,7.0,3793,1,0,0,0,1,19344.3,390679,26551.0,3148
50,173,78,10,72,0,0,50.4,12.0,10501,1,0,0,0,1,529250.4,105010,126012.0,8716
51,286,156,27,0,0,0,5.1,6.0,1464,1,0,0,0,1,7466.4,39528,8784.0,1464
52,52,17,6,5,16,15,26.1,2.0,1636,1,0,0,0,1,42699.600000000006,9816,3272.0,1358
53,45,28,0,25,0,0,6.2,7.0,281,0,1,0,0,1,1742.2,0,1967.0,281
54,104,7,48,0,100,0,22.3,5.0,2796,1,0,0,0,1,62350.8,134208,13980.0,2321
55,465,44,104,0,15,54,8.7,13.0,4884,1,0,0,0,1,42490.8,507936,63492.0,4054
56,2145,63,491,300,0,0,1.1,84.0,2400,0,0,0,1,1,2640.0,1178400,201600.0,2400
57,283,125,39,17,0,0,20.0,13.0,5650,1,0,0,0,1,113000.0,220350,73450.0,5650
58,109,84,0,5,59,0,14.0,2.0,1837,1,0,0,0,1,25718.0,0,3674.0,1525
59,160,21,72,40,68,16,3.0,2.0,575,1,0,0,0,1,1725.0,41400,1150.0,477
60,65,64,0,0,10,0,7.7,2.0,606,1,0,0,0,1,4666.2,0,1212.0,503
61,366,27,96,0,84,11,23.1,10.0,10205,1,0,0,0,1,235735.5,979680,102050.0,8470
62,63,10,3,0,43,0,12.3,3.0,937,1,0,0,0,1,11525.1,2811,2811.0,778
63,309,13,59,30,0,0,8.4,7.5,2597,0,0,0,1,1,21814.8,153223,19477.5,2597
64,610,174,117,0,0,0,1.6,3.0,950,1,0,0,0,1,1520.0,111150,2850.0,950
65,562,125,93,0,0,0,10.2,13.0,5727,0,0,1,0,1,58415.4,532611,74451.0,5727
66,156,38,39,41,0,0,13.1,4.0,2458,1,0,0,0,1,32199.8,95862,9832.0,2040
67,75,5,19,0,35,0,49.0,8.0,4430,1,0,0,0,1,217070.0,84170,35440.0,3677
68,136,64,0,0,127,0,4.2,2.0,687,1,0,0,0,1,2885.4,0,1374.0,570
69,96,56,0,40,0,0,12.7,8.0,4530,0,1,0,0,1,57531.0,0,36240.0,1223
70,78,24,9,0,0,0,12.5,4.0,1084,1,0,0,0,1,13550.0,9756,4336.0,976
71,51,0,14,0,36,0,7.6,12.0,466,1,0,0,0,1,3541.6,6524,5592.0,387
72,1092,84,170,21,0,0,4.0,13.0,5320,1,0,0,0,1,21280.0,904400,69160.0,4416
73,134,11,32,14,0,0,2.1,8.0,345,1,0,0,0,1,724.5,11040,2760.0,286
74,75,9,0,0,69,0,4.1,5.0,367,1,0,0,0,1,1504.6999999999998,0,1835.0,305
75,88,20,0,0,45,0,1.5,7.0,155,1,0,0,0,1,232.5,0,1085.0,129
76,3088,1009,772,5,2544,0,1.4,8.0,4266,1,0,0,0,1,5972.4,3293352,34128.0,4266
77,82,46,0,15,0,0,5.4,3.0,440,1,0,0,0,1,2376.0,0,1320.0,440
78,110,66,0,0,85,0,12.4,2.0,1362,1,0,0,0,1,16888.8,0,2724.0,1362
79,308,83,0,10,122,0,8.2,6.0,2533,0,1,0,0,1,20770.6,0,15198.0,2533
80,143,32,3,0,0,0,1.6,10.0,225,1,0,0,0,1,360.0,675,2250.0,225
81,826,326,155,0,139,270,13.4,13.0,11045,1,0,0,0,1,148003.0,1711975,143585.0,11045
82,3460,1831,318,142,227,0,9.5,24.0,32760,0,0,0,1,1,311220.0,10417680,786240.0,32760
83,73,32,0,5,0,0,28.1,8.0,2475,1,0,0,0,1,69547.5,0,19800.0,2054
84,64,56,0,0,56,0,3.9,7.0,252,1,0,0,0,1,982.8,0,1764.0,252
85,497,28,113,10,92,0,4.8,8.0,2362,0,1,0,0,1,11337.6,266906,18896.0,2362
86,288,0,36,0,214,0,8.5,5.0,2963,1,0,0,0,1,25185.5,106668,14815.0,2459
87,494,62,140,67,0,0,17.6,21.0,8706,1,0,0,0,1,153225.6,1218840,182826.0,8706
88,130,65,0,0,111,0,5.9,6.0,770,1,0,0,0,1,4543.0,0,4620.0,770
89,204,43,6,104,0,0,39.8,36.0,8111,1,0,0,0,1,322817.8,48666,291996.0,8111
90,17,5,0,0,0,0,44.8,11.0,762,1,0,0,0,1,34137.6,0,8382.0,762
91,60,25,0,5,0,0,2.3,1.0,164,1,0,0,0,1,377.2,0,164.0,136
92,73,20,36,0,10,0,4.9,1.0,431,1,0,0,0,1,2111.9,15516,431.0,358
93,169,14,25,70,0,0,2.8,6.0,580,1,0,0,0,1,1624.0,14500,3480.0,481
94,1351,449,271,20,29,136,2.4,8.0,3842,1,0,0,0,1,9220.8,1041182,30736.0,3189
95,2087,444,303,0,0,0,10.8,9.0,22500,0,0,0,1,1,243000.00000000003,6817500,202500.0,22500
96,253,0,107,44,0,0,46.3,13.0,12601,1,0,0,0,1,583426.2999999999,1348307,163813.0,11719
97,102,26,10,0,0,0,1.8,5.0,244,1,0,0,0,1,439.2,2440,1220.0,183
98,115,39,0,0,50,0,12.9,5.0,1786,1,0,0,0,1,23039.4,0,8930.0,1482
99,288,186,21,60,0,0,4.3,11.0,1251,0,1,0,0,1,5379.3,26271,13761.0,1251
100,199,7,77,0,188,0,4.7,8.0,1136,1,0,0,0,1,5339.2,87472,9088.0,943
101,163,14,33,10,0,0,16.5,11.0,3234,1,0,0,0,1,53361.0,106722,35574.0,2684
102,97,41,0,15,100,10,7.5,9.0,729,0,1,0,0,1,5467.5,0,6561.0,729
103,439,222,19,10,313,0,8.3,7.0,3630,1,0,0,0,1,30129.000000000004,68970,25410.0,3630
104,3113,609,248,80,0,0,10.9,24.0,42080,1,0,0,0,1,458672.0,10435840,1009920.0,34085
105,153,7,57,20,0,0,18.7,3.0,3283,0,1,0,0,1,61392.1,187131,9849.0,2856
106,670,97,122,0,498,0,8.6,6.0,6936,1,0,0,0,1,59649.6,846192,41616.0,5757
107,129,93,3,30,155,0,4.9,15.0,631,0,1,0,0,1,3091.9,1893,9465.0,631
108,329,68,14,0,73,127,6.6,8.0,2184,0,1,0,0,1,14414.4,30576,17472.0,2184
109,5684,454,820,311,0,0,3.7,37.0,21014,1,0,0,0,1,77751.8,17231480,777518.0,21014
110,61,4,24,0,0,0,6.8,4.0,502,1,0,0,0,1,3413.6,12048,2008.0,417
111,267,133,51,89,178,86,10.0,9.0,2683,0,1,0,0,1,26830.0,136833,24147.0,2683
112,218,16,56,0,0,0,25.4,4.0,6665,1,0,0,0,1,169291.0,373240,26660.0,5532
113,919,236,56,76,0,0,5.2,6.0,5801,1,0,0,0,1,30165.2,324856,34806.0,4815
114,66,12,6,0,31,0,3.7,2.0,296,1,0,0,0,1,1095.2,1776,592.0,246
115,54,0,16,0,52,0,12.7,1.0,827,1,0,0,0,1,10502.9,13232,827.0,686
116,245,105,27,0,0,0,1.9,13.0,870,1,0,0,0,1,1653.0,23490,11310.0,470
117,54,28,0,0,52,0,7.3,2.0,476,1,0,0,0,1,3474.8,0,952.0,395
118,151,54,15,0,19,0,7.2,3.0,1241,0,1,0,0,1,8935.2,18615,3723.0,1080
119,103,4,27,0,0,0,13.6,7.0,1396,0,1,0,0,1,18985.6,37692,9772.0,1396
120,300,82,27,0,142,0,9.8,10.0,2933,1,0,0,0,1,28743.4,79191,29330.0,2933
121,249,4,98,0,191,0,18.3,9.0,4551,1,0,0,0,1,83283.3,445998,40959.0,4551
122,224,21,0,10,210,0,13.4,4.0,3613,1,0,0,0,1,48414.2,0,14452.0,2999
123,1984,1008,192,0,0,0,1.3,11.0,2540,0,1,0,0,1,3302.0,487680,27940.0,2540
124,58,37,0,5,57,0,0.4,2.0,31,1,0,0,0,1,12.4,0,62.0,26
125,56,0,3,0,53,0,8.0,2.0,540,1,0,0,0,1,4320.0,1620,1080.0,448
126,244,12,44,50,0,0,3.7,3.0,1092,1,0,0,0,1,4040.4,48048,3276.0,906
127,12,0,6,0,3,0,17.6,13.0,211,0,1,0,0,1,3713.6,1266,2743.0,211
128,1416,432,0,65,775,0,1.2,12.0,1724,0,1,0,0,1,2068.8,0,20688.0,1724
129,67,26,0,35,0,0,23.6,5.0,1821,0,1,0,0,1,42975.600000000006,0,9105.0,1584
130,95,0,32,0,92,0,1.6,7.0,178,1,0,0,0,1,284.8,5696,1246.0,148
131,2376,233,639,131,0,0,10.7,24.0,30701,1,0,0,0,1,328500.69999999995,19617939,736824.0,25482
132,442,102,57,0,393,0,1.5,5.0,683,1,0,0,0,1,1024.5,38931,3415.0,683
133,68,12,19,0,56,0,37.1,4.0,3037,1,0,0,0,1,112672.7,57703,12148.0,2521
134,268,96,45,10,20,0,10.9,9.0,2933,0,1,0,0,1,31969.7,131985,26397.0,2933
135,90,0,0,0,0,0,5.5,2.0,595,1,0,0,0,1,3272.5,0,1190.0,494
136,72,25,7,0,17,0,6.8,7.0,486,1,0,0,0,1,3304.8,3402,3402.0,486
137,505,127,18,0,0,0,9.8,30.0,4955,1,0,0,0,1,48559.0,89190,148650.0,4955
138,450,145,59,0,58,7,13.6,7.0,6138,1,0,0,0,1,83476.8,362142,42966.0,6138
139,230,38,46,0,40,0,6.3,10.0,1748,1,0,0,0,1,11012.4,80408,17480.0,1451
140,242,78,4,0,222,0,1.3,2.0,375,1,0,0,0,1,487.5,1500,750.0,311
141,106,76,6,0,96,0,23.1,2.0,2946,1,0,0,0,1,68052.6,17676,5892.0,2445
142,31,14,0,0,27,0,7.6,6.0,237,1,0,0,0,1,1801.1999999999998,0,1422.0,237
143,1186,306,109,230,0,0,3.1,9.0,3711,0,0,1,0,1,11504.1,404499,33399.0,3711
144,256,198,0,5,0,0,11.5,19.0,2941,0,1,0,0,1,33821.5,0,55879.0,2941
145,191,60,15,25,34,0,12.7,11.0,2430,0,1,0,0,1,30861.0,36450,26730.0,2430
146,213,63,6,0,13,0,11.9,10.0,3051,1,0,0,0,1,36306.9,18306,30510.0,2532
147,4562,1278,498,0,0,0,5.8,15.0,26408,1,0,0,0,1,153166.4,13151184,396120.0,26408
148,141,33,44,0,133,0,8.8,2.0,1499,1,0,0,0,1,13191.2,65956,2998.0,1244
149,187,65,17,5,0,0,3.0,6.0,677,1,0,0,0,1,2031.0,11509,4062.0,562
150,128,0,68,15,0,0,25.8,10.0,7180,1,0,0,0,1,185244.0,488240,71800.0,3303
151,194,16,0,47,132,0,2.6,12.0,703,1,0,0,0,1,1827.8,0,8436.0,499
152,869,300,116,0,0,0,2.4,6.0,2078,0,0,1,0,1,4987.2,241048,12468.0,2078
153,125,9,33,0,84,11,18.6,3.0,2802,1,0,0,0,1,52117.2,92466,8406.0,2326
154,477,117,89,10,218,107,5.7,6.0,2741,1,0,0,0,1,15623.7,243949,16446.0,2741
155,717,13,10,0,712,0,4.9,5.0,4272,1,0,0,0,1,20932.800000000003,42720,21360.0,3546
156,25,28,0,0,28,0,5.6,3.0,140,1,0,0,0,1,784.0,0,420.0,140
157,73,61,3,0,0,0,19.2,8.0,1404,1,0,0,0,1,26956.8,4212,11232.0,1404
158,100,0,0,42,75,0,9.3,12.0,1119,1,0,0,0,1,10406.7,0,13428.0,929
159,273,183,15,0,0,0,1.9,5.0,528,0,0,1,0,1,1003.2,7920,2640.0,528
160,587,119,94,0,0,0,6.4,15.0,3748,0,0,1,0,1,23987.2,352312,56220.0,3748
161,1437,154,41,0,0,0,3.4,18.0,4900,0,0,0,1,1,16660.0,200900,88200.0,4900
162,97,101,3,7,6,0,19.1,12.0,1853,0,1,0,0,1,35392.3,5559,22236.0,1853
163,224,25,6,5,0,0,12.9,13.0,3322,0,1,0,0,1,42853.8,19932,43186.0,2890
164,321,46,9,15,0,0,3.4,11.0,1076,0,0,0,1,1,3658.4,9684,11836.0,1076
165,99,4,19,10,0,0,24.1,4.0,2876,1,0,0,0,1,69311.6,54644,11504.0,2387
166,416,40,54,7,65,6,3.8,6.0,1911,1,0,0,0,1,7261.799999999999,103194,11466.0,1586
167,71,21,4,5,40,0,14.0,4.0,1201,1,0,0,0,1,16814.0,4804,4804.0,997
168,120,48,12,0,108,0,1.8,5.0,212,1,0,0,0,1,381.6,2544,1060.0,212
169,213,43,3,30,97,3,6.0,12.0,1278,0,1,0,0,1,7668.0,3834,15336.0,1278
170,1634,387,223,0,0,0,4.3,12.0,7060,0,1,0,0,1,30358.0,1574380,84720.0,7060
171,275,11,48,0,243,0,2.6,9.0,702,1,0,0,0,1,1825.2,33696,6318.0,702
172,458,66,75,0,0,0,2.0,16.0,903,1,0,0,0,1,1806.0,67725,14448.0,903
173,218,118,44,10,109,0,31.0,8.0,8151,1,0,0,0,1,252681.0,358644,65208.0,6765
174,498,132,7,122,0,0,16.5,19.0,8227,0,0,1,0,1,135745.5,57589,156313.0,8227
175,143,65,0,0,122,0,2.3,4.0,402,1,0,0,0,1,924.6,0,1608.0,334
176,722,0,202,20,0,0,5.8,9.0,4164,1,0,0,0,1,24151.2,841128,37476.0,4164
177,236,192,12,0,0,0,29.0,15.0,6844,0,1,0,0,1,198476.0,82128,102660.0,6844
178,239,70,18,55,0,0,6.9,10.0,1661,0,1,0,0,1,11460.9,29898,16610.0,1661
179,1882,589,218,0,0,0,3.2,10.0,6068,0,1,0,0,1,19417.6,1322824,60680.0,6068
180,291,29,0,37,0,0,20.8,14.0,6519,0,1,0,0,1,135595.2,0,91266.0,6063
181,328,71,61,0,0,0,2.0,13.0,665,1,0,0,0,1,1330.0,40565,8645.0,665
182,264,7,50,0,0,0,2.1,6.0,544,1,0,0,0,1,1142.4,27200,3264.0,544
183,270,42,53,30,0,0,3.3,6.0,893,1,0,0,0,1,2946.9,47329,5358.0,893
184,32,7,12,10,0,0,11.0,2.5,352,1,0,0,0,1,3872.0,4224,880.0,352
185,1382,245,7,253,0,0,2.4,8.0,3344,0,0,0,1,1,8025.599999999999,23408,26752.0,3344
186,98,5,19,0,3,0,4.1,1.0,487,1,0,0,0,1,1996.7,9253,487.0,404
187,289,100,0,145,0,0,19.8,8.0,5732,0,1,0,0,1,113493.6,0,45856.0,5732
188,1059,234,144,60,0,0,21.6,17.0,26345,0,1,0,0,1,569052.0,3793680,447865.0,22920
189,724,12,189,0,142,24,13.0,9.0,11336,1,0,0,0,1,147368.0,2142504,102024.0,9409
190,40,22,0,0,0,0,7.1,4.0,285,0,0,0,1,1,2023.5,0,1140.0,285
191,128,18,24,0,117,0,10.1,3.0,1558,1,0,0,0,1,15735.8,37392,4674.0,1293
192,1248,262,146,15,0,0,12.2,12.0,15165,0,0,0,1,1,185013.0,2214090,181980.0,15165
193,387,118,67,7,0,0,8.5,17.0,3960,1,0,0,0,1,33660.0,265320,67320.0,3287
194,73,65,0,5,44,7,10.5,3.0,920,1,0,0,0,1,9660.0,0,2760.0,764
195,151,0,68,0,105,0,14.5,3.0,2643,1,0,0,0,1,38323.5,179724,7929.0,2194
196,465,162,0,37,0,0,4.3,4.0,2427,1,0,0,0,1,10436.1,0,9708.0,2014
197,63,0,9,0,0,0,13.1,4.0,996,1,0,0,0,1,13047.6,8964,3984.0,827
198,226,70,19,0,106,7,11.1,10.0,2508,1,0,0,0,1,27838.8,47652,25080.0,2508
199,115,11,28,0,105,0,1.7,1.5,201,1,0,0,0,1,341.7,5628,301.5,201
200,189,112,3,0,182,0,3.0,15.0,563,0,1,0,0,1,1689.0,1689,8445.0,563
201,55,0,6,0,0,0,9.7,11.0,643,1,0,0,0,1,6237.099999999999,3858,7073.0,534
202,85,44,0,0,68,0,12.2,4.0,1252,1,0,0,0,1,15274.4,0,5008.0,1039
203,2143,657,3,437,0,0,20.2,7.0,52172,1,0,0,0,1,1053874.4,156516,365204.0,43303
204,520,160,9,25,0,0,6.0,8.0,3133,0,1,0,0,1,18798.0,28197,25064.0,3133
205,113,34,16,0,64,0,15.9,3.0,2070,0,1,0,0,1,32913.0,33120,6210.0,1801
206,264,17,26,0,98,6,10.0,6.0,3180,1,0,0,0,1,31800.0,82680,19080.0,2639
207,349,24,18,30,4,0,6.8,4.0,2360,0,1,0,0,1,16048.0,42480,9440.0,2360
208,229,5,0,131,0,0,11.0,5.0,2897,0,1,0,0,1,31867.0,0,14485.0,2520
209,172,40,4,7,0,0,10.4,5.0,1788,0,0,0,1,1,18595.2,7152,8940.0,1788
210,323,57,53,31,0,0,3.8,13.0,1238,1,0,0,0,1,4704.4,65614,16094.0,1238
211,89,28,17,30,73,0,5.0,4.0,442,0,1,0,0,1,2210.0,7514,1768.0,442
212,878,404,161,17,0,0,3.8,5.0,3742,1,0,0,0,1,14219.6,602462,18710.0,3368
213,220,50,51,0,0,0,1.3,3.0,281,0,0,1,0,1,365.3,14331,843.0,281
214,150,4,20,0,143,0,4.6,3.0,828,1,0,0,0,1,3808.8,16560,2484.0,687
215,161,38,30,0,0,0,1.4,2.0,220,1,0,0,0,1,308.0,6600,440.0,220
216,804,334,0,42,0,0,14.2,12.0,13720,1,0,0,0,1,194824.0,0,164640.0,11388
217,272,20,61,30,0,0,35.7,14.0,11172,0,1,0,0,1,398840.4,681492,156408.0,9720
218,33,7,0,15,8,0,4.4,2.0,145,0,1,0,0,1,638.0,0,290.0,145
219,64,28,10,0,0,0,2.2,3.0,140,0,1,0,0,1,308.0,1400,420.0,140
220,277,110,47,0,170,0,4.6,19.0,1265,0,1,0,0,1,5819.0,59455,24035.0,1265
221,322,100,67,0,106,14,16.3,13.0,6316,1,0,0,0,1,102950.8,423172,82108.0,5242
222,164,56,18,20,43,0,17.0,11.0,2791,0,1,0,0,1,47447.0,50238,30701.0,2791
223,145,10,72,0,0,0,5.1,3.0,894,1,0,0,0,1,4559.4,64368,2682.0,742
224,73,24,12,0,72,0,8.0,5.0,704,1,0,0,0,1,5632.0,8448,3520.0,584
225,245,179,24,15,0,0,3.6,7.0,893,0,1,0,0,1,3214.8,21432,6251.0,893
226,406,36,125,0,288,0,13.9,7.0,6794,1,0,0,0,1,94436.6,849250,47558.0,5639
227,98,0,41,0,68,0,56.5,5.0,6666,1,0,0,0,1,376629.0,273306,33330.0,5533
228,83,10,3,0,63,4,4.9,3.0,494,1,0,0,0,1,2420.6000000000004,1482,1482.0,410
229,182,59,39,0,157,0,5.5,5.0,1206,1,0,0,0,1,6633.0,47034,6030.0,1001
230,820,98,199,0,212,35,3.1,11.0,2552,0,0,0,1,1,7911.2,507848,28072.0,2552
231,545,226,131,0,466,0,16.0,11.0,8740,1,0,0,0,1,139840.0,1144940,96140.0,8740
232,105,9,0,0,84,0,1.9,8.0,198,1,0,0,0,1,376.2,0,1584.0,198
233,55,10,14,0,42,0,42.7,1.0,2828,1,0,0,0,1,120755.6,39592,2828.0,2347
234,62,4,0,7,0,0,13.2,8.0,984,1,0,0,0,1,12988.8,0,7872.0,817
235,109,105,0,0,105,0,2.3,1.0,300,1,0,0,0,1,690.0,0,300.0,249
236,436,334,15,60,0,0,17.8,15.0,7762,0,1,0,0,1,138163.6,116430,116430.0,7762
237,179,44,6,40,0,0,4.3,4.0,935,1,0,0,0,1,4020.5,5610,3740.0,776
238,1710,521,233,0,0,0,7.7,21.0,13130,0,1,0,0,1,101101.0,3059290,275730.0,13130
239,128,15,25,0,0,0,12.8,2.0,1890,0,1,0,0,1,24192.0,47250,3780.0,1644
240,174,7,30,32,0,0,77.7,8.0,13528,0,0,0,1,1,1051125.6,405840,108224.0,13528
241,70,4,15,0,29,0,8.8,5.0,743,1,0,0,0,1,6538.400000000001,11145,3715.0,617
242,379,29,57,15,0,0,6.3,7.0,2391,1,0,0,0,1,15063.3,136287,16737.0,2391
243,258,16,230,0,232,0,2.3,5.0,605,0,1,0,0,1,1391.5,139150,3025.0,605
244,129,0,39,25,0,0,16.0,4.0,2372,0,1,0,0,1,37952.0,92508,9488.0,2064
245,856,194,74,155,0,0,3.0,12.0,2551,0,1,0,0,1,7653.0,188774,30612.0,2551
246,127,14,10,0,94,0,13.1,7.0,2010,1,0,0,0,1,26331.0,20100,14070.0,1668
247,381,107,9,65,191,0,4.8,19.0,1817,0,1,0,0,1,8721.6,16353,34523.0,1817
248,234,19,93,5,3,0,21.8,10.0,5103,1,0,0,0,1,111245.4,474579,51030.0,5103
249,215,62,46,0,135,0,13.2,8.0,3417,1,0,0,0,1,45104.4,157182,27336.0,2836
250,1406,70,290,90,0,0,10.6,1.0,14698,0,0,0,1,1,155798.8,4262420,14698.0,14938
251,85,67,3,15,59,25,12.3,13.0,1049,0,1,0,0,1,12902.7,3147,13637.0,1049
252,59,32,3,5,0,0,18.0,10.0,1278,1,0,0,0,1,23004.0,3834,12780.0,1061
253,358,0,89,40,0,0,38.9,9.0,16770,1,0,0,0,1,652353.0,1492530,150930.0,13919
254,73,0,12,0,62,0,50.3,7.0,4428,1,0,0,0,1,222728.4,53136,30996.0,3675
255,597,96,78,7,0,0,4.3,6.0,2542,1,0,0,0,1,10930.6,198276,15252.0,2542
256,276,120,34,0,139,18,8.1,2.0,2244,1,0,0,0,1,18176.4,76296,4488.0,2244
257,728,165,15,167,27,255,11.1,4.0,9694,1,0,0,0,1,107603.4,145410,38776.0,8046
258,59,55,0,0,11,33,83.8,6.0,5958,1,0,0,0,1,499280.4,0,35748.0,4945
259,98,32,9,0,42,7,13.4,11.0,1582,1,0,0,0,1,21198.8,14238,17402.0,1313
260,756,66,127,5,320,112,4.3,7.0,3214,1,0,0,0,1,13820.2,408178,22498.0,3214
261,155,34,0,0,107,0,3.1,10.0,582,1,0,0,0,1,1804.2,0,5820.0,483
262,544,104,107,0,362,0,4.2,4.0,2778,1,0,0,0,1,11667.6,297246,11112.0,2306
263,813,677,34,100,820,0,2.0,9.0,1634,0,1,0,0,1,3268.0,55556,14706.0,1634
264,75,0,30,14,0,0,9.6,6.0,720,1,0,0,0,1,6912.0,21600,4320.0,720
265,112,4,16,0,0,0,9.6,13.0,1073,0,0,0,1,1,10300.8,17168,13949.0,1073
266,211,32,79,5,100,0,16.9,13.0,3566,1,0,0,0,1,60265.4,281714,46358.0,3566
267,895,271,222,0,0,0,0.9,7.0,780,1,0,0,0,1,702.0,173160,5460.0,780
268,74,7,37,5,0,0,54.0,14.0,3995,1,0,0,0,1,215730.0,147815,55930.0,3995
269,3331,519,399,360,0,0,14.7,42.0,49034,0,0,0,1,1,720799.7999999999,19564566,2059428.0,49034
270,64,18,9,5,39,11,6.1,6.0,472,1,0,0,0,1,2879.2,4248,2832.0,392
271,1402,804,187,63,0,0,12.6,23.0,17219,1,0,0,0,1,216959.4,3219953,396037.0,17607
272,337,21,86,25,0,0,1.8,8.0,657,1,0,0,0,1,1182.6,56502,5256.0,591
