data,modp,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_loc_rely,MI_loc_virt,MI_loc_vexp,MI_aexp_data,actual
0.272727272727273,1.0,0.0069859410114806,0.0026754667703542,0.0019052566394947,0.0,0.0,0.0022060866352044,0.0069859410114806,0.0069859410114806,0.0013971882022961,0.0021120286778894,0.0022535293585421,0.1044487427466152,0.0101894840312091
0.0,1.0,0.0054180240762356,0.0020749879440902,0.0,0.0005805025795966,0.0,0.0008554774857214,0.0025155111782522,0.0022575100317648,0.0010836048152471,0.0035280156775487,0.0034954994040229,0.0,0.0030805416838539
0.0,0.4285714285714286,0.002891935680563,0.0011075498351092,0.0,0.0010844758802111,0.0004819892800938,0.0013698642697403,0.0013426844231185,0.0,0.0005783871361126,0.002891935680563,0.0018657649552019,0.0,0.0007108942347355
0.0,0.2142857142857144,0.0021079772129405,0.0,0.0,0.0002258547013864,0.0,0.0006656770146127,0.0,0.0008783238387252,0.0008107604665155,0.0013726363247054,0.0006799926493356,0.0,0.0012374825567618
0.0,0.666666666666667,0.003763000644588,0.0,0.0,0.0,0.0,0.0,0.0,0.0024564031985505,0.0007526001289176,0.0,0.0,0.0,0.0010619531160863
0.0,0.666666666666667,0.0217940453999059,0.0041733278425351,0.0,0.0081727670249647,0.0099063842726845,0.0137646602525721,0.0101186639356706,0.0090808522499607,0.0134117202460959,0.0065888974464831,0.0140606744515522,0.0,0.0835607902335419
0.0,0.666666666666667,0.0130833957596557,0.0050106622058255,0.0,0.0049062734098708,0.0021805659599426,0.0061973979914158,0.0060744337455544,0.0054514148998565,0.0050320752921752,0.0130833957596557,0.0084409004901004,0.0,0.0202824268700467
0.0,0.2142857142857144,0.0200519154718558,0.0,0.0,0.0075194683019459,0.0200519154718558,0.0126643676664352,0.0093098178976473,0.0,0.0200519154718558,0.0060622070031191,0.0,0.0,0.0108916017939108
0.0,0.2142857142857144,0.0183097855438058,0.0070122582933724,0.0,0.0019617627368363,0.0016645259585278,0.0086730563102237,0.0,0.007629077309919,0.007042225209156,0.0055355165597552,0.0059063824334857,0.0,0.0056257185736477
0.0,0.666666666666667,0.004111426630198,0.0027117920326837,0.0,0.0004405099960926,0.0006852377716996,0.0025966905032829,0.0019088766497347,0.0009136503622662,0.0025301086955064,0.0012429894463389,0.0026525333098051,0.0,0.0044847772092574
0.0,0.0,0.0226651103639309,0.0086802550329948,0.0,0.0,0.0,0.0107361049092304,0.0,0.0050366911919846,0.0087173501399734,0.0,0.0,0.0,0.0038704241668933
0.0,0.2142857142857144,0.0062019825438581,0.0,0.0,0.0023257434539467,0.0010336637573096,0.0039170416066472,0.0028794918953626,0.0,0.0012403965087716,0.0040385002611169,0.0062019825438581,0.0,0.0028172475228407
0.0,0.0,0.0069859410114806,0.0,0.0,0.0,0.0,0.0033091299528065,0.0,0.0015524313358845,0.002686900389031,0.0021120286778894,0.0022535293585421,0.0,0.0007986589550732
