size_D,duration_D,nlan,t01,t02,t03,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_ProdCont,app_TransPro,har_Multi,har_Network,har_PC,dba_Other,ifc_GUI,ifc_TextUI,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,effort_D
0.0370886781929726,0.18,0.3333333333333333,0.25,0.5,0.0,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3361665,-0.7378823,0.91737723,0.8574297,1.0258089,-0.8450742,-0.22231044,0.9893619,-1.016053,0.0588962304511099
0.1926938092582264,0.34,0.0,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.33066016,-0.6811058,0.86244226,0.7990619,0.97243166,-0.8042524,-0.1993305,0.93250656,-0.9454354,0.0565194657032846
0.0167317345231455,0.06,0.3333333333333333,0.25,0.25,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.37831965,-0.79152095,1.0090175,0.93398523,1.124397,-0.9065725,-0.21203692,1.0475355,-1.1123462,0.0050228961670707
0.0,0.12,0.6666666666666666,0.25,0.5,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.39394385,-0.90268105,1.1249759,1.0588324,1.2391901,-1.0006151,-0.2550672,1.1756827,-1.2494884,0.0
0.0560513106525376,0.3,0.3333333333333333,0.25,0.5,0.0,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3515169,-0.81349844,1.0034903,0.9431987,1.1130612,-0.91160583,-0.25080293,1.0720285,-1.1144953,0.0314049848679311
0.0900725041829336,0.14,0.3333333333333333,0.5,0.75,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35945332,-0.801576,0.9921401,0.93808764,1.1056693,-0.9034625,-0.23253997,1.0642651,-1.1018525,0.0548874205764446
0.0454545454545454,0.18,0.0,0.25,0.5,0.0,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3346578,-0.7261347,0.9132714,0.85645103,1.0196421,-0.8446886,-0.20543076,0.98325855,-1.0116191,0.0148468571247484
0.5022308979364194,0.56,1.0,0.75,0.0,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34492987,-0.7757796,0.958459,0.9087608,1.0686225,-0.88267577,-0.22956131,1.038477,-1.0644511,0.4013088051211357
0.6787506971556051,0.68,1.0,0.75,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3653491,-0.86896646,1.0659685,1.0202309,1.1781274,-0.96571434,-0.2563956,1.142837,-1.1893599,0.5815626435962035
0.1076408254322364,0.72,1.0,0.5,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.38015673,-0.90298,1.1140872,1.0463754,1.2253948,-0.9935149,-0.2759922,1.1700113,-1.2378576,0.2292627275752246
0.0680423870607919,0.5,0.6666666666666666,0.75,0.5,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3696912,-0.84853995,1.0456372,0.98899645,1.1596884,-0.9436699,-0.25179696,1.1141411,-1.1624275,0.1656763480217394
0.8103736754043502,0.2,1.0,0.75,0.75,0.0,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.39648628,-0.9419008,1.1594324,1.0837995,1.2755151,-1.0211344,-0.29178876,1.205407,-1.2885007,0.2838966265785679
0.071388733965421,0.2,0.0,0.75,0.5,0.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.36683577,-0.815826,1.0101123,0.9401158,1.1246539,-0.90904576,-0.24873321,1.0690211,-1.1184542,0.1392150338292849
0.0850529838259899,0.48,0.0,0.75,0.5,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.33358365,-0.7479197,0.93650186,0.87209684,1.0408577,-0.8603118,-0.22527598,1.0010899,-1.0370785,0.1045934940026302
0.1447295036252091,0.24,1.0,0.25,0.25,0.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35230964,-0.7239485,0.91601807,0.86096776,1.0298461,-0.8423689,-0.18736081,0.98265874,-1.014409,0.1562960498169891
0.1168432794199665,0.18,0.6666666666666666,0.75,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34303433,-0.71988773,0.90094876,0.85020465,1.0129969,-0.83513176,-0.19764002,0.978325,-0.99766827,0.071572309106178
0.9258226436140546,0.82,0.6666666666666666,0.75,0.5,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35612077,-0.88063705,1.0799108,1.0251596,1.1880392,-0.9733364,-0.27449235,1.1477497,-1.2058307,1.0
0.0571667596207473,0.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35133332,-0.7847616,0.981646,0.9256717,1.0870991,-0.89840627,-0.21769895,1.050209,-1.089484,0.0169225650045158
0.041271611823759,0.12,0.6666666666666666,0.0,0.75,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3456139,-0.7274997,0.89783144,0.839586,1.0027856,-0.8353516,-0.2061014,0.9802248,-0.9922577,0.01373770024243
0.0382041271611823,0.16,1.0,0.5,0.75,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36143944,-0.9073372,1.1054052,1.0480504,1.2130405,-0.99401313,-0.29248756,1.1756845,-1.232528,0.0184120042464863
0.0945343000557724,0.04,0.3333333333333333,0.25,0.75,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.377724,-0.86096436,1.0673162,1.0147982,1.1816471,-0.9622878,-0.24154617,1.1345104,-1.1875377,0.0192517944573846
0.1065253764640267,0.48,0.3333333333333333,0.0,0.5,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3499236,-0.8063159,0.9866618,0.9440866,1.0912766,-0.915628,-0.22880553,1.0777572,-1.0990275,0.0376162634089144
0.0435025097601784,0.04,0.3333333333333333,0.5,0.75,0.0,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33858263,-0.7493973,0.9378022,0.8822794,1.0449479,-0.86382157,-0.21509497,1.0084406,-1.0403771,0.0060211373611573
0.0064138315672058,0.04,0.0,0.5,0.5,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34656227,-0.73115814,0.9201954,0.8616771,1.0297357,-0.84835505,-0.20205508,0.9894964,-1.0169628,0.0102993139072427
0.2208588957055214,0.04,0.6666666666666666,0.75,0.25,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.36146742,-0.95746607,1.1422604,1.0692618,1.2502869,-1.0106823,-0.34709057,1.2039671,-1.2741106,0.0421004262331447
0.4461795872838817,0.14,1.0,0.75,0.25,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3701809,-0.9250271,1.1208718,1.0443245,1.233581,-0.99236476,-0.31890237,1.1759784,-1.2472986,0.1492132908684698
0.2752370329057446,0.08,1.0,0.75,0.25,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.37131196,-0.9197647,1.1156955,1.0397413,1.2288135,-0.9885849,-0.3144415,1.1713536,-1.241015,0.0985089762481976
0.139431121026213,0.36,0.0,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35959584,-0.8440593,1.0428665,0.9912937,1.1514245,-0.9478193,-0.24809031,1.1156192,-1.1604134,0.0517659362076341
0.5593976575571667,0.54,0.6666666666666666,0.75,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.38643143,-0.9518849,1.1710819,1.1043277,1.2823278,-1.0372287,-0.29315922,1.2231823,-1.3051426,0.2125936841438101
0.0708310094813162,0.44,0.3333333333333333,0.25,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3527945,-0.7943673,0.99209994,0.9435715,1.0977347,-0.91310537,-0.21952285,1.0690765,-1.1005324,0.0824578916512177
0.3134411600669269,0.36,0.6666666666666666,0.75,0.25,0.0,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.36685205,-0.841281,1.0540632,0.9793288,1.1593167,-0.94322443,-0.24689214,1.1027821,-1.1664069,0.1444597613728193
0.0571667596207473,0.06,0.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3592857,-0.89296186,1.0948546,1.0288006,1.2048836,-0.97814053,-0.28986913,1.1520487,-1.2204498,0.0081919158308377
0.0499163413273842,0.2,0.3333333333333333,0.5,0.75,0.0,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36293662,-0.7769454,0.97265035,0.91223735,1.0873342,-0.8838853,-0.21594246,1.0358626,-1.0776845,0.0791462661025811
0.0030674846625766,0.04,0.6666666666666666,0.75,0.5,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3544299,-0.76936835,0.9599909,0.90282315,1.0710444,-0.8792899,-0.21856226,1.0307051,-1.06284,0.0075581118980843
0.0699944227551589,0.04,1.0,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36478287,-0.8388844,1.0316635,0.97456294,1.1416237,-0.9320436,-0.25013074,1.1044818,-1.1439385,0.0744085817052494
0.1042944785276073,0.22,0.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37972468,-0.8606344,1.0710841,1.0123423,1.1841856,-0.96330774,-0.24209534,1.1325212,-1.189626,0.1193769707341034
0.2816508644729503,0.1,0.6666666666666666,0.75,0.75,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.75,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37672746,-0.9617284,1.1676201,1.1045232,1.2770551,-1.0388466,-0.31532153,1.2316523,-1.3019046,0.1287731140371726
0.0047406581148912,0.1,0.6666666666666666,0.75,0.25,0.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.37018767,-0.8974984,1.1040839,1.0360115,1.2156835,-0.9830188,-0.28224826,1.1578158,-1.2301114,0.0033750059419118
0.0953708867819297,0.44,0.6666666666666666,1.0,1.0,0.3333333333333333,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4051615,-1.023684,1.2438821,1.1798989,1.3589851,-1.0944508,-0.32423925,1.3015292,-1.3875058,0.1654228264486381
0.0404350250976017,0.18,0.3333333333333333,0.75,0.75,0.0,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34951055,-0.7544012,0.95215726,0.88997275,1.0604697,-0.87112755,-0.20895387,1.0135683,-1.0540073,0.0185704552296747
0.4121583937534858,0.48,1.0,0.75,0.5,0.0,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34719658,-0.8404984,1.041714,0.97893363,1.1445874,-0.9455192,-0.26346055,1.1058124,-1.1577766,0.0847395858091299
0.1469604015616285,0.18,0.3333333333333333,0.25,0.5,0.3333333333333333,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3630191,-0.79386145,0.99970263,0.93440396,1.1102359,-0.9049416,-0.22048424,1.0552598,-1.1076223,0.0613680657888482
0.1285554935861684,0.18,0.0,0.25,0.5,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33235413,-0.72150844,0.9080835,0.8527632,1.0135672,-0.8421096,-0.20303573,0.9797364,-1.0058775,0.0478046616279254
0.1491912994980479,0.16,0.6666666666666666,0.0,0.75,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3431334,-0.81270033,1.0041735,0.961538,1.1010005,-0.9282726,-0.23027022,1.0928335,-1.114964,0.0629684207190505
0.0744562186279977,0.2,0.3333333333333333,0.75,0.5,1.0,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38176918,-0.9171427,1.1136136,1.0652739,1.228105,-1.0028887,-0.28126347,1.1944445,-1.2398412,0.1294386081665636
0.0250976017847183,0.16,0.3333333333333333,0.5,0.75,1.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37849304,-0.91011524,1.1125351,1.0624759,1.2251263,-1.0012168,-0.27379158,1.1873763,-1.2394457,0.0452694458969117
0.058282208588957,0.1,0.6666666666666666,0.5,0.75,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.37039194,-0.8522415,1.0547342,0.988604,1.1666925,-0.94743663,-0.25721914,1.1141238,-1.1704445,0.0221514474497314
0.1045733407696598,0.52,0.0,0.25,0.5,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3286484,-0.7246258,0.9080402,0.8608325,1.0133672,-0.84595335,-0.20243655,0.9869539,-1.0084001,0.2078401546481595
0.1246514221974344,0.32,0.6666666666666666,0.75,0.25,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.37902367,-0.94357365,1.1455662,1.0962976,1.2541691,-1.0322684,-0.29478687,1.226765,-1.2751688,0.1033417312354423
0.1600669269380925,0.24,1.0,0.25,0.5,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.75,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3676933,-0.8138821,1.0229465,0.95347846,1.133274,-0.92143494,-0.2310962,1.0749532,-1.1329218,0.0987624978212989
0.0435025097601784,0.16,0.3333333333333333,0.5,0.5,0.3333333333333333,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36607438,-0.83436877,1.0226339,0.97355837,1.1392261,-0.92764175,-0.24680345,1.0997939,-1.1384585,0.0639666619131371
0.158393753485778,0.22,1.0,0.25,0.5,0.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3826032,-0.8655175,1.0796775,1.0118536,1.1943227,-0.96307176,-0.24785711,1.1300397,-1.1990621,0.1088241352537592
1.0,0.58,0.6666666666666666,0.25,0.75,0.3333333333333333,0.75,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4058252,-1.0346713,1.2606404,1.1910899,1.3762184,-1.1023725,-0.32929978,1.3081441,-1.4080186,0.6163109442094088
