PointsAdjust,Envergure,Effort
0.11617169,-0.15475363,-0.013166521
0.27610385,0.87658894,0.3533421
0.26913998,0.49440408,0.2642602
0.19078061,0.6071959,0.12846996
0.4374502,0.48661637,0.36155114
0.13259925,0.7241402,0.1896846
0.16687998,0.39187992,0.051040087
0.20753634,0.830749,0.15837213
0.09056997,0.07011319,0.08479118
0.14880969,0.7958615,0.24736734
0.12334639,0.0700392,-0.009646121
0.16479483,0.34659848,0.07547548
0.18591069,0.3905059,0.01188606
0.14768994,-0.05529954,0.0028640851
0.4208131,0.83785695,0.44360006
0.21661586,0.7276177,0.17174925
0.2236811,0.71658206,0.3204609
0.3135161,0.77329624,0.37675437
0.5563589,0.9688015,0.7015054
0.10649119,0.31017718,0.043480173
0.13497256,0.10746291,0.018804442
0.20442073,0.82637274,0.35599536
0.2694099,0.31498212,0.21511118
0.21471097,0.5555175,0.14347288
0.12628359,-0.2922137,-0.054215055
0.26678,0.9388798,0.21858387
0.19680698,0.48848885,0.094123736
0.13763124,0.35038942,0.10002169
0.10664125,0.32930204,0.041775767
0.45664832,0.63032246,0.5195255
0.1746114,0.4826946,0.09542903
0.3149925,0.7738972,0.3009147
0.13754955,0.47983173,0.08836734
0.180989,0.36205098,0.07600483
0.11199801,0.6276757,0.15421033
0.14018892,0.38006032,0.060767595
0.11205986,-0.010476157,-0.04175021
0.117243186,0.14812697,0.05974783
0.07808006,0.57419837,0.123959824
0.16068508,0.5917616,0.17588852
0.09989412,0.22866686,-0.0076391995
0.07425331,0.10354671,-0.054798167
0.22825894,0.5663544,0.14395182
0.2025447,0.65687877,0.26877967
0.23189661,0.7757115,0.24026087
0.15625896,0.5261406,0.10561873
0.13007247,-0.24482349,-0.1315297
0.045219988,0.46420678,0.09078479
0.35519934,0.6918877,0.50240576
0.13425289,0.6316899,0.16389042
0.16661881,0.67454934,0.24392176
0.1768663,0.6389732,0.22328597
0.10389355,0.59478736,0.15660189
0.5120379,0.34206975,0.38444644
0.32457423,0.33576575,0.29452547
0.20016704,0.76339626,0.29137397
0.13428606,0.23823749,0.06864275
0.079594776,0.31727728,0.08845775
0.1088945,0.61710924,0.16006295
0.14321335,0.64146435,0.20799628
0.08414744,0.80414677,0.20405188
0.1439276,0.48387745,0.14796738
0.14929454,0.5839188,0.15665674
0.34108838,0.6714415,0.46248412
0.20257726,0.9418069,0.16894248
0.15893891,0.658755,0.27606988
0.16473511,0.12054017,0.061861385
0.09407614,0.69692135,0.19023181
0.58895683,0.7512144,0.6598452
0.09007921,0.56938404,0.12591818
0.24661958,0.66060877,0.28776667
0.1339596,0.33454055,0.0813784
0.18320869,0.620467,0.27137962
0.17965527,0.46230045,0.22468716
0.14404544,0.4702906,0.100825295
0.3116804,-0.009288821,0.0046808627
0.14199169,0.5904915,0.15293789
0.38284665,0.7499067,0.38543016
0.15450384,0.7982138,-0.025989495
0.20671132,0.72512496,0.2156792
0.18763037,0.6357386,0.28423783
0.0632257,0.28785133,0.06720788
0.13645633,0.18721452,0.037978247
0.11165249,0.33644772,0.111735985
0.124270886,0.40583378,0.12914918
0.117549986,0.6515976,0.17978173
0.12993322,0.52029365,0.1291618
0.14719293,0.85472375,0.021248288
0.124682814,0.7332123,0.186884
0.15553899,0.37059307,0.04454553
0.27750725,0.5193259,0.30181855
0.39237392,0.57901436,0.1478114
0.20868966,0.33351448,0.118051484
0.1856854,1.0088623,-0.0033686794
0.41607115,0.7019143,0.5047366
0.12925448,0.30663013,-0.028316867
0.06588761,0.43645865,0.11577153
0.06809421,0.2680769,0.049974654
0.13510422,0.6527284,0.21153904
0.16004887,0.59698486,0.13947192
0.21005976,0.22409795,0.16820358
0.13789757,0.7312483,0.009452369
0.15617025,0.56970775,0.14090982
0.15066639,0.31903926,0.04783059
0.11964013,0.5481118,0.12287563
0.12130839,0.701853,0.21200107
0.1928483,0.77032864,0.3618355
0.14156915,0.3829257,0.082768455
0.2589228,0.19103914,0.0040718857
0.1317227,0.5672355,0.11307445
0.24041243,1.2463044,0.0052617546
0.09551228,0.6504941,0.16632067
0.205829,0.6829755,0.1929497
0.12685174,0.321644,0.057507835
0.08689877,0.083984144,0.035646122
0.113093525,0.2845338,0.020624356
0.15621129,0.42080468,0.10485332
0.16353111,0.5605942,0.18509829
0.21290466,0.6466287,0.16310121
0.5071361,0.918627,0.5923678
0.13194196,0.5415141,0.20584641
0.14074063,0.598163,0.19176303
0.13425459,0.4805968,0.17739446
0.31979543,0.91496307,0.5274263
0.19272143,0.79640335,0.24180983
0.18265346,0.8722373,0.1798912
0.19086468,0.57502776,0.07145159
0.14006597,0.52038646,0.107432306
0.111630514,0.3527857,0.030298652
0.096765414,0.515534,0.019895619
0.083368376,0.56807655,0.07953978
0.08789608,0.5809496,0.15194073
0.24030402,0.82310116,0.2535359
0.2045879,0.69792265,0.34262004
0.2523643,0.62955165,0.30281788
0.2030674,0.4945525,0.07372734
0.09293009,0.58202296,0.13006121
0.13775152,0.31833264,0.06517328
0.1811082,0.6313633,0.19104257
0.23693267,0.839653,0.3742184
0.4550216,0.67821336,0.5438525
0.10439131,0.44544497,0.09061267
0.07841477,0.5798449,0.14844468
0.100714415,0.66030866,0.16069554
0.12272693,0.623332,0.21867318
0.5252905,0.33154014,0.4014041
0.43218166,0.5892661,0.50138235
0.13342236,0.24330893,0.07573302
0.08950679,0.25098515,0.07743327
0.10198493,0.3510547,0.059930317
0.0959969,0.5033464,0.1480621
0.15582508,0.61962354,0.15171851
0.23039755,0.76667655,0.21000072
0.4807294,0.40198046,0.2782757
0.14316723,0.4499906,0.113309026
0.08801541,0.37631443,0.11167601
0.15147135,0.5215934,0.17162053
0.07164066,0.71238345,0.18576348
0.3130135,0.74546605,0.40796554
0.23015389,0.7767026,0.2931915
0.118229076,-0.16443907,-0.033819865
0.18739465,0.61974025,0.18021606
0.39155924,0.6717576,0.48403296
0.15676798,0.63143855,0.15360197
0.13330023,0.70995486,0.071162276
0.13891916,0.4570998,0.08090909
0.14803678,0.6755587,0.2512754
0.13213743,0.3279731,0.047953695
0.16178896,0.83516717,0.33010557
0.13735509,0.505537,0.12199716
0.45102748,0.47509888,0.41278636
0.41255444,0.85952556,0.588694
0.16500334,0.46470276,0.13728616
0.12776774,0.36158395,0.035207387
0.21929896,0.82274437,0.36175415
0.102160335,0.37293753,0.12230432
0.27153614,0.013211159,0.09184402
0.09993948,0.24600503,-0.011042979
0.2335463,0.5958123,0.361583
0.2418271,0.77440065,0.39728257
0.08564943,0.057130493,0.022154946
0.098243825,0.3216248,0.065859094
0.096229345,0.08885743,0.049622342
0.2538572,0.2735997,0.19779857
0.19795123,0.72334385,0.36429682
0.107511595,0.51339877,0.14177655
0.12102778,0.54127944,0.122618675
0.24557427,0.7931396,0.3573465
0.15326828,0.47563598,0.073598996
0.10900749,0.6212773,0.21412298
0.16596052,-0.06585549,-0.0016349442
0.28034323,0.77747864,0.14340515
0.16827953,0.50203824,0.08707719
0.14626123,0.54737175,0.15017085
0.16712861,0.41128227,0.023023581
0.10624218,0.21430519,0.09510185
0.14755936,-0.20524321,-0.03689084
0.17339146,0.61793053,0.16059165
0.11776805,0.7505194,0.15793583
0.42874098,0.7880043,0.62440395
0.20687222,0.6484115,0.18020664
0.094124556,0.63876057,0.15899858
0.2336163,-0.2538516,-0.0527304
0.24522644,0.74732447,0.31547928
0.19879574,0.62803894,0.14893262
0.13183399,0.35332268,0.13810025
0.40384617,0.8901746,0.53674877
0.12439124,0.39330885,0.10551222
0.049493458,0.61533916,0.11339247
0.17760204,0.5139844,0.124646604
0.072752506,0.48071173,0.11996959
0.21399231,0.8689952,0.113713786
0.16101477,0.63634574,0.19857574
0.52336365,0.74274826,0.3874148
0.16272874,0.37926224,0.06303616
0.109081835,0.53748864,0.1545197
0.15407678,0.41998842,0.07150416
0.50710416,0.7032812,0.5633711
0.11620739,0.48907834,0.096966356
0.26923546,0.35790354,0.2330787
0.07014548,0.32659936,0.06565012
0.035656076,0.16269541,-0.032682355
0.10537568,0.6734404,0.010566225
0.15906519,0.29227063,-0.078427255
0.30388346,0.38965136,0.11830057
0.11639114,0.6264547,0.16382478
0.15945251,0.33260977,0.1020354
0.10683787,0.5607699,0.1820459
0.15912664,0.68407494,0.10038561
0.2781474,0.3842257,0.25911635
0.09783633,0.31555337,0.06408855
0.27855396,0.51538634,0.3345462
0.19259176,0.5448781,0.12763159
0.14955029,0.027060267,0.001514433
0.14942093,0.0061079003,0.0053514335
0.5663904,0.8306331,0.72716475
0.15384135,0.30616966,0.051769383
0.13304053,0.47822577,0.048184924
0.28143966,0.500577,0.3387785
0.13553853,0.46856582,0.118433654
0.16892561,0.5965975,0.15897825
0.24620134,0.8167644,0.29009205
0.1367738,0.30148855,0.04155302
0.13165489,0.4112421,0.14945002
0.09411222,0.49515757,0.06667254
0.30570158,0.017115667,0.13469508
0.20768245,0.6685906,0.20078279
0.13706687,0.3160302,-0.023384787
0.13352957,0.59973866,0.21284327
0.12860864,0.10162538,-0.068341106
0.25539714,0.5687699,0.31897122
0.15289888,0.6357167,0.26260343
0.055133455,0.52079636,0.13361217
0.1124562,0.48768035,0.12956537
0.100500315,0.5562865,0.16196398
0.11340529,-0.26640996,-0.022516225
0.1900049,0.7352799,0.37296182
0.47932,0.83177054,0.6411096
0.08878543,0.5027167,0.1556221
0.092046976,0.26868615,0.026869504
0.15258193,0.42522627,0.14783095
0.16172916,-0.4319318,-0.12801637
0.18856321,0.7590088,0.2915927
0.07710498,0.5785763,0.1810161
0.16284761,0.5336016,0.13501196
0.123974994,0.6988055,0.0625778
0.06920692,0.07292391,0.0026952736
0.31612518,0.3989646,-0.030723307
