data,time,stor,Generated_Var_1,Generated_Var_3,actual
0.4609832,0.18699807,0.18615255,0.42701292,0.5467367,-0.011525847
0.6162165,0.19706586,0.09585209,0.4464895,0.7249295,-0.07354545
0.48408177,0.11822405,0.06590541,0.42531317,0.5906287,-0.027460061
0.358225,0.116733745,0.1135768,0.29987422,0.31086802,-0.052198865
0.9593699,-0.3325399,-0.3442168,0.99480736,1.1290302,-0.33949682
0.7228879,-0.12156864,-0.21342224,0.76448953,0.9724708,-0.20086735
0.5043731,0.044017576,0.054104537,0.5637231,0.68010837,-0.06281797
0.6530301,0.24830887,0.17886001,0.5057241,0.70597047,-0.046288915
0.61231,-0.042845204,-0.07802324,0.6644744,0.83775544,-0.14316422
0.66975266,0.24193186,0.17186987,0.40878242,0.6771486,-0.085706495
0.49153063,0.172084,0.13280524,0.39278615,0.54030085,-0.033288866
0.5895892,-0.12384718,-0.14611731,0.5940245,0.6397171,-0.15456924
0.51263183,0.12371033,0.01609312,0.44012088,0.67342883,-0.036509223
0.504857,0.050234403,0.03244241,0.5206973,0.64626706,-0.067638956
0.3762188,0.27688217,0.22036901,0.26146898,0.31180108,-0.15374726
0.41120082,0.12974809,0.0806667,0.3609707,0.45633838,-0.037342854
0.695936,0.16822912,-0.053141445,0.5398601,0.8996023,-0.08825406
0.5647211,0.11589964,0.040874932,0.39966694,0.59370166,-0.065537505
0.51386,0.07621311,0.05551725,0.4780454,0.6380371,-0.046948157
0.32328832,0.24972898,0.2684518,0.40647313,0.46343142,-0.009657927
0.43108118,0.1161696,0.12411538,0.35621697,0.43307137,-0.02516397
0.55613726,-0.014652237,0.013652846,0.6236421,0.76996905,-0.08892352
0.4460605,0.050025888,0.088726245,0.49730852,0.5393385,-0.038811557
0.4030662,0.06888101,0.071567126,0.5178374,0.5454206,-0.031433903
0.71131885,-0.047529317,-0.087582305,0.6695966,0.8530021,-0.16116768
0.53450614,0.17148867,0.11667911,0.42239857,0.62402105,-0.024278983
0.5568039,0.0898641,-0.025926813,0.5447184,0.800326,-0.083857305
0.51382077,-0.004352078,-0.0027031898,0.56270254,0.61299956,-0.07185996
0.91287977,-0.28558528,-0.27238047,0.9528534,1.1334382,-0.2956664
0.46485135,0.09968446,0.07250765,0.50689673,0.540285,-0.0366944
0.48582125,0.13307118,0.10874307,0.41268083,0.5604822,-0.024133153
0.7061259,-0.09385767,-0.115232795,0.72802526,0.90273523,-0.18135843
0.53255135,0.10380506,0.1263788,0.39055994,0.5543337,-0.01654046
0.4789959,0.15248105,0.11721787,0.42149335,0.5840654,-0.021713063
0.42278573,0.14836633,0.14716618,0.32152334,0.40607598,-0.030584998
0.38725886,0.116872594,0.092610344,0.32168308,0.32263675,-0.09026725
0.50574446,0.090653144,0.05338259,0.5033629,0.6519911,-0.020452842
0.36872426,0.13106957,0.1414468,0.4326192,0.46017754,-0.0010183379
0.6062446,0.13373399,-0.0018408969,0.47139785,0.72073686,-0.08820196
0.9731073,-0.31777957,-0.28684404,1.0333922,1.2789807,-0.34271303
0.7891022,-0.17012581,-0.21399316,0.7974116,0.9891157,-0.2522601
0.46641764,0.050021607,0.05337281,0.57631254,0.67145073,-0.044748046
0.4329191,0.21428552,0.22947855,0.43287528,0.52913564,-0.0062240213
0.5179305,0.044095486,-0.022343919,0.5453997,0.701805,-0.08977301
0.6530973,-0.10474374,-0.14386725,0.6854991,0.84281003,-0.14566407
0.45615864,0.08504527,0.07972291,0.40551966,0.4760616,-0.022009946
0.59075963,-0.037548497,-0.037988976,0.5838799,0.72273517,-0.08422724
0.61990744,-0.10731647,-0.111077175,0.6099729,0.6848664,-0.11562353
0.63644546,0.13908401,0.06963073,0.4234527,0.6468886,-0.0645472
0.5874727,-0.052364245,-0.10765806,0.5544292,0.65300953,-0.097803436
0.36310166,0.12537768,0.14703569,0.4765969,0.5080747,-0.0057253167
0.41182357,0.12572964,0.16383666,0.49842718,0.5494923,0.0041000694
0.836173,-0.19834885,-0.29692575,0.8329626,1.0627173,-0.30027407
0.53982216,-0.026021466,0.000526011,0.5848788,0.70092154,-0.08518236
0.3633271,0.17452505,0.20698462,0.50229436,0.52496356,0.0016016439
0.46662578,0.15165243,0.15230411,0.3266008,0.45882568,-0.021371804
0.42043933,0.13537025,0.123433605,0.38819736,0.4939221,-0.01102636
0.58412886,0.23899102,0.18189201,0.41750655,0.63609654,-0.0638705
0.94961697,-0.2870135,-0.2996831,0.9912759,1.2183678,-0.3149837
0.37679276,0.09370952,0.07521099,0.3001596,0.3112081,-0.07537005
0.4919427,0.13639432,0.079719536,0.40109992,0.58011013,-0.02519466
0.7877388,-0.20158783,-0.21688628,0.79087347,0.9604111,-0.22056016
0.82246727,0.21758139,-0.13977206,0.6420886,1.1385417,-0.20896026
0.47275743,0.056294024,0.06746806,0.5373042,0.6189414,-0.02132579
0.77266335,-0.068742104,-0.12773181,0.74024314,0.9462202,-0.19957617
0.7843692,-0.2167081,-0.2106289,0.8007718,0.9418731,-0.20943093
0.44097123,0.15461448,0.19449401,0.4236421,0.5004003,0.018641606
0.5877141,-0.056803606,-0.056602284,0.58563274,0.6343065,-0.09511552
0.72982156,-0.17474133,-0.18344161,0.747601,0.9151286,-0.19643208
0.65489686,-0.06854289,-0.10003629,0.6487439,0.8103044,-0.16234753
0.37501332,0.12368494,0.1436595,0.36192337,0.4309561,-0.0133236945
1.139431,-0.4723772,-0.50653565,1.2237387,1.3930937,-0.44823614
0.40570363,0.10129365,0.10722974,0.46598297,0.5262992,-0.016948394
0.5237993,0.23570949,0.26561183,0.46722245,0.638077,0.0053610355
0.44497,0.10920155,0.10510373,0.4933232,0.6211754,-0.006818734
0.7782761,-0.26225853,-0.2717739,0.78003436,0.8339234,-0.24436674
0.4623647,0.0743362,0.080210365,0.49978602,0.57840675,-0.010656297
0.39751068,0.11351049,0.14341134,0.43213987,0.49644774,-0.0058559105
0.41671756,0.09112669,0.06493025,0.4078307,0.44549844,-0.049647905
0.44976673,0.06013989,0.11359916,0.55591375,0.6020983,-0.0280694
0.6004016,0.14993417,0.008212596,0.48986003,0.76191795,-0.07503194
0.4612611,0.23728478,0.24175015,0.36221376,0.512572,-0.04048001
0.40987483,0.13778228,0.17163238,0.49198598,0.56430507,0.010931499
0.54316574,0.097408205,0.011238687,0.4518062,0.6095791,-0.06870989
0.97479093,0.24289924,0.09179403,0.50398326,0.98187244,-0.14762166
0.47748867,0.054418758,0.0144988075,0.51296014,0.64033824,-0.04859703
0.7013444,-0.19580042,-0.21618369,0.64694,0.64773834,-0.22981194
0.45737714,0.110747255,0.07036786,0.42103174,0.50776964,-0.025874339
0.36804432,0.14055592,0.11875034,0.26841164,0.28812262,-0.05864977
0.58212984,-0.015206628,-0.080488965,0.5251466,0.68830144,-0.10006388
0.31990194,0.16215739,0.16626576,0.4094242,0.42286348,-0.012973629
0.7025789,-0.14639536,-0.13080989,0.742328,0.928507,-0.18963838
0.5021463,0.08605039,0.059127353,0.48275805,0.6230487,-0.041951455
0.87055457,-0.29652202,-0.2915873,0.8661584,0.97323966,-0.2683601
0.5212533,0.18738642,0.18248647,0.40743163,0.5613507,-0.022126473
0.6700387,-0.05507285,-0.18620914,0.65103704,0.8507319,-0.1670857
0.51325977,-0.012596503,0.005111806,0.5472914,0.62716854,-0.04741744
0.6299859,0.16559425,0.12224123,0.38333166,0.60973215,-0.06723615
0.956685,-0.31107762,-0.31239182,0.9925841,1.225642,-0.32799116
0.3733088,0.11952744,0.11471483,0.38309634,0.37116212,-0.027396016
0.4323088,0.081773944,0.11112785,0.533254,0.58864105,-0.03462054
0.35890946,0.16044815,0.1512016,0.35320196,0.39363775,-0.015975304
0.4646438,0.061401393,0.09586556,0.565945,0.64867425,-0.029034086
0.56759113,0.15249649,0.06348106,0.48453218,0.6797794,-0.089434616
0.44319195,0.16787735,0.16371146,0.38625136,0.51191235,-0.016510807
1.0081437,-0.32694593,-0.33455378,1.0419862,1.2965693,-0.35477597
0.45016095,0.06732198,0.023182191,0.45305943,0.5107082,-0.06303344
0.54655445,0.16196913,0.05052569,0.4328975,0.68934834,-0.07348249
0.79730546,-0.20863158,-0.22331062,0.7615804,0.858592,-0.20663941
0.4624829,0.029592812,0.055742957,0.49340373,0.5395238,-0.04629273
0.84851134,0.14537993,-0.023470141,0.5021782,0.85998744,-0.15187195
0.55154896,0.060487196,-0.0038568676,0.498618,0.6664067,-0.09816245
0.70908767,0.19104028,0.09835899,0.4292494,0.73025537,-0.104372896
0.5271668,0.04198999,0.015218876,0.54144824,0.646186,-0.06961083
0.4953326,0.099648416,0.033068903,0.45281252,0.6332358,-0.031052157
0.8187068,-0.2062611,-0.19359949,0.86240965,1.0843269,-0.27107748
0.35583887,0.17524649,0.2226503,0.43362436,0.47841424,0.017630868
0.6281612,-0.11914364,-0.114354104,0.66758466,0.6998141,-0.1659416
0.6125911,-0.08011577,-0.13283911,0.56920606,0.6780877,-0.10227796
0.5560751,0.01610988,-0.059279397,0.5974793,0.75632066,-0.12485132
0.49931428,0.11482401,0.030763526,0.39383692,0.59144247,-0.034605123
0.56303906,0.17714845,0.11442803,0.43505326,0.6262498,-0.057707123
0.3684515,0.16969764,0.17669827,0.371075,0.42506373,-0.015448295
1.0282319,-0.36713624,-0.41427907,1.10374,1.3339522,-0.40302542
0.48371652,0.051402494,0.05740864,0.5385553,0.64519525,-0.055038445
0.45328367,0.031201143,0.07883655,0.49621487,0.5175485,-0.041506566
0.39106116,0.17704111,0.24050787,0.44045728,0.51285064,0.025527783
0.39330292,0.087344274,0.017369043,0.39039278,0.42495853,-0.057728656
0.547722,-0.0076884255,-0.0012971535,0.5815586,0.7270577,-0.08453224
1.0393436,-0.42019066,-0.4696353,1.0341041,1.196799,-0.36282918
0.9396186,-0.30732504,-0.31629178,0.93896973,1.064689,-0.30381116
0.41997772,0.10158665,0.13279153,0.48927724,0.52533174,-0.006535195
0.46848378,0.1302517,0.10010438,0.44841158,0.5861737,-0.012211405
0.40888384,0.14333928,0.106510825,0.32344836,0.34427634,-0.09055612
0.3640968,0.17836913,0.22623096,0.51479036,0.5278389,0.014380224
1.1763512,-0.39286828,-0.37812224,1.2583866,1.5976012,-0.4497364
0.3829252,0.09968727,0.055937476,0.4464802,0.43576825,-0.016907401
0.4984617,0.12517717,0.100904875,0.40803954,0.54319227,-0.03416217
0.71448016,-0.14493683,-0.123530746,0.7131937,0.87297547,-0.17306343
0.925874,-0.2964734,-0.28773636,0.9537177,1.1284709,-0.29828724
0.4553286,0.037608813,0.032835722,0.5394939,0.5923463,-0.08674068
0.7658887,-0.2116107,-0.22422525,0.78060573,0.9085828,-0.20933753
0.5820631,-0.09543512,-0.12488754,0.5867133,0.65703183,-0.10168994
0.5302728,-0.020066574,0.01875684,0.5875728,0.66102386,-0.07307852
0.72147644,-0.16710418,-0.15751468,0.7613353,0.8556906,-0.19936788
0.4773099,0.08424128,0.070657544,0.46447635,0.5370667,-0.01711353
0.3912239,0.14800665,0.11694264,0.37784427,0.4333253,-0.012205534
0.7049289,0.21307713,0.049319953,0.497168,0.870037,-0.106219746
0.52208793,0.14689316,0.14715092,0.39200208,0.5101412,-0.02874031
0.8572187,0.19712606,-0.12126507,0.625614,1.0883113,-0.194677
0.42057917,0.12294772,0.10704443,0.30413043,0.36652383,-0.048734196
0.8839736,-0.2694808,-0.32626766,0.93436974,0.9322461,-0.37055585
1.1216933,-0.40087846,-0.4127378,1.1954925,1.4890223,-0.42768
0.5338673,0.16875666,0.09800315,0.40050212,0.61186296,-0.044960566
0.46565172,0.046181217,0.07536912,0.5513084,0.59033716,-0.026905902
0.41975456,0.09624608,0.13271353,0.46958488,0.5352722,-0.013754532
0.40306348,0.19491735,0.23934779,0.3787032,0.47144192,0.006330423
0.53390247,-0.043801747,-0.05009155,0.5585825,0.56000113,-0.114253946
0.4963881,0.11673455,0.102595,0.37735656,0.48663694,-0.031249963
0.43051332,0.17635117,0.18811515,0.45516956,0.56181496,-0.004077412
0.7653321,-0.23129216,-0.24619788,0.7031098,0.65278935,-0.27380794
0.61598665,0.13378729,0.04445262,0.41431743,0.6309272,-0.081122495
0.6441632,-0.10407428,-0.1223411,0.65252477,0.7884375,-0.12444908
0.55512553,0.009164199,0.0030034035,0.52356327,0.68439794,-0.087221466
0.6034816,-0.08342592,-0.060632706,0.6276365,0.74194103,-0.12919068
0.7032992,-0.14502317,-0.10368185,0.7665314,0.9480601,-0.1788061
0.5465125,0.0941846,0.013145797,0.47014183,0.6607291,-0.032811575
0.39424834,0.0487864,-0.0012710243,0.32547963,0.33397707,-0.058030047
0.5213869,0.14811543,0.056912497,0.41075698,0.6221163,-0.04465323
0.5674607,0.09055069,-0.018489607,0.5281029,0.7534055,-0.09597952
0.41868198,0.028913744,0.013392419,0.34877652,0.37413338,-0.08043761
0.6797382,0.12721032,-0.020281218,0.46641135,0.73078585,-0.11369198
1.1994916,-0.4091012,-0.34835607,1.2947905,1.626993,-0.44249043
0.45546976,0.10814026,0.08689583,0.5016506,0.6419018,-0.0153042
0.8629578,-0.3107856,-0.34083694,0.8207112,0.89265025,-0.2536026
0.7303966,-0.13896018,-0.14337169,0.7381689,0.9229994,-0.1991576
0.6272487,-0.09426165,-0.089089245,0.74592,0.7735051,-0.18897235
0.50787246,0.115340546,0.06704878,0.47148538,0.61510724,-0.023953535
0.5454979,0.17101875,0.07313489,0.39597574,0.6409133,-0.055287503
0.5445311,0.14626992,0.07087403,0.44839093,0.6690111,-0.035383247
0.41093197,0.14478484,0.17710787,0.50090575,0.55264026,0.0066269636
0.6348566,-0.08875104,-0.07716486,0.65816224,0.82814956,-0.15632412
0.50451565,0.15489113,0.13168286,0.4707411,0.5941973,-0.021913826
0.5129081,0.011950582,0.020581521,0.5490658,0.5980894,-0.04033751
0.38353086,0.07495445,0.037190706,0.4309378,0.46507144,-0.059962355
0.7565141,0.22483262,0.015149005,0.54321456,1.003683,-0.14931151
0.63926464,0.19331087,0.10854552,0.44537622,0.68361485,-0.079533435
0.5465642,0.15863904,0.103057645,0.4439971,0.62719184,-0.02566491
0.81002486,0.24375218,-0.08297199,0.58972347,1.0898759,-0.19274536
0.6282579,0.15660751,-0.02006735,0.4576709,0.78838956,-0.07537941
0.7028825,-0.13750446,-0.12839071,0.72952324,0.9088563,-0.18430164
0.5487971,0.18266347,0.12675008,0.42927924,0.62609977,-0.040177323
0.3789079,0.24123955,0.270339,0.36659813,0.44157922,0.0068322867
0.8060315,-0.21922582,-0.1915097,0.85573405,1.0542796,-0.23639545
0.5577354,0.07274762,0.021646146,0.49062806,0.65224373,-0.08202351
0.49372965,0.25340375,0.25296965,0.33468992,0.52755946,-0.061322086
0.78144777,-0.21254301,-0.21687478,0.77831894,0.8423753,-0.21063581
0.93733215,-0.34553164,-0.36696333,1.0359256,1.2203093,-0.32353768
0.30165502,0.2122626,0.21940476,0.37959933,0.4040538,-0.016579367
0.56749713,-0.05136299,-0.067808256,0.5582975,0.6333964,-0.06916668
0.9353531,-0.12738118,-0.25871998,0.9374711,1.2867265,-0.30965006
0.3992865,0.1453129,0.18650755,0.5133309,0.5473324,0.007069625
0.6952623,0.08737059,-0.10088894,0.5875489,0.86108136,-0.15388992
0.2708518,0.21645018,0.22599748,0.4168381,0.4250973,-0.017872833
0.58182347,0.13220198,-0.027686223,0.49917123,0.7565953,-0.09521679
1.0832998,0.27356815,0.11458041,0.69857055,1.1050769,-0.1881527
0.5398917,-0.022609174,-0.055468768,0.5317141,0.5963336,-0.063230805
0.81399316,-0.24914241,-0.24875078,0.84843993,0.9675783,-0.22610345
0.5432359,0.09764496,-0.012280881,0.4358139,0.6180366,-0.08451099
0.4452128,0.11266057,0.10187607,0.49703985,0.60726684,-0.006683953
0.6218131,0.14265853,0.020288121,0.4890269,0.7636325,-0.09072935
0.37901175,0.17030007,0.18154755,0.3425877,0.41034812,-0.012874752
0.7333172,0.17493433,-0.055788696,0.5811716,0.9501896,-0.15160367
0.503151,0.04722654,-0.00016887486,0.30850637,0.30529472,-0.18950501
0.4534608,0.06446228,0.10151275,0.52831435,0.59305125,-0.019440055
0.56622523,0.16228461,0.005161144,0.48190296,0.7777066,-0.069600634
0.62432384,0.18095422,0.030342586,0.49109405,0.79745007,-0.07670059
0.5432937,0.09928913,0.04295877,0.4540864,0.61080754,-0.03840538
0.6019775,0.2047346,0.1377986,0.3812058,0.6414741,-0.05258482
0.6894261,-0.1686106,-0.17163844,0.65611047,0.72321016,-0.14840904
0.65075004,0.13356575,0.03884287,0.45747897,0.68443227,-0.0904044
0.6978568,-0.12467856,-0.16701236,0.69553655,0.808693,-0.15988797
0.38054785,0.13590834,0.12417813,0.35366818,0.39528537,-0.033185102
0.5548461,0.15029395,0.15394995,0.3184481,0.4972365,-0.040234573
0.689888,-0.08461531,-0.06939359,0.6726399,0.85014087,-0.15565634
0.54627323,0.06906107,-0.045520753,0.56407225,0.79395795,-0.10572883
0.8327821,-0.20029023,-0.19681868,0.7668509,0.9185534,-0.2192412
0.3505653,0.21233267,0.21865189,0.40581086,0.4688742,-0.01778578
0.60555875,-0.08232645,-0.21090552,0.589041,0.73227733,-0.11327497
0.67935145,0.09267386,-0.040385596,0.61159086,0.933306,-0.14131632
0.5598986,-0.05349849,-0.07991384,0.5098576,0.5217317,-0.14045566
0.45972022,0.06342237,0.03660059,0.383159,0.38772345,-0.12731776
0.608853,0.13428758,0.12465431,0.29039085,0.47122228,-0.058235027
0.7852496,-0.2505804,-0.31680804,0.7433354,0.8272276,-0.24347934
0.54892063,-0.067736395,-0.04506935,0.6162904,0.6739536,-0.076157115
0.8565309,-0.22374597,-0.21664661,0.886678,1.0824028,-0.27765396
0.47334427,0.12968382,0.12631547,0.48710606,0.59775376,-0.005214162
0.8204175,0.16027239,-0.15257835,0.65356666,1.1079426,-0.21255767
0.7212962,0.19798282,0.11325937,0.37277317,0.70355487,-0.0791137
0.56086063,0.19048539,0.1573433,0.36402607,0.5902786,-0.038970813
0.54637563,0.092727266,-0.017554276,0.48125023,0.65901285,-0.084731676
0.59144443,-0.092536084,-0.055743963,0.68755573,0.76479816,-0.11889825
0.5414496,-0.03894695,-0.021101601,0.5522997,0.6222682,-0.087929614
1.3369013,-0.5150437,-0.48726517,1.4823658,1.810837,-0.52264464
0.514939,0.17661992,0.10897297,0.38949746,0.569056,-0.04086124
1.1098444,-0.34528458,-0.3217198,1.1146445,1.303518,-0.3816094
1.1737137,-0.435459,-0.43389118,1.2294397,1.4731708,-0.4247606
0.66089755,-0.13566363,-0.14034632,0.63272005,0.6754752,-0.14720574
0.5680705,-0.051398598,-0.011998564,0.6382417,0.7389331,-0.098614566
0.7687143,-0.12804255,-0.13712172,0.77702266,1.0256248,-0.238478
0.68527603,-0.16605744,-0.20394859,0.594489,0.57479197,-0.20251033
0.5021122,0.24911785,0.22176458,0.23308547,0.3821079,-0.07752273
0.4007587,0.100036345,0.10158192,0.45830014,0.46780634,-0.043903567
0.48666888,0.15504783,0.11611244,0.4236176,0.59641945,-0.03318552
0.5260113,0.110538974,0.014102392,0.44767186,0.6785498,-0.06561855
0.5040295,0.12648289,0.084352925,0.45769683,0.6138861,-0.025277697
0.5153991,0.12657209,0.07420177,0.5004035,0.6636175,-0.011674017
0.5177904,0.14504316,0.101395555,0.40873063,0.5840305,-0.034543604
0.5966123,-0.10441255,-0.15615593,0.6040148,0.6650963,-0.12328423
0.829378,-0.2540837,-0.28133002,0.8132401,0.89062005,-0.25236937
0.49052685,0.106513895,0.08154805,0.509974,0.6405306,-0.0042451546
0.41173607,0.1436789,0.17959532,0.49804968,0.5482008,0.0022784546
0.76253116,-0.002870001,-0.16831554,0.70065445,0.95334804,-0.2156884
0.5115454,0.10668965,0.073680595,0.49587888,0.64981246,-0.026841678
0.41161993,0.18024683,0.21061885,0.3833096,0.47159994,-0.009132616
0.50602144,0.057626385,0.022785682,0.54772526,0.700484,-0.053583868
0.41764316,0.03896547,0.042367406,0.4449895,0.50962347,-0.06050647
0.6292275,0.0016789436,-0.15239038,0.66438067,0.90053797,-0.15679345
0.5838471,0.19744489,0.1783355,0.4406116,0.6199702,-0.048770092
0.6035964,0.17004025,0.034403764,0.46290737,0.722165,-0.08367539
0.45942903,0.11557017,0.1285406,0.45249844,0.5436615,-0.015084945
0.5662406,0.14505571,0.066075765,0.43214408,0.66715014,-0.056399815
0.49568698,0.1284805,0.12083268,0.4681601,0.5751239,-0.0426526
0.5898586,0.1648044,0.028593246,0.46026295,0.7601772,-0.08585105
0.5604877,0.0036178455,-0.015242837,0.6109213,0.7926855,-0.084348
0.6396227,0.20717481,0.06493617,0.46481532,0.80111784,-0.099308886
0.50867313,0.14697658,0.038767584,0.41956675,0.6604631,-0.031954043
0.43976906,0.012580764,0.004055083,0.41530138,0.43040353,-0.10993526
0.87183034,-0.19941488,-0.21374282,0.90174204,1.1733786,-0.33601475
0.47596076,0.08075038,0.08713571,0.5029613,0.6108128,-0.01475919
0.3776586,0.18377489,0.15073338,0.49326855,0.46640414,-0.00848452
0.3240614,0.1412451,0.17609286,0.40735453,0.4294697,-0.004119076
0.674445,-0.13988578,-0.12526558,0.71658546,0.86622554,-0.16503379
0.6781402,-0.14246589,-0.13552411,0.7083002,0.8392292,-0.15353882
0.7428019,0.19582775,0.123157315,0.4349411,0.740703,-0.073114045
0.41788977,0.05893781,0.055333287,0.5063853,0.5417103,-0.06597393
0.43815312,0.08897832,0.11910985,0.52305555,0.5834313,-0.007110797
0.48661175,0.15338671,0.1278886,0.40059087,0.5689211,-0.023130715
0.50844693,-0.029072352,-0.030703306,0.4810465,0.5311883,-0.063174255
0.35461804,0.1598534,0.13393071,0.35034594,0.36529493,-0.053289242
0.57798684,-0.028013624,-0.033586845,0.45648867,0.5655894,-0.08868634
0.5039395,0.093171574,0.03263386,0.4991689,0.6751343,-0.023249306
0.3997944,0.17518222,0.17199802,0.45633566,0.514184,0.012352996
0.38930684,0.14946836,0.103649534,0.3620254,0.38153407,-0.10320712
0.44214562,0.08184264,0.12075614,0.5238426,0.5723434,-0.02496609
0.5178794,-0.041807428,-0.08129777,0.41922438,0.43982503,-0.06994795
0.35312077,0.13627395,0.058982853,0.3566159,0.3617944,-0.062298812
0.4372029,0.15401652,0.16706139,0.50079113,0.59646344,0.00693392
0.46572745,0.15059382,0.12081929,0.31616384,0.44720238,-0.052186586
