AFP,Input,Enquiry,Added,N_effort,Effort
0.009878876,-0.0071105435,0.02603896,0.010201316,0.02708689,0.015618768
0.0019313213,0.0010692012,0.047035176,0.0041987784,0.028533233,0.020375568
0.009356449,-0.0005723685,0.06382924,0.012827687,0.0113377515,-0.0045011244
0.023714025,0.0066910572,0.07158316,0.015401656,0.05279772,0.040240835
0.004486079,-0.00047082454,0.030694723,0.017788192,0.024673188,0.012299852
0.0066002365,0.005063139,0.031632062,0.00812529,0.08529979,0.06179016
0.06357801,0.03164712,0.16157839,0.079083145,0.19436002,0.17560232
0.008756113,0.0041489936,0.005568132,0.01604482,0.0146797225,0.0023390413
0.01060586,0.0033293888,0.11397068,0.01830576,0.0904574,0.072444804
0.017170481,0.0059387237,0.01774646,0.031182542,0.10506915,0.09309197
0.061212704,0.051321246,0.118477836,0.088103116,0.116537504,0.09364157
0.008438711,0.006184619,0.043779515,0.014016882,0.0494295,0.03376032
-0.0013965406,-0.00788155,0.021575,-0.0013779774,0.008385578,0.006349132
0.006087966,-0.0023431536,-0.0010959283,0.009928908,0.037468046,0.030849498
0.0036497791,-0.0021292418,0.05257263,0.007998664,0.018544031,0.012233216
0.01933815,0.00047482178,0.083792955,0.037561852,0.081162594,0.06627968
0.00026173797,-0.003965484,0.019022383,0.0030077212,0.0131791495,0.0031205318
0.0013885163,-0.0041254554,0.033336833,0.0047572777,0.025201986,0.018519845
0.014540382,0.0030659102,0.050146803,0.015972616,0.03974895,0.022906046
0.005386684,0.010013532,0.035468273,0.011390509,0.0052521806,0.00010734098
-0.0054389797,-0.013391341,0.038297176,-0.0042550936,0.05524487,0.030733585
0.01762987,0.014644738,0.015500613,0.03322939,0.023644464,0.011477757
0.035201572,0.014123995,0.09496781,0.033820868,0.23393928,0.2072755
