size_D,duration_D,app,har,nlan,t07,t08,t09,t10,t11,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_4,effort_D
0.0064138315672058,0.04,1.0,0.619852032890937,0.0,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.75,0.5,0.39100853,0.7626566,0.6178336,0.0102993139072427
0.2208588957055214,0.04,0.0,1.0,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,0.75,1.0,0.09000551,0.0,0.9231719,0.0421004262331447
0.4461795872838817,0.14,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.75,1.0,0.13128094,0.13262978,0.8418714,0.1492132908684698
0.2752370329057446,0.08,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.75,1.0,0.123580694,0.13608757,0.85181516,0.0985089762481976
0.139431121026213,0.36,0.8795232095320975,0.619852032890937,0.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.30894133,0.46734452,0.66708696,0.0517659362076341
0.5593976575571667,0.54,0.8795232095320975,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.75,0.0,0.057737265,1.0,0.2125936841438101
0.0708310094813162,0.44,0.3801766679984392,0.619852032890937,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5647394,0.7525943,0.4418496,0.0824578916512177
0.3134411600669269,0.36,0.8795232095320975,1.0,0.6666666666666666,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.5,0.75,0.46190366,0.68657684,0.5826812,0.1444597613728193
0.0571667596207473,0.06,0.0,0.0991880356339056,0.0,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.5,0.41305742,0.5727848,0.5932687,0.0081919158308377
0.0499163413273842,0.2,1.0,0.619852032890937,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,0.5,0.5341861,0.6909211,0.47403896,0.0791462661025811
0.0030674846625766,0.04,1.0,0.619852032890937,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.45131195,0.7116276,0.55669177,0.0075581118980843
0.0699944227551589,0.04,0.0,0.619852032890937,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.5,0.27280822,0.35207725,0.72933596,0.0744085817052494
0.1042944785276073,0.22,0.8795232095320975,0.619852032890937,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.44783074,0.49362537,0.5641616,0.1193769707341034
0.2816508644729503,0.1,1.0,0.0991880356339056,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.75,0.3698728,0.51257473,0.6198363,0.1287731140371726
0.0047406581148912,0.1,0.0,0.0991880356339056,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.5,0.6309034,0.6466615,0.4441696,0.0033750059419118
0.0953708867819297,0.44,0.8795232095320975,1.0,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.18820736,0.20337425,0.81840336,0.1654228264486381
0.0404350250976017,0.18,1.0,0.619852032890937,0.3333333333333333,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.75,0.47999454,0.8631234,0.52837294,0.0185704552296747
0.4121583937534858,0.48,0.0,0.619852032890937,1.0,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.43807548,0.6147023,0.58777285,0.0847395858091299
0.1469604015616285,0.18,0.8795232095320975,1.0,0.3333333333333333,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3977507,0.7269858,0.6489672,0.0613680657888482
0.1285554935861684,0.18,1.0,0.619852032890937,0.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.25,0.5,0.32773525,0.52108973,0.67254794,0.0478046616279254
0.1491912994980479,0.16,0.3801766679984392,0.619852032890937,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.17028058,0.8862706,0.8656934,0.0629684207190505
0.0744562186279977,0.2,0.8795232095320975,0.619852032890937,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.17247856,0.30431578,0.80844814,0.1294386081665636
0.0250976017847183,0.16,0.8795232095320975,0.619852032890937,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.5,0.5,0.11178356,0.5459778,0.87917966,0.0452694458969117
0.058282208588957,0.1,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.5,0.34038126,0.43391505,0.6666674,0.0221514474497314
0.1045733407696598,0.52,1.0,0.619852032890937,0.0,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.35799173,0.45683306,0.6288712,0.2078401546481595
0.1246514221974344,0.32,0.3801766679984392,0.0991880356339056,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.39156747,0.68370384,0.6048029,0.1033417312354423
0.1600669269380925,0.24,0.8795232095320975,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.5,0.40539792,0.55556804,0.6076315,0.0987624978212989
0.0435025097601784,0.16,0.0,0.619852032890937,0.3333333333333333,0.75,1.0,1.0,1.0,1.0,0.25,0.5,0.26682115,0.30650562,0.7444314,0.0639666619131371
0.158393753485778,0.22,0.8795232095320975,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,0.2146502,0.38250893,0.78547704,0.1088241352537592
1.0,0.58,0.8795232095320975,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,0.75,0.378993,0.38970467,0.62992513,0.6163109442094088
