size_D,duration_D,app,har,dba,ifc,source,t01,t02,t03,t04,t05,t06,t07,t08,t09,t12,t14,t15,Generated_Var_2,Generated_Var_4,Generated_Var_6,effort_D
0.32223806,0.4303909,0.21249357,0.2336029,0.13492823,0.163943299836598,0.13880599,0.1598335640166436,0.21166646,0.26143628,0.19877487,0.14504457,0.51231277,0.2488735,0.421853,0.123981714,0.07778090466685428,0.26255306625530667,0.081357405,0.498327129832713,0.13183689791021388,0.21981063,0.6851231
0.49851894,0.5827308,0.13979188,0.15363578,0.08782178,0.08561045513662731,0.12566042,0.06384136361586362,0.03824526,0.4876823,0.0974015,0.046321005,0.30016905,0.39752668,0.4646123,0.10384458,0.06468704388122264,0.08568473856847386,0.08680917,0.2786697678669768,0.14395161863709713,0.13043833,0.81051713
0.45711306,0.56564677,0.10364127,0.10546894,0.054538727,0.07823473469408408,0.09393132,0.03351744664825533,0.043361455,0.46614003,0.090361774,0.018615037,0.32352585,0.36361986,0.45797414,0.05185324,0.03988591239315474,0.09854353485435349,0.054423884,0.3131476313147632,0.1111782566706954,0.10533348,0.80528134
0.30555677,0.36186367,0.21132657,0.26743495,0.17924958,0.1634560898073654,0.17172241,0.18447603155239684,0.2116394,0.26444045,0.27184105,0.20782343,0.524642,0.24904475,0.3744743,0.15903676,0.18500818110049086,0.31147355114735514,0.18045627,0.4540283854028385,0.23102450386147025,0.22267243,0.6170269
0.59240913,0.7048992,0.20088527,0.16804375,0.20846975,0.21210367272622038,0.27295017,0.13589932641006736,0.030696005,0.610173,0.049423724,0.117361605,0.18600327,0.461847,0.58904314,0.22545916,0.11868477712108663,0.024409877440987746,0.1297927,0.20261239026123906,0.14939435896366154,0.2806804,0.78888875
0.5052406,0.613165,0.16225347,0.13901533,0.12129164,0.12636060758163645,0.16486734,0.08339809166019083,0.042399526,0.51549363,0.0738692,0.066097766,0.27175173,0.3729536,0.50366384,0.13387531,0.08536720512203232,0.07102911710291172,0.090715006,0.27287017728701773,0.11375019682501182,0.17181751,0.7820798
0.44526106,0.4423775,0.28618625,0.33209503,0.21092665,0.15705752942345177,0.1796925,0.2513431348656865,0.16794506,0.37763423,0.26241526,0.22328392,0.46387878,0.32195693,0.37628406,0.23698592,0.24893619493617172,0.2382797238279724,0.26974374,0.3390739339073934,0.34643104078586245,0.2554069,0.6746701
0.461825,0.53818697,0.16684827,0.15294956,0.09198624,0.10339427620365657,0.11063057,0.09859802014019799,0.07475838,0.46436557,0.117963284,0.06961805,0.34373444,0.34143254,0.45304555,0.117376626,0.08923197535391852,0.12293042229304224,0.10283594,0.3158604815860482,0.14926226895573616,0.12548846,0.7497767
0.44450295,0.51556724,0.18503037,0.15289848,0.03460735,0.055383923323035406,0.041458547,0.1113126488687351,0.078339726,0.45587736,0.13836497,0.06573415,0.36125293,0.33038175,0.39893788,0.105712056,0.033501418010085084,0.11263252126325214,0.09865393,0.3037160603716061,0.15245960914757656,0.04811406,0.8522853
0.46677744,0.57288307,0.10464656,0.12114595,0.044087946,0.05851436051086163,0.08601907,0.03252982674701733,0.033505857,0.4580683,0.074068815,0.019277722,0.32814112,0.3685044,0.45786488,0.042994857,0.03001922580115355,0.09727129972712997,0.06073065,0.31572929157292917,0.11876880712612843,0.09437609,0.8231596
0.4517722,0.4429875,0.33129534,0.3427089,0.08881348,0.04006082240364934,0.04618126,0.26596200340379966,0.14133817,0.57951546,0.2567018,0.26949367,0.4232645,0.3902462,0.27316728,0.3031271,0.22285015337100922,0.22331466233146624,0.3973776,0.2370187137018714,0.44774522686471363,0.065843046,0.82053494
0.40755326,0.4269548,0.31049648,0.30122554,0.23818415,0.22230531333831882,0.23104471,0.2421631857836814,0.18810531,0.3661871,0.331505,0.22954997,0.4587093,0.32018298,0.37942368,0.25674355,0.30161018809661133,0.27132918713291876,0.26775295,0.35572223557222354,0.30263187815791265,0.24533477,0.60769784
0.47401854,0.58990365,0.11398399,0.1088071,0.075176656,0.10614801136888069,0.122179985,0.0405833979416602,0.040442944,0.47638226,0.077928394,0.024257869,0.2978931,0.3710162,0.47864747,0.074184,0.04716399582983975,0.08761744876174489,0.051759884,0.299735229973523,0.10494819629689178,0.12367651,0.79607195
0.44488207,0.55020696,0.088024795,0.10409559,0.020787776,0.04084676745080605,0.06030044,0.02948501405149859,0.036441028,0.4491691,0.08913499,0.0080756545,0.34537253,0.3609528,0.4395134,0.020409703,0.023178161390689685,0.1084779608477961,0.057363197,0.32364863236486324,0.11587022695221362,0.08090055,0.82105494
0.57246286,0.37394622,0.6806283,0.6990017,0.40068972,0.24011178440670708,0.33394605,0.5524210447578954,0.27060145,0.59608114,0.4903105,0.59303904,0.4722935,0.6358307,0.22784877,0.64082205,0.5712297942737877,0.40484184048418403,0.75856787,0.17575244757524475,0.7269274436156467,0.36464503,0.6804586
0.40561527,0.5129455,0.094558716,0.119359836,0.03929627,0.06559849393590964,0.07024711,0.05304055869594412,0.07469702,0.3986247,0.120545805,0.028987408,0.38006356,0.3193317,0.43162042,0.028725922,0.033096404985784304,0.13562695356269536,0.042584345,0.3570831157083116,0.10237374014242441,0.107130855,0.76973504
0.75746894,0.74983317,0.44779631,0.4177336,0.40532428,0.33573278014396685,0.45915484,0.3277658672234133,0.066476375,0.7076322,0.13381785,0.27076975,0.15915239,0.67417884,0.6601383,0.50113815,0.283462367007742,0.052074408207440824,0.31210262,0.13190652319065233,0.3258959195537552,0.4428235,0.79565156
0.44258028,0.5487132,0.101097494,0.11718054,0.036159694,0.05034649702078982,0.06963804,0.045387472461252756,0.04477465,0.449922,0.097007364,0.020592064,0.3511341,0.36188084,0.43860567,0.034895986,0.04166144249968655,0.11526320552632056,0.07376115,0.32303693230369324,0.13147440788846446,0.0944418,0.81233954
0.33393174,0.38034785,0.3350983,0.24797253,0.27583677,0.28293331697599905,0.24626338,0.2966457003354299,0.25802857,0.34483272,0.36562747,0.2431188,0.46323287,0.23528837,0.4073705,0.2851267,0.3007484880449093,0.29705485970548595,0.19505192,0.41576801157680116,0.18956193137371588,0.24127534,0.51344323
0.41991937,0.5044343,0.15107241,0.15545894,0.06689888,0.07394975843698552,0.09080914,0.09421166057883393,0.084688485,0.4152602,0.14940459,0.07159126,0.3697636,0.3163582,0.41809604,0.08938879,0.09379906062794365,0.14677004467700447,0.10595794,0.3291556529155653,0.13369435802166146,0.11152375,0.74157315
0.40951467,0.39333874,0.4259089,0.4048416,0.20362276,0.14951890897113454,0.15320098,0.3627563637243636,0.23239398,0.52734214,0.33714116,0.367497,0.45937634,0.34105897,0.29043177,0.40388995,0.3608448716506923,0.295470979547098,0.432209,0.27258228725822875,0.4485013769100826,0.19385847,0.61780906
0.41631824,0.47094858,0.25022277,0.19965376,0.16206932,0.17203719032223144,0.16260761,0.18315424168457584,0.15117475,0.43329287,0.23562828,0.15747932,0.40648198,0.33919176,0.40784454,0.19274682,0.2157125629427538,0.21160664116066413,0.18039338,0.3380290038029004,0.23006671380400284,0.1916627,0.62856543
0.18430117,0.2788579,0.46898386,0.43861777,0.4580019,0.45138689708321383,0.37901086,0.4523759947624005,0.52961195,0.13016462,0.4790787,0.4530228,0.71091145,0.1573763,0.41328743,0.41509682,0.3634674218080453,0.5674452167445218,0.23787604,0.7194883319488332,0.23770928426255705,0.480876,0.43191987
0.41557,0.43804368,0.25071928,0.24643569,0.08996475,0.06085515365130922,0.062303603,0.1917711008228899,0.107311934,0.4707535,0.25051618,0.17825449,0.4082998,0.32876122,0.30696294,0.18936902,0.17172808030368483,0.20545249054524906,0.24835826,0.27858098785809876,0.3143813188628791,0.080075026,0.76632255
0.42382732,0.42634267,0.28956214,0.2945963,0.19769353,0.16888387013303222,0.19320732,0.22830957716904227,0.15608361,0.38877293,0.31260222,0.2199476,0.44775867,0.3495477,0.35540047,0.22989458,0.28689081721344906,0.26060577606057767,0.27284443,0.3277529827752983,0.335287050117223,0.23453829,0.64114153
0.48458374,0.31200525,0.62042475,0.6358246,0.366718,0.22613979356838762,0.27471614,0.5364443463555654,0.27811426,0.53832173,0.5407333,0.5578673,0.5281167,0.5284143,0.16109908,0.5714953,0.5726847343610841,0.4673150467315047,0.7457912,0.23217930321793032,0.7901629474097769,0.26877114,0.68386054
0.33211285,0.41085872,0.41208228,0.24437775,0.3497997,0.3973616038416962,0.29736787,0.3612405038759496,0.3378728,0.3228028,0.37981474,0.2811416,0.4908135,0.17719227,0.4637577,0.35019022,0.34491839069510344,0.3183562518356252,0.17895924,0.4923095892309589,0.11778468706708123,0.348479,0.42510217
0.28675234,0.31477734,0.3303688,0.3285854,0.28794605,0.2525161651509699,0.24812245,0.31581346841865315,0.29424804,0.2672609,0.3604657,0.3163205,0.5485494,0.20770851,0.37144843,0.28656924,0.32075758924545533,0.3793667679366768,0.2624274,0.47371664737166475,0.2574408854464531,0.2763075,0.5078545
0.68736565,0.75587374,0.3170928,0.300615,0.32328707,0.2955324777319487,0.39824355,0.2402810559718944,0.038983256,0.68241256,0.07025853,0.19707987,0.1498103,0.59049886,0.65930307,0.37582052,0.19701553182093193,0.02181649418164942,0.23155154,0.15167394516739455,0.23887795433267728,0.4014111,0.79477763
0.8457173,0.8310267,0.6327326,0.53257555,0.6429895,0.5799220347953221,0.6974623,0.5163314983668501,0.159226,0.7857201,0.2169717,0.44200364,0.123896435,0.756702,0.7733732,0.7662473,0.490773649446419,0.08792496879249688,0.4211492,0.09310169931016994,0.43732448623946923,0.7000488,0.602366
0.44216907,0.48558712,0.28595677,0.22614028,0.12893695,0.12842250770535046,0.13240415,0.2096342490365751,0.12315974,0.47849566,0.209822,0.16120076,0.3478822,0.3345726,0.39790523,0.2280876,0.19438327166299632,0.1697232569723257,0.19942127,0.2894047289404729,0.1940606216436373,0.11057788,0.726049
0.46327227,0.55574656,0.13696793,0.1449698,0.03893304,0.062316243738974625,0.07242066,0.05658596234140376,0.053365022,0.43302345,0.07799339,0.02924344,0.34163952,0.35474235,0.43783796,0.06964558,0.02509260350555621,0.09749636974963699,0.053858742,0.3186529618652962,0.11625156697509402,0.10128331,0.814111
0.24752113,0.3497467,0.32566527,0.32259822,0.2696743,0.2841526470491588,0.23222435,0.3085140691485931,0.35863537,0.23446727,0.35165548,0.29696998,0.6129904,0.2000519,0.3875637,0.2704903,0.2432231445933887,0.39887756988775697,0.20298694,0.5512193951219395,0.23036727382203642,0.33657512,0.5185219
0.47820324,0.59216076,0.12328479,0.11277296,0.06278646,0.09082896044973764,0.10653868,0.04743596525640347,0.0499973,0.47223738,0.07488778,0.02231437,0.3133601,0.3712945,0.4736958,0.073102355,0.03616518016991081,0.08263467826346782,0.05762489,0.3084957308495731,0.10522515231350915,0.11236355,0.81107986
0.85098886,0.8081064,0.5644647,0.55887216,0.6037916,0.52419600145176,0.6834316,0.48908185109181485,0.12767038,0.7898854,0.21218976,0.39799634,0.13091137,0.8165842,0.75498563,0.6794107,0.4567638874058333,0.08740790874079088,0.43134058,0.0794777179477718,0.47999599879975996,0.7110883,0.73770213
0.49204367,0.5851067,0.1228075,0.13990285,0.05547005,0.06059009363540562,0.101016015,0.044226015577398435,0.029058784,0.47897965,0.05994007,0.028191537,0.30327815,0.38455403,0.46763337,0.070506215,0.03202188192131292,0.08195318819531883,0.07102533,0.29218992921899295,0.12735516764131005,0.09982541,0.8261283
0.46674317,0.6078781,0.061915636,0.08660959,0.060868442,0.11099327265959635,0.1275208,0.014672248532775146,0.024625093,0.47554773,0.027405143,0.013476193,0.2810229,0.36583942,0.52050245,0.04338163,0.0,0.06188026618802662,0.029188454,0.302018490201849,0.08361319501679171,0.17068595,0.81749713
0.39763105,0.48056376,0.18364957,0.19209732,0.0964821,0.09188920551335233,0.0975388,0.13688375631162436,0.112612545,0.41269368,0.19684768,0.10732332,0.401622,0.31331515,0.39233634,0.12082183,0.11560834193650053,0.1805700580570058,0.13854216,0.3307628930762893,0.18894049133642948,0.14165297,0.7302607
0.32737383,0.41029143,0.21374443,0.21475948,0.1456005,0.1628953897737234,0.13593864,0.16853733314626668,0.20125991,0.3260001,0.23881194,0.15685898,0.4840555,0.22928654,0.40496984,0.15370893,0.14486599869195993,0.25738915573891563,0.13139169,0.4373890637389064,0.17318606039116363,0.20213202,0.6177648
0.44376263,0.54296416,0.13772658,0.12970652,0.07008517,0.0806697048401823,0.100613266,0.0705546629445337,0.06256744,0.43761355,0.122207284,0.046792448,0.34460658,0.34065294,0.44417638,0.072077274,0.07632029457921767,0.12698195269819526,0.08213158,0.32462785246278525,0.12020633321238,0.10875383,0.7686872
0.3255802,0.39488518,0.2018095,0.23479961,0.14015502,0.14341396860483813,0.13841736,0.17448540255145972,0.18473965,0.31482548,0.24699935,0.16433305,0.4827221,0.2630328,0.3828457,0.14070553,0.15368778922126736,0.25836052583605257,0.14905809,0.4146773614677362,0.20318141219088476,0.19523486,0.644694
0.43806016,0.43306583,0.28671107,0.32331538,0.12862349,0.07020050421203025,0.11290294,0.22049868795013117,0.12164539,0.44907752,0.24741098,0.2342932,0.4118368,0.36757123,0.31265435,0.23532403,0.23846997430819847,0.23752739375273937,0.31997603,0.2802812780281278,0.3378312202698732,0.13493863,0.73806137
0.5091209,0.6083184,0.16672012,0.13209508,0.1066193,0.11679250700755042,0.1470052,0.07587336741266326,0.048053056,0.5117919,0.06915614,0.06818619,0.28439158,0.38815606,0.49087584,0.13365227,0.0876264052575843,0.07810269781026978,0.09637578,0.2750397875039788,0.12524869751492185,0.14956886,0.742079
0.63950145,0.76664436,0.25026277,0.18603145,0.3060196,0.3831814729908884,0.4089527,0.2237249076275092,0.08767143,0.6313693,0.06668225,0.15634742,0.15330899,0.51629376,0.68523705,0.32130998,0.17543526052611563,0.023154082315408234,0.13840266,0.21155356115535615,0.1651152299069138,0.41376624,0.7477125
0.30915925,0.40636027,0.17909965,0.20292555,0.12569004,0.13670135820208149,0.124328434,0.14576424542357547,0.19069612,0.29832116,0.22517663,0.13797444,0.4815823,0.24447812,0.40144372,0.10818237,0.09716588582995316,0.25890779589077956,0.0889494,0.45326866532686655,0.14141972848518372,0.18366238,0.66988707
0.30990484,0.35663208,0.29414418,0.28212202,0.24772823,0.24093194445591667,0.22303152,0.2641055035894496,0.2570166,0.28967717,0.33716178,0.24858335,0.5054636,0.20523614,0.39527243,0.2438454,0.26559235593554137,0.3163417316341732,0.195626,0.4462899746289975,0.20648938238936296,0.25592884,0.5393591
0.3863201,0.4933591,0.1312736,0.13077457,0.06878209,0.1070005964200358,0.08842504,0.09243225075677491,0.10367799,0.38319436,0.15307114,0.055522293,0.39604127,0.28607875,0.43443885,0.06359655,0.06759006405540384,0.15979562597956262,0.060110614,0.37352493735249376,0.09694447181666832,0.13576862,0.70872974
0.50017077,0.46278813,0.37595853,0.3731975,0.24357724,0.16903086014185162,0.22414774,0.28406835159316485,0.14911059,0.46591488,0.30880678,0.29115424,0.41129303,0.4266379,0.34668595,0.32077867,0.32910038974602335,0.24687903468790348,0.37453163,0.2615434261543426,0.4290226257413575,0.25656095,0.6811479
0.3640106,0.49363503,0.100170195,0.13731109,0.06259197,0.08773494526409671,0.08461851,0.048920418107958184,0.11303657,0.33750445,0.1226114,0.048295647,0.42281458,0.27751717,0.43548626,0.023703992,0.004172921250375275,0.18519334851933486,0.029027924,0.4199573419957342,0.0813310348798621,0.14943981,0.7363986
0.70633197,0.63653094,0.47959027,0.5210039,0.39871782,0.2765977565958654,0.4265176,0.3642301635769836,0.11262825,0.6323273,0.24053502,0.33310077,0.2860338,0.6960962,0.53682435,0.4980271,0.3856207231372434,0.15055911505591152,0.4200731,0.1483340548334055,0.4353466861208012,0.45477876,0.7598215
0.3121552,0.39392853,0.20724311,0.24262752,0.15362316,0.15686262941175777,0.14504051,0.18422682157731785,0.20808172,0.2936235,0.2448625,0.17758313,0.50158304,0.2163883,0.3983004,0.15062052,0.15237051914223115,0.2691211969121197,0.14256103,0.4483139048313905,0.18043664082619845,0.2097899,0.621352
0.4804651,0.45140266,0.29729697,0.34659547,0.21555233,0.1715788302947298,0.227673,0.20377666962233304,0.13685825,0.39858505,0.29832196,0.21284029,0.41655537,0.41868782,0.37472448,0.23491806,0.27626761657605703,0.24211027421102743,0.28073716,0.3075839607583961,0.3534345812060749,0.2329224,0.71592563
0.46028298,0.5519652,0.19275871,0.14296101,0.11353141,0.13280791796847508,0.13684493,0.1097908190209181,0.09821153,0.46148732,0.12613955,0.09483889,0.3519743,0.34911063,0.4617779,0.1410662,0.11739820704389242,0.1320972232097223,0.10737093,0.3262221326222133,0.14665766879946013,0.15776157,0.68101054
