size_D,duration_D,Generated_Var_5,Generated_Var_8,Generated_Var_9,Generated_Var_12,Generated_Var_14,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
0.1285554935861684,0.18,0.7119534,0.6634028,0.31413874,0.34153163,0.30461308,0.6687148,0.316697,0.3279692,0.0478046616279254
0.1491912994980479,0.16,0.8031666,0.72477716,0.23243149,0.27135682,0.21818042,0.73728335,0.22594765,0.26749423,0.0629684207190505
0.0744562186279977,0.2,0.49550697,0.39096403,0.53174776,0.5724757,0.52528983,0.4286165,0.53222466,0.5920944,0.1294386081665636
0.0250976017847183,0.16,0.5581846,0.5213232,0.4734714,0.48360172,0.4687513,0.5154059,0.45180905,0.5308721,0.0452694458969117
0.058282208588957,0.1,0.33200654,0.33091152,0.68209314,0.6795915,0.6751789,0.3215813,0.67593294,0.7041308,0.0221514474497314
0.1045733407696598,0.52,0.69160646,0.62548256,0.34374166,0.36985284,0.32560295,0.63938755,0.34819892,0.37711373,0.2078401546481595
0.1246514221974344,0.32,0.7917788,0.76145756,0.2504455,0.2610444,0.2499764,0.73795563,0.20918049,0.3155835,0.1033417312354423
0.1600669269380925,0.24,0.23238474,0.26137474,0.77656966,0.7608397,0.7708419,0.24082154,0.76619,0.762211,0.0987624978212989
0.0435025097601784,0.16,0.40544844,0.33725217,0.6234837,0.6405417,0.6019198,0.35986957,0.62210727,0.6709407,0.0639666619131371
0.158393753485778,0.22,0.13250096,0.19950062,0.88672584,0.83853316,0.87383944,0.15777299,0.85967654,0.8701803,0.1088241352537592
1.0,0.58,0.0724411,0.11768335,0.963987,0.9083078,0.95159113,0.08029661,0.9214069,0.9887462,0.6163109442094088
