size_D,duration_D,nlan,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_MIS,app_ProdCont,app_TransPro,har_Mainfrm,har_Mini,har_Multi,har_Network,har_PC,dba_Other,dba_Relatnl,dba_Sequential,ifc_GUI,ifc_TextUI,source_Inhouse,source_Outsrced,telonuse_No,telonuse_Yes,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t11,MI_size_D_t09,MI_size_D_nlan,MI_size_D_app_InfServ,MI_size_D_t02,MI_size_D_t08,MI_size_D_har_Mainfrm,MI_size_D_t03,MI_size_D_app_MIS,MI_size_D_t14,MI_size_D_t10,MI_size_D_t15,MI_size_D_t12,MI_size_D_app_ProdCont,MI_size_D_telonuse_Yes,MI_size_D_ifc_GUI,MI_size_D_ifc_TextUI,MI_size_D_t05,MI_size_D_har_Multi,MI_size_D_t01,MI_size_D_t04,MI_size_D_t06,MI_size_D_t13,MI_size_D_app_CustServ,MI_duration_D_t07,effort_D
0.0370886781929726,0.18,0.3333333333333333,0.25,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0066759620747350685,0.00927216954824315,0.0,0.012362892730990867,0.012362892730990867,0.0370886781929726,0.0185443390964863,0.0370886781929726,0.0370886781929726,0.0,0.0,0.0185443390964863,0.024725785461981734,0.0185443390964863,0.012362892730990867,0.0,0.0,0.0,0.0370886781929726,0.0185443390964863,0.0,0.00927216954824315,0.012362892730990867,0.024725785461981734,0.00927216954824315,0.0,0.045,0.0588962304511099
0.1926938092582264,0.34,0.0,1.0,0.5,0.6666666666666666,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.06551589514779699,0.0963469046291132,0.0,0.06423126975274213,0.0,0.0,0.0963469046291132,0.06423126975274213,0.0,0.12846253950548425,0.0,0.0,0.0,0.0481734523145566,0.0,0.0,0.0,0.0,0.1926938092582264,0.0963469046291132,0.0,0.1926938092582264,0.0,0.0,0.0,0.0,0.17,0.0565194657032846
0.0167317345231455,0.06,0.3333333333333333,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.00100390407138873,0.0,0.011154489682097,0.011154489682097,0.0055772448410485,0.0,0.004182933630786375,0.011154489682097,0.0,0.0,0.0,0.0167317345231455,0.0055772448410485,0.0,0.011154489682097,0.0,0.0,0.0,0.0167317345231455,0.00836586726157275,0.0,0.004182933630786375,0.011154489682097,0.011154489682097,0.0,0.0167317345231455,0.0,0.0050228961670707
0.0,0.12,0.6666666666666666,0.25,0.5,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
0.0560513106525376,0.3,0.3333333333333333,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.01681539319576128,0.0280256553262688,0.01868377021751253,0.03736754043502506,0.01868377021751253,0.0560513106525376,0.0280256553262688,0.0560513106525376,0.0560513106525376,0.0,0.0,0.0420384829894032,0.01868377021751253,0.0280256553262688,0.03736754043502506,0.0,0.0,0.0,0.0560513106525376,0.0280256553262688,0.0,0.0140128276631344,0.03736754043502506,0.03736754043502506,0.0140128276631344,0.0,0.15,0.0314049848679311
0.0900725041829336,0.14,0.3333333333333333,0.5,0.75,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.012610150585610705,0.0450362520914668,0.0,0.0900725041829336,0.030024168060977866,0.0,0.0675543781372002,0.030024168060977866,0.0900725041829336,0.030024168060977866,0.0,0.0450362520914668,0.0900725041829336,0.0450362520914668,0.06004833612195573,0.0,0.0,0.0,0.0900725041829336,0.0450362520914668,0.0,0.0450362520914668,0.030024168060977866,0.06004833612195573,0.0450362520914668,0.0,0.07,0.0548874205764446
0.0454545454545454,0.18,0.0,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.008181818181818172,0.03409090909090905,0.0,0.030303030303030266,0.0,0.0,0.0227272727272727,0.030303030303030266,0.0454545454545454,0.0,0.0,0.0227272727272727,0.015151515151515133,0.0227272727272727,0.030303030303030266,0.0,0.0,0.0,0.0454545454545454,0.0227272727272727,0.0,0.01136363636363635,0.030303030303030266,0.030303030303030266,0.0227272727272727,0.0,0.135,0.0148468571247484
0.5022308979364194,0.56,1.0,0.75,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.28124930284439487,0.37667317345231455,0.3348205986242796,0.3348205986242796,0.5022308979364194,0.0,0.0,0.5022308979364194,0.5022308979364194,0.1674102993121398,0.0,0.2511154489682097,0.3348205986242796,0.37667317345231455,0.3348205986242796,0.0,0.5022308979364194,0.0,0.5022308979364194,0.2511154489682097,0.0,0.37667317345231455,0.1674102993121398,0.5022308979364194,0.2511154489682097,0.0,0.42000000000000004,0.4013088051211357
0.6787506971556051,0.68,1.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.75,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4615504740658115,0.6787506971556051,0.6787506971556051,0.6787506971556051,0.6787506971556051,0.0,0.33937534857780255,0.4525004647704034,0.6787506971556051,0.4525004647704034,0.0,0.0,0.4525004647704034,0.5090630228667038,0.6787506971556051,0.0,0.6787506971556051,0.0,0.6787506971556051,0.5090630228667038,0.0,0.5090630228667038,0.2262502323852017,0.6787506971556051,0.33937534857780255,0.0,0.68,0.5815626435962035
0.1076408254322364,0.72,1.0,0.5,0.25,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0775013943112102,0.08073061907417729,0.07176055028815759,0.07176055028815759,0.1076408254322364,0.0,0.0269102063580591,0.1076408254322364,0.0,0.035880275144078794,0.0,0.0269102063580591,0.07176055028815759,0.0538204127161182,0.07176055028815759,0.0,0.0,0.0,0.1076408254322364,0.0538204127161182,0.1076408254322364,0.0538204127161182,0.035880275144078794,0.035880275144078794,0.08073061907417729,0.1076408254322364,0.54,0.2292627275752246
0.0680423870607919,0.5,0.6666666666666666,0.75,0.5,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.03402119353039595,0.03402119353039595,0.02268079568693063,0.0680423870607919,0.04536159137386126,0.0,0.03402119353039595,0.04536159137386126,0.0680423870607919,0.04536159137386126,0.0,0.017010596765197974,0.0680423870607919,0.03402119353039595,0.04536159137386126,0.0,0.0,0.0,0.0680423870607919,0.05103179029559392,0.0,0.05103179029559392,0.04536159137386126,0.02268079568693063,0.05103179029559392,0.0,0.25,0.1656763480217394
0.8103736754043502,0.2,1.0,0.75,0.75,0.0,0.3333333333333333,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.16207473508087006,0.6077802565532626,0.8103736754043502,0.5402491169362335,0.8103736754043502,0.0,0.6077802565532626,0.2701245584681167,0.0,0.0,0.0,0.4051868377021751,0.5402491169362335,0.4051868377021751,0.2701245584681167,0.0,0.0,0.0,0.8103736754043502,0.4051868377021751,0.8103736754043502,0.6077802565532626,0.2701245584681167,0.5402491169362335,0.20259341885108756,0.8103736754043502,0.15000000000000002,0.2838966265785679
0.071388733965421,0.2,0.0,0.75,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.014277746793084202,0.05354155047406575,0.023796244655140332,0.071388733965421,0.0,0.0,0.0356943669827105,0.047592489310280664,0.0,0.0,0.0,0.05354155047406575,0.047592489310280664,0.0356943669827105,0.047592489310280664,0.0,0.0,0.0,0.071388733965421,0.0356943669827105,0.071388733965421,0.05354155047406575,0.047592489310280664,0.047592489310280664,0.01784718349135525,0.0,0.15000000000000002,0.1392150338292849
0.0850529838259899,0.48,0.0,0.75,0.5,0.0,0.3333333333333333,0.25,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.040825432236475154,0.021263245956497475,0.0,0.056701989217326595,0.0,0.0,0.04252649191299495,0.056701989217326595,0.0,0.0,0.0,0.04252649191299495,0.056701989217326595,0.04252649191299495,0.0,0.0,0.0,0.0,0.0850529838259899,0.021263245956497475,0.0,0.06378973786949242,0.028350994608663298,0.056701989217326595,0.04252649191299495,0.0,0.12,0.1045934940026302
0.1447295036252091,0.24,1.0,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.03473508087005018,0.10854712771890682,0.1447295036252091,0.1447295036252091,0.1447295036252091,0.0,0.03618237590630227,0.09648633575013939,0.1447295036252091,0.0,0.0,0.03618237590630227,0.1447295036252091,0.10854712771890682,0.09648633575013939,0.0,0.1447295036252091,0.0,0.1447295036252091,0.07236475181260454,0.0,0.03618237590630227,0.09648633575013939,0.09648633575013939,0.03618237590630227,0.0,0.18,0.1562960498169891
0.1168432794199665,0.18,0.6666666666666666,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.021031790295593968,0.05842163970998325,0.0389477598066555,0.077895519613311,0.077895519613311,0.0,0.05842163970998325,0.0389477598066555,0.1168432794199665,0.077895519613311,0.0,0.05842163970998325,0.077895519613311,0.05842163970998325,0.0389477598066555,0.0,0.1168432794199665,0.0,0.1168432794199665,0.05842163970998325,0.0,0.08763245956497487,0.0389477598066555,0.077895519613311,0.029210819854991625,0.0,0.09,0.071572309106178
0.9258226436140546,0.82,0.6666666666666666,0.75,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7591745677635248,0.694366982710541,0.6172150957427031,0.6172150957427031,0.6172150957427031,0.0,0.4629113218070273,0.9258226436140546,0.9258226436140546,0.30860754787135153,0.0,0.23145566090351366,0.6172150957427031,0.694366982710541,0.6172150957427031,0.0,0.0,0.0,0.9258226436140546,0.4629113218070273,0.0,0.694366982710541,0.6172150957427031,0.6172150957427031,0.694366982710541,0.0,0.615,1.0
0.0571667596207473,0.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.014291689905186825,0.0,0.0381111730804982,0.0190555865402491,0.0,0.02858337981037365,0.0381111730804982,0.0571667596207473,0.0190555865402491,0.0,0.014291689905186825,0.0190555865402491,0.042875069715560474,0.0381111730804982,0.0,0.0571667596207473,0.0,0.0571667596207473,0.02858337981037365,0.0,0.02858337981037365,0.0381111730804982,0.0571667596207473,0.042875069715560474,0.0571667596207473,0.0,0.0169225650045158
0.041271611823759,0.12,0.6666666666666666,0.0,0.75,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00495259341885108,0.01031790295593975,0.0,0.0,0.027514407882505997,0.0,0.03095370886781925,0.013757203941252998,0.0,0.0,0.0,0.03095370886781925,0.013757203941252998,0.0206358059118795,0.027514407882505997,0.041271611823759,0.041271611823759,0.0,0.041271611823759,0.0206358059118795,0.041271611823759,0.0,0.013757203941252998,0.041271611823759,0.01031790295593975,0.0,0.03,0.01373770024243
0.0382041271611823,0.16,1.0,0.5,0.75,0.0,0.3333333333333333,0.5,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.006112660345789168,0.01910206358059115,0.012734709053727433,0.012734709053727433,0.0382041271611823,0.0382041271611823,0.028653095370886728,0.0382041271611823,0.0382041271611823,0.0,0.0,0.0382041271611823,0.012734709053727433,0.01910206358059115,0.025469418107454865,0.0,0.0,0.0,0.0382041271611823,0.01910206358059115,0.0,0.01910206358059115,0.012734709053727433,0.0382041271611823,0.028653095370886728,0.0,0.08,0.0184120042464863
0.0945343000557724,0.04,0.3333333333333333,0.25,0.75,0.3333333333333333,0.0,0.25,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0037813720022308963,0.0472671500278862,0.06302286670384827,0.0945343000557724,0.031511433351924134,0.0,0.0709007250418293,0.06302286670384827,0.0945343000557724,0.031511433351924134,0.0,0.0472671500278862,0.06302286670384827,0.0709007250418293,0.06302286670384827,0.0,0.0,0.0,0.0945343000557724,0.0236335750139431,0.0,0.0236335750139431,0.0,0.031511433351924134,0.0472671500278862,0.0945343000557724,0.02,0.0192517944573846
0.1065253764640267,0.48,0.3333333333333333,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.051132180702732816,0.07989403234802002,0.03550845882134223,0.03550845882134223,0.03550845882134223,0.0,0.05326268823201335,0.1065253764640267,0.1065253764640267,0.03550845882134223,0.1065253764640267,0.07989403234802002,0.0,0.05326268823201335,0.03550845882134223,0.0,0.0,0.0,0.1065253764640267,0.05326268823201335,0.0,0.0,0.03550845882134223,0.03550845882134223,0.05326268823201335,0.0,0.36,0.0376162634089144
0.0435025097601784,0.04,0.3333333333333333,0.5,0.75,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0017401003904071362,0.0217512548800892,0.0,0.014500836586726133,0.014500836586726133,0.0,0.032626882320133804,0.029001673173452265,0.0435025097601784,0.0,0.0,0.0217512548800892,0.029001673173452265,0.0217512548800892,0.029001673173452265,0.0,0.0,0.0,0.0435025097601784,0.0217512548800892,0.0,0.0217512548800892,0.014500836586726133,0.029001673173452265,0.0217512548800892,0.0,0.02,0.0060211373611573
