stor,acap,lexp,modp,tool,actual
0.5083144,0.21131268,0.5627261337635681,0.34022897,0.3481691,0.47310054
0.44745097,0.22642067,0.5904019854241191,0.36851954,0.3602757,0.33679098
0.5505731,0.17827027,0.5990620359437222,0.31214026,0.29427862,0.52520597
0.700337,0.0826823,0.809662748579765,0.21575129,0.22803326,0.5509587
0.18340033,0.5719569,0.4084488445069307,0.6807938,0.6645669,0.64230794
0.5674665,0.19250424,0.5049745302984718,0.2905706,0.30384582,0.6223705
0.7535602,0.087023854,0.5843100850586052,0.15135999,0.19158816,0.5311242
0.7154405,0.07494344,0.7877573472654409,0.16550633,0.17088115,0.5268151
0.548446,0.11884917,0.7513363450801807,0.2879736,0.31333706,0.61085886
0.64333373,0.11636624,0.5908405354504321,0.2258078,0.27032325,0.5915053
0.577491,0.18835539,0.591805965508358,0.29779166,0.3287992,0.4744877
0.59950244,0.18393251,0.48631492917889574,0.28635725,0.3213104,0.7410425
0.37645084,0.27874088,0.5355220721313244,0.42048693,0.43361175,0.40644723
0.5983911,0.12743789,0.7399671443980287,0.28861642,0.30795497,0.58734876
0.6127782,0.11234413,0.7283111036986663,0.23581147,0.25495547,0.59536797
0.39107907,0.256641,0.554265533255932,0.40471113,0.42015767,0.501898
0.71225405,0.09624006,0.8015568180934092,0.20471373,0.16746199,0.7042971
0.47143015,0.19817819,0.6134121768047306,0.3477663,0.36132777,0.48992577
0.5693555,0.17275846,0.7039005022340301,0.29582927,0.30964935,0.44351816
0.5904992,0.2019546,0.5682701340962081,0.3331601,0.3361767,0.5775246
0.5629872,0.16240858,0.5985020359101222,0.2880301,0.32710683,0.5759792
0.30979827,0.40863556,0.4813357288801437,0.53356457,0.53147125,0.34548908
0.5636798,0.1280181,0.5634020938041256,0.26034895,0.26775283,0.5743377
0.54653764,0.14970155,0.7204931432295886,0.30166167,0.3146209,0.54437214
0.74006134,0.07109311,0.7167911430074686,0.15066026,0.16300873,0.5977671
0.6734233,0.17267682,0.6942551416553085,0.27594385,0.27324486,0.656417
0.39396256,0.22249804,0.5822686949361217,0.38605994,0.39676785,0.5664729
0.50080633,0.26931545,0.5066221703973303,0.37641734,0.43618792,0.38119626
0.6000625,0.09906757,0.7689751461385088,0.25392753,0.26830974,0.63573587
0.615703,0.10149659,0.7090651825439109,0.2350646,0.26734412,0.5707816
0.5465478,0.16314903,0.5762122045727324,0.2846547,0.2931452,0.6172652
0.82551897,0.030272901,0.6962582917754975,0.1007278,0.12713814,0.5209589
0.7140141,0.058943,0.8660851019651061,0.19041131,0.18542203,0.6167049
0.6801224,0.0944629,0.7376794042607643,0.19939533,0.20903847,0.5440711
0.58505565,0.16411313,0.6501903890114233,0.3021585,0.3365117,0.52319145
0.5352031,0.19359498,0.42795824567749474,0.3003044,0.2739187,0.2800215
0.42633635,0.3011841,0.4645338278720297,0.40564334,0.3766876,0.675929
0.5816303,0.14255992,0.6923981715438903,0.27722237,0.30551136,0.5939994
0.5674219,0.16191225,0.5619530337171821,0.26188654,0.26325637,0.52038234
0.32678193,0.34702665,0.41769462506167754,0.4421814,0.47121084,0.2017641
0.48907584,0.17904614,0.6432381385942884,0.3344771,0.35491657,0.50741816
0.64789855,0.07049343,0.7338121940287317,0.2020502,0.20531747,0.5676131
0.7478785,0.10082145,0.7531540451892427,0.1877885,0.1967835,0.5477114
0.6145934,0.109469,0.6593342795600567,0.22992772,0.25552136,0.56128097
0.55603,0.10733521,0.7078275424696526,0.2568094,0.25192297,0.56604624
1.0,0.024517983,0.6406674784400487,0.0,0.059794128,0.42103136
0.7071747,0.045767616,0.823874449432467,0.18305127,0.17103821,0.657545
0.68428767,0.12628448,0.4945736796744208,0.20243436,0.2393732,0.76646334
0.39860117,0.33048898,0.4602764776165887,0.45055145,0.45618385,0.30294293
0.5157313,0.19478567,0.6050898763053926,0.33531827,0.36606133,0.3556527
0.4376231,0.34482023,0.4978806098728366,0.47290894,0.46838868,0.35013247
0.6024738,0.22750977,0.47812595868755753,0.33971715,0.35354686,0.52464545
0.5528542,0.16790661,0.7106038426362306,0.31359792,0.29177082,0.72459435
0.7000556,0.10710478,0.8309345498560731,0.2400703,0.21003324,0.64901793
0.36990905,0.3747106,0.3836711530202692,0.46899888,0.4641319,0.49058095
0.5261368,0.16348949,0.5840643950438636,0.29084292,0.31459224,0.5776175
0.711318,0.059788186,0.8617716517062991,0.19085082,0.1953792,0.65502703
0.4410264,0.28555873,0.5185296811117809,0.41225958,0.4191708,0.5290489
0.1236009,0.6370504,0.2442627446557647,0.712657,0.73143125,0.377693
0.6430722,0.14717445,0.6144880368692822,0.25037816,0.28941733,0.5778967
0.76229465,0.10239565,0.834318050059083,0.19420888,0.19217464,0.60993654
0.28505403,0.41871342,0.4098164045889843,0.53114873,0.5375128,0.32910734
0.5015578,0.22507794,0.5506545630392737,0.3528121,0.365408,0.34255975
0.54584426,0.189872,0.6430682885840974,0.31970355,0.35467348,0.426543
0.66789234,0.16112857,0.5923529355411761,0.26084557,0.29552767,0.45470557
0.8065634,0.06434305,0.7658129459487768,0.14353576,0.15229268,0.5870356
0.6654695,0.20886464,0.8231221893873313,0.31392038,0.28512514,0.7660446
0.38160932,0.27966142,0.4417321265039276,0.39172208,0.38615352,0.5215018
0.74967,0.031973414,0.8644462118667727,0.14749636,0.15784085,0.5973094
0.7583147,0.11400959,0.9023422541405353,0.24251619,0.24566922,0.6548519
0.5278371,0.21624635,0.5988246359294782,0.334398,0.3741272,0.35791957
0.56660426,0.104925916,0.7568492454109548,0.25830263,0.24257134,0.5244429
0.26451534,0.3693186,0.48303469898208196,0.5072829,0.5186989,0.43545794
0.24405809,0.40713337,0.3847188630831318,0.5088492,0.5418745,0.13478214
0.26163796,0.46875656,0.38830869329852163,0.57403713,0.5739412,0.22664219
0.64553195,0.08618228,0.7153425029205502,0.22186062,0.25145572,0.6362554
0.5767268,0.16632988,0.5775728346543701,0.2986056,0.3217305,0.5989909
0.7134006,0.1662092,0.7000990920059454,0.22305413,0.21137145,0.5546219
0.5531624,0.18778391,0.6724871403492284,0.32597166,0.36464712,0.40493602
0.4878226,0.16973498,0.6247566674854002,0.31781906,0.28256118,0.6228341
0.3358766,0.36403245,0.4765905285954317,0.5004391,0.5109171,0.4171626
0.62232244,0.14872952,0.5378417722705063,0.26086432,0.30104434,0.68722326
0.5953916,0.1476783,0.6343408380604504,0.28686094,0.3213007,0.5605427
0.5261992,0.16724661,0.7374846742490805,0.3182224,0.31166023,0.5658655
0.36057672,0.34678087,0.4556301473378089,0.4724594,0.48071235,0.42871654
0.7833407,0.09610224,0.7912899474773969,0.19995825,0.16174549,0.671942
0.46416083,0.26392505,0.4813419588805175,0.38981313,0.40204656,0.48613757
0.69876873,0.050355498,0.8817552529053152,0.19269308,0.21539816,0.61454713
0.6659462,0.11681202,0.7776700466602028,0.22370921,0.20398946,0.5364908
0.41596046,0.2544767,0.5304509718270584,0.3720482,0.3953882,0.33712727
0.72845066,0.07208055,0.7676925460615528,0.18708235,0.18498176,0.5642811
0.72801507,0.10452382,0.5471017728261064,0.18016773,0.20936877,0.53381586
0.27669117,0.44183844,0.3598379215902753,0.54879653,0.55070204,0.42550504
0.59203297,0.115698546,0.7190281431416886,0.25859144,0.29649448,0.54654336
0.5105073,0.18171233,0.6505095390305723,0.33833486,0.34298158,0.7082933
0.60606253,0.13059108,0.641131798467908,0.25825444,0.29764438,0.5926435
0.5728219,0.12702516,0.7558374453502468,0.24675815,0.2068634,0.6747987
0.66104794,0.09320904,0.7392548443552907,0.2113877,0.22897527,0.616763
0.50333893,0.16142482,0.6277727876663672,0.30316514,0.31128776,0.5396982
0.3619701,0.28928772,0.47763937865836276,0.41283616,0.40616417,0.5889423
0.3890126,0.30183813,0.5332706319962379,0.4514622,0.44286424,0.518852
0.37773305,0.3371229,0.46746459804787593,0.46495342,0.46789753,0.3539918
0.52927077,0.14212747,0.6651057399063445,0.30483526,0.33101255,0.5319725
0.267626,0.4822146,0.41231020473861235,0.59182584,0.58841246,0.37505043
0.46384707,0.2572784,0.5621933337316001,0.37662894,0.41927886,0.35262495
0.6892568,0.09900704,0.6522926391375584,0.20458661,0.23442258,0.59184086
0.4521674,0.3225769,0.336339050180343,0.38482338,0.40714777,0.3305313
0.61642814,0.102508456,0.6536939392216364,0.24688557,0.26777148,0.6884364
0.6657336,0.05556378,0.8392938903576334,0.19668196,0.21031837,0.59325683
0.5045573,0.26032788,0.49502959970177596,0.34411347,0.3141296,0.34428507
0.7280337,0.054119933,0.7443461446607688,0.14730564,0.13496272,0.59659064
0.44453812,0.34611169,0.3995706239742374,0.45344505,0.5041989,0.2114436
0.5239045,0.23835304,0.4492905269574316,0.33986062,0.36030418,0.5332693
0.68155986,0.09096438,0.6138597368315842,0.18728288,0.1917364,0.5827599
0.6017182,0.1374353,0.7823850969431059,0.26638025,0.23627678,0.6621109
0.18310311,0.7841999,0.15114218906853133,0.82247645,0.82096714,0.29533786
0.3468967,0.3823768,0.3395631803737908,0.4766695,0.5086698,0.18790478
0.6108531,0.09929837,0.6814150008849,0.23720817,0.24517319,0.67273295
0.6087758,0.13569494,0.5637923838275432,0.23428328,0.21306467,0.7006908
0.29295295,0.53750676,0.3070462484227749,0.62910795,0.6299917,0.15821815
0.6542424,0.104783565,0.7024888821493329,0.23999758,0.26342613,0.6116881
0.24379629,0.4723799,0.339996800399808,0.5516323,0.61263406,0.0
0.454493,0.32448426,0.4008681740520904,0.41318977,0.4148209,0.446473
0.5772368,0.11897771,0.7341834740510085,0.2563986,0.25327468,0.5789838
0.56949604,0.16941054,0.7094349425660965,0.30847728,0.32101694,0.46546787
0.45089525,0.29976988,0.3878775232726514,0.38470024,0.43088877,0.3280685
0.6602881,0.11472021,0.6194728971683738,0.22060843,0.21042293,0.73404574
0.70930755,0.1007473,0.6428934685736081,0.17994916,0.20673281,0.514769
0.648666,0.10957873,0.7359329441559767,0.23178825,0.26547918,0.5461153
0.40487093,0.24398309,0.5217442813046569,0.3867877,0.39324588,0.40569663
0.7173991,0.052794833,0.8051357483081449,0.18911426,0.15104379,0.7457672
0.6268057,0.12542424,0.546594432795666,0.22857112,0.24567053,0.610419
0.5163351,0.13428819,0.6623146397388784,0.28639498,0.27300155,0.4852579
0.61925733,0.14022857,0.6951117917067076,0.2714876,0.26907936,0.73434955
0.33967385,0.37002322,0.28826038729562325,0.44762093,0.4665221,0.3844217
0.53031206,0.120290235,0.7219111733146704,0.26477,0.2749552,0.56534374
0.52805865,0.20663469,0.624159197449552,0.33838516,0.35332185,0.31599104
0.7902392,0.084258586,0.6742426404545585,0.13062665,0.14189848,0.5473472
0.8243857,0.04600818,0.6318353379101203,0.10805836,0.12867324,0.61103165
0.47574127,0.3459343,0.282972516978351,0.40366715,0.4235847,0.40722507
0.46425632,0.20486555,0.6460638387638303,0.36907095,0.36930668,0.5213564
0.5683334,0.20701475,0.60439816626389,0.32547292,0.34603062,0.51148915
0.625682,0.17469509,0.4455973767358426,0.26617336,0.28573,0.81281763
0.63754725,0.14559357,0.7977244478634669,0.25707948,0.23285604,0.56674457
0.36364603,0.2811401,0.5101845306110719,0.4045922,0.42127466,0.43851483
0.5548586,0.17423713,0.6334145380048722,0.32337776,0.3302137,0.5667684
0.72985137,0.15434021,0.8490574909434495,0.26059136,0.26900706,0.63611853
0.50902903,0.22603995,0.5243456314607379,0.32538328,0.3442924,0.4095683
0.6587262,0.113453865,0.6842123410527405,0.22196756,0.23517221,0.6977657
0.7971251,0.04808895,0.8842873530572413,0.13598537,0.114128746,0.61519307
0.3756287,0.3634887,0.4170300050218003,0.4768747,0.48306686,0.3727973
0.6312432,0.17926118,0.7280959936857597,0.29908997,0.3164683,0.58195496
0.6318043,0.1251625,0.7383918443035107,0.27329412,0.28703785,0.6500864
0.5891898,0.13956065,0.6824715409482924,0.28671637,0.28462058,0.68878967
0.65506023,0.08311559,0.7040402122424128,0.21326983,0.24917567,0.6363499
0.4835036,0.21745956,0.582818064969084,0.34340343,0.34687772,0.44560522
0.45126748,0.21662828,0.6487328389239704,0.36901778,0.37174845,0.48145562
0.4732899,0.18145247,0.6108144866488693,0.34632623,0.33303022,0.696863
0.59861183,0.17999795,0.5975360058521604,0.27525318,0.32654616,0.43703496
0.56402487,0.23328316,0.44976576698594606,0.30129394,0.28852317,0.41973
0.6986177,0.13793387,0.8602657816159469,0.2744782,0.28426945,0.6561578
0.6120207,0.13752282,0.6339056880343413,0.25389194,0.26681828,0.57384074
0.47920883,0.16063721,0.6212915372774922,0.32979253,0.32974088,0.62197965
0.60781366,0.15375704,0.6382947382976843,0.27205104,0.29544675,0.54894733
0.44157884,0.23917323,0.552777683166661,0.3779738,0.4048494,0.5086101
0.7107241,0.07286854,0.6668411400104683,0.17474404,0.20264316,0.5899341
0.57593656,0.20282064,0.4974102098446126,0.30827492,0.3320418,0.6373552
0.8734391,0.13963881,0.9590528575431715,0.20777735,0.14765646,0.70705384
0.44732204,0.33045718,0.48127012887620774,0.44433558,0.46042025,0.307117
0.87178826,0.0,0.8841167530470052,0.060280114,0.07973303,0.54017234
0.43313336,0.22982919,0.5496996929819816,0.37572226,0.369177,0.5767504
0.45183155,0.24389026,0.5142589308555359,0.37104526,0.35977235,0.70206827
0.7303755,0.09834324,0.7875788072547285,0.19478536,0.12614405,0.6834365
0.30167913,0.3329521,0.47593512855610776,0.45839384,0.4766363,0.44552094
0.61483103,0.10355617,0.7138742428324546,0.24047124,0.26460743,0.6451591
0.5139148,0.18053289,0.6521175391270524,0.34223235,0.3318841,0.68956727
0.6060964,0.15155624,0.5382024322921459,0.2579359,0.26835114,0.6597244
0.4450452,0.24355489,0.5310796318647779,0.37827855,0.38974667,0.5747865
0.41873845,0.32315367,0.38658982319538937,0.42205173,0.44374758,0.2708313
0.5702939,0.19842523,0.5869507352170442,0.33974603,0.35036257,0.55629194
0.6583441,0.099689946,0.7140675028440502,0.22114441,0.23998219,0.5826313
0.62513584,0.16264768,0.540897532453852,0.28161728,0.29843372,0.6007722
0.5855137,0.21053709,0.5551311733078704,0.3097245,0.34521678,0.5272629
0.699946,0.045885127,0.821314049278843,0.18375717,0.19019485,0.65608215
0.74626994,0.073809534,0.7614840456890428,0.18450584,0.16708282,0.6206552
0.88073677,0.13698201,0.7627594457655668,0.16092996,0.14941025,0.62023365
0.5137936,0.18047692,0.5596889335813361,0.30818284,0.31106877,0.5996556
0.46925488,0.2808124,0.5248743314924599,0.39627656,0.4020043,0.124206126
0.5886101,0.13674481,0.6319784379187063,0.275585,0.30506992,0.5627624
0.5950515,0.10380489,0.7549575452974527,0.25479144,0.28792882,0.5655407
0.73273,0.17683166,0.3849063230943794,0.2301001,0.258359,0.5842463
0.47730944,0.27235773,0.4627154277629257,0.38021928,0.40361446,0.42211968
0.5239037,0.23633218,0.514335130860108,0.37186998,0.3590295,0.5763108
0.6690739,0.1331765,0.7065893423953605,0.23395418,0.26483345,0.51174295
0.3891041,0.25656486,0.5449756726985404,0.3910666,0.4026456,0.5335224
0.3775555,0.27589065,0.5868268352096101,0.4317233,0.44079566,0.4905352
0.41151938,0.2762028,0.5289926317395579,0.39700168,0.4002502,0.15934879
0.37698126,0.33062875,0.5119825907189555,0.4696939,0.46655512,0.44188452
0.487851,0.20404214,0.549997132999828,0.3406572,0.33952165,0.39344084
0.5298789,0.26898873,0.4908044594482676,0.3541831,0.3989368,0.24308759
0.42459238,0.17588386,0.6543846392630783,0.3333404,0.33220148,0.54142225
0.6020793,0.13167399,0.6122728367363702,0.26394087,0.30510962,0.5768055
0.49500614,0.16794246,0.6909082414544945,0.3462842,0.35650358,0.58643734
0.4999396,0.16685313,0.5931443355886601,0.3207662,0.3136153,0.72662735
0.8328273,0.0649056,0.613157366789442,0.078769356,0.08981439,0.54117525
0.51479626,0.20260255,0.6047211062832664,0.32759994,0.35977644,0.38224894
0.6903448,0.08469336,0.7378619742717185,0.19662435,0.19017643,0.69469815
0.4178306,0.24718744,0.5739930044395803,0.41174042,0.43407398,0.4891086
0.70902634,0.1077034,0.8213800092828006,0.20046945,0.17417845,0.43716908
0.6089338,0.15999952,0.7111145126668709,0.2892745,0.33092326,0.5070247
0.57487035,0.09106715,0.811523148691389,0.24091773,0.23035744,0.62732446
0.3611929,0.36794898,0.3984749239084955,0.4752466,0.47205704,0.3813132
0.3769726,0.24619177,0.5306848318410898,0.3889311,0.40945208,0.5123408
0.39474776,0.24748296,0.538961982337719,0.38228217,0.4052984,0.49277985
0.7861738,0.07358724,0.7685733461144008,0.12668061,0.12523676,0.54879904
0.29987556,0.37902823,0.35199105111946305,0.4637941,0.50077456,0.49241722
0.6046179,0.0988573,0.723791283427477,0.23223367,0.20920984,0.6558186
0.3375433,0.44141555,0.441699766501986,0.558353,0.5371938,0.3749056
0.77576256,0.07716803,0.8513708510822511,0.1804826,0.16263735,0.58485126
0.7016896,0.09173486,0.7321421439285287,0.19356449,0.17679909,0.67439806
0.55872047,0.17028923,0.6379554382773263,0.29974577,0.3246401,0.5333037
0.7171448,0.029204316,0.8703444522206671,0.16628133,0.16592988,0.65672123
0.78734696,0.03491832,0.6629920397795225,0.110233344,0.122163005,0.5523697
0.61383003,0.14345911,0.7426550445593026,0.29071465,0.30239958,0.6274024
0.5911891,0.13486224,0.7521877151312629,0.28860104,0.26987553,0.6074647
0.61978287,0.17863968,0.6492562089553726,0.2722732,0.23873332,0.7153177
0.57738024,0.11753847,0.7280043436802607,0.26233447,0.2729249,0.5090767
0.71566075,0.11957377,0.7574422854465372,0.21186969,0.1728304,0.8911668
0.5012433,0.18853681,0.6232862873971773,0.3252557,0.33814412,0.33565772
0.5746265,0.13817535,0.6973274418396466,0.26995236,0.24083126,0.7114434
0.37135482,0.3695628,0.5321952319317139,0.47849125,0.45164675,0.6774614
0.51573557,0.19119494,0.6054425363265522,0.3241815,0.35456538,0.5344541
0.46250272,0.18514062,0.6550605393036324,0.35335374,0.36425027,0.5195552
0.6861706,0.11842781,0.816832349009941,0.2554341,0.2409026,0.66839015
0.54655075,0.14496173,0.6582156794929408,0.29884875,0.3135568,0.54408324
0.51675963,0.2255204,0.5436042326162539,0.33359885,0.3619306,0.33692265
0.5756932,0.15093386,0.6948575416914525,0.291329,0.3250246,0.5578382
0.65080506,0.13300581,0.6625879397552764,0.22668085,0.24626005,0.5774256
0.5241804,0.24664962,0.5043154702589282,0.35509133,0.35447896,0.501387
0.3971645,0.27904487,0.4771358686281521,0.3905024,0.386043,0.48724476
0.6143731,0.08399673,0.7873689472421369,0.24778497,0.23500612,0.6597519
0.41690257,0.24138403,0.5218607313116439,0.36957997,0.3822564,0.50718355
0.64397824,0.12102726,0.6906059814363589,0.24396862,0.2743581,0.59899914
0.49258983,0.2323696,0.5163485309809118,0.32890648,0.34620512,0.62416637
0.7388669,0.10637665,0.6108344366500662,0.18606767,0.20041984,0.5404409
0.61621106,0.16936085,0.5682521340951281,0.2885646,0.31998158,0.5214578
0.48241568,0.22404782,0.552284233137054,0.34866607,0.38208395,0.48061964
0.6440971,0.10810073,0.7490222449413347,0.22538042,0.2528475,0.52892196
0.24073322,0.4516633,0.29119301747158105,0.52392614,0.57107174,0.36663938
0.5361587,0.17931204,0.662496899749814,0.3176068,0.30616105,0.44631255
0.7830288,0.15285023,0.8511260110675607,0.21741986,0.21750551,0.5298369
0.36352557,0.29124212,0.45231019713861187,0.39308375,0.43407434,0.38886815
0.1458314,0.63640237,0.36384504183070254,0.73450637,0.74480313,0.5935799
0.52357423,0.26395604,0.5106092306365538,0.3583271,0.42306465,0.3225239
0.46361756,0.19156708,0.6314834378890063,0.34923995,0.35493895,0.53394693
0.3982162,0.34340388,0.36788507207310434,0.4177265,0.46548396,0.45790142
0.5823215,0.18309274,0.6702571902154314,0.3255268,0.3376304,0.41395324
0.60854685,0.10306656,0.7608465456507928,0.2504411,0.26335233,0.5929307
0.542299,0.14839166,0.6061709363702562,0.31289804,0.30716664,0.5552136
0.62845683,0.09651382,0.7785509467130569,0.23903748,0.2692272,0.66122437
0.18536204,0.56000996,0.38371892302313537,0.6503861,0.6416088,0.47154838
0.7233048,0.17893577,0.7497023749821425,0.2513296,0.25650746,0.5798284
0.4724159,0.37986177,0.26998111619886694,0.41154617,0.42624128,0.5096506
0.6722126,0.10374798,0.6536844792210688,0.20976985,0.23573382,0.53940207
0.5399908,0.2234054,0.553942133236528,0.3179815,0.29535493,0.70790684
0.61748964,0.15942727,0.6201287372077242,0.2624754,0.25517195,0.8243466
0.6003785,0.15795325,0.5785039347102361,0.27344728,0.25186288,0.7645986
0.5182278,0.19540842,0.4886712093202726,0.31849396,0.32607102,0.6260433
0.6607866,0.120544896,0.56732083403925,0.2077865,0.20433128,0.6845401
0.4511543,0.26552308,0.4958268297496098,0.39152652,0.38156027,0.5862698
0.11783674,0.6679179,0.18191321091479265,0.7248095,0.74382424,0.24102747
0.47164625,0.22263373,0.5749987744999264,0.3733778,0.40228307,0.52500117
0.5990455,0.1511969,0.5590287335417241,0.26252085,0.28988737,0.5781562
0.9162754,0.08234742,0.6071839364310362,0.0910169,0.09683092,0.5741446
0.3587576,0.2587389,0.4400629064037744,0.3767891,0.37079257,0.5880132
0.54596245,0.18614285,0.6048750062925005,0.31287032,0.3321424,0.5034911
0.6474912,0.12930772,0.6859980411598825,0.24978264,0.21601182,0.6148815
0.55136776,0.15704086,0.58594766515686,0.24842924,0.18537754,0.86471105
0.43641955,0.19481982,0.6364242381854543,0.3506303,0.36392343,0.4716892
0.55509263,0.13668151,0.6274398376463902,0.2626189,0.24519579,0.70848835
0.44930747,0.25546086,0.49475857968551484,0.36432987,0.38069224,0.34501094
0.64957196,0.09068583,0.7071450424287026,0.21733314,0.22763848,0.6684542
0.5234703,0.19048034,0.5827331849639912,0.31829792,0.32272452,0.4271351
0.59804296,0.11866513,0.7102231426133886,0.25803286,0.28594834,0.5832821
0.6089089,0.111524984,0.6950046817002808,0.25793236,0.28764164,0.63496745
0.5211675,0.12855385,0.735032184101931,0.28099,0.26092002,0.5095178
0.516862,0.2574101,0.388593283315597,0.33558476,0.35436922,0.4936325
0.68758076,0.15413553,0.8198785091927105,0.25085795,0.27040824,0.562127
0.5490572,0.17692119,0.6318961379137683,0.34145105,0.33550346,0.63567364
0.56884706,0.13505879,0.6649747898984874,0.28185672,0.2997313,0.6185899
0.34936866,0.31828701,0.4745782284746937,0.42815518,0.4591605,0.33308494
0.6265974,0.13133742,0.6895809413748566,0.27155554,0.29358914,0.6443513
