YearEnd,Transactions,Entities,PointsAdjust,Envergure,TeamExp_0,TeamExp_1,TeamExp_2,TeamExp_3,TeamExp_4,TeamExp_?,ManagerExp_0,ManagerExp_1,ManagerExp_2,ManagerExp_3,ManagerExp_4,ManagerExp_5,ManagerExp_7,ManagerExp_?,Language_1,Language_2,Language_3,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_7,Generated_Var_9,Generated_Var_13,Effort
0.4,0.1584948688711516,0.8342105263157895,0.3785578747628083,0.723404255319149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05193658,-0.32545727,0.06359224,0.073790826,-0.03585451,0.013656758,0.1594853381208857
0.4,0.1220068415051311,0.4289473684210526,0.2020872865275142,0.4680851063829787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03674383,-0.3413062,0.09033308,0.05720924,-0.032589562,0.035094272,0.286654697785757
0.4,0.1892816419612314,0.7105263157894737,0.3595825426944971,0.6808510638297872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.045343213,-0.38588077,0.053059578,0.09432439,-0.03886582,0.013756596,0.1454219030520646
0.6,0.0798175598631698,0.3184210526315789,0.127134724857685,0.4680851063829787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04121578,-0.3014784,0.08861588,0.050983228,-0.030331101,0.028357238,0.144524236983842
0.6,0.1550741163055872,0.081578947368421,0.1043643263757115,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.05068796,-0.30880892,0.07167555,0.06603691,-0.03570599,0.016557585,0.0070103445327861
0.8,0.1881413911060433,0.1868421052631579,0.1698292220113852,0.7659574468085106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.014331646,-0.42689937,0.09375659,0.07322476,-0.032648493,0.048471045,0.080490724117295
0.4,0.2109464082098061,0.2210526315789473,0.2011385199240986,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05383441,-0.3052398,0.07755419,0.05876085,-0.03399186,0.020655729,0.2504488330341113
1.0,0.1334093500570125,0.1105263157894736,0.0967741935483871,0.7021276595744681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06323311,-0.34512585,0.087622866,0.06834029,-0.036614552,0.028667402,0.0044883303411131
0.6,0.1459521094640821,0.2947368421052631,0.1736242884250474,0.6170212765957447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.028939202,-0.34258443,0.08753084,0.060891047,-0.030286634,0.032808047,0.367145421903052
0.8,0.3192702394526795,0.2131578947368421,0.2884250474383302,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03260462,-0.35249203,0.094380066,0.067362025,-0.043535333,0.03414472,0.0380011968880909
0.8,0.2862029646522235,0.3605263157894737,0.3140417457305502,0.4042553191489361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.052054614,-0.34382677,0.06943276,0.0713876,-0.034534354,0.021039698,0.229802513464991
1.0,0.169897377423033,0.1368421052631579,0.1366223908918406,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.021151952,-0.3424654,0.11068682,0.047918137,-0.032682713,0.049106535,0.0128665469778575
1.0,0.3340935005701254,0.3631578947368421,0.3548387096774194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.018996164,-0.4264161,0.090986,0.078921594,-0.030898536,0.043747183,0.3207660083782166
0.8,0.5039908779931584,0.1078947368421052,0.4041745730550284,0.4893617021276595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.049209375,-0.34599364,0.073036626,0.07039056,-0.035804853,0.022860873,0.1741472172351885
0.8,0.7434435575826682,0.3289473684210526,0.683111954459203,0.3829787234042553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.017572992,-0.42388123,0.0881146,0.08640809,-0.042690933,0.039222687,0.0771992818671454
1.0,0.0627137970353477,0.1236842105263157,0.0426944971537001,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.051904917,-0.30157852,0.06878327,0.064459644,-0.035842102,0.013717517,0.0695904932888775
0.6,0.3135689851767388,0.5868421052631579,0.4184060721062618,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.01579076,-0.40467817,0.09130696,0.07150579,-0.030754024,0.04289307,0.827049670855775
0.6,0.1972633979475484,0.3131578947368421,0.2229601518026565,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.050572477,-0.3484075,0.05972576,0.08219905,-0.03703976,0.0133991465,0.263016157989228
0.8,0.1870011402508551,0.8552631578947368,0.4098671726755218,0.2978723404255319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.057725146,-0.32354945,0.07598744,0.06747428,-0.03474152,0.019900434,0.6172950329144224
1.0,0.2770809578107183,0.0,0.1764705882352941,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.06353108,-0.32367235,0.096059926,0.05923245,-0.037406135,0.03213306,0.1478156792339916
0.4,0.1391106043329532,0.4552631578947368,0.2258064516129032,0.9787234042553192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.028325774,-0.36889523,0.087644845,0.06618641,-0.030435324,0.035924096,0.5248354278874925
0.4,0.1106043329532497,0.0842105263157894,0.0683111954459203,0.0212765957446808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.06770463,-0.1941352,0.086897895,0.028798968,-0.031272985,0.010576041,0.0763016157989228
0.4,0.0992018244013683,0.2657894736842105,0.1242884250474383,0.5106382978723404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.043915946,-0.23040618,0.11557606,0.016736686,-0.025436535,0.040720306,0.2253141831238779
0.4,0.1220068415051311,0.1710526315789473,0.1091081593927893,0.2765957446808511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.065381825,-0.22540732,0.087312244,0.03649498,-0.03107306,0.015834197,0.1044284859365649
0.4,0.0877993158494868,0.1105263157894736,0.0588235294117647,0.574468085106383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.048383947,-0.21547617,0.12001605,0.010324871,-0.026134526,0.041836172,0.1107121484141232
0.4,0.2417331812998859,0.3,0.2552182163187855,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.061282527,-0.28992546,0.081326686,0.055974886,-0.03328808,0.019652367,0.5936564931178935
0.8,0.0592930444697833,0.2342105263157894,0.079696394686907,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05349752,-0.284136,0.07266297,0.057996593,-0.035125315,0.014123265,0.0870736086175942
0.6,0.1402508551881414,0.2157894736842105,0.1404174573055028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.04083692,-0.27344102,0.09555224,0.040583204,-0.028786816,0.030145213,0.132555356074207
0.6,0.041049030786773,1.0,0.340607210626186,0.2340425531914893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.043037537,-0.34451532,0.06634627,0.07572161,-0.033323802,0.018259477,0.3285457809694793
0.6,0.0524515393386545,0.2763157894736842,0.0891840607210626,0.1489361702127659,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.05405967,-0.30485862,0.06624028,0.06801543,-0.035172954,0.012750503,0.1166965888689407
0.8,0.1311288483466362,0.1184210526315789,0.0977229601518026,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03694943,-0.31612134,0.09000034,0.05291011,-0.030154314,0.03133776,0.0930580490724117
0.8,0.1265678449258837,0.3131578947368421,0.1641366223908918,0.2127659574468085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03478955,-0.289993,0.09779151,0.04266775,-0.028355625,0.034099806,0.1250748055056852
0.8,0.0433295324971493,0.0657894736842105,0.0056925996204933,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.06307562,-0.25701421,0.08243051,0.047308207,-0.031993274,0.017027598,0.0439856373429084
0.6,0.1334093500570125,0.2631578947368421,0.1518026565464895,0.3829787234042553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.050886557,-0.33457768,0.05996956,0.07858905,-0.036544777,0.012225991,0.101735487731897
0.6,0.104903078677309,0.1,0.0692599620493358,0.2127659574468085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.06213824,-0.22520123,0.08532176,0.037438422,-0.030914413,0.01486358,0.056852184320766
0.6,0.0786773090079817,0.2421052631578947,0.0986717267552182,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.054836545,-0.2673245,0.076710925,0.05139874,-0.03446647,0.014713705,0.0843806104129264
0.6,0.0684150513112884,0.1763157894736842,0.0664136622390891,0.1914893617021276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.055302978,-0.30654258,0.08539677,0.05632972,-0.040834684,0.027263373,0.0451825254338719
0.6,0.2109464082098061,0.2368421052631578,0.206831119544592,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.03057807,-0.3437345,0.08513824,0.06270657,-0.030623464,0.03128953,0.1316576900059844
0.8,0.2451539338654504,0.2710526315789474,0.2476280834914611,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.04397707,-0.40935564,0.052869275,0.10212838,-0.041898392,0.01512067,0.2666068222621185
0.8,0.3580387685290764,0.4657894736842105,0.4117647058823529,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.039091058,-0.41113096,0.057891037,0.09733784,-0.036397185,0.01958903,0.4622980251346499
0.6,0.0376282782212086,0.0631578947368421,0.0,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.042413715,-0.28245997,0.09057338,0.04584091,-0.029790249,0.027227636,0.0308198683423099
0.8,0.0741163055872291,0.0947368421052631,0.0417457305502846,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.061040644,-0.28643423,0.0794912,0.05634848,-0.033337153,0.018189725,0.0855774985038898
0.8,0.104903078677309,0.131578947368421,0.0806451612903225,0.0851063829787234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.040967178,-0.2857762,0.14302365,0.01267897,-0.034895074,0.06612112,0.026032315978456
0.6,0.1003420752565564,0.0921052631578947,0.0626185958254269,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.009795621,-0.30845284,0.16712955,0.027023971,-0.038832515,0.075595364,0.0
0.2,0.1425313568985176,0.1842105263157894,0.1309297912713472,0.1702127659574468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.057844583,-0.25205964,0.09126551,0.040837254,-0.034159668,0.023149922,0.0739078396169958
0.6,0.5393386545039909,0.5789473684210527,0.603415559772296,0.4468085106382978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.043587897,-0.38072866,0.06390817,0.084239475,-0.036347963,0.020430773,0.3656493117893477
0.2,0.2326111744583808,0.1736842105263158,0.2020872865275142,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03330361,-0.2676713,0.092527315,0.039766572,-0.032408334,0.02814272,0.0020945541591861
0.2,0.1482326111744583,0.3578947368421052,0.198292220113852,0.3617021276595745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.034069635,-0.3764758,0.0649485,0.08271215,-0.037098587,0.018239748,0.1451226810293237
0.6,0.5290763968072976,0.4605263157894737,0.5521821631878557,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.040569246,-0.43609142,0.0762092,0.092778504,-0.034799196,0.032941576,0.5691202872531418
0.4,0.2508551881413911,0.4263157894736842,0.3083491461100569,0.723404255319149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.011182025,-0.42760217,0.095371805,0.072718434,-0.03175326,0.049447317,0.0365050867743865
0.0,0.2485746864310148,0.1736842105263158,0.215370018975332,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03041745,-0.29647744,0.12501355,0.020765629,-0.026408285,0.05109631,0.0963494913225613
0.6,0.4401368301026225,0.4894736842105263,0.4886148007590132,0.7446808510638298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.020850517,-0.4383288,0.08147675,0.08399559,-0.034619004,0.041321035,0.3836026331538001
0.6,0.5245153933865451,0.4447368421052631,0.5426944971537002,0.8085106382978723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00093925744,-0.46653074,0.087601095,0.08834523,-0.030388515,0.047728684,0.2280071813285457
0.4,1.0,0.6157894736842106,1.0,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004512131,-0.52440345,0.08066208,0.10546516,-0.032247555,0.04998925,1.0
