ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
64,610,137,174,117,147,0,575,0,0,1.6,1.7,1.6,1.7,3.0,950,1,0,0,0,1,579500,1520.0,1615.0,546250,976.0,950
65,562,165,125,93,119,0,502,0,0,10.2,11.4,10.2,11.4,13.0,5727,0,0,1,0,1,3218574,58415.399999999994,65287.8,2874954,5732.4,5727
66,156,21,38,39,7,41,146,0,0,13.1,14.0,15.8,16.8,4.0,2458,1,0,0,0,1,383448,32199.8,41294.4,358868,2043.6,2040
67,75,30,5,19,21,0,40,35,0,49.0,49.0,59.1,59.1,8.0,4430,1,0,0,0,1,332250,217070.0,261813.0,177200,3675.0,3677
68,136,42,64,0,21,0,0,127,0,4.2,4.5,5.1,5.4,2.0,687,1,0,0,0,1,93432,2885.4,3709.8,0,571.2,570
69,96,13,56,0,10,40,119,0,0,12.7,10.3,47.2,38.1,8.0,4530,0,1,0,0,1,434880,57531.0,172593.0,539070,1219.1999999999998,1223
70,78,24,24,9,21,0,78,0,0,12.5,12.5,13.9,13.9,4.0,1084,1,0,0,0,1,84552,13550.0,15067.6,84552,975.0,976
71,51,42,0,14,0,0,20,36,0,7.6,6.9,9.1,8.3,12.0,466,1,0,0,0,1,23766,3541.6,3867.8,9320,387.59999999999997,387
72,1092,356,84,170,669,21,1300,0,0,4.0,3.4,4.9,4.1,13.0,5320,1,0,0,0,1,5809440,21280.0,21811.999999999996,6916000,4368.0,4416
73,134,42,11,32,35,14,134,0,0,2.1,2.1,2.6,2.6,8.0,345,1,0,0,0,1,46230,724.5,897.0,46230,281.40000000000003,286
74,75,24,9,0,36,0,0,69,0,4.1,4.4,4.9,5.3,5.0,367,1,0,0,0,1,27525,1504.6999999999998,1945.1,0,307.5,305
75,88,18,20,0,43,0,36,45,0,1.5,1.6,1.8,1.9,7.0,155,1,0,0,0,1,13640,232.5,294.5,5580,132.0,129
76,3088,1061,1009,772,241,5,544,2544,0,1.4,1.4,1.4,1.4,8.0,4266,1,0,0,0,1,13173408,5972.4,5972.4,2320704,4323.2,4266
77,82,25,46,0,14,15,100,0,0,5.4,4.4,5.4,4.4,3.0,440,1,0,0,0,1,36080,2376.0,1936.0000000000002,44000,442.8,440
78,110,30,66,0,7,0,18,85,0,12.4,13.2,12.4,13.2,2.0,1362,1,0,0,0,1,149820,16888.8,17978.399999999998,24516,1364.0,1362
79,308,153,83,0,112,10,236,122,0,8.2,7.1,8.2,7.1,6.0,2533,0,1,0,0,1,780164,20770.6,17984.3,597788,2525.6,2533
80,143,75,32,3,62,0,172,0,0,1.6,1.3,1.6,1.3,10.0,225,1,0,0,0,1,32175,360.0,292.5,38700,228.8,225
81,826,292,326,155,32,0,396,139,270,13.4,13.7,13.4,13.7,13.0,11045,1,0,0,0,1,9123170,148003.0,151316.5,4373820,11068.4,11045
82,3460,484,1831,318,208,142,2756,227,0,9.5,11.0,9.5,11.0,24.0,32760,0,0,0,1,1,113349600,311220.0,360360.0,90286560,32870.0,32760
83,73,15,32,0,28,5,80,0,0,28.1,25.7,33.9,30.9,8.0,2475,1,0,0,0,1,180675,69547.5,76477.5,198000,2051.3,2054
84,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,7.0,252,1,0,0,0,1,16128,982.8,957.5999999999999,2772,249.6,252
85,497,122,28,113,273,10,454,92,0,4.8,4.3,4.8,4.3,8.0,2362,0,1,0,0,1,1173914,11337.6,10156.6,1072348,2385.6,2362
86,288,201,0,36,76,0,99,214,0,8.5,7.9,10.3,9.5,5.0,2963,1,0,0,0,1,853344,25185.5,28148.5,293337,2448.0,2459
87,494,134,62,140,91,67,494,0,0,17.6,17.6,17.6,17.6,21.0,8706,1,0,0,0,1,4300764,153225.6,153225.6,4300764,8694.400000000001,8706
88,130,60,65,0,0,0,14,111,0,5.9,6.2,5.9,6.2,6.0,770,1,0,0,0,1,100100,4543.0,4774.0,10780,767.0,770
89,204,47,43,6,29,104,229,0,0,39.8,35.4,39.8,35.4,36.0,8111,1,0,0,0,1,1654644,322817.8,287129.39999999997,1857419,8119.2,8111
90,17,12,5,0,0,0,17,0,0,44.8,44.8,44.8,44.8,11.0,762,1,0,0,0,1,12954,34137.6,34137.6,12954,761.5999999999999,762
91,60,10,25,0,31,5,71,0,0,2.3,1.9,2.7,2.3,1.0,164,1,0,0,0,1,9840,377.2,377.2,11644,138.0,136
92,73,0,20,36,10,0,56,10,0,4.9,5.4,5.9,6.5,1.0,431,1,0,0,0,1,31463,2111.9,2801.5,24136,357.70000000000005,358
93,169,32,14,25,28,70,169,0,0,2.8,2.8,3.4,3.4,6.0,580,1,0,0,0,1,98020,1624.0,1972.0,98020,473.2,481
94,1351,379,449,271,219,20,1173,29,136,2.4,2.4,2.8,2.9,8.0,3842,1,0,0,0,1,5190542,9220.8,11141.8,4506666,3242.4,3189
95,2087,862,444,303,437,0,2046,0,0,10.8,11.0,10.8,11.0,9.0,22500,0,0,0,1,1,46957500,243000.00000000003,247500.0,46035000,22539.600000000002,22500
96,253,72,0,107,29,44,252,0,0,46.3,46.3,49.8,49.8,13.0,12601,1,0,0,0,1,3188053,583426.2999999999,627529.7999999999,3175452,11713.9,11719
97,102,37,26,10,29,0,102,0,0,1.8,1.8,2.4,2.4,5.0,244,1,0,0,0,1,24888,439.2,585.6,24888,183.6,183
98,115,49,39,0,15,0,53,50,0,12.9,14.4,15.5,17.3,5.0,1786,1,0,0,0,1,205390,23039.4,30897.800000000003,94658,1483.5,1482
99,288,18,186,21,15,60,300,0,0,4.3,4.2,4.3,4.2,11.0,1251,0,1,0,0,1,360288,5379.3,5254.2,375300,1238.3999999999999,1251
100,199,104,7,77,0,0,0,188,0,4.7,5.0,5.7,6.0,8.0,1136,1,0,0,0,1,226064,5339.2,6816.0,0,935.3000000000001,943
101,163,49,14,33,49,10,155,0,0,16.5,17.3,19.8,20.9,11.0,3234,1,0,0,0,1,527142,53361.0,67590.59999999999,501270,2689.5,2684
102,97,21,41,0,49,15,16,100,10,7.5,5.8,7.5,5.8,9.0,729,0,1,0,0,1,70713,5467.5,4228.2,11664,727.5,729
103,439,82,222,19,85,10,105,313,0,8.3,8.7,8.3,8.7,7.0,3630,1,0,0,0,1,1593570,30129.000000000004,31580.999999999996,381150,3643.7000000000003,3630
104,3113,2019,609,248,157,80,3113,0,0,10.9,10.9,13.5,13.5,24.0,42080,1,0,0,0,1,130995040,458672.0,568080.0,130995040,33931.700000000004,34085
105,153,35,7,57,24,20,143,0,0,18.7,20.0,21.5,23.0,3.0,3283,0,1,0,0,1,502299,61392.1,75509.0,469469,2861.1,2856
106,670,346,97,122,79,0,146,498,0,8.6,8.9,10.4,10.8,6.0,6936,1,0,0,0,1,4647120,59649.6,74908.8,1012656,5762.0,5757
107,129,19,93,3,10,30,0,155,0,4.9,4.1,4.9,4.1,15.0,631,0,1,0,0,1,81399,3091.9,2587.1,0,632.1,631
108,329,324,68,14,0,0,206,73,127,6.6,5.4,6.6,5.4,8.0,2184,0,1,0,0,1,718536,14414.4,11793.6,449904,2171.4,2184
109,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,37.0,21014,1,0,0,0,1,119443576,77751.8,90360.2,103872202,21030.8,21014
110,61,27,4,24,17,0,72,0,0,6.8,5.8,8.2,7.0,4.0,502,1,0,0,0,1,30622,3413.6,3514.0,36144,414.8,417
111,267,27,133,51,34,89,70,178,86,10.0,8.0,10.0,8.0,9.0,2683,0,1,0,0,1,716361,26830.0,21464.0,187810,2670.0,2683
112,218,78,16,56,77,0,227,0,0,25.4,24.4,30.6,29.4,4.0,6665,1,0,0,0,1,1452970,169291.0,195951.0,1512955,5537.2,5532
113,919,458,236,56,58,76,884,0,0,5.2,5.4,6.3,6.6,6.0,5801,1,0,0,0,1,5331119,30165.2,38286.6,5128084,4778.8,4815
114,66,27,12,6,14,0,28,31,0,3.7,4.2,4.5,5.0,2.0,296,1,0,0,0,1,19536,1095.2,1480.0,8288,244.20000000000002,246
115,54,36,0,16,0,0,0,52,0,12.7,13.2,15.3,15.9,1.0,827,1,0,0,0,1,44658,10502.9,13149.300000000001,0,685.8,686
116,245,88,105,27,79,0,299,0,0,1.9,1.6,3.6,2.9,13.0,870,1,0,0,0,1,213150,1653.0,2523.0,260130,465.5,470
117,54,24,28,0,0,0,0,52,0,7.3,7.6,8.8,9.2,2.0,476,1,0,0,0,1,25704,3474.7999999999997,4379.2,0,394.2,395
118,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,3.0,1241,0,1,0,0,1,187391,8935.2,11789.5,137751,1087.2,1080
119,103,45,4,27,29,0,105,0,0,13.6,13.3,13.6,13.3,7.0,1396,0,1,0,0,1,143788,18985.6,18566.8,146580,1400.8,1396
120,300,95,82,27,76,0,138,142,0,9.8,10.5,9.8,10.5,10.0,2933,1,0,0,0,1,879900,28743.4,30796.5,404754,2940.0,2933
121,249,126,4,98,21,0,58,191,0,18.3,18.3,18.3,18.3,9.0,4551,1,0,0,0,1,1133199,83283.3,83283.3,263958,4556.7,4551
122,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,4.0,3613,1,0,0,0,1,809312,48414.200000000004,60337.1,21678,3001.6,2999
123,1984,255,1008,192,158,0,1613,0,0,1.3,1.6,1.3,1.6,11.0,2540,0,1,0,0,1,5039360,3302.0,4064.0,4097020,2579.2000000000003,2540
124,58,15,37,0,0,5,0,57,0,0.4,0.5,0.5,0.5,2.0,31,1,0,0,0,1,1798,12.4,15.5,0,23.200000000000003,26
125,56,50,0,3,0,0,0,53,0,8.0,8.5,9.6,10.2,2.0,540,1,0,0,0,1,30240,4320.0,5508.0,0,448.0,448
126,244,91,12,44,60,50,257,0,0,3.7,3.5,4.5,4.2,3.0,1092,1,0,0,0,1,266448,4040.4,4586.400000000001,280644,902.8000000000001,906
127,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,13.0,211,0,1,0,0,1,2532,3713.6000000000004,3418.2,2110,211.20000000000002,211
128,1416,402,432,0,252,65,376,775,0,1.2,1.5,1.2,1.5,12.0,1724,0,1,0,0,1,2441184,2068.7999999999997,2586.0,648224,1699.2,1724
129,67,3,26,0,7,35,71,0,0,23.6,22.3,27.2,25.6,5.0,1821,0,1,0,0,1,122007,42975.600000000006,46617.600000000006,129291,1581.2,1584
130,95,36,0,32,24,0,0,92,0,1.6,1.6,1.9,1.9,7.0,178,1,0,0,0,1,16910,284.8,338.2,0,152.0,148
131,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,24.0,30701,1,0,0,0,1,72945576,328500.69999999995,423673.80000000005,68186921,25423.199999999997,25482
132,442,225,102,57,91,0,82,393,0,1.5,1.4,1.5,1.4,5.0,683,1,0,0,0,1,301886,1024.5,956.1999999999999,56006,663.0,683
133,68,21,12,19,15,0,11,56,0,37.1,37.6,44.7,45.3,4.0,3037,1,0,0,0,1,206516,112672.7,137576.1,33407,2522.8,2521
134,268,76,96,45,41,10,248,20,0,10.9,10.9,10.9,10.9,9.0,2933,0,1,0,0,1,786044,31969.7,31969.7,727384,2921.2000000000003,2933
135,90,96,0,0,0,0,96,0,0,5.5,5.1,6.6,6.2,2.0,595,1,0,0,0,1,53550,3272.5,3689.0,57120,495.0,494
136,72,23,25,7,17,0,55,17,0,6.8,6.8,6.8,6.8,7.0,486,1,0,0,0,1,34992,3304.7999999999997,3304.7999999999997,26730,489.59999999999997,486
137,505,111,127,18,216,0,472,0,0,9.8,10.5,9.8,10.5,30.0,4955,1,0,0,0,1,2502275,48559.0,52027.5,2338760,4949.0,4955
138,450,112,145,59,105,0,356,58,7,13.6,14.6,13.6,14.6,7.0,6138,1,0,0,0,1,2762100,83476.8,89614.8,2185128,6120.0,6138
139,230,129,38,46,57,0,230,40,0,6.3,5.4,7.6,6.5,10.0,1748,1,0,0,0,1,402040,11012.4,11362.0,402040,1449.0,1451
140,242,97,78,4,43,0,0,222,0,1.3,1.4,1.5,1.7,2.0,375,1,0,0,0,1,90750,487.5,637.5,0,314.6,311
141,106,21,76,6,0,0,7,96,0,23.1,23.7,27.8,28.6,2.0,2946,1,0,0,0,1,312276,68052.6,84255.6,20622,2448.6000000000004,2445
142,31,10,14,0,7,0,4,27,0,7.6,7.6,7.6,7.6,6.0,237,1,0,0,0,1,7347,1801.1999999999998,1801.1999999999998,948,235.6,237
143,1186,422,306,109,168,230,1235,0,0,3.1,3.0,3.1,3.0,9.0,3711,0,0,1,0,1,4401246,11504.1,11133.0,4583085,3676.6,3711
144,256,69,198,0,0,5,272,0,0,11.5,10.8,11.5,10.8,19.0,2941,0,1,0,0,1,752896,33821.5,31762.800000000003,799952,2944.0,2941
145,191,44,60,15,49,25,159,34,0,12.7,12.6,12.7,12.6,11.0,2430,0,1,0,0,1,464130,30861.0,30618.0,386370,2425.7,2430
146,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,10.0,3051,1,0,0,0,1,649863,36306.9,46680.3,567486,2534.7000000000003,2532
147,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,15.0,26408,1,0,0,0,1,120473296,153166.4,176933.6,103862664,26459.6,26408
148,141,44,33,44,17,0,5,133,0,8.8,9.0,10.6,10.9,2.0,1499,1,0,0,0,1,211359,13191.2,16339.1,7495,1240.8000000000002,1244
149,187,23,65,17,91,5,201,0,0,3.0,2.8,3.6,3.4,6.0,677,1,0,0,0,1,126599,2031.0,2301.7999999999997,136077,561.0,562
150,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,10.0,7180,1,0,0,0,1,919040,185244.0,402798.0,919040,3302.4,3303
151,194,70,16,0,45,47,46,132,0,2.6,2.8,3.6,3.9,12.0,703,1,0,0,0,1,136382,1827.8,2741.7,32338,504.40000000000003,499
152,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,6.0,2078,0,0,1,0,1,1805782,4987.2,4571.6,1940852,2085.6,2078
153,125,51,9,33,22,0,20,84,11,18.6,20.2,22.4,24.4,3.0,2802,1,0,0,0,1,350250,52117.200000000004,68368.8,56040,2325.0,2326
154,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,6.0,2741,1,0,0,0,1,1307457,15623.7,15075.5,471452,2718.9,2741
155,717,716,13,10,24,0,51,712,0,4.9,4.6,6.0,5.6,5.0,4272,1,0,0,0,1,3063024,20932.800000000003,23923.199999999997,217872,3513.3,3546
156,25,0,28,0,0,0,0,28,0,5.6,5.0,5.6,5.0,3.0,140,1,0,0,0,1,3500,784.0,700.0,0,140.0,140
157,73,9,61,3,0,0,73,0,0,19.2,19.2,19.2,19.2,8.0,1404,1,0,0,0,1,102492,26956.8,26956.8,102492,1401.6,1404
158,100,61,0,0,0,42,28,75,0,9.3,9.0,11.2,10.9,12.0,1119,1,0,0,0,1,111900,10406.7,12197.1,31332,930.0000000000001,929
159,273,103,183,15,17,0,318,0,0,1.9,1.7,1.9,1.7,5.0,528,0,0,1,0,1,144144,1003.1999999999999,897.6,167904,518.6999999999999,528
160,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,15.0,3748,0,0,1,0,1,2200076,23987.2,26985.600000000002,1963952,3756.8,3748
161,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,18.0,4900,0,0,0,1,1,7041300,16660.0,18130.0,6458200,4885.8,4900
162,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,12.0,1853,0,1,0,0,1,179741,35392.3,30203.9,200124,1852.7,1853
163,224,110,25,6,49,5,195,0,0,12.9,14.8,14.8,17.0,13.0,3322,0,1,0,0,1,744128,42853.8,56474.0,647790,2889.6,2890
164,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,11.0,1076,0,0,0,1,1,345396,3658.4,3658.4,338940,1091.3999999999999,1076
165,99,6,4,19,59,10,98,0,0,24.1,24.4,29.1,29.3,4.0,2876,1,0,0,0,1,284724,69311.6,84266.8,281848,2385.9,2387
166,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,6.0,1911,1,0,0,0,1,794976,7261.799999999999,9363.900000000001,607698,1580.8,1586
167,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,4.0,1201,1,0,0,0,1,85271,16814.0,22218.5,30025,994.0,997
168,120,60,48,12,0,0,12,108,0,1.8,1.8,1.8,1.8,5.0,212,1,0,0,0,1,25440,381.6,381.6,2544,216.0,212
169,213,72,43,3,84,30,132,97,3,6.0,5.5,6.0,5.5,12.0,1278,0,1,0,0,1,272214,7668.0,7029.0,168696,1278.0,1278
170,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,12.0,7060,0,1,0,0,1,11536040,30358.0,30358.0,11536040,7026.2,7060
171,275,184,11,48,7,0,7,243,0,2.6,2.8,2.6,2.8,9.0,702,1,0,0,0,1,193050,1825.2,1965.6,4914,715.0,702
172,458,202,66,75,115,0,458,0,0,2.0,2.0,2.0,2.0,16.0,903,1,0,0,0,1,413574,1806.0,1806.0,413574,916.0,903
173,218,28,118,44,0,10,91,109,0,31.0,33.8,37.4,40.8,8.0,8151,1,0,0,0,1,1776918,252681.0,332560.8,741741,6758.0,6765
