size_D,duration_D,nlan,t07,t11,t14,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,effort_D
0.0370886781929726,0.18,0.3333333333333333,0.25,0.0,0.5,0.7620371,0.7068544,0.72239995,0.7395883,0.66183573,0.7431201,0.7495952,0.698004,0.2561856,0.26190957,0.7677918,0.7317922,0.0588962304511099
0.1926938092582264,0.34,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0565194657032846
0.0167317345231455,0.06,0.3333333333333333,0.0,0.6666666666666666,1.0,0.5984952,0.5869973,0.59404725,0.5834494,0.5883402,0.60445005,0.57473475,0.57781553,0.39419731,0.42582557,0.5927758,0.58954275,0.0050228961670707
0.0,0.12,0.6666666666666666,0.25,1.0,0.75,0.49905926,0.49223477,0.47343904,0.47713518,0.47663262,0.49500364,0.4711531,0.49313968,0.50419277,0.5380711,0.45854786,0.4976409,0.0
0.0560513106525376,0.3,0.3333333333333333,0.5,0.3333333333333333,0.75,0.4811017,0.45547748,0.44968194,0.45984074,0.41741154,0.46809763,0.46409604,0.45079267,0.5301477,0.5498884,0.46913254,0.47020283,0.0314049848679311
0.0900725041829336,0.14,0.3333333333333333,0.5,0.0,0.5,0.52230895,0.4964572,0.50126565,0.5059333,0.492348,0.5212688,0.49674574,0.4981228,0.4768548,0.50249267,0.50110006,0.5101148,0.0548874205764446
0.0454545454545454,0.18,0.0,0.75,0.0,0.5,0.611447,0.5907802,0.5945829,0.5973153,0.587322,0.6104537,0.5886434,0.58967716,0.38872442,0.41172874,0.5954362,0.60083085,0.0148468571247484
0.5022308979364194,0.56,1.0,0.75,0.6666666666666666,0.5,0.20170145,0.17881355,0.18831359,0.19337143,0.15490492,0.19393525,0.20006686,0.17223588,0.8050295,0.80546504,0.2157995,0.18963595,0.4013088051211357
0.6787506971556051,0.68,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5815626435962035
0.1076408254322364,0.72,1.0,0.75,0.6666666666666666,0.25,0.37010416,0.36024645,0.34146214,0.3492371,0.3229731,0.35795185,0.3542501,0.3564376,0.6411522,0.6627608,0.34769392,0.36759338,0.2292627275752246
0.0680423870607919,0.5,0.6666666666666666,0.5,0.3333333333333333,0.25,0.3207834,0.3123956,0.29649022,0.29711175,0.2887613,0.31667203,0.29787892,0.30849838,0.6826541,0.7122071,0.28966415,0.31683025,0.1656763480217394
0.8103736754043502,0.2,1.0,0.75,1.0,0.5,0.39219117,0.3819742,0.36818153,0.37198418,0.3611661,0.38673714,0.3704972,0.3804612,0.6123633,0.6390425,0.3635434,0.38842854,0.2838966265785679
0.071388733965421,0.2,0.0,0.75,0.3333333333333333,0.75,0.42977786,0.40936428,0.40712896,0.40910676,0.4041823,0.43045604,0.400548,0.41100395,0.5677572,0.59968626,0.39762917,0.42010823,0.1392150338292849
0.0850529838259899,0.48,0.0,0.25,0.0,0.5,0.8150641,0.8016735,0.81807166,0.8261049,0.78462297,0.81467324,0.8213246,0.7883642,0.18570942,0.19762121,0.862756,0.8125815,0.1045934940026302
0.1447295036252091,0.24,1.0,0.75,1.0,0.25,0.35984462,0.34440628,0.3477268,0.35404202,0.3538836,0.3604627,0.34153414,0.35238513,0.63775396,0.6544162,0.33937925,0.35470617,0.1562960498169891
0.1168432794199665,0.18,0.6666666666666666,0.5,0.3333333333333333,0.5,0.47060084,0.45109951,0.46489447,0.46592057,0.45886862,0.4726134,0.45703453,0.45052695,0.52685046,0.5374983,0.47003567,0.45964074,0.071572309106178
0.9258226436140546,0.82,0.6666666666666666,0.75,0.6666666666666666,0.25,0.1777105,0.15742196,0.14523655,0.1561441,0.11316752,0.16339146,0.16518348,0.15443364,0.83433,0.8512274,0.16219267,0.17069063,1.0
0.0571667596207473,0.0,0.3333333333333333,0.25,0.0,0.25,0.48645446,0.4597331,0.48123118,0.48342222,0.44652584,0.48455593,0.48458457,0.4520007,0.51379925,0.5166836,0.51313436,0.4719421,0.0169225650045158
0.041271611823759,0.12,0.6666666666666666,0.25,0.0,0.75,0.66327024,0.62918866,0.6500406,0.65746063,0.60744554,0.65670455,0.6584074,0.6210497,0.3408633,0.34765083,0.68594646,0.64581174,0.01373770024243
0.0382041271611823,0.16,1.0,0.5,0.3333333333333333,1.0,0.280612,0.24188527,0.23433241,0.24932688,0.16600832,0.25810245,0.2680294,0.23121926,0.7390236,0.7557324,0.27840814,0.26360935,0.0184120042464863
0.0945343000557724,0.04,0.3333333333333333,0.5,0.6666666666666666,0.5,0.5142484,0.49620745,0.49108598,0.50819683,0.5019621,0.50850815,0.49072275,0.5127323,0.48834103,0.50978035,0.47903195,0.5127634,0.0192517944573846
0.1065253764640267,0.48,0.3333333333333333,0.75,0.3333333333333333,0.75,0.5822873,0.5672214,0.5574811,0.5659363,0.5481681,0.5737504,0.5633215,0.56684494,0.4259703,0.44624498,0.5585917,0.5759535,0.0376162634089144
0.0435025097601784,0.04,0.3333333333333333,0.5,0.0,0.5,0.63265485,0.5937136,0.6047379,0.61825264,0.57183546,0.6220489,0.6146187,0.5936169,0.375288,0.39057782,0.6298835,0.61554253,0.0060211373611573
0.0064138315672058,0.04,0.0,0.25,0.3333333333333333,0.75,0.57154185,0.5673964,0.56548905,0.5600045,0.5766726,0.5769918,0.54914725,0.5645685,0.42394078,0.44853935,0.5505932,0.56705177,0.0102993139072427
0.2208588957055214,0.04,0.6666666666666666,0.75,0.3333333333333333,0.75,0.19154127,0.21165077,0.18982881,0.18251695,0.20052858,0.19121152,0.18575603,0.20383425,0.8113215,0.8241158,0.17586504,0.19954307,0.0421004262331447
0.4461795872838817,0.14,1.0,1.0,0.6666666666666666,0.75,0.18988515,0.22664104,0.19821978,0.18323627,0.25248665,0.2031831,0.17071302,0.22799885,0.7999264,0.82753354,0.14361957,0.20615718,0.1492132908684698
0.2752370329057446,0.08,1.0,1.0,0.6666666666666666,0.75,0.20056063,0.2357568,0.20797215,0.1937707,0.2635602,0.2141854,0.17975739,0.23855397,0.78863394,0.81755733,0.1519332,0.2164664,0.0985089762481976
0.139431121026213,0.36,0.0,0.5,0.3333333333333333,0.5,0.5603434,0.5541086,0.55501103,0.56115586,0.55606896,0.5562571,0.55314106,0.55551934,0.444075,0.44916147,0.55871046,0.5586451,0.0517659362076341
0.5593976575571667,0.54,0.6666666666666666,0.5,1.0,0.5,0.052389402,0.06410491,0.05302694,0.04839878,0.05645574,0.051991794,0.05208565,0.058637027,0.94954526,0.9535973,0.04808627,0.056729794,0.2125936841438101
0.0708310094813162,0.44,0.3333333333333333,0.5,0.3333333333333333,0.75,0.625141,0.6006346,0.6001916,0.6082388,0.57913125,0.6165657,0.6066482,0.5974475,0.38269472,0.4012525,0.6124274,0.6131785,0.0824578916512177
0.3134411600669269,0.36,0.6666666666666666,0.75,0.6666666666666666,0.5,0.37853253,0.38863856,0.40073022,0.3878398,0.40624404,0.39443448,0.38060677,0.38381878,0.6040393,0.61452883,0.39712396,0.38256016,0.1444597613728193
0.0571667596207473,0.06,0.0,0.5,0.3333333333333333,0.75,0.5584976,0.54590696,0.55729103,0.5702095,0.5659976,0.5574936,0.552739,0.55891526,0.44031098,0.44219327,0.55880094,0.55786586,0.0081919158308377
0.0499163413273842,0.2,0.3333333333333333,0.5,0.3333333333333333,0.5,0.58766246,0.5602154,0.56430805,0.5701492,0.5617732,0.58790416,0.55645657,0.56528664,0.40974987,0.4408912,0.55740666,0.575581,0.0791462661025811
0.0030674846625766,0.04,0.6666666666666666,0.25,0.3333333333333333,0.5,0.50971574,0.49498233,0.49316856,0.49442488,0.47949904,0.5059331,0.49285084,0.48928392,0.49396032,0.5129904,0.49920368,0.5013328,0.0075581118980843
0.0699944227551589,0.04,1.0,0.5,1.0,0.25,0.18610217,0.18449947,0.18195298,0.17664468,0.16522099,0.18355356,0.18458396,0.1723491,0.81788766,0.8225707,0.19339022,0.181688,0.0744085817052494
0.1042944785276073,0.22,0.0,0.5,0.6666666666666666,0.25,0.47858843,0.4807366,0.47560105,0.47622395,0.49812767,0.48221582,0.4617394,0.48607764,0.51817715,0.5352704,0.4555704,0.48071495,0.1193769707341034
0.2816508644729503,0.1,0.6666666666666666,1.0,0.3333333333333333,0.75,0.2166059,0.22284591,0.19550918,0.19356315,0.19515234,0.21190754,0.1978891,0.21719117,0.7885331,0.81673664,0.18199149,0.21984646,0.1287731140371726
0.0047406581148912,0.1,0.6666666666666666,0.75,0.3333333333333333,1.0,0.42766356,0.3934317,0.38158315,0.41335848,0.34508425,0.40124813,0.41529512,0.40423447,0.5938332,0.6053458,0.4092352,0.42167163,0.0033750059419118
0.0953708867819297,0.44,0.6666666666666666,0.75,0.6666666666666666,0.75,0.14931226,0.117518485,0.09716095,0.12115105,0.06953124,0.12992689,0.12353992,0.12846534,0.8644091,0.89473796,0.10410561,0.14317693,0.1654228264486381
0.0404350250976017,0.18,0.3333333333333333,0.25,0.3333333333333333,0.75,0.65071887,0.6335139,0.6444002,0.64964646,0.64830476,0.6528847,0.63397205,0.6389526,0.3457796,0.36070937,0.6427642,0.6438367,0.0185704552296747
0.4121583937534858,0.48,1.0,0.5,0.6666666666666666,0.5,0.27873304,0.2696859,0.274371,0.27986884,0.24338232,0.26730078,0.2897964,0.2600241,0.7335505,0.7207603,0.3077383,0.27349034,0.0847395858091299
0.1469604015616285,0.18,0.3333333333333333,0.75,0.6666666666666666,0.5,0.50954044,0.519214,0.5261293,0.5179767,0.5558939,0.5273061,0.49821094,0.5252549,0.47135258,0.49166146,0.5015777,0.51557916,0.0613680657888482
0.1285554935861684,0.18,0.0,0.5,0.0,0.25,0.6109682,0.5969017,0.59971476,0.5986145,0.5892526,0.60971195,0.59447426,0.59003705,0.3908361,0.40830457,0.6054614,0.6016609,0.0478046616279254
0.1491912994980479,0.16,0.6666666666666666,0.25,0.0,0.5,0.61384773,0.6033356,0.6040909,0.60628325,0.58054656,0.6053555,0.61006737,0.5920202,0.39601302,0.40025124,0.6265584,0.606621,0.0629684207190505
0.0744562186279977,0.2,0.3333333333333333,0.75,0.3333333333333333,0.5,0.3118948,0.29776105,0.2843008,0.2890267,0.26925683,0.30462822,0.29098463,0.29513198,0.69398814,0.7203158,0.28486758,0.30626833,0.1294386081665636
0.0250976017847183,0.16,0.3333333333333333,0.5,0.0,0.5,0.43739867,0.4261972,0.4190622,0.41960618,0.41425014,0.43558437,0.41584617,0.4234398,0.5639709,0.58920324,0.4141783,0.4315231,0.0452694458969117
0.058282208588957,0.1,0.6666666666666666,0.5,0.6666666666666666,0.75,0.33977756,0.32690164,0.31424284,0.31650126,0.30619875,0.3359364,0.31516242,0.32507524,0.66283506,0.6930025,0.3078411,0.33415216,0.0221514474497314
0.1045733407696598,0.52,0.0,0.75,0.3333333333333333,0.25,0.59488446,0.575426,0.5797636,0.5943631,0.5738666,0.5867385,0.5838178,0.5828399,0.41161695,0.41854438,0.588838,0.589692,0.2078401546481595
0.1246514221974344,0.32,0.6666666666666666,0.5,0.3333333333333333,0.75,0.36375523,0.37902415,0.35846105,0.35512227,0.3577404,0.3580192,0.36076823,0.36875185,0.6446488,0.65367174,0.35725027,0.36977932,0.1033417312354423
0.1600669269380925,0.24,1.0,0.5,0.6666666666666666,0.75,0.39866433,0.3869717,0.38516325,0.38043243,0.38117608,0.40135664,0.37640625,0.38157082,0.59862524,0.62447053,0.3787432,0.390271,0.0987624978212989
0.0435025097601784,0.16,0.3333333333333333,0.75,1.0,0.25,0.25300464,0.23065034,0.2462555,0.25498566,0.225304,0.24728194,0.25354064,0.23153938,0.7513209,0.74567837,0.26901636,0.24309939,0.0639666619131371
0.158393753485778,0.22,1.0,0.5,1.0,1.0,0.2322471,0.2160453,0.20996676,0.21937801,0.21597543,0.23033626,0.20850341,0.22716859,0.76669574,0.7914363,0.19575414,0.22887641,0.1088241352537592
1.0,0.58,0.6666666666666666,0.75,1.0,1.0,0.12889919,0.13480742,0.1126058,0.109781384,0.13304943,0.13229592,0.103091046,0.13856556,0.8671208,0.90043336,0.080326535,0.13309956,0.6163109442094088
